patch,seed,N,arm,k_local,D_max,d_s,delta_rel,n_ejes,PR,ejes_reales,holonomia,gigante,grado_medio,clustering,diam_fin,pasos
35,66205,3500,sin_local,-1,8,5.678,0.041,2,6.504,1,0.855,0.904,51.257,0.081,4,17
35,66205,3500,local_barajado,10,8,4.315,0.054,1,4.018,1,1.051,0.918,24.843,0.0502,5,20
35,66205,3500,local_marco_congelado,10,8,5.625,0.029,0,7.979,0,1.019,0.911,26.119,0.1699,4,20
39,66217,3500,local,10,8,4.98,0.045,1,5.43,1,1.017,0.906,25.862,0.1712,4,20
39,66217,3500,sin_local,-1,8,5.576,0.037,1,5.896,1,0.913,0.901,51.17,0.0796,4,17
39,66217,3500,local_barajado,10,8,4.213,0.053,2,5.334,1,1.055,0.905,24.363,0.0582,5,20
39,66217,3500,local_marco_congelado,10,8,4.003,0.031,0,7.98,0,1.061,0.909,26.28,0.1888,4,20
38,66214,3500,local,10,8,6.618,0.026,2,5.482,1,0.925,0.913,26.467,0.1731,4,20
38,66214,3500,sin_local,-1,8,5.483,0.043,1,5.778,1,1.06,0.911,52.866,0.0871,4,17
38,66214,3500,local_barajado,10,8,4.297,0.053,2,5.227,1,1.003,0.909,24.483,0.0524,5,20
38,66214,3500,local_marco_congelado,10,8,5.397,0.03,0,7.987,0,0.923,0.908,25.959,0.1656,4,20
37,66211,3500,local,10,8,6.232,0.028,0,6.604,0,1.012,0.906,26.483,0.1743,4,20
37,66211,3500,sin_local,-1,8,5.641,0.047,1,4.884,1,0.966,0.913,51.877,0.0876,4,17
37,66211,3500,local_barajado,10,8,4.371,0.053,2,5.433,1,1.052,0.904,24.379,0.0526,5,20
37,66211,3500,local_marco_congelado,10,8,6.348,0.027,0,7.984,0,0.886,0.919,26.529,0.1784,4,20
36,66208,3500,local,10,8,6.487,0.038,1,4.611,1,0.864,0.91,26.71,0.1852,4,20
36,66208,3500,sin_local,-1,8,5.491,0.044,1,5.566,1,0.843,0.917,53.083,0.0883,4,17
36,66208,3500,local_barajado,10,8,4.247,0.057,1,5.384,1,1.055,0.914,24.641,0.05,5,20
36,66208,3500,local_marco_congelado,10,8,6.277,0.027,0,7.986,0,0.892,0.915,26.539,0.1673,4,20
