N,seed,mode,n_surv,f_surv,tau,orden_color_init,orden_color,orden_amp_color,orden_charge_init,orden_charge,orden_amp_charge,frac_quark,frac_lepton,frac_Q0,mean_Q_surv,null_L2_K3,ratio_L2_K3,L2_K6,null_L2_K6,ratio_L2_K6,L2_K12_q,ratio_L2_K12_q,L2_K12_l,ratio_L2_K12_l,L2_K12,null_L2_K12,ratio_L2_K12,L2_K24,null_L2_K24,ratio_L2_K24,L2_K3
250,1,qcd,93,0.372,240,0.004,0.3850002965584549,96.2500500771012,0.0013333333333333,0.777777777777778,583.3328958336607,0.6666666666666666,0.3333333333333333,0.0,-0.777777777777778,0.0846667513334603,9.643650760992957,0.0,0.9128709291752768,0.0,0.2892752914476259,2.3790384710888604,0.5006932412341425,2.9117015412130822,0.5006932412341425,0.1719589848571986,2.9117015412130822,0.2639615219123705,0.101511868755372,2.600302064662773,0.816496580927726
250,1,shuffle_b,93,0.372,240,0.004,0.3850002965584549,96.2500500771012,0.0013333333333333,0.777777777777778,583.3328958336607,0.6666666666666666,0.3333333333333333,0.0,-0.777777777777778,0.0846667513334603,9.643650760992957,0.4090970404246624,0.1639564589459882,2.495156598615186,0.2892752914476259,2.3790384710888604,0.5006932412341425,2.9117015412130822,0.5006932412341425,0.1719589848571986,2.9117015412130822,0.2639615219123705,0.101511868755372,2.600302064662773,0.816496580927726
250,1,shuffle_l,94,0.376,240,0.004,0.3869475208398555,96.73685602574989,0.0026666666666666,0.7765957446808514,291.2232950465837,0.6702127659574468,0.3297872340425531,0.0,0.7765957446808514,0.0842151921066518,9.69535971483266,0.0194403947839934,0.115010926557059,0.1690308509457032,0.2893289862469553,2.398592660967417,0.5006932412341425,2.9117015412130822,0.5006932412341425,0.1719589848571986,2.9117015412130822,0.2639998879697601,0.1009704682617294,2.6146247760824077,0.816496580927726
250,1,shuffle_e,106,0.424,240,0.004,0.1230038189660877,30.75094705378516,0.0013333333333333,0.6823899371069183,511.79206898613614,0.6037735849056604,0.3962264150943396,0.1226415094339622,-0.6823899371069183,0.0793051585718144,8.472485991013766,0.1030468431971116,0.1480872194397731,0.6958523739384593,0.1133934430056106,0.9474847084398106,0.1237179148263483,0.8374357893586238,0.1237179148263483,0.1477342100713197,0.8374357893586238,0.0942609735051689,0.0950835448600053,0.9913489620517671,0.6719118450148229
250,2,qcd,96,0.384,240,0.0089442719099991,0.3910067578984054,43.715879628547945,0.012,0.7743055555555555,64.52545758584147,0.6770833333333334,0.3229166666666667,0.0,-0.7743055555555555,0.0833333333333333,9.797958971132712,0.0,0.9128709291752768,0.0,0.2890165600655272,2.433737233777904,0.5006932412341425,2.9117015412130822,0.5006932412341425,0.1719589848571986,2.9117015412130822,0.2639345720691651,0.0999131567356816,2.641639806931523,0.816496580927726
250,2,shuffle_b,96,0.384,240,0.0089442719099991,0.3910067578984054,43.715879628547945,0.012,0.7743055555555555,64.52545758584147,0.6770833333333334,0.3229166666666667,0.0,-0.7743055555555555,0.0833333333333333,9.797958971132712,0.408248290463863,0.158910431540932,2.5690465157330262,0.2890165600655272,2.433737233777904,0.5006932412341425,2.9117015412130822,0.5006932412341425,0.1719589848571986,2.9117015412130822,0.2639345720691651,0.0999131567356816,2.6416398069315234,0.816496580927726
250,2,shuffle_l,96,0.384,240,0.0089442719099991,0.3910067578984054,43.715879628547945,0.0119999999999999,0.7743055555555557,64.52545758584158,0.6770833333333334,0.3229166666666667,0.0,-0.7743055555555557,0.0833333333333333,9.797958971132712,0.0,0.9128709291752768,0.0,0.2890165600655272,2.433737233777904,0.5006932412341425,2.9117015412130822,0.5006932412341425,0.1719589848571986,2.9117015412130822,0.2639345720691651,0.0999131567356816,2.641639806931523,0.816496580927726
250,2,shuffle_e,107,0.428,240,0.0089442719099991,0.120412137632945,13.462484748014742,0.0119999999999999,0.6947040498442368,57.89199932935314,0.5794392523364486,0.4205607476635514,0.102803738317757,-0.6947040498442368,0.0789337037963858,8.797302050315539,0.135400640077266,0.2041241452319315,0.66332495807108,0.1181573170743866,0.971741490792014,0.130052221230218,0.91120965222227,0.130052221230218,0.1427248064296125,0.91120965222227,0.0934384714916593,0.094638186229634,0.9873231431648152,0.6944036342469445
250,3,qcd,97,0.388,240,0.0149666295470957,0.3931067209265488,26.265545854796965,0.016,0.7731958762886598,48.32473924774504,0.6804123711340206,0.3195876288659793,0.0,0.7731958762886598,0.0829026672289678,9.848857801796104,0.0303030303030303,0.1123666437438736,0.2696799449852968,0.2902612736464851,2.462948578935285,0.5006932412341425,2.9117015412130822,0.5006932412341425,0.1719589848571986,2.9117015412130822,0.2646410695022013,0.099396806215847,2.662470551895952,0.816496580927726
250,3,shuffle_b,97,0.388,240,0.0149666295470957,0.3931067209265488,26.265545854796965,0.016,0.7731958762886598,48.32473924774504,0.6804123711340206,0.3195876288659793,0.0,0.7731958762886598,0.0829026672289678,9.848857801796104,0.0303030303030303,0.1123666437438736,0.2696799449852968,0.2902612736464851,2.462948578935285,0.5006932412341425,2.9117015412130822,0.5006932412341425,0.1719589848571986,2.9117015412130822,0.2646410695022013,0.099396806215847,2.662470551895952,0.816496580927726
