rule_id,seed,lote,K,kcap,brazo,n_nodos,n_aristas,grado_medio,grados_identicos,n_nodos_grado_distinto,solapamiento_aristas,clustering_local,transitividad,n_triangulos,T_objetivo,dif_max_triangulos,gigante,n_componentes,asortatividad,pendiente_corr,z_agg,diams,n_cajas,clustering_original,transitividad_original,n_triangulos_original,t_piso,t_techo_brazo,t_techo_brazo_sin_restriccion,n_swaps_aceptados,k_elegido,t_swaps_s,acc_baja,t_bajar_s,gigante_original,semilla_base,pendiente_corr_csv_ref,frac_masa_fase5b,n_triangulos_medido,frac_nodos_en_triangulo,frac_aristas_en_triangulo,frac_aristas_multi_tri,tri_por_arista_media,tri_por_nodo_max,gini_tri_nodo,n_comp_tri,tam_mayor_comp_tri,frac_mayor_comp_tri,tam_medio_comp_tri,modularidad_tri,dist_media_tri,dist_media_azar,t_ic_s,carpeta,t_total_grafo_s,N_objetivo,layout,theta,t_layout_ic_s
A2-B0-C2-r14,273187,271828,8,5,solap,4000,6696,3.348,True,0,0.0007467144563918758,0.012199999999999999,0.01695685087055261,112,112,0,3855,6,-0.19350939605555062,0.7213621325547096,0.7348469219349535,"[17.0, 10.0, 7.0, 6.0, 5.0]","[4000, 2424, 1484, 1016, 772]",0.0025166666666666666,0.0024224072672218017,16,0,112,112,86,86,3.1,33109,1.5,3857,2677232617,0.7728999554058272,0.09900000000000003,112,0.015,0.01821983273596177,0.9016393442622951,2.7540983606557377,9.0,0.9885907738095238,10,16,0.14285714285714285,11.2,0.01818334453851084,5.897364433811802,7.413207057602491,878.88,/Users/alexis/phantom_cs073/bateria_fase8_f806_n4000/A2-B0-C2-r14_s273187_f703_solap,2376.3,4000,layout_resortes_N2_exacto,,878.79
A2-B0-C2-r14,273187,271828,8,5,disj,4000,6696,3.348,True,0,0.0008960573476702509,0.021266666666666666,0.01695685087055261,112,112,0,3882,2,-0.18875816438335502,0.625793332599268,0.2449489739783178,"[15.0, 9.0, 7.0, 6.0, 5.0]","[4000, 2425, 1471, 1006, 758]",0.0025166666666666666,0.0024224072672218017,16,0,1659,1659,1658,112,16.4,33109,1.5,3857,2677232617,0.7728999554058272,0.09900000000000003,112,0.08375,0.05017921146953405,0.0,1.0,2.0,0.916498511904762,111,2,0.017857142857142856,1.009009009009009,0.05008597252733135,7.59864864864865,7.273640814223138,1462.61,/Users/alexis/phantom_cs073/bateria_fase8_f806_n4000/A2-B0-C2-r14_s273187_f703_disj,2376.3,4000,layout_resortes_N2_exacto,,1462.12
