regla,rol,ruta_ic,dt,eps,t_final,nsteps,E0,Ef,deriva_energia_rel,Ekin0,Ekinf,virial_final,segundos,ini_fof_ell0.6_nmin3,ini_ngrupos_ell0.6_nmin3,ini_fof_ell0.6_nmin5,ini_ngrupos_ell0.6_nmin5,ini_fof_ell0.6_nmin10,ini_ngrupos_ell0.6_nmin10,ini_fof_ell1.0_nmin3,ini_ngrupos_ell1.0_nmin3,ini_fof_ell1.0_nmin5,ini_ngrupos_ell1.0_nmin5,ini_fof_ell1.0_nmin10,ini_ngrupos_ell1.0_nmin10,ini_fof_ell2.0_nmin3,ini_ngrupos_ell2.0_nmin3,ini_fof_ell2.0_nmin5,ini_ngrupos_ell2.0_nmin5,ini_fof_ell2.0_nmin10,ini_ngrupos_ell2.0_nmin10,ini_knn8_frac_rho_mayor_100x,ini_knn8_frac_rho_mayor_1000x,fin_fof_ell0.6_nmin3,fin_ngrupos_ell0.6_nmin3,fin_fof_ell0.6_nmin5,fin_ngrupos_ell0.6_nmin5,fin_fof_ell0.6_nmin10,fin_ngrupos_ell0.6_nmin10,fin_fof_ell1.0_nmin3,fin_ngrupos_ell1.0_nmin3,fin_fof_ell1.0_nmin5,fin_ngrupos_ell1.0_nmin5,fin_fof_ell1.0_nmin10,fin_ngrupos_ell1.0_nmin10,fin_fof_ell2.0_nmin3,fin_ngrupos_ell2.0_nmin3,fin_fof_ell2.0_nmin5,fin_ngrupos_ell2.0_nmin5,fin_fof_ell2.0_nmin10,fin_ngrupos_ell2.0_nmin10,fin_knn8_frac_rho_mayor_100x,fin_knn8_frac_rho_mayor_1000x
A2-B0-C2-r1,?,/Users/alexis/phantom_cs073/bateria_fase5b_a2b0c2_piloto/A2-B0-C2-r1_I/cosmogenesis_ic.txt,0.004,0.6,0.5,125,-2825017.1481770677,-2825036.3087676964,-6.78246878642548e-06,25380.000000000004,187898.64616593096,0.06236399025417069,119.0,0.10400000000000001,22,0.08349999999999999,9,0.081,8,0.2755,87,0.1665,22,0.128,9,0.534,83,0.49900000000000005,63,0.3795,25,0.0805,0.0445,0.289,126,0.11900000000000001,23,0.0795,8,0.372,149,0.18,34,0.10850000000000001,8,0.51,157,0.377,80,0.171,13,0.1185,0.0805
A2-B0-C2-r1,?,/Users/alexis/phantom_cs073/bateria_fase5b_a2b0c2_piloto/A2-B0-C2-r1_I/cosmogenesis_ic.txt,0.002,0.6,0.5,250,-2825017.1481770677,-2825021.9434443484,-1.6974294417119354e-06,25380.000000000004,187929.6930904141,0.06237394945594103,208.2,0.10400000000000001,22,0.08349999999999999,9,0.081,8,0.2755,87,0.1665,22,0.128,9,0.534,83,0.49900000000000005,63,0.3795,25,0.0805,0.0445,0.289,126,0.11900000000000001,23,0.0795,8,0.372,149,0.18,34,0.10850000000000001,8,0.51,157,0.377,80,0.171,13,0.1185,0.0805
A2-B0-C2-r1,?,/Users/alexis/phantom_cs073/bateria_fase5b_a2b0c2_piloto/A2-B0-C2-r1_I/cosmogenesis_ic.txt,0.001,0.6,0.5,500,-2825017.1481770677,-2825018.3473143885,-4.244708112712847e-07,25380.000000000004,187937.45730259846,0.06237644011060742,437.6,0.10400000000000001,22,0.08349999999999999,9,0.081,8,0.2755,87,0.1665,22,0.128,9,0.534,83,0.49900000000000005,63,0.3795,25,0.0805,0.0445,0.289,126,0.11900000000000001,23,0.0795,8,0.372,149,0.18,34,0.10850000000000001,8,0.51,157,0.377,80,0.171,13,0.1185,0.0805
A2-B0-C2-r1,?,/Users/alexis/phantom_cs073/bateria_fase5b_a2b0c2_piloto/A2-B0-C2-r1_I/cosmogenesis_ic.txt,0.0005,0.6,0.5,1000,-2825017.1481770677,-2825017.447981302,-1.0612474851879241e-07,25380.000000000004,187939.39851154463,0.062377062827936126,1002.3,0.10400000000000001,22,0.08349999999999999,9,0.081,8,0.2755,87,0.1665,22,0.128,9,0.534,83,0.49900000000000005,63,0.3795,25,0.0805,0.0445,0.289,126,0.11900000000000001,23,0.0795,8,0.372,149,0.18,34,0.10850000000000001,8,0.51,157,0.377,80,0.171,13,0.1185,0.0805
A2-B0-C2-r17,?,/Users/alexis/phantom_cs073/bateria_fase5b_a2b0c2_piloto/A2-B0-C2-r17_III/cosmogenesis_ic.txt,0.004,0.6,0.5,125,-2949013.1482658787,-2949058.0740961866,-1.5234191252860373e-05,25380.000000000015,305578.62286220596,0.09389024069807338,118.2,0.1935,41,0.1425,9,0.14,8,0.464,132,0.30550000000000005,37,0.22550000000000003,11,0.667,54,0.6485000000000001,44,0.5820000000000001,24,0.128,0.0495,0.42900000000000005,172,0.21200000000000002,43,0.11150000000000002,8,0.5305,193,0.295,55,0.155,8,0.652,163,0.5375,98,0.289,21,0.176,0.1095
A2-B0-C2-r17,?,/Users/alexis/phantom_cs073/bateria_fase5b_a2b0c2_piloto/A2-B0-C2-r17_III/cosmogenesis_ic.txt,0.002,0.6,0.5,250,-2949013.1482658787,-2949024.3934959355,-3.813218012752404e-06,25380.000000000015,305653.38947406964,0.09391202750496254,209.5,0.1935,41,0.1425,9,0.14,8,0.464,132,0.30550000000000005,37,0.22550000000000003,11,0.667,54,0.6485000000000001,44,0.5820000000000001,24,0.128,0.0495,0.42900000000000005,172,0.21200000000000002,43,0.11150000000000002,8,0.5305,193,0.295,55,0.155,8,0.652,163,0.5375,98,0.289,21,0.176,0.1095
A2-B0-C2-r17,?,/Users/alexis/phantom_cs073/bateria_fase5b_a2b0c2_piloto/A2-B0-C2-r17_III/cosmogenesis_ic.txt,0.001,0.6,0.5,500,-2949013.1482658787,-2949015.960433442,-9.53596142875565e-07,25380.000000000015,305672.0865816938,0.09391747601187914,438.1,0.1935,41,0.1425,9,0.14,8,0.464,132,0.30550000000000005,37,0.22550000000000003,11,0.667,54,0.6485000000000001,44,0.5820000000000001,24,0.128,0.0495,0.42900000000000005,172,0.21200000000000002,43,0.11150000000000002,8,0.5305,193,0.295,55,0.155,8,0.652,163,0.5375,98,0.289,21,0.176,0.1095
A2-B0-C2-r17,?,/Users/alexis/phantom_cs073/bateria_fase5b_a2b0c2_piloto/A2-B0-C2-r17_III/cosmogenesis_ic.txt,0.0005,0.6,0.5,1000,-2949013.1482658787,-2949013.8513616044,-2.3841729093373376e-07,25380.000000000015,305676.7611998246,0.09391883825149765,1009.1,0.1935,41,0.1425,9,0.14,8,0.464,132,0.30550000000000005,37,0.22550000000000003,11,0.667,54,0.6485000000000001,44,0.5820000000000001,24,0.128,0.0495,0.42900000000000005,172,0.21200000000000002,43,0.11150000000000002,8,0.5305,193,0.295,55,0.155,8,0.652,163,0.5375,98,0.289,21,0.176,0.1095
