rule_id,seed,lote,K,kcap,brazo,n_nodos,n_aristas,grado_medio,grados_identicos,n_nodos_grado_distinto,solapamiento_aristas,clustering_local,transitividad,n_triangulos,T_objetivo,dif_max_triangulos,gigante,n_componentes,asortatividad,pendiente_corr,z_agg,diams,n_cajas,clustering_original,transitividad_original,n_triangulos_original,t_piso,t_techo_brazo,t_techo_brazo_sin_restriccion,n_swaps_aceptados,k_elegido,t_swaps_s,acc_baja,t_bajar_s,gigante_original,semilla_base,pendiente_corr_csv_ref,frac_masa_fase5b,n_triangulos_medido,frac_nodos_en_triangulo,frac_aristas_en_triangulo,frac_aristas_multi_tri,tri_por_arista_media,tri_por_nodo_max,gini_tri_nodo,n_comp_tri,tam_mayor_comp_tri,frac_mayor_comp_tri,tam_medio_comp_tri,modularidad_tri,dist_media_tri,dist_media_azar,t_ic_s,carpeta,t_total_grafo_s
A2-B0-C2-batch4-r36,575321,571828,8,4,libre,2000,2343,2.343,True,0,0.0017072129748186087,0.05125,0.05295517651725506,89,90,1,1755,5,-0.30794713268459206,1.0063438903701858,0.7071067796865476,"[19.0, 12.0, 10.0, 6.0, 5.0]","[2000, 1331, 893, 673, 539]",0.021333333333333336,0.017850059500198336,30,0,484,1001,951,88,9.0,11644,0.9,1708,5638145817,1.0121015869766785,0.15349999999999997,89,0.131,0.11310285958173281,0.007547169811320755,1.0075471698113208,2.0,0.8714063670411984,86,2,0.02247191011235955,1.0348837209302326,0.11269768795782757,10.32784090909091,9.524629418472063,185.87,/Users/alexis/phantom_cs073/bateria_fase7_f703_organizacion/A2-B0-C2-batch4-r36_s575321_f703_libre,1167.4
A2-B0-C2-batch4-r36,575321,571828,8,4,conc,2000,2343,2.343,True,0,0.002560819462227913,0.04366666666666667,0.053550178500595,90,90,1,1749,7,-0.30049069363172887,1.029877750580083,1.0934771096021745,"[18.0, 15.0, 12.0, 6.0, 5.0]","[2000, 1327, 883, 685, 549]",0.021333333333333336,0.017850059500198336,30,0,381,1022,954,86,11.6,11644,0.9,1708,5638145817,1.0121015869766785,0.15349999999999997,90,0.086,0.08877507469056765,0.28365384615384615,1.2980769230769231,4.0,0.9367777777777778,47,5,0.05555555555555555,1.9148936170212767,0.08844509002305978,11.351724137931035,8.673102593440122,176.91,/Users/alexis/phantom_cs073/bateria_fase7_f703_organizacion/A2-B0-C2-batch4-r36_s575321_f703_conc,1167.4
A2-B0-C2-batch4-r36,575321,571828,8,4,disp,2000,2343,2.343,True,0,0.0012804097311139564,0.05375,0.053550178500595,90,90,1,1741,10,-0.27943721865893867,1.0216718360872568,0.8106343977275557,"[18.0, 14.0, 8.0, 7.0, 5.0]","[2000, 1329, 876, 678, 586]",0.021333333333333336,0.017850059500198336,30,0,461,810,798,90,15.7,11644,0.9,1708,5638145817,1.0121015869766785,0.15349999999999997,90,0.135,0.11523687580025609,0.0,1.0,1.0,0.865,90,1,0.011111111111111112,1.0,0.11483425443047453,9.605681818181818,9.691954022988504,195.81,/Users/alexis/phantom_cs073/bateria_fase7_f703_organizacion/A2-B0-C2-batch4-r36_s575321_f703_disp,1167.4
A2-B0-C2-batch4-r36,575321,571828,8,4,solap,2000,2343,2.343,True,0,0.002134016218523261,0.033833333333333326,0.053550178500595,90,90,1,1732,9,-0.31233327330392346,1.128148016943193,1.517741177414103,"[20.0, 16.0, 10.0, 6.0, 5.0]","[2000, 1330, 883, 669, 549]",0.021333333333333336,0.017850059500198336,30,0,90,90,66,66,13.1,11644,0.9,1708,5638145817,1.0121015869766785,0.15349999999999997,90,0.0435,0.05932565087494665,0.7122302158273381,1.9424460431654675,6.0,0.9679592592592593,18,10,0.1111111111111111,5.0,0.05910081864978982,7.456237373737373,9.022530329289427,230.99,/Users/alexis/phantom_cs073/bateria_fase7_f703_organizacion/A2-B0-C2-batch4-r36_s575321_f703_solap,1167.4
A2-B0-C2-batch4-r36,575321,571828,8,4,disj,2000,2343,2.343,True,0,0.002134016218523261,0.0505,0.053550178500595,90,90,1,1747,8,-0.2816302889686044,1.1029927692482433,0.8485281356238566,"[19.0, 15.0, 8.0, 6.0, 5.0]","[2000, 1330, 885, 661, 561]",0.021333333333333336,0.017850059500198336,30,0,460,551,551,90,17.9,11644,0.9,1708,5638145817,1.0121015869766785,0.15349999999999997,90,0.1335,0.11523687580025609,0.0,1.0,2.0,0.8679666666666667,87,2,0.022222222222222223,1.0344827586206897,0.11481162092512658,9.45568181818182,9.478694158075601,301.19,/Users/alexis/phantom_cs073/bateria_fase7_f703_organizacion/A2-B0-C2-batch4-r36_s575321_f703_disj,1167.4
A2-B0-C2-batch4-r10,572799,571828,5,5,libre,2000,2994,2.994,True,0,0.002004008016032064,0.11611666666666665,0.0970873786407767,280,280,0,1827,4,-0.2200488997555023,0.6881659802165182,0.7382238005732004,"[13.0, 11.0, 7.0, 6.0, 5.0]","[2000, 1273, 851, 596, 471]",0.011550000000000001,0.008668515950069348,25,0,1037,1686,1582,277,45.3,14825,4.5,1821,5613430217,0.9674452669352483,0.12799999999999997,280,0.363,0.27054108216432865,0.037037037037037035,1.037037037037037,3.0,0.679052380952381,196,5,0.017857142857142856,1.4285714285714286,0.2692310695762485,7.421000000000001,7.322562979189485,300.34,/Users/alexis/phantom_cs073/bateria_fase7_f703_organizacion/A2-B0-C2-batch4-r10_s572799_f703_libre,1586.9
A2-B0-C2-batch4-r10,572799,571828,5,5,conc,2000,2994,2.994,True,0,0.001002004008016032,0.09286666666666668,0.0970873786407767,280,280,0,1827,4,-0.22528613840693512,0.7911618263470261,0.6536315716137657,"[14.0, 12.0, 7.0, 6.0, 5.0]","[2000, 1276, 855, 635, 499]",0.011550000000000001,0.008668515950069348,25,0,1153,1775,1633,269,53.2,14825,4.5,1821,5613430217,0.9674452669352483,0.12799999999999997,280,0.236,0.21108884435537742,0.2737341772151899,1.3291139240506329,7.0,0.8383642857142857,99,12,0.04285714285714286,2.8282828282828283,0.20982253417991617,8.29125,7.273110624315445,304.88,/Users/alexis/phantom_cs073/bateria_fase7_f703_organizacion/A2-B0-C2-batch4-r10_s572799_f703_conc,1586.9
A2-B0-C2-batch4-r10,572799,571828,5,5,disp,2000,2994,2.994,True,0,0.0026720106880427524,0.11921666666666667,0.0970873786407767,280,280,0,1829,3,-0.2357606157098005,0.7275101880605057,0.439822578255255,"[14.0, 10.0, 7.0, 6.0, 5.0]","[2000, 1285, 844, 609, 493]",0.011550000000000001,0.008668515950069348,25,0,1053,1091,1055,278,37.0,14825,4.5,1821,5613430217,0.9674452669352483,0.12799999999999997,280,0.419,0.2802271209084836,0.0011918951132300357,1.0011918951132301,2.0,0.5819952380952381,279,2,0.007142857142857143,1.003584229390681,0.27912390690978856,7.263499999999999,7.197374179431073,286.63,/Users/alexis/phantom_cs073/bateria_fase7_f703_organizacion/A2-B0-C2-batch4-r10_s572799_f703_disp,1586.9
A2-B0-C2-batch4-r10,572799,571828,5,5,solap,2000,2994,2.994,True,0,0.001002004008016032,0.06470000000000001,0.0970873786407767,280,280,0,1783,9,-0.2537493919473303,0.9400315545743293,1.6435810631749326,"[16.0, 12.0, 10.0, 6.0, 4.0]","[2000, 1289, 857, 598, 496]",0.011550000000000001,0.008668515950069348,25,0,280,280,220,220,39.4,14825,4.5,1821,5613430217,0.9674452669352483,0.12799999999999997,280,0.0875,0.11523046092184369,0.8173913043478261,2.4347826086956523,10.0,0.9374928571428571,25,20,0.07142857142857142,11.2,0.11459430774262845,7.908001367002214,6.469346240179573,260.58,/Users/alexis/phantom_cs073/bateria_fase7_f703_organizacion/A2-B0-C2-batch4-r10_s572799_f703_solap,1586.9
A2-B0-C2-batch4-r10,572799,571828,5,5,disj,2000,2994,2.994,True,0,0.002004008016032064,0.11358333333333333,0.0970873786407767,280,280,0,1829,3,-0.2220982540104109,0.7663107131447716,0.439822578255255,"[14.0, 10.0, 7.0, 5.0, 5.0]","[2000, 1281, 850, 605, 472]",0.011550000000000001,0.008668515950069348,25,0,716,716,715,279,47.2,14825,4.5,1821,5613430217,0.9674452669352483,0.12799999999999997,280,0.3845,0.280561122244489,0.0,1.0,2.0,0.6449988095238095,209,5,0.017857142857142856,1.3397129186602872,0.27911779916992674,7.1945,7.385621808898615,189.31,/Users/alexis/phantom_cs073/bateria_fase7_f703_organizacion/A2-B0-C2-batch4-r10_s572799_f703_disj,1586.9
