patch,seed,N,arm,lam,frac_ferm,d_s,delta_rel,n_ejes,PR,ejes_reales,holonomia,gigante,diam_fin,pasos
86,177601,1500,excl,0.493,0.79,4.975,0.052,1,4.301,1,1.039,0.911,4,17
86,177601,1500,sin_excl,0.493,0.79,5.036,0.049,2,3.768,1,0.78,0.911,3,17
86,177601,1500,excl_barajada,0.493,0.79,4.851,0.047,1,2.879,1,0.958,0.893,4,17
86,177601,1500,excl_bosones,0.493,0.79,4.088,0.051,1,3.877,1,0.749,0.911,3,17
86,177601,1500,marco_congelado,0.493,0.79,nan,0.041,0,7.966,0,0.876,0.907,4,17
88,181731,1500,excl,0.806,0.684,5.06,0.051,1,1.304,1,0.84,0.912,3,17
88,181731,1500,sin_excl,0.806,0.684,5.046,0.047,2,4.393,1,0.852,0.909,3,17
88,181731,1500,excl_barajada,0.806,0.684,5.017,0.044,1,1.791,1,0.701,0.908,3,17
88,181731,1500,excl_bosones,0.806,0.684,4.194,0.05,1,5.101,1,0.962,0.91,4,17
88,181731,1500,marco_congelado,0.806,0.684,5.001,0.047,0,7.967,0,0.972,0.891,4,17
89,183796,1500,excl,0.577,0.81,4.95,0.053,1,1.446,1,0.757,0.904,3,17
89,183796,1500,sin_excl,0.577,0.81,nan,0.05,1,3.72,1,0.866,0.913,3,17
89,183796,1500,excl_barajada,0.577,0.81,4.631,0.052,1,1.937,1,0.941,0.891,3,17
89,183796,1500,excl_bosones,0.577,0.81,5.04,0.051,1,3.558,1,0.941,0.911,4,17
89,183796,1500,marco_congelado,0.577,0.81,nan,0.047,0,7.96,0,0.884,0.905,3,17
91,187926,1500,excl,1.16,0.777,4.823,0.056,1,1.293,1,0.938,0.909,3,17
91,187926,1500,sin_excl,1.16,0.777,4.882,0.046,2,4.52,1,0.73,0.9,3,17
91,187926,1500,excl_barajada,1.16,0.777,4.731,0.05,1,1.214,1,0.843,0.905,3,17
91,187926,1500,excl_bosones,1.16,0.777,4.777,0.053,1,5.213,1,0.962,0.923,3,17
91,187926,1500,marco_congelado,1.16,0.777,5.113,0.043,0,7.96,0,1.01,0.905,3,17
92,189991,1500,excl,0.836,0.563,5.123,0.048,1,1.32,1,0.942,0.905,3,17
92,189991,1500,sin_excl,0.836,0.563,4.893,0.047,2,3.649,1,0.936,0.904,3,17
92,189991,1500,excl_barajada,0.836,0.563,4.998,0.055,1,2.11,1,0.597,0.904,4,17
92,189991,1500,excl_bosones,0.836,0.563,4.892,0.049,2,4.407,1,0.737,0.89,4,17
92,189991,1500,marco_congelado,0.836,0.563,4.97,0.05,0,7.963,0,0.94,0.911,1,17
90,185861,1500,excl,0.398,0.572,4.711,0.046,0,7.376,0,0.946,0.901,3,17
90,185861,1500,sin_excl,0.398,0.572,5.029,0.052,2,3.8,1,0.849,0.897,4,17
90,185861,1500,excl_barajada,0.398,0.572,4.158,0.042,1,7.341,1,0.974,0.906,3,17
90,185861,1500,excl_bosones,0.398,0.572,5.164,0.056,1,5.648,1,0.721,0.913,3,17
90,185861,1500,marco_congelado,0.398,0.572,5.129,0.047,0,7.965,0,0.93,0.925,3,17
94,194121,1500,excl,0.613,0.597,4.971,0.049,1,2.176,1,0.945,0.897,3,17
94,194121,1500,sin_excl,0.613,0.597,4.882,0.052,2,4.134,1,0.803,0.912,4,16
94,194121,1500,excl_barajada,0.613,0.597,4.659,0.046,1,4.035,1,0.707,0.901,4,17
94,194121,1500,excl_bosones,0.613,0.597,5.245,0.046,1,5.363,1,0.838,0.907,3,17
94,194121,1500,marco_congelado,0.613,0.597,5.324,0.037,0,7.97,0,0.882,0.897,3,17
93,192056,1500,excl,0.556,0.609,nan,0.037,1,3.301,1,0.781,0.901,3,18
93,192056,1500,sin_excl,0.556,0.609,5.034,0.053,2,4.173,1,0.798,0.903,4,17
93,192056,1500,excl_barajada,0.556,0.609,4.825,0.049,1,3.719,1,0.864,0.911,3,17
93,192056,1500,excl_bosones,0.556,0.609,4.909,0.049,1,5.071,1,0.891,0.923,3,17
93,192056,1500,marco_congelado,0.556,0.609,5.085,0.04,0,7.956,0,0.97,0.898,3,17
95,196186,1500,excl,0.265,0.787,nan,0.047,0,7.664,0,0.953,0.913,3,17
95,196186,1500,sin_excl,0.265,0.787,4.897,0.043,1,3.985,1,0.798,0.906,3,17
95,196186,1500,excl_barajada,0.265,0.787,4.856,0.054,0,7.582,0,1.098,0.909,3,17
95,196186,1500,excl_bosones,0.265,0.787,4.382,0.054,1,3.462,1,0.978,0.908,3,17
95,196186,1500,marco_congelado,0.265,0.787,4.689,0.051,0,7.954,0,0.931,0.915,3,17
96,198251,1500,excl,0.354,0.706,nan,0.056,0,7.537,0,1.004,0.907,4,17
96,198251,1500,sin_excl,0.354,0.706,4.642,0.054,1,3.911,1,0.887,0.903,3,17
96,198251,1500,excl_barajada,0.354,0.706,4.523,0.05,1,7.386,1,1.002,0.901,4,17
96,198251,1500,excl_bosones,0.354,0.706,5.131,0.045,2,5.815,1,0.813,0.907,3,17
96,198251,1500,marco_congelado,0.354,0.706,nan,0.05,0,7.95,0,0.932,0.9,3,17
99,204446,1500,excl,0.194,0.539,4.898,0.051,1,6.036,1,0.946,0.913,3,17
99,204446,1500,sin_excl,0.194,0.539,5.016,0.056,1,3.654,1,0.871,0.907,3,17
99,204446,1500,excl_barajada,0.194,0.539,5.069,0.049,2,6.888,1,0.977,0.904,3,17
99,204446,1500,excl_bosones,0.194,0.539,4.887,0.051,1,5.561,1,0.806,0.898,3,17
99,204446,1500,marco_congelado,0.194,0.539,4.891,0.042,0,7.962,0,1.209,0.909,4,17
98,202381,1500,excl,0.241,0.841,nan,0.045,0,7.767,0,1.091,0.913,4,17
98,202381,1500,sin_excl,0.241,0.841,4.972,0.051,1,3.947,1,0.872,0.916,3,16
98,202381,1500,excl_barajada,0.241,0.841,4.986,0.049,0,7.828,0,1.067,0.903,4,17
98,202381,1500,excl_bosones,0.241,0.841,4.815,0.037,1,4.86,1,0.91,0.909,4,17
98,202381,1500,marco_congelado,0.241,0.841,nan,0.041,0,7.968,0,1.037,0.914,3,17
97,200316,1500,excl,0.267,0.899,5.037,0.047,0,7.92,0,0.971,0.919,4,17
97,200316,1500,sin_excl,0.267,0.899,4.859,0.039,1,4.774,1,0.773,0.909,5,17
97,200316,1500,excl_barajada,0.267,0.899,4.933,0.049,0,7.925,0,0.888,0.911,3,17
97,200316,1500,excl_bosones,0.267,0.899,nan,0.05,2,4.49,1,0.8,0.905,3,17
97,200316,1500,marco_congelado,0.267,0.899,5.033,0.05,0,7.965,0,1.031,0.903,3,17
