tarea,genealogia,rule_id,brazo,seed,params_coinciden,clase_csv_reproducida,clase_vieja,clase_corregida,cambia_clase,pendiente_vieja,pendiente_corregida,z_agg_vieja,z_agg_corregida,diam_viejo,diam_corregido,n_cajas_viejo,n_cajas_corregido
presupuesto_emergente,,A2-B0-C2-r2,C2-hard,90406,True,True,III,III,False,0.8981925887843732,0.8981925887843732,2.404163050934261,2.404163050934261,"[17.0, 11.0, 7.0, 6.0, 4.0]","[17.0, 11.0, 7.0, 6.0, 4.0]","[2000, 1220, 790, 552, 428]","[2000, 1220, 790, 552, 428]"
presupuesto_emergente,,A2-B0-C2-r2,C2-random,90406,True,True,I,I,False,0.6062114977348678,0.5215084874446562,0.5311685644911839,0.5311685644911839,"[13.0, 10.0, 7.0, 6.0, 4.0]","[13.0, 8.0, 6.0, 5.0, 5.0]","[2000, 1157, 700, 440, 312]","[2000, 1154, 699, 446, 311]"
presupuesto_emergente,,A2-B0-C2-r3,C0,90503,True,True,II,II,False,0.4415142106549435,0.4415142106549435,0.14142135593730937,0.14142135593730937,"[9.0, 6.0, 5.0, 4.0, 4.0]","[9.0, 6.0, 5.0, 4.0, 4.0]","[2000, 1130, 680, 448, 306]","[2000, 1130, 680, 448, 306]"
presupuesto_emergente,,A2-B0-C2-r3,C2-budget,90503,True,True,I,I,False,0.6441585468573986,0.6441585468573986,0.7071067798365476,0.7071067798365476,"[13.0, 9.0, 6.0, 5.0, 4.0]","[13.0, 9.0, 6.0, 5.0, 4.0]","[2000, 1148, 691, 438, 327]","[2000, 1148, 691, 438, 327]"
presupuesto_emergente,,A2-B0-C2-r3,C2-hard,90503,True,True,III,III,False,0.7411183519859619,0.7411183519859619,0.3897472085538745,0.3897472085538745,"[14.0, 9.0, 6.0, 5.0, 4.0]","[14.0, 9.0, 6.0, 5.0, 4.0]","[2000, 1174, 714, 508, 371]","[2000, 1174, 714, 508, 371]"
presupuesto_emergente,,A2-B0-C2-r3,C2-random,90503,True,True,I,I,False,0.6303298812177645,0.6040884457927328,0.4587579673368289,0.28451967140216594,"[12.0, 10.0, 6.0, 5.0, 4.0]","[12.0, 9.0, 7.0, 5.0, 4.0]","[2000, 1149, 688, 445, 326]","[2000, 1147, 699, 454, 322]"
presupuesto_emergente,,A2-B0-C2-r4,C0,90600,True,True,II,II,False,0.3883356451675558,0.3883356451675558,0.5656854237492379,0.5656854237492379,"[9.0, 6.0, 5.0, 5.0, 4.0]","[9.0, 6.0, 5.0, 5.0, 4.0]","[2000, 1135, 706, 447, 303]","[2000, 1135, 706, 447, 303]"
presupuesto_emergente,,A2-B0-C2-r4,C2-budget,90600,True,True,II,II,False,0.42264780660823803,0.42264780660823803,0.14142135593730937,0.14142135593730937,"[9.0, 7.0, 6.0, 5.0, 4.0]","[9.0, 7.0, 6.0, 5.0, 4.0]","[2000, 1133, 682, 444, 323]","[2000, 1133, 682, 444, 323]"
presupuesto_emergente,,A2-B0-C2-r4,C2-hard,90600,True,True,I,I,False,0.6201792798229797,0.6201792798229797,0.28284271187461874,0.28284271187461874,"[13.0, 8.0, 6.0, 5.0, 4.0]","[13.0, 8.0, 6.0, 5.0, 4.0]","[2000, 1136, 692, 450, 319]","[2000, 1136, 692, 450, 319]"
presupuesto_emergente,,A2-B0-C2-r4,C2-random,90600,True,True,I,I,False,0.48167772348337606,0.48167772348337606,0.2828427118746191,0.2828427118746191,"[10.0, 7.0, 6.0, 5.0, 4.0]","[10.0, 7.0, 6.0, 5.0, 4.0]","[2000, 1154, 708, 463, 333]","[2000, 1154, 708, 463, 333]"
presupuesto_emergente,,A2-B0-C2-r5,C0,90697,True,True,II,II,False,0.44196596147341555,0.44196596147341555,0.4242640678119285,0.4242640678119285,"[9.0, 7.0, 5.0, 5.0, 4.0]","[9.0, 7.0, 5.0, 5.0, 4.0]","[2000, 1147, 689, 454, 344]","[2000, 1147, 689, 454, 344]"
presupuesto_emergente,,A2-B0-C2-r5,C2-budget,90697,True,True,I,I,False,0.5249411830196604,0.5249411830196604,1.0253048308267434,1.0253048308267434,"[11.0, 7.0, 6.0, 5.0, 4.0]","[11.0, 7.0, 6.0, 5.0, 4.0]","[2000, 1162, 702, 459, 334]","[2000, 1162, 702, 459, 334]"
presupuesto_emergente,,A2-B0-C2-r5,C2-hard,90697,True,True,I,I,False,0.49654868763416177,0.49654868763416177,0.9899494920111666,0.9899494920111666,"[10.0, 7.0, 6.0, 5.0, 4.0]","[10.0, 7.0, 6.0, 5.0, 4.0]","[2000, 1166, 711, 471, 359]","[2000, 1166, 711, 471, 359]"
presupuesto_emergente,,A2-B0-C2-r5,C2-random,90697,True,True,III,III,False,0.7092199621682617,0.7092199621682617,0.42426406781192816,0.42426406781192816,"[13.0, 8.0, 6.0, 4.0, 4.0]","[13.0, 8.0, 6.0, 4.0, 4.0]","[2000, 1171, 703, 462, 359]","[2000, 1171, 703, 462, 359]"
presupuesto_emergente,,A2-B0-C2-r6,C0,90794,True,True,I,I,False,0.3277944297417056,0.32810332525316793,1.2727922034357857,1.2727922034357857,"[7.0, 4.0, 5.0, 4.0, 3.0]","[7.0, 4.0, 5.0, 4.0, 3.0]","[2000, 1098, 624, 377, 268]","[2000, 1098, 624, 377, 269]"
presupuesto_emergente,,A2-B0-C2-r6,C2-budget,90794,True,True,I,I,False,0.4903171450577654,0.4903171450577654,0.14142135608730957,0.14142135608730957,"[11.0, 7.0, 7.0, 5.0, 4.0]","[11.0, 7.0, 7.0, 5.0, 4.0]","[2000, 1138, 669, 429, 298]","[2000, 1138, 669, 429, 298]"
presupuesto_emergente,,A2-B0-C2-r6,C2-hard,90794,True,True,III,III,False,0.8784150429557255,0.8784150429557255,1.376319821476794,1.376319821476794,"[14.0, 11.0, 8.0, 5.0, 4.0]","[14.0, 11.0, 8.0, 5.0, 4.0]","[2000, 1224, 798, 589, 464]","[2000, 1224, 798, 589, 464]"
presupuesto_emergente,,A2-B0-C2-r6,C2-random,90794,True,True,I,I,False,0.5142039803268261,0.5517985220071399,0.3863703299156276,0.6313193038939453,"[12.0, 8.0, 6.0, 5.0, 5.0]","[11.0, 8.0, 6.0, 5.0, 4.0]","[2000, 1160, 685, 465, 344]","[2000, 1161, 689, 453, 336]"
presupuesto_emergente,,A2-B0-C2-r7,C0,90891,True,True,I,I,False,0.32623858987295873,0.32623858987295873,1.1313708474984756,1.1313708474984756,"[8.0, 5.0, 5.0, 4.0, 4.0]","[8.0, 5.0, 5.0, 4.0, 4.0]","[2000, 1092, 635, 401, 265]","[2000, 1092, 635, 401, 265]"
presupuesto_emergente,,A2-B0-C2-r7,C2-budget,90891,True,True,I,I,False,0.48611179704426366,0.48611179704426366,0.5656854237492382,0.5656854237492382,"[11.0, 7.0, 6.0, 5.0, 4.0]","[11.0, 7.0, 6.0, 5.0, 4.0]","[2000, 1134, 671, 408, 293]","[2000, 1134, 671, 408, 293]"
presupuesto_emergente,,A2-B0-C2-r7,C2-hard,90891,True,True,III,III,False,0.7476117537081419,0.7476117537081419,1.4798474395178025,1.4798474395178025,"[15.0, 11.0, 7.0, 6.0, 5.0]","[15.0, 11.0, 7.0, 6.0, 5.0]","[2000, 1224, 791, 570, 445]","[2000, 1224, 791, 570, 445]"
presupuesto_emergente,,A2-B0-C2-r7,C2-random,90891,True,True,I,I,False,0.586458211935757,0.5844656769881316,0.5656854237492375,0.5656854237492375,"[12.0, 8.0, 6.0, 5.0, 4.0]","[12.0, 8.0, 6.0, 5.0, 4.0]","[2000, 1148, 684, 454, 324]","[2000, 1149, 683, 455, 321]"
presupuesto_emergente,,A2-B0-C2-r8,C0,90988,True,True,I,I,False,0.5987272765765708,0.5987272765765708,0.4242640678119285,0.4242640678119285,"[11.0, 8.0, 6.0, 5.0, 4.0]","[11.0, 8.0, 6.0, 5.0, 4.0]","[2000, 1174, 712, 502, 386]","[2000, 1174, 712, 502, 386]"
presupuesto_emergente,,A2-B0-C2-r8,C2-budget,90988,True,True,I,I,False,0.6701915948168193,0.6701915948168193,0.42426406781192816,0.42426406781192816,"[13.0, 8.0, 6.0, 5.0, 4.0]","[13.0, 8.0, 6.0, 5.0, 4.0]","[2000, 1179, 715, 497, 368]","[2000, 1179, 715, 497, 368]"
presupuesto_emergente,,A2-B0-C2-r8,C2-hard,90988,True,True,I,I,False,0.5933308031518011,0.5933308031518011,0.4949747461555834,0.4949747461555834,"[11.0, 8.0, 6.0, 5.0, 4.0]","[11.0, 8.0, 6.0, 5.0, 4.0]","[2000, 1180, 727, 492, 383]","[2000, 1180, 727, 492, 383]"
