test,condicion,rule_id,seed,N_sistema,pendiente,pendiente_null,z_agg,clase,holon_ratio,n_aristas_b1,grado_medio_b1,diam_b1,giant_b1,diam_por_escala,ncajas_por_escala,K,J,noise,meandeg,dt,kcap_base,kcap_media_emp,kcap_sd,kcap_cv,kcap_min,kcap_max,grado_inicial_medio
P3-het,HET-potencia,A2-B0-C2-r2,90406,2000,1.1365473551805987,1.2288668294667857,1.0256974017735057,III,2.513916285679344,2361,2.361,18.0,0.8625,18|13|9|6|5,2000|1337|937|742|639,7,0.508,0.259,7.01,4.38,6,6.005,9.629536593211535,1.6035864434990066,2,222,7.01
P3-het,HET-potencia,A2-B0-C2-r3,90503,2000,1.1087425564286175,1.1663226168153054,1.178034899036879,III,2.083021119324568,2275,2.275,22.0,0.883,22|17|13|8|5,2000|1276|901|673|553,5,0.66,0.313,5.34,4.5,6,6.0095,14.120354448454897,2.349672093927098,2,316,5.34
P3-het,HET-potencia,A2-B0-C2-r4,90600,2000,1.1115262025846668,0.9418117286813126,2.3973863339246138,IV,5.020673249560664,2388,2.388,21.0,0.895,21|15|10|6|5,2000|1270|864|638|527,5,0.561,0.109,5.18,4.13,6,6.005,11.467169441496885,1.9096035706073082,2,235,5.18
P3-het,HET-potencia,A2-B0-C2-r5,90697,2000,1.2691107128272936,1.2259500422766325,0.6725899208784937,III,2.1594567323081875,1997,1.997,28.0,0.825,28|18|12|8|6,2000|1317|935|716|597,5,0.769,0.338,4.97,3.95,6,6.0015,26.985690610951572,4.496490979080492,2,848,4.97
P3-het,HET-potencia,A2-B0-C2-r6,90794,2000,1.426403572760672,1.3475897431217039,1.447030499720449,III,1.9579884500367357,2065,2.065,23.0,0.8,23|16|13|6|5,2000|1370|992|810|665,5,0.407,0.249,7.4,4.57,6,6.0035,21.782389394875853,3.6282817348006753,2,878,7.4
P3-het,HET-potencia,A2-B0-C2-r7,90891,2000,1.3987677501515707,1.3274540173109135,0.4596194071525056,III,2.14244948250951,2009,2.009,23.0,0.8015,23|17|12|7|5,2000|1396|1031|790|672,7,0.503,0.225,7.25,4.1,6,6.0,18.49324200890693,3.082207001484488,2,517,7.25
P3-het,HET-potencia,A2-B0-C2-r8,90988,2000,1.204305935282723,1.1585568502680945,1.0969732127814518,IV,6.4963094139377215,2122,2.122,28.0,0.8735,28|19|13|8|6,2000|1290|883|665|563,6,0.544,0.107,4.18,4.57,6,6.001,38.214800784512796,6.368072118732344,2,1690,4.18
P3-het,HET-potencia,A2-B0-C2-r9,91085,2000,1.0475509286266378,1.0641188155229317,0.5438474153181443,III,2.797393746309763,2369,2.369,21.0,0.886,21|13|10|7|5,2000|1278|865|658|545,5,0.397,0.121,5.37,4.56,6,6.0045,10.248584280279886,1.7068172670963253,2,167,5.37
P3-het,HET-potencia,A2-B0-C2-r10,91182,2000,1.3815881339088314,1.2226190502598553,1.0176896338095722,III,3.274965401086953,2127,2.127,23.0,0.8225,23|17|10|6|5,2000|1342|961|740|625,5,0.441,0.133,6.34,4.74,6,5.999,17.21949473707054,2.8703941885431807,2,391,6.34
P3-het,HET-potencia,A2-B0-C2-r11,91279,2000,1.2296948324710126,1.259874232220232,0.5286301657854597,III,1.8126452161615059,2194,2.194,22.0,0.8385,22|16|12|7|5,2000|1348|960|727|608,8,0.561,0.315,6.93,4.29,6,5.999,10.047288141583278,1.6748271614574561,2,184,6.93
P3-het,HET-potencia,A2-B0-C2-r12,91376,2000,1.0516442194658993,1.0270988803850696,0.8140112763658033,III,3.4838294023703127,2320,2.32,18.0,0.869,18|14|9|6|5,2000|1292|901|671|563,7,0.369,0.176,5.34,4.89,6,6.003,11.103242364282607,1.8496155862539743,2,226,5.34
P3-het,HET-potencia,A2-B0-C2-r13,91473,2000,1.201946628658382,1.2062982221559135,1.0434017399007935,III,1.7976553133118167,2300,2.3,20.0,0.8455,20|15|8|7|5,2000|1333|949|738|628,7,0.527,0.286,7.06,6.01,6,5.9985,11.47098503834784,1.9123089169538783,2,265,7.06
P3-het,HET-potencia,A2-B0-C2-r14,91570,2000,1.0422208910131063,1.185243942229651,1.6591625333514135,III,2.9240114632251797,2234,2.234,18.0,0.822,18|14|11|8|5,2000|1343|970|752|644,7,0.47,0.192,6.75,5.91,6,5.9935,18.703862107864246,3.120691100002377,2,588,6.75
P3-het,HET-potencia,A2-B0-C2-r0,90212,4000,1.405437630168735,1.4514559011045187,3.1700810742895604,III,2.649464136014468,4041,2.021,22.0,0.775,22|13|11|7|5,4000|2820|2093|1701|1496,4,0.404,0.234,7.64,11.83,6,6.0005,28.824694269844397,4.803715402023897,2,1658,7.64
P3-het,HET-potencia,A2-B0-C2-r1,90309,4000,1.2434982762432554,1.1763295189600496,2.1869542193543494,III,2.1580142575633587,4474,2.237,25.0,0.8605,25|16|14|8|5,4000|2626|1877|1441|1182,7,0.688,0.281,5.78,8.97,6,5.999,14.870339572450925,2.4788030625855852,2,546,5.78
P3-het,HET-potencia,A2-B0-C2-r2,90406,4000,1.4563160394413315,1.3270127733746802,0.7778174581802025,III,2.3972989156419504,4211,2.106,25.0,0.81525,25|18|13|7|5,4000|2726|1986|1575|1321,7,0.508,0.259,7.01,9.26,6,6.0005,13.895268970048763,2.3156851879091347,2,348,7.01
P3-het,HET-potencia,A2-B0-C2-r3,90503,4000,1.169040955297864,1.0460245493021894,0.7087837397140943,III,2.2796358218970174,4921,2.461,24.0,0.8965,24|16|10|7|5,4000|2533|1756|1261|1071,5,0.66,0.313,5.34,8.8,6,6.002,12.913248855342331,2.151490978897423,2,533,5.34
P3-het,HET-potencia,A2-B0-C2-r4,90600,4000,1.0186185291513528,1.0429344307168795,0.6363961022428924,IV,5.207781606646935,4802,2.401,23.0,0.8975,23|15|11|7|6,4000|2535|1691|1289|1051,5,0.561,0.109,5.18,12.7,6,6.0005,11.069123711929505,1.8447002269693369,2,282,5.18
P3-het,HET-potencia,A2-B0-C2-r5,90697,4000,1.3371170281063922,1.2415511745945784,3.8840104934520623,III,1.4779397088459532,3709,1.855,37.0,0.75325,37|27|17|11|8,4000|2694|1910|1472|1283,5,0.769,0.338,4.97,10.37,6,5.998,50.96079862011584,8.496298536198038,2,3023,4.97
P3-het,HET-potencia,A2-B0-C2-r6,90794,4000,1.1776191302179837,1.3091639194129683,0.9209157730450583,III,2.7004732782181198,4411,2.205,23.0,0.8245,23|16|11|9|6,4000|2746|1985|1581|1368,5,0.407,0.249,7.4,9.51,6,6.00275,13.611290990846532,2.2675092234136907,2,436,7.4
P3-het,HET-potencia,A2-B0-C2-r7,90891,4000,1.5724441906533615,1.4714610716125869,2.7590458582007336,III,2.5663489707329568,3620,1.81,29.0,0.734,29|19|12|9|6,4000|2841|2123|1742|1520,7,0.503,0.225,7.25,8.45,6,6.006,33.44125392385878,5.567974346296833,2,1775,7.25
P3-het,HET-potencia,A2-B0-C2-r8,90988,4000,1.1077640911445552,1.0776747338920976,3.3839589468475326,IV,8.021825268703946,4404,2.202,28.0,0.88125,28|19|12|9|6,4000|2540|1737|1286|1021,6,0.544,0.107,4.18,8.74,6,6.00375,14.761884565918404,2.4587773584706896,2,446,4.18
P3-het,HET-potencia,A2-B0-C2-r9,91085,4000,1.205724911553637,1.2029941835451825,1.055583371705874,III,3.407325197709455,4468,2.234,24.0,0.858,24|14|10|7|5,4000|2608|1819|1359|1156,5,0.397,0.121,5.37,10.6,6,5.999,14.162768055715663,2.360854818422348,2,440,5.37
P3-het,HET-potencia,A2-B0-C2-r10,91182,4000,1.202086983659394,1.322362922792933,1.307263143227532,III,3.683946921316447,4277,2.139,22.0,0.83025,22|17|11|7|6,4000|2692|1944|1525|1277,5,0.441,0.133,6.34,12.61,6,5.99725,22.827587310916147,3.806342458779632,2,1147,6.34
P3-het,HET-potencia,A2-B0-C2-r11,91279,4000,1.485132591535332,1.3917945370196794,1.346856800384534,III,1.836618214503305,4085,2.042,28.0,0.8055,28|18|12|9|5,4000|2746|2021|1580|1374,8,0.561,0.315,6.93,10.38,6,6.001,26.621476273865806,4.436173350085953,2,1451,6.93
P3-het,HET-potencia,A2-B0-C2-r12,91376,4000,1.0888938392931442,1.1416332987361457,1.5556349153104039,III,2.7867882403386837,4733,2.366,21.0,0.8855,21|14|9|7|5,4000|2554|1761|1325|1106,7,0.369,0.176,5.34,9.26,6,6.0015,11.107092227491405,1.8507193580757153,2,347,5.34
P3-het,HET-potencia,A2-B0-C2-r13,91473,4000,1.3607888132250159,1.4604116467021182,1.0505065739569261,III,1.9517397818152689,3953,1.976,25.0,0.78425,25|17|12|8|6,4000|2788|2042|1643|1430,7,0.527,0.286,7.06,9.03,6,5.99925,24.529456770126405,4.088753889257225,2,874,7.06
P3-het,HET-potencia,A2-B0-C2-r14,91570,4000,1.3911399553028532,1.253922048914797,2.0901573988138247,III,3.59209814931594,4048,2.024,28.0,0.793,28|20|14|9|6,4000|2762|2019|1578|1380,7,0.47,0.192,6.75,11.49,6,6.00175,19.9589390233424,3.325519893921339,2,945,6.75
