rule_id,seed,lote,K,kcap,brazo,n_aristas,n_triangulos,T_objetivo,dif_max_triangulos,clustering_local,transitividad,gigante,solapamiento_aristas,pendiente_corr,frac_masa,kappa_v,n_sumideros,t_primer_sumidero,masa_acretada,dump_final,carpeta,frac_aristas_multi_tri,gini_tri_nodo,frac_nodos_en_triangulo,frac_aristas_en_triangulo,n_comp_tri,frac_mayor_comp_tri,modularidad_tri,dist_media_tri,tri_por_arista_media,tri_por_nodo_max,asortatividad,n_componentes,dist_media_azar,t_piso,n_triangulos_original,clustering_original
A2-B0-C2-batch3-r60,477649,471828,6,5,conc,3068,187,187,0,0.06018333333333333,0.06251392912859371,1853,0.001303780964797914,0.6787475458182276,0.11850000000000001,0.7826086956521738,8,0.032,2227.7999999999997,cosmog_00500,A2-B0-C2-batch3-r60_s477649_f703_conc,0.2627906976744186,0.8845374331550803,0.1635,0.14015645371577576,72.0,0.0748663101604278,0.1393777123148657,7.556451612903226,1.3046511627906976,7.0,-0.2588799273422516,1.0,7.3734046730806995,0.0,41.0,0.019
A2-B0-C2-batch3-r60,477649,471828,6,5,disj,3068,187,187,0,0.0691,0.06251392912859371,1851,0.0022816166883963492,0.7339393811653802,0.11900000000000004,0.8214285714285713,8,0.034,2237.2,cosmog_00500,A2-B0-C2-batch3-r60_s477649_f703_disj,0.0,0.7452005347593583,0.267,0.18285528031290743,160.0,0.016042780748663103,0.18201098864673643,7.158064516129032,1.0,2.0,-0.24949725564237288,2.0,7.304279279279281,0.0,41.0,0.019
A2-B0-C2-batch3-r60,477649,471828,6,5,disp,3068,187,187,0,0.07968333333333334,0.06251392912859371,1853,0.0016297262059973925,0.827342520030118,0.11450000000000002,0.7799999999999995,8,0.033,2152.6000000000004,cosmog_00500,A2-B0-C2-batch3-r60_s477649_f703_disp,0.0017857142857142857,0.7214928698752228,0.2795,0.18252933507170796,186.0,0.0106951871657754,0.1818199154667179,7.3876344086021515,1.0017857142857143,2.0,-0.2543030143179206,1.0,6.977681785457164,0.0,41.0,0.019
A2-B0-C2-batch3-r60,477649,471828,6,5,libre,3068,187,187,0,0.07603333333333333,0.06251392912859371,1853,0.001303780964797914,0.887782888033521,0.11400000000000003,0.6525821596244125,8,0.034,2143.2,cosmog_00500,A2-B0-C2-batch3-r60_s477649_f703_libre,0.025594149908592323,0.7620276292335116,0.2575,0.17829204693611472,155.0,0.026737967914438502,0.1775006363793985,7.198118279569893,1.0255941499085923,3.0,-0.26071069255198404,1.0,7.157765560573336,0.0,41.0,0.019
A2-B0-C2-batch3-r60,477649,471828,6,5,solap,3068,187,187,0,0.041800000000000004,0.06251392912859371,1819,0.0016297262059973925,0.9098342601985704,0.1285,1.0285714285714287,8,0.035,2415.7999999999997,cosmog_00500,A2-B0-C2-batch3-r60_s477649_f703_solap,0.9414634146341463,0.9610204991087344,0.0505,0.06681877444589308,17.0,0.0855614973262032,0.06652517937612296,9.452540650406506,2.7365853658536587,9.0,-0.26185492080806677,6.0,6.761976197619762,0.0,41.0,0.019
A2-B0-C2-batch4-r10,572799,571828,5,5,conc,2994,280,280,0,0.09286666666666668,0.0970873786407767,1827,0.001002004008016032,0.7911618263470261,0.13299999999999998,1.0571428571428574,8,0.035,2500.4,cosmog_00500,A2-B0-C2-batch4-r10_s572799_f703_conc,0.2737341772151899,0.8383642857142857,0.236,0.21108884435537742,99.0,0.04285714285714286,0.20982253417991617,8.29125,1.3291139240506329,7.0,-0.22528613840693512,4.0,7.273110624315445,0.0,25.0,0.011550000000000001
A2-B0-C2-batch4-r10,572799,571828,5,5,disj,2994,280,280,0,0.11358333333333333,0.0970873786407767,1829,0.002004008016032064,0.7663107131447716,0.131,1.0571428571428567,8,0.033,2462.8,cosmog_00500,A2-B0-C2-batch4-r10_s572799_f703_disj,0.0,0.6449988095238095,0.3845,0.280561122244489,209.0,0.017857142857142856,0.27911779916992674,7.1945,1.0,2.0,-0.2220982540104109,3.0,7.385621808898615,0.0,25.0,0.011550000000000001
A2-B0-C2-batch4-r10,572799,571828,5,5,disp,2994,280,280,0,0.11921666666666667,0.0970873786407767,1829,0.0026720106880427524,0.7275101880605057,0.12500000000000003,0.8399999999999994,8,0.034,2350.0,cosmog_00500,A2-B0-C2-batch4-r10_s572799_f703_disp,0.0011918951132300357,0.5819952380952381,0.419,0.2802271209084836,279.0,0.007142857142857143,0.27912390690978856,7.263499999999999,1.0011918951132301,2.0,-0.2357606157098005,3.0,7.197374179431073,0.0,25.0,0.011550000000000001
A2-B0-C2-batch4-r10,572799,571828,5,5,libre,2994,280,280,0,0.11611666666666665,0.0970873786407767,1827,0.002004008016032064,0.6881659802165182,0.1285,1.0294117647058822,8,0.031,2415.8,cosmog_00500,A2-B0-C2-batch4-r10_s572799_f703_libre,0.037037037037037035,0.679052380952381,0.363,0.27054108216432865,196.0,0.017857142857142856,0.2692310695762485,7.421000000000001,1.037037037037037,3.0,-0.2200488997555023,4.0,7.322562979189485,0.0,25.0,0.011550000000000001
A2-B0-C2-batch4-r10,572799,571828,5,5,solap,2994,280,280,0,0.06470000000000001,0.0970873786407767,1783,0.001002004008016032,0.9400315545743293,0.13399999999999998,1.0416666666666667,8,0.022,2519.2000000000003,cosmog_00500,A2-B0-C2-batch4-r10_s572799_f703_solap,0.8173913043478261,0.9374928571428571,0.0875,0.11523046092184369,25.0,0.07142857142857142,0.11459430774262845,7.908001367002214,2.4347826086956523,10.0,-0.2537493919473303,9.0,6.469346240179573,0.0,25.0,0.011550000000000001
A2-B0-C2-batch4-r36,575321,571828,8,4,conc,2343,90,90,1,0.04366666666666667,0.053550178500595,1749,0.002560819462227913,1.029877750580083,0.15099999999999997,1.3378378378378377,8,0.03,2838.7999999999997,cosmog_00500,A2-B0-C2-batch4-r36_s575321_f703_conc,0.28365384615384615,0.9367777777777778,0.086,0.08877507469056765,47.0,0.05555555555555555,0.08844509002305978,11.351724137931035,1.2980769230769231,4.0,-0.30049069363172887,7.0,8.673102593440122,0.0,30.0,0.021333333333333336
A2-B0-C2-batch4-r36,575321,571828,8,4,disj,2343,90,90,1,0.0505,0.053550178500595,1747,0.002134016218523261,1.1029927692482433,0.1455,1.1973684210526314,8,0.034,2735.4,cosmog_00500,A2-B0-C2-batch4-r36_s575321_f703_disj,0.0,0.8679666666666667,0.1335,0.11523687580025609,87.0,0.022222222222222223,0.11481162092512658,9.45568181818182,1.0,2.0,-0.2816302889686044,8.0,9.478694158075601,0.0,30.0,0.021333333333333336
A2-B0-C2-batch4-r36,575321,571828,8,4,disp,2343,90,90,1,0.05375,0.053550178500595,1741,0.0012804097311139564,1.0216718360872568,0.14499999999999996,1.1866666666666665,8,0.022,2726.0,cosmog_00500,A2-B0-C2-batch4-r36_s575321_f703_disp,0.0,0.865,0.135,0.11523687580025609,90.0,0.011111111111111112,0.11483425443047453,9.605681818181818,1.0,1.0,-0.27943721865893867,10.0,9.691954022988504,0.0,30.0,0.021333333333333336
A2-B0-C2-batch4-r36,575321,571828,8,4,libre,2343,89,90,1,0.05125,0.05295517651725506,1755,0.0017072129748186087,1.0063438903701858,0.14999999999999994,1.3452914798206277,8,0.028,2820.0,cosmog_00500,A2-B0-C2-batch4-r36_s575321_f703_libre,0.007547169811320755,0.8714063670411984,0.131,0.11310285958173281,86.0,0.02247191011235955,0.11269768795782757,10.32784090909091,1.0075471698113208,2.0,-0.30794713268459206,5.0,9.524629418472063,0.0,30.0,0.021333333333333336
A2-B0-C2-batch4-r36,575321,571828,8,4,solap,2343,90,90,1,0.033833333333333326,0.053550178500595,1732,0.002134016218523261,1.128148016943193,0.15049999999999994,1.3076923076923075,8,0.032,2829.4,cosmog_00500,A2-B0-C2-batch4-r36_s575321_f703_solap,0.7122302158273381,0.9679592592592593,0.0435,0.05932565087494665,18.0,0.1111111111111111,0.05910081864978982,7.456237373737373,1.9424460431654675,6.0,-0.31233327330392346,9.0,9.022530329289427,0.0,30.0,0.021333333333333336
A2-B0-C2-batch4-r62,577843,571828,8,5,conc,3299,264,264,0,0.09033333333333333,0.08088235294117647,1916,0.003637465898757199,0.5821077004150746,0.11000000000000003,0.7336956521739132,8,0.035,2068.0,cosmog_00500,A2-B0-C2-batch4-r62_s577843_f703_conc,0.2637729549248748,0.844594696969697,0.225,0.1815701727796302,95.0,0.03787878787878788,0.18063546955588605,8.005080402010048,1.32220367278798,6.0,-0.12441904907371353,4.0,7.036790885354855,0.0,15.0,0.00525
A2-B0-C2-batch4-r62,577843,571828,8,5,disj,3299,264,264,0,0.10728333333333333,0.08088235294117647,1919,0.003031221582297666,0.67415383037924,0.10600000000000004,0.5846153846153846,8,0.041,1992.8000000000002,cosmog_00500,A2-B0-C2-batch4-r62_s577843_f703_disj,0.0,0.649090909090909,0.372,0.24007274931797515,216.0,0.015151515151515152,0.23905831458383278,7.16875,1.0,2.0,-0.12675186867760094,3.0,6.700066357000662,0.0,15.0,0.00525
A2-B0-C2-batch4-r62,577843,571828,8,5,disp,3299,264,264,0,0.10741666666666667,0.08088235294117647,1916,0.0033343437405274324,0.6849163316520531,0.10700000000000001,0.6507936507936507,8,0.036,2011.6,cosmog_00500,A2-B0-C2-batch4-r62_s577843_f703_disp,0.002531645569620253,0.607979797979798,0.394,0.23946650500151562,262.0,0.007575757575757576,0.23858683972041492,7.081300251256283,1.0025316455696203,2.0,-0.14214847806325756,4.0,7.230374238468233,0.0,15.0,0.00525
A2-B0-C2-batch4-r62,577843,571828,8,5,libre,3299,264,264,0,0.10456666666666667,0.08088235294117647,1916,0.0033343437405274324,0.697959942524957,0.10600000000000004,0.5652173913043479,8,0.036,1992.8,cosmog_00500,A2-B0-C2-batch4-r62_s577843_f703_libre,0.02990897269180754,0.6841022727272728,0.351,0.2331009396786905,197.0,0.026515151515151516,0.23201212562139362,7.1637889447236205,1.0299089726918076,3.0,-0.1342168914100405,4.0,6.991514360313317,0.0,15.0,0.00525
A2-B0-C2-batch4-r62,577843,571828,8,5,solap,3299,264,264,0,0.05751666666666667,0.08088235294117647,1895,0.003940588056986966,0.736353205416688,0.11950000000000002,0.7999999999999998,8,0.029,2246.6,cosmog_00500,A2-B0-C2-batch4-r62_s577843_f703_solap,0.8782894736842105,0.9447916666666667,0.0755,0.09214913610184905,23.0,0.07575757575757576,0.09171749253748897,8.317851929122007,2.6052631578947367,10.0,-0.1503133466768634,7.0,7.190073917634635,0.0,15.0,0.00525
A2-B0-C2-r14,273187,271828,8,5,conc,3296,237,237,0,0.07868333333333334,0.0737551867219917,1928,0.0024271844660194173,0.7732722327539264,0.10650000000000004,0.6363636363636362,8,0.043,2002.1999999999998,cosmog_00500,A2-B0-C2-r14_s273187_f703_conc,0.301707779886148,0.8664226441631505,0.193,0.15989077669902912,80.0,0.05063291139240506,0.15901979598689797,7.956327876757525,1.349146110056926,6.0,-0.1521326937971578,3.0,7.318252582912677,0.0,19.0,0.004966666666666667
A2-B0-C2-r14,273187,271828,8,5,disj,3296,237,237,0,0.10186666666666667,0.0737551867219917,1932,0.0024271844660194173,0.7564330328458141,0.10100000000000003,0.546875,8,0.037,1898.8,cosmog_00500,A2-B0-C2-r14_s273187_f703_disj,0.0,0.6768741209563994,0.3385,0.21571601941747573,203.0,0.016877637130801686,0.21485919145153903,7.203,1.0,2.0,-0.1391129078594461,2.0,6.899965475573968,0.0,19.0,0.004966666666666667
A2-B0-C2-r14,273187,271828,8,5,disp,3296,237,237,0,0.0969,0.0737551867219917,1932,0.00212378640776699,0.6686964460838833,0.10300000000000001,0.631578947368421,8,0.031,1936.3999999999999,cosmog_00500,A2-B0-C2-r14_s273187_f703_disp,0.0,0.6445,0.3555,0.21571601941747573,237.0,0.004219409282700422,0.214945028432522,7.3695,1.0,1.0,-0.1587609484563567,2.0,7.09192128430865,0.0,19.0,0.004966666666666667
A2-B0-C2-r14,273187,271828,8,5,libre,3296,237,237,0,0.0965,0.0737551867219917,1930,0.003033980582524272,0.701250833582163,0.10350000000000004,0.606060606060606,8,0.04,1945.7999999999997,cosmog_00500,A2-B0-C2-r14_s273187_f703_libre,0.021551724137931036,0.702739099859353,0.3235,0.2111650485436893,188.0,0.016877637130801686,0.21030214525255686,7.2155000000000005,1.021551724137931,2.0,-0.15544682112675728,3.0,7.122170381890444,0.0,19.0,0.004966666666666667
A2-B0-C2-r14,273187,271828,8,5,solap,3296,237,237,0,0.055883333333333333,0.0737551867219917,1888,0.003033980582524272,0.946396448298778,0.11250000000000003,0.7058823529411763,8,0.032,2115.0,cosmog_00500,A2-B0-C2-r14_s273187_f703_solap,0.8904593639575972,0.9454212376933896,0.072,0.0858616504854369,22.0,0.08016877637130802,0.08546001165726036,8.118571189892993,2.512367491166078,9.0,-0.17201745777475425,9.0,6.560095389507154,0.0,19.0,0.004966666666666667
A2-B0-C2-r17,273478,271828,5,5,conc,3165,286,286,0,0.09606666666666666,0.09038238702201622,1862,0.0022116903633491313,0.8013517274584973,0.12350000000000001,0.8611111111111109,8,0.034,2321.8,cosmog_00500,A2-B0-C2-r17_s273478_f703_conc,0.28773584905660377,0.8365244755244755,0.24,0.2009478672985782,104.0,0.045454545454545456,0.19979071050116184,7.83075,1.349056603773585,8.0,-0.2213269331048247,1.0,7.265937179424552,0.0,29.0,0.01188333333333333
A2-B0-C2-r17,273478,271828,5,5,disj,3165,286,286,0,0.11395000000000001,0.09038238702201622,1862,0.001579778830963665,0.7965380610092713,0.11400000000000003,0.7014925373134329,8,0.037,2143.2000000000003,cosmog_00500,A2-B0-C2-r17_s273478_f703_disj,0.0,0.6268041958041958,0.399,0.27109004739336495,226.0,0.017482517482517484,0.2697894876075964,7.455250000000001,1.0,2.0,-0.21487829004864223,1.0,7.058624395486296,0.0,29.0,0.01188333333333333
A2-B0-C2-r17,273478,271828,5,5,disp,3165,286,286,0,0.1156,0.09038238702201622,1858,0.0034755134281200632,0.7574227682711859,0.11750000000000002,0.8316831683168316,8,0.035,2209.0000000000005,cosmog_00500,A2-B0-C2-r17_s273478_f703_disp,0.0011668611435239206,0.572995337995338,0.428,0.2707740916271722,285.0,0.006993006993006993,0.2697178859414666,7.119250000000001,1.0011668611435238,2.0,-0.21556921609037621,3.0,6.984248788368336,0.0,29.0,0.01188333333333333
A2-B0-C2-r17,273478,271828,5,5,libre,3165,286,286,0,0.10773333333333332,0.09038238702201622,1862,0.0022116903633491313,0.7492549812947717,0.11900000000000004,0.8181818181818182,8,0.039,2237.2,cosmog_00500,A2-B0-C2-r17_s273478_f703_libre,0.025089605734767026,0.6633904428904429,0.3765,0.26445497630331755,202.0,0.017482517482517484,0.263158534424454,7.139000000000001,1.025089605734767,3.0,-0.22593310671638345,1.0,6.872559555794375,0.0,29.0,0.01188333333333333
A2-B0-C2-r17,273478,271828,5,5,solap,3165,286,286,0,0.05983333333333333,0.09038238702201622,1806,0.002843601895734597,0.8025829619690279,0.1285,0.9315068493150682,8,0.03,2415.8,cosmog_00500,A2-B0-C2-r17_s273478_f703_solap,0.9331103678929766,0.9451701631701632,0.072,0.09447077409162717,24.0,0.06993006993006994,0.09406559700915175,5.689420656913965,2.869565217391304,10.0,-0.23906070150932623,10.0,6.37280701754386,0.0,29.0,0.01188333333333333
A2-B0-C2-r19,273672,271828,5,7,conc,3679,788,788,0,0.22805,0.1830146318804676,1958,0.0035335689045936395,0.632748702431926,0.10700000000000001,0.6984126984126984,8,0.036,2011.6000000000001,cosmog_00500,A2-B0-C2-r19_s273672_f703_conc,0.31209818819403856,0.6261797800338409,0.567,0.4650720304430552,143.0,0.23477157360406092,0.4423237062968631,6.592280150753768,1.3816481589713618,9.0,-0.0074705240448102485,4.0,6.387513355321224,0.0,6.0,0.0010047619047619048
A2-B0-C2-r19,273672,271828,5,7,disj,3679,788,788,0,0.29419285714285714,0.1830146318804676,1951,0.0032617559119325905,0.64068667578789,0.10850000000000003,0.75,8,0.036,2039.8,cosmog_00500,A2-B0-C2-r19_s273672_f703_disj,0.0,0.33235744500846026,0.831,0.6425659146507203,114.0,0.7284263959390863,0.3072733396226876,6.395687693518096,1.0,3.0,-0.0014472578532270786,7.0,6.8067179487179486,0.0,6.0,0.0010047619047619048
A2-B0-C2-r19,273672,271828,5,7,disp,3679,788,788,0,0.30443809523809523,0.1830146318804676,1953,0.002989942919271541,0.7470767868597675,0.11150000000000004,0.6568627450980389,8,0.034,2096.2,cosmog_00500,A2-B0-C2-r19_s273672_f703_disp,0.08689655172413793,0.3160571065989848,0.8265,0.591193259037782,267.0,0.02918781725888325,0.5853448836985408,6.586611441043603,1.086896551724138,3.0,0.010916288540022679,6.0,6.784067622950818,0.0,6.0,0.0010047619047619048
A2-B0-C2-r19,273672,271828,5,7,libre,3679,788,788,0,0.2692404761904762,0.1830146318804676,1956,0.004349007882576787,0.6038384257850166,0.10450000000000001,0.6153846153846154,8,0.042,1964.6,cosmog_00500,A2-B0-C2-r19_s273672_f703_libre,0.14188200877620674,0.4436260575296108,0.7405,0.5574884479478119,205.0,0.06852791878172589,0.5495378809713243,6.517438442211055,1.152608483666504,6.0,-0.00768186671819915,5.0,6.72847399829497,0.0,6.0,0.0010047619047619048
A2-B0-C2-r19,273672,271828,5,7,solap,3679,788,788,0,0.1414690476190476,0.1830146318804676,1908,0.004077194889915738,0.6452050303584397,0.129,0.9142857142857144,9,0.038,2425.2,cosmog_00500,A2-B0-C2-r19_s273672_f703_solap,0.8866213151927438,0.8620905245346869,0.196,0.23973905952704538,36.0,0.08883248730964467,0.23740530228168502,10.2141104778203,2.6802721088435373,14.0,0.018524624782022478,8.0,6.806677154343647,0.0,6.0,0.0010047619047619048
A2-B0-C2-r20,373769,371828,5,6,conc,3706,468,468,0,0.1291,0.11288896036021549,1966,0.003507825148407987,0.5863742273651006,0.09600000000000003,0.5440414507772019,8,0.041,1804.8000000000002,cosmog_00500,A2-B0-C2-r20_s373769_f703_conc,0.29844961240310075,0.7561360398860398,0.3645,0.2784673502428494,127.0,0.042735042735042736,0.2762369892728031,6.958749999999999,1.3604651162790697,8.0,-0.023755344083361492,2.0,6.618690724034235,0.0,12.0,0.0023166666666666665
A2-B0-C2-r20,373769,371828,5,6,disj,3706,468,468,0,0.16701666666666665,0.11288896036021549,1960,0.002698327037236913,0.6222378802679298,0.09100000000000004,0.3770491803278688,8,0.042,1710.8,cosmog_00500,A2-B0-C2-r20_s373769_f703_disj,0.0,0.4629465811965812,0.607,0.3788451160280626,278.0,0.029914529914529916,0.3761666660356503,6.455486206283943,1.0,3.0,0.0006961942138974809,4.0,6.372979411264251,0.0,12.0,0.0023166666666666665
A2-B0-C2-r20,373769,371828,5,6,disp,3706,468,468,0,0.18491666666666667,0.11288896036021549,1966,0.002698327037236913,0.6585059605682978,0.09850000000000003,0.6031746031746031,8,0.031,1851.8000000000002,cosmog_00500,A2-B0-C2-r20_s373769_f703_disp,0.0007127583749109052,0.299997150997151,0.701,0.37857528332433893,467.0,0.004273504273504274,0.3772004179858578,6.4799999999999995,1.000712758374911,2.0,-0.0017489596158284419,2.0,6.846395250212043,0.0,12.0,0.0023166666666666665
A2-B0-C2-r20,373769,371828,5,6,libre,3706,468,468,0,0.16733333333333333,0.11288896036021549,1964,0.0032379924446842958,0.6964831666986937,0.09400000000000003,0.4848484848484848,8,0.035,1767.2,cosmog_00500,A2-B0-C2-r20_s373769_f703_libre,0.054845980465815174,0.5267172364672364,0.562,0.3591473286562331,261.0,0.02564102564102564,0.3572914825188313,6.5465,1.0548459804658152,4.0,-0.01641988259418382,3.0,6.522159959246053,0.0,12.0,0.0023166666666666665
A2-B0-C2-r20,373769,371828,5,6,solap,3706,468,468,0,0.08986666666666668,0.11288896036021549,1915,0.0029681597409606042,0.6292971415772239,0.10750000000000005,0.5829383886255923,8,0.038,2021.0000000000002,cosmog_00500,A2-B0-C2-r20_s373769_f703_solap,0.8891013384321224,0.9109537037037037,0.1225,0.14112250404749055,31.0,0.06196581196581197,0.1403157362996194,8.863204184899336,2.6845124282982793,11.0,-0.011376752820374137,9.0,6.907567049808429,0.0,12.0,0.0023166666666666665
A2-B0-C2-r28,374545,371828,6,6,conc,3947,1029,1029,0,0.24138333333333334,0.21209206458261765,1951,0.0015201418799087915,0.7344415593564899,0.10650000000000004,0.6702127659574468,8,0.038,2002.2,cosmog_00500,A2-B0-C2-r28_s374545_f703_conc,0.3953488372093023,0.57664706835115,0.6405,0.5229288066886243,130.0,0.07191448007774538,0.5116427706379865,6.92375,1.495639534883721,8.0,-0.15716357074951032,1.0,6.802331002331002,0.0,37.0,0.010516666666666665
A2-B0-C2-r28,374545,371828,6,6,disj,3947,1029,1029,0,0.2911666666666667,0.21209206458261765,1949,0.002533569799847986,0.5921808848318755,0.10200000000000001,0.5230769230769229,9,0.037,1917.6000000000001,cosmog_00500,A2-B0-C2-r28_s374545_f703_disj,0.0,0.2926746031746032,0.8855,0.7821129972130733,12.0,0.9873663751214772,0.022150489809586837,6.519,1.0,3.0,-0.1094557014881223,2.0,6.698365845311431,0.0,37.0,0.010516666666666665
A2-B0-C2-r28,374545,371828,6,6,disp,3947,1029,1029,0,0.2910333333333333,0.21209206458261765,1947,0.003040283759817583,0.687004799021122,0.09500000000000004,0.4999999999999997,8,0.035,1785.9999999999998,cosmog_00500,A2-B0-C2-r28_s374545_f703_disp,0.1451373422420193,0.2858391642371234,0.859,0.6825437040790474,69.0,0.6987366375121478,0.33239482556079836,6.74525,1.145879732739421,4.0,-0.09643159474614114,3.0,6.78532887975334,0.0,37.0,0.010516666666666665
A2-B0-C2-r28,374545,371828,6,6,libre,3947,1029,1029,0,0.27344999999999997,0.21209206458261765,1940,0.002533569799847986,0.5524629194733056,0.10000000000000003,0.4805825242718447,8,0.04,1880.0000000000002,cosmog_00500,A2-B0-C2-r28_s374545_f703_libre,0.21167593328038126,0.4042097505668934,0.8055,0.6379528756017229,89.0,0.29931972789115646,0.5556061121232057,6.669250000000001,1.2259729944400317,7.0,-0.13083222451028728,6.0,6.2039281416537735,0.0,37.0,0.010516666666666665
