exp,rule_id,seed,brazo,dens,geo,masa,pend,eje_comun,eje_geo_no_dens
O3D_kcap,A2-B0-C2-kbar-r11,9315227.0,regla,3.086,0.6855000000000006,0.1285,0.9904389442039234,-0.8849556819098999,-0.05945411197789215
O3D_kcap,A2-B0-C2-kbar-r12,9315324.0,regla,5.036,0.3594999999999997,0.0545,0.4503492914682387,2.3730056280195715,-0.03309416346339872
O3D_kcap,A2-B0-C2-kbar-r128,9326576.0,regla,4.732,0.4024999999999997,0.0615,0.4707922375845246,1.9038699129405445,-0.07597571123922468
O3D_kcap,A2-B0-C2-kbar-r132,9326964.0,regla,4.204,0.5064999999999995,0.072,0.5940104926120932,0.9437531867580699,-0.00515212580465536
O3D_kcap,A2-B0-C2-kbar-r14,9315518.0,regla,3.865,0.5704999999999993,0.0785,0.5740753607232386,0.34105747379577395,0.026576968381998103
O3D_kcap,A2-B0-C2-kbar-r15,9315615.0,regla,3.123,0.6770000000000008,0.1245,0.8658389454116696,-0.8116669642877489,-0.07042493905520844
O3D_kcap,A2-B0-C2-kbar-r18,9315906.0,regla,3.835,0.5719999999999993,0.094,0.6447999043870436,0.308358798406659,0.00874762441043618
O3D_kcap,A2-B0-C2-kbar-r19,9316003.0,regla,2.479,0.8019999999999827,0.1399999999999999,0.9116228724132952,-1.9735565144903167,0.0067964622048394254
O3D_kcap,A2-B0-C2-kbar-r2,9314354.0,regla,2.303,0.8054999999999819,0.1519999999999999,1.0504346754768952,-2.139119591268776,-0.12407150793266986
O3D_kcap,A2-B0-C2-kbar-r20,9316100.0,regla,3.188,0.6820000000000018,0.109,0.8093692842486077,-0.781710495676277,0.009095967614785129
O3D_kcap,A2-B0-C2-kbar-r21,9316197.0,regla,3.33,0.6685000000000009,0.099,0.6934989179252664,-0.5952155251436807,0.06176695538939015
O3D_kcap,A2-B0-C2-kbar-r22,9316294.0,regla,4.767,0.3769999999999997,0.0615,0.4360186341727448,2.059733907950144,-0.1728903503280348
O3D_kcap,A2-B0-C2-kbar-r25,9316585.0,regla,3.244,0.6670000000000013,0.108,0.8234872281253082,-0.6602043538518751,-0.01809120473635403
O3D_kcap,A2-B0-C2-kbar-r26,9316682.0,regla,3.159,0.6974999999999971,0.1035,0.8267866324311398,-0.8829572506912743,0.061498970581128
O3D_kcap,A2-B0-C2-kbar-r27,9316779.0,regla,4.524,0.4504999999999996,0.0675,0.4717219533102194,1.490796809809343,-0.013230209008713304
O3D_kcap,A2-B0-C2-kbar-r28,9316876.0,regla,4.089,0.5259999999999994,0.075,0.4746276991935034,0.7502571621026768,-0.005346842031853931
O3D_kcap,A2-B0-C2-kbar-r3,9314451.0,regla,3.88,0.5665000000000007,0.0835,0.58624897933162,0.37351525385934087,0.01938319799876882
O3D_kcap,A2-B0-C2-kbar-r31,9317167.0,regla,4.403,0.4829999999999996,0.0715,0.4294906280381833,1.2278142137418155,0.04595604230408557
O3D_kcap,A2-B0-C2-kbar-r32,9317264.0,regla,2.34,0.8229999999999783,0.1519999999999999,1.0213591018476165,-2.1946984125987368,-0.006174796057874867
O3D_kcap,A2-B0-C2-kbar-r33,9317361.0,regla,4.678,0.4004999999999998,0.0635,0.5680932702826681,1.8683075831276372,-0.13136381627553534
O3D_kcap,A2-B0-C2-kbar-r35,9317555.0,regla,4.086,0.5335,0.078,0.6034117120604404,0.7105574325907559,0.02930008554399907
O3D_kcap,A2-B0-C2-kbar-r36,9317652.0,regla,3.316,0.6674999999999944,0.0965,0.6107696042462961,-0.6020489525219557,0.04502064039934903
O3D_kcap,A2-B0-C2-kbar-r4,9314548.0,regla,3.923,0.5675000000000003,0.0905,0.6325984490066032,0.40477055726197625,0.060551389013103196
O3D_kcap,A2-B0-C2-kbar-r54,9319398.0,regla,4.093,0.5329999999999999,0.0755,0.5690912616638331,0.7189305900857604,0.03271679923315186
O3D_kcap,A2-B0-C2-kbar-r6,9314742.0,regla,2.556,0.7989999999999787,0.1389999999999999,0.8583081296910058,-1.8938428915598755,0.05677142230013413
O3D_kcap,A2-B0-C2-kbar-r65,9320465.0,regla,2.372,0.8124999999999784,0.1474999999999999,1.0117671355110578,-2.115707475644939,-0.031269179026951394
O3D_kcap,A2-B0-C2-kbar-r7,9314839.0,regla,2.27,0.8114999999999871,0.1524999999999999,1.2194028495841998,-2.196648664752281,-0.12212325574590872
O3D_kcap,A2-B0-C2-kbar-r74,9321338.0,regla,2.224,0.8234999999999785,0.1544999999999999,1.1908449679511022,-2.294864138598971,-0.1013840782522559
O3D_kcap,A2-B0-C2-kbar-r8,9314936.0,regla,4.539,0.4359999999999996,0.0675,0.4202349926582744,1.575297249834354,-0.07246663935338671
O3D_kcap,A2-B0-C2-kbar-r9,9315033.0,regla,3.849,0.5774999999999995,0.081,0.6090791081700071,0.2928882286586347,0.04779793652677656
O3D_kcap,CONTROL-ER-a2321-s3000001,3000001.0,control_ER,2.321,0.8199999999999819,0.1509999999999999,,-2.195829620645415,-0.03704466693962474
O3D_kcap,CONTROL-ER-a2321-s3000002,3000002.0,control_ER,2.321,0.8184999999999789,0.1504999999999999,,-2.1883949549366233,-0.044479332648416164
O3D_kcap,CONTROL-ER-a2321-s3000003,3000003.0,control_ER,2.321,0.8199999999999782,0.1489999999999999,,-2.1958296206453967,-0.03704466693964296
O3D_kcap,CONTROL-ER-a4608-s3000011,3000011.0,control_ER,4.608,0.4599999999999996,0.0695,,1.5144498207587038,0.10459523425181934
O3D_kcap,CONTROL-ER-a4608-s3000012,3000012.0,control_ER,4.608,0.4579999999999994,0.0685,,1.524362708370407,0.09468234664011611
O3D_kcap,CONTROL-ER-a4608-s3000013,3000013.0,control_ER,4.608,0.4294999999999996,0.073,,1.6656213568371647,-0.046576301826641554
O3E_memoria,A2-B0-C2-o3e-s273381-mem,273381.0,mem,2.228,0.8234999999999787,0.1524999999999999,1.0794242481222385,-2.291495603974927,-0.09801554362820951
O3E_memoria,A2-B0-C2-o3e-s273381-nomem,273381.0,nomem,2.289,0.817499999999979,0.1539999999999999,1.1487620968609389,-2.2103867881231336,-0.0763840534466276
O3E_memoria,A2-B0-C2-o3e-s375224-mem,375224.0,mem,3.965,0.5349999999999995,0.075,0.5710631942154135,0.6012245945046171,-0.06516342112459104
O3E_memoria,A2-B0-C2-o3e-s375224-nomem,375224.0,nomem,4.092,0.5249999999999996,0.073,0.5033454813119447,0.7577400068765601,-0.007776884869670825
O3E_memoria,A2-B0-C2-o3e-s475321-mem,475321.0,mem,3.581,0.6200000000000001,0.0915,0.6656640618955437,-0.14345245290106515,0.032754978464433565
O3E_memoria,A2-B0-C2-o3e-s475321-nomem,475321.0,nomem,3.706,0.6044999999999997,0.085,0.667775561911312,0.03863913309103931,0.061196806475147414
O3E_memoria,A2-B0-C2-o3e-s477455-mem,477455.0,mem,3.15,0.6935000000000017,0.1025,0.7764098545485963,-0.8707106783719933,0.034093992453644376
O3E_memoria,A2-B0-C2-o3e-s477455-nomem,477455.0,nomem,3.23,0.6750000000000013,0.0985,0.8050279203884894,-0.7116457754828427,0.009770474526297335
O3E_memoria,A2-B0-C2-o3e-s478716-mem,478716.0,mem,3.012,0.7090000000000021,0.13,0.8975693187713398,-1.0637500018922443,-0.005295573085215969
O3E_memoria,A2-B0-C2-o3e-s478716-nomem,478716.0,nomem,3.096,0.6975000000000012,0.1265,0.8700415144937457,-0.9360116710200046,0.00844455025243828
O3E_memoria,A2-B0-C2-o3e-s484633-mem,484633.0,mem,3.273,0.6630000000000011,0.112,0.7502734613883114,-0.615956702604143,-0.013495103935432495
O3E_memoria,A2-B0-C2-o3e-s484633-nomem,484633.0,nomem,3.325,0.6530000000000008,0.113,0.7127912800205237,-0.5226013144330433,-0.019268591881359792
O3E_memoria,A2-B0-C2-o3e-s485506-mem,485506.0,mem,4.794,0.4074999999999997,0.0629999999999999,0.5422850469867411,1.931299980583987,0.0010187944627297143
O3E_memoria,A2-B0-C2-o3e-s485506-nomem,485506.0,nomem,4.943,0.3639999999999998,0.0595,0.5121540054555336,2.2723832008841924,-0.08910859634611627
O3E_memoria,A2-B0-C2-o3e-s573963-mem,573963.0,mem,3.361,0.669500000000003,0.095,0.6994921025673034,-0.5740658256131927,0.09282954253160136
O3E_memoria,A2-B0-C2-o3e-s573963-nomem,573963.0,nomem,3.443,0.658500000000001,0.091,0.623733101486433,-0.4504899839558955,0.1073636204601527
O3E_memoria,A2-B0-C2-o3e-s575709-mem,575709.0,mem,3.731,0.6030000000000006,0.084,0.6012006435980857,0.06712714020009315,0.07481548216665707
O3E_memoria,A2-B0-C2-o3e-s575709-nomem,575709.0,nomem,3.833,0.5839999999999996,0.085,0.6059928273314171,0.24719720542442075,0.06654068276862969
O3E_memoria,A2-B0-C2-o3e-s576679-mem,576679.0,mem,3.366,0.6585000000000014,0.101,0.6326249144600209,-0.5153342754687658,0.04251932894728691
O3E_memoria,A2-B0-C2-o3e-s576679-nomem,576679.0,nomem,3.427,0.6449999999999998,0.1,0.6639172839674509,-0.39705213107307913,0.026977490584975526
O3E_memoria,A2-B0-C2-o3e-s577261-mem,577261.0,mem,3.249,0.6705000000000015,0.1065,0.8409053526801467,-0.6733412388922995,0.003467016864182725
O3E_memoria,A2-B0-C2-o3e-s577261-nomem,577261.0,nomem,3.296,0.6535000000000005,0.1055,0.8358683824606576,-0.5495014123602947,-0.041212246002762735
O3E_memoria,A2-B0-C2-o3e-s582111-mem,582111.0,mem,4.254,0.4729999999999996,0.073,0.5084483465537022,1.1519007370546475,-0.129086310500106
O3E_memoria,A2-B0-C2-o3e-s582111-nomem,582111.0,nomem,4.281,0.4664999999999994,0.0735,0.5079842847248652,1.2068552305049856,-0.13856558652583506
O3E_memoria,A2-B0-C2-o3e-s584342-mem,584342.0,mem,4.892,0.3859999999999998,0.0635,0.4606547580115715,2.120392620698892,-0.023015649073964823
O3E_memoria,A2-B0-C2-o3e-s584342-nomem,584342.0,nomem,5.018,0.3504999999999998,0.062,0.462720658974106,2.402455216464029,-0.09286056352426167
O3E_memoria,A2-B0-C2-o3e-s586573-mem,586573.0,mem,2.046,0.844999999999991,0.1574999999999999,1.5046368593129975,-2.55132747119484,-0.14472032719640032
O3E_memoria,A2-B0-C2-o3e-s586573-nomem,586573.0,nomem,2.085,0.8354999999999908,0.1564999999999999,1.3545491374101204,-2.471398042454813,-0.15896333076754762
O3E_memoria,A2-B0-C2-o3e-s588998-mem,588998.0,mem,4.971,0.3664999999999998,0.062,0.3141782046905083,2.2835718337378808,-0.053137744463172175
O3E_memoria,A2-B0-C2-o3e-s588998-nomem,588998.0,nomem,5.025,0.3549999999999998,0.0625,0.3490817571085706,2.3860461549297782,-0.06466163080585194
OUT_pendNEG,A2-B0-C2-batch3-r15,473284.0,unico,4.205,0.5014999999999996,0.077,-0.5919387374002495,0.9693775394433368,-0.029092211177899195
OUT_pendNEG,A2-B0-C2-batch3-r40,475709.0,unico,2.319,0.8119999999999826,0.156,-1.0008485832490617,-2.157862337510632,-0.07838048469845306
OUT_pendNEG,A2-B0-C2-batch3-r45,476194.0,unico,2.281,0.8114999999999839,0.153,-0.4890808572589443,-2.187385194536141,-0.11285978552980053
OUT_pendNEG,A2-B0-C2-batch4-r110,582499.0,unico,2.154,0.8284999999999811,0.1554999999999999,-1.096531026564667,-2.378595713549029,-0.13555121514377608
OUT_pendNEG,A2-B0-C2-batch4-r118,583275.0,unico,3.06,0.7005000000000019,0.1234999999999999,-0.7332665346341074,-0.9811978140539673,-0.007002929946410734
OUT_pendNEG,A2-B0-C2-batch4-r156,586961.0,unico,3.067,0.6725,0.1325,-0.7736765310855259,-0.8365224518980459,-0.13988842091817422
OUT_pendNEG,A2-B0-C2-batch4-r178,589095.0,unico,2.332,0.8069999999999785,0.152,-0.5601145883746886,-2.122132380953209,-0.09221496619958311
OUT_pendNEG,A2-B0-C2-batch4-r49,576582.0,unico,2.102,0.8474999999999768,0.157,-1.100597011429857,-2.516559095972766,-0.08516973294521112
OUT_pendNEG,A2-B0-C2-batch4-r53,576970.0,unico,2.076,0.8359999999999775,0.156,-1.2015965510219309,-2.481455467261774,-0.16406431176878916
OUT_pendNEG,A2-B0-C2-batch4-r56,577261.0,unico,3.249,0.6705000000000015,0.1065,-0.6169533920397224,-0.6733412388922995,0.003467016864182725
OUT_pendNEG,A2-B0-C2-r0,271829.0,unico,2.479,0.7879999999999807,0.1415,-0.8543832048975385,-1.9041663012083903,-0.06259375107708708
