patch,seed,N,arm,k_local,D_max,d_s,delta_rel,n_ejes,PR,ejes_reales,holonomia,gigante,grado_medio,clustering,diam_fin,pasos
1,66103,1500,local,8,8,4.226,0.039,1,5.187,1,1.011,0.911,20.715,0.2389,5,20
1,66103,1500,sin_local,-1,8,4.44,0.054,1,4.831,1,0.877,0.901,50.696,0.1009,3,17
1,66103,1500,local_barajado,8,8,3.818,0.058,1,3.47,1,1.308,0.915,20.067,0.0647,5,20
1,66103,1500,local_marco_congelado,8,8,5.074,0.031,0,7.963,0,1.052,0.899,20.517,0.2307,5,20
3,66109,1500,local,8,8,4.959,0.026,1,4.385,1,1.043,0.927,21.349,0.2329,5,20
3,66109,1500,sin_local,-1,8,nan,0.048,1,3.882,1,0.923,0.919,51.683,0.0896,4,17
3,66109,1500,local_barajado,8,8,3.782,0.059,2,5.112,1,1.135,0.916,19.917,0.067,5,20
3,66109,1500,local_marco_congelado,8,8,4.044,0.032,0,7.976,0,1.048,0.922,20.643,0.2238,5,20
2,66106,1500,local,8,8,4.879,0.014,1,2.951,1,0.836,0.916,20.88,0.2274,5,20
2,66106,1500,sin_local,-1,8,5.153,0.05,2,4.504,1,0.859,0.92,52.992,0.106,3,17
2,66106,1500,local_barajado,8,8,3.726,0.059,1,4.448,1,1.167,0.918,19.915,0.0631,5,20
2,66106,1500,local_marco_congelado,8,8,4.972,0.033,0,7.972,0,1.035,0.92,21.12,0.2357,5,20
5,66115,1500,local,8,8,5.284,0.03,1,4.26,1,0.84,0.917,21.141,0.2264,5,20
5,66115,1500,sin_local,-1,8,4.853,0.053,1,5.167,1,0.935,0.89,50.045,0.1002,3,17
5,66115,1500,local_barajado,8,8,3.835,0.057,2,4.459,1,0.967,0.916,19.909,0.0632,5,20
5,66115,1500,local_marco_congelado,8,8,5.273,0.029,0,7.973,0,1.028,0.925,21.789,0.251,5,20
4,66112,1500,local,8,8,4.645,0.034,1,4.319,1,1.064,0.923,21.219,0.2255,4,20
4,66112,1500,sin_local,-1,8,nan,0.051,2,4.966,1,0.89,0.917,52.661,0.09,3,17
4,66112,1500,local_barajado,8,8,3.627,0.056,2,4.759,1,1.076,0.9,19.501,0.0642,5,20
4,66112,1500,local_marco_congelado,8,8,5.651,0.031,0,7.953,0,0.866,0.915,21.131,0.2331,4,20
0,66100,1500,local,8,8,6.097,0.026,1,4.427,1,0.699,0.911,21.187,0.2422,5,20
0,66100,1500,sin_local,-1,8,4.837,0.055,2,4.462,1,0.798,0.914,52.224,0.095,4,17
0,66100,1500,local_barajado,8,8,3.841,0.057,3,4.778,1,1.082,0.911,19.827,0.0629,5,20
0,66100,1500,local_marco_congelado,8,8,5.252,0.027,0,7.972,0,1.092,0.922,21.341,0.2333,6,20
7,66121,1500,local,8,8,4.633,0.04,1,5.135,1,0.951,0.909,20.632,0.2285,5,20
7,66121,1500,sin_local,-1,8,4.877,0.048,1,4.004,1,0.922,0.907,50.323,0.0949,3,17
7,66121,1500,local_barajado,8,8,3.76,0.054,1,3.733,1,1.101,0.917,19.888,0.0626,5,20
7,66121,1500,local_marco_congelado,8,8,5.783,0.025,0,7.968,0,0.893,0.903,20.805,0.2395,5,20
6,66118,1500,local,8,8,4.744,0.033,1,4.034,1,0.889,0.923,21.144,0.2293,5,20
6,66118,1500,sin_local,-1,8,nan,0.05,2,4.13,1,0.956,0.909,51.317,0.0918,3,17
6,66118,1500,local_barajado,8,8,3.777,0.053,1,2.987,1,1.147,0.905,19.6,0.0621,5,20
6,66118,1500,local_marco_congelado,8,8,5.593,0.03,0,7.959,0,0.897,0.907,20.883,0.2318,4,20
8,66124,1500,local,8,8,5.289,0.024,1,5.539,1,0.931,0.923,20.917,0.2353,4,20
8,66124,1500,sin_local,-1,8,4.962,0.05,1,4.211,1,0.968,0.909,52.104,0.087,3,17
8,66124,1500,local_barajado,8,8,3.74,0.06,1,3.698,1,0.917,0.909,19.685,0.0611,5,20
8,66124,1500,local_marco_congelado,8,8,4.643,0.027,0,7.972,0,0.99,0.927,21.197,0.2336,5,20
10,66130,1500,local,8,8,5.052,0.027,1,4.469,1,0.792,0.912,20.904,0.2162,5,20
10,66130,1500,sin_local,-1,8,4.857,0.051,2,3.971,1,0.766,0.918,52.459,0.0957,4,17
10,66130,1500,local_barajado,8,8,3.695,0.054,1,3.565,1,0.941,0.912,19.835,0.068,5,20
10,66130,1500,local_marco_congelado,8,8,5.373,0.03,0,7.97,0,0.961,0.908,20.581,0.2368,5,20
9,66127,1500,local,8,8,4.858,0.045,1,5.178,1,0.943,0.911,20.984,0.2445,5,20
9,66127,1500,sin_local,-1,8,4.948,0.046,1,4.018,1,0.947,0.916,53.157,0.0894,3,17
9,66127,1500,local_barajado,8,8,3.785,0.056,1,4.786,1,0.97,0.911,19.867,0.0639,5,20
9,66127,1500,local_marco_congelado,8,8,5.412,0.034,0,7.965,0,0.998,0.916,20.923,0.2174,5,20
11,66133,1500,local,8,8,5.431,0.036,1,3.964,1,0.768,0.914,21.136,0.2278,5,20
11,66133,1500,sin_local,-1,8,4.848,0.053,1,3.838,1,0.666,0.909,52.517,0.0863,3,17
11,66133,1500,local_barajado,8,8,3.86,0.059,3,4.427,1,1.053,0.911,19.859,0.0635,4,20
11,66133,1500,local_marco_congelado,8,8,5.022,0.029,0,7.958,0,1.058,0.899,20.552,0.2439,5,20
15,66145,1500,local,8,8,5.064,0.032,2,4.89,1,0.979,0.919,21.125,0.2339,5,20
15,66145,1500,sin_local,-1,8,4.749,0.052,1,2.913,1,0.921,0.905,48.32,0.0969,4,16
15,66145,1500,local_barajado,8,8,3.767,0.058,1,4.156,1,1.015,0.907,19.648,0.0627,5,20
15,66145,1500,local_marco_congelado,8,8,4.824,0.04,0,7.958,0,1.084,0.915,20.904,0.2207,4,20
12,66136,1500,local,8,8,5.306,0.035,1,3.67,1,0.807,0.915,20.813,0.2336,5,20
12,66136,1500,sin_local,-1,8,4.941,0.051,1,4.779,1,0.994,0.914,52.731,0.0987,4,17
12,66136,1500,local_barajado,8,8,3.77,0.057,1,4.387,1,1.059,0.91,19.707,0.0627,5,20
12,66136,1500,local_marco_congelado,8,8,4.899,0.029,0,7.974,0,0.927,0.918,21.149,0.2343,5,20
16,66148,1500,local,8,8,3.88,0.039,3,5.245,1,0.92,0.921,21.08,0.2401,5,20
16,66148,1500,sin_local,-1,8,5.15,0.047,1,3.396,1,0.647,0.899,48.531,0.097,4,17
16,66148,1500,local_barajado,8,8,3.686,0.059,1,4.629,1,1.043,0.896,19.387,0.0803,4,20
16,66148,1500,local_marco_congelado,8,8,4.749,0.037,0,7.949,0,1.013,0.923,21.389,0.2359,5,20
14,66142,1500,local,8,8,4.626,0.03,1,3.686,1,0.916,0.903,20.992,0.2354,5,20
