rule_id,seed,lote,K,kcap,brazo,n_nodos,n_aristas,grado_medio,grados_identicos,n_nodos_grado_distinto,solapamiento_aristas,clustering_local,transitividad,n_triangulos,T_objetivo,dif_max_triangulos,gigante,n_componentes,asortatividad,pendiente_corr,z_agg,diams,n_cajas,clustering_original,transitividad_original,n_triangulos_original,t_piso,t_techo_brazo,t_techo_brazo_sin_restriccion,n_swaps_aceptados,k_elegido,t_swaps_s,acc_baja,t_bajar_s,gigante_original,semilla_base,pendiente_corr_csv_ref,frac_masa_fase5b,n_triangulos_medido,frac_nodos_en_triangulo,frac_aristas_en_triangulo,frac_aristas_multi_tri,tri_por_arista_media,tri_por_nodo_max,gini_tri_nodo,n_comp_tri,tam_mayor_comp_tri,frac_mayor_comp_tri,tam_medio_comp_tri,modularidad_tri,dist_media_tri,dist_media_azar,t_ic_s,carpeta,t_total_grafo_s,N_objetivo,layout,theta,t_layout_ic_s
A2-B0-C2-r19,273672,271828,5,7,solap,4000,7337,3.6685,True,0,0.0014992503748125937,0.1091154761904762,0.15418108307740155,1322,1322,0,3810,20,0.04413646707533438,0.6955933598144887,6.462411839120989,"[20.0, 12.0, 13.0, 7.0, 6.0]","[4000, 2362, 1481, 1007, 757]",0.0002535714285714286,0.00023325428604750612,2,0,1322,1339,1115,1100,143.8,36310,12.2,3904,2681985617,0.7198659721923732,0.08700000000000001,1322,0.146,0.1837263186588524,0.892433234421365,2.9421364985163203,18.0,0.9016467473524962,58,64,0.048411497730711045,22.79310344827586,0.18289198481285207,8.426123251100488,6.631204404241946,1553.64,/Users/alexis/phantom_cs073/bateria_fase8_f806_n4000/A2-B0-C2-r19_s273672_f703_solap,2788.9,4000,layout_resortes_N2_exacto,,1552.98
A2-B0-C2-r19,273672,271828,5,7,disj,4000,7337,3.6685,True,0,0.0010903639089546136,0.24451904761904764,0.15418108307740155,1322,1322,0,3873,16,0.010407158736469451,0.6289145065874534,1.942005245826032,"[15.0, 10.0, 8.0, 6.0, 5.0]","[4000, 2358, 1465, 998, 711]",0.0002535714285714286,0.00023325428604750612,2,0,1885,1885,1881,1318,233.6,36310,12.2,3904,2681985617,0.7198659721923732,0.08700000000000001,1322,0.769,0.5405479078642497,0.0,1.0,3.0,0.3599170448814927,432,85,0.06429652042360061,3.060185185185185,0.5338722711203167,6.8766774021623265,7.0915195341848225,808.46,/Users/alexis/phantom_cs073/bateria_fase8_f806_n4000/A2-B0-C2-r19_s273672_f703_disj,2788.9,4000,layout_resortes_N2_exacto,,807.87
