genealogia,seed_base,rule_id,brazo,clase,es_clase_III,es_clase_III_o_IV,pendiente,z_agg,holon_ratio,diam_b1,giant_b1,grado_medio_b1,n_aristas_b1,diams_por_escala,K,J,noise,meandeg,kcap,seed,seg
H03_662819,662819,A2-B0-C2-r5,C2-hard,III,1,1,0.880865,1.0935,1.6184,16.0,0.9285,3.053,3053,16|11|7|6|4,6,0.425,0.157,7.21,5,663305,2.39
H03_662819,662819,A2-B0-C2-r5,C2-hibrido,III,1,1,0.922086,0.1414,1.9111,13.0,0.89,3.436,3436,13|10|6|5|4,6,0.425,0.157,7.21,5,663305,2.22
H03_662819,662819,A2-B0-C2-r6,C2-hard,I,0,0,0.501749,0.1414,1.5488,10.0,0.9865,4.254,4254,10|7|5|5|4,5,0.73,0.134,4.73,7,663402,2.3
H03_662819,662819,A2-B0-C2-r6,C2-hibrido,I,0,0,0.508204,0.7071,4.8145,10.0,0.9885,4.659,4659,10|7|5|5|4,5,0.73,0.134,4.73,7,663402,2.55
H03_662819,662819,A2-B0-C2-r7,C2-hard,III,1,1,1.088615,1.447,2.2179,17.0,0.9015,2.989,2989,17|12|7|5|4,7,0.323,0.136,8.0,5,663499,2.64
H03_662819,662819,A2-B0-C2-r7,C2-hibrido,III,1,1,1.168894,1.1591,1.3795,16.0,0.843,3.144,3144,16|9|6|5|4,7,0.323,0.136,8.0,5,663499,2.41
H03_662819,662819,A2-B0-C2-r8,C2-hard,III,1,1,1.004571,1.4297,1.0956,21.0,0.9115,2.564,2564,21|14|8|6|5,6,0.554,0.313,5.0,4,663596,2.14
H03_662819,662819,A2-B0-C2-r8,C2-hibrido,III,1,1,0.93589,0.5278,1.1739,15.0,0.9295,3.193,3193,15|10|7|5|4,6,0.554,0.313,5.0,4,663596,2.16
H03_662819,662819,A2-B0-C2-r9,C2-hard,III,1,1,0.752143,0.3864,1.8801,15.0,0.9445,3.163,3163,15|10|6|5|5,8,0.31,0.205,6.86,5,663693,2.24
H03_662819,662819,A2-B0-C2-r9,C2-hibrido,III,1,1,0.832908,0.1414,1.6772,13.0,0.903,3.537,3537,13|8|6|5|4,8,0.31,0.205,6.86,5,663693,2.44
H03_662819,662819,A2-B0-C2-r10,C2-hard,III,1,1,0.940057,1.8385,2.2139,16.0,0.9085,3.065,3065,16|11|7|6|4,6,0.743,0.341,7.81,5,663790,2.19
H03_662819,662819,A2-B0-C2-r10,C2-hibrido,III,1,1,1.043187,0.4243,1.53,14.0,0.8435,3.178,3178,14|9|6|5|4,6,0.743,0.341,7.81,5,663790,2.48
H03_662819,662819,A2-B0-C2-r11,C2-hard,I,0,0,0.697279,1.2021,1.5433,15.0,0.9545,3.183,3183,15|10|6|6|5,8,0.358,0.25,6.16,5,663887,2.52
H03_662819,662819,A2-B0-C2-r11,C2-hibrido,III,1,1,0.751576,0.6364,1.5624,13.0,0.9505,3.74,3740,13|7|6|5|4,8,0.358,0.25,6.16,5,663887,2.45
H03_662819,662819,A2-B0-C2-r12,C2-hard,III,1,1,0.788116,1.0935,1.8074,15.0,0.956,3.247,3247,15|11|6|6|4,7,0.471,0.241,5.55,5,663984,2.35
H03_662819,662819,A2-B0-C2-r12,C2-hibrido,I,0,0,0.568558,0.1768,1.6675,11.0,0.9835,4.337,4337,11|8|6|5|4,7,0.471,0.241,5.55,5,663984,2.58
H03_662819,662819,A2-B0-C2-r13,C2-hard,I,0,0,0.590913,1.1314,2.0487,11.0,0.9805,3.617,3617,11|8|6|5|4,7,0.368,0.216,4.23,6,664081,2.49
H03_662819,662819,A2-B0-C2-r13,C2-hibrido,I,0,0,0.60233,0.5657,0.8635,12.0,0.9835,4.035,4035,12|7|6|5|4,7,0.368,0.216,4.23,6,664081,3.24
H03_662819,662819,A2-B0-C2-r14,C2-hard,III,1,1,0.704757,0.7727,1.6247,13.0,0.971,3.216,3216,13|10|9|5|4,6,0.507,0.28,4.12,5,664178,2.54
H03_662819,662819,A2-B0-C2-r14,C2-hibrido,I,0,0,0.536283,0.7348,3.599,10.0,0.986,3.976,3976,10|8|6|5|4,6,0.507,0.28,4.12,5,664178,2.41
H03_662819,662819,A2-B0-C2-r15,C2-hard,III,1,1,1.049949,1.2349,2.1936,19.0,0.84,2.322,2322,19|14|9|7|5,5,0.738,0.328,6.6,4,664275,1.93
H03_662819,662819,A2-B0-C2-r15,C2-hibrido,III,1,1,1.359655,0.4243,2.191,18.0,0.7875,2.441,2441,18|13|8|7|4,5,0.738,0.328,6.6,4,664275,2.15
H03_662819,662819,A2-B0-C2-r16,C2-hard,III,1,1,0.870117,0.8763,3.9972,16.0,0.953,3.318,3318,16|11|7|5|4,8,0.768,0.158,6.43,5,664372,2.89
H03_662819,662819,A2-B0-C2-r16,C2-hibrido,III,1,1,0.769632,1.0935,4.8227,13.0,0.9475,3.894,3894,13|9|7|5|4,8,0.768,0.158,6.43,5,664372,2.66
H03_662819,662819,A2-B0-C2-r17,C2-hard,I,0,0,0.643395,1.197,1.5085,13.0,0.984,4.159,4159,13|9|6|5|4,7,0.636,0.285,6.02,6,664469,2.86
H03_662819,662819,A2-B0-C2-r17,C2-hibrido,I,0,0,0.477743,0.9899,1.8314,9.0,0.9935,5.709,5709,9|7|5|4|4,7,0.636,0.285,6.02,6,664469,4.08
H03_662819,662819,A2-B0-C2-r18,C2-hard,I,0,0,0.483856,0.4243,2.3471,10.0,0.9825,4.148,4148,10|7|6|5|4,7,0.529,0.124,6.32,6,664566,3.02
H03_662819,662819,A2-B0-C2-r18,C2-hibrido,II,0,0,0.390197,0.6364,3.58,8.0,0.9965,5.675,5675,8|6|5|4|4,7,0.529,0.124,6.32,6,664566,2.92
H03_662819,662819,A2-B0-C2-r19,C2-hard,II,0,0,0.375998,1.0935,2.902,9.0,0.9915,4.97,4970,9|6|6|5|4,5,0.664,0.285,7.91,7,664663,3.08
H03_662819,662819,A2-B0-C2-r19,C2-hibrido,II,0,0,0.394187,0.2828,1.9338,8.0,0.9895,6.081,6081,8|6|5|4|4,5,0.664,0.285,7.91,7,664663,3.13
H08_1604923,1604923,A2-B0-C2-r0,C2-hard,I,0,0,0.604581,0.2828,2.0658,11.0,0.9675,4.042,4042,11|8|6|5|4,4,0.625,0.302,7.96,6,1604924,2.43
H08_1604923,1604923,A2-B0-C2-r0,C2-hibrido,I,0,0,0.649492,0.9899,1.7642,11.0,0.944,4.667,4667,11|8|6|5|4,4,0.625,0.302,7.96,6,1604924,2.67
H08_1604923,1604923,A2-B0-C2-r1,C2-hard,I,0,0,0.562012,0.0707,1.6534,11.0,0.981,3.808,3808,11|8|6|5|4,7,0.335,0.103,4.74,6,1605021,2.48
H08_1604923,1604923,A2-B0-C2-r1,C2-hibrido,I,0,0,0.576319,0.4243,1.384,11.0,0.9875,4.461,4461,11|8|6|5|4,7,0.335,0.103,4.74,6,1605021,2.69
H08_1604923,1604923,A2-B0-C2-r2,C2-hard,I,0,0,0.6354,0.6347,2.1693,13.0,0.967,3.257,3257,13|10|7|5|5,6,0.606,0.177,4.21,5,1605118,2.18
H08_1604923,1604923,A2-B0-C2-r2,C2-hibrido,I,0,0,0.69925,0.8485,0.8328,13.0,0.979,4.09,4090,13|9|6|5|4,6,0.606,0.177,4.21,5,1605118,2.43
H08_1604923,1604923,A2-B0-C2-r3,C2-hard,I,0,0,0.507328,1.1212,1.9614,12.0,0.9645,3.152,3152,12|9|7|6|5,6,0.437,0.114,4.06,5,1605215,1.99
H08_1604923,1604923,A2-B0-C2-r3,C2-hibrido,I,0,0,0.608561,0.3864,3.3009,11.0,0.9755,3.878,3878,11|8|6|5|4,6,0.437,0.114,4.06,5,1605215,2.18
H08_1604923,1604923,A2-B0-C2-r4,C2-hard,I,0,0,0.498685,0.8106,2.024,11.0,0.99,4.569,4569,11|6|5|5|4,7,0.328,0.184,5.67,7,1605312,2.71
H08_1604923,1604923,A2-B0-C2-r4,C2-hibrido,II,0,0,0.398725,0.5657,1.6422,9.0,0.99,5.363,5363,9|6|5|5|4,7,0.328,0.184,5.67,7,1605312,2.7
H08_1604923,1604923,A2-B0-C2-r5,C2-hard,III,1,1,0.760611,1.6263,1.8561,14.0,0.969,3.889,3889,14|10|6|5|4,5,0.319,0.259,7.87,6,1605409,2.39
H08_1604923,1604923,A2-B0-C2-r5,C2-hibrido,I,0,0,0.669078,0.4087,1.8997,11.0,0.9415,4.401,4401,11|8|6|5|4,5,0.319,0.259,7.87,6,1605409,2.89
H08_1604923,1604923,A2-B0-C2-r6,C2-hard,II,0,0,0.427404,0.3864,1.7036,9.0,0.9915,4.625,4625,9|7|6|5|4,6,0.407,0.182,5.98,7,1605506,2.79
H08_1604923,1604923,A2-B0-C2-r6,C2-hibrido,II,0,0,0.38561,0.0,1.7783,8.0,0.992,5.676,5676,8|6|5|4|4,6,0.407,0.182,5.98,7,1605506,3.08
H08_1604923,1604923,A2-B0-C2-r7,C2-hard,I,0,0,0.515115,0.495,1.1383,10.0,0.982,4.023,4023,10|8|6|5|4,8,0.39,0.271,6.11,6,1605603,2.7
H08_1604923,1604923,A2-B0-C2-r7,C2-hibrido,I,0,0,0.454017,0.2828,1.8568,9.0,0.9945,5.436,5436,9|6|5|4|4,8,0.39,0.271,6.11,6,1605603,3.54
H08_1604923,1604923,A2-B0-C2-r8,C2-hard,III,1,1,0.91069,1.6971,1.417,17.0,0.974,3.165,3165,17|12|6|5|4,7,0.504,0.26,4.13,5,1605700,2.34
H08_1604923,1604923,A2-B0-C2-r8,C2-hibrido,III,1,1,0.809609,2.5456,0.8892,14.0,0.976,3.959,3959,14|11|6|5|4,7,0.504,0.26,4.13,5,1605700,2.78
H08_1604923,1604923,A2-B0-C2-r9,C2-hard,II,0,0,0.411192,0.569,2.3067,8.0,0.9935,4.688,4688,8|7|6|4|4,5,0.312,0.154,6.08,7,1605797,2.64
H08_1604923,1604923,A2-B0-C2-r9,C2-hibrido,II,0,0,0.392745,0.7071,1.4554,8.0,0.9945,5.709,5709,8|6|5|4|4,5,0.312,0.154,6.08,7,1605797,3.49
H08_1604923,1604923,A2-B0-C2-r10,C2-hard,III,1,1,0.77923,0.7606,2.1247,14.0,0.9675,3.273,3273,14|11|7|5|4,8,0.556,0.163,4.47,5,1605894,2.7
H08_1604923,1604923,A2-B0-C2-r10,C2-hibrido,I,0,0,0.59609,0.4243,3.3388,10.0,0.9835,4.274,4274,10|8|6|4|4,8,0.556,0.163,4.47,5,1605894,3.09
H08_1604923,1604923,A2-B0-C2-r11,C2-hard,I,0,0,0.533309,0.7071,1.9172,11.0,0.9825,4.157,4157,11|8|6|5|4,4,0.652,0.311,5.93,6,1605991,3.61
H08_1604923,1604923,A2-B0-C2-r11,C2-hibrido,II,0,0,0.448077,0.4243,3.0762,9.0,0.9975,5.762,5762,9|6|5|4|4,4,0.652,0.311,5.93,6,1605991,4.05
H08_1604923,1604923,A2-B0-C2-r12,C2-hard,III,1,1,0.776924,1.3763,2.105,15.0,0.965,3.397,3397,15|10|7|5|4,7,0.72,0.292,6.06,5,1606088,3.52
H08_1604923,1604923,A2-B0-C2-r12,C2-hibrido,III,1,1,0.712069,0.2449,2.0063,12.0,0.96,4.061,4061,12|8|6|5|4,7,0.72,0.292,6.06,5,1606088,3.83
H08_1604923,1604923,A2-B0-C2-r13,C2-hard,III,1,1,0.788359,0.1414,3.5494,14.0,0.9485,3.262,3262,14|9|6|5|4,4,0.343,0.127,6.7,5,1606185,3.54
H08_1604923,1604923,A2-B0-C2-r13,C2-hibrido,III,1,1,0.71365,0.9209,3.4312,11.0,0.91,3.65,3650,11|8|6|5|4,4,0.343,0.127,6.7,5,1606185,3.07
H08_1604923,1604923,A2-B0-C2-r14,C2-hard,III,1,1,1.409824,0.8435,4.204,24.0,0.779,2.102,2102,24|18|10|7|5,5,0.454,0.125,7.68,4,1606282,2.68
H08_1604923,1604923,A2-B0-C2-r14,C2-hibrido,III,1,1,1.296584,2.0506,3.9653,18.0,0.7295,2.282,2282,18|12|8|7|5,5,0.454,0.125,7.68,4,1606282,2.72
H08_1604923,1604923,A2-B0-C2-r15,C2-hard,I,0,0,0.529723,0.7071,4.2626,10.0,0.991,4.896,4896,10|7|5|4|4,5,0.496,0.177,6.5,7,1606379,4.06
H08_1604923,1604923,A2-B0-C2-r15,C2-hibrido,II,0,0,0.432325,0.8485,3.3869,9.0,0.997,6.208,6208,9|6|5|4|4,5,0.496,0.177,6.5,7,1606379,4.13
H08_1604923,1604923,A2-B0-C2-r16,C2-hard,III,1,1,0.968967,0.5493,3.1013,19.0,0.881,2.443,2443,19|13|9|6|5,4,0.593,0.204,5.98,4,1606476,2.92
H08_1604923,1604923,A2-B0-C2-r16,C2-hibrido,III,1,1,1.071733,0.8106,3.5927,15.0,0.845,2.759,2759,15|9|8|5|4,4,0.593,0.204,5.98,4,1606476,3.3
H08_1604923,1604923,A2-B0-C2-r17,C2-hard,III,1,1,1.081704,1.4142,2.33,18.0,0.8195,2.274,2274,18|12|9|6|5,4,0.775,0.319,6.91,4,1606573,3.28
H08_1604923,1604923,A2-B0-C2-r17,C2-hibrido,III,1,1,1.329426,1.8759,1.9867,15.0,0.761,2.39,2390,15|10|7|5|4,4,0.775,0.319,6.91,4,1606573,3.15
H08_1604923,1604923,A2-B0-C2-r18,C2-hard,III,1,1,0.792017,1.4142,3.8757,16.0,0.969,3.211,3211,16|11|8|6|4,8,0.7,0.229,4.21,5,1606670,4.28
H08_1604923,1604923,A2-B0-C2-r18,C2-hibrido,I,0,0,0.639049,0.8485,2.5007,11.0,0.981,4.11,4110,11|9|6|5|4,8,0.7,0.229,4.21,5,1606670,5.06
H08_1604923,1604923,A2-B0-C2-r19,C2-hard,I,0,0,0.59458,0.1414,3.2256,13.0,0.973,3.417,3417,13|9|6|5|5,7,0.757,0.134,5.07,5,1606767,3.49
H08_1604923,1604923,A2-B0-C2-r19,C2-hibrido,I,0,0,0.486558,0.7071,3.5568,10.0,0.9925,4.872,4872,10|7|6|5|4,7,0.757,0.134,5.07,5,1606767,3.94
H13_2814697,2814697,A2-B0-C2-r0,C2-hard,I,0,0,0.638878,1.4142,1.4785,13.0,0.9865,4.01,4010,13|9|7|5|4,5,0.332,0.34,6.79,6,2814698,4.04
H13_2814697,2814697,A2-B0-C2-r0,C2-hibrido,I,0,0,0.499824,0.8485,1.4623,9.0,0.985,4.819,4819,9|7|6|4|4,5,0.332,0.34,6.79,6,2814698,4.35
H13_2814697,2814697,A2-B0-C2-r1,C2-hard,III,1,1,1.269787,0.3536,3.237,21.0,0.7525,2.114,2114,21|16|11|7|5,6,0.422,0.158,7.69,4,2814795,3.93
H13_2814697,2814697,A2-B0-C2-r1,C2-hibrido,III,1,1,1.425908,0.6448,3.6437,19.0,0.73,2.26,2260,19|13|8|6|5,6,0.422,0.158,7.69,4,2814795,3.13
H13_2814697,2814697,A2-B0-C2-r2,C2-hard,III,1,1,0.893972,0.814,2.3307,18.0,0.8885,2.5,2500,18|13|9|6|5,8,0.584,0.184,5.11,4,2814892,3.32
H13_2814697,2814697,A2-B0-C2-r2,C2-hibrido,III,1,1,0.998359,0.7778,3.0246,15.0,0.905,3.038,3038,15|11|7|5|4,8,0.584,0.184,5.11,4,2814892,3.73
H13_2814697,2814697,A2-B0-C2-r3,C2-hard,III,1,1,0.950419,1.0556,2.5792,20.0,0.9235,2.625,2625,20|14|9|6|5,7,0.583,0.132,4.79,4,2814989,3.82
H13_2814697,2814697,A2-B0-C2-r3,C2-hibrido,I,0,0,0.60715,0.7071,2.8936,13.0,0.9545,3.427,3427,13|8|7|5|5,7,0.583,0.132,4.79,4,2814989,4.23
H13_2814697,2814697,A2-B0-C2-r4,C2-hard,III,1,1,0.711735,0.5657,1.5348,14.0,0.973,3.279,3279,14|9|7|5|4,7,0.342,0.199,4.43,5,2815086,3.64
H13_2814697,2814697,A2-B0-C2-r4,C2-hibrido,I,0,0,0.509825,0.7071,1.0655,10.0,0.9855,4.184,4184,10|7|5|5|4,7,0.342,0.199,4.43,5,2815086,4.5
H13_2814697,2814697,A2-B0-C2-r5,C2-hard,III,1,1,1.263944,0.5027,2.1031,22.0,0.8115,2.174,2174,22|15|10|6|5,5,0.307,0.23,7.34,4,2815183,3.11
H13_2814697,2814697,A2-B0-C2-r5,C2-hibrido,III,1,1,1.467799,1.988,1.6035,17.0,0.7345,2.19,2190,17|13|9|6|4,5,0.307,0.23,7.34,4,2815183,3.38
H13_2814697,2814697,A2-B0-C2-r6,C2-hard,I,0,0,0.510795,0.8485,1.8748,10.0,0.985,4.106,4106,10|8|6|5|4,4,0.446,0.304,6.14,6,2815280,5.31
H13_2814697,2814697,A2-B0-C2-r6,C2-hibrido,I,0,0,0.324989,0.2828,1.2774,7.0,0.9985,5.754,5754,7|6|5|4|4,4,0.446,0.304,6.14,6,2815280,5.67
H13_2814697,2814697,A2-B0-C2-r7,C2-hard,II,0,0,0.42232,0.5278,1.2146,9.0,0.9825,4.085,4085,9|7|6|5|4,4,0.336,0.29,5.47,6,2815377,4.87
H13_2814697,2814697,A2-B0-C2-r7,C2-hibrido,II,0,0,0.419238,0.9209,1.8358,8.0,0.992,5.201,5201,8|7|5|4|4,4,0.336,0.29,5.47,6,2815377,4.45
H13_2814697,2814697,A2-B0-C2-r8,C2-hard,III,1,1,1.037429,3.9598,1.8339,23.0,0.921,2.57,2570,23|16|10|6|5,5,0.397,0.131,4.41,4,2815474,3.38
H13_2814697,2814697,A2-B0-C2-r8,C2-hibrido,IV,0,1,0.725966,0.0535,5.2032,13.0,0.973,3.622,3622,13|9|6|5|4,5,0.397,0.131,4.41,4,2815474,3.63
H13_2814697,2814697,A2-B0-C2-r9,C2-hard,I,0,0,0.57932,0.5657,1.9195,11.0,0.9815,3.7,3700,11|8|6|5|4,6,0.577,0.274,4.39,6,2815571,3.84
H13_2814697,2814697,A2-B0-C2-r9,C2-hibrido,I,0,0,0.628719,1.8385,2.1025,13.0,0.9855,4.247,4247,13|7|7|5|4,6,0.577,0.274,4.39,6,2815571,3.26
H13_2814697,2814697,A2-B0-C2-r10,C2-hard,II,0,0,0.413345,0.5657,2.0712,9.0,0.9945,4.839,4839,9|7|4|5|4,6,0.622,0.133,6.51,7,2815668,4.02
H13_2814697,2814697,A2-B0-C2-r10,C2-hibrido,II,0,0,0.39014,0.495,2.3342,8.0,0.999,6.09,6090,8|6|5|4|4,6,0.622,0.133,6.51,7,2815668,4.22
H13_2814697,2814697,A2-B0-C2-r11,C2-hard,I,0,0,0.517113,0.3864,1.2847,11.0,0.986,4.092,4092,11|7|6|5|4,6,0.516,0.246,6.06,6,2815765,3.17
H13_2814697,2814697,A2-B0-C2-r11,C2-hibrido,II,0,0,0.391922,0.4243,1.6953,8.0,0.9945,5.493,5493,8|6|5|4|4,6,0.516,0.246,6.06,6,2815765,3.61
H13_2814697,2814697,A2-B0-C2-r12,C2-hard,III,1,1,0.776332,0.9744,4.1633,14.0,0.958,3.351,3351,14|10|6|5|4,5,0.634,0.186,6.16,5,2815862,3.19
H13_2814697,2814697,A2-B0-C2-r12,C2-hibrido,I,0,0,0.612063,0.5278,3.9845,10.0,0.9455,3.955,3955,10|8|6|5|4,5,0.634,0.186,6.16,5,2815862,3.6
H13_2814697,2814697,A2-B0-C2-r13,C2-hard,I,0,0,0.539343,0.8485,2.3814,11.0,0.985,3.95,3950,11|7|6|5|4,4,0.561,0.211,4.77,6,2815959,3.57
H13_2814697,2814697,A2-B0-C2-r13,C2-hibrido,I,0,0,0.529168,0.8485,2.6122,10.0,0.9895,4.707,4707,10|6|5|4|4,4,0.561,0.211,4.77,6,2815959,3.48
H13_2814697,2814697,A2-B0-C2-r14,C2-hard,III,1,1,1.011969,1.7678,1.9793,21.0,0.9065,2.538,2538,21|14|9|6|5,6,0.76,0.34,5.41,4,2816056,2.8
H13_2814697,2814697,A2-B0-C2-r14,C2-hibrido,III,1,1,0.994633,0.7399,1.6322,15.0,0.889,2.885,2885,15|11|7|6|4,6,0.76,0.34,5.41,4,2816056,2.84
H13_2814697,2814697,A2-B0-C2-r15,C2-hard,I,0,0,0.694445,1.4849,1.4502,16.0,0.967,3.14,3140,16|9|7|6|5,7,0.315,0.109,4.2,5,2816153,2.9
H13_2814697,2814697,A2-B0-C2-r15,C2-hibrido,I,0,0,0.573629,0.6191,1.8143,10.0,0.977,3.966,3966,10|8|6|5|4,7,0.315,0.109,4.2,5,2816153,3.53
H13_2814697,2814697,A2-B0-C2-r16,C2-hard,III,1,1,1.184829,1.2694,2.7433,22.0,0.834,2.3,2300,22|13|10|6|5,7,0.404,0.12,6.85,4,2816250,2.64
H13_2814697,2814697,A2-B0-C2-r16,C2-hibrido,III,1,1,1.227596,2.4975,1.8976,15.0,0.7935,2.5,2500,15|10|7|5|4,7,0.404,0.12,6.85,4,2816250,3.09
H13_2814697,2814697,A2-B0-C2-r17,C2-hard,I,0,0,0.695052,0.4243,1.0645,15.0,0.956,3.169,3169,15|11|7|6|5,7,0.367,0.313,4.3,5,2816347,2.71
H13_2814697,2814697,A2-B0-C2-r17,C2-hibrido,I,0,0,0.556653,0.7795,1.1166,10.0,0.9725,4.022,4022,10|7|6|5|4,7,0.367,0.313,4.3,5,2816347,3.5
H13_2814697,2814697,A2-B0-C2-r18,C2-hard,I,0,0,0.45026,0.8485,1.3843,10.0,0.994,4.669,4669,10|7|6|5|4,5,0.37,0.295,5.85,7,2816444,3.57
H13_2814697,2814697,A2-B0-C2-r18,C2-hibrido,I,0,0,0.490553,0.5657,1.7716,8.0,0.995,5.529,5529,8|6|5|4|3,5,0.37,0.295,5.85,7,2816444,3.7
H13_2814697,2814697,A2-B0-C2-r19,C2-hard,I,0,0,0.465506,0.2828,1.9472,10.0,0.9915,4.849,4849,10|7|5|5|4,5,0.371,0.22,6.89,7,2816541,3.57
H13_2814697,2814697,A2-B0-C2-r19,C2-hibrido,II,0,0,0.377197,0.2828,2.4177,8.0,0.9975,6.238,6238,8|6|5|4|4,5,0.371,0.22,6.89,7,2816541,4.38
H18_4213589,4213589,A2-B0-C2-r0,C2-hard,I,0,0,0.534812,0.1414,2.4483,11.0,0.989,4.056,4056,11|8|6|5|4,5,0.516,0.239,5.32,6,4213590,3.22
H18_4213589,4213589,A2-B0-C2-r0,C2-hibrido,I,0,0,0.453987,0.8485,3.2371,9.0,0.9925,5.129,5129,9|6|5|4|4,5,0.516,0.239,5.32,6,4213590,4.46
H18_4213589,4213589,A2-B0-C2-r1,C2-hard,I,0,0,0.680512,0.9798,1.3616,13.0,0.985,4.042,4042,13|10|6|5|4,8,0.316,0.324,6.21,6,4213687,3.21
H18_4213589,4213589,A2-B0-C2-r1,C2-hibrido,I,0,0,0.451616,0.2828,1.179,8.0,0.995,5.483,5483,8|8|5|4|4,8,0.316,0.324,6.21,6,4213687,3.55
H18_4213589,4213589,A2-B0-C2-r2,C2-hard,I,0,0,0.651573,1.4142,3.3239,14.0,0.961,3.317,3317,14|8|7|6|4,5,0.318,0.151,5.69,5,4213784,3.42
H18_4213589,4213589,A2-B0-C2-r2,C2-hibrido,I,0,0,0.592316,0.2828,2.1548,11.0,0.978,4.228,4228,11|8|6|5|4,5,0.318,0.151,5.69,5,4213784,3.74
H18_4213589,4213589,A2-B0-C2-r3,C2-hard,I,0,0,0.670198,0.495,1.1636,13.0,0.9775,3.584,3584,13|8|7|5|4,7,0.46,0.326,4.17,6,4213881,3.1
H18_4213589,4213589,A2-B0-C2-r3,C2-hibrido,I,0,0,0.607594,0.8485,2.6054,12.0,0.974,3.99,3990,12|7|6|5|4,7,0.46,0.326,4.17,6,4213881,4.56
H18_4213589,4213589,A2-B0-C2-r4,C2-hard,I,0,0,0.595026,0.2828,2.3054,13.0,0.9625,3.365,3365,13|8|6|5|5,5,0.761,0.285,6.14,5,4213978,3.61
H18_4213589,4213589,A2-B0-C2-r4,C2-hibrido,I,0,0,0.673072,0.8485,2.3358,11.0,0.9595,4.126,4126,11|9|6|5|4,5,0.761,0.285,6.14,5,4213978,3.27
H18_4213589,4213589,A2-B0-C2-r5,C2-hard,I,0,0,0.578422,0.2828,2.3857,11.0,0.9845,3.786,3786,11|8|6|5|4,7,0.702,0.305,4.45,6,4214075,3.53
H18_4213589,4213589,A2-B0-C2-r5,C2-hibrido,I,0,0,0.519866,0.5657,1.7634,10.0,0.988,4.339,4339,10|7|5|5|4,7,0.702,0.305,4.45,6,4214075,3.67
H18_4213589,4213589,A2-B0-C2-r6,C2-hard,I,0,0,0.586989,0.3207,1.4752,11.0,0.9775,3.642,3642,11|8|6|5|4,4,0.416,0.321,4.28,6,4214172,3.48
H18_4213589,4213589,A2-B0-C2-r6,C2-hibrido,I,0,0,0.609651,0.9899,2.052,11.0,0.9825,4.175,4175,11|9|6|5|4,4,0.416,0.321,4.28,6,4214172,3.75
H18_4213589,4213589,A2-B0-C2-r7,C2-hard,III,1,1,1.123522,0.4959,2.0586,22.0,0.8185,2.229,2229,22|14|10|7|6,7,0.738,0.302,7.09,4,4214269,3.09
H18_4213589,4213589,A2-B0-C2-r7,C2-hibrido,III,1,1,1.271024,3.884,1.9373,16.0,0.7755,2.444,2444,16|9|7|6|4,7,0.738,0.302,7.09,4,4214269,2.91
H18_4213589,4213589,A2-B0-C2-r8,C2-hard,III,1,1,0.772007,0.4243,2.1452,16.0,0.924,2.577,2577,16|12|10|6|5,5,0.425,0.185,4.17,4,4214366,2.7
H18_4213589,4213589,A2-B0-C2-r8,C2-hibrido,III,1,1,0.711132,0.5657,2.9899,13.0,0.981,3.901,3901,13|8|6|5|4,5,0.425,0.185,4.17,4,4214366,3.58
