rule_id,seed,lote,motivo_seleccion,rol_fase5b,K,J,noise,meandeg,kcap,n_nodos,grado_inicial_medio,grado_inicial_cv,unif_reproduce_motor,n_aristas_motor,n_aristas_dif_vs_motor,pendiente_corregida_fase5b_ref,frac_masa_fase5b,kappa_v_fase5b,multiconjunto_alineado_vs_permutado,multiconjunto_alineado_vs_anti,seed_perm,seed_anti,cupo_media_unif,cupo_cv_unif,cupo_min_unif,cupo_max_unif,cupo_suma_unif,rho_cupo_grado_unif,cupo_media_alineado,cupo_cv_alineado,cupo_min_alineado,cupo_max_alineado,cupo_suma_alineado,rho_cupo_grado_alineado,cupo_media_permutado,cupo_cv_permutado,cupo_min_permutado,cupo_max_permutado,cupo_suma_permutado,rho_cupo_grado_permutado,cupo_media_anti,cupo_cv_anti,cupo_min_anti,cupo_max_anti,cupo_suma_anti,rho_cupo_grado_anti,jaccard_alineado_permutado,jaccard_alineado_anti,jaccard_alineado_unif,n_aristas_unif,clustering_local_unif,transitividad_unif,n_triangulos_unif,gigante_unif,grado_medio_unif,pendiente_corregida_unif,z_agg_unif,z_sostenido_unif,diams_unif,n_cajas_unif,n_aristas_alineado,clustering_local_alineado,transitividad_alineado,n_triangulos_alineado,gigante_alineado,grado_medio_alineado,pendiente_corregida_alineado,z_agg_alineado,z_sostenido_alineado,diams_alineado,n_cajas_alineado,n_aristas_permutado,clustering_local_permutado,transitividad_permutado,n_triangulos_permutado,gigante_permutado,grado_medio_permutado,pendiente_corregida_permutado,z_agg_permutado,z_sostenido_permutado,diams_permutado,n_cajas_permutado,n_aristas_anti,clustering_local_anti,transitividad_anti,n_triangulos_anti,gigante_anti,grado_medio_anti,pendiente_corregida_anti,z_agg_anti,z_sostenido_anti,diams_anti,n_cajas_anti,aristas_identicas_en_brazos,d_aristas_alineado_menos_permutado,d_aristas_alineado_menos_anti,meta5b_existe,meta5b_rule_id_ok,meta5b_seed_ok,meta5b_n_aristas,meta5b_n_aristas_coincide,meta5b_ruta,t_cupos_s,t_dinamica_s,t_verif_motor_s,t_clustering_s,t_pendiente_s,t_total_s
A2-B0-C2-r9,272702,271828,min_pendiente_lote_271828,I,5,0.493,0.244,4.25,7,2000,4.25,0.48532798455802617,True,3939,0,0.5562821419510406,0.08050000000000002,0.3859649122807018,True,True,2646845629,2646845641,7.0,0.0,7,7,14000,nan,7.096,0.4804425646492894,1,20,14192,1.0,7.096,0.4804425646492894,1,20,14192,0.01550967877469282,7.096,0.4804425646492894,1,20,14192,-0.9802742952165726,0.7623382846190704,0.5813730196831493,0.9334769083512802,3939,0.0012857142857142856,0.0016175776774280514,8,1957,3.939,0.5531006665758372,0.9398511621266321,False,"[10.0, 9.0, 6.0, 5.0, 4.0]","[2000, 1155, 736, 487, 354]",4141,0.0005813492063492064,0.0008783229886403561,5,1964,4.141,0.5915874199590554,0.0,False,"[11.0, 8.0, 6.0, 5.0, 4.0]","[2000, 1162, 736, 491, 377]",3215,0.0015222222222222221,0.0017753230101587927,6,1929,3.215,0.7128478443070169,0.9520557536648655,False,"[13.0, 9.0, 6.0, 6.0, 4.0]","[2000, 1209, 762, 559, 424]",2447,0.0037833333333333334,0.0034655371582595304,6,1854,2.447,0.8404073762492781,0.6380730611704396,False,"[18.0, 13.0, 9.0, 7.0, 5.0]","[2000, 1244, 827, 571, 456]",False,926,1694,True,True,True,3939,True,/Users/alexis/phantom_cs073/bateria_fase5b_a2b0c2_piloto/A2-B0-C2-r9_I/meta_regla.json,0.05,3.49,0.89,0.05,1.11,5.62
