patch,seed,N,arm,k_local,D_max,d_s,delta_rel,n_ejes,PR,ejes_reales,holonomia,gigante,grado_medio,clustering,diam_fin,pasos
1,66103,2500,local,4,8,1.559,0.004,0,7.446,0,0.746,0.538,10.666,0.6195,39,20
1,66103,2500,sin_local,-1,8,4.839,0.048,3,5.402,1,0.885,0.914,51.914,0.0788,3,17
1,66103,2500,local_barajado,4,8,2.807,0.048,1,6.816,1,1.086,0.906,10.136,0.1305,8,20
1,66103,2500,local_marco_congelado,4,8,1.053,0.0,0,7.973,0,0.807,0.302,10.558,0.6104,1,20
3,66109,2500,local,4,8,1.298,0.015,0,7.342,0,0.681,0.482,10.584,0.6109,3,20
3,66109,2500,sin_local,-1,8,5.38,0.051,1,4.822,1,0.9,0.909,51.77,0.0817,4,17
3,66109,2500,local_barajado,4,8,2.771,0.053,1,6.756,1,1.119,0.908,10.253,0.1419,9,20
3,66109,2500,local_marco_congelado,4,8,1.09,0.0,0,7.977,0,1.118,0.23,10.49,0.6223,22,20
0,66100,2500,local,4,8,1.507,0.022,0,7.321,0,0.72,0.568,10.584,0.6136,39,20
0,66100,2500,sin_local,-1,8,5.312,0.047,1,4.331,1,0.885,0.907,51.32,0.0847,4,17
0,66100,2500,local_barajado,4,8,2.784,0.051,1,6.476,1,1.206,0.9,10.12,0.1397,8,20
0,66100,2500,local_marco_congelado,4,8,1.28,0.006,0,7.975,0,0.672,0.342,10.568,0.5973,2,20
4,66112,2500,local,4,8,1.643,0.013,0,7.566,0,0.742,0.524,10.531,0.5909,4,20
4,66112,2500,sin_local,-1,8,5.601,0.037,1,4.513,1,0.847,0.914,52.749,0.0899,4,17
4,66112,2500,local_barajado,4,8,2.771,0.051,2,6.565,1,1.121,0.909,10.213,0.1481,9,20
4,66112,2500,local_marco_congelado,4,8,1.2,0.003,0,7.983,0,0.866,0.197,10.483,0.6141,22,20
2,66106,2500,local,4,8,1.412,0.003,0,7.483,0,0.621,0.371,10.621,0.6314,14,20
2,66106,2500,sin_local,-1,8,5.114,0.049,1,4.033,1,1.033,0.911,51.382,0.0797,3,17
2,66106,2500,local_barajado,4,8,2.784,0.05,2,6.944,1,1.162,0.908,10.206,0.1472,8,20
2,66106,2500,local_marco_congelado,4,8,1.273,0.001,0,7.985,0,0.874,0.263,10.507,0.6006,2,20
5,66115,2500,local,4,8,1.121,0.001,0,7.49,0,0.646,0.316,10.539,0.6126,1,20
5,66115,2500,sin_local,-1,8,5.333,0.045,1,4.231,1,0.893,0.912,53.003,0.0839,4,17
5,66115,2500,local_barajado,4,8,2.735,0.051,0,6.91,0,1.18,0.9,10.088,0.1417,9,20
5,66115,2500,local_marco_congelado,4,8,1.655,0.003,0,7.973,0,0.989,0.542,10.731,0.6107,3,20
8,66124,2500,local,4,8,1.168,0.018,0,7.44,0,0.694,0.385,10.531,0.6302,44,20
8,66124,2500,sin_local,-1,8,5.338,0.048,2,5.584,1,0.94,0.915,52.077,0.0791,3,17
8,66124,2500,local_barajado,4,8,2.753,0.051,1,6.558,1,1.042,0.903,10.054,0.1335,8,20
8,66124,2500,local_marco_congelado,4,8,1.433,0.0,0,7.985,0,0.892,0.345,10.55,0.6109,22,20
7,66121,2500,local,4,8,0.882,0.0,0,7.406,0,0.504,0.431,10.677,0.6297,13,20
7,66121,2500,sin_local,-1,8,5.383,0.049,1,4.204,1,0.998,0.9,50.781,0.0845,3,17
7,66121,2500,local_barajado,4,8,2.771,0.052,0,6.995,0,1.109,0.907,10.211,0.1451,9,20
7,66121,2500,local_marco_congelado,4,8,1.236,0.0,0,7.98,0,0.947,0.426,10.658,0.6097,58,20
9,66127,2500,local,4,8,1.164,0.001,0,7.358,0,0.559,0.352,10.498,0.594,59,20
9,66127,2500,sin_local,-1,8,5.226,0.048,2,5.282,1,1.006,0.908,50.976,0.0841,4,17
9,66127,2500,local_barajado,4,8,2.803,0.046,1,6.555,1,1.05,0.911,10.214,0.1446,8,20
9,66127,2500,local_marco_congelado,4,8,1.68,0.021,0,7.973,0,0.886,0.635,10.459,0.5785,2,20
6,66118,2500,local,4,8,1.145,0.002,0,7.564,0,0.694,0.288,10.678,0.6086,4,20
6,66118,2500,sin_local,-1,8,5.597,0.049,1,5.276,1,1.002,0.912,51.926,0.0967,4,17
6,66118,2500,local_barajado,4,8,2.79,0.052,1,6.646,1,1.206,0.9,10.107,0.1394,9,20
6,66118,2500,local_marco_congelado,4,8,1.437,0.006,0,7.973,0,0.938,0.434,10.568,0.589,33,20
10,66130,2500,local,4,8,1.359,0.007,0,7.485,0,0.731,0.543,10.742,0.5992,3,20
10,66130,2500,sin_local,-1,8,5.521,0.049,1,5.118,1,0.893,0.911,51.294,0.087,4,17
10,66130,2500,local_barajado,4,8,2.771,0.052,2,6.793,1,1.153,0.901,10.085,0.1312,9,20
10,66130,2500,local_marco_congelado,4,8,1.373,0.013,0,7.985,0,0.966,0.583,10.603,0.6019,39,20
11,66133,2500,local,4,8,1.456,0.014,0,7.511,0,0.662,0.526,10.606,0.5937,31,20
11,66133,2500,sin_local,-1,8,5.432,0.047,1,4.421,1,0.906,0.913,52.341,0.0836,4,17
11,66133,2500,local_barajado,4,8,2.848,0.049,0,7.12,0,1.229,0.905,10.187,0.1338,8,20
11,66133,2500,local_marco_congelado,4,8,1.16,0.0,0,7.985,0,1.0,0.344,10.546,0.5931,6,20
12,66136,2500,local,4,8,1.295,0.001,0,7.398,0,0.71,0.345,10.603,0.6102,30,20
12,66136,2500,sin_local,-1,8,5.363,0.044,1,4.438,1,0.871,0.901,50.531,0.0826,4,17
12,66136,2500,local_barajado,4,8,2.801,0.05,1,6.943,1,1.157,0.91,10.21,0.1509,8,20
12,66136,2500,local_marco_congelado,4,8,1.277,0.001,0,7.97,0,1.136,0.24,10.587,0.5911,2,20
13,66139,2500,local,4,8,1.153,0.006,0,7.505,0,0.643,0.489,10.462,0.5914,43,20
13,66139,2500,sin_local,-1,8,5.368,0.047,2,5.806,1,0.819,0.917,52.523,0.0822,3,17
13,66139,2500,local_barajado,4,8,2.806,0.055,1,6.663,1,1.154,0.901,10.082,0.1402,8,20
13,66139,2500,local_marco_congelado,4,8,1.303,0.007,0,7.969,0,0.983,0.47,10.474,0.6092,9,20
15,66145,2500,local,4,8,1.153,0.0,0,7.385,0,0.65,0.393,10.501,0.6154,12,20
15,66145,2500,sin_local,-1,8,5.19,0.051,1,5.279,1,0.954,0.912,51.989,0.0888,4,17
15,66145,2500,local_barajado,4,8,2.792,0.05,1,6.924,1,1.119,0.906,10.134,0.1333,9,20
15,66145,2500,local_marco_congelado,4,8,1.408,0.026,0,7.973,0,0.852,0.565,10.658,0.6019,37,20
14,66142,2500,local,4,8,1.584,0.02,0,7.607,0,0.668,0.438,10.642,0.5823,27,20
14,66142,2500,sin_local,-1,8,5.445,0.043,1,4.421,1,0.773,0.911,50.64,0.0903,4,17
14,66142,2500,local_barajado,4,8,2.769,0.051,2,6.477,1,1.099,0.913,10.29,0.1424,8,20
14,66142,2500,local_marco_congelado,4,8,1.272,0.01,0,7.98,0,1.005,0.461,10.61,0.6014,7,20
16,66148,2500,local,4,8,1.245,0.015,0,7.453,0,0.658,0.516,10.494,0.6002,39,20
16,66148,2500,sin_local,-1,8,5.315,0.046,1,4.171,1,0.916,0.906,51.21,0.083,4,17
16,66148,2500,local_barajado,4,8,2.746,0.055,2,6.836,1,1.158,0.91,10.142,0.1407,8,20
16,66148,2500,local_marco_congelado,4,8,1.542,0.0,0,7.982,0,0.964,0.484,10.627,0.624,2,20
17,66151,2500,local,4,8,1.237,0.001,0,7.401,0,0.691,0.199,10.496,0.6329,15,20
17,66151,2500,sin_local,-1,8,5.507,0.041,1,4.459,1,0.805,0.908,52.758,0.0876,4,17
17,66151,2500,local_barajado,4,8,2.838,0.053,1,6.265,1,1.194,0.922,10.251,0.134,8,20
17,66151,2500,local_marco_congelado,4,8,1.327,0.0,0,7.976,0,0.872,0.422,10.49,0.6221,47,20
18,66154,2500,local,4,8,0.908,0.001,0,7.291,0,0.859,0.106,10.589,0.5808,13,20
18,66154,2500,sin_local,-1,8,5.37,0.05,1,4.391,1,0.844,0.903,50.808,0.0806,4,17
18,66154,2500,local_barajado,4,8,2.776,0.051,1,6.499,1,1.126,0.917,10.328,0.1351,9,20
18,66154,2500,local_marco_congelado,4,8,1.671,0.02,0,7.979,0,1.028,0.643,10.499,0.5991,39,20
19,66157,2500,local,4,8,1.5,0.005,0,7.479,0,0.542,0.503,10.667,0.583,42,20
19,66157,2500,sin_local,-1,8,5.056,0.05,1,4.37,1,0.889,0.904,51.702,0.0735,4,17
19,66157,2500,local_barajado,4,8,2.719,0.054,1,7.194,1,1.187,0.913,10.291,0.1289,8,20
19,66157,2500,local_marco_congelado,4,8,0.94,0.001,0,7.969,0,0.82,0.144,10.371,0.6186,18,20
20,66160,2500,local,4,8,1.575,0.008,1,7.214,1,0.701,0.58,10.587,0.6084,38,20
20,66160,2500,sin_local,-1,8,5.089,0.039,1,4.769,1,1.006,0.916,51.97,0.0894,4,17
20,66160,2500,local_barajado,4,8,2.79,0.052,0,7.102,0,1.221,0.918,10.315,0.129,8,20
20,66160,2500,local_marco_congelado,4,8,1.067,0.003,0,7.983,0,0.927,0.199,10.571,0.5876,3,20
21,66163,2500,local,4,8,1.403,0.0,0,7.399,0,0.658,0.227,10.61,0.6096,3,20
21,66163,2500,sin_local,-1,8,5.487,0.048,1,5.317,1,1.051,0.91,51.256,0.0886,4,17
21,66163,2500,local_barajado,4,8,2.804,0.052,0,7.34,0,1.142,0.902,10.107,0.1405,9,20
21,66163,2500,local_marco_congelado,4,8,1.411,0.003,0,7.97,0,0.982,0.323,10.627,0.6033,30,20
22,66166,2500,local,4,8,1.394,0.024,0,7.382,0,0.679,0.477,10.621,0.5865,32,20
