n,n_pos,n_neg,n_cero,p_signos,W,p_wilcoxon,n_pos_extremidad
40,18,22,0,0.6358280026288412,318.0,0.21616324095716133,2
40,19,21,0,0.8746293123804207,381.5,0.7016274072190116,1
40,23,16,1,0.3367836351899315,242.5,0.039531348493914716,3
40,16,24,0,0.26818725105476915,359.5,0.4972349116599588,4
40,23,17,0,0.42959050784338615,410.0,1.0,3
40,22,17,1,0.5223973804968411,301.0,0.2142105865274293,2
40,16,23,1,0.3367836351899315,278.5,0.11970780543549447,4
40,23,17,0,0.42959050784338615,361.0,0.5100945271742748,3
40,21,18,1,0.7492586247608418,384.5,0.9388159882732957,1
40,16,23,1,0.3367836351899315,321.5,0.339072834900186,4
40,12,26,2,0.03355243967962451,239.0,0.056504472641452745,8
40,20,19,1,1.0,386.0,0.9554830435888992,0
40,20,20,0,1.0,371.0,0.6001197221871315,0
40,23,17,0,0.42959050784338615,371.5,0.6047937933972998,3
40,16,23,1,0.3367836351899315,358.0,0.6551653507690401,4
40,23,16,1,0.3367836351899315,338.5,0.47232585226767565,3
40,19,21,0,0.8746293123804207,383.5,0.7216829530638604,1
40,15,25,0,0.1538599441628321,273.0,0.06554233118195472,5
40,22,17,1,0.5223973804968411,364.5,0.7219218708793758,2
40,21,18,1,0.7492586247608418,343.0,0.5118724970677306,1
40,16,23,1,0.3367836351899315,325.0,0.36435553285272493,4
40,23,16,1,0.3367836351899315,272.5,0.1010525547604275,3
40,20,20,0,1.0,370.0,0.5907922425963907,0
40,22,18,0,0.6358280026288412,380.0,0.6867657722678817,2
40,29,10,1,0.0033778479119064286,146.5,0.0006783922404628535,9
40,23,16,1,0.3367836351899315,309.0,0.2583209438226509,3
40,18,22,0,0.6358280026288412,407.5,0.9731929307947237,2
40,22,17,1,0.5223973804968411,329.5,0.39849720299375724,2
40,20,20,0,1.0,407.5,0.9731908123487958,0
40,19,20,1,1.0,366.0,0.737663943883553,1
40,20,20,0,1.0,401.5,0.9090306205703085,0
40,14,22,4,0.24298495403490966,210.5,0.05427881729704318,6
40,21,19,0,0.8746293123804207,404.0,0.9357213396669679,1
40,21,17,2,0.6271025701571489,342.5,0.6846644039959395,1
40,21,18,1,0.7492586247608418,348.5,0.5624855621933541,1
40,16,24,0,0.26818725105476915,306.0,0.16212091988686372,4
40,22,16,2,0.417692190836533,338.0,0.6373917127747796,2
40,20,20,0,1.0,378.0,0.6670931188485911,0
40,22,18,0,0.6358280026288412,320.0,0.22634040336349026,2
40,19,21,0,0.8746293123804207,351.5,0.431661641224096,1
40,23,15,2,0.2558750795433298,320.0,0.46392823972694175,3
40,19,20,1,1.0,380.5,0.8945238398797131,1
40,21,19,0,0.8746293123804207,325.0,0.25319910083660624,1
40,20,20,0,1.0,395.0,0.840196428575298,0
40,23,17,0,0.42959050784338615,317.5,0.21364131820430987,3
40,17,23,0,0.42959050784338615,343.5,0.3713663381146909,3
40,17,22,1,0.5223973804968411,358.0,0.655169276793778,3
40,21,19,0,0.8746293123804207,376.0,0.6476532550276299,1
40,23,17,0,0.42959050784338615,295.0,0.1221482840565615,3
40,22,17,1,0.5223973804968411,351.5,0.5910693570179197,2
40,22,18,0,0.6358280026288412,402.5,0.9196969843047457,2
40,20,20,0,1.0,353.5,0.44756775886086786,0
40,23,16,1,0.3367836351899315,339.5,0.48085171768585555,3
40,20,19,1,1.0,385.0,0.9443632881816121,0
40,25,15,0,0.1538599441628321,264.0,0.04969446847392616,5
40,26,14,0,0.0806904677519924,263.5,0.04892054709146718,6
40,17,23,0,0.42959050784338615,374.0,0.6284546432130187,3
40,22,18,0,0.6358280026288412,400.0,0.8930676219320812,2
40,21,19,0,0.8746293123804207,368.0,0.5723600744050599,1
40,26,13,1,0.05325191409792752,244.0,0.04159955199062375,6
40,23,17,0,0.42959050784338615,319.0,0.22123870925394373,3
40,16,24,0,0.26818725105476915,250.5,0.032028368053185555,4
40,21,18,1,0.7492586247608418,332.5,0.4222749168362838,1
40,23,17,0,0.42959050784338615,387.5,0.762304079624379,3
40,21,18,1,0.7492586247608418,316.0,0.30173489238638507,1
40,20,18,2,0.8714146793645341,321.0,0.4728303439693645,0
40,20,20,0,1.0,353.5,0.44755237188321684,0
40,18,22,0,0.6358280026288412,398.0,0.8718405274458139,2
40,17,23,0,0.42959050784338615,384.0,0.7267218403752376,3
40,21,18,1,0.7492586247608418,366.5,0.742943102721915,1
40,18,21,1,0.7492586247608418,348.5,0.5624427491891717,2
40,20,20,0,1.0,406.5,0.9624764583483651,0
40,22,17,1,0.5223973804968411,329.0,0.3946220326170984,2
40,23,17,0,0.42959050784338615,388.5,0.7725756586443828,3
40,19,21,0,0.8746293123804207,408.5,0.9839130946441823,1
40,19,20,1,1.0,347.0,0.5484337702025239,1
40,19,21,0,0.8746293123804207,400.0,0.8930712229241344,1
40,17,22,1,0.5223973804968411,368.5,0.764146828515573,3
40,28,11,1,0.009475304279476404,240.0,0.03631777904856771,8
40,20,20,0,1.0,387.0,0.7571916158659814,0
40,14,25,1,0.10812902140605732,272.0,0.09961358776354058,6
40,17,22,1,0.5223973804968411,339.0,0.47658850906974026,3
40,18,21,1,0.7492586247608418,344.5,0.5254342521970221,2
40,25,15,0,0.1538599441628321,363.5,0.5319438219277499,5
40,24,16,0,0.26818725105476915,342.5,0.36421682951566714,4
40,18,21,1,0.7492586247608418,324.0,0.3569704484422047,2
40,22,18,0,0.6358280026288412,373.5,0.6236806697389363,2
40,17,23,0,0.42959050784338615,381.0,0.6966796921965842,3
40,20,20,0,1.0,377.5,0.6622150861336692,0
40,22,18,0,0.6358280026288412,333.0,0.3006619271692188,2
40,16,24,0,0.26818725105476915,365.0,0.5452504059195815,4
40,19,21,0,0.8746293123804207,395.5,0.8454669960466682,1
40,24,16,0,0.26818725105476915,298.0,0.13220603373999992,4
40,24,15,1,0.19959086691960698,277.0,0.11479305395324778,4
40,22,17,1,0.5223973804968411,360.0,0.6754459130445059,2
40,21,19,0,0.8746293123804207,388.0,0.7674297187243759,1
40,13,27,0,0.03847730828420026,229.0,0.014973797099068067,7
40,17,22,1,0.5223973804968411,352.5,0.6007258322786034,3
40,23,17,0,0.42959050784338615,343.0,0.36776994436429455,3
40,19,19,2,1.0,326.5,0.5233866620160929,1
40,25,14,1,0.10812902140605732,249.5,0.0498944057598869,5
40,18,22,0,0.6358280026288412,364.0,0.536345602364515,2
40,19,21,0,0.8746293123804207,354.5,0.45565698103768015,1
40,18,21,1,0.7492586247608418,387.0,0.9666046978991466,2
40,17,23,0,0.42959050784338615,339.0,0.3398773856965879,3
40,18,22,0,0.6358280026288412,363.5,0.5318928572361757,2
40,21,19,0,0.8746293123804207,351.5,0.43167724355239323,1
40,27,13,0,0.03847730828420026,257.0,0.0397213867355594,7
40,20,20,0,1.0,363.5,0.5319252912240677,0
40,20,20,0,1.0,372.5,0.6142071917660072,0
40,22,18,0,0.6358280026288412,381.0,0.6966699261688591,2
40,15,23,2,0.2558750795433298,307.0,0.3570865452447137,5
40,18,22,0,0.6358280026288412,393.5,0.8244743063501507,2
40,23,17,0,0.42959050784338615,365.0,0.5452413273056316,3
40,20,20,0,1.0,398.0,0.8718563105417184,0
40,24,16,0,0.26818725105476915,401.5,0.9090336892004907,4
40,17,22,1,0.5223973804968411,347.0,0.548404557966913,3
40,21,19,0,0.8746293123804207,349.5,0.4160779457824352,1
40,24,15,1,0.19959086691960698,338.5,0.4722881098790779,4
40,20,20,0,1.0,351.0,0.42774088137633126,0
40,26,14,0,0.0806904677519924,301.0,0.14286166136298425,6
40,19,21,0,0.8746293123804207,305.5,0.16011674849073976,1
40,26,14,0,0.0806904677519924,330.0,0.2822006987795814,6
40,19,21,0,0.8746293123804207,354.5,0.455631534469778,1
40,25,15,0,0.1538599441628321,259.5,0.043072464952919234,5
40,26,13,1,0.05325191409792752,239.5,0.035697623392482995,6
40,23,17,0,0.42959050784338615,330.5,0.2852412318511873,3
40,15,25,0,0.1538599441628321,312.0,0.1877408459240808,5
40,18,22,0,0.6358280026288412,375.0,0.6380102660890548,2
40,17,22,1,0.5223973804968411,296.0,0.18957626064148536,3
40,17,23,0,0.42959050784338615,382.5,0.7116446338152742,3
40,19,20,1,1.0,335.5,0.4469163932232758,1
40,20,19,1,1.0,375.5,0.839639315825566,0
40,21,19,0,0.8746293123804207,399.0,0.882451189739307,1
40,19,21,0,0.8746293123804207,364.0,0.5363502046200166,1
40,21,17,2,0.6271025701571489,359.5,0.8732535858345987,1
40,22,18,0,0.6358280026288412,402.0,0.9143614832029683,2
40,16,23,1,0.3367836351899315,339.0,0.4766046094378531,4
40,21,18,1,0.7492586247608418,333.5,0.43038993428004513,1
40,24,15,1,0.19959086691960698,374.5,0.8287458292357744,4
40,23,17,0,0.42959050784338615,370.5,0.5954331850186609,3
40,18,22,0,0.6358280026288412,321.5,0.23418443788310062,2
40,18,22,0,0.6358280026288412,356.0,0.46791783294900224,2
40,15,24,1,0.19959086691960698,313.5,0.2856733190599128,5
40,20,20,0,1.0,381.0,0.6966080527699414,0
40,21,19,0,0.8746293123804207,387.0,0.7571942716715112,1
40,22,17,1,0.5223973804968411,314.5,0.2920062731534667,2
40,25,15,0,0.1538599441628321,245.5,0.02700862901860381,5
40,21,19,0,0.8746293123804207,352.5,0.4395656062627985,1
40,19,21,0,0.8746293123804207,333.0,0.30064009297657024,1
40,22,16,2,0.417692190836533,286.5,0.2231330879195632,2
40,23,17,0,0.42959050784338615,276.5,0.07273108476048992,3
40,22,17,1,0.5223973804968411,337.5,0.46375785757038335,2
40,21,19,0,0.8746293123804207,402.5,0.919698791839973,1
40,25,15,0,0.1538599441628321,364.5,0.5407797513959987,5
40,21,19,0,0.8746293123804207,289.0,0.10383009512853955,1
40,19,21,0,0.8746293123804207,336.0,0.31986534692359414,1
40,24,16,0,0.26818725105476915,289.5,0.10527823940626206,4
40,18,21,1,0.7492586247608418,378.5,0.8724902535009917,2
40,17,22,1,0.5223973804968411,354.0,0.6153830948320014,3
40,21,18,1,0.7492586247608418,387.5,0.9721677591045413,1
40,18,21,1,0.7492586247608418,338.0,0.4680310470787329,2
40,20,20,0,1.0,384.5,0.7317696651013854,0
40,17,22,1,0.5223973804968411,384.0,0.933268683280446,3
40,25,14,1,0.10812902140605732,307.5,0.24955641344503365,5
40,20,19,1,1.0,374.0,0.8233133878977055,0
40,21,19,0,0.8746293123804207,408.5,0.9839132762908931,1
40,15,25,0,0.1538599441628321,261.0,0.04519891773661454,5
40,19,21,0,0.8746293123804207,393.5,0.8244762562481198,1
40,20,20,0,1.0,400.5,0.8983878998403767,0
40,18,22,0,0.6358280026288412,339.5,0.3432727901803917,2
40,21,19,0,0.8746293123804207,394.5,0.8349523951737092,1
40,21,19,0,0.8746293123804207,366.5,0.5587074448931324,1
40,23,16,1,0.3367836351899315,335.0,0.4427361880036883,3
40,21,19,0,0.8746293123804207,375.0,0.6379950838598616,1
40,18,22,0,0.6358280026288412,363.0,0.527542162714882,2
40,20,20,0,1.0,305.5,0.16012146757811285,0
40,19,20,1,1.0,367.0,0.7482132635258565,1
40,21,19,0,0.8746293123804207,409.5,0.9946373752380049,1
40,20,19,1,1.0,340.0,0.48529111679120207,0
40,18,22,0,0.6358280026288412,373.5,0.6236336247062921,2
40,23,16,1,0.3367836351899315,311.5,0.2732652367754915,3
40,21,19,0,0.8746293123804207,344.5,0.378613043453051,1
40,20,19,1,1.0,362.0,0.6959754082090159,0
40,17,23,0,0.42959050784338615,397.0,0.8612770956750305,3
40,19,21,0,0.8746293123804207,390.0,0.7880542811104042,1
40,18,21,1,0.7492586247608418,362.5,0.701144139499258,2
40,29,11,0,0.006426576095691416,215.0,0.008762820135740338,9
40,21,19,0,0.8746293123804207,356.0,0.46789772893518755,1
40,21,18,1,0.7492586247608418,365.5,0.7324124091778881,1
40,24,16,0,0.26818725105476915,340.5,0.3501671552697736,4
40,21,19,0,0.8746293123804207,359.0,0.49300504062921424,1
40,22,18,0,0.6358280026288412,405.5,0.9517665189625786,2
40,21,18,1,0.7492586247608418,351.5,0.5910603230915186,1
40,19,21,0,0.8746293123804207,350.0,0.4199516341839975,1
40,19,21,0,0.8746293123804207,338.5,0.3364983592648766,1
40,15,24,1,0.19959086691960698,279.0,0.12135791243377198,5
40,21,19,0,0.8746293123804207,345.0,0.38226331754705767,1
40,17,22,1,0.5223973804968411,365.5,0.7324155414601744,3
40,11,28,1,0.009475304279476404,225.5,0.02168773323443674,9
40,13,27,0,0.03847730828420026,315.5,0.20398182553858057,7
40,15,23,2,0.2558750795433298,272.5,0.15519763897702515,5
40,23,16,1,0.3367836351899315,383.5,0.9277206350392628,3
40,19,21,0,0.8746293123804207,386.5,0.7520818603638233,1
40,18,22,0,0.6358280026288412,302.5,0.14845655735647842,2
40,17,23,0,0.42959050784338615,343.0,0.36775912392557897,3
40,20,20,0,1.0,341.5,0.3571811427006579,0
40,14,26,0,0.0806904677519924,320.0,0.22637711038828046,6
40,18,22,0,0.6358280026288412,332.0,0.2944118809630569,2
40,23,17,0,0.42959050784338615,396.5,0.8559972202868288,3
40,18,22,0,0.6358280026288412,402.0,0.9143653367092703,2
40,13,27,0,0.03847730828420026,286.0,0.09555120151127997,7
40,17,23,0,0.42959050784338615,351.0,0.42772522815146685,3
40,20,19,1,1.0,325.0,0.36424457877148453,0
40,23,17,0,0.42959050784338615,337.0,0.32647594931971957,3
40,16,23,1,0.3367836351899315,349.0,0.5671084865347846,4
40,24,16,0,0.26818725105476915,312.0,0.1877258925906965,4
40,21,19,0,0.8746293123804207,390.0,0.7880402616036524,1
40,18,20,2,0.8714146793645341,314.0,0.4125151588363639,2
40,18,22,0,0.6358280026288412,346.5,0.3933376266299924,2
40,19,21,0,0.8746293123804207,394.0,0.8297029071242905,1
40,18,22,0,0.6358280026288412,374.0,0.6284507648417204,2
40,14,25,1,0.10812902140605732,258.5,0.0664769626181703,6
40,15,23,2,0.2558750795433298,295.5,0.2767215753134543,5
40,20,19,1,1.0,350.5,0.5814674177283626,0
40,15,24,1,0.19959086691960698,283.0,0.1353698013904999,5
40,26,14,0,0.0806904677519924,257.5,0.04036608667993056,6
40,16,24,0,0.26818725105476915,322.0,0.2368431100439824,4
40,21,19,0,0.8746293123804207,350.5,0.4238357905545732,1
40,19,20,1,1.0,321.5,0.3391022313740205,1
40,15,25,0,0.1538599441628321,263.0,0.04815425795608789,5
40,25,15,0,0.1538599441628321,332.5,0.29753417178241115,5
40,21,19,0,0.8746293123804207,388.5,0.7725831512501886,1
40,22,18,0,0.6358280026288412,339.0,0.3398773856965879,2
40,15,22,3,0.3240086000878364,291.0,0.36134185592691526,5
40,19,20,1,1.0,342.0,0.5029182676614955,1
40,21,19,0,0.8746293123804207,382.0,0.7066393743297742,1
40,25,14,1,0.10812902140605732,295.0,0.18489343999700547,5
40,19,21,0,0.8746293123804207,376.0,0.6476421257417084,1
40,19,20,1,1.0,352.5,0.6007479942544989,1
40,30,10,0,0.0022214337732293643,171.0,0.001315656315639787,10
40,17,20,3,0.7428293587290682,349.5,0.9759270269593948,3
40,16,23,1,0.3367836351899315,338.5,0.4723042861664686,4
40,24,16,0,0.26818725105476915,323.0,0.24219752015839702,4
40,22,17,1,0.5223973804968411,305.0,0.23548485486743964,2
40,19,21,0,0.8746293123804207,363.5,0.5319345568489311,1
40,21,19,0,0.8746293123804207,365.0,0.5452277083718865,1
40,16,22,2,0.417692190836533,348.5,0.7496790077382244,4
40,19,21,0,0.8746293123804207,366.0,0.5542275769668137,1
40,18,20,2,0.8714146793645341,303.5,0.33119168689772616,2
40,23,17,0,0.42959050784338615,357.5,0.4803598593458469,3
40,16,24,0,0.26818725105476915,348.5,0.4084095049979428,4
40,19,21,0,0.8746293123804207,385.0,0.736840686515153,1
40,19,21,0,0.8746293123804207,322.5,0.2395123723028183,1
40,20,20,0,1.0,367.5,0.567817964674284,0
40,22,18,0,0.6358280026288412,388.0,0.7674220654119523,2
40,17,22,1,0.5223973804968411,353.5,0.6104886789444002,3
40,15,24,1,0.19959086691960698,299.0,0.20407999244572084,5
40,19,21,0,0.8746293123804207,393.0,0.8192519478709407,1
40,26,12,2,0.03355243967962451,165.0,0.0028774902321262188,6
40,18,22,0,0.6358280026288412,290.0,0.10673039400666638,2
40,18,21,1,0.7492586247608418,310.0,0.26423358289744026,2
40,23,17,0,0.42959050784338615,376.5,0.6524694006621781,3
40,17,23,0,0.42959050784338615,335.5,0.3166119591524872,3
40,20,20,0,1.0,350.5,0.4238200889489123,0
40,21,17,2,0.6271025701571489,320.5,0.4683705347945609,1
40,22,18,0,0.6358280026288412,354.5,0.455631534469778,2
40,18,21,1,0.7492586247608418,390.0,1.0,2
40,18,22,0,0.6358280026288412,395.5,0.8454601032445539,2
40,21,19,0,0.8746293123804207,382.0,0.7066393743297742,1
40,18,22,0,0.6358280026288412,392.0,0.808802885370899,2
40,19,20,1,1.0,341.5,0.4984799936390699,1
40,19,21,0,0.8746293123804207,393.5,0.8244762562481198,1
40,23,15,2,0.2558750795433298,282.0,0.19929262441169038,3
40,17,22,1,0.5223973804968411,380.0,0.8890101958560298,3
40,21,19,0,0.8746293123804207,405.5,0.9517670629804219,1
40,22,18,0,0.6358280026288412,392.0,0.8088177070326457,2
40,22,18,0,0.6358280026288412,314.5,0.19924628797241928,2
40,21,19,0,0.8746293123804207,350.5,0.4238357905545732,1
40,11,28,1,0.009475304279476404,236.5,0.03217767490567998,9
40,23,17,0,0.42959050784338615,361.5,0.5144163044644505,3
40,14,24,2,0.14330665429588407,277.5,0.17741251576999162,6
40,19,20,1,1.0,355.5,0.6301860430473565,1
40,17,23,0,0.42959050784338615,322.0,0.23684840496533377,3
40,21,17,2,0.6271025701571489,283.5,0.20702166062866012,1
40,24,13,3,0.09887174959294498,246.0,0.11142299861355108,4
40,16,23,1,0.3367836351899315,312.0,0.27633799841826356,4
40,17,22,1,0.5223973804968411,367.0,0.7482191860147877,3
40,21,19,0,0.8746293123804207,372.0,0.6094964529511144,1
40,20,18,2,0.8714146793645341,327.0,0.5281121514929166,0
40,19,20,1,1.0,389.0,0.9888647997684334,1
40,21,18,1,0.7492586247608418,302.0,0.219420799837718,1
40,24,16,0,0.26818725105476915,319.5,0.2237869619952556,4
40,17,22,1,0.5223973804968411,347.0,0.5484240334165158,3
40,19,21,0,0.8746293123804207,336.0,0.3198872070204407,1
40,18,20,2,0.8714146793645341,343.5,0.6953480427750252,2
40,24,16,0,0.26818725105476915,364.0,0.5363409999729569,4
40,18,22,0,0.6358280026288412,349.0,0.41220413766255737,2
40,24,16,0,0.26818725105476915,302.0,0.14655965434085405,4
40,23,17,0,0.42959050784338615,339.5,0.34328369113102697,3
40,17,23,0,0.42959050784338615,409.0,0.9892749927167583,3
40,20,19,1,1.0,363.0,0.7063232050438981,0
40,20,20,0,1.0,394.0,0.8297029071242905,0
40,21,19,0,0.8746293123804207,382.5,0.7116477444033092,1
40,18,21,1,0.7492586247608418,325.0,0.36432050075781397,2
40,24,16,0,0.26818725105476915,363.0,0.5275468251268882,4
40,19,20,1,1.0,325.0,0.3643613709936675,1
40,22,18,0,0.6358280026288412,356.0,0.4679128071561096,2
40,18,22,0,0.6358280026288412,385.0,0.7368349633492762,2
40,20,20,0,1.0,349.5,0.41609373871305777,0
40,23,16,1,0.3367836351899315,304.5,0.23279266342721483,3
40,19,21,0,0.8746293123804207,361.0,0.5101184160831627,1
40,19,21,0,0.8746293123804207,316.0,0.20639553326047344,1
40,18,21,1,0.7492586247608418,375.0,0.8341846164712311,2
40,17,22,1,0.5223973804968411,242.0,0.038878986688551956,3
40,19,20,1,1.0,367.0,0.7482251080860178,1
40,19,20,1,1.0,371.0,0.790882875500425,1
40,21,19,0,0.8746293123804207,394.0,0.8297123756962358,1
40,21,17,2,0.6271025701571489,357.5,0.8504537563115312,1
40,17,23,0,0.42959050784338615,377.0,0.6573478317191389,3
40,20,19,1,1.0,354.0,0.6153658898503539,0
40,24,14,2,0.14330665429588407,304.5,0.33845970210661624,4
40,19,21,0,0.8746293123804207,380.0,0.6867389725709697,1
40,19,21,0,0.8746293123804207,408.0,0.9785514388232934,1
40,18,22,0,0.6358280026288412,357.0,0.47620913522626174,2
40,22,18,0,0.6358280026288412,345.0,0.38225794273155,2
40,23,17,0,0.42959050784338615,349.0,0.41225692879315845,3
40,21,19,0,0.8746293123804207,370.5,0.5954373405782779,1
40,18,20,2,0.8714146793645341,323.0,0.4908441738421182,2
40,18,21,1,0.7492586247608418,387.5,0.9721667430677946,2
40,22,18,0,0.6358280026288412,353.0,0.4435486746108488,2
40,17,22,1,0.5223973804968411,319.5,0.3251827410383422,3
40,19,21,0,0.8746293123804207,391.0,0.79841711732178,1
40,19,20,1,1.0,382.5,0.9166385767639766,1
40,22,17,1,0.5223973804968411,381.0,0.900045274388632,2
40,18,22,0,0.6358280026288412,382.0,0.7066425336461077,2
40,16,23,1,0.3367836351899315,342.0,0.5029494593232919,4
40,18,22,0,0.6358280026288412,395.5,0.8454428672034768,2
40,14,26,0,0.0806904677519924,229.5,0.015257482629382592,6
40,12,26,2,0.03355243967962451,262.5,0.11728145461851956,8
40,19,21,0,0.8746293123804207,391.0,0.7983859269187735,1
40,17,23,0,0.42959050784338615,348.5,0.40840421191550436,3
40,12,28,0,0.01658900337497471,231.0,0.016121412359711495,8
40,23,17,0,0.42959050784338615,409.5,0.994637254112159,3
40,17,22,1,0.5223973804968411,313.5,0.2857026426306185,3
40,18,21,1,0.7492586247608418,383.5,0.9277180025890525,2
40,22,17,1,0.5223973804968411,341.0,0.4940836626303755,2
40,24,16,0,0.26818725105476915,322.0,0.23681133850570368,4
40,19,20,1,1.0,375.5,0.839639315825566,1
40,20,19,1,1.0,387.0,0.9666046978991466,0
40,20,20,0,1.0,361.5,0.5144400546729366,0
40,22,17,1,0.5223973804968411,362.0,0.6959648590476308,2
40,21,18,1,0.7492586247608418,337.5,0.46376873890958803,1
40,24,16,0,0.26818725105476915,314.5,0.19924628797241928,4
40,17,23,0,0.42959050784338615,326.5,0.2616658847804456,3
40,17,23,0,0.42959050784338615,339.0,0.3398828395289948,3
40,18,22,0,0.6358280026288412,336.5,0.3231569899915755,2
40,21,17,2,0.6271025701571489,345.5,0.7169252349490798,1
40,23,17,0,0.42959050784338615,326.0,0.2588579825276627,3
40,20,20,0,1.0,402.5,0.9196933688680831,0
40,19,21,0,0.8746293123804207,379.0,0.676881344741179,1
40,29,11,0,0.006426576095691416,182.0,0.002178741541710114,9
40,17,22,1,0.5223973804968411,367.0,0.748192531524494,3
40,14,25,1,0.10812902140605732,319.5,0.3251650730228479,6
40,16,23,1,0.3367836351899315,317.5,0.3116165326487217,4
40,22,18,0,0.6358280026288412,335.5,0.31663381932374657,2
40,26,14,0,0.0806904677519924,217.5,0.009658273561097278,6
40,14,25,1,0.10812902140605732,266.0,0.08352522723289385,6
40,21,18,1,0.7492586247608418,372.0,0.8016388748577762,1
40,25,15,0,0.1538599441628321,355.5,0.4637971765039981,5
40,15,25,0,0.1538599441628321,323.0,0.24222411151524081,5
40,21,17,2,0.6271025701571489,318.5,0.45074840777138114,1
40,26,14,0,0.0806904677519924,296.0,0.12543367098406405,6
40,23,15,2,0.2558750795433298,229.0,0.04014956003606155,3
40,20,20,0,1.0,371.5,0.6047733983956848,0
40,21,19,0,0.8746293123804207,397.5,0.8665690290626071,1
40,24,16,0,0.26818725105476915,263.0,0.04815931284766878,4
40,16,24,0,0.26818725105476915,343.0,0.36780240247083007,4
40,21,19,0,0.8746293123804207,395.0,0.8402071107732995,1
40,16,24,0,0.26818725105476915,341.0,0.3536714510635105,4
40,22,18,0,0.6358280026288412,282.0,0.08533001251261325,2
40,15,24,1,0.19959086691960698,253.5,0.05678657587837005,5
40,18,22,0,0.6358280026288412,391.5,0.8036185257471915,2
40,20,19,1,1.0,348.5,0.5624808058100637,0
40,26,14,0,0.0806904677519924,307.0,0.16617175854472543,6
40,21,19,0,0.8746293123804207,340.5,0.35018347936872074,1
40,17,22,1,0.5223973804968411,350.5,0.5814628185841082,3
40,14,26,0,0.0806904677519924,273.0,0.06554537569934357,6
40,17,22,1,0.5223973804968411,336.5,0.45529318288992937,3
40,14,25,1,0.10812902140605732,314.5,0.2920356463315905,6
40,17,22,1,0.5223973804968411,332.0,0.4182455985701423,3
40,15,24,1,0.19959086691960698,317.0,0.3082853620982142,5
40,17,22,1,0.5223973804968411,324.0,0.357005571349054,3
40,25,15,0,0.1538599441628321,291.0,0.10968229643640648,5
40,15,23,2,0.2558750795433298,242.0,0.06236188972525706,5
40,18,22,0,0.6358280026288412,365.0,0.5451913852720889,2
40,20,20,0,1.0,369.0,0.5815484641594821,0
40,17,23,0,0.42959050784338615,314.5,0.19924628797241928,3
40,21,17,2,0.6271025701571489,279.0,0.18447056638087667,1
40,24,15,1,0.19959086691960698,282.5,0.13354400014420226,4
40,19,21,0,0.8746293123804207,393.5,0.8244723563872032,1
40,19,20,1,1.0,374.0,0.823300695812718,1
40,21,19,0,0.8746293123804207,389.5,0.7828891626310704,1
40,20,20,0,1.0,392.0,0.8088177070326457,0
40,21,17,2,0.6271025701571489,368.5,0.9768594401605657,1
40,20,19,1,1.0,375.0,0.8341905835515977,0
40,16,23,1,0.3367836351899315,331.5,0.414273003962483,4
40,20,19,1,1.0,336.0,0.4510193626401072,0
40,21,19,0,0.8746293123804207,400.0,0.8930604188564352,1
40,23,17,0,0.42959050784338615,338.5,0.3365038160072328,3
40,20,19,1,1.0,371.0,0.7908779023045608,0
40,23,17,0,0.42959050784338615,325.0,0.25322590051195093,3
40,15,24,1,0.19959086691960698,313.0,0.28251272865161126,5
40,19,20,1,1.0,357.0,0.6451345891540827,1
40,19,21,0,0.8746293123804207,404.5,0.9410657070477569,1
40,20,20,0,1.0,383.0,0.7166499911304012,0
40,24,16,0,0.26818725105476915,385.5,0.7419003632972205,4
40,21,19,0,0.8746293123804207,352.0,0.4356084224309227,1
40,18,21,1,0.7492586247608418,360.0,0.6754459130445059,2
40,19,20,1,1.0,361.5,0.6908206350500523,1
40,15,25,0,0.1538599441628321,268.5,0.057156069180174296,5
40,23,16,1,0.3367836351899315,290.0,0.1628395848037657,3
40,23,16,1,0.3367836351899315,346.0,0.5391725379171635,3
40,21,19,0,0.8746293123804207,401.0,0.9037113058756557,1
40,21,17,2,0.6271025701571489,314.0,0.4125397365489528,1
40,24,15,1,0.19959086691960698,357.5,0.6501419238606043,4
40,16,24,0,0.26818725105476915,252.0,0.033677097485187005,4
40,23,16,1,0.3367836351899315,283.0,0.1353793136510764,3
40,18,22,0,0.6358280026288412,380.5,0.6916996129793205,2
40,21,19,0,0.8746293123804207,364.0,0.5363640105702494,1
40,19,20,1,1.0,383.5,0.92772326720188,1
40,18,22,0,0.6358280026288412,336.0,0.31987627722018663,2
40,16,23,1,0.3367836351899315,315.0,0.2952373707175646,4
40,19,20,1,1.0,328.5,0.3907526299562849,1
40,20,20,0,1.0,372.0,0.6094964529511144,0
40,21,18,1,0.7492586247608418,364.0,0.7167088239279151,1
40,17,23,0,0.42959050784338615,408.0,0.978552407469,3
40,23,17,0,0.42959050784338615,350.5,0.4238357905545732,3
40,22,18,0,0.6358280026288412,332.0,0.2944227860573583,2
40,18,22,0,0.6358280026288412,371.5,0.6047774776477388,2
40,19,21,0,0.8746293123804207,329.5,0.2792253841504727,1
40,18,21,1,0.7492586247608418,376.5,0.8505528216899915,2
40,18,22,0,0.6358280026288412,324.5,0.25039657253003555,2
40,21,19,0,0.8746293123804207,345.0,0.3821934343545833,1
40,18,22,0,0.6358280026288412,347.5,0.40082569483682473,2
40,14,26,0,0.0806904677519924,268.0,0.05629429388650904,6
40,21,19,0,0.8746293123804207,330.0,0.28218982818419713,1
40,20,20,0,1.0,387.0,0.7571863039935777,0
