patch,seed,N,arm,k_local,D_max,d_s,delta_rel,n_ejes,PR,ejes_reales,holonomia,gigante,grado_medio,clustering,diam_fin,pasos
2,66106,3500,local_barajado,8,8,3.945,0.055,1,4.571,1,1.032,0.911,19.719,0.0626,5,20
2,66106,3500,local_marco_congelado,8,8,5.871,0.026,0,7.982,0,1.008,0.914,21.006,0.2241,6,20
7,66121,3500,local,8,8,4.338,0.033,1,4.939,1,0.92,0.913,20.847,0.2271,5,20
7,66121,3500,sin_local,-1,8,5.599,0.034,1,5.077,1,0.996,0.907,52.213,0.0864,4,17
7,66121,3500,local_barajado,8,8,3.983,0.052,1,3.93,1,1.194,0.907,19.734,0.0598,5,20
7,66121,3500,local_marco_congelado,8,8,4.701,0.042,0,7.982,0,1.034,0.917,21.101,0.223,6,20
8,66124,3500,local,8,8,4.565,0.04,1,6.717,1,0.91,0.916,21.042,0.214,5,20
8,66124,3500,sin_local,-1,8,5.611,0.038,1,5.736,1,0.914,0.921,52.506,0.0817,4,17
8,66124,3500,local_barajado,8,8,3.981,0.054,1,6.135,1,1.109,0.912,19.762,0.0651,5,20
8,66124,3500,local_marco_congelado,8,8,4.594,0.036,0,7.992,0,1.023,0.901,20.629,0.2256,5,20
11,66133,3500,local,8,8,4.291,0.046,2,6.322,1,1.034,0.915,20.886,0.226,5,20
11,66133,3500,sin_local,-1,8,5.53,0.046,1,4.597,1,0.895,0.907,51.424,0.0826,4,17
11,66133,3500,local_barajado,8,8,3.975,0.054,1,5.203,1,1.104,0.914,19.787,0.0652,5,20
11,66133,3500,local_marco_congelado,8,8,4.693,0.027,0,7.985,0,0.984,0.907,20.95,0.2141,6,20
6,66118,3500,local,8,8,4.823,0.034,1,6.083,1,0.848,0.907,20.897,0.2287,5,20
6,66118,3500,sin_local,-1,8,5.484,0.043,1,5.537,1,0.77,0.899,51.915,0.0793,3,17
6,66118,3500,local_barajado,8,8,3.925,0.055,1,4.793,1,1.245,0.912,19.831,0.0661,5,20
6,66118,3500,local_marco_congelado,8,8,6.448,0.033,0,7.983,0,0.98,0.913,21.511,0.2354,6,20
9,66127,3500,local,8,8,6.282,0.034,1,5.645,1,0.889,0.901,20.933,0.2091,4,20
9,66127,3500,sin_local,-1,8,5.485,0.038,1,5.816,1,0.857,0.907,53.303,0.0817,4,17
9,66127,3500,local_barajado,8,8,4.062,0.054,2,5.539,1,1.184,0.914,19.842,0.0597,5,20
9,66127,3500,local_marco_congelado,8,8,5.76,0.031,0,7.988,0,0.953,0.903,21.017,0.217,5,20
10,66130,3500,local,8,8,6.358,0.026,1,5.469,1,0.944,0.913,21.442,0.223,5,20
10,66130,3500,sin_local,-1,8,5.175,0.043,2,5.996,1,1.013,0.91,52.637,0.0856,3,17
10,66130,3500,local_barajado,8,8,3.962,0.052,1,5.516,1,1.045,0.905,19.626,0.06,5,20
10,66130,3500,local_marco_congelado,8,8,4.738,0.031,0,7.981,0,1.036,0.91,20.728,0.2159,5,20
13,66139,3500,local,8,8,5.326,0.029,1,6.065,1,0.933,0.904,20.875,0.2221,6,20
13,66139,3500,sin_local,-1,8,5.676,0.034,3,6.073,1,0.884,0.909,51.859,0.0775,3,17
13,66139,3500,local_barajado,8,8,3.962,0.053,1,5.488,1,1.106,0.92,19.976,0.0636,5,20
13,66139,3500,local_marco_congelado,8,8,4.726,0.04,0,7.979,0,0.995,0.919,21.421,0.2299,5,20
12,66136,3500,local,8,8,6.001,0.033,2,5.977,1,1.072,0.921,21.311,0.2367,5,20
12,66136,3500,sin_local,-1,8,5.728,0.043,1,5.151,1,0.878,0.916,52.267,0.0831,3,17
12,66136,3500,local_barajado,8,8,3.911,0.049,2,5.866,1,1.057,0.921,20.039,0.0591,5,20
12,66136,3500,local_marco_congelado,8,8,5.57,0.031,0,7.982,0,0.982,0.917,21.221,0.232,5,20
15,66145,3500,local,8,8,5.396,0.03,1,5.576,1,0.926,0.914,21.253,0.2351,6,20
15,66145,3500,sin_local,-1,8,4.476,0.043,2,5.398,1,0.998,0.918,52.854,0.0768,4,17
15,66145,3500,local_barajado,8,8,4.07,0.053,1,5.751,1,1.04,0.911,19.757,0.0592,5,20
15,66145,3500,local_marco_congelado,8,8,6.282,0.028,0,7.986,0,0.934,0.916,21.239,0.2311,5,20
14,66142,3500,local,8,8,4.653,0.035,2,5.244,1,1.142,0.903,20.643,0.2233,5,20
14,66142,3500,sin_local,-1,8,5.524,0.05,1,4.371,1,0.941,0.911,52.459,0.0863,4,17
14,66142,3500,local_barajado,8,8,3.96,0.059,1,5.696,1,1.147,0.909,19.763,0.0606,5,20
14,66142,3500,local_marco_congelado,8,8,5.853,0.039,0,7.988,0,1.03,0.912,21.118,0.2347,6,20
16,66148,3500,local,8,8,4.756,0.034,1,5.704,1,0.937,0.904,20.991,0.2414,5,20
16,66148,3500,sin_local,-1,8,5.524,0.044,2,5.721,1,0.95,0.909,52.59,0.0867,4,17
16,66148,3500,local_barajado,8,8,4.118,0.052,1,6.015,1,1.106,0.908,19.76,0.0625,5,20
16,66148,3500,local_marco_congelado,8,8,6.329,0.016,0,7.984,0,0.927,0.911,20.957,0.229,5,20
17,66151,3500,local,8,8,5.865,0.03,2,5.616,1,0.832,0.908,21.069,0.2248,5,20
17,66151,3500,sin_local,-1,8,5.456,0.042,2,6.568,1,0.938,0.899,52.23,0.0881,3,17
17,66151,3500,local_barajado,8,8,4.008,0.051,1,5.723,1,1.123,0.905,19.545,0.0634,5,20
17,66151,3500,local_marco_congelado,8,8,5.976,0.038,0,7.983,0,1.006,0.904,20.969,0.2291,6,20
19,66157,3500,local,8,8,4.207,0.027,3,6.398,1,0.98,0.898,20.528,0.2256,6,20
19,66157,3500,sin_local,-1,8,5.463,0.038,1,5.536,1,1.145,0.91,48.229,0.0908,4,16
19,66157,3500,local_barajado,8,8,3.999,0.043,1,4.727,1,1.186,0.909,19.722,0.0628,5,20
19,66157,3500,local_marco_congelado,8,8,5.734,0.03,0,7.983,0,1.044,0.914,21.224,0.2313,6,20
21,66163,3500,local,8,8,5.551,0.023,2,6.483,1,1.108,0.909,21.072,0.2186,6,20
21,66163,3500,sin_local,-1,8,5.273,0.045,2,5.247,1,1.006,0.909,52.778,0.0781,4,17
21,66163,3500,local_barajado,8,8,3.901,0.051,1,5.827,1,1.226,0.909,19.707,0.0553,5,20
21,66163,3500,local_marco_congelado,8,8,4.672,0.037,0,7.983,0,1.055,0.91,20.753,0.2193,5,20
18,66154,3500,local,8,8,4.589,0.036,3,6.599,1,0.983,0.91,20.914,0.2179,6,20
18,66154,3500,sin_local,-1,8,5.965,0.041,1,5.581,1,0.817,0.908,51.857,0.0875,4,17
18,66154,3500,local_barajado,8,8,3.971,0.055,1,5.631,1,1.151,0.912,19.802,0.0642,5,20
18,66154,3500,local_marco_congelado,8,8,5.813,0.03,0,7.99,0,0.991,0.915,20.943,0.2331,6,20
20,66160,3500,local,8,8,6.253,0.029,1,5.951,1,0.869,0.924,21.385,0.2364,6,20
20,66160,3500,sin_local,-1,8,5.554,0.041,1,5.489,1,0.882,0.905,51.113,0.0843,4,17
20,66160,3500,local_barajado,8,8,4.113,0.055,2,6.073,1,1.147,0.915,19.81,0.0612,5,20
20,66160,3500,local_marco_congelado,8,8,5.522,0.024,0,7.986,0,1.083,0.913,21.082,0.245,5,20
22,66166,3500,local,8,8,4.717,0.042,1,5.479,1,0.962,0.909,20.857,0.2102,5,20
22,66166,3500,sin_local,-1,8,5.788,0.039,1,5.139,1,0.848,0.916,52.623,0.0859,3,17
22,66166,3500,local_barajado,8,8,4.118,0.052,2,6.303,1,1.15,0.908,19.761,0.0634,5,20
22,66166,3500,local_marco_congelado,8,8,5.597,0.038,0,7.982,0,0.931,0.897,20.771,0.2244,5,20
23,66169,3500,local,8,8,5.497,0.032,1,5.478,1,0.912,0.919,21.122,0.2336,6,20
23,66169,3500,sin_local,-1,8,5.274,0.039,1,5.439,1,1.075,0.915,53.195,0.0802,1,17
23,66169,3500,local_barajado,8,8,3.954,0.042,1,4.858,1,1.017,0.912,19.743,0.0632,5,20
23,66169,3500,local_marco_congelado,8,8,6.504,0.024,0,7.985,0,0.936,0.915,21.067,0.2254,5,20
24,66172,3500,local,8,8,4.782,0.047,2,6.291,1,0.906,0.905,20.733,0.2236,5,20
24,66172,3500,sin_local,-1,8,5.57,0.048,1,5.902,1,0.916,0.905,51.728,0.087,4,17
24,66172,3500,local_barajado,8,8,3.918,0.053,1,5.21,1,1.152,0.915,19.933,0.0612,5,20
24,66172,3500,local_marco_congelado,8,8,4.873,0.024,0,7.983,0,1.032,0.913,21.057,0.2281,6,20
25,66175,3500,local,8,8,5.293,0.032,1,4.276,1,0.898,0.908,21.047,0.2158,5,20
25,66175,3500,sin_local,-1,8,6.079,0.032,2,6.043,1,0.98,0.913,48.422,0.0937,4,16
25,66175,3500,local_barajado,8,8,3.976,0.044,2,5.278,1,1.201,0.907,19.718,0.0605,5,20
25,66175,3500,local_marco_congelado,8,8,5.528,0.029,0,7.983,0,0.97,0.917,20.887,0.2281,5,20
26,66178,3500,local,8,8,4.71,0.038,2,5.934,1,0.932,0.906,20.797,0.2265,6,20
26,66178,3500,sin_local,-1,8,5.524,0.045,1,4.815,1,0.984,0.905,53.112,0.0728,4,17
26,66178,3500,local_barajado,8,8,3.951,0.054,1,5.241,1,1.017,0.909,19.797,0.0648,5,20
26,66178,3500,local_marco_congelado,8,8,5.584,0.025,0,7.979,0,0.983,0.909,20.807,0.2124,5,20
27,66181,3500,local,8,8,5.489,0.04,1,5.598,1,0.98,0.904,20.962,0.2086,6,20
27,66181,3500,sin_local,-1,8,5.464,0.044,1,5.238,1,0.888,0.914,52.123,0.0882,4,17
27,66181,3500,local_barajado,8,8,4.102,0.047,2,5.106,1,1.119,0.904,19.601,0.0579,5,20
27,66181,3500,local_marco_congelado,8,8,4.8,0.046,0,7.983,0,0.921,0.916,21.072,0.2176,5,20
28,66184,3500,local,8,8,4.681,0.033,1,6.009,1,0.965,0.907,20.848,0.2201,6,20
28,66184,3500,sin_local,-1,8,5.197,0.044,1,5.379,1,0.843,0.908,52.018,0.0835,4,17
28,66184,3500,local_barajado,8,8,4.093,0.049,2,6.33,1,1.133,0.913,19.771,0.0595,5,20
28,66184,3500,local_marco_congelado,8,8,4.683,0.032,0,7.98,0,0.984,0.911,20.857,0.23,5,20
29,66187,3500,local,8,8,5.462,0.04,1,6.158,1,0.997,0.916,21.214,0.2221,6,20
29,66187,3500,sin_local,-1,8,5.091,0.041,1,6.211,1,0.847,0.905,51.856,0.0798,4,17
29,66187,3500,local_barajado,8,8,3.984,0.052,1,4.872,1,1.076,0.907,19.712,0.0609,5,20
29,66187,3500,local_marco_congelado,8,8,4.91,0.032,0,7.984,0,0.934,0.916,21.005,0.2272,6,20
30,66190,3500,local,8,8,5.207,0.038,4,6.648,1,0.857,0.913,21.262,0.2222,5,20
30,66190,3500,sin_local,-1,8,5.661,0.047,2,5.331,1,0.879,0.909,52.23,0.0837,4,17
30,66190,3500,local_barajado,8,8,3.976,0.051,1,4.93,1,1.205,0.899,19.503,0.0628,5,20
30,66190,3500,local_marco_congelado,8,8,6.505,0.026,0,7.984,0,1.049,0.91,20.977,0.2369,6,20
32,66196,3500,local,8,8,4.673,0.031,2,6.028,1,1.017,0.913,20.922,0.215,5,20
32,66196,3500,sin_local,-1,8,5.547,0.042,2,4.554,1,0.81,0.92,53.262,0.0822,4,17
32,66196,3500,local_barajado,8,8,4.029,0.054,2,6.074,1,1.094,0.906,19.661,0.06,5,20
32,66196,3500,local_marco_congelado,8,8,5.79,0.04,0,7.983,0,0.934,0.905,20.787,0.2299,5,20
31,66193,3500,local,8,8,4.842,0.033,2,6.121,1,0.915,0.909,20.663,0.2271,6,20
31,66193,3500,sin_local,-1,8,5.586,0.04,1,4.733,1,0.917,0.907,51.403,0.0801,4,17
31,66193,3500,local_barajado,8,8,3.906,0.052,1,5.652,1,1.156,0.914,19.853,0.0626,5,20
31,66193,3500,local_marco_congelado,8,8,5.66,0.043,0,7.984,0,0.955,0.916,21.626,0.2244,5,20
34,66202,3500,local,8,8,4.813,0.043,2,6.163,1,0.971,0.911,21.154,0.2227,5,20
34,66202,3500,sin_local,-1,8,5.656,0.047,1,4.879,1,0.973,0.912,52.163,0.0834,4,17
34,66202,3500,local_barajado,8,8,3.943,0.056,1,5.256,1,1.141,0.907,19.597,0.0639,5,20
34,66202,3500,local_marco_congelado,8,8,5.005,0.029,0,7.976,0,1.026,0.913,21.133,0.2201,6,20
33,66199,3500,local,8,8,5.128,0.034,2,6.332,1,0.932,0.91,21.345,0.2195,5,20
33,66199,3500,sin_local,-1,8,5.592,0.045,1,5.227,1,0.819,0.911,52.626,0.0856,4,17
33,66199,3500,local_barajado,8,8,4.086,0.052,1,5.117,1,1.018,0.912,19.837,0.0578,5,20
33,66199,3500,local_marco_congelado,8,8,5.81,0.033,0,7.984,0,0.947,0.914,20.985,0.227,5,20
35,66205,3500,local,8,8,6.24,0.03,1,5.248,1,0.899,0.912,21.224,0.2213,5,20
35,66205,3500,sin_local,-1,8,5.825,0.041,2,5.688,1,1.016,0.916,52.663,0.0821,4,17
35,66205,3500,local_barajado,8,8,3.971,0.052,2,5.676,1,1.195,0.916,19.856,0.0598,5,20
35,66205,3500,local_marco_congelado,8,8,5.435,0.036,0,7.978,0,1.0,0.911,21.229,0.2288,6,20
36,66208,3500,local,8,8,4.642,0.034,1,6.295,1,0.941,0.92,21.078,0.2347,6,20
36,66208,3500,sin_local,-1,8,5.853,0.034,2,6.338,1,0.828,0.907,51.345,0.0886,4,17
36,66208,3500,local_barajado,8,8,4.007,0.05,1,4.974,1,1.073,0.904,19.685,0.0608,5,20
36,66208,3500,local_marco_congelado,8,8,4.508,0.041,0,7.985,0,0.962,0.908,20.75,0.2313,5,20
39,66217,3500,local,8,8,5.771,0.041,1,6.582,1,0.843,0.908,20.976,0.2195,5,20
39,66217,3500,sin_local,-1,8,5.324,0.044,1,5.985,1,0.867,0.909,52.935,0.0827,4,17
39,66217,3500,local_barajado,8,8,3.95,0.042,1,4.935,1,1.185,0.915,19.799,0.0625,5,20
39,66217,3500,local_marco_congelado,8,8,4.697,0.039,0,7.985,0,1.026,0.912,20.883,0.2238,5,20
37,66211,3500,local,8,8,5.889,0.032,1,4.77,1,0.938,0.908,21.216,0.2353,5,20
37,66211,3500,sin_local,-1,8,5.6,0.043,2,5.304,1,0.906,0.913,52.999,0.0794,3,17
37,66211,3500,local_barajado,8,8,3.959,0.052,1,5.342,1,0.951,0.904,19.523,0.0679,5,20
37,66211,3500,local_marco_congelado,8,8,5.948,0.031,0,7.986,0,0.862,0.905,21.128,0.2308,5,20
38,66214,3500,local,8,8,6.115,0.032,1,5.555,1,0.85,0.92,21.529,0.2316,5,20
38,66214,3500,sin_local,-1,8,5.469,0.041,1,4.7,1,0.871,0.918,53.425,0.0772,4,17
38,66214,3500,local_barajado,8,8,3.974,0.054,1,5.968,1,1.086,0.914,19.865,0.0596,5,20
38,66214,3500,local_marco_congelado,8,8,5.715,0.038,0,7.986,0,1.131,0.913,20.991,0.2198,6,20
