patch,seed,N,arm,k_local,D_max,d_s,delta_rel,n_ejes,PR,ejes_reales,holonomia,gigante,grado_medio,clustering,diam_fin,pasos
24,66172,5000,local,3,8,0.202,nan,0,7.809,0,1.359,0.012,8.154,0.6915,2,20
24,66172,5000,sin_local,-1,8,5.823,0.041,2,5.945,1,0.922,0.915,52.429,0.077,4,17
24,66172,5000,local_barajado,3,8,2.58,0.033,0,7.706,0,1.009,0.893,7.702,0.2078,23,20
24,66172,5000,local_marco_congelado,3,8,0.392,0.01,0,7.985,0,0.454,0.011,8.092,0.7089,3,20
25,66175,5000,local,3,8,0.306,nan,0,7.788,0,0.596,0.022,8.121,0.6487,3,20
25,66175,5000,sin_local,-1,8,5.9,0.04,2,6.163,1,0.95,0.912,52.988,0.0772,4,17
25,66175,5000,local_barajado,3,8,2.556,0.042,0,7.751,0,1.013,0.89,7.604,0.1974,20,20
25,66175,5000,local_marco_congelado,3,8,0.21,nan,0,7.988,0,0.701,0.011,8.093,0.6779,4,20
26,66178,5000,local,3,8,0.266,nan,0,7.742,0,0.133,0.012,8.124,0.6677,1,20
26,66178,5000,sin_local,-1,8,4.094,0.039,1,6.107,1,1.016,0.912,52.744,0.0722,4,17
26,66178,5000,local_barajado,3,8,2.447,0.045,0,7.56,0,1.0,0.893,7.72,0.2103,20,20
26,66178,5000,local_marco_congelado,3,8,0.352,nan,0,7.991,0,0.96,0.011,8.103,0.6571,3,20
27,66181,5000,local,3,8,0.251,nan,0,7.838,0,0.528,0.012,8.039,0.6945,4,20
27,66181,5000,sin_local,-1,8,5.971,0.042,1,6.068,1,0.932,0.907,52.78,0.0797,4,17
27,66181,5000,local_barajado,3,8,2.549,0.046,0,7.718,0,1.034,0.897,7.733,0.1963,18,20
27,66181,5000,local_marco_congelado,3,8,0.469,nan,0,7.988,0,1.319,0.012,8.136,0.6652,3,20
29,66187,5000,local,3,8,0.227,nan,0,7.839,0,1.439,0.011,8.031,0.6982,2,20
29,66187,5000,sin_local,-1,8,5.508,0.04,3,6.158,1,0.921,0.907,52.077,0.0771,4,17
29,66187,5000,local_barajado,3,8,2.511,0.043,0,7.665,0,1.066,0.891,7.719,0.2064,19,20
29,66187,5000,local_marco_congelado,3,8,0.295,0.005,0,7.988,0,0.602,0.016,8.154,0.6743,2,20
28,66184,5000,local,3,8,0.288,nan,0,7.886,0,1.295,0.009,8.087,0.6958,5,20
28,66184,5000,sin_local,-1,8,5.819,0.043,2,6.426,1,1.044,0.914,53.367,0.074,4,17
28,66184,5000,local_barajado,3,8,2.453,0.04,0,7.696,0,0.996,0.881,7.61,0.2017,21,20
28,66184,5000,local_marco_congelado,3,8,0.223,nan,0,7.989,0,0.149,0.009,8.176,0.7028,6,20
30,66190,5000,local,3,8,0.364,nan,0,7.815,0,0.348,0.016,8.166,0.6921,2,20
30,66190,5000,sin_local,-1,8,5.819,0.037,1,6.369,1,0.876,0.912,52.835,0.0859,4,17
30,66190,5000,local_barajado,3,8,2.454,0.04,0,7.67,0,1.029,0.89,7.659,0.2152,21,20
30,66190,5000,local_marco_congelado,3,8,0.451,nan,0,7.992,0,nan,0.017,8.116,0.6879,4,20
31,66193,5000,local,3,8,0.347,nan,0,7.809,0,0.28,0.011,8.055,0.7027,3,20
31,66193,5000,sin_local,-1,8,5.699,0.033,1,6.307,1,0.963,0.909,52.688,0.0771,4,17
31,66193,5000,local_barajado,3,8,2.474,0.046,0,7.734,0,1.053,0.892,7.682,0.2203,22,20
31,66193,5000,local_marco_congelado,3,8,0.251,0.008,0,7.99,0,0.669,0.01,8.135,0.678,4,20
32,66196,5000,local,3,8,0.203,nan,0,7.679,0,0.21,0.009,8.102,0.6676,5,20
32,66196,5000,sin_local,-1,8,5.658,0.039,2,6.431,1,1.115,0.919,53.21,0.0773,4,17
32,66196,5000,local_barajado,3,8,2.497,0.044,0,7.689,0,1.089,0.882,7.627,0.199,19,20
32,66196,5000,local_marco_congelado,3,8,0.491,nan,0,7.99,0,nan,0.021,8.191,0.6709,2,20
33,66199,5000,local,3,8,0.197,nan,0,7.765,0,0.691,0.009,8.094,0.6777,2,20
33,66199,5000,sin_local,-1,8,5.998,0.037,1,5.92,1,0.891,0.911,53.093,0.0786,4,17
33,66199,5000,local_barajado,3,8,2.484,0.043,0,7.673,0,0.986,0.89,7.699,0.203,22,20
33,66199,5000,local_marco_congelado,3,8,0.316,nan,0,7.983,0,0.896,0.013,8.122,0.6951,2,20
34,66202,5000,local,3,8,0.28,nan,0,7.778,0,0.991,0.009,8.142,0.6679,2,20
34,66202,5000,sin_local,-1,8,5.665,0.044,2,5.801,1,0.866,0.912,52.667,0.0772,4,17
34,66202,5000,local_barajado,3,8,2.416,0.039,0,7.65,0,0.998,0.882,7.59,0.2356,20,20
34,66202,5000,local_marco_congelado,3,8,0.314,nan,0,7.987,0,0.449,0.016,8.04,0.6833,2,20
35,66205,5000,local,3,8,0.275,nan,0,7.837,0,0.42,0.011,8.018,0.6939,2,20
35,66205,5000,sin_local,-1,8,6.158,0.03,1,5.831,1,1.077,0.912,52.381,0.0799,4,17
35,66205,5000,local_barajado,3,8,2.489,0.045,0,7.685,0,1.069,0.888,7.715,0.208,19,20
35,66205,5000,local_marco_congelado,3,8,0.211,nan,0,7.993,0,0.906,0.012,8.096,0.6953,6,20
36,66208,5000,local,3,8,0.335,nan,0,7.727,0,0.263,0.014,8.09,0.6912,2,20
36,66208,5000,sin_local,-1,8,5.78,0.04,2,5.821,1,1.036,0.906,51.878,0.0797,4,17
36,66208,5000,local_barajado,3,8,2.484,0.041,0,7.686,0,1.037,0.887,7.648,0.2043,1,20
36,66208,5000,local_marco_congelado,3,8,0.235,nan,0,7.991,0,0.857,0.01,8.136,0.6992,3,20
38,66214,5000,local,3,8,0.205,nan,0,7.868,0,0.323,0.014,8.061,0.6773,15,20
38,66214,5000,sin_local,-1,8,5.829,0.034,1,6.098,1,0.903,0.916,53.191,0.0758,5,17
38,66214,5000,local_barajado,3,8,2.564,0.042,0,7.627,0,1.011,0.88,7.602,0.1982,1,20
38,66214,5000,local_marco_congelado,3,8,0.261,nan,0,7.988,0,0.658,0.01,7.999,0.6768,2,20
37,66211,5000,local,3,8,0.246,nan,0,7.811,0,0.437,0.009,8.131,0.7148,2,20
37,66211,5000,sin_local,-1,8,6.084,0.043,1,5.361,1,0.915,0.912,53.077,0.0825,4,17
37,66211,5000,local_barajado,3,8,2.392,0.048,0,7.707,0,1.034,0.882,7.635,0.2294,18,20
37,66211,5000,local_marco_congelado,3,8,0.314,nan,0,7.992,0,0.544,0.009,8.147,0.6713,5,20
39,66217,5000,local,3,8,0.346,nan,0,7.807,0,0.635,0.009,8.146,0.7068,3,20
39,66217,5000,sin_local,-1,8,6.038,0.036,3,5.952,1,1.057,0.912,52.379,0.0792,4,17
39,66217,5000,local_barajado,3,8,2.49,0.039,0,7.657,0,1.048,0.893,7.626,0.2026,20,20
39,66217,5000,local_marco_congelado,3,8,0.266,nan,0,7.993,0,1.082,0.011,8.15,0.6845,3,20
