patch,seed,N,arm,k_local,D_max,d_s,delta_rel,n_ejes,PR,ejes_reales,holonomia,gigante,grado_medio,clustering,diam_fin,pasos
4,66112,5000,local,3,8,0.336,nan,0,7.778,0,0.755,0.012,8.124,0.7102,3,20
4,66112,5000,sin_local,-1,8,5.519,0.044,1,6.382,1,1.028,0.913,48.282,0.0801,4,16
4,66112,5000,local_barajado,3,8,2.542,0.043,0,7.779,0,1.032,0.892,7.622,0.2211,19,20
4,66112,5000,local_marco_congelado,3,8,0.219,nan,0,7.987,0,0.18,0.01,8.098,0.71,2,20
3,66109,5000,local,3,8,0.348,nan,0,7.763,0,nan,0.014,8.064,0.7051,8,20
3,66109,5000,sin_local,-1,8,5.68,0.037,1,6.123,1,0.92,0.913,51.533,0.0838,4,17
3,66109,5000,local_barajado,3,8,2.434,0.046,0,7.629,0,0.994,0.896,7.634,0.1949,17,20
3,66109,5000,local_marco_congelado,3,8,0.291,nan,0,7.99,0,0.877,0.015,8.037,0.7134,3,20
1,66103,5000,local,3,8,0.273,nan,0,7.787,0,0.0,0.01,8.0,0.6708,4,20
1,66103,5000,sin_local,-1,8,5.764,0.031,2,5.91,1,1.065,0.913,52.522,0.0798,4,17
1,66103,5000,local_barajado,3,8,2.414,0.044,0,7.721,0,1.052,0.894,7.635,0.2082,21,20
1,66103,5000,local_marco_congelado,3,8,0.287,nan,0,7.989,0,0.126,0.01,8.024,0.6662,2,20
2,66106,5000,local,3,8,0.246,nan,0,7.861,0,0.949,0.011,8.125,0.6756,4,20
2,66106,5000,sin_local,-1,8,6.046,0.03,1,6.441,1,0.954,0.918,52.789,0.0817,5,17
2,66106,5000,local_barajado,3,8,2.528,0.046,0,7.656,0,1.066,0.895,7.677,0.2071,18,20
2,66106,5000,local_marco_congelado,3,8,0.193,nan,0,7.986,0,0.226,0.009,8.053,0.6843,2,20
5,66115,5000,local,3,8,0.273,nan,0,7.802,0,0.423,0.01,8.108,0.684,2,20
5,66115,5000,sin_local,-1,8,6.047,0.04,1,6.362,1,0.906,0.908,52.152,0.0796,4,17
5,66115,5000,local_barajado,3,8,2.506,0.043,0,7.699,0,1.027,0.895,7.682,0.2068,22,20
5,66115,5000,local_marco_congelado,3,8,0.218,nan,0,7.989,0,1.432,0.009,8.002,0.6873,5,20
0,66100,5000,local,3,8,0.266,nan,0,7.912,0,nan,0.011,8.123,0.7012,4,20
0,66100,5000,sin_local,-1,8,6.19,0.037,1,6.042,1,0.969,0.91,52.041,0.0815,4,17
0,66100,5000,local_barajado,3,8,2.408,0.044,0,7.667,0,1.064,0.886,7.606,0.2035,1,20
0,66100,5000,local_marco_congelado,3,8,0.298,nan,0,7.989,0,1.243,0.013,8.151,0.69,2,20
6,66118,5000,local,3,8,0.218,nan,0,7.882,0,0.663,0.01,8.111,0.6948,2,20
6,66118,5000,sin_local,-1,8,5.89,0.035,2,6.199,1,1.062,0.91,52.225,0.0808,4,17
6,66118,5000,local_barajado,3,8,2.445,0.04,0,7.679,0,0.999,0.884,7.578,0.1934,22,20
6,66118,5000,local_marco_congelado,3,8,0.208,nan,0,7.985,0,0.403,0.008,8.062,0.69,3,20
7,66121,5000,local,3,8,0.323,nan,0,7.791,0,0.18,0.011,8.149,0.6916,2,20
7,66121,5000,sin_local,-1,8,5.822,0.042,1,6.211,1,0.802,0.911,52.812,0.0765,4,17
7,66121,5000,local_barajado,3,8,2.388,0.039,0,7.438,0,1.048,0.89,7.64,0.2047,20,20
7,66121,5000,local_marco_congelado,3,8,0.214,nan,0,7.99,0,2.161,0.01,8.122,0.6811,2,20
8,66124,5000,local,3,8,0.23,0.012,0,7.79,0,0.495,0.012,8.182,0.7044,2,20
8,66124,5000,sin_local,-1,8,5.988,0.041,1,6.006,1,0.903,0.909,52.58,0.0816,4,17
8,66124,5000,local_barajado,3,8,2.453,0.041,0,7.6,0,0.967,0.894,7.67,0.1944,22,20
8,66124,5000,local_marco_congelado,3,8,0.258,nan,0,7.991,0,0.896,0.015,8.115,0.6833,2,20
10,66130,5000,local,3,8,0.327,nan,0,7.859,0,0.524,0.008,8.135,0.6833,2,20
10,66130,5000,sin_local,-1,8,5.958,0.039,1,5.142,1,1.08,0.909,53.138,0.0784,4,17
10,66130,5000,local_barajado,3,8,2.496,0.038,0,7.6,0,1.052,0.895,7.693,0.2213,22,20
10,66130,5000,local_marco_congelado,3,8,0.247,nan,0,7.988,0,nan,0.011,8.119,0.6633,8,20
9,66127,5000,local,3,8,0.213,nan,0,7.852,0,nan,0.014,8.071,0.661,3,20
9,66127,5000,sin_local,-1,8,6.181,0.044,1,5.912,1,0.936,0.904,52.007,0.0887,4,17
9,66127,5000,local_barajado,3,8,2.414,0.043,0,7.663,0,0.967,0.883,7.548,0.2024,19,20
9,66127,5000,local_marco_congelado,3,8,0.23,nan,0,7.993,0,nan,0.013,8.086,0.6567,7,20
11,66133,5000,local,3,8,0.421,nan,0,7.885,0,0.824,0.014,8.126,0.7071,2,20
11,66133,5000,sin_local,-1,8,5.904,0.043,1,5.14,1,1.006,0.912,52.307,0.0854,4,17
11,66133,5000,local_barajado,3,8,2.534,0.045,0,7.711,0,1.011,0.892,7.663,0.2121,18,20
11,66133,5000,local_marco_congelado,3,8,0.334,nan,0,7.986,0,0.733,0.01,8.075,0.6723,3,20
12,66136,5000,local,3,8,0.328,nan,0,7.864,0,0.498,0.009,8.059,0.6862,3,20
12,66136,5000,sin_local,-1,8,5.748,0.033,1,4.795,1,0.916,0.913,52.504,0.0794,4,17
12,66136,5000,local_barajado,3,8,2.509,0.042,0,7.641,0,1.021,0.891,7.622,0.1951,20,20
12,66136,5000,local_marco_congelado,3,8,0.287,0.011,0,7.989,0,0.804,0.013,8.169,0.6904,1,20
14,66142,5000,local,3,8,0.278,nan,0,7.854,0,1.065,0.012,8.042,0.6521,3,20
14,66142,5000,sin_local,-1,8,5.76,0.04,1,5.933,1,0.887,0.913,53.233,0.0755,4,17
14,66142,5000,local_barajado,3,8,2.484,0.041,0,7.648,0,1.005,0.884,7.646,0.2106,22,20
14,66142,5000,local_marco_congelado,3,8,0.207,nan,0,7.987,0,2.183,0.013,8.077,0.6609,2,20
13,66139,5000,local,3,8,0.311,nan,0,7.768,0,0.315,0.012,8.12,0.699,2,20
13,66139,5000,sin_local,-1,8,5.999,0.043,2,5.561,1,0.835,0.913,52.467,0.0848,4,17
13,66139,5000,local_barajado,3,8,2.493,0.044,0,7.745,0,1.085,0.883,7.591,0.1978,21,20
13,66139,5000,local_marco_congelado,3,8,0.342,nan,0,7.984,0,0.407,0.008,8.022,0.7153,5,20
16,66148,5000,local,3,8,0.261,nan,0,7.767,0,0.045,0.008,8.062,0.6993,4,20
16,66148,5000,sin_local,-1,8,5.815,0.041,2,5.535,1,1.021,0.902,52.284,0.0756,4,17
16,66148,5000,local_barajado,3,8,2.506,0.047,0,7.619,0,1.011,0.893,7.68,0.2102,17,20
16,66148,5000,local_marco_congelado,3,8,0.185,nan,0,7.99,0,1.088,0.01,8.081,0.7072,2,20
15,66145,5000,local,3,8,0.305,nan,0,7.857,0,0.698,0.013,8.007,0.6687,2,20
15,66145,5000,sin_local,-1,8,5.977,0.037,1,5.679,1,0.808,0.91,51.625,0.084,4,17
15,66145,5000,local_barajado,3,8,2.455,0.046,0,7.661,0,0.991,0.884,7.548,0.1957,19,20
15,66145,5000,local_marco_congelado,3,8,0.283,nan,0,7.992,0,1.316,0.011,8.166,0.6987,3,20
17,66151,5000,local,3,8,0.335,nan,0,7.84,0,0.1,0.011,7.966,0.6864,5,20
17,66151,5000,sin_local,-1,8,5.724,0.037,1,5.621,1,0.977,0.915,53.379,0.0794,4,17
17,66151,5000,local_barajado,3,8,2.462,0.045,0,7.605,0,0.95,0.891,7.692,0.209,20,20
17,66151,5000,local_marco_congelado,3,8,0.213,0.009,0,7.99,0,0.672,0.011,8.086,0.678,2,20
18,66154,5000,local,3,8,0.205,nan,0,7.845,0,0.514,0.009,8.132,0.6894,3,20
18,66154,5000,sin_local,-1,8,5.824,0.037,1,5.754,1,0.912,0.907,52.356,0.0858,4,17
18,66154,5000,local_barajado,3,8,2.497,0.048,0,7.71,0,1.053,0.894,7.715,0.2114,19,20
18,66154,5000,local_marco_congelado,3,8,0.375,0.006,0,7.987,0,0.653,0.013,8.122,0.6838,5,20
19,66157,5000,local,3,8,0.28,nan,0,7.742,0,nan,0.011,8.166,0.6863,2,20
19,66157,5000,sin_local,-1,8,5.879,0.043,1,5.834,1,1.043,0.913,53.225,0.0816,4,17
19,66157,5000,local_barajado,3,8,2.499,0.044,1,7.396,1,1.067,0.882,7.655,0.199,20,20
19,66157,5000,local_marco_congelado,3,8,0.363,nan,0,7.993,0,0.552,0.013,8.107,0.7057,2,20
20,66160,5000,local,3,8,0.253,nan,0,7.836,0,nan,0.01,7.994,0.7001,4,20
20,66160,5000,sin_local,-1,8,5.785,0.041,3,6.247,1,0.974,0.911,52.905,0.083,4,17
20,66160,5000,local_barajado,3,8,2.461,0.041,0,7.678,0,1.098,0.893,7.709,0.2035,20,20
20,66160,5000,local_marco_congelado,3,8,0.281,nan,0,7.992,0,0.378,0.01,8.157,0.6611,2,20
22,66166,5000,local,3,8,0.254,nan,0,7.759,0,nan,0.017,8.109,0.6611,2,20
22,66166,5000,sin_local,-1,8,5.636,0.038,1,5.796,1,0.926,0.913,52.396,0.0808,4,17
22,66166,5000,local_barajado,3,8,2.603,0.038,0,7.787,0,1.002,0.885,7.668,0.206,22,20
22,66166,5000,local_marco_congelado,3,8,0.312,nan,0,7.99,0,1.021,0.012,8.146,0.7106,5,20
21,66163,5000,local,3,8,0.406,0.002,0,7.828,0,1.154,0.012,8.078,0.6742,7,20
21,66163,5000,sin_local,-1,8,5.882,0.035,1,6.096,1,0.845,0.909,51.406,0.0827,3,17
21,66163,5000,local_barajado,3,8,2.474,0.039,0,7.715,0,0.996,0.893,7.661,0.2195,23,20
21,66163,5000,local_marco_congelado,3,8,0.196,nan,0,7.991,0,1.224,0.01,8.152,0.6734,5,20
23,66169,5000,local,3,8,0.322,0.004,0,7.841,0,1.496,0.017,8.105,0.669,2,20
23,66169,5000,sin_local,-1,8,5.841,0.035,1,6.051,1,1.028,0.902,52.588,0.076,4,17
23,66169,5000,local_barajado,3,8,2.604,0.04,0,7.605,0,0.989,0.895,7.657,0.2071,21,20
23,66169,5000,local_marco_congelado,3,8,0.336,nan,0,7.989,0,0.652,0.013,8.122,0.6621,2,20
