patch,seed,N,arm,k_local,D_max,d_s,delta_rel,n_ejes,PR,ejes_reales,holonomia,gigante,grado_medio,clustering,diam_fin,pasos
3,66109,3500,local,5,8,2.806,0.033,0,7.562,0,0.858,0.912,13.08,0.4632,16,20
3,66109,3500,sin_local,-1,8,5.298,0.043,1,5.852,1,0.974,0.907,52.648,0.0821,1,17
3,66109,3500,local_barajado,5,8,2.965,0.055,1,6.932,1,1.14,0.907,12.619,0.1049,7,20
3,66109,3500,local_marco_congelado,5,8,2.666,0.028,0,7.983,0,1.014,0.909,13.179,0.4755,16,20
0,66100,3500,local,5,8,2.821,0.025,1,6.949,1,0.941,0.909,13.089,0.4289,16,20
0,66100,3500,sin_local,-1,8,5.433,0.045,1,4.881,1,0.879,0.913,52.646,0.081,4,17
0,66100,3500,local_barajado,5,8,2.99,0.052,1,6.637,1,1.08,0.913,12.646,0.1194,7,20
0,66100,3500,local_marco_congelado,5,8,2.73,0.035,0,7.987,0,1.082,0.89,12.965,0.4573,13,20
4,66112,3500,local,5,8,2.789,0.031,3,7.108,1,0.869,0.895,13.193,0.446,15,20
4,66112,3500,sin_local,-1,8,5.38,0.043,1,6.012,1,1.041,0.905,52.669,0.0796,4,17
4,66112,3500,local_barajado,5,8,3.394,0.054,1,6.778,1,1.185,0.911,12.595,0.1057,7,20
4,66112,3500,local_marco_congelado,5,8,2.769,0.028,0,7.981,0,1.021,0.906,13.003,0.4467,17,20
5,66115,3500,local,5,8,2.556,0.026,0,7.286,0,0.937,0.913,13.175,0.4659,19,20
5,66115,3500,sin_local,-1,8,5.484,0.041,2,5.459,1,0.881,0.918,52.88,0.077,4,17
5,66115,3500,local_barajado,5,8,2.916,0.053,1,6.904,1,1.195,0.908,12.613,0.1056,7,20
5,66115,3500,local_marco_congelado,5,8,2.972,0.024,0,7.988,0,1.049,0.886,13.079,0.4634,17,20
1,66103,3500,local,5,8,3.1,0.025,0,7.404,0,0.891,0.897,13.071,0.4562,17,20
1,66103,3500,sin_local,-1,8,5.926,0.046,2,5.042,1,0.821,0.91,52.923,0.083,4,17
1,66103,3500,local_barajado,5,8,3.001,0.053,3,6.528,1,1.178,0.906,12.622,0.1042,7,20
1,66103,3500,local_marco_congelado,5,8,2.556,0.031,0,7.984,0,1.048,0.908,13.085,0.4691,16,20
2,66106,3500,local,5,8,2.84,0.027,0,7.402,0,0.909,0.907,12.872,0.4699,18,20
