point_id,w_grav,w_strong,w_em,w_weak,w_exp,w_cool,alc,dmax_grav,seed,acople,phys,viable_d1,acelera_d1,viable_d2,acelera_d2,viable_d3,acelera_d3,viable_d4,acelera_d4,viable_curv,acelera_curv,corr_ok
1318,0.08321135956794024,0.3021108629181981,0.014032067731022835,0.13019299320876598,0.35258044488728046,0.1332925595343113,0.22907300759106874,3,0,grado,0,0,0,0,0,0,0,0,0,0,0,1
1318,0.08321135956794024,0.3021108629181981,0.014032067731022835,0.13019299320876598,0.35258044488728046,0.1332925595343113,0.22907300759106874,3,0,null_peso,0,0,0,0,0,0,0,1,0,1,0,1
1318,0.08321135956794024,0.3021108629181981,0.014032067731022835,0.13019299320876598,0.35258044488728046,0.1332925595343113,0.22907300759106874,3,1,peso,0,0,0,0,0,0,0,0,0,1,0,1
1318,0.08321135956794024,0.3021108629181981,0.014032067731022835,0.13019299320876598,0.35258044488728046,0.1332925595343113,0.22907300759106874,3,1,grado,0,0,0,1,1,0,0,0,0,1,0,1
1318,0.08321135956794024,0.3021108629181981,0.014032067731022835,0.13019299320876598,0.35258044488728046,0.1332925595343113,0.22907300759106874,3,1,null_peso,0,0,0,0,0,0,0,0,0,1,0,1
1318,0.08321135956794024,0.3021108629181981,0.014032067731022835,0.13019299320876598,0.35258044488728046,0.1332925595343113,0.22907300759106874,3,2,peso,0,0,0,1,1,0,0,0,0,1,0,1
1318,0.08321135956794024,0.3021108629181981,0.014032067731022835,0.13019299320876598,0.35258044488728046,0.1332925595343113,0.22907300759106874,3,2,grado,0,0,0,0,0,0,0,0,0,1,0,1
1318,0.08321135956794024,0.3021108629181981,0.014032067731022835,0.13019299320876598,0.35258044488728046,0.1332925595343113,0.22907300759106874,3,2,null_peso,0,0,0,0,0,0,0,0,0,1,0,1
1318,0.08321135956794024,0.3021108629181981,0.014032067731022835,0.13019299320876598,0.35258044488728046,0.1332925595343113,0.22907300759106874,3,3,peso,0,0,0,0,0,0,0,0,0,1,1,1
1318,0.08321135956794024,0.3021108629181981,0.014032067731022835,0.13019299320876598,0.35258044488728046,0.1332925595343113,0.22907300759106874,3,3,grado,0,0,0,1,0,0,0,0,0,1,1,1
1318,0.08321135956794024,0.3021108629181981,0.014032067731022835,0.13019299320876598,0.35258044488728046,0.1332925595343113,0.22907300759106874,3,3,null_peso,0,0,0,0,0,0,0,1,0,1,0,1
1318,0.08321135956794024,0.3021108629181981,0.014032067731022835,0.13019299320876598,0.35258044488728046,0.1332925595343113,0.22907300759106874,3,4,peso,0,0,0,0,0,0,0,0,0,1,0,1
1318,0.08321135956794024,0.3021108629181981,0.014032067731022835,0.13019299320876598,0.35258044488728046,0.1332925595343113,0.22907300759106874,3,4,grado,0,0,0,1,0,0,0,0,0,0,0,1
1318,0.08321135956794024,0.3021108629181981,0.014032067731022835,0.13019299320876598,0.35258044488728046,0.1332925595343113,0.22907300759106874,3,4,null_peso,0,0,0,0,0,0,0,0,0,1,0,1
1318,0.08321135956794024,0.3021108629181981,0.014032067731022835,0.13019299320876598,0.35258044488728046,0.1332925595343113,0.22907300759106874,3,5,peso,0,0,0,0,0,0,0,0,0,1,0,1
1318,0.08321135956794024,0.3021108629181981,0.014032067731022835,0.13019299320876598,0.35258044488728046,0.1332925595343113,0.22907300759106874,3,5,grado,0,0,0,0,0,0,0,0,0,1,0,1
1318,0.08321135956794024,0.3021108629181981,0.014032067731022835,0.13019299320876598,0.35258044488728046,0.1332925595343113,0.22907300759106874,3,5,null_peso,0,0,0,0,0,0,0,0,0,1,0,1
1318,0.08321135956794024,0.3021108629181981,0.014032067731022835,0.13019299320876598,0.35258044488728046,0.1332925595343113,0.22907300759106874,3,6,peso,0,0,0,1,1,0,0,0,0,1,1,1
1318,0.08321135956794024,0.3021108629181981,0.014032067731022835,0.13019299320876598,0.35258044488728046,0.1332925595343113,0.22907300759106874,3,6,grado,0,0,0,0,0,0,0,1,1,1,1,1
1318,0.08321135956794024,0.3021108629181981,0.014032067731022835,0.13019299320876598,0.35258044488728046,0.1332925595343113,0.22907300759106874,3,6,null_peso,0,0,0,1,0,0,0,0,0,1,0,1
1318,0.08321135956794024,0.3021108629181981,0.014032067731022835,0.13019299320876598,0.35258044488728046,0.1332925595343113,0.22907300759106874,3,7,peso,0,0,0,1,1,0,0,0,0,1,1,1
1318,0.08321135956794024,0.3021108629181981,0.014032067731022835,0.13019299320876598,0.35258044488728046,0.1332925595343113,0.22907300759106874,3,7,grado,0,0,1,0,0,0,0,1,1,1,0,1
1318,0.08321135956794024,0.3021108629181981,0.014032067731022835,0.13019299320876598,0.35258044488728046,0.1332925595343113,0.22907300759106874,3,7,null_peso,0,0,0,0,0,0,0,1,1,1,1,1
1315,0.5036648837849498,0.6208781776949763,0.13341321796178818,0.26812511309981346,0.7000406160950661,0.7163573354482651,0.8868830259889364,6,0,peso,0,0,0,0,0,0,0,0,0,0,0,1
1315,0.5036648837849498,0.6208781776949763,0.13341321796178818,0.26812511309981346,0.7000406160950661,0.7163573354482651,0.8868830259889364,6,0,grado,0,0,0,0,0,0,0,0,0,0,0,1
1315,0.5036648837849498,0.6208781776949763,0.13341321796178818,0.26812511309981346,0.7000406160950661,0.7163573354482651,0.8868830259889364,6,0,null_peso,0,0,0,0,0,0,0,0,0,0,0,1
1315,0.5036648837849498,0.6208781776949763,0.13341321796178818,0.26812511309981346,0.7000406160950661,0.7163573354482651,0.8868830259889364,6,1,peso,0,0,0,1,0,0,0,0,0,0,0,1
1315,0.5036648837849498,0.6208781776949763,0.13341321796178818,0.26812511309981346,0.7000406160950661,0.7163573354482651,0.8868830259889364,6,1,grado,0,0,0,0,0,0,0,0,0,0,0,1
1315,0.5036648837849498,0.6208781776949763,0.13341321796178818,0.26812511309981346,0.7000406160950661,0.7163573354482651,0.8868830259889364,6,1,null_peso,0,0,0,0,0,0,0,0,0,0,0,1
1315,0.5036648837849498,0.6208781776949763,0.13341321796178818,0.26812511309981346,0.7000406160950661,0.7163573354482651,0.8868830259889364,6,2,peso,0,0,0,0,0,0,0,0,0,0,0,1
1315,0.5036648837849498,0.6208781776949763,0.13341321796178818,0.26812511309981346,0.7000406160950661,0.7163573354482651,0.8868830259889364,6,2,grado,0,0,0,0,0,0,0,0,0,0,0,1
1315,0.5036648837849498,0.6208781776949763,0.13341321796178818,0.26812511309981346,0.7000406160950661,0.7163573354482651,0.8868830259889364,6,2,null_peso,0,0,0,0,0,0,0,0,0,0,0,1
1315,0.5036648837849498,0.6208781776949763,0.13341321796178818,0.26812511309981346,0.7000406160950661,0.7163573354482651,0.8868830259889364,6,3,peso,0,0,0,0,0,0,0,0,0,0,0,1
1315,0.5036648837849498,0.6208781776949763,0.13341321796178818,0.26812511309981346,0.7000406160950661,0.7163573354482651,0.8868830259889364,6,3,grado,0,0,0,0,0,0,0,0,0,0,0,1
1315,0.5036648837849498,0.6208781776949763,0.13341321796178818,0.26812511309981346,0.7000406160950661,0.7163573354482651,0.8868830259889364,6,3,null_peso,0,0,0,1,0,0,0,0,0,0,0,1
1315,0.5036648837849498,0.6208781776949763,0.13341321796178818,0.26812511309981346,0.7000406160950661,0.7163573354482651,0.8868830259889364,6,4,peso,0,0,0,0,0,0,0,0,0,0,0,1
1315,0.5036648837849498,0.6208781776949763,0.13341321796178818,0.26812511309981346,0.7000406160950661,0.7163573354482651,0.8868830259889364,6,4,grado,0,0,0,0,0,0,0,0,0,0,0,1
1315,0.5036648837849498,0.6208781776949763,0.13341321796178818,0.26812511309981346,0.7000406160950661,0.7163573354482651,0.8868830259889364,6,4,null_peso,0,0,0,0,0,0,0,0,0,0,0,1
1315,0.5036648837849498,0.6208781776949763,0.13341321796178818,0.26812511309981346,0.7000406160950661,0.7163573354482651,0.8868830259889364,6,5,peso,0,0,0,0,0,0,0,0,0,1,1,1
1315,0.5036648837849498,0.6208781776949763,0.13341321796178818,0.26812511309981346,0.7000406160950661,0.7163573354482651,0.8868830259889364,6,5,grado,0,0,0,0,0,0,0,0,0,0,0,1
1315,0.5036648837849498,0.6208781776949763,0.13341321796178818,0.26812511309981346,0.7000406160950661,0.7163573354482651,0.8868830259889364,6,5,null_peso,0,0,0,0,0,0,0,0,0,0,0,1
1315,0.5036648837849498,0.6208781776949763,0.13341321796178818,0.26812511309981346,0.7000406160950661,0.7163573354482651,0.8868830259889364,6,6,peso,0,0,0,0,0,0,0,0,0,0,0,1
1315,0.5036648837849498,0.6208781776949763,0.13341321796178818,0.26812511309981346,0.7000406160950661,0.7163573354482651,0.8868830259889364,6,6,grado,0,0,0,0,0,0,0,0,0,0,0,1
1315,0.5036648837849498,0.6208781776949763,0.13341321796178818,0.26812511309981346,0.7000406160950661,0.7163573354482651,0.8868830259889364,6,6,null_peso,0,0,0,0,0,0,0,0,0,0,0,1
1315,0.5036648837849498,0.6208781776949763,0.13341321796178818,0.26812511309981346,0.7000406160950661,0.7163573354482651,0.8868830259889364,6,7,peso,0,0,0,0,0,0,0,0,0,0,0,1
1315,0.5036648837849498,0.6208781776949763,0.13341321796178818,0.26812511309981346,0.7000406160950661,0.7163573354482651,0.8868830259889364,6,7,grado,0,0,0,0,0,0,0,0,0,0,0,1
1315,0.5036648837849498,0.6208781776949763,0.13341321796178818,0.26812511309981346,0.7000406160950661,0.7163573354482651,0.8868830259889364,6,7,null_peso,0,0,0,0,0,0,0,0,0,0,0,1
1316,0.6893991120159626,0.10840182472020388,0.3078377367928624,0.49684122763574123,0.502113189548254,0.7837917134165764,0.36182708851993084,3,0,peso,0,0,0,0,0,0,0,1,0,0,0,1
1316,0.6893991120159626,0.10840182472020388,0.3078377367928624,0.49684122763574123,0.502113189548254,0.7837917134165764,0.36182708851993084,3,0,grado,0,0,0,0,0,0,0,0,0,0,0,1
1316,0.6893991120159626,0.10840182472020388,0.3078377367928624,0.49684122763574123,0.502113189548254,0.7837917134165764,0.36182708851993084,3,0,null_peso,0,0,0,0,0,0,0,0,0,0,0,1
1316,0.6893991120159626,0.10840182472020388,0.3078377367928624,0.49684122763574123,0.502113189548254,0.7837917134165764,0.36182708851993084,3,1,peso,0,0,0,0,0,1,1,0,0,0,0,1
1316,0.6893991120159626,0.10840182472020388,0.3078377367928624,0.49684122763574123,0.502113189548254,0.7837917134165764,0.36182708851993084,3,1,grado,0,0,0,0,0,0,0,0,0,0,0,1
1316,0.6893991120159626,0.10840182472020388,0.3078377367928624,0.49684122763574123,0.502113189548254,0.7837917134165764,0.36182708851993084,3,1,null_peso,0,0,0,0,0,0,0,0,0,0,0,1
1316,0.6893991120159626,0.10840182472020388,0.3078377367928624,0.49684122763574123,0.502113189548254,0.7837917134165764,0.36182708851993084,3,2,peso,0,0,0,0,0,1,1,0,0,0,0,1
1316,0.6893991120159626,0.10840182472020388,0.3078377367928624,0.49684122763574123,0.502113189548254,0.7837917134165764,0.36182708851993084,3,2,grado,0,0,0,0,0,0,0,0,0,0,0,1
