rule_id,seed,lote,K,kcap,brazo,n_aristas,n_triangulos,T_objetivo,dif_max_triangulos,clustering_local,transitividad,gigante,solapamiento_aristas,pendiente_corr,frac_masa,kappa_v,n_sumideros,t_primer_sumidero,masa_acretada,dump_final,carpeta,tri_por_arista_media,gini_tri_nodo,frac_aristas_multi_tri,frac_aristas_en_triangulo,tri_por_arista_max,frac_nodos_en_triangulo,tri_por_nodo_max,gini_tri_arista,frac_aristas_carga3mas,n_comp_tri,frac_mayor_comp_tri,modularidad_tri,dist_media_tri,asortatividad,n_componentes,dist_media_azar,t_piso,n_triangulos_original,clustering_original,identidad_A_D_resid,n_aristas_soporte,tri_por_arista_p90,frac_carga_en_top1pct
A2-B0-C2-batch3-r0,471829,471828,5,4,abanico,2308,57,57,0,0.02925,0.034524530587522716,1726,0.0,1.1140798587507332,0.15199999999999994,1.413333333333333,8,0.027,2857.6000000000004,cosmog_00500,A2-B0-C2-batch3-r0_s471829_f801_abanico,1.0,0.9485818713450292,0.0,0.07409012131715771,1.0,0.062,2.0,0.0,0.0,10.0,0.24561403508771928,0.07295422785338618,9.752678571428572,-0.2592758541090881,12.0,9.458708827404479,0.0,27.0,0.017,0.0,171.0,1.0,0.011695906432748537
A2-B0-C2-batch3-r0,471829,471828,5,4,cola,2308,57,57,0,0.033583333333333326,0.034524530587522716,1726,0.0,1.1911966608465752,0.15099999999999997,1.3511111111111105,8,0.032,2838.8,cosmog_00500,A2-B0-C2-batch3-r0_s471829_f801_cola,1.0,0.9164766081871345,0.0,0.07409012131715771,1.0,0.0845,2.0,0.0,0.0,55.0,0.03508771929824561,0.07381524101234796,9.595516569200779,-0.27149336066316104,10.0,9.057623188405795,0.0,27.0,0.017,0.0,171.0,1.0,0.011695906432748537
A2-B0-C2-batch3-r0,471829,471828,5,4,disp,2308,57,57,0,0.03483333333333333,0.034524530587522716,1725,0.0,1.20124109668091,0.15049999999999997,1.4225352112676057,8,0.033,2829.3999999999996,cosmog_00500,A2-B0-C2-batch3-r0_s471829_f801_disp,1.0,0.9145,0.0,0.07409012131715771,1.0,0.0855,1.0,0.0,0.0,57.0,0.017543859649122806,0.07382673933481312,9.84090909090909,-0.2632029097871829,12.0,9.589269141531322,0.0,27.0,0.017,0.0,171.0,1.0,0.011695906432748537
A2-B0-C2-batch3-r0,471829,471828,5,4,malla,2308,57,57,0,0.026166666666666664,0.034524530587522716,1736,0.0,1.1290625485727281,0.14899999999999997,1.4328358208955223,8,0.035,2801.2,cosmog_00500,A2-B0-C2-batch3-r0_s471829_f801_malla,1.6285714285714286,0.9700438596491228,0.6285714285714286,0.04549393414211438,2.0,0.038,4.0,0.14335839598997493,0.0,19.0,0.08771929824561403,0.04532859295825837,11.93392857142857,-0.2850198857765991,7.0,9.689651558815825,0.0,27.0,0.017,0.0,105.0,2.0,0.023391812865497075
A2-B0-C2-batch3-r0,471829,471828,5,4,solap,2308,57,57,0,0.020916666666666667,0.034524530587522716,1713,0.0,1.0574004208942693,0.14799999999999996,1.215859030837005,8,0.03,2782.4,cosmog_00500,A2-B0-C2-batch3-r0_s471829_f801_solap,1.9883720930232558,0.9789327485380117,0.813953488372093,0.03726169844020797,3.0,0.0265,5.0,0.14857881136950904,0.1744186046511628,11.0,0.12280701754385964,0.03711752355607351,6.375,-0.2893832809744823,11.0,9.423773364485982,0.0,27.0,0.017,0.0,86.0,3.0,0.017543859649122806
A2-B0-C2-batch3-r60,477649,471828,6,5,abanico,3068,164,164,0,0.05756666666666666,0.054825050144862934,1849,0.001955671447196871,0.7621220009309908,0.12150000000000001,0.8708133971291857,8,0.03,2284.2000000000003,cosmog_00500,A2-B0-C2-batch3-r60_s477649_f801_abanico,1.0,0.8623150406504065,0.0,0.16036505867014342,1.0,0.1655,2.0,0.0,0.0,5.0,0.7134146341463414,0.13734374176637673,7.42638036809816,-0.26757606208848045,3.0,7.148711137347502,0.0,41.0,0.019,0.0,492.0,1.0,0.01016260162601626
A2-B0-C2-batch3-r60,477649,471828,6,5,cola,3068,164,164,0,0.0654,0.054825050144862934,1851,0.002607561929595828,0.7344183398819916,0.11700000000000002,0.7190476190476185,8,0.027,2199.6,cosmog_00500,A2-B0-C2-batch3-r60_s477649_f801_cola,1.0061349693251533,0.7779085365853659,0.002044989775051125,0.15938722294654498,4.0,0.2335,4.0,0.006085091525761884,0.002044989775051125,142.0,0.024390243902439025,0.15868470896107184,7.078834355828221,-0.2762721968347096,2.0,7.06027027027027,0.0,41.0,0.019,0.0,489.0,1.0,0.016260162601626018
A2-B0-C2-batch3-r60,477649,471828,6,5,disp,3068,164,164,0,0.07053333333333334,0.054825050144862934,1847,0.002607561929595828,0.8002786792130852,0.11750000000000002,0.7584541062801928,8,0.034,2209.0,cosmog_00500,A2-B0-C2-batch3-r60_s477649_f801_disp,1.0,0.754,0.0,0.16036505867014342,1.0,0.246,1.0,0.0,0.0,164.0,0.006097560975609756,0.15974445595617115,7.03558282208589,-0.26299914906414956,4.0,7.089879017695918,0.0,41.0,0.019,0.0,492.0,1.0,0.01016260162601626
A2-B0-C2-batch3-r60,477649,471828,6,5,malla,3068,164,164,0,0.05055,0.054825050144862934,1849,0.002607561929595828,0.8869452353089865,0.1265,0.9852941176470587,8,0.035,2378.2,cosmog_00500,A2-B0-C2-batch3-r60_s477649_f801_malla,1.6131147540983606,0.9295386178861789,0.6131147540983607,0.09941329856584094,2.0,0.088,5.0,0.1470478475276556,0.0,21.0,0.25,0.09820662123548121,9.77085889570552,-0.26414337732023213,3.0,6.820977633477635,0.0,41.0,0.019,0.0,305.0,2.0,0.016260162601626018
A2-B0-C2-batch3-r60,477649,471828,6,5,solap,3068,164,164,0,0.03746666666666667,0.054825050144862934,1835,0.0022816166883963492,0.9611864286974712,0.13,1.0191387559808611,8,0.035,2443.9999999999995,cosmog_00500,A2-B0-C2-batch3-r60_s477649_f801_solap,2.4356435643564356,0.9622703252032521,0.8316831683168316,0.06584093872229466,4.0,0.0515,9.0,0.19995170248732191,0.49504950495049505,15.0,0.12195121951219512,0.06547371912444394,8.394208754208755,-0.2813068011614737,4.0,7.32864082482403,0.0,41.0,0.019,0.0,202.0,4.0,0.024390243902439025
A2-B0-C2-batch4-r10,572799,571828,5,5,abanico,2994,146,146,0,0.05225,0.05062413314840499,1835,0.001002004008016032,0.7605211336642004,0.12100000000000004,0.823529411764706,8,0.034,2274.8,cosmog_00500,A2-B0-C2-batch4-r10_s572799_f801_abanico,1.0,0.8762511415525114,0.0,0.1462925851703407,1.0,0.149,2.0,0.0,0.0,6.0,0.3013698630136986,0.13764533631948825,7.176551724137932,-0.27765852492126253,2.0,7.49989094874591,0.0,25.0,0.011550000000000001,0.0,438.0,1.0,0.01141552511415525
A2-B0-C2-batch4-r10,572799,571828,5,5,cola,2994,146,146,0,0.05959999999999999,0.05062413314840499,1835,0.0013360053440213762,0.7881275286347091,0.12500000000000003,0.898550724637681,8,0.029,2350.0,cosmog_00500,A2-B0-C2-batch4-r10_s572799_f801_cola,1.0,0.795486301369863,0.0,0.1462925851703407,1.0,0.2115,2.0,0.0,0.0,131.0,0.02054794520547945,0.1456527785028975,7.061379310344828,-0.26604551747678135,2.0,6.96504907306434,0.0,25.0,0.011550000000000001,0.0,438.0,1.0,0.01141552511415525
A2-B0-C2-batch4-r10,572799,571828,5,5,disp,2994,146,146,0,0.060849999999999994,0.05062413314840499,1837,0.0013360053440213762,0.6400226496202709,0.12450000000000001,0.9209302325581395,8,0.029,2340.6,cosmog_00500,A2-B0-C2-batch4-r10_s572799_f801_disp,1.002288329519451,0.7829908675799087,0.002288329519450801,0.14595858383433533,2.0,0.218,2.0,0.0022778805262112997,0.0,145.0,0.0136986301369863,0.14536476649580618,7.491724137931035,-0.27902476109120145,1.0,6.83369644153958,0.0,25.0,0.011550000000000001,0.0,437.0,1.0,0.0136986301369863
A2-B0-C2-batch4-r10,572799,571828,5,5,malla,2994,146,146,0,0.04305,0.05062413314840499,1837,0.0016700066800267202,0.7996183386239828,0.12049999999999998,0.8476190476190472,8,0.03,2265.3999999999996,cosmog_00500,A2-B0-C2-batch4-r10_s572799_f801_malla,1.5422535211267605,0.9337876712328768,0.5422535211267606,0.09485637942551771,2.0,0.086,5.0,0.1609428259052029,0.0,23.0,0.1095890410958904,0.0940656362825852,8.55896551724138,-0.2883607082524512,1.0,7.032778768072887,0.0,25.0,0.011550000000000001,0.0,284.0,2.0,0.0136986301369863
A2-B0-C2-batch4-r10,572799,571828,5,5,solap,2994,146,146,0,0.0364,0.05062413314840499,1801,0.001002004008016032,0.7492064251905579,0.132,1.0046296296296293,8,0.027,2481.6,cosmog_00500,A2-B0-C2-batch4-r10_s572799_f801_solap,2.460674157303371,0.9670479452054794,0.797752808988764,0.05945223780895124,4.0,0.047,9.0,0.20463290749576726,0.5561797752808989,16.0,0.1095890410958904,0.059186927629474036,6.433764880952381,-0.2992905976119629,6.0,7.039722222222223,0.0,25.0,0.011550000000000001,0.0,178.0,4.0,0.0182648401826484
A2-B0-C2-batch4-r36,575321,571828,8,4,abanico,2343,34,34,0,0.014416666666666664,0.02023006743355811,1751,0.0008536064874093043,1.0166278299909295,0.14849999999999997,1.3611111111111118,8,0.028,2791.8,cosmog_00500,A2-B0-C2-batch4-r36_s575321_f801_abanico,1.0,0.9678725490196078,0.0,0.04353393085787452,1.0,0.0385,2.0,0.0,0.0,9.0,0.29411764705882354,0.04294122447537174,8.390909090909092,-0.2882094998976013,8.0,9.26431168831169,0.0,30.0,0.021333333333333336,0.0,102.0,1.0,0.0196078431372549
