rule_id,seed,lote,K,kcap,brazo,n_aristas,n_triangulos,T_objetivo,dif_max_triangulos,clustering_local,transitividad,gigante,solapamiento_aristas,pendiente_corr,frac_masa,kappa_v,n_sumideros,t_primer_sumidero,masa_acretada,dump_final,carpeta,tri_por_arista_media,gini_tri_nodo,frac_aristas_multi_tri,frac_aristas_en_triangulo,tri_por_arista_max,frac_nodos_en_triangulo,tri_por_nodo_max,gini_tri_arista,frac_aristas_carga3mas,n_comp_tri,frac_mayor_comp_tri,modularidad_tri,dist_media_tri,asortatividad,n_componentes,dist_media_azar,t_piso,n_triangulos_original,clustering_original,identidad_A_D_resid,n_aristas_soporte,tri_por_arista_p90,frac_carga_en_top1pct
A2-B0-C2-batch4-r36,575321,571828,8,4,cola,2343,34,34,0,0.020666666666666667,0.02023006743355811,1751,0.0008536064874093043,1.134704911192837,0.14949999999999994,1.3632286995515686,8,0.033,2810.6000000000004,cosmog_00500,A2-B0-C2-batch4-r36_s575321_f801_cola,1.0,0.9499901960784314,0.0,0.04353393085787452,1.0,0.0505,2.0,0.0,0.0,33.0,0.058823529411764705,0.04338150763373032,10.454545454545455,-0.2860164295879357,8.0,9.148914285714287,0.0,30.0,0.021333333333333336,0.0,102.0,1.0,0.0196078431372549
A2-B0-C2-batch4-r36,575321,571828,8,4,disp,2343,34,34,0,0.020583333333333332,0.02023006743355811,1746,0.0012804097311139564,0.8321631040517549,0.14399999999999996,1.2809523809523806,8,0.032,2707.2000000000003,cosmog_00500,A2-B0-C2-batch4-r36_s575321_f801_disp,1.0,0.949,0.0,0.04353393085787452,1.0,0.051,1.0,0.0,0.0,34.0,0.029411764705882353,0.043381052231208236,9.6328125,-0.28206890303053755,10.0,9.852409481635844,0.0,30.0,0.021333333333333336,0.0,102.0,1.0,0.0196078431372549
A2-B0-C2-batch4-r36,575321,571828,8,4,malla,2343,34,34,0,0.0175,0.02023006743355811,1733,0.0012804097311139564,0.9296064185389262,0.14949999999999997,1.3918918918918919,8,0.032,2810.6,cosmog_00500,A2-B0-C2-batch4-r36_s575321_f801_malla,1.36,0.9782549019607844,0.36,0.03201024327784891,2.0,0.028,3.0,0.16941176470588235,0.0,13.0,0.11764705882352941,0.03189744007312672,8.566666666666666,-0.28338474521633694,12.0,9.324769053117784,0.0,30.0,0.021333333333333336,0.0,75.0,2.0,0.0196078431372549
A2-B0-C2-batch4-r36,575321,571828,8,4,solap,2343,34,34,0,0.01608333333333333,0.02023006743355811,1738,0.0008536064874093043,1.1935466351732424,0.14499999999999996,1.2580645161290318,8,0.028,2726.0000000000005,cosmog_00500,A2-B0-C2-batch4-r36_s575321_f801_solap,1.5692307692307692,0.9844901960784314,0.49230769230769234,0.02774221084080239,3.0,0.022,5.0,0.20452488687782805,0.07692307692307693,9.0,0.20588235294117646,0.02763632975441599,9.883333333333335,-0.28294613115440376,10.0,9.36572983723243,0.0,30.0,0.021333333333333336,0.0,65.0,2.0,0.029411764705882353
A2-B0-C2-r14,273187,271828,8,5,abanico,3296,226,226,0,0.07678333333333333,0.07033195020746888,1932,0.0018203883495145632,0.571135663384698,0.09650000000000004,0.5230769230769231,8,0.033,1814.2,cosmog_00500,A2-B0-C2-r14_s273187_f801_abanico,1.0,0.8106533923303835,0.0,0.20570388349514562,1.0,0.2275,2.0,0.0,0.0,4.0,0.5486725663716814,0.18008669949306014,7.0840000000000005,-0.1897717113261797,2.0,6.96914379423442,0.0,19.0,0.004966666666666667,0.0,678.0,1.0,0.01032448377581121
A2-B0-C2-r14,273187,271828,8,5,cola,3296,226,226,0,0.09133333333333332,0.07033195020746888,1928,0.0018203883495145632,0.7216450538108681,0.10150000000000003,0.546875,8,0.036,1908.2,cosmog_00500,A2-B0-C2-r14_s273187_f801_cola,1.0074294205052006,0.6962669616519174,0.0029717682020802376,0.2041868932038835,4.0,0.3205,4.0,0.007354907143201532,0.0029717682020802376,194.0,0.017699115044247787,0.20334642719330281,7.1045,-0.16349541607007026,4.0,6.996843106728939,0.0,19.0,0.004966666666666667,0.0,673.0,1.0,0.017699115044247787
A2-B0-C2-r14,273187,271828,8,5,disp,3296,226,226,0,0.09476666666666667,0.07033195020746888,1932,0.0024271844660194173,0.667777508084822,0.09900000000000003,0.4999999999999999,8,0.039,1861.2,cosmog_00500,A2-B0-C2-r14_s273187_f801_disp,1.0014771048744462,0.6629941002949853,0.0014771048744460858,0.2054004854368932,2.0,0.338,2.0,0.0014727476329285457,0.0,225.0,0.008849557522123894,0.20465646521379272,7.2852500000000004,-0.18172311638286687,2.0,7.344726393923701,0.0,19.0,0.004966666666666667,1.1368683772161603e-13,677.0,1.0,0.011799410029498525
A2-B0-C2-r14,273187,271828,8,5,malla,3296,226,226,0,0.06596666666666667,0.07033195020746888,1932,0.001516990291262136,0.8796438298533784,0.11000000000000003,0.6616161616161612,8,0.032,2068.0,cosmog_00500,A2-B0-C2-r14_s273187_f801_malla,1.5804195804195804,0.9021238938053098,0.5804195804195804,0.13015776699029127,2.0,0.1245,5.0,0.15409369391670277,0.0,29.0,0.18584070796460178,0.128715038344507,9.0855,-0.18977171132617962,2.0,7.15178193117085,0.0,19.0,0.004966666666666667,1.1368683772161603e-13,429.0,2.0,0.014749262536873156
A2-B0-C2-r14,273187,271828,8,5,solap,3296,226,226,0,0.05631666666666666,0.07033195020746888,1892,0.0018203883495145632,0.8668429431253042,0.1155,0.6944444444444444,8,0.03,2171.4,cosmog_00500,A2-B0-C2-r14_s273187_f801_solap,2.4654545454545453,0.9466991150442478,0.8618181818181818,0.08343446601941748,4.0,0.0715,9.0,0.1856047197640118,0.5054545454545455,24.0,0.07079646017699115,0.08310743402565039,7.097861274468452,-0.19663668936606418,9.0,7.0728450555261775,0.0,19.0,0.004966666666666667,0.0,275.0,3.0,0.017699115044247787
A2-B0-C2-r17,273478,271828,5,5,abanico,3165,142,142,0,0.047599999999999996,0.0448751711787633,1860,0.001579778830963665,0.7297319595340065,0.11750000000000002,0.7632850241545892,8,0.031,2209.0,cosmog_00500,A2-B0-C2-r17_s273478_f801_abanico,1.0,0.8795821596244131,0.0,0.13459715639810427,1.0,0.145,2.0,0.0,0.0,6.0,0.6056338028169014,0.12242524751116203,6.685460992907801,-0.2565641612332498,2.0,6.998092816274634,0.0,29.0,0.01188333333333333,0.0,426.0,1.0,0.011737089201877934
A2-B0-C2-r17,273478,271828,5,5,cola,3165,142,142,0,0.05488333333333334,0.0448751711787633,1856,0.0009478672985781991,0.7263006167843323,0.11900000000000004,0.8405797101449273,8,0.035,2237.2,cosmog_00500,A2-B0-C2-r17_s273478_f801_cola,1.0,0.7986619718309859,0.0,0.13459715639810427,1.0,0.207,2.0,0.0,0.0,130.0,0.02112676056338028,0.13403287836701286,7.0737588652482275,-0.24596996192666437,4.0,7.024842767295598,0.0,29.0,0.01188333333333333,0.0,426.0,1.0,0.011737089201877934
A2-B0-C2-r17,273478,271828,5,5,disp,3165,142,142,0,0.055016666666666665,0.0448751711787633,1860,0.0009478672985781991,0.8151717626322854,0.12049999999999998,0.8365384615384616,8,0.028,2265.4,cosmog_00500,A2-B0-C2-r17_s273478_f801_disp,1.0023529411764707,0.7889906103286385,0.002352941176470588,0.13428120063191154,2.0,0.212,2.0,0.0023418945042805854,0.0,141.0,0.014084507042253521,0.13374742006893137,6.996099290780141,-0.2535701483857365,2.0,6.838671817692796,0.0,29.0,0.01188333333333333,1.1368683772161603e-13,425.0,1.0,0.014084507042253521
A2-B0-C2-r17,273478,271828,5,5,malla,3165,142,142,0,0.04089999999999999,0.0448751711787633,1860,0.0018957345971563982,0.9228456276653798,0.12050000000000001,0.8636363636363636,8,0.038,2265.4,cosmog_00500,A2-B0-C2-r17_s273478_f801_malla,1.595505617977528,0.9360727699530517,0.5955056179775281,0.08436018957345971,2.0,0.079,5.0,0.15097325526190852,0.0,21.0,0.1619718309859155,0.08367142596876877,8.69113475177305,-0.26554619977578947,2.0,7.030876815492201,0.0,29.0,0.01188333333333333,-5.684341886080802e-14,267.0,2.0,0.014084507042253521
A2-B0-C2-r17,273478,271828,5,5,solap,3165,142,142,0,0.03215,0.0448751711787633,1833,0.001263823064770932,0.8987560081279969,0.1285,0.9545454545454545,8,0.036,2415.7999999999997,cosmog_00500,A2-B0-C2-r17_s273478_f801_solap,2.6134969325153374,0.9691220657276995,0.8957055214723927,0.051500789889415484,4.0,0.0405,8.0,0.1755234885797402,0.5766871165644172,13.0,0.09859154929577464,0.051274779192840333,7.536371994342291,-0.25978848276134103,7.0,6.747766971020247,0.0,29.0,0.01188333333333333,0.0,163.0,4.0,0.018779342723004695
A2-B0-C2-r20,373769,371828,5,6,abanico,3706,813,813,0,0.25703333333333334,0.1961083862667846,1966,0.002698327037236913,0.5749718476068598,0.09450000000000001,0.540983606557377,8,0.035,1776.6000000000001,cosmog_00500,A2-B0-C2-r20_s373769_f801_abanico,1.0,0.3977185321853218,0.0,0.6581219643820831,1.0,0.7595,3.0,0.0,0.0,2.0,0.993849938499385,0.061684931947696975,6.79125,-0.04728994969447321,2.0,7.030703986429177,0.0,12.0,0.0023166666666666665,0.0,2439.0,1.0,0.01025010250102501
A2-B0-C2-r20,373769,371828,5,6,cola,3706,813,813,0,0.28858333333333336,0.1961083862667846,1960,0.0021586616297895305,0.5115332566850234,0.10350000000000004,0.6833333333333333,8,0.04,1945.8,cosmog_00500,A2-B0-C2-r20_s373769_f801_cola,1.0383141762452108,0.3304446494464945,0.020859940400170286,0.6338370210469509,4.0,0.8505,9.0,0.036280039258459844,0.0140485312899106,153.0,0.45633456334563344,0.4971721809326574,6.98850036479835,-0.015808594136752334,3.0,6.934745618512847,0.0,12.0,0.0023166666666666665,4.547473508864641e-13,2349.0,1.0,0.03280032800328003
A2-B0-C2-r20,373769,371828,5,6,disp,3706,813,813,0,0.29845000000000005,0.1961083862667846,1965,0.0029681597409606042,0.5513254158241268,0.10100000000000003,0.6379310344827585,8,0.037,1898.8,cosmog_00500,A2-B0-C2-r20_s373769_f801_disp,1.0873829692376282,0.2997554325543255,0.08738296923762817,0.6052347544522396,2.0,0.847,3.0,0.07333863797844399,0.0,264.0,0.025830258302583026,0.5997477799598031,6.715576633165829,-0.01687834893725742,2.0,6.768075356415479,0.0,12.0,0.0023166666666666665,0.0,2243.0,1.0,0.01886018860188602
A2-B0-C2-r20,373769,371828,5,6,malla,3706,813,813,0,0.19098333333333334,0.1961083862667846,1968,0.0024284943335132216,0.6272881108221022,0.10900000000000004,0.6923076923076923,8,0.032,2049.2000000000003,cosmog_00500,A2-B0-C2-r20_s373769_f801_malla,1.5941176470588236,0.6925053300533005,0.5941176470588235,0.41284403669724773,2.0,0.395,6.0,0.15126980681571522,0.0,38.0,0.1931119311193112,0.39903074651190634,8.338000000000001,-0.03154927191561276,1.0,7.0103372309778,0.0,12.0,0.0023166666666666665,0.0,1530.0,2.0,0.013120131201312012
A2-B0-C2-r20,373769,371828,5,6,solap,3706,813,813,0,0.14868333333333333,0.1961083862667846,1931,0.002698327037236913,0.70282039210008,0.1265,0.86574074074074,8,0.035,2378.2,cosmog_00500,A2-B0-C2-r20_s373769_f801_solap,2.7653061224489797,0.855380278802788,0.8650793650793651,0.23799244468429573,5.0,0.2065,13.0,0.21083647344409953,0.6043083900226758,54.0,0.03444034440344403,0.23667977702178672,10.034983255285706,-0.02482509888386657,6.0,6.675518134715026,0.0,12.0,0.0023166666666666665,0.0,882.0,4.0,0.01845018450184502
A2-B0-C2-r39,375612,371828,5,6,abanico,4083,1053,1053,0,0.2831,0.2088318899980168,1970,0.0026940974773450896,0.6252927751269377,0.09450000000000001,0.5087719298245615,8,0.033,1776.6000000000001,cosmog_00500,A2-B0-C2-r39_s375612_f801_abanico,1.0,0.29159559987337763,0.0,0.7736958119030125,1.0,0.8935,3.0,0.0,0.0,2.0,0.9990503323836657,0.00956162265851582,6.4595,-0.05457812144304136,1.0,6.350981885898086,0.0,20.0,0.0032333333333333333,0.0,3159.0,1.0,0.010129787907565685
A2-B0-C2-r39,375612,371828,5,6,cola,4083,1053,1053,0,0.28779999999999994,0.2088318899980168,1970,0.0024491795248591723,0.5131914197766551,0.09800000000000002,0.4848484848484847,8,0.033,1842.4,cosmog_00500,A2-B0-C2-r39_s375612_f801_cola,1.0863136176066024,0.3279466603355492,0.04436038514442916,0.7122214058290472,5.0,0.9025,13.0,0.07679865348366036,0.027854195323246216,37.0,0.9221272554605888,0.08925533305392408,6.59375,-0.05864648564811234,1.0,6.367783985102421,0.0,20.0,0.0032333333333333333,-4.547473508864641e-13,2908.0,1.0,0.04020259575815131
A2-B0-C2-r39,375612,371828,5,6,disp,4083,1053,1053,0,0.30804999999999993,0.2088318899980168,1970,0.0019593436198873378,0.5037206625651939,0.08900000000000004,0.4943181818181818,8,0.041,1673.1999999999998,cosmog_00500,A2-B0-C2-r39_s375612_f801_disp,1.1371490280777539,0.22992798353909466,0.13678905687544995,0.6803820720058781,3.0,0.9045,4.0,0.10415314922954312,0.0003599712023038157,87.0,0.6628679962013295,0.3721864952732877,6.557,-0.038595262065976806,1.0,6.612959200948027,0.0,20.0,0.0032333333333333333,4.547473508864641e-13,2778.0,2.0,0.018043684710351376
A2-B0-C2-r39,375612,371828,5,6,malla,4083,1053,1053,0,0.21478333333333333,0.2088318899980168,1965,0.0026940974773450896,0.5379045699763461,0.10100000000000003,0.5775401069518714,8,0.041,1898.8,cosmog_00500,A2-B0-C2-r39_s375612_f801_malla,1.5802901450725362,0.6145952833175056,0.5802901450725363,0.4895909870193485,2.0,0.4995,6.0,0.1541194782259759,0.0,18.0,0.6372269705603039,0.3566834678102649,7.4780000000000015,-0.05297983550533499,3.0,6.932281059063136,0.0,20.0,0.0032333333333333333,-4.547473508864641e-13,1999.0,2.0,0.012662234884457106
A2-B0-C2-r39,375612,371828,5,6,solap,4083,1053,1053,0,0.18156666666666665,0.2088318899980168,1914,0.002204261572373255,0.8140306568591844,0.13399999999999998,0.995594713656388,8,0.025,2519.2000000000003,cosmog_00500,A2-B0-C2-r39_s375612_f801_solap,2.783259911894273,0.8178197214308326,0.8616740088105727,0.27798187607151603,5.0,0.2585,12.0,0.21430079501543037,0.6044052863436123,60.0,0.03133903133903134,0.276335998038257,8.722244285328044,-0.052253341897286594,8.0,6.4621812743218925,0.0,20.0,0.0032333333333333333,0.0,1135.0,4.0,0.01899335232668566
