patch,seed,N,arm,lam,frac_ferm,d_s,delta_rel,n_ejes,PR,ejes_reales,holonomia,gigante,diam_fin,pasos
55,113586,2500,excl_barajada,0.507,0.916,5.326,0.04,1,1.584,1,0.923,0.911,3,17
55,113586,2500,excl_bosones,0.507,0.916,5.432,0.052,2,5.236,1,0.96,0.904,4,17
55,113586,2500,marco_congelado,0.507,0.916,5.804,0.036,0,7.981,0,0.955,0.908,3,17
56,115651,2500,excl,0.205,0.869,5.522,0.048,0,7.934,0,0.965,0.907,4,17
56,115651,2500,sin_excl,0.205,0.869,5.301,0.041,1,4.747,1,0.999,0.907,4,17
56,115651,2500,excl_barajada,0.205,0.869,5.588,0.047,0,7.909,0,1.045,0.912,4,17
56,115651,2500,excl_bosones,0.205,0.869,5.243,0.041,1,4.552,1,0.899,0.902,4,17
56,115651,2500,marco_congelado,0.205,0.869,5.548,0.047,0,7.978,0,0.9,0.908,3,17
57,117716,2500,excl,0.276,0.579,5.172,0.042,1,7.16,1,0.953,0.907,4,17
57,117716,2500,sin_excl,0.276,0.579,5.186,0.051,1,4.129,1,0.902,0.904,4,17
57,117716,2500,excl_barajada,0.276,0.579,5.203,0.051,0,7.477,0,0.909,0.908,4,17
57,117716,2500,excl_bosones,0.276,0.579,5.14,0.048,3,6.813,1,1.113,0.9,4,17
57,117716,2500,marco_congelado,0.276,0.579,5.124,0.048,0,7.979,0,0.934,0.899,4,17
58,119781,2500,excl,0.465,0.758,5.284,0.047,1,3.224,1,0.777,0.911,4,17
58,119781,2500,sin_excl,0.465,0.758,5.028,0.05,2,4.885,1,1.006,0.907,4,17
58,119781,2500,excl_barajada,0.465,0.758,4.499,0.041,1,5.61,1,0.925,0.91,3,17
58,119781,2500,excl_bosones,0.465,0.758,5.515,0.051,2,4.809,1,0.793,0.902,4,17
58,119781,2500,marco_congelado,0.465,0.758,5.423,0.041,0,7.963,0,0.943,0.909,4,17
59,121846,2500,excl,0.53,0.851,5.396,0.043,1,2.229,1,0.833,0.905,4,17
59,121846,2500,sin_excl,0.53,0.851,5.826,0.037,1,4.791,1,1.034,0.912,5,17
59,121846,2500,excl_barajada,0.53,0.851,4.41,0.048,1,1.925,1,0.851,0.914,4,17
59,121846,2500,excl_bosones,0.53,0.851,5.244,0.044,1,5.871,1,0.899,0.909,4,17
59,121846,2500,marco_congelado,0.53,0.851,5.266,0.038,0,7.969,0,0.9,0.913,4,17
60,123911,2500,excl,0.907,0.911,4.501,0.045,1,1.23,1,0.573,0.91,3,17
60,123911,2500,sin_excl,0.907,0.911,5.274,0.048,1,4.839,1,0.852,0.918,4,17
60,123911,2500,excl_barajada,0.907,0.911,5.343,0.041,1,1.206,1,0.977,0.908,3,17
60,123911,2500,excl_bosones,0.907,0.911,5.088,0.045,2,4.933,1,0.881,0.906,4,17
60,123911,2500,marco_congelado,0.907,0.911,5.426,0.047,0,7.969,0,1.01,0.91,4,17
61,125976,2500,excl,0.163,0.728,5.632,0.044,0,7.416,0,0.937,0.904,3,17
61,125976,2500,sin_excl,0.163,0.728,5.478,0.05,1,5.636,1,1.003,0.903,4,17
61,125976,2500,excl_barajada,0.163,0.728,5.573,0.039,0,7.414,0,0.975,0.915,4,17
61,125976,2500,excl_bosones,0.163,0.728,5.531,0.05,1,5.803,1,0.916,0.902,4,17
61,125976,2500,marco_congelado,0.163,0.728,5.41,0.042,0,7.983,0,0.954,0.904,4,17
62,128041,2500,excl,0.801,0.685,5.345,0.047,1,1.408,1,0.648,0.904,4,17
62,128041,2500,sin_excl,0.801,0.685,5.252,0.029,1,5.485,1,1.016,0.908,8,17
62,128041,2500,excl_barajada,0.801,0.685,5.393,0.036,1,1.809,1,0.481,0.918,4,17
62,128041,2500,excl_bosones,0.801,0.685,5.248,0.047,1,5.344,1,0.847,0.904,4,17
62,128041,2500,marco_congelado,0.801,0.685,5.271,0.042,0,7.976,0,1.035,0.897,4,17
63,130106,2500,excl,1.075,0.709,5.44,0.042,1,1.49,1,0.404,0.904,4,17
63,130106,2500,sin_excl,1.075,0.709,5.125,0.049,2,5.228,1,0.868,0.911,4,17
63,130106,2500,excl_barajada,1.075,0.709,5.329,0.047,1,1.34,1,0.763,0.907,4,17
63,130106,2500,excl_bosones,1.075,0.709,5.229,0.046,1,5.221,1,0.928,0.911,4,17
63,130106,2500,marco_congelado,1.075,0.709,5.364,0.047,0,7.971,0,1.001,0.913,3,17
64,132171,2500,excl,0.743,0.84,4.968,0.049,1,1.545,1,0.869,0.907,4,17
64,132171,2500,sin_excl,0.743,0.84,5.198,0.045,1,5.836,1,1.077,0.905,4,17
64,132171,2500,excl_barajada,0.743,0.84,4.744,0.05,1,2.203,1,0.462,0.906,4,17
64,132171,2500,excl_bosones,0.743,0.84,5.217,0.045,1,5.973,1,0.948,0.91,4,17
64,132171,2500,marco_congelado,0.743,0.84,5.343,0.05,0,7.984,0,1.068,0.917,4,17
65,134236,2500,excl,0.176,0.883,5.3,0.048,0,7.912,0,0.984,0.91,4,17
65,134236,2500,sin_excl,0.176,0.883,5.157,0.042,1,4.204,1,0.979,0.912,4,17
65,134236,2500,excl_barajada,0.176,0.883,5.406,0.041,0,7.919,0,0.853,0.902,4,17
65,134236,2500,excl_bosones,0.176,0.883,5.317,0.049,1,4.853,1,0.898,0.892,4,17
65,134236,2500,marco_congelado,0.176,0.883,5.344,0.044,0,7.98,0,1.047,0.911,4,17
66,136301,2500,excl,0.878,0.635,5.377,0.048,1,1.466,1,0.996,0.905,4,17
66,136301,2500,sin_excl,0.878,0.635,5.375,0.047,1,3.716,1,0.917,0.905,3,17
66,136301,2500,excl_barajada,0.878,0.635,5.4,0.047,1,1.588,1,0.853,0.892,3,18
66,136301,2500,excl_bosones,0.878,0.635,5.08,0.044,1,3.781,1,0.817,0.903,4,17
66,136301,2500,marco_congelado,0.878,0.635,5.135,0.046,0,7.981,0,0.965,0.913,4,17
67,138366,2500,excl,1.048,0.716,5.318,0.045,1,1.333,1,0.797,0.909,4,17
67,138366,2500,sin_excl,1.048,0.716,4.944,0.053,3,5.369,1,0.882,0.902,4,17
67,138366,2500,excl_barajada,1.048,0.716,5.541,0.047,1,1.787,1,0.535,0.912,4,17
67,138366,2500,excl_bosones,1.048,0.716,5.671,0.049,1,5.902,1,0.946,0.9,3,17
67,138366,2500,marco_congelado,1.048,0.716,5.267,0.048,0,7.982,0,0.906,0.903,3,17
69,142496,2500,excl,0.251,0.663,5.236,0.047,0,7.611,0,1.005,0.901,3,17
69,142496,2500,sin_excl,0.251,0.663,5.128,0.05,1,4.173,1,0.9,0.906,4,17
69,142496,2500,excl_barajada,0.251,0.663,5.023,0.046,0,7.324,0,1.006,0.904,4,17
69,142496,2500,excl_bosones,0.251,0.663,5.33,0.046,2,5.897,1,0.958,0.897,3,17
69,142496,2500,marco_congelado,0.251,0.663,5.365,0.045,0,7.98,0,0.976,0.898,4,17
68,140431,2500,excl,0.277,0.878,5.548,0.046,0,7.927,0,1.06,0.906,3,17
68,140431,2500,sin_excl,0.277,0.878,5.607,0.049,1,5.027,1,1.03,0.908,4,17
68,140431,2500,excl_barajada,0.277,0.878,5.278,0.047,0,7.909,0,1.126,0.909,4,17
68,140431,2500,excl_bosones,0.277,0.878,5.663,0.039,1,4.626,1,0.94,0.922,2,17
68,140431,2500,marco_congelado,0.277,0.878,4.923,0.04,0,7.984,0,1.009,0.912,4,17
70,144561,2500,excl,0.572,0.716,5.53,0.045,1,1.682,1,1.287,0.908,4,17
70,144561,2500,sin_excl,0.572,0.716,5.35,0.043,1,4.508,1,0.757,0.912,4,17
70,144561,2500,excl_barajada,0.572,0.716,5.566,0.048,1,2.398,1,0.673,0.903,3,17
70,144561,2500,excl_bosones,0.572,0.716,5.476,0.035,1,6.237,1,0.849,0.903,4,17
70,144561,2500,marco_congelado,0.572,0.716,5.397,0.038,0,7.981,0,0.968,0.898,5,17
71,146626,2500,excl,0.41,0.72,5.217,0.047,0,7.553,0,0.965,0.904,4,17
71,146626,2500,sin_excl,0.41,0.72,5.659,0.046,1,5.092,1,0.964,0.901,3,17
71,146626,2500,excl_barajada,0.41,0.72,5.212,0.051,1,7.08,1,0.81,0.913,3,17
71,146626,2500,excl_bosones,0.41,0.72,5.355,0.045,1,6.294,1,1.004,0.915,4,17
71,146626,2500,marco_congelado,0.41,0.72,5.568,0.045,0,7.966,0,1.122,0.905,4,17
72,148691,2500,excl,0.48,0.771,5.787,0.048,1,3.454,1,0.938,0.905,4,17
72,148691,2500,sin_excl,0.48,0.771,3.666,0.039,1,4.861,1,0.786,0.91,4,17
72,148691,2500,excl_barajada,0.48,0.771,5.691,0.049,1,2.738,1,0.872,0.911,4,17
72,148691,2500,excl_bosones,0.48,0.771,5.255,0.044,2,5.427,1,0.91,0.911,4,17
72,148691,2500,marco_congelado,0.48,0.771,5.314,0.046,0,7.984,0,1.02,0.902,4,17
74,152821,2500,excl,0.375,0.533,5.252,0.047,0,7.472,0,0.915,0.902,4,17
74,152821,2500,sin_excl,0.375,0.533,5.355,0.046,1,5.375,1,0.969,0.897,4,17
74,152821,2500,excl_barajada,0.375,0.533,5.191,0.046,0,7.414,0,0.971,0.898,1,17
74,152821,2500,excl_bosones,0.375,0.533,5.291,0.048,1,6.795,1,0.947,0.904,4,17
74,152821,2500,marco_congelado,0.375,0.533,5.278,0.04,0,7.987,0,0.86,0.902,3,17
73,150756,2500,excl,0.221,0.729,5.513,0.041,0,7.781,0,0.989,0.915,1,17
73,150756,2500,sin_excl,0.221,0.729,5.483,0.046,2,5.195,1,0.892,0.907,4,17
73,150756,2500,excl_barajada,0.221,0.729,5.547,0.045,0,7.604,0,0.848,0.911,3,17
73,150756,2500,excl_bosones,0.221,0.729,5.699,0.046,1,5.878,1,0.85,0.906,3,17
73,150756,2500,marco_congelado,0.221,0.729,5.528,0.048,0,7.979,0,1.139,0.914,4,17
75,154886,2500,excl,0.247,0.838,5.442,0.051,0,7.906,0,1.059,0.909,4,17
75,154886,2500,sin_excl,0.247,0.838,5.366,0.039,3,6.162,1,0.85,0.914,3,17
75,154886,2500,excl_barajada,0.247,0.838,4.948,0.05,0,7.911,0,1.015,0.9,4,17
75,154886,2500,excl_bosones,0.247,0.838,5.163,0.045,1,5.398,1,0.983,0.92,4,17
75,154886,2500,marco_congelado,0.247,0.838,5.389,0.046,0,7.973,0,1.037,0.9,4,17
76,156951,2500,excl,0.179,0.897,5.23,0.048,0,7.922,0,0.9,0.915,4,17
76,156951,2500,sin_excl,0.179,0.897,5.482,0.045,1,5.469,1,0.838,0.915,3,17
76,156951,2500,excl_barajada,0.179,0.897,5.376,0.048,0,7.892,0,0.922,0.915,4,16
76,156951,2500,excl_bosones,0.179,0.897,5.685,0.045,2,5.399,1,0.906,0.913,3,17
76,156951,2500,marco_congelado,0.179,0.897,5.413,0.042,0,7.981,0,0.984,0.911,3,17
77,159016,2500,excl,0.175,0.623,5.004,0.055,0,7.411,0,0.921,0.904,4,17
77,159016,2500,sin_excl,0.175,0.623,5.254,0.048,1,5.171,1,0.88,0.91,4,17
77,159016,2500,excl_barajada,0.175,0.623,5.473,0.048,1,7.061,1,0.851,0.912,4,17
77,159016,2500,excl_bosones,0.175,0.623,5.464,0.045,1,5.963,1,0.8,0.899,1,17
77,159016,2500,marco_congelado,0.175,0.623,5.292,0.045,0,7.974,0,0.955,0.906,3,17
79,163146,2500,excl,0.537,0.812,5.21,0.05,1,1.719,1,0.853,0.906,4,17
79,163146,2500,sin_excl,0.537,0.812,5.272,0.048,1,4.988,1,0.866,0.903,3,17
79,163146,2500,excl_barajada,0.537,0.812,5.314,0.044,1,2.845,1,0.819,0.911,4,17
79,163146,2500,excl_bosones,0.537,0.812,5.415,0.039,2,5.174,1,0.764,0.896,4,17
79,163146,2500,marco_congelado,0.537,0.812,5.368,0.041,0,7.967,0,0.994,0.905,4,17
78,161081,2500,excl,0.484,0.869,5.166,0.046,1,3.251,1,0.672,0.916,4,17
78,161081,2500,sin_excl,0.484,0.869,5.551,0.042,2,4.505,1,0.924,0.906,3,17
78,161081,2500,excl_barajada,0.484,0.869,5.592,0.048,1,2.354,1,0.765,0.909,4,17
78,161081,2500,excl_bosones,0.484,0.869,5.362,0.045,1,5.313,1,0.897,0.912,3,17
78,161081,2500,marco_congelado,0.484,0.869,5.362,0.047,0,7.981,0,0.872,0.9,3,17
80,165211,2500,excl,0.286,0.878,4.785,0.051,0,7.904,0,0.97,0.902,4,17
80,165211,2500,sin_excl,0.286,0.878,5.739,0.041,1,4.51,1,0.757,0.905,4,17
80,165211,2500,excl_barajada,0.286,0.878,5.195,0.049,0,7.94,0,0.906,0.914,4,17
80,165211,2500,excl_bosones,0.286,0.878,5.324,0.047,3,5.444,1,0.891,0.912,4,17
80,165211,2500,marco_congelado,0.286,0.878,4.77,0.046,0,7.98,0,1.01,0.907,4,17
81,167276,2500,excl,0.596,0.758,5.327,0.049,1,1.734,1,0.766,0.911,3,17
81,167276,2500,sin_excl,0.596,0.758,nan,0.042,3,5.044,1,0.969,0.911,4,17
81,167276,2500,excl_barajada,0.596,0.758,5.365,0.042,1,1.894,1,0.951,0.904,4,17
81,167276,2500,excl_bosones,0.596,0.758,5.31,0.044,1,6.048,1,0.924,0.912,4,17
81,167276,2500,marco_congelado,0.596,0.758,5.287,0.051,0,7.983,0,0.901,0.916,4,17
82,169341,2500,excl,0.646,0.582,5.264,0.048,1,2.329,1,1.083,0.904,3,17
82,169341,2500,sin_excl,0.646,0.582,5.004,0.046,2,5.457,1,0.949,0.912,4,17
82,169341,2500,excl_barajada,0.646,0.582,4.99,0.048,1,2.612,1,0.928,0.91,4,17
82,169341,2500,excl_bosones,0.646,0.582,5.285,0.051,1,6.198,1,0.94,0.909,1,17
82,169341,2500,marco_congelado,0.646,0.582,5.277,0.045,0,7.981,0,0.995,0.912,4,17
83,171406,2500,excl,0.782,0.89,5.205,0.042,1,1.262,1,0.672,0.909,4,17
83,171406,2500,sin_excl,0.782,0.89,5.175,0.046,2,5.471,1,0.907,0.913,4,17
83,171406,2500,excl_barajada,0.782,0.89,5.324,0.042,1,1.444,1,0.623,0.914,1,16
83,171406,2500,excl_bosones,0.782,0.89,5.3,0.049,1,5.192,1,0.864,0.922,4,17
83,171406,2500,marco_congelado,0.782,0.89,5.116,0.048,0,7.982,0,1.057,0.914,4,17
85,175536,2500,excl,0.903,0.666,5.14,0.054,1,1.95,1,0.631,0.904,4,17
85,175536,2500,sin_excl,0.903,0.666,4.934,0.048,1,4.966,1,0.982,0.904,4,17
85,175536,2500,excl_barajada,0.903,0.666,5.432,0.049,1,1.352,1,0.906,0.902,4,17
85,175536,2500,excl_bosones,0.903,0.666,5.222,0.048,1,4.575,1,0.965,0.905,4,17
85,175536,2500,marco_congelado,0.903,0.666,5.398,0.051,0,7.973,0,0.948,0.911,4,17
84,173471,2500,excl,1.055,0.568,5.215,0.045,1,1.646,1,0.8,0.909,4,17
84,173471,2500,sin_excl,1.055,0.568,5.427,0.045,1,3.877,1,1.005,0.908,3,17
84,173471,2500,excl_barajada,1.055,0.568,5.705,0.043,1,1.554,1,0.758,0.909,4,17
84,173471,2500,excl_bosones,1.055,0.568,5.668,0.05,1,3.117,1,0.976,0.909,4,17
84,173471,2500,marco_congelado,1.055,0.568,4.52,0.046,0,7.973,0,0.865,0.903,4,17
86,177601,2500,excl,0.445,0.79,5.424,0.047,1,5.248,1,0.84,0.914,4,17
86,177601,2500,sin_excl,0.445,0.79,5.348,0.034,1,5.403,1,0.88,0.91,5,17
86,177601,2500,excl_barajada,0.445,0.79,5.334,0.042,1,5.112,1,0.878,0.911,4,17
86,177601,2500,excl_bosones,0.445,0.79,5.13,0.041,1,6.4,1,0.87,0.921,3,16
86,177601,2500,marco_congelado,0.445,0.79,5.333,0.041,0,7.978,0,0.931,0.914,4,17
87,179666,2500,excl,0.502,0.739,5.426,0.045,1,2.293,1,0.758,0.905,4,17
87,179666,2500,sin_excl,0.502,0.739,5.491,0.053,3,5.334,1,0.841,0.91,4,17
87,179666,2500,excl_barajada,0.502,0.739,5.392,0.044,1,2.617,1,0.847,0.904,1,17
87,179666,2500,excl_bosones,0.502,0.739,5.785,0.034,1,6.04,1,0.888,0.905,4,17
87,179666,2500,marco_congelado,0.502,0.739,5.158,0.046,0,7.981,0,0.921,0.902,4,17
88,181731,2500,excl,0.811,0.684,5.393,0.048,1,1.644,1,0.704,0.908,2,17
88,181731,2500,sin_excl,0.811,0.684,5.109,0.045,1,4.572,1,1.023,0.904,4,17
88,181731,2500,excl_barajada,0.811,0.684,5.247,0.053,1,1.408,1,0.737,0.912,3,17
88,181731,2500,excl_bosones,0.811,0.684,5.317,0.036,2,6.385,1,1.002,0.906,4,17
88,181731,2500,marco_congelado,0.811,0.684,5.16,0.049,0,7.983,0,0.865,0.914,3,17
89,183796,2500,excl,0.225,0.81,5.638,0.046,0,7.882,0,0.825,0.911,3,17
89,183796,2500,sin_excl,0.225,0.81,5.315,0.05,1,4.704,1,0.897,0.904,3,17
89,183796,2500,excl_barajada,0.225,0.81,5.143,0.042,0,7.866,0,1.041,0.918,4,17
89,183796,2500,excl_bosones,0.225,0.81,5.239,0.049,1,4.666,1,0.871,0.911,4,17
89,183796,2500,marco_congelado,0.225,0.81,5.814,0.04,0,7.971,0,1.018,0.909,3,17
90,185861,2500,excl,0.188,0.572,4.892,0.045,0,7.514,0,0.951,0.911,4,17
90,185861,2500,sin_excl,0.188,0.572,4.806,0.048,2,6.167,1,0.76,0.904,3,17
90,185861,2500,excl_barajada,0.188,0.572,5.45,0.045,3,6.852,1,0.825,0.913,4,17
90,185861,2500,excl_bosones,0.188,0.572,5.136,0.048,1,6.416,1,0.987,0.906,4,17
90,185861,2500,marco_congelado,0.188,0.572,5.387,0.052,0,7.98,0,1.028,0.914,4,17
91,187926,2500,excl,1.12,0.777,5.237,0.05,1,2.01,1,0.472,0.909,3,17
91,187926,2500,sin_excl,1.12,0.777,5.646,0.044,1,5.534,1,0.988,0.903,4,17
91,187926,2500,excl_barajada,1.12,0.777,nan,0.042,1,1.334,1,0.387,0.912,3,17
91,187926,2500,excl_bosones,1.12,0.777,5.39,0.043,1,5.52,1,0.894,0.91,3,17
91,187926,2500,marco_congelado,1.12,0.777,5.289,0.049,0,7.971,0,1.116,0.915,4,17
92,189991,2500,excl,0.25,0.563,5.195,0.049,0,7.416,0,1.058,0.904,4,17
92,189991,2500,sin_excl,0.25,0.563,4.698,0.051,1,4.575,1,1.05,0.918,4,17
92,189991,2500,excl_barajada,0.25,0.563,5.54,0.045,1,6.828,1,1.044,0.901,3,17
92,189991,2500,excl_bosones,0.25,0.563,5.731,0.043,4,6.818,1,1.111,0.894,4,17
92,189991,2500,marco_congelado,0.25,0.563,5.37,0.049,0,7.981,0,0.892,0.905,3,17
93,192056,2500,excl,1.199,0.609,5.287,0.047,1,2.803,1,0.518,0.902,3,17
93,192056,2500,sin_excl,1.199,0.609,5.155,0.047,1,5.395,1,0.892,0.904,4,17
93,192056,2500,excl_barajada,1.199,0.609,5.62,0.047,1,1.597,1,0.84,0.902,3,17
93,192056,2500,excl_bosones,1.199,0.609,5.437,0.045,1,3.32,1,0.955,0.904,4,17
93,192056,2500,marco_congelado,1.199,0.609,5.716,0.046,0,7.982,0,1.113,0.904,3,17
94,194121,2500,excl,0.198,0.597,5.205,0.049,0,7.354,0,0.946,0.898,4,17
94,194121,2500,sin_excl,0.198,0.597,5.507,0.052,1,4.581,1,0.923,0.908,4,17
94,194121,2500,excl_barajada,0.198,0.597,5.361,0.042,2,6.969,1,1.022,0.896,4,17
94,194121,2500,excl_bosones,0.198,0.597,5.658,0.043,1,6.19,1,0.883,0.905,4,17
94,194121,2500,marco_congelado,0.198,0.597,4.341,0.046,0,7.975,0,0.989,0.907,4,17
95,196186,2500,excl,0.529,0.787,5.433,0.045,1,2.614,1,0.865,0.903,4,17
95,196186,2500,sin_excl,0.529,0.787,5.642,0.039,2,5.037,1,0.819,0.909,3,17
95,196186,2500,excl_barajada,0.529,0.787,5.193,0.047,1,2.633,1,0.919,0.915,4,17
95,196186,2500,excl_bosones,0.529,0.787,5.367,0.044,1,4.379,1,0.792,0.906,3,17
95,196186,2500,marco_congelado,0.529,0.787,5.322,0.046,0,7.986,0,0.928,0.909,4,17
96,198251,2500,excl,0.531,0.706,5.507,0.047,2,5.655,1,0.848,0.894,4,17
96,198251,2500,sin_excl,0.531,0.706,5.387,0.047,1,5.374,1,0.959,0.908,3,17
96,198251,2500,excl_barajada,0.531,0.706,5.405,0.049,1,2.422,1,0.95,0.912,4,17
96,198251,2500,excl_bosones,0.531,0.706,5.08,0.05,2,5.795,1,0.916,0.9,4,17
96,198251,2500,marco_congelado,0.531,0.706,5.245,0.051,0,7.984,0,0.937,0.906,4,17
97,200316,2500,excl,0.228,0.899,5.234,0.042,0,7.944,0,0.992,0.908,4,17
97,200316,2500,sin_excl,0.228,0.899,5.133,0.054,1,4.319,1,0.878,0.914,4,17
97,200316,2500,excl_barajada,0.228,0.899,3.88,0.046,0,7.88,0,0.868,0.907,4,17
97,200316,2500,excl_bosones,0.228,0.899,5.298,0.048,1,5.341,1,0.897,0.92,4,17
97,200316,2500,marco_congelado,0.228,0.899,4.526,0.049,0,7.969,0,1.008,0.911,4,17
99,204446,2500,excl,1.183,0.539,5.087,0.048,1,1.658,1,0.659,0.904,4,17
99,204446,2500,sin_excl,1.183,0.539,5.317,0.047,1,5.062,1,0.948,0.906,4,17
99,204446,2500,excl_barajada,1.183,0.539,4.932,0.053,1,1.647,1,1.09,0.91,4,17
99,204446,2500,excl_bosones,1.183,0.539,5.543,0.047,1,3.023,1,0.998,0.905,3,17
99,204446,2500,marco_congelado,1.183,0.539,5.624,0.04,0,7.982,0,1.062,0.899,4,17
98,202381,2500,excl,1.173,0.841,5.447,0.048,1,1.325,1,0.594,0.905,4,17
98,202381,2500,sin_excl,1.173,0.841,5.579,0.044,1,5.779,1,1.027,0.916,3,17
98,202381,2500,excl_barajada,1.173,0.841,5.153,0.043,1,1.359,1,0.85,0.912,4,17
98,202381,2500,excl_bosones,1.173,0.841,5.456,0.049,1,4.344,1,0.863,0.924,4,17
98,202381,2500,marco_congelado,1.173,0.841,5.34,0.05,0,7.974,0,0.981,0.91,4,17
