test,condicion,rule_id,seed,N_sistema,pendiente,pendiente_null,z_agg,clase,holon_ratio,n_aristas_b1,grado_medio_b1,diam_b1,giant_b1,diam_por_escala,ncajas_por_escala,K,J,noise,meandeg,dt,kcap_base,kcap_media_emp,kcap_sd,kcap_cv,kcap_min,kcap_max,grado_inicial_medio
P2-norm,NORM-pot,A2-B0-C2-r3,90503,2000,0.45689064650756733,0.5293339986382422,0.7778174577302019,I,1.9215220998516505,4092,4.092,9.0,0.9865,9|8|6|5|4,2000|1142|685|454|334,5,0.66,0.313,5.34,6.1,6,6.0,0.0,0.0,6,6,5.34
P2-norm,NORM-pot,A2-B0-C2-r4,90600,2000,0.6284071293803035,0.507834674833207,1.5556349153104045,I,4.321843607703758,4083,4.083,14.0,0.993,14|7|5|5|4,2000|1140|701|447|316,5,0.561,0.109,5.18,7.27,6,6.0,0.0,0.0,6,6,5.18
P2-norm,NORM-pot,A2-B0-C2-r5,90697,2000,0.4965486876341615,0.648335033499167,0.9899494920111666,I,2.502240589197241,3922,3.922,10.0,0.9835,10|7|6|5|4,2000|1166|711|471|359,5,0.769,0.338,4.97,6.56,6,6.0,0.0,0.0,6,6,4.97
P2-norm,NORM-pot,A2-B0-C2-r6,90794,2000,0.6341020740751763,0.5358926049689038,1.4142135593730951,I,1.7796676635095916,4024,4.024,12.0,0.975,12|9|6|5|4,2000|1165|707|475|348,5,0.407,0.249,7.4,6.94,6,6.0,0.0,0.0,6,6,7.4
P2-norm,NORM-pot,A2-B0-C2-r7,90891,2000,0.6057155290085577,0.5457565225889762,0.527791685852937,I,1.751619101246544,4073,4.073,12.0,0.981,12|8|6|5|4,2000|1151|722|470|343,7,0.503,0.225,7.25,6.69,6,6.0,0.0,0.0,6,6,7.25
P2-norm,NORM-pot,A2-B0-C2-r8,90988,2000,0.5933308031518034,0.6752048686286225,0.4949747461555834,I,2.0381520669350754,3619,3.619,11.0,0.981,11|8|6|5|4,2000|1180|727|492|383,6,0.544,0.107,4.18,5.89,6,6.0,0.0,0.0,6,6,4.18
P2-norm,NORM-pot,A2-B0-C2-r9,91085,2000,0.4985026430780506,0.5300862657149807,0.5656854237492382,I,1.7083542967376482,4046,4.046,10.0,0.99,10|8|6|5|4,2000|1136|672|445|323,5,0.397,0.121,5.37,6.63,6,6.0,0.0,0.0,6,6,5.37
P2-norm,NORM-pot,A2-B0-C2-r10,91182,2000,0.6502000561386319,0.512900005826242,2.1213203390596425,I,3.1997281381089406,4115,4.115,13.0,0.9885,13|10|6|5|4,2000|1141|700|427|313,5,0.441,0.133,6.34,6.97,6,6.0,0.0,0.0,6,6,6.34
P2-norm,NORM-pot,A2-B0-C2-r11,91279,2000,0.6382654081105739,0.6083692605981017,0.3535533899182736,I,2.1331432157807253,4052,4.052,12.0,0.983,12|9|6|5|4,2000|1150|718|467|356,8,0.561,0.315,6.93,6.44,6,6.0,0.0,0.0,6,6,6.93
P2-norm,NORM-pot,A2-B0-C2-r12,91376,2000,0.5778546426512917,0.6163747406926018,0.4397356198928583,I,2.3189152770064037,3932,3.932,11.0,0.9845,11|9|6|5|4,2000|1153|695|457|335,7,0.369,0.176,5.34,6.12,6,6.0,0.0,0.0,6,6,5.34
P2-norm,NORM-pot,A2-B0-C2-r13,91473,2000,0.5924923955772214,0.6032267015404666,0.353553389918274,I,1.2692286249854343,4059,4.059,12.0,0.9835,12|8|6|5|4,2000|1160|708|477|324,7,0.527,0.286,7.06,6.2,6,6.0,0.0,0.0,6,6,7.06
P2-norm,NORM-pot,A2-B0-C2-r14,91570,2000,0.5753842016970593,0.48131457488573404,1.131370847498476,I,1.8909409951514007,4102,4.102,11.0,0.975,11|9|6|5|4,2000|1157|687|470|326,7,0.47,0.192,6.75,6.18,6,6.0,0.0,0.0,6,6,6.75
P2-norm,NORM-pot,A2-B0-C2-r0,90212,4000,0.4382701427238297,0.36458857349453133,1.1313708474984754,II,2.4294828972555935,11588,5.794,10.0,0.9975,10|7|5|5|4,4000|2209|1269|807|539,4,0.404,0.234,7.64,15.34,8,8.0,0.0,0.0,8,8,7.64
P2-norm,NORM-pot,A2-B0-C2-r1,90309,4000,0.4649885299446498,0.43298812214067445,0.28284271187461874,I,2.2621310977739317,10324,5.162,10.0,0.9955,10|7|6|5|4,4000|2242|1316|863|633,7,0.688,0.281,5.78,14.2,8,8.0,0.0,0.0,8,8,5.78
P2-norm,NORM-pot,A2-B0-C2-r2,90406,4000,0.3898251482414276,0.4460996223621714,0.8485281356238572,II,1.4550195976577522,11079,5.54,9.0,0.99825,9|7|6|5|4,4000|2233|1300|795|554,7,0.508,0.259,7.01,15.73,8,8.0,0.0,0.0,8,8,7.01
P2-norm,NORM-pot,A2-B0-C2-r3,90503,4000,0.4754093082106703,0.49006870070215947,0.7071067796865476,I,2.063618989092858,9887,4.944,9.0,0.9925,9|7|6|4|4,4000|2269|1363|902|641,5,0.66,0.313,5.34,11.49,8,8.0,0.0,0.0,8,8,5.34
P2-norm,NORM-pot,A2-B0-C2-r4,90600,4000,0.5302419125251819,0.5076508696476927,0.5656854237492375,I,4.642829567843977,9529,4.764,11.0,0.992,11|7|5|5|4,4000|2282|1390|901|664,5,0.561,0.109,5.18,14.37,8,8.0,0.0,0.0,8,8,5.18
P2-norm,NORM-pot,A2-B0-C2-r5,90697,4000,0.5212600823169983,0.4604110351527113,0.5656854237492382,I,3.38970675844338,9344,4.672,11.0,0.9905,11|7|6|5|4,4000|2299|1385|902|660,5,0.769,0.338,4.97,13.1,8,8.0,0.0,0.0,8,8,4.97
P2-norm,NORM-pot,A2-B0-C2-r6,90794,4000,0.39204367939128215,0.3669562132787627,0.21213203398096425,II,1.3633349557427779,11304,5.652,9.0,0.996,9|7|5|5|4,4000|2218|1283|788|545,5,0.407,0.249,7.4,12.89,8,8.0,0.0,0.0,8,8,7.4
P2-norm,NORM-pot,A2-B0-C2-r7,90891,4000,0.4378537260990936,0.3987196266454308,0.5656854237492379,II,1.977332030088848,11246,5.623,9.0,0.9975,9|7|6|4|4,4000|2225|1284|833|544,7,0.503,0.225,7.25,12.97,8,8.0,0.0,0.0,8,8,7.25
P2-norm,NORM-pot,A2-B0-C2-r8,90988,4000,0.5919756143201367,0.5772959985130132,0.7071067798865477,I,3.810721953884311,7963,3.982,11.0,0.985,11|8|6|5|4,4000|2351|1442|1012|745,6,0.544,0.107,4.18,10.18,8,8.0,0.0,0.0,8,8,4.18
P2-norm,NORM-pot,A2-B0-C2-r9,91085,4000,0.5210837384000263,0.4851992663519109,0.14142135593730937,I,5.104086728734493,9689,4.845,11.0,0.9925,11|7|6|5|4,4000|2256|1364|893|656,5,0.397,0.121,5.37,11.68,8,8.0,0.0,0.0,8,8,5.37
P2-norm,NORM-pot,A2-B0-C2-r10,91182,4000,0.40488861119732694,0.4263129660196437,0.6363961020928924,II,2.215716796418038,10792,5.396,8.0,0.997,8|7|5|4|4,4000|2234|1308|830|581,5,0.441,0.133,6.34,12.33,8,8.0,0.0,0.0,8,8,6.34
P2-norm,NORM-pot,A2-B0-C2-r11,91279,4000,0.3401586538454836,0.3808699113118665,0.9520557536648655,I,1.9745450454252986,11276,5.638,8.0,0.998,8|7|5|5|4,4000|2222|1275|806|524,8,0.561,0.315,6.93,12.81,8,8.0,0.0,0.0,8,8,6.93
P2-norm,NORM-pot,A2-B0-C2-r12,91376,4000,0.46597921781266005,0.5010949919923355,0.5656854237492382,I,1.3830497421388188,9537,4.769,10.0,0.9925,10|7|6|5|4,4000|2258|1370|839|652,7,0.369,0.176,5.34,11.69,8,8.0,0.0,0.0,8,8,5.34
P2-norm,NORM-pot,A2-B0-C2-r13,91473,4000,0.43752879145963114,0.4077886255144666,0.6363961017928931,II,1.3120730307816881,11122,5.561,10.0,0.998,10|7|6|5|4,4000|2212|1284|818|551,7,0.527,0.286,7.06,13.22,8,8.0,0.0,0.0,8,8,7.06
P2-norm,NORM-pot,A2-B0-C2-r14,91570,4000,0.43532197056032795,0.3422957606676435,0.5656854237492379,II,2.094942896508905,10998,5.499,9.0,0.99675,9|8|4|5|4,4000|2236|1316|798|589,7,0.47,0.192,6.75,12.52,8,8.0,0.0,0.0,8,8,6.75
