N,n_pares,dfm_media,dfm_mediana,dfm_sem,dfm_media_abs,fm_media_I,fm_media_III,dfm_media_relativa,n_pares_III_mayor,p_test_signos,p_wilcoxon,n_signo_igual_a_N2000,pearson_vs_N2000,spearman_vs_N2000,dkv_media,dkv_mediana,n_pares_kv_III_mayor,spearman_kv_vs_N2000,nsink_medio
2000,13,0.00949999999999999,0.00849999999999998,0.003031881873079435,0.010961538461538451,0.0974230769230769,0.1069230769230769,0.11346812738316148,11,0.0224609375,0.005126953125,13,1.0,1.0,0.06258692995573958,0.044041450777201896,9,1.0,8.0
4000,13,0.01751923076923074,0.020499999999999963,0.006710082679526007,0.0238653846153846,0.14113461538461528,0.158653846153846,0.18044633157136886,9,0.266845703125,0.039794921875,9,0.3765330992530581,0.37912087912087916,-0.06190749715113956,-0.07658853014890132,2,0.41208791208791207,28.653846153846153
