corrida,umbral,descripcion_umbral,n_difuso,masa_difusa,H_v3d_abs,Hmm_v3d_abs,Hrar_v3d_abs,H_v3d_std,Hmm_v3d_std,Hrar_v3d_std,H_mod_abs,Hmm_mod_abs,Hrar_mod_abs,H_mod_std,Hmm_mod_std,Hrar_mod_std,sigma_v,v_mediana,n_fil_c1.0,frac_mayor_c1.0,n_fil_c1.5,frac_mayor_c1.5,n_fil_c2.5,frac_mayor_c2.5
A2-B0-C2-batch3-r104_I,B_IC_k1,rho < 1x mediana de rho(t=0) de la propia corrida,1093,10274.2,5.951437449997817,5.993015577891689,5.947219677506887,5.950285928100033,5.991864055993905,5.945807844862575,3.9911357755210912,4.001035329781537,3.9901127686160978,3.993677645531535,4.00357719979198,3.9926971178411548,1.895866698242373,1.5636106190505838,30,0.04757548032936871,44,0.053064958828911254,15,0.5974382433668801
A2-B0-C2-batch3-r107_I,B_IC_k1,rho < 1x mediana de rho(t=0) de la propia corrida,1035,9729.0,5.9473056948001375,5.991213804740236,5.945347711249764,5.956150608525462,6.000058718465561,5.954232298476171,3.988831483921814,3.999285795812314,3.9882952641669154,3.9898037514759532,4.000258063366453,3.989193379501864,1.889264675109454,1.5447107208280995,34,0.021256038647342997,49,0.02995169082125604,21,0.36328502415458935
A2-B0-C2-batch3-r108_III,B_IC_k1,rho < 1x mediana de rho(t=0) de la propia corrida,1043,9804.2,5.951037381522767,5.9946087082610235,5.948791926474433,5.952827252473648,5.996398579211905,5.950449636676198,3.9850423683085814,3.9954164937224523,3.9845834222608705,3.9910386724165097,4.001412797830381,3.9903761352606195,1.907032452599054,1.5736406864914836,33,0.037392138063279005,47,0.038350910834132314,13,0.37392138063279
A2-B0-C2-batch3-r10_III,B_IC_k1,rho < 1x mediana de rho(t=0) de la propia corrida,1073,10086.2,5.952389532889607,5.994742649187839,5.948497586275845,5.950627778209954,5.992980894508186,5.946673995086623,3.9845217390412704,3.9946058143503733,3.983784352123172,3.9904188882621234,4.000502963571226,3.989545154240065,1.980596120531217,1.600323939271487,39,0.034482758620689655,42,0.035414725069897485,11,0.7148182665424044
A2-B0-C2-batch3-r111_III,B_IC_k1,rho < 1x mediana de rho(t=0) de la propia corrida,1059,9954.6,5.9383229643000215,5.981235989595586,5.9354230149183875,5.938519484995679,5.981432510291243,5.935315805699492,3.9825899239014566,3.992807310876591,3.9819024669111087,3.983547360304831,3.9937647472799656,3.9827318271342,1.9566679496418669,1.6482392339710128,35,0.03588290840415486,41,0.039660056657223795,17,0.14825306893295562
A2-B0-C2-batch3-r112_I,B_IC_k1,rho < 1x mediana de rho(t=0) de la propia corrida,1062,9982.800000000001,5.943008738646759,5.985800540707024,5.938996682503795,5.936129317301045,5.978921119361311,5.932992344888483,3.9818516750463506,3.992040199346414,3.9811337646656786,3.9813758129699517,3.991564337270015,3.9805902872090098,1.962643942575389,1.6085833081861969,42,0.027306967984934087,45,0.03766478342749529,15,0.3192090395480226
A2-B0-C2-batch3-r114_III,B_IC_k1,rho < 1x mediana de rho(t=0) de la propia corrida,1024,9625.6,5.934837519131298,5.979217298221144,5.933355213160205,5.938385255616076,5.982765034705922,5.93656519012699,3.9632217389740143,3.9737883530430254,3.963001603977734,3.9806406466880957,3.9912072607571067,3.980495290357687,1.6945390735069812,1.4938614139435256,11,0.013671875,34,0.021484375,22,0.318359375
A2-B0-C2-batch3-r120_I,B_IC_k1,rho < 1x mediana de rho(t=0) de la propia corrida,1069,10048.6,5.939851511261513,5.9823631050762955,5.936358700548042,5.945938377789871,5.988449971604654,5.942462213028359,3.991149219475165,4.001271027526304,3.990338218748877,3.993836446435383,4.0039582544865215,3.9932782204453923,1.9050594504892908,1.6063042566926786,35,0.018709073900841908,54,0.028999064546304958,17,0.44808231992516373
A2-B0-C2-batch3-r12_III,B_IC_k1,rho < 1x mediana de rho(t=0) de la propia corrida,1044,9813.6,5.927431528904622,5.9709611206555815,5.925455635361401,5.939748061404649,5.983277653155609,5.937300784577499,3.9861105955602056,3.996474784072339,3.9855965498352335,3.988109803592884,3.9984739921050174,3.987803219537966,1.9672965066846824,1.6245875145983963,33,0.03065134099616858,43,0.03065134099616858,15,0.2710727969348659
A2-B0-C2-batch3-r143_I,B_IC_k1,rho < 1x mediana de rho(t=0) de la propia corrida,1050,9870.0,5.950806081634178,5.994086932860847,5.948390945796519,5.95071784563379,5.993998696860459,5.947867987261059,3.9881080548008496,3.998413019378628,3.9875979236176526,3.987452777653043,3.9977577422308213,3.986617680633702,1.8438270423199787,1.554290663720884,27,0.025714285714285714,37,0.04380952380952381,20,0.17904761904761904
A2-B0-C2-batch3-r1_I,B_IC_k1,rho < 1x mediana de rho(t=0) de la propia corrida,1047,9841.800000000001,5.953673967398618,5.99707883252565,5.951162921331724,5.94992124383309,5.993326108960122,5.947523690785816,3.9641334941055235,3.974467985802436,3.9633154543890003,3.981909091281446,3.9922435829783582,3.9814884012338605,1.6960576610258646,1.4935268396207155,13,0.010506208213944603,39,0.017191977077363897,15,0.5482330468003821
A2-B0-C2-batch3-r21_III,B_IC_k1,rho < 1x mediana de rho(t=0) de la propia corrida,1054,9907.6,5.942163425697759,5.985280023219582,5.939401173868917,5.9463578376047055,5.989474435126529,5.943713331464223,3.991592834247445,4.00185869080026,3.9909567316948587,3.9882231677661313,3.9984890243189466,3.987662424510927,1.9063773182696517,1.5983277008564505,36,0.027514231499051234,47,0.03510436432637571,16,0.4810246679316888
A2-B0-C2-batch3-r23_III,B_IC_k1,rho < 1x mediana de rho(t=0) de la propia corrida,1064,10001.6,5.931971179221818,5.974682545563925,5.928487262433752,5.937073161900306,5.979784528242414,5.934022279421737,3.9894189854685207,3.999588358407118,3.9887969855313954,3.9834238751841444,3.9935932481227416,3.982686237115766,1.95012336439951,1.602646565567112,31,0.03383458646616541,44,0.06390977443609022,11,0.38721804511278196
A2-B0-C2-batch3-r25_III,B_IC_k1,rho < 1x mediana de rho(t=0) de la propia corrida,1040,9776.0,5.924529359916684,5.968226373174378,5.92197757238926,5.933642196907115,5.97733921016481,5.931463755814792,3.992852380002943,4.003256430778585,3.9922841128287025,3.992716420813009,4.003120471588651,3.9922017169521316,1.8736352439540096,1.5234241838095537,38,0.027884615384615386,51,0.03173076923076923,16,0.36730769230769234
A2-B0-C2-batch3-r26_III,B_IC_k1,rho < 1x mediana de rho(t=0) de la propia corrida,1053,9898.2,5.946730643567721,5.989888187525938,5.943887231584486,5.9441482356781865,5.9873057796364035,5.941596339101247,3.9886119308093178,3.998887536513655,3.987939320984227,3.9937025465638105,4.0039781522681475,3.9930826682939875,1.950420056978401,1.6346332108221535,31,0.02184235517568851,52,0.026590693257359924,18,0.16619183285849953
A2-B0-C2-batch3-r31_III,B_IC_k1,rho < 1x mediana de rho(t=0) de la propia corrida,1060,9964.0,5.938140817581724,5.98101335889116,5.934809705328745,5.9523468007361435,5.99521934204558,5.949020803166786,3.983810178978146,3.994017926908964,3.9831274528508716,3.9879107226477397,3.9981184705785577,3.987342025085322,1.9736841716979316,1.6465960847479357,39,0.020754716981132074,50,0.024528301886792454,17,0.22641509433962265
A2-B0-C2-batch3-r35_I,B_IC_k1,rho < 1x mediana de rho(t=0) de la propia corrida,1051,9879.4,5.923691442297732,5.966931112885745,5.920639853273466,5.923729735230465,5.966969405818478,5.921047262588474,3.9924572093080197,4.002752368971833,3.991884166939498,3.993196906620188,4.003492066284001,3.992438004785344,1.859105570125741,1.5520375797209645,35,0.03139866793529972,55,0.03425309229305423,16,0.38915318744053284
A2-B0-C2-batch3-r44_I,B_IC_k1,rho < 1x mediana de rho(t=0) de la propia corrida,1035,9729.0,5.937133207710528,5.981041317650627,5.935273940240928,5.9302518582860415,5.97415996822614,5.92823145623098,3.9918265927673784,4.002280904657878,3.9913003165879752,3.9901881814963343,4.000642493386834,3.9897539771655124,1.83464003929093,1.5476697625352436,34,0.02318840579710145,43,0.03864734299516908,14,0.35555555555555557
A2-B0-C2-batch3-r48_I,B_IC_k1,rho < 1x mediana de rho(t=0) de la propia corrida,1032,9700.800000000001,5.941150357901208,5.9851861076957835,5.9391495243875205,5.939511014603196,5.983546764397772,5.937859254408818,3.986332832347283,3.996817534679325,3.985838052208415,3.984608895507321,3.9950935978393627,3.9842225065584613,1.9729163646381411,1.5921254218118637,45,0.020348837209302327,53,0.03391472868217054,19,0.20445736434108527
A2-B0-C2-batch3-r50_I,B_IC_k1,rho < 1x mediana de rho(t=0) de la propia corrida,1027,9653.800000000001,5.941207644313012,5.985457784320804,5.939245278638011,5.941719898243941,5.985970038251733,5.939829326805292,3.993839718834045,4.004375466454948,3.993448561049947,3.993467321295328,4.004003068916231,3.9931217439238593,1.9054735146734922,1.5843977019317086,38,0.016553067185978577,46,0.028237585199610515,10,0.6475170399221032
A2-B0-C2-batch3-r53_I,B_IC_k1,rho < 1x mediana de rho(t=0) de la propia corrida,1031,9691.4,5.941508314587102,5.985586776069161,5.9396560085089325,5.93817170144961,5.982250162931669,5.936164079621485,3.9914192314252164,4.0019141032066585,3.9909804180759996,3.9951760504679124,4.0056709222493545,3.9948982550633705,1.935031074316738,1.5872307234165606,42,0.01842870999030068,44,0.03200775945683802,24,0.2192046556741028
A2-B0-C2-batch3-r58_III,B_IC_k1,rho < 1x mediana de rho(t=0) de la propia corrida,1042,9794.800000000001,5.934813891728769,5.978427033559865,5.932537122200839,5.939119647031085,5.982732788862181,5.936851029964901,3.9822226670962833,3.9926067484846395,3.981655754170473,3.990942379321592,4.001326460709948,3.9903795539873594,1.9396907261882628,1.601298766830941,40,0.023032629558541268,52,0.04990403071017274,21,0.24280230326295585
A2-B0-C2-batch3-r59_I,B_IC_k1,rho < 1x mediana de rho(t=0) de la propia corrida,1073,10086.2,5.939886991867757,5.982240108165989,5.936344502841365,5.934872488007059,5.977225604305291,5.932019894268238,3.9897079939992888,3.9997920693083917,3.9888723160260677,3.9879854431727906,3.9980695184818935,3.987140080311217,1.9729504788645336,1.5813152868041012,40,0.02516309412861137,49,0.034482758620689655,17,0.4771668219944082
A2-B0-C2-batch3-r5_I,B_IC_k1,rho < 1x mediana de rho(t=0) de la propia corrida,1020,9588.0,5.964404101942147,6.008957919381365,5.963184110768194,5.9474764562673315,5.99203027370655,5.945776488343361,3.956582355269773,3.9671904070410156,3.956201757469375,3.9692668367791626,3.979874888550405,3.968968787883092,1.65540293973146,1.4852082440342165,11,0.010784313725490196,40,0.01568627450980392,11,0.7147058823529412
A2-B0-C2-batch3-r60_III,B_IC_k1,rho < 1x mediana de rho(t=0) de la propia corrida,1064,10001.6,5.93312419333461,5.975835559676717,5.930192027655572,5.942030715059189,5.984742081401296,5.938668599345972,3.9865892472256617,3.996758620164259,3.985792854118072,3.9779306979945854,3.9881000709331826,3.9770830408986715,2.012320623114671,1.5884112760839986,39,0.03289473684210526,43,0.044172932330827065,16,0.38627819548872183
A2-B0-C2-batch3-r69_III,B_IC_k1,rho < 1x mediana de rho(t=0) de la propia corrida,1034,9719.6,5.945791990694801,5.989742564957859,5.943651108384558,5.951184371956753,5.995134946219811,5.949210123628498,3.969272317580563,3.979736740024148,3.9689376850225115,3.9772538461171516,3.987718268560737,3.9766190708022076,1.7031919212365545,1.5040386908273233,22,0.014506769825918761,42,0.0183752417794971,11,0.6286266924564797
A2-B0-C2-batch3-r70_III,B_IC_k1,rho < 1x mediana de rho(t=0) de la propia corrida,1024,9625.6,5.94541701643675,5.989796795526596,5.94397190501648,5.949953645145986,5.994333424235832,5.9482759662853075,3.9879562075199706,3.9985228215889816,3.9876093411204447,3.990128378700014,4.0006949927690245,3.9897931437437215,1.8553959422089592,1.5077650565076874,37,0.01171875,45,0.0205078125,23,0.15234375
A2-B0-C2-batch3-r71_III,B_IC_k1,rho < 1x mediana de rho(t=0) de la propia corrida,1045,9823.0,5.919977446870058,5.963465383509295,5.917389148160578,5.914301896141057,5.9577898327802945,5.911617601452045,3.980640470645689,3.9909947412740787,3.9801135708534527,3.9833170595555796,3.9936713301839695,3.982470226601722,2.0303857118553648,1.593782997963217,36,0.027751196172248804,38,0.03636363636363636,19,0.18086124401913875
A2-B0-C2-batch3-r76_I,B_IC_k1,rho < 1x mediana de rho(t=0) de la propia corrida,1064,10001.6,5.943070087767227,5.985781454109334,5.939990608586583,5.948389933942973,5.991101300285081,5.945721923579622,3.9916956278341535,4.00186500077275,3.9909181877483046,3.993412262933941,4.003581635872538,3.992507872397823,1.9358917361275891,1.6198608589684123,43,0.020676691729323307,54,0.023496240601503758,21,0.15789473684210525
A2-B0-C2-batch3-r83_III,B_IC_k1,rho < 1x mediana de rho(t=0) de la propia corrida,1062,9982.800000000001,5.944652818803373,5.987444620863639,5.941227010101182,5.949348500039692,5.9921403020999575,5.9464154126573385,3.985201956822996,3.995390481123059,3.984322200300044,3.983935172188804,3.994123696488867,3.9834016078495127,1.8318550252103938,1.5435941109095999,26,0.026365348399246705,45,0.031073446327683617,16,0.4067796610169492
A2-B0-C2-batch3-r86_I,B_IC_k1,rho < 1x mediana de rho(t=0) de la propia corrida,1038,9757.2,5.950090791910672,5.9938719997989205,5.9480057866251625,5.942644161023218,5.986425368911467,5.940570218484365,3.9915301658123727,4.001954262928622,3.9910086169640526,3.9913030099172397,4.001727107033489,3.990825047863086,1.8140089105242816,1.5371125536547556,25,0.02119460500963391,54,0.025048169556840076,13,0.6040462427745664
A2-B0-C2-batch3-r9_I,B_IC_k1,rho < 1x mediana de rho(t=0) de la propia corrida,1031,9691.4,5.946921919904408,5.991000381386467,5.945196239277042,5.950379510291172,5.9944579717732305,5.948248920387422,3.9658535509665387,3.9763484227479813,3.9652851594608443,3.981747609809405,3.9922424815908477,3.981265822842722,1.6854904192573847,1.462852763342391,11,0.008729388942774006,42,0.030067895247332686,8,0.8050436469447139
A2-B0-C2-batch4-r0_III,B_IC_k1,rho < 1x mediana de rho(t=0) de la propia corrida,1039,9766.6,5.927658354517387,5.971397424573213,5.925663194505554,5.932393683897931,5.976132753953757,5.93018104398775,3.9750487557584417,3.985462820057448,3.9745074448834425,3.9799297408080654,3.9903438051070714,3.9794109272245777,1.7063195286718074,1.5194244642170387,17,0.013474494706448507,41,0.02021174205967276,14,0.6689124157844081
A2-B0-C2-batch4-r10_III,B_IC_k1,rho < 1x mediana de rho(t=0) de la propia corrida,1066,10020.4,5.9355126850115045,5.978143917458036,5.93190310790614,5.945698598347057,5.988329830793589,5.941991469678752,3.9841366327568557,3.994286926196506,3.9835799086183035,3.9880483685696495,3.9981986620092997,3.9873729921865273,2.0463284112856566,1.6356645153798686,36,0.03095684803001876,40,0.036585365853658534,22,0.2701688555347092
A2-B0-C2-batch4-r11_I,B_IC_k1,rho < 1x mediana de rho(t=0) de la propia corrida,1030,9682.0,5.947325814285734,5.991447070390591,5.945859961090711,5.953965045098661,5.998086301203518,5.951749527818034,3.9597495876423565,3.9702546486197035,3.9593247424397777,3.970190254732743,3.98069531571009,3.9698404384737382,1.687959581882852,1.5202361706348584,12,0.015533980582524271,40,0.01650485436893204,6,0.6718446601941748
A2-B0-C2-batch4-r12_III,B_IC_k1,rho < 1x mediana de rho(t=0) de la propia corrida,1048,9851.2,5.938067832648014,5.981431280919009,5.9353488757043245,5.945680062170142,5.989043510441137,5.943059707369328,3.994408872288542,4.0047335028292546,3.9937082810475397,3.9918435065292,4.002168137069913,3.9913102124607347,1.8576542006001493,1.5438271044648846,35,0.01812977099236641,47,0.029580152671755726,13,0.5524809160305344
A2-B0-C2-batch4-r13_I,B_IC_k1,rho < 1x mediana de rho(t=0) de la propia corrida,1028,9663.2,5.956067074448104,6.000274169572619,5.9544020981212755,5.956956888989856,6.001163984114371,5.9550771203286015,3.97145536156434,3.9819808604035103,3.9710299636807393,3.980220046730328,3.9907455455694985,3.9798113750589392,1.7039719910362208,1.5083085683385558,13,0.008754863813229572,38,0.01556420233463035,6,0.8180933852140078
A2-B0-C2-batch4-r15_I,B_IC_k1,rho < 1x mediana de rho(t=0) de la propia corrida,1024,9625.6,5.936310055220891,5.980689834310737,5.934915898538702,5.937478508347777,5.981858287437623,5.935905466912028,3.9880541667373417,3.9986207808063527,3.987728927666105,3.982219630084922,3.9927862441539332,3.9819106808267715,1.973137170636873,1.590111571259584,34,0.0244140625,42,0.025390625,12,0.509765625
A2-B0-C2-batch4-r18_I,B_IC_k1,rho < 1x mediana de rho(t=0) de la propia corrida,1036,9738.4,5.949291542302123,5.99315726989672,5.9470509944176015,5.9489654795158895,5.992831207110487,5.9468669918378305,3.9735607571752576,3.984004978031114,3.9729119178560968,3.9830246776223954,3.993468898478252,3.9825867855447967,1.698703595526657,1.459531893487993,11,0.01447876447876448,45,0.016409266409266408,15,0.5675675675675675
A2-B0-C2-batch4-r19_III,B_IC_k1,rho < 1x mediana de rho(t=0) de la propia corrida,1028,9663.2,5.94428939647232,5.988496491596836,5.942721868937225,5.945111617960298,5.989318713084813,5.943495856230145,3.9856616389467603,3.9961871377859306,3.985132157708597,3.9762782770385914,3.9868037758777617,3.9758853147516646,1.828345306647014,1.569259983041154,27,0.02821011673151751,43,0.029182879377431907,19,0.21206225680933852
A2-B0-C2-batch4-r1_III,B_IC_k1,rho < 1x mediana de rho(t=0) de la propia corrida,1040,9776.0,5.930834986781427,5.9745320000391215,5.9285057349756105,5.927451138808805,5.971148152066499,5.925005794012485,3.992703060411357,4.003107111186998,3.9922746238363733,3.992966082536686,4.003370133312328,3.992405172477404,1.8896869171145525,1.5791157458966625,31,0.03365384615384615,41,0.0375,21,0.33365384615384613
A2-B0-C2-batch4-r23_I,B_IC_k1,rho < 1x mediana de rho(t=0) de la propia corrida,1056,9926.4,5.936635430311245,5.97967036761049,5.933347045097938,5.939375605586001,5.982410542885246,5.936432140768423,3.992010830216748,4.002257243859425,3.991233564860964,3.98975962070912,4.000006034351797,3.989029291750161,1.8753618727287367,1.561736469532116,33,0.019886363636363636,49,0.02462121212121212,21,0.1893939393939394
A2-B0-C2-batch4-r26_III,B_IC_k1,rho < 1x mediana de rho(t=0) de la propia corrida,1063,9992.2,5.969345527451878,6.012097073818767,5.9660996911096245,5.967730002795535,6.0104815491624235,5.964753401945654,3.9969180110979265,4.007096950709091,3.9962205078761897,3.9919571202127573,4.002136059823921,3.991135947421375,1.8997497283242608,1.5745917341726734,36,0.04233301975540922,43,0.04233301975540922,17,0.19943555973659455
A2-B0-C2-batch4-r28_III,B_IC_k1,rho < 1x mediana de rho(t=0) de la propia corrida,1034,9719.6,5.933622947090324,5.977573521353382,5.932141766468609,5.933636042309061,5.977586616572119,5.9319724625123875,3.986910112347366,3.9973745347909513,3.9864675144661863,3.991660782500543,4.002125204944129,3.991302281829103,1.9057090296299282,1.5340981086154635,30,0.025145067698259187,46,0.02804642166344294,16,0.4922630560928433
A2-B0-C2-batch4-r31_I,B_IC_k1,rho < 1x mediana de rho(t=0) de la propia corrida,1044,9813.6,5.936792150104659,5.980321741855619,5.934532362386185,5.9443376547777795,5.987867246528739,5.941929811711002,3.9849946869637005,3.995358875475834,3.984617428785224,3.9907700524191716,4.001134240931305,3.9901010561842627,1.8909618662252834,1.593393268236035,37,0.02490421455938697,47,0.039272030651340994,19,0.5191570881226054
A2-B0-C2-batch4-r36_III,B_IC_k1,rho < 1x mediana de rho(t=0) de la propia corrida,1012,9512.800000000001,5.904052955849041,5.9489589773786875,5.903007079195462,5.838285279017001,5.883191300546647,5.837059001138943,3.908033562510033,3.918725472398044,3.907729784109418,3.856553011661515,3.8672449215495264,3.856295992453383,2.5699319107156686,1.733162556216045,42,0.04743083003952569,30,0.0741106719367589,14,0.6195652173913043
A2-B0-C2-batch4-r38_I,B_IC_k1,rho < 1x mediana de rho(t=0) de la propia corrida,1058,9945.2,5.947332892537636,5.990286478348603,5.94397814446261,5.952886090867936,5.995839676678902,5.950109047227617,3.989683632558224,3.99991067679893,3.989094910765614,3.9906137137610265,4.000840758001733,3.9898035299229546,1.8984823792939298,1.610715540707627,41,0.022684310018903593,52,0.043478260869565216,9,0.6871455576559546
A2-B0-C2-batch4-r39_I,B_IC_k1,rho < 1x mediana de rho(t=0) de la propia corrida,1066,10020.4,5.9541676781540875,5.996798910600619,5.950609609158185,5.9496619082730335,5.992293140719565,5.946154196437767,3.9817255956102877,3.991875889049938,3.9810146092783247,3.9918978118409996,4.00204810528065,3.9911809011397175,1.9654462096059595,1.6026233508353607,39,0.03470919324577861,49,0.040337711069418386,16,0.17917448405253283
A2-B0-C2-batch4-r3_I,B_IC_k1,rho < 1x mediana de rho(t=0) de la propia corrida,1035,9729.0,5.947793979995178,5.991702089935277,5.9459216056368405,5.952665356206208,5.996573466146307,5.95067450344841,3.96597944962614,3.9764337615166396,3.9655943018574265,3.976294919418521,3.986749231309021,3.975835884173514,1.6815774064027331,1.4957930266024755,11,0.008695652173913044,34,0.020289855072463767,17,0.6125603864734299
A2-B0-C2-batch4-r41_I,B_IC_k1,rho < 1x mediana de rho(t=0) de la propia corrida,1034,9719.6,5.960827579708017,6.004778153971075,5.958679197129463,5.966118634643876,6.010069208906934,5.964302614317432,3.995812525825289,4.006276948268875,3.9953187199429556,3.9948274347808024,4.005291857224388,3.994362381196417,1.8688992148068657,1.5883678753596118,35,0.024177949709864602,47,0.025145067698259187,21,0.3365570599613153
A2-B0-C2-batch4-r43_III,B_IC_k1,rho < 1x mediana de rho(t=0) de la propia corrida,1056,9926.4,5.948675787370373,5.991710724669618,5.945483918920611,5.93973976356371,5.982774700862955,5.936500624953697,3.991380841196203,4.00162725483888,3.9906372375584764,3.9936343114003487,4.003880725043026,3.9929858148223083,1.9214668073679826,1.5729578106436148,34,0.03598484848484849,48,0.03787878787878788,11,0.4952651515151515
A2-B0-C2-batch4-r44_I,B_IC_k1,rho < 1x mediana de rho(t=0) de la propia corrida,1066,10020.4,5.935535976608967,5.978167209055498,5.932371678231916,5.940361244552308,5.98299247699884,5.936919269368564,3.989806794694443,3.999957088134093,3.988952299940574,3.990050283406287,4.000200576845938,3.989362242330675,1.9043528655740667,1.5931852549760417,37,0.017823639774859287,43,0.04221388367729831,15,0.6219512195121951
A2-B0-C2-batch4-r47_III,B_IC_k1,rho < 1x mediana de rho(t=0) de la propia corrida,1036,9738.4,5.95503822745666,5.998903955051257,5.952734738592605,5.952303720418312,5.9961694480129095,5.950227737737887,3.9842614021524296,3.994705623008286,3.983780656960465,3.996653289178594,4.007097510034451,3.996212158859215,1.9474875329867267,1.6416881019852148,39,0.03474903474903475,49,0.03571428571428571,22,0.28474903474903474
A2-B0-C2-batch4-r51_I,B_IC_k1,rho < 1x mediana de rho(t=0) de la propia corrida,1015,9541.0,5.91300611738102,5.957779411753436,5.9120668414111694,5.886162323926216,5.930935618298633,5.884822882950934,3.8982897165346273,3.908950024718536,3.8980426153334515,3.914975613773718,3.925635921957627,3.914616700704984,2.425446429883596,1.7050334474683304,43,0.0374384236453202,34,0.05714285714285714,19,0.6650246305418719
A2-B0-C2-batch4-r57_I,B_IC_k1,rho < 1x mediana de rho(t=0) de la propia corrida,1045,9823.0,5.950989153949726,5.994477090588963,5.948185066333963,5.952084236611068,5.995572173250305,5.94948037182323,3.9915126316249294,4.001866902253319,3.990959109412151,3.9906476433335865,4.001001913961976,3.990107160652382,1.915281161999804,1.6063021502471309,32,0.02200956937799043,51,0.024880382775119617,10,0.5885167464114832
A2-B0-C2-batch4-r62_III,B_IC_k1,rho < 1x mediana de rho(t=0) de la propia corrida,1065,10011.0,5.933831928814193,5.976503190586965,5.9305043106252215,5.928572808720351,5.971244070493123,5.92583785100814,3.9862883636322053,3.996448187863818,3.9855643688574043,3.984186689329539,3.9943465135611516,3.9834956658719,1.932531073663906,1.58870876110949,36,0.0215962441314554,51,0.02629107981220657,18,0.5784037558685446
A2-B0-C2-batch4-r70_I,B_IC_k1,rho < 1x mediana de rho(t=0) de la propia corrida,1037,9747.800000000001,5.946245046943317,5.990068473932712,5.944417818164571,5.944445720339546,5.988269147328941,5.942043006212163,3.989185723397026,3.9996198726802152,3.9885510904934955,3.9958808278387785,4.006314977121968,3.995425152091429,1.9321044210758695,1.5681242006816476,36,0.020250723240115717,47,0.03664416586306654,16,0.25168756027000966
A2-B0-C2-batch4-r72_III,B_IC_k1,rho < 1x mediana de rho(t=0) de la propia corrida,1047,9841.800000000001,5.941193651989046,5.984598517116078,5.9390088669068986,5.937601829203893,5.981006694330925,5.935070198566566,3.9920486451392003,4.002383136836112,3.9913070501465984,3.9889749693035776,3.99930946100049,3.9882727736122194,1.896112949950712,1.6169920816473042,35,0.027698185291308502,42,0.04011461318051576,16,0.3543457497612225
A2-B0-C2-batch4-r94_III,B_IC_k1,rho < 1x mediana de rho(t=0) de la propia corrida,1047,9841.800000000001,5.947109241276224,5.990514106403256,5.9447307077608675,5.9517964343659955,5.9952012994930275,5.949180567831722,3.971273561048199,3.9816080527451114,3.9708297274808593,3.9740397504943825,3.984374242191295,3.9731638647703256,1.7577467848821406,1.5179194261454403,28,0.02005730659025788,43,0.029608404966571154,9,0.7430754536771729
A2-B0-C2-batch4-r9_III,B_IC_k1,rho < 1x mediana de rho(t=0) de la propia corrida,1044,9813.6,5.931467419257663,5.974997011008623,5.929327246743534,5.942106725067065,5.985636316818025,5.940043520706431,3.9701795002706395,3.980543688782773,3.9693753624339974,3.9832994925401746,3.993663681052308,3.9826521847206897,1.7184449400509452,1.4763042840156895,28,0.013409961685823755,52,0.018199233716475097,12,0.7471264367816092
A2-B0-C2-r12_I,B_IC_k1,rho < 1x mediana de rho(t=0) de la propia corrida,1037,9747.800000000001,5.942065379696191,5.985888806685586,5.9399894268489275,5.940759167610365,5.984582594599759,5.9387086327081,3.974844732742394,3.9852788820255833,3.9744678953451857,3.979500025425779,3.9899341747089685,3.9788267273391438,1.7301421891809476,1.5558657348303964,21,0.01446480231436837,49,0.017357762777242044,14,0.6142719382835101
A2-B0-C2-r12v1fix_I,B_IC_k1,rho < 1x mediana de rho(t=0) de la propia corrida,990,9306.0,5.949425673912248,5.995329607031443,5.949425673912248,5.966682069980685,6.012586003099879,5.966682069980685,3.949364795940573,3.9602943038260956,3.949364795940573,3.965036008855485,3.9759655167410073,3.965036008855485,1.6559953262253309,1.4812203303909612,0,0.00404040404040404,26,0.015151515151515152,15,0.39494949494949494
A2-B0-C2-r14_III,B_IC_k1,rho < 1x mediana de rho(t=0) de la propia corrida,1076,10114.4,5.954579963849612,5.996814995251102,5.95105318376836,5.956964658398157,5.999199689799646,5.953425485202693,3.9915674686158455,4.001623428473343,3.9905676573535764,3.9949190735927775,4.004975033450275,3.9939622451297923,1.896219421899772,1.5754694015515769,33,0.024163568773234202,48,0.02509293680297398,18,0.2862453531598513
A2-B0-C2-r17_III,B_IC_k1,rho < 1x mediana de rho(t=0) de la propia corrida,1050,9870.0,5.9368690580492425,5.980149909275911,5.933943783302148,5.935629345816064,5.978910197042733,5.932906354438388,3.989644272178019,3.999949236755797,3.989026502925118,3.9863161968440948,3.996621161421873,3.9858560903899907,1.862716528540595,1.5848901958091095,28,0.039047619047619046,38,0.05523809523809524,19,0.29714285714285715
A2-B0-C2-r19_III,B_IC_k1,rho < 1x mediana de rho(t=0) de la propia corrida,1031,9691.4,5.94409076315068,5.988169224632738,5.942402551021859,5.965624921170624,6.009703382652683,5.963705230641388,3.9867674138569305,3.997262285638373,3.986391922204106,3.9838011361812677,3.9942960079627103,3.983300707089133,1.777906231727871,1.5302355975555078,21,0.016488845780795344,39,0.03685741998060136,19,0.489815712900097
