patch,seed,N,arm,k_local,D_max,d_s,delta_rel,n_ejes,PR,ejes_reales,holonomia,gigante,grado_medio,clustering,diam_fin,pasos
0,66100,2500,local,10,8,5.286,0.034,1,5.25,1,0.85,0.917,26.251,0.1676,4,20
0,66100,2500,sin_local,-1,8,4.936,0.051,1,4.469,1,0.941,0.914,52.498,0.0831,4,17
0,66100,2500,local_barajado,10,8,4.195,0.047,1,4.536,1,1.093,0.91,24.475,0.0521,5,20
0,66100,2500,local_marco_congelado,10,8,5.808,0.038,0,7.983,0,0.993,0.908,25.986,0.1707,4,20
5,66115,2500,local,10,8,5.755,0.031,1,4.946,1,0.959,0.92,26.192,0.1655,4,20
5,66115,2500,sin_local,-1,8,5.268,0.048,1,4.55,1,1.055,0.908,51.803,0.0815,4,17
5,66115,2500,local_barajado,10,8,3.805,0.053,1,4.026,1,1.028,0.906,24.368,0.0504,5,20
5,66115,2500,local_marco_congelado,10,8,5.642,0.034,0,7.971,0,0.989,0.903,26.032,0.1844,4,20
2,66106,2500,local,10,8,5.61,0.036,1,4.582,1,0.93,0.914,26.285,0.1786,5,20
2,66106,2500,sin_local,-1,8,5.282,0.04,1,5.028,1,0.853,0.918,49.053,0.0943,4,16
2,66106,2500,local_barajado,10,8,3.876,0.056,1,4.036,1,1.27,0.922,24.885,0.0482,5,20
2,66106,2500,local_marco_congelado,10,8,5.966,0.038,0,7.983,0,0.904,0.912,26.278,0.1798,4,20
1,66103,2500,local,10,8,5.641,0.032,2,4.75,1,0.943,0.912,26.416,0.1796,4,20
1,66103,2500,sin_local,-1,8,5.203,0.05,1,6.038,1,1.056,0.912,51.942,0.0864,4,17
1,66103,2500,local_barajado,10,8,4.146,0.058,1,5.139,1,1.085,0.923,24.941,0.0456,5,20
1,66103,2500,local_marco_congelado,10,8,6.026,0.033,0,7.971,0,1.075,0.919,26.754,0.1727,4,20
4,66112,2500,local,10,8,6.312,0.039,1,4.615,1,0.978,0.912,26.405,0.1851,4,20
4,66112,2500,sin_local,-1,8,5.132,0.05,2,4.214,1,0.857,0.918,53.144,0.0803,4,17
4,66112,2500,local_barajado,10,8,4.125,0.057,1,5.187,1,1.071,0.91,24.501,0.0597,5,20
4,66112,2500,local_marco_congelado,10,8,5.695,0.032,0,7.981,0,1.168,0.914,26.28,0.1723,4,20
3,66109,2500,local,10,8,6.153,0.038,1,4.748,1,0.916,0.914,26.71,0.1771,4,20
3,66109,2500,sin_local,-1,8,5.485,0.051,1,3.29,1,0.937,0.912,52.221,0.0807,4,17
3,66109,2500,local_barajado,10,8,3.932,0.057,1,3.887,1,1.144,0.915,24.606,0.0517,4,20
3,66109,2500,local_marco_congelado,10,8,5.668,0.037,0,7.984,0,0.981,0.908,25.986,0.1767,4,20
10,66130,2500,local,10,8,5.706,0.03,1,4.091,1,0.782,0.912,26.266,0.1691,4,20
10,66130,2500,sin_local,-1,8,5.259,0.048,1,5.587,1,0.801,0.914,51.95,0.0851,4,17
10,66130,2500,local_barajado,10,8,4.167,0.055,2,4.716,1,1.107,0.905,24.27,0.0533,4,20
10,66130,2500,local_marco_congelado,10,8,6.023,0.029,0,7.987,0,0.937,0.916,26.32,0.1745,4,20
7,66121,2500,local,10,8,5.647,0.038,2,5.392,1,0.898,0.897,26.256,0.1714,4,20
7,66121,2500,sin_local,-1,8,5.241,0.045,1,3.437,1,0.79,0.911,52.438,0.0849,4,17
7,66121,2500,local_barajado,10,8,4.163,0.055,2,5.305,1,1.09,0.91,24.416,0.0542,4,20
7,66121,2500,local_marco_congelado,10,8,6.347,0.036,0,7.975,0,0.987,0.92,26.859,0.1795,4,20
8,66124,2500,local,10,8,4.304,0.031,1,4.642,1,0.816,0.904,25.76,0.173,4,20
8,66124,2500,sin_local,-1,8,5.486,0.043,1,4.505,1,0.894,0.914,51.754,0.0928,4,17
8,66124,2500,local_barajado,10,8,4.166,0.055,1,5.033,1,1.027,0.908,24.507,0.0507,4,20
8,66124,2500,local_marco_congelado,10,8,5.8,0.034,0,7.972,0,0.944,0.902,26.194,0.1673,4,20
6,66118,2500,local,10,8,4.14,0.029,1,4.788,1,0.932,0.926,26.501,0.1828,4,20
6,66118,2500,sin_local,-1,8,5.368,0.05,1,4.224,1,0.782,0.909,52.088,0.0841,3,17
6,66118,2500,local_barajado,10,8,4.097,0.06,3,5.771,1,1.124,0.91,24.43,0.0529,5,20
6,66118,2500,local_marco_congelado,10,8,6.238,0.035,0,7.976,0,0.855,0.906,26.478,0.1819,4,20
9,66127,2500,local,10,8,5.874,0.032,1,5.358,1,0.877,0.914,26.478,0.1735,4,20
9,66127,2500,sin_local,-1,8,5.29,0.053,1,5.375,1,0.879,0.91,52.163,0.0794,4,17
9,66127,2500,local_barajado,10,8,4.175,0.055,1,4.456,1,1.081,0.912,24.739,0.0526,4,20
9,66127,2500,local_marco_congelado,10,8,6.056,0.039,0,7.982,0,1.044,0.908,26.566,0.1768,4,20
11,66133,2500,local,10,8,5.754,0.033,1,4.299,1,0.813,0.916,26.286,0.1855,4,20
11,66133,2500,sin_local,-1,8,5.433,0.043,1,5.396,1,0.951,0.912,50.963,0.0891,4,17
11,66133,2500,local_barajado,10,8,4.182,0.058,1,2.862,1,0.968,0.898,24.208,0.0517,4,20
11,66133,2500,local_marco_congelado,10,8,5.893,0.037,0,7.973,0,0.884,0.924,26.462,0.1734,4,20
13,66139,2500,local,10,8,5.383,0.032,2,4.893,1,0.973,0.908,25.933,0.1691,5,20
13,66139,2500,sin_local,-1,8,5.387,0.046,2,6.026,1,1.119,0.913,52.125,0.0888,4,17
13,66139,2500,local_barajado,10,8,3.832,0.058,1,3.09,1,0.892,0.92,24.838,0.0537,5,20
13,66139,2500,local_marco_congelado,10,8,5.828,0.042,0,7.98,0,0.899,0.902,25.837,0.1641,4,20
14,66142,2500,local,10,8,6.466,0.035,1,3.77,1,0.891,0.91,26.181,0.191,4,20
14,66142,2500,sin_local,-1,8,5.219,0.05,1,5.508,1,0.913,0.904,51.85,0.0863,3,17
14,66142,2500,local_barajado,10,8,4.199,0.055,1,4.353,1,0.997,0.908,24.482,0.0536,4,20
14,66142,2500,local_marco_congelado,10,8,5.288,0.026,0,7.973,0,0.955,0.911,26.093,0.1793,4,20
12,66136,2500,local,10,8,5.87,0.033,5,5.833,1,0.789,0.915,26.352,0.1717,4,20
12,66136,2500,sin_local,-1,8,5.202,0.047,2,5.307,1,1.019,0.916,52.867,0.0794,4,17
12,66136,2500,local_barajado,10,8,3.89,0.055,1,3.043,1,1.237,0.914,24.621,0.0505,4,20
12,66136,2500,local_marco_congelado,10,8,6.074,0.034,0,7.976,0,0.879,0.914,26.525,0.1905,4,20
17,66151,2500,local,10,8,5.912,0.032,1,3.509,1,0.878,0.908,25.984,0.1733,4,20
17,66151,2500,sin_local,-1,8,5.027,0.048,2,5.402,1,0.919,0.913,51.894,0.0812,3,17
17,66151,2500,local_barajado,10,8,4.152,0.057,1,3.861,1,1.021,0.91,24.618,0.0487,5,20
17,66151,2500,local_marco_congelado,10,8,6.404,0.036,0,7.979,0,1.089,0.912,26.139,0.1817,4,20
16,66148,2500,local,10,8,6.024,0.032,1,4.118,1,0.871,0.91,26.166,0.1838,4,20
16,66148,2500,sin_local,-1,8,5.161,0.046,1,5.094,1,0.931,0.902,50.682,0.0848,4,17
16,66148,2500,local_barajado,10,8,4.113,0.056,1,5.055,1,0.912,0.909,24.419,0.0506,5,20
16,66148,2500,local_marco_congelado,10,8,5.538,0.033,0,7.976,0,0.935,0.91,26.339,0.1725,4,20
15,66145,2500,local,10,8,6.15,0.035,1,4.116,1,0.855,0.905,26.416,0.192,4,20
15,66145,2500,sin_local,-1,8,5.312,0.048,1,3.608,1,0.824,0.911,51.614,0.0817,4,17
15,66145,2500,local_barajado,10,8,4.176,0.056,1,3.285,1,1.01,0.909,24.582,0.0502,5,20
15,66145,2500,local_marco_congelado,10,8,6.249,0.034,0,7.959,0,0.969,0.908,26.358,0.1829,4,20
18,66154,2500,local,10,8,5.81,0.038,1,3.47,1,0.892,0.907,26.05,0.1768,4,20
18,66154,2500,sin_local,-1,8,4.964,0.05,2,4.729,1,1.056,0.918,52.52,0.0794,4,17
18,66154,2500,local_barajado,10,8,4.239,0.056,1,4.203,1,0.996,0.908,24.522,0.0583,5,20
18,66154,2500,local_marco_congelado,10,8,5.803,0.044,0,7.978,0,0.998,0.919,26.618,0.1797,4,20
19,66157,2500,local,10,8,6.094,0.034,1,4.551,1,0.75,0.917,26.389,0.181,1,20
19,66157,2500,sin_local,-1,8,4.969,0.05,1,5.497,1,1.007,0.904,51.037,0.0798,4,17
19,66157,2500,local_barajado,10,8,4.164,0.056,1,4.617,1,1.102,0.906,24.504,0.052,4,20
19,66157,2500,local_marco_congelado,10,8,6.203,0.027,0,7.979,0,0.838,0.904,25.819,0.1826,4,20
22,66166,2500,local,10,8,5.243,0.035,1,4.383,1,1.071,0.916,26.608,0.175,4,20
22,66166,2500,sin_local,-1,8,5.221,0.046,1,4.537,1,0.949,0.912,51.854,0.0802,4,17
22,66166,2500,local_barajado,10,8,4.145,0.057,1,3.601,1,1.062,0.915,24.715,0.0484,5,20
22,66166,2500,local_marco_congelado,10,8,6.182,0.04,0,7.982,0,0.911,0.902,26.326,0.1942,4,20
20,66160,2500,local,10,8,4.289,0.034,1,5.051,1,0.85,0.921,26.874,0.1901,4,20
20,66160,2500,sin_local,-1,8,5.385,0.052,2,5.009,1,0.992,0.904,51.139,0.0851,4,17
20,66160,2500,local_barajado,10,8,4.17,0.058,1,4.427,1,1.078,0.909,24.536,0.0482,5,20
20,66160,2500,local_marco_congelado,10,8,6.069,0.036,0,7.981,0,0.882,0.904,26.123,0.1801,4,20
23,66169,2500,local,10,8,5.478,0.041,1,4.761,1,0.863,0.904,25.787,0.1649,4,20
23,66169,2500,sin_local,-1,8,5.368,0.042,2,5.602,1,0.822,0.912,52.117,0.0864,4,17
23,66169,2500,local_barajado,10,8,4.127,0.055,1,4.247,1,1.145,0.912,24.555,0.0464,5,20
23,66169,2500,local_marco_congelado,10,8,5.387,0.033,0,7.975,0,0.949,0.916,26.413,0.1693,4,20
21,66163,2500,local,10,8,5.353,0.036,1,4.605,1,0.868,0.909,26.19,0.184,4,20
21,66163,2500,sin_local,-1,8,5.541,0.038,1,4.324,1,1.033,0.904,50.139,0.0867,3,17
21,66163,2500,local_barajado,10,8,4.177,0.052,2,5.233,1,0.947,0.916,24.872,0.0503,5,20
21,66163,2500,local_marco_congelado,10,8,5.845,0.028,0,7.985,0,0.933,0.91,26.366,0.1778,4,20
24,66172,2500,local,10,8,6.116,0.038,1,3.097,1,0.891,0.908,26.357,0.1815,4,20
24,66172,2500,sin_local,-1,8,5.113,0.051,1,5.542,1,0.916,0.912,52.427,0.0824,4,17
24,66172,2500,local_barajado,10,8,4.12,0.056,2,4.484,1,1.147,0.914,24.634,0.0502,5,20
24,66172,2500,local_marco_congelado,10,8,5.84,0.038,0,7.981,0,0.864,0.909,26.376,0.1762,4,20
25,66175,2500,local,10,8,5.27,0.039,1,3.868,1,0.901,0.913,26.07,0.1671,4,20
25,66175,2500,sin_local,-1,8,5.306,0.049,1,5.067,1,0.986,0.908,50.915,0.0794,4,17
25,66175,2500,local_barajado,10,8,4.131,0.056,1,3.541,1,1.124,0.915,24.696,0.0503,5,20
25,66175,2500,local_marco_congelado,10,8,6.0,0.034,0,7.978,0,0.931,0.92,26.643,0.1859,4,20
26,66178,2500,local,10,8,6.214,0.034,1,3.852,1,0.774,0.92,26.818,0.1914,4,20
26,66178,2500,sin_local,-1,8,5.741,0.039,2,5.168,1,0.949,0.912,50.195,0.096,4,17
26,66178,2500,local_barajado,10,8,4.145,0.055,1,4.526,1,1.112,0.922,24.917,0.0497,5,20
26,66178,2500,local_marco_congelado,10,8,5.375,0.036,0,7.981,0,1.101,0.914,25.782,0.1775,4,20
28,66184,2500,local,10,8,5.716,0.028,1,4.775,1,0.888,0.904,26.178,0.1726,4,20
28,66184,2500,sin_local,-1,8,5.43,0.045,1,5.171,1,0.996,0.902,50.907,0.0835,4,17
28,66184,2500,local_barajado,10,8,4.133,0.058,1,4.409,1,1.236,0.919,24.718,0.0469,5,20
28,66184,2500,local_marco_congelado,10,8,6.041,0.037,0,7.988,0,1.007,0.914,26.659,0.1766,4,20
27,66181,2500,local,10,8,5.991,0.032,1,4.607,1,1.014,0.904,26.174,0.1675,3,20
27,66181,2500,sin_local,-1,8,5.423,0.042,1,3.949,1,1.213,0.912,52.182,0.0864,4,17
27,66181,2500,local_barajado,10,8,4.025,0.055,2,4.137,1,1.058,0.912,24.506,0.0514,4,20
27,66181,2500,local_marco_congelado,10,8,5.904,0.027,0,7.981,0,1.023,0.914,26.568,0.1744,4,20
29,66187,2500,local,10,8,5.947,0.027,2,4.381,1,1.053,0.912,26.35,0.1847,4,20
29,66187,2500,sin_local,-1,8,4.844,0.044,1,5.633,1,0.913,0.904,51.934,0.0836,4,17
29,66187,2500,local_barajado,10,8,4.161,0.056,3,4.696,1,1.112,0.913,24.677,0.0547,5,20
29,66187,2500,local_marco_congelado,10,8,5.858,0.029,0,7.977,0,0.928,0.917,26.378,0.1741,4,20
30,66190,2500,local,10,8,5.588,0.034,1,4.157,1,1.078,0.918,26.462,0.1738,4,20
30,66190,2500,sin_local,-1,8,5.294,0.049,1,5.142,1,0.991,0.912,53.182,0.0802,4,17
30,66190,2500,local_barajado,10,8,4.105,0.055,1,5.076,1,1.136,0.908,24.402,0.0458,5,20
30,66190,2500,local_marco_congelado,10,8,6.113,0.034,0,7.979,0,0.91,0.905,25.875,0.1702,4,20
35,66205,2500,local,10,8,5.65,0.035,1,4.065,1,0.956,0.913,26.454,0.1803,4,20
35,66205,2500,sin_local,-1,8,5.287,0.043,1,5.735,1,0.896,0.92,48.373,0.0931,4,16
35,66205,2500,local_barajado,10,8,4.13,0.053,2,4.615,1,1.062,0.915,24.638,0.0519,5,20
35,66205,2500,local_marco_congelado,10,8,5.708,0.033,0,7.971,0,1.068,0.906,25.955,0.1802,4,20
31,66193,2500,local,10,8,4.262,0.033,1,4.279,1,1.014,0.906,26.304,0.1639,4,20
31,66193,2500,sin_local,-1,8,5.361,0.045,1,4.713,1,0.864,0.913,53.208,0.086,4,17
31,66193,2500,local_barajado,10,8,3.808,0.056,1,4.741,1,1.009,0.914,24.646,0.0513,4,20
31,66193,2500,local_marco_congelado,10,8,5.678,0.033,0,7.98,0,0.919,0.91,25.986,0.1671,4,20
34,66202,2500,local,10,8,5.543,0.033,1,4.408,1,0.777,0.915,26.122,0.1771,4,20
34,66202,2500,sin_local,-1,8,5.305,0.047,2,4.342,1,0.87,0.916,52.038,0.0862,4,17
34,66202,2500,local_barajado,10,8,4.135,0.054,2,5.362,1,0.999,0.912,24.488,0.0484,5,20
34,66202,2500,local_marco_congelado,10,8,5.644,0.036,0,7.981,0,1.09,0.899,26.027,0.1685,4,20
32,66196,2500,local,10,8,5.75,0.032,1,5.041,1,0.874,0.911,26.224,0.1793,5,20
32,66196,2500,sin_local,-1,8,5.477,0.047,2,5.507,1,0.852,0.912,52.194,0.0889,4,17
32,66196,2500,local_barajado,10,8,4.123,0.057,1,4.116,1,1.103,0.903,24.355,0.0494,5,20
32,66196,2500,local_marco_congelado,10,8,4.702,0.035,0,7.967,0,0.986,0.91,26.008,0.1672,4,20
33,66199,2500,local,10,8,5.909,0.032,1,4.337,1,0.772,0.907,26.282,0.1816,4,20
33,66199,2500,sin_local,-1,8,5.421,0.05,1,5.067,1,0.777,0.914,51.846,0.0887,4,17
33,66199,2500,local_barajado,10,8,4.161,0.053,1,4.585,1,1.048,0.904,24.302,0.0481,5,20
33,66199,2500,local_marco_congelado,10,8,5.815,0.045,0,7.981,0,1.003,0.916,26.658,0.1761,4,20
36,66208,2500,local,10,8,5.563,0.037,2,4.168,1,0.762,0.91,26.155,0.1739,5,20
36,66208,2500,sin_local,-1,8,5.44,0.05,1,4.488,1,0.928,0.91,52.656,0.0827,3,17
36,66208,2500,local_barajado,10,8,3.867,0.058,1,3.029,1,1.02,0.91,24.426,0.0508,5,20
36,66208,2500,local_marco_congelado,10,8,5.446,0.032,0,7.979,0,0.941,0.921,26.437,0.1805,4,20
37,66211,2500,local,10,8,6.048,0.028,1,4.227,1,0.927,0.916,26.25,0.1758,4,20
37,66211,2500,sin_local,-1,8,5.599,0.048,3,4.916,1,0.921,0.908,51.371,0.0823,3,17
37,66211,2500,local_barajado,10,8,4.111,0.059,1,4.271,1,1.17,0.924,24.808,0.0508,5,20
37,66211,2500,local_marco_congelado,10,8,5.853,0.03,0,7.981,0,0.899,0.917,26.669,0.1816,5,20
39,66217,2500,local,10,8,5.047,0.033,1,3.579,1,0.91,0.91,26.13,0.1701,5,20
39,66217,2500,sin_local,-1,8,5.389,0.049,1,5.472,1,0.894,0.915,51.854,0.0851,3,17
39,66217,2500,local_barajado,10,8,4.193,0.051,2,4.568,1,1.145,0.916,24.834,0.0545,5,20
39,66217,2500,local_marco_congelado,10,8,4.4,0.038,0,7.971,0,1.009,0.92,26.781,0.1764,4,20
38,66214,2500,local,10,8,6.157,0.038,2,4.643,1,0.802,0.917,26.891,0.1913,4,20
38,66214,2500,sin_local,-1,8,5.32,0.047,1,5.641,1,0.825,0.909,51.758,0.088,4,17
38,66214,2500,local_barajado,10,8,4.136,0.055,1,4.483,1,1.058,0.904,24.33,0.0516,5,20
38,66214,2500,local_marco_congelado,10,8,4.162,0.037,0,7.972,0,1.006,0.908,25.97,0.1758,5,20
