rule_id,seed,fuente,K,J,noise,meandeg,kcap,clase_csv,pendiente_csv,z_agg_csv,reconstruccion_fiel,pendiente_vieja,pendiente_corregida,z_agg_vieja,z_agg_corregida,z_sost_vieja,z_sost_corregida,holon_ratio,clase_vieja,clase_corregida,cambia_clase,diam_viejo,diam_corregido,diam_null_viejo,diam_null_corregido,n_cajas,tam_comp_medida,tam_gigante,descarrila_b1,escalas_descarriladas
A2-B0-C2-batch4-r130,584439,cs090_fase5b_candidatas_v4.csv,4,0.497,0.288,5.2,7,I,0.5435353513244137,0.8106343977275559,True,0.543535351324415,0.543535351324415,0.8106343977275559,0.8106343977275559,False,False,2.999422172255963,I,I,False,"[11.0, 8.0, 6.0, 5.0, 4.0]","[11.0, 8.0, 6.0, 5.0, 4.0]","[10.0, 7.333, 5.667, 5.0, 3.667]","[10.0, 7.333, 5.667, 5.0, 3.667]","[2000, 1128, 682, 445, 322]","[1985, 1113, 667, 430, 307]","[1985, 1113, 667, 430, 307]",False,0
A2-B0-C2-batch3-r1,471926,cs090_fase5b_candidatas_v3.csv,7,0.531,0.171,5.85,6,I,0.5443072908377864,0.14142135608730938,True,0.5443072908377857,0.5443072908377857,0.14142135608730938,0.14142135608730938,False,False,2.4708879475171703,I,I,False,"[11.0, 8.0, 6.0, 5.0, 4.0]","[11.0, 8.0, 6.0, 5.0, 4.0]","[11.667, 8.0, 6.0, 5.0, 4.0]","[11.667, 8.0, 6.0, 5.0, 4.0]","[2000, 1145, 685, 441, 328]","[1981, 1127, 668, 424, 311]","[1981, 1127, 668, 424, 311]",False,0
A2-B0-C2-batch4-r200,591229,cs090_fase5b_candidatas_v4.csv,7,0.521,0.154,4.73,7,I,0.5444155818409797,0.2828427118746191,False,0.5444942997189726,0.5444942997189726,0.2828427118746191,0.2828427118746191,False,False,1.659106258155531,I,I,False,"[11.0, 7.0, 6.0, 5.0, 4.0]","[11.0, 7.0, 6.0, 5.0, 4.0]","[10.667, 6.667, 6.0, 5.0, 4.0]","[10.667, 6.667, 6.0, 5.0, 4.0]","[2000, 1150, 713, 465, 360]","[1978, 1128, 691, 443, 338]","[1978, 1128, 691, 443, 338]",False,0
A2-B0-C2-batch3-r103,481820,cs090_fase5b_candidatas_v3.csv,4,0.609,0.34,7.64,6,I,0.5456718771984358,0.7071067796865472,True,0.5456718771984355,0.5456718771984355,0.7071067796865472,0.7071067796865472,False,False,1.7142554933038112,I,I,False,"[10.0, 8.0, 6.0, 5.0, 4.0]","[10.0, 8.0, 6.0, 5.0, 4.0]","[10.667, 7.333, 5.667, 5.0, 4.0]","[10.667, 7.333, 5.667, 5.0, 4.0]","[2000, 1155, 751, 490, 382]","[1941, 1101, 697, 436, 328]","[1941, 1101, 697, 436, 328]",False,0
A2-B0-C2-batch4-r3,572120,cs090_fase5b_candidatas_v4.csv,5,0.766,0.205,6.09,6,I,0.5490358470541344,0.3863703299156272,True,0.5490358470541343,0.5490358470541343,0.3863703299156272,0.3863703299156272,False,False,3.3851365371602062,I,I,False,"[11.0, 8.0, 6.0, 5.0, 4.0]","[11.0, 8.0, 6.0, 5.0, 4.0]","[10.0, 7.667, 6.0, 5.0, 4.0]","[10.0, 7.667, 6.0, 5.0, 4.0]","[2000, 1147, 700, 457, 327]","[1971, 1119, 672, 429, 299]","[1971, 1119, 672, 429, 299]",False,0
A2-B0-C2-batch4-r142,585603,cs090_fase5b_candidatas_v4.csv,6,0.381,0.251,6.24,6,I,0.5499397106448336,0.4242640678119285,True,0.549939710644834,0.549939710644834,0.4242640678119285,0.4242640678119285,False,False,1.4730266003530668,I,I,False,"[11.0, 8.0, 6.0, 5.0, 4.0]","[11.0, 8.0, 6.0, 5.0, 4.0]","[11.333, 8.667, 6.0, 5.0, 4.0]","[11.333, 8.667, 6.0, 5.0, 4.0]","[2000, 1156, 696, 463, 327]","[1970, 1128, 668, 435, 299]","[1970, 1128, 668, 435, 299]",False,0
A2-B0-C2-batch3-r34,475127,cs090_fase5b_candidatas_v3.csv,7,0.658,0.143,5.94,6,I,0.5509036575219144,0.2828427118746191,True,0.5509036575219155,0.5509036575219155,0.2828427118746191,0.2828427118746191,False,False,2.1446134904017367,I,I,False,"[11.0, 8.0, 6.0, 5.0, 4.0]","[11.0, 8.0, 6.0, 5.0, 4.0]","[11.0, 7.333, 6.0, 5.0, 4.0]","[11.0, 7.333, 6.0, 5.0, 4.0]","[2000, 1139, 677, 452, 332]","[1974, 1115, 653, 428, 308]","[1974, 1115, 653, 428, 308]",False,0
A2-B0-C2-batch4-r71,578716,cs090_fase5b_candidatas_v4.csv,6,0.72,0.174,7.17,7,I,0.5524056253079764,1.5556349153104045,True,0.5524056253079763,0.5524056253079763,1.5556349153104045,1.5556349153104045,False,False,1.6242560502900072,I,I,False,"[11.0, 9.0, 6.0, 5.0, 4.0]","[11.0, 9.0, 6.0, 5.0, 4.0]","[9.667, 6.667, 5.0, 5.0, 4.0]","[9.667, 6.667, 5.0, 5.0, 4.0]","[2000, 1126, 655, 421, 312]","[1982, 1109, 638, 404, 295]","[1982, 1109, 638, 404, 295]",False,0
A2-B0-C2-batch4-r17,573478,cs090_fase5b_candidatas_v4.csv,4,0.735,0.128,7.15,7,I,0.5535046077461179,0.9520557536648651,True,0.5535046077461176,0.5535046077461176,0.9520557536648651,0.9520557536648651,False,False,3.7565285703419384,I,I,False,"[11.0, 8.0, 5.0, 4.0, 4.0]","[11.0, 8.0, 5.0, 4.0, 4.0]","[10.0, 6.667, 5.333, 5.0, 4.0]","[10.0, 6.667, 5.333, 5.0, 4.0]","[2000, 1117, 648, 416, 272]","[1992, 1109, 640, 408, 264]","[1992, 1109, 640, 408, 264]",False,0
A2-B0-C2-batch3-r85,480074,cs090_fase5b_candidatas_v3.csv,6,0.402,0.265,5.58,7,I,0.5536805194294985,1.5556349153104039,True,0.5536805194294988,0.5536805194294988,1.5556349153104039,1.5556349153104039,False,False,0.9087037460986516,I,I,False,"[12.0, 7.0, 6.0, 5.0, 4.0]","[12.0, 7.0, 6.0, 5.0, 4.0]","[9.333, 6.667, 5.667, 4.667, 4.0]","[9.333, 6.667, 5.667, 4.667, 4.0]","[2000, 1146, 686, 445, 320]","[1987, 1133, 673, 432, 307]","[1987, 1133, 673, 432, 307]",False,0
A2-B0-C2-batch4-r151,586476,cs090_fase5b_candidatas_v4.csv,8,0.398,0.208,4.64,7,I,0.5551917561297515,0.5656854237492379,True,0.5551917561297515,0.5551917561297515,0.5656854237492379,0.5656854237492379,False,False,1.4031917178968534,I,I,False,"[11.0, 7.0, 6.0, 5.0, 4.0]","[11.0, 7.0, 6.0, 5.0, 4.0]","[10.333, 7.667, 6.0, 5.0, 4.0]","[10.333, 7.667, 6.0, 5.0, 4.0]","[2000, 1156, 724, 497, 360]","[1968, 1125, 693, 466, 329]","[1968, 1125, 693, 466, 329]",False,0
A2-B0-C2-batch3-r113,482790,cs090_fase5b_candidatas_v3.csv,6,0.306,0.284,7.11,6,I,0.5554576065377815,0.4242640678119285,True,0.555457606537782,0.555457606537782,0.4242640678119285,0.4242640678119285,False,False,1.6878288073986778,I,I,False,"[11.0, 8.0, 6.0, 5.0, 4.0]","[11.0, 8.0, 6.0, 5.0, 4.0]","[11.333, 7.667, 6.333, 5.0, 4.0]","[11.333, 7.667, 6.333, 5.0, 4.0]","[2000, 1149, 709, 463, 334]","[1967, 1118, 678, 432, 303]","[1967, 1118, 678, 432, 303]",False,0
A2-B0-C2-r9,272702,cs090_fase5_profundizar_a2b0c2_resumen.csv,5,0.493,0.244,4.25,7,I,0.5562821419510406,1.18480013610495,True,0.5562821419510406,0.5562821419510406,1.18480013610495,1.18480013610495,False,False,1.9133033938338635,I,I,False,"[10.0, 9.0, 5.0, 5.0, 4.0]","[10.0, 9.0, 5.0, 5.0, 4.0]","[12.333, 7.667, 6.0, 5.0, 4.0]","[12.333, 7.667, 6.0, 5.0, 4.0]","[2000, 1154, 736, 483, 352]","[1957, 1114, 696, 443, 312]","[1957, 1114, 696, 443, 312]",False,0
A2-B0-C2-r8,272605,cs090_fase5_profundizar_a2b0c2_resumen.csv,7,0.314,0.157,6.25,6,I,0.5566708815619307,0.2828427118746191,True,0.5566708815619308,0.5566708815619308,0.2828427118746191,0.2828427118746191,False,False,1.404743665909311,I,I,False,"[11.0, 8.0, 6.0, 5.0, 4.0]","[11.0, 8.0, 6.0, 5.0, 4.0]","[11.0, 7.333, 6.0, 5.0, 4.0]","[11.0, 7.333, 6.0, 5.0, 4.0]","[2000, 1146, 704, 462, 336]","[1964, 1110, 668, 426, 300]","[1964, 1110, 668, 426, 300]",False,0
A2-B0-C2-batch3-r14,473187,cs090_fase5b_candidatas_v3.csv,8,0.52,0.147,4.98,6,I,0.5568533853758011,0.14142135593730937,True,0.5568533853758015,0.5568533853758015,0.14142135593730937,0.14142135593730937,False,False,5.262433170697002,I,I,False,"[11.0, 8.0, 6.0, 5.0, 4.0]","[11.0, 8.0, 6.0, 5.0, 4.0]","[11.0, 7.667, 6.0, 5.0, 4.0]","[11.0, 7.667, 6.0, 5.0, 4.0]","[2000, 1163, 694, 459, 341]","[1972, 1136, 667, 432, 314]","[1972, 1136, 667, 432, 314]",False,0
A2-B0-C2-batch3-r6,472411,cs090_fase5b_candidatas_v3.csv,6,0.561,0.26,6.49,6,I,0.5587947564533653,0.42426406796192834,True,0.5587947564533648,0.5587947564533648,0.42426406796192834,0.42426406796192834,False,False,2.368997150775501,I,I,False,"[12.0, 7.0, 6.0, 5.0, 4.0]","[12.0, 7.0, 6.0, 5.0, 4.0]","[11.333, 7.667, 6.0, 5.0, 4.0]","[11.333, 7.667, 6.0, 5.0, 4.0]","[2000, 1143, 671, 450, 325]","[1966, 1111, 639, 418, 293]","[1966, 1111, 639, 418, 293]",False,0
A2-B0-C2-batch4-r173,588610,cs090_fase5b_candidatas_v4.csv,8,0.516,0.165,7.89,6,I,0.5592019099723945,0.2449489739783178,True,0.5592019099723938,0.5592019099723938,0.2449489739783178,0.2449489739783178,False,False,2.9501322329076554,I,I,False,"[10.0, 9.0, 6.0, 5.0, 4.0]","[10.0, 9.0, 6.0, 5.0, 4.0]","[11.0, 8.0, 6.0, 5.0, 4.0]","[11.0, 8.0, 6.0, 5.0, 4.0]","[2000, 1187, 724, 484, 369]","[1934, 1124, 661, 421, 306]","[1934, 1124, 661, 421, 306]",False,0
A2-B0-C2-batch4-r98,581335,cs090_fase5b_candidatas_v4.csv,7,0.454,0.325,5.65,7,I,0.559520821767477,0.5656854237492375,True,0.559520821767477,0.559520821767477,0.5656854237492375,0.5656854237492375,False,False,1.6325902704998523,I,I,False,"[11.0, 7.0, 5.0, 4.0, 4.0]","[11.0, 7.0, 5.0, 4.0, 4.0]","[10.333, 7.333, 5.333, 5.0, 4.0]","[10.333, 7.333, 5.333, 5.0, 4.0]","[2000, 1145, 676, 438, 306]","[1990, 1135, 666, 428, 296]","[1990, 1135, 666, 428, 296]",False,0
A2-B0-C2-batch3-r63,477940,cs090_fase5b_candidatas_v3.csv,6,0.517,0.314,4.5,6,I,0.5608035173449282,0.14142135593730937,True,0.5608035173449268,0.5608035173449268,0.14142135593730937,0.14142135593730937,False,False,1.8614750872773356,I,I,False,"[11.0, 8.0, 6.0, 5.0, 4.0]","[11.0, 8.0, 6.0, 5.0, 4.0]","[11.0, 8.0, 6.333, 5.0, 4.0]","[11.0, 8.0, 6.333, 5.0, 4.0]","[2000, 1176, 711, 468, 344]","[1964, 1141, 676, 433, 309]","[1964, 1141, 676, 433, 309]",False,0
A2-B0-C2-batch3-r125,483954,cs090_fase5b_candidatas_v3.csv,5,0.659,0.242,7.15,6,I,0.5625958561744474,0.5656854237492379,True,0.5625958561744471,0.5625958561744471,0.5656854237492379,0.5656854237492379,False,False,2.58429431945463,I,I,False,"[11.0, 8.0, 6.0, 5.0, 4.0]","[11.0, 8.0, 6.0, 5.0, 4.0]","[10.333, 7.333, 6.0, 5.0, 4.0]","[10.333, 7.333, 6.0, 5.0, 4.0]","[2000, 1162, 710, 469, 344]","[1965, 1128, 676, 435, 310]","[1965, 1128, 676, 435, 310]",False,0
A2-B0-C2-batch4-r88,580365,cs090_fase5b_candidatas_v4.csv,7,0.449,0.192,5.5,6,I,0.5636932892379024,0.5501039537227574,True,0.5636932892379024,0.5636932892379024,0.5501039537227574,0.5501039537227574,False,False,1.9381951297674518,I,I,False,"[12.0, 7.0, 6.0, 5.0, 4.0]","[12.0, 7.0, 6.0, 5.0, 4.0]","[10.333, 7.667, 5.667, 5.0, 4.0]","[10.333, 7.667, 5.667, 5.0, 4.0]","[2000, 1151, 690, 456, 330]","[1976, 1128, 667, 433, 307]","[1976, 1128, 667, 433, 307]",False,0
A2-B0-C2-r7,372508,cs090_fase5b_candidatas_v2.csv,8,0.538,0.116,7.06,6,I,0.563695465358207,0.5656854240492383,True,0.563695465358207,0.563695465358207,0.5656854240492383,0.5656854240492383,False,False,3.472186455635176,I,I,False,"[11.0, 8.0, 6.0, 5.0, 4.0]","[11.0, 8.0, 6.0, 5.0, 4.0]","[12.333, 7.333, 6.0, 5.0, 4.0]","[12.333, 7.333, 6.0, 5.0, 4.0]","[2000, 1165, 717, 477, 342]","[1945, 1113, 665, 425, 290]","[1945, 1113, 665, 425, 290]",False,0
A2-B0-C2-batch3-r32,474933,cs090_fase5b_candidatas_v3.csv,4,0.646,0.325,5.6,6,I,0.5639609587703198,0.353553389918274,False,0.5640655543250988,0.5640655543250988,0.353553389918274,0.353553389918274,False,False,1.3448279402524053,I,I,False,"[11.0, 8.0, 6.0, 5.0, 4.0]","[11.0, 8.0, 6.0, 5.0, 4.0]","[10.667, 7.333, 6.0, 5.0, 4.0]","[10.667, 7.333, 6.0, 5.0, 4.0]","[2000, 1149, 692, 467, 346]","[1966, 1118, 661, 436, 315]","[1966, 1118, 661, 436, 315]",False,0
A2-B0-C2-batch4-r185,589774,cs090_fase5b_candidatas_v4.csv,7,0.501,0.119,6.98,6,I,0.5655446560017356,0.3535533899182736,True,0.5655446560017355,0.5655446560017355,0.3535533899182736,0.3535533899182736,False,False,2.5831057525546086,I,I,False,"[11.0, 8.0, 6.0, 5.0, 4.0]","[11.0, 8.0, 6.0, 5.0, 4.0]","[10.667, 7.667, 5.667, 5.0, 4.0]","[10.667, 7.667, 5.667, 5.0, 4.0]","[2000, 1154, 703, 472, 346]","[1956, 1112, 661, 430, 304]","[1956, 1112, 661, 430, 304]",False,0
A2-B0-C2-batch4-r160,587349,cs090_fase5b_candidatas_v4.csv,4,0.547,0.184,5.32,6,I,0.5666085518500896,0.42426406781192816,True,0.5666085518500897,0.5666085518500897,0.42426406781192816,0.42426406781192816,False,False,2.6582710587235265,I,I,False,"[12.0, 7.0, 5.0, 5.0, 4.0]","[12.0, 7.0, 5.0, 5.0, 4.0]","[11.333, 8.0, 6.0, 5.0, 4.333]","[11.333, 8.0, 6.0, 5.0, 4.333]","[2000, 1155, 684, 463, 321]","[1971, 1127, 656, 435, 293]","[1971, 1127, 656, 435, 293]",False,0
A2-B0-C2-batch4-r189,590162,cs090_fase5b_candidatas_v4.csv,7,0.581,0.291,4.1,6,I,0.5680798444208828,0.6607378023178769,True,0.5680798444208803,0.5680798444208803,0.6607378023178769,0.6607378023178769,False,False,1.898296628734613,I,I,False,"[10.0, 9.0, 6.0, 5.0, 4.0]","[10.0, 9.0, 6.0, 5.0, 4.0]","[13.333, 8.667, 6.333, 5.0, 4.333]","[13.333, 8.667, 6.333, 5.0, 4.333]","[2000, 1174, 722, 501, 374]","[1961, 1135, 683, 462, 335]","[1961, 1135, 683, 462, 335]",False,0
A2-B0-C2-batch4-r109,582402,cs090_fase5b_candidatas_v4.csv,4,0.608,0.226,4.56,6,I,0.5681761999347523,0.42426406796192817,True,0.568176199934752,0.568176199934752,0.42426406796192817,0.42426406796192817,False,False,1.895342554593055,I,I,False,"[11.0, 8.0, 6.0, 5.0, 4.0]","[11.0, 8.0, 6.0, 5.0, 4.0]","[11.667, 8.667, 6.0, 5.0, 4.0]","[11.667, 8.667, 6.0, 5.0, 4.0]","[2000, 1165, 707, 488, 344]","[1961, 1128, 670, 451, 307]","[1961, 1128, 670, 451, 307]",False,0
A2-B0-C2-batch3-r144,485797,cs090_fase5b_candidatas_v3.csv,4,0.762,0.234,7.18,6,I,0.5697533488581108,0.8485281356238573,True,0.5697533488581109,0.5697533488581109,0.8485281356238573,0.8485281356238573,False,False,2.0542415565519017,I,I,False,"[11.0, 8.0, 6.0, 5.0, 4.0]","[11.0, 8.0, 6.0, 5.0, 4.0]","[9.667, 7.333, 6.0, 5.0, 4.0]","[9.667, 7.333, 6.0, 5.0, 4.0]","[2000, 1155, 707, 477, 350]","[1950, 1106, 658, 428, 301]","[1950, 1106, 658, 428, 301]",False,0
A2-B0-C2-batch3-r49,476582,cs090_fase5b_candidatas_v3.csv,7,0.535,0.238,6.94,6,I,0.5709286983066645,0.14142135593730937,True,0.5709286983066643,0.5709286983066643,0.14142135593730937,0.14142135593730937,False,False,1.3784340346743966,I,I,False,"[11.0, 8.0, 6.0, 5.0, 4.0]","[11.0, 8.0, 6.0, 5.0, 4.0]","[11.0, 7.667, 6.0, 5.0, 4.0]","[11.0, 7.667, 6.0, 5.0, 4.0]","[2000, 1150, 704, 470, 355]","[1960, 1113, 670, 436, 321]","[1960, 1113, 670, 436, 321]",False,0
A2-B0-C2-r35,375224,cs090_fase5b_candidatas_v2.csv,6,0.56,0.332,5.3,6,I,0.5710631942154135,0.5656854240492379,False,0.5716648333450842,0.5716648333450842,0.5656854240492379,0.5656854240492379,False,False,2.349076627455966,I,I,False,"[11.0, 9.0, 6.0, 5.0, 4.0]","[11.0, 9.0, 6.0, 5.0, 4.0]","[12.333, 8.333, 6.0, 5.0, 4.0]","[12.333, 8.333, 6.0, 5.0, 4.0]","[2000, 1152, 704, 463, 323]","[1971, 1123, 675, 434, 294]","[1971, 1123, 675, 434, 294]",False,0
A2-B0-C2-batch3-r42,475903,cs090_fase5b_candidatas_v3.csv,5,0.432,0.303,5.21,6,I,0.5715717683135682,0.5656854239492376,False,0.5416111318353483,0.5416111318353483,0.565685424249238,0.565685424249238,False,False,2.1267925932987115,I,I,False,"[11.0, 7.0, 6.0, 5.0, 4.0]","[11.0, 7.0, 6.0, 5.0, 4.0]","[12.0, 8.333, 6.333, 5.0, 4.0]","[12.0, 8.333, 6.333, 5.0, 4.0]","[2000, 1156, 694, 475, 352]","[1969, 1126, 664, 445, 322]","[1969, 1126, 664, 445, 322]",False,0
A2-B0-C2-r25,374254,cs090_fase5b_candidatas_v2.csv,8,0.445,0.342,4.47,6,I,0.5721382213633024,1.395266690499944,True,0.5721382213633027,0.5721382213633027,1.395266690499944,1.395266690499944,False,False,1.836850687201149,I,I,False,"[12.0, 7.0, 7.0, 5.0, 4.0]","[12.0, 7.0, 7.0, 5.0, 4.0]","[13.0, 9.667, 6.667, 5.0, 4.0]","[13.0, 9.667, 6.667, 5.0, 4.0]","[2000, 1160, 731, 474, 340]","[1958, 1122, 693, 436, 302]","[1958, 1122, 693, 436, 302]",False,0
A2-B0-C2-batch3-r92,480753,cs090_fase5b_candidatas_v3.csv,5,0.775,0.335,6.32,6,I,0.572729879370707,0.7727406598312547,True,0.5727298793707071,0.5727298793707071,0.7727406598312547,0.7727406598312547,False,False,2.818652858163543,I,I,False,"[12.0, 7.0, 5.0, 5.0, 4.0]","[12.0, 7.0, 5.0, 5.0, 4.0]","[10.0, 7.0, 5.667, 5.0, 4.0]","[10.0, 7.0, 5.667, 5.0, 4.0]","[2000, 1140, 685, 457, 329]","[1976, 1116, 661, 433, 305]","[1976, 1116, 661, 433, 305]",False,0
A2-B0-C2-r22,373963,cs090_fase5b_candidatas_v2.csv,8,0.748,0.242,7.44,6,I,0.572776990823049,0.6313193040439452,True,0.5727769908230493,0.5727769908230493,0.6313193040439452,0.6313193040439452,False,False,2.6749241626890568,I,I,False,"[12.0, 7.0, 6.0, 5.0, 4.0]","[12.0, 7.0, 6.0, 5.0, 4.0]","[10.0, 7.667, 6.0, 5.0, 4.0]","[10.0, 7.667, 6.0, 5.0, 4.0]","[2000, 1164, 712, 477, 335]","[1947, 1113, 661, 426, 284]","[1947, 1113, 661, 426, 284]",False,0
A2-B0-C2-batch3-r120,483469,cs090_fase5b_candidatas_v3.csv,6,0.656,0.147,5.38,5,I,0.5745851449620955,1.4142135593730951,True,0.5745851449620949,0.5745851449620949,1.4142135593730951,1.4142135593730951,False,False,2.79007176115932,I,I,False,"[13.0, 10.0, 6.0, 6.0, 5.0]","[13.0, 10.0, 6.0, 6.0, 5.0]","[13.333, 8.667, 6.333, 4.667, 4.0]","[13.333, 8.667, 6.333, 4.667, 4.0]","[2000, 1173, 704, 487, 364]","[1959, 1136, 667, 450, 327]","[1959, 1136, 667, 450, 327]",False,0
A2-B0-C2-batch3-r140,485409,cs090_fase5b_candidatas_v3.csv,6,0.492,0.269,7.38,6,I,0.57482323528271,0.5656854240492383,True,0.5748232352827102,0.5748232352827102,0.5656854240492383,0.5656854240492383,False,False,1.9129547347711189,I,I,False,"[11.0, 8.0, 6.0, 5.0, 4.0]","[11.0, 8.0, 6.0, 5.0, 4.0]","[12.333, 7.333, 6.0, 5.0, 4.0]","[12.333, 7.333, 6.0, 5.0, 4.0]","[2000, 1170, 729, 490, 353]","[1954, 1124, 683, 444, 307]","[1954, 1124, 683, 444, 307]",False,0
A2-B0-C2-batch3-r89,480462,cs090_fase5b_candidatas_v3.csv,5,0.372,0.163,4.57,7,I,0.5752593059066357,0.3863703299156276,True,0.5752593059066359,0.5752593059066359,0.3863703299156276,0.3863703299156276,False,False,2.060169796101324,I,I,False,"[11.0, 9.0, 7.0, 5.0, 4.0]","[11.0, 9.0, 7.0, 5.0, 4.0]","[11.333, 8.0, 6.0, 5.0, 4.0]","[11.333, 8.0, 6.0, 5.0, 4.0]","[2000, 1151, 734, 475, 328]","[1969, 1122, 705, 446, 299]","[1969, 1122, 705, 446, 299]",False,0
A2-B0-C2-batch3-r116,483081,cs090_fase5b_candidatas_v3.csv,7,0.461,0.246,7.73,6,I,0.5767137667511563,0.2828427118746191,True,0.5767137667511566,0.5767137667511566,0.2828427118746191,0.2828427118746191,False,False,1.723779029924455,I,I,False,"[11.0, 8.0, 6.0, 5.0, 4.0]","[11.0, 8.0, 6.0, 5.0, 4.0]","[11.333, 7.667, 6.0, 5.0, 4.0]","[11.333, 7.667, 6.0, 5.0, 4.0]","[2000, 1179, 724, 493, 356]","[1942, 1121, 666, 435, 298]","[1942, 1121, 666, 435, 298]",False,0
A2-B0-C2-batch3-r11,472896,cs090_fase5b_candidatas_v3.csv,6,0.56,0.169,5.78,6,I,0.5781892299473196,0.7071067796865476,True,0.5781892299473192,0.5781892299473192,0.7071067796865476,0.7071067796865476,False,False,2.11386932120781,I,I,False,"[11.0, 9.0, 6.0, 5.0, 4.0]","[11.0, 9.0, 6.0, 5.0, 4.0]","[11.0, 7.333, 6.0, 5.0, 4.0]","[11.0, 7.333, 6.0, 5.0, 4.0]","[2000, 1139, 701, 457, 334]","[1971, 1112, 674, 430, 307]","[1971, 1112, 674, 430, 307]",False,0
A2-B0-C2-batch3-r76,479201,cs090_fase5b_candidatas_v3.csv,8,0.679,0.309,5.83,5,I,0.5791822134585402,0.546738554876087,True,0.5791822134585409,0.5791822134585409,0.546738554876087,0.546738554876087,False,False,2.753904890957353,I,I,False,"[12.0, 10.0, 7.0, 5.0, 5.0]","[12.0, 10.0, 7.0, 5.0, 5.0]","[13.0, 9.333, 6.667, 5.0, 4.0]","[13.0, 9.333, 6.667, 5.0, 4.0]","[2000, 1181, 714, 495, 372]","[1925, 1113, 647, 428, 305]","[1925, 1113, 647, 428, 305]",False,0
A2-B0-C2-r12,372993,cs090_fase5b_candidatas_v2.csv,6,0.425,0.148,7.18,6,I,0.5795357212376513,0.42426406781192816,True,0.5795357212376512,0.5795357212376512,0.42426406781192816,0.42426406781192816,False,False,1.5842806535414165,I,I,False,"[12.0, 7.0, 6.0, 5.0, 4.0]","[12.0, 7.0, 6.0, 5.0, 4.0]","[11.333, 7.333, 6.0, 5.0, 4.0]","[11.333, 7.333, 6.0, 5.0, 4.0]","[2000, 1167, 696, 477, 346]","[1956, 1125, 654, 435, 304]","[1956, 1125, 654, 435, 304]",False,0
A2-B0-C2-batch4-r126,584051,cs090_fase5b_candidatas_v4.csv,6,0.387,0.157,7.24,7,I,0.5801795236347648,1.5556349153104043,True,0.5801795236347647,0.5801795236347647,1.5556349153104043,1.5556349153104043,False,False,1.7601510229117197,I,I,False,"[11.0, 8.0, 6.0, 4.0, 4.0]","[11.0, 8.0, 6.0, 4.0, 4.0]","[8.333, 7.333, 5.667, 5.0, 4.0]","[8.333, 7.333, 5.667, 5.0, 4.0]","[2000, 1123, 660, 427, 307]","[1991, 1114, 651, 418, 298]","[1991, 1114, 651, 418, 298]",False,0
A2-B0-C2-batch3-r41,475806,cs090_fase5b_candidatas_v3.csv,4,0.634,0.135,4.01,7,I,0.5812768890121728,0.848528135623857,True,0.5812768890121723,0.5812768890121723,0.848528135623857,0.848528135623857,False,False,7.050023659235082,I,I,False,"[11.0, 7.0, 6.0, 5.0, 4.0]","[11.0, 7.0, 6.0, 5.0, 4.0]","[11.667, 8.333, 6.0, 5.0, 4.0]","[11.667, 8.333, 6.0, 5.0, 4.0]","[2000, 1177, 750, 509, 399]","[1961, 1139, 712, 471, 361]","[1961, 1139, 712, 471, 361]",False,0
A2-B0-C2-batch3-r55,477164,cs090_fase5b_candidatas_v3.csv,5,0.471,0.149,4.87,6,I,0.5814093800787539,0.9192388136675118,True,0.5814093800787541,0.5814093800787541,0.9192388136675118,0.9192388136675118,False,False,3.8455349261073577,I,I,False,"[11.0, 9.0, 6.0, 5.0, 4.0]","[11.0, 9.0, 6.0, 5.0, 4.0]","[11.333, 7.333, 6.0, 4.667, 4.0]","[11.333, 7.333, 6.0, 4.667, 4.0]","[2000, 1164, 704, 466, 337]","[1961, 1126, 666, 428, 299]","[1961, 1126, 666, 428, 299]",False,0
A2-B0-C2-batch4-r73,578910,cs090_fase5b_candidatas_v4.csv,5,0.664,0.141,4.73,7,I,0.5814553882259165,0.0,True,0.5814553882259162,0.5814553882259162,0.0,0.0,False,False,4.540011994772269,I,I,False,"[11.0, 7.0, 6.0, 4.0, 4.0]","[11.0, 7.0, 6.0, 4.0, 4.0]","[11.0, 8.0, 6.0, 5.0, 4.0]","[11.0, 8.0, 6.0, 5.0, 4.0]","[2000, 1164, 707, 500, 329]","[1974, 1138, 681, 474, 303]","[1974, 1138, 681, 474, 303]",False,0
A2-B0-C2-batch3-r20,473769,cs090_fase5b_candidatas_v3.csv,4,0.488,0.343,5.3,6,I,0.5815043461890429,0.38637033011562727,True,0.5815043461890416,0.5815043461890416,0.38637033011562727,0.38637033011562727,False,False,1.8956445704469893,I,I,False,"[12.0, 8.0, 6.0, 5.0, 4.0]","[12.0, 8.0, 6.0, 5.0, 4.0]","[11.0, 7.0, 6.0, 5.0, 4.0]","[11.0, 7.0, 6.0, 5.0, 4.0]","[2000, 1143, 685, 455, 316]","[1978, 1122, 664, 434, 295]","[1978, 1122, 664, 434, 295]",False,0
A2-B0-C2-batch3-r138,485215,cs090_fase5b_candidatas_v3.csv,5,0.746,0.194,6.42,6,I,0.5823254734019663,0.9899494915611664,True,0.5823254734019667,0.5823254734019667,0.9899494915611664,0.9899494915611664,False,False,3.589987341809837,I,I,False,"[12.0, 8.0, 6.0, 5.0, 4.0]","[12.0, 8.0, 6.0, 5.0, 4.0]","[10.333, 7.333, 6.0, 5.0, 4.0]","[10.333, 7.333, 6.0, 5.0, 4.0]","[2000, 1140, 689, 464, 313]","[1973, 1113, 662, 437, 286]","[1973, 1113, 662, 437, 286]",False,0
