rule_id,seed,fuente,K,J,noise,meandeg,kcap,clase_csv,pendiente_csv,z_agg_csv,reconstruccion_fiel,pendiente_vieja,pendiente_corregida,z_agg_vieja,z_agg_corregida,z_sost_vieja,z_sost_corregida,holon_ratio,clase_vieja,clase_corregida,cambia_clase,diam_viejo,diam_corregido,diam_null_viejo,diam_null_corregido,n_cajas,tam_comp_medida,tam_gigante,descarrila_b1,escalas_descarriladas
A2-B0-C2-batch4-r111,582596,cs090_fase5b_candidatas_v4.csv,8,0.757,0.236,7.38,6,I,0.6616151487991371,0.4898979479566356,True,0.6616151487991379,0.6616151487991379,0.4898979479566356,0.4898979479566356,False,False,2.69795185096762,I,I,False,"[13.0, 8.0, 6.0, 5.0, 4.0]","[13.0, 8.0, 6.0, 5.0, 4.0]","[11.0, 8.0, 6.0, 5.0, 4.0]","[11.0, 8.0, 6.0, 5.0, 4.0]","[2000, 1160, 728, 481, 361]","[1943, 1105, 673, 426, 306]","[1943, 1105, 673, 426, 306]",False,0
A2-B0-C2-batch4-r31,574836,cs090_fase5b_candidatas_v4.csv,6,0.549,0.237,5.83,5,I,0.662399840491685,0.7071067799615474,True,0.6623998404916864,0.6623998404916864,0.7071067799615474,0.7071067796865476,False,False,2.2930248065454886,I,I,False,"[13.0, 10.0, 7.0, 6.0, 4.0]","[13.0, 10.0, 7.0, 6.0, 4.0]","[9.0, 9.333, 6.0, 5.333, 4.0]","[13.333, 9.333, 6.0, 5.333, 4.0]","[2000, 1168, 722, 499, 361]","[1948, 1120, 674, 451, 313]","[1948, 1120, 674, 451, 313]",False,0
A2-B0-C2-batch3-r47,476388,cs090_fase5b_candidatas_v3.csv,7,0.557,0.125,6.29,6,I,0.664609820944207,0.9899494915611664,True,0.6646098209442083,0.6646098209442083,0.9899494915611664,0.9899494915611664,False,False,2.718267423129872,I,I,False,"[13.0, 9.0, 6.0, 5.0, 4.0]","[13.0, 9.0, 6.0, 5.0, 4.0]","[11.0, 7.333, 5.667, 4.667, 4.0]","[11.0, 7.333, 5.667, 4.667, 4.0]","[2000, 1144, 700, 463, 340]","[1971, 1117, 673, 436, 313]","[1971, 1117, 673, 436, 313]",False,0
A2-B0-C2-r1,271926,cs090_fase5_profundizar_a2b0c2_resumen.csv,5,0.659,0.234,7.63,6,I,0.6651600933305303,1.34350288147944,True,0.665160093330529,0.665160093330529,1.34350288147944,1.34350288147944,False,False,3.2423418870174947,I,I,False,"[13.0, 8.0, 6.0, 5.0, 4.0]","[13.0, 8.0, 6.0, 5.0, 4.0]","[10.667, 7.667, 5.667, 4.667, 4.0]","[10.667, 7.667, 5.667, 4.667, 4.0]","[2000, 1167, 710, 498, 359]","[1946, 1114, 657, 445, 306]","[1946, 1114, 657, 445, 306]",False,0
A2-B0-C2-batch3-r36,475321,cs090_fase5b_candidatas_v3.csv,5,0.386,0.32,4.24,6,I,0.6656640618955437,0.4242640678119288,True,0.6656640618955436,0.6656640618955436,0.4242640678119288,0.4242640678119288,False,False,1.986175250491734,I,I,False,"[12.0, 9.0, 6.0, 5.0, 4.0]","[12.0, 9.0, 6.0, 5.0, 4.0]","[11.667, 9.333, 6.333, 5.0, 4.0]","[11.667, 9.333, 6.333, 5.0, 4.0]","[2000, 1171, 727, 513, 373]","[1944, 1118, 675, 461, 321]","[1944, 1118, 675, 461, 321]",False,0
A2-B0-C2-batch4-r127,584148,cs090_fase5b_candidatas_v4.csv,7,0.307,0.123,7.81,6,I,0.6683428885660037,0.8106343977275554,True,0.6683428885660034,0.6683428885660034,0.8106343977275554,0.8106343977275554,False,False,1.750770649206898,I,I,False,"[12.0, 9.0, 6.0, 5.0, 4.0]","[12.0, 9.0, 6.0, 5.0, 4.0]","[11.333, 8.0, 6.333, 4.667, 4.0]","[11.333, 8.0, 6.333, 4.667, 4.0]","[2000, 1181, 741, 506, 381]","[1933, 1118, 678, 443, 318]","[1933, 1118, 678, 443, 318]",False,0
A2-B0-C2-batch4-r172,588513,cs090_fase5b_candidatas_v4.csv,5,0.563,0.261,5.9,5,I,0.6689048571248729,1.0434017399007942,True,0.6689048571248727,0.6689048571248727,1.0434017399007942,1.0434017399007942,False,False,2.2413225120100813,I,I,False,"[13.0, 8.0, 6.0, 5.0, 4.0]","[13.0, 8.0, 6.0, 5.0, 4.0]","[13.333, 9.667, 6.667, 5.0, 4.0]","[13.333, 9.667, 6.667, 5.0, 4.0]","[2000, 1179, 755, 495, 367]","[1923, 1108, 685, 425, 297]","[1923, 1108, 685, 425, 297]",False,0
A2-B0-C2-batch3-r79,479492,cs090_fase5b_candidatas_v3.csv,8,0.764,0.345,4.22,6,I,0.6689099213625069,0.5277916858529373,True,0.6689099213625083,0.6689099213625083,0.5277916858529373,0.5277916858529373,False,False,2.510767171505413,I,I,False,"[12.0, 9.0, 6.0, 5.0, 4.0]","[12.0, 9.0, 6.0, 5.0, 4.0]","[12.333, 8.667, 7.0, 5.0, 4.0]","[12.333, 8.667, 7.0, 5.0, 4.0]","[2000, 1181, 730, 512, 379]","[1953, 1141, 691, 473, 340]","[1953, 1141, 691, 473, 340]",False,0
A2-B0-C2-batch4-r105,582014,cs090_fase5b_candidatas_v4.csv,5,0.575,0.312,4.51,6,I,0.668952630567437,0.2449489739783178,True,0.6689526305674373,0.6689526305674373,0.2449489739783178,0.2449489739783178,False,False,2.29335452751932,I,I,False,"[13.0, 8.0, 5.0, 5.0, 4.0]","[13.0, 8.0, 5.0, 5.0, 4.0]","[12.0, 8.0, 6.0, 5.0, 4.0]","[12.0, 8.0, 6.0, 5.0, 4.0]","[2000, 1157, 721, 483, 359]","[1964, 1123, 687, 449, 325]","[1964, 1123, 687, 449, 325]",False,0
A2-B0-C2-batch4-r166,587931,cs090_fase5b_candidatas_v4.csv,7,0.391,0.341,5.53,5,I,0.6690133143359093,0.669213041790246,False,0.6689805510026393,0.6689805510026393,0.669213041790246,0.669213041790246,False,False,1.6266062809617883,I,I,False,"[14.0, 10.0, 7.0, 5.0, 5.0]","[14.0, 10.0, 7.0, 5.0, 5.0]","[13.0, 9.333, 6.667, 5.0, 4.0]","[13.0, 9.333, 6.667, 5.0, 4.0]","[2000, 1181, 746, 492, 385]","[1939, 1124, 690, 436, 329]","[1939, 1124, 690, 436, 329]",False,0
A2-B0-C2-batch3-r48,476485,cs090_fase5b_candidatas_v3.csv,8,0.487,0.21,4.54,5,I,0.6705155034604253,1.1970047276431834,True,0.6705155034604253,0.6705155034604253,1.1970047276431834,1.1970047276431834,False,False,3.499415540265244,I,I,False,"[15.0, 9.0, 6.0, 5.0, 5.0]","[15.0, 9.0, 6.0, 5.0, 5.0]","[13.0, 9.333, 6.667, 5.0, 4.333]","[13.0, 9.333, 6.667, 5.0, 4.333]","[2000, 1189, 723, 487, 368]","[1942, 1133, 667, 431, 312]","[1942, 1133, 667, 431, 312]",False,0
A2-B0-C2-batch4-r74,579007,cs090_fase5b_candidatas_v4.csv,8,0.519,0.216,4.12,6,I,0.6706776868182417,0.2828427118746195,True,0.6706776868182424,0.6706776868182424,0.2828427118746195,0.2828427118746195,False,False,2.720089888047994,I,I,False,"[12.0, 9.0, 6.0, 5.0, 4.0]","[12.0, 9.0, 6.0, 5.0, 4.0]","[11.667, 8.667, 6.0, 5.0, 4.0]","[11.667, 8.667, 6.0, 5.0, 4.0]","[2000, 1175, 737, 487, 395]","[1935, 1115, 677, 427, 335]","[1935, 1115, 677, 427, 335]",False,0
A2-B0-C2-batch3-r56,477261,cs090_fase5b_candidatas_v3.csv,8,0.461,0.218,4.07,7,I,0.6712786492946685,0.42426406781192816,True,0.6712786492946682,0.6712786492946682,0.42426406781192816,0.42426406781192816,False,False,2.0524814841850185,I,I,False,"[13.0, 8.0, 6.0, 5.0, 4.0]","[13.0, 8.0, 6.0, 5.0, 4.0]","[13.0, 8.667, 6.0, 4.667, 4.0]","[13.0, 8.667, 6.0, 4.667, 4.0]","[2000, 1179, 733, 501, 367]","[1958, 1140, 694, 462, 328]","[1958, 1140, 694, 462, 328]",False,0
A2-B0-C2-batch3-r8,472605,cs090_fase5b_candidatas_v3.csv,8,0.508,0.174,7.85,6,I,0.6712821094366846,0.28284271217461915,True,0.6712821094366859,0.6712821094366859,0.28284271217461915,0.28284271217461915,False,False,2.8272844524019933,I,I,False,"[12.0, 9.0, 6.0, 5.0, 4.0]","[12.0, 9.0, 6.0, 5.0, 4.0]","[10.667, 7.0, 6.0, 5.0, 4.0]","[10.667, 7.0, 6.0, 5.0, 4.0]","[2000, 1185, 742, 513, 382]","[1932, 1123, 680, 451, 320]","[1932, 1123, 680, 451, 320]",False,0
A2-B0-C2-r30,374739,cs090_fase5b_candidatas_v2.csv,8,0.699,0.124,7.69,6,I,0.6726450383749847,0.2449489739783178,False,0.6726289131411769,0.6726289131411769,0.2449489739783178,0.2449489739783178,False,False,5.246710038901559,I,I,False,"[13.0, 8.0, 6.0, 5.0, 4.0]","[13.0, 8.0, 6.0, 5.0, 4.0]","[12.0, 8.0, 6.0, 5.0, 4.0]","[12.0, 8.0, 6.0, 5.0, 4.0]","[2000, 1175, 727, 493, 372]","[1946, 1123, 675, 441, 320]","[1946, 1123, 675, 441, 320]",False,0
A2-B0-C2-batch3-r147,486088,cs090_fase5b_candidatas_v3.csv,6,0.784,0.209,4.91,6,I,0.674507403259731,1.0555833717058736,False,0.6744881058520262,0.6744881058520262,1.0555833717058736,1.0555833717058736,False,False,1.5682310223130944,I,I,False,"[13.0, 9.0, 6.0, 5.0, 4.0]","[13.0, 9.0, 6.0, 5.0, 4.0]","[11.0, 7.667, 6.0, 5.0, 4.0]","[11.0, 7.667, 6.0, 5.0, 4.0]","[2000, 1154, 688, 480, 346]","[1961, 1119, 654, 446, 312]","[1961, 1119, 654, 446, 312]",False,0
A2-B0-C2-batch4-r218,592975,cs090_fase5b_candidatas_v4.csv,7,0.775,0.124,5.15,6,I,0.6747392266757308,0.631319303893945,True,0.6747392266757302,0.6747392266757302,0.631319303893945,0.631319303893945,False,False,4.384170744732236,I,I,False,"[14.0, 8.0, 6.0, 5.0, 4.0]","[14.0, 8.0, 6.0, 5.0, 4.0]","[12.0, 7.667, 6.0, 5.0, 4.0]","[12.0, 7.667, 6.0, 5.0, 4.0]","[2000, 1130, 689, 464, 335]","[1974, 1104, 663, 438, 309]","[1974, 1104, 663, 438, 309]",False,0
A2-B0-C2-batch4-r214,592587,cs090_fase5b_candidatas_v4.csv,6,0.331,0.315,5.22,6,I,0.6775742750046868,0.5656854237492375,False,0.665792737940273,0.665792737940273,0.5656854237492375,0.5656854237492375,False,False,1.36413658066485,I,I,False,"[13.0, 9.0, 6.0, 5.0, 4.0]","[13.0, 9.0, 6.0, 5.0, 4.0]","[12.333, 8.333, 6.0, 5.0, 4.0]","[12.333, 8.333, 6.0, 5.0, 4.0]","[2000, 1141, 691, 482, 333]","[1963, 1108, 658, 449, 300]","[1963, 1108, 658, 449, 300]",False,0
A2-B0-C2-batch4-r65,578134,cs090_fase5b_candidatas_v4.csv,6,0.428,0.254,7.97,6,I,0.6796749310449893,0.4898979479566356,True,0.6796749310449897,0.6796749310449897,0.4898979479566356,0.4898979479566356,False,False,1.8154056662524938,I,I,False,"[13.0, 8.0, 6.0, 5.0, 4.0]","[13.0, 8.0, 6.0, 5.0, 4.0]","[11.0, 8.0, 6.0, 5.0, 4.0]","[11.0, 8.0, 6.0, 5.0, 4.0]","[2000, 1171, 736, 499, 377]","[1947, 1120, 685, 448, 326]","[1947, 1120, 685, 448, 326]",False,0
A2-B0-C2-batch4-r41,575806,cs090_fase5b_candidatas_v4.csv,6,0.582,0.239,4.78,5,I,0.6796771214509663,0.21213203398096425,True,0.6796771214509663,0.6796771214509663,0.21213203398096425,0.21213203398096425,False,False,2.41819427273913,I,I,False,"[13.0, 9.0, 6.0, 5.0, 4.0]","[13.0, 9.0, 6.0, 5.0, 4.0]","[13.333, 10.0, 6.333, 5.0, 4.0]","[13.333, 10.0, 6.333, 5.0, 4.0]","[2000, 1163, 700, 475, 356]","[1952, 1115, 652, 427, 308]","[1952, 1115, 652, 427, 308]",False,0
A2-B0-C2-batch4-r198,591035,cs090_fase5b_candidatas_v4.csv,6,0.493,0.217,4.37,5,I,0.6805292442174306,0.5027105219710478,True,0.680529244217433,0.680529244217433,0.5027105219710478,0.5027105219710478,False,False,3.27173321817495,I,I,False,"[14.0, 9.0, 7.0, 6.0, 4.0]","[14.0, 9.0, 7.0, 6.0, 4.0]","[14.667, 9.667, 7.333, 5.0, 4.333]","[14.667, 9.667, 7.333, 5.0, 4.333]","[2000, 1165, 717, 497, 367]","[1936, 1110, 665, 446, 316]","[1936, 1110, 665, 446, 316]",False,0
A2-B0-C2-batch4-r16,573381,cs090_fase5b_candidatas_v4.csv,6,0.729,0.166,7.17,6,I,0.6806942227496239,0.6692130419402463,True,0.6806942227496228,0.6806942227496228,0.6692130419402463,0.6692130419402463,False,False,2.6796423531037172,I,I,False,"[13.0, 9.0, 6.0, 5.0, 4.0]","[13.0, 9.0, 6.0, 5.0, 4.0]","[12.0, 8.333, 5.333, 5.0, 4.0]","[12.0, 8.333, 5.333, 5.0, 4.0]","[2000, 1163, 721, 486, 352]","[1944, 1110, 668, 433, 299]","[1944, 1110, 668, 433, 299]",False,0
A2-B0-C2-batch3-r128,484245,cs090_fase5b_candidatas_v3.csv,7,0.366,0.108,4.21,6,I,0.6820202411953517,0.47770483650997947,False,0.6818656423440325,0.6818656423440325,0.47770483650997947,0.47770483650997947,False,False,1.9434469194328023,I,I,False,"[13.0, 8.0, 6.0, 5.0, 4.0]","[13.0, 8.0, 6.0, 5.0, 4.0]","[14.0, 9.333, 6.667, 5.0, 4.0]","[14.0, 9.333, 6.667, 5.0, 4.0]","[2000, 1176, 744, 530, 367]","[1952, 1129, 697, 483, 320]","[1952, 1129, 697, 483, 320]",False,0
A2-B0-C2-batch3-r86,480171,cs090_fase5b_candidatas_v3.csv,5,0.646,0.19,6.06,5,I,0.684698515725542,0.848528135623857,True,0.6846985157255415,0.6846985157255415,0.848528135623857,0.848528135623857,False,False,3.1273886998421987,I,I,False,"[13.0, 9.0, 7.0, 5.0, 4.0]","[13.0, 9.0, 7.0, 5.0, 4.0]","[13.333, 9.667, 6.333, 5.0, 4.333]","[13.333, 9.667, 6.333, 5.0, 4.333]","[2000, 1169, 722, 496, 362]","[1947, 1117, 670, 444, 310]","[1947, 1117, 670, 444, 310]",False,0
A2-B0-C2-batch3-r139,485312,cs090_fase5b_candidatas_v3.csv,6,0.605,0.281,4.16,7,I,0.6861283906064248,0.6363961020928924,True,0.6861283906064249,0.6861283906064249,0.6363961020928924,0.6363961020928924,False,False,0.3718154082961645,I,I,False,"[13.0, 8.0, 6.0, 5.0, 4.0]","[13.0, 8.0, 6.0, 5.0, 4.0]","[11.333, 8.667, 6.0, 5.0, 4.0]","[11.333, 8.667, 6.0, 5.0, 4.0]","[2000, 1168, 717, 500, 385]","[1959, 1128, 677, 460, 345]","[1959, 1128, 677, 460, 345]",False,0
A2-B0-C2-batch4-r70,578619,cs090_fase5b_candidatas_v4.csv,7,0.424,0.348,5.01,5,I,0.686161570810164,0.7605590280261751,True,0.686161570810164,0.686161570810164,0.7605590280261751,0.7605590280261751,False,False,1.9969100593313123,I,I,False,"[15.0, 9.0, 6.0, 5.0, 5.0]","[15.0, 9.0, 6.0, 5.0, 5.0]","[14.333, 9.333, 6.333, 5.0, 4.333]","[14.333, 9.333, 6.333, 5.0, 4.333]","[2000, 1162, 741, 497, 378]","[1939, 1104, 683, 439, 320]","[1939, 1104, 683, 439, 320]",False,0
A2-B0-C2-batch4-r52,576873,cs090_fase5b_candidatas_v4.csv,5,0.314,0.231,7.72,6,I,0.6914502393227815,0.3233954279874375,True,0.6914502393227825,0.6914502393227825,0.3233954279874375,0.3233954279874375,False,False,1.6152387619903792,I,I,False,"[13.0, 9.0, 6.0, 5.0, 4.0]","[13.0, 9.0, 6.0, 5.0, 4.0]","[12.333, 8.0, 6.0, 5.0, 4.0]","[12.333, 8.0, 6.0, 5.0, 4.0]","[2000, 1171, 741, 498, 361]","[1946, 1119, 689, 446, 309]","[1946, 1119, 689, 446, 309]",False,0
A2-B0-C2-batch4-r87,580268,cs090_fase5b_candidatas_v4.csv,7,0.719,0.132,5.31,5,I,0.6930003804344128,1.272792203885785,True,0.6930003804344119,0.6930003804344119,1.272792203885785,1.272792203885785,False,False,2.4877463023265065,I,I,False,"[12.0, 10.0, 6.0, 5.0, 4.0]","[12.0, 10.0, 6.0, 5.0, 4.0]","[13.667, 9.333, 7.333, 5.0, 4.333]","[13.667, 9.333, 7.333, 5.0, 4.333]","[2000, 1171, 736, 499, 386]","[1941, 1116, 681, 444, 331]","[1941, 1116, 681, 444, 331]",False,0
A2-B0-C2-batch4-r115,582984,cs090_fase5b_candidatas_v4.csv,7,0.379,0.129,4.33,5,I,0.6935376433805718,0.7104606987416406,True,0.6935376433805728,0.6935376433805728,0.7104606987416406,0.7104606987416406,False,False,1.9320439154079452,I,I,False,"[13.0, 8.0, 7.0, 5.0, 4.0]","[13.0, 8.0, 7.0, 5.0, 4.0]","[13.667, 10.667, 7.0, 5.0, 4.333]","[13.667, 10.667, 7.0, 5.0, 4.333]","[2000, 1175, 741, 514, 399]","[1923, 1105, 672, 445, 330]","[1923, 1105, 672, 445, 330]",False,0
A2-B0-C2-batch3-r104,481917,cs090_fase5b_candidatas_v3.csv,6,0.41,0.11,5.38,5,I,0.6941227678174907,0.9141620157685637,True,0.6941227678174903,0.6941227678174903,0.9141620157685637,0.9141620157685637,False,False,1.7793623158017748,I,I,False,"[13.0, 9.0, 6.0, 5.0, 4.0]","[13.0, 9.0, 6.0, 5.0, 4.0]","[15.0, 9.667, 6.333, 5.0, 4.0]","[15.0, 9.667, 6.333, 5.0, 4.0]","[2000, 1165, 716, 474, 376]","[1932, 1106, 657, 415, 317]","[1932, 1106, 657, 415, 317]",False,0
A2-B0-C2-batch4-r181,589386,cs090_fase5b_candidatas_v4.csv,7,0.523,0.345,4.33,6,I,0.6945597589380447,0.5277916858529366,True,0.6945597589380448,0.6945597589380448,0.5277916858529366,0.5277916858529366,False,False,0.9343906307141779,I,I,False,"[13.0, 8.0, 6.0, 5.0, 4.0]","[13.0, 8.0, 6.0, 5.0, 4.0]","[12.0, 7.667, 6.333, 5.0, 4.0]","[12.0, 7.667, 6.333, 5.0, 4.0]","[2000, 1174, 719, 510, 392]","[1951, 1126, 671, 462, 344]","[1951, 1126, 671, 462, 344]",False,0
A2-B0-C2-batch3-r46,476291,cs090_fase5b_candidatas_v3.csv,7,0.555,0.153,4.08,6,I,0.6949690241960329,0.631319303893945,True,0.6949690241960325,0.6949690241960325,0.631319303893945,0.631319303893945,False,False,1.0992135173302895,I,I,False,"[13.0, 9.0, 6.0, 5.0, 4.0]","[13.0, 9.0, 6.0, 5.0, 4.0]","[12.0, 8.0, 6.333, 5.0, 4.0]","[12.0, 8.0, 6.333, 5.0, 4.0]","[2000, 1167, 733, 485, 371]","[1955, 1124, 690, 442, 328]","[1955, 1124, 690, 442, 328]",False,0
A2-B0-C2-batch4-r34,575127,cs090_fase5b_candidatas_v4.csv,5,0.514,0.188,4.16,6,I,0.6970544662378715,0.14142135593730937,True,0.6970544662378716,0.6970544662378716,0.14142135593730937,0.14142135593730937,False,False,2.355290212474232,I,I,False,"[13.0, 9.0, 6.0, 5.0, 4.0]","[13.0, 9.0, 6.0, 5.0, 4.0]","[12.0, 8.0, 6.333, 5.0, 4.0]","[12.0, 8.0, 6.333, 5.0, 4.0]","[2000, 1177, 723, 491, 372]","[1957, 1135, 681, 449, 330]","[1957, 1135, 681, 449, 330]",False,0
A2-B0-C2-r3,272120,cs090_fase5_profundizar_a2b0c2_resumen.csv,4,0.454,0.1,5.92,5,I,0.6976790159601658,0.7778174577302025,True,0.6976790159601657,0.6976790159601657,0.7778174577302025,0.7778174577302025,False,False,6.113449030855392,I,I,False,"[14.0, 9.0, 6.0, 6.0, 4.0]","[14.0, 9.0, 6.0, 6.0, 4.0]","[12.667, 9.333, 6.333, 5.0, 4.0]","[12.667, 9.333, 6.333, 5.0, 4.0]","[2000, 1186, 726, 496, 386]","[1930, 1120, 661, 431, 321]","[1930, 1120, 661, 431, 321]",False,0
A2-B0-C2-batch3-r59,477552,cs090_fase5b_candidatas_v3.csv,7,0.545,0.26,4.12,5,I,0.6979287978973431,1.0285189526184493,True,0.697928797897343,0.697928797897343,1.0285189526184493,0.9192388136675118,False,False,1.9648030847458327,I,I,False,"[14.0, 11.0, 7.0, 5.0, 5.0]","[14.0, 11.0, 7.0, 5.0, 5.0]","[9.333, 9.667, 6.667, 5.333, 4.0]","[13.667, 9.667, 6.667, 5.333, 4.0]","[2000, 1178, 750, 520, 386]","[1929, 1114, 688, 458, 324]","[1929, 1114, 688, 458, 324]",False,0
A2-B0-C2-batch4-r22,573963,cs090_fase5b_candidatas_v4.csv,8,0.459,0.129,4.95,5,I,0.6994921025673034,0.2449489739783178,True,0.6994921025673037,0.6994921025673037,0.2449489739783178,0.2449489739783178,False,False,1.9895466379901514,I,I,False,"[14.0, 8.0, 6.0, 5.0, 4.0]","[14.0, 8.0, 6.0, 5.0, 4.0]","[14.0, 9.0, 7.0, 5.0, 4.0]","[14.0, 9.0, 7.0, 5.0, 4.0]","[2000, 1162, 705, 465, 372]","[1952, 1115, 658, 418, 325]","[1952, 1115, 658, 418, 325]",False,0
A2-B0-C2-batch3-r110,482499,cs090_fase5b_candidatas_v3.csv,4,0.401,0.174,4.54,5,III,0.7021199197615989,0.5615402736538557,True,0.7021199197615994,0.7021199197615994,0.5615402736538557,0.5615402736538557,False,False,2.3567830428663976,III,III,False,"[13.0, 9.0, 7.0, 5.0, 4.0]","[13.0, 9.0, 7.0, 5.0, 4.0]","[13.667, 10.333, 6.667, 5.0, 4.333]","[13.667, 10.333, 6.667, 5.0, 4.333]","[2000, 1157, 720, 486, 390]","[1950, 1109, 672, 438, 342]","[1950, 1109, 672, 438, 342]",False,0
A2-B0-C2-batch3-r82,479783,cs090_fase5b_candidatas_v3.csv,5,0.697,0.127,6.12,5,IV,0.7045463849331435,0.2159999219824468,True,0.7045463849331435,0.7045463849331435,0.2159999219824468,0.2159999219824468,False,False,5.4823905678420095,IV,IV,False,"[14.0, 11.0, 7.0, 5.0, 5.0]","[14.0, 11.0, 7.0, 5.0, 5.0]","[14.333, 10.667, 7.333, 5.0, 4.0]","[14.333, 10.667, 7.333, 5.0, 4.0]","[2000, 1180, 748, 518, 394]","[1909, 1098, 667, 437, 313]","[1909, 1098, 667, 437, 313]",False,0
A2-B0-C2-r28,374545,cs090_fase5b_candidatas_v2.csv,6,0.47,0.23,7.76,6,III,0.7055880853285693,0.42426406811192885,True,0.7055880853285688,0.7055880853285688,0.42426406811192885,0.42426406811192885,False,False,1.6371449085202088,III,III,False,"[13.0, 9.0, 6.0, 5.0, 4.0]","[13.0, 9.0, 6.0, 5.0, 4.0]","[11.667, 8.667, 6.0, 5.0, 4.0]","[11.667, 8.667, 6.0, 5.0, 4.0]","[2000, 1168, 716, 489, 383]","[1947, 1117, 665, 438, 332]","[1947, 1117, 665, 438, 332]",False,0
A2-B0-C2-batch4-r97,581238,cs090_fase5b_candidatas_v4.csv,5,0.572,0.202,5.3,5,III,0.7057765195193306,0.42426406801192823,True,0.7057765195193307,0.7057765195193307,0.42426406801192823,0.42426406801192823,False,False,3.122394923636898,III,III,False,"[14.0, 9.0, 7.0, 5.0, 4.0]","[14.0, 9.0, 7.0, 5.0, 4.0]","[14.0, 10.0, 6.0, 5.333, 4.333]","[14.0, 10.0, 6.0, 5.333, 4.333]","[2000, 1177, 718, 480, 351]","[1940, 1120, 661, 423, 294]","[1940, 1120, 661, 423, 294]",False,0
A2-B0-C2-batch4-r76,579201,cs090_fase5b_candidatas_v4.csv,5,0.395,0.205,5.49,5,III,0.7059480249204435,0.5168460777463262,True,0.7059480249204433,0.7059480249204433,0.5168460777463262,0.5168460777463262,False,False,2.08730282657106,III,III,False,"[15.0, 10.0, 8.0, 5.0, 5.0]","[15.0, 10.0, 8.0, 5.0, 5.0]","[14.0, 9.333, 7.0, 5.0, 4.667]","[14.0, 9.333, 7.0, 5.0, 4.667]","[2000, 1186, 745, 513, 388]","[1916, 1106, 665, 433, 308]","[1916, 1106, 665, 433, 308]",False,0
A2-B0-C2-batch3-r124,483857,cs090_fase5b_candidatas_v3.csv,7,0.492,0.174,6.97,5,III,0.7074139118306781,0.7778174577302022,True,0.7074139118306777,0.7074139118306777,0.7778174577302022,0.7778174577302022,False,False,2.353314410287696,III,III,False,"[14.0, 10.0, 7.0, 5.0, 5.0]","[14.0, 10.0, 7.0, 5.0, 5.0]","[13.667, 9.333, 6.667, 5.0, 4.333]","[13.667, 9.333, 6.667, 5.0, 4.333]","[2000, 1220, 779, 537, 420]","[1887, 1112, 675, 433, 316]","[1887, 1112, 675, 433, 316]",False,0
A2-B0-C2-r31,374836,cs090_fase5b_candidatas_v2.csv,4,0.662,0.187,5.32,5,III,0.7086371351187031,2.4041630509342617,True,0.7086371351187023,0.7086371351187023,2.4041630509342617,2.4041630509342617,False,False,3.4634438913130454,III,III,False,"[15.0, 11.0, 6.0, 5.0, 5.0]","[15.0, 11.0, 6.0, 5.0, 5.0]","[12.667, 8.667, 6.333, 5.0, 4.333]","[12.667, 8.667, 6.333, 5.0, 4.333]","[2000, 1173, 722, 485, 361]","[1928, 1110, 663, 426, 302]","[1928, 1110, 663, 426, 302]",False,0
A2-B0-C2-r19,373672,cs090_fase5b_candidatas_v2.csv,6,0.361,0.115,6.55,5,III,0.7148902094039754,0.9899494920111664,True,0.7148902094039763,0.7148902094039763,0.9899494920111664,0.9899494920111664,False,False,2.2284364344910905,III,III,False,"[15.0, 9.0, 6.0, 5.0, 5.0]","[15.0, 9.0, 6.0, 5.0, 5.0]","[13.667, 9.667, 7.333, 5.0, 4.0]","[13.667, 9.667, 7.333, 5.0, 4.0]","[2000, 1196, 773, 511, 411]","[1898, 1103, 681, 419, 319]","[1898, 1103, 681, 419, 319]",False,0
A2-B0-C2-batch3-r97,481238,cs090_fase5b_candidatas_v3.csv,4,0.727,0.256,5.04,5,III,0.7158769569347565,0.5277916858529366,True,0.7158769569347548,0.7158769569347548,0.5277916858529366,0.5277916858529366,False,False,2.8634565534966963,III,III,False,"[14.0, 9.0, 6.0, 5.0, 4.0]","[14.0, 9.0, 6.0, 5.0, 4.0]","[13.0, 8.333, 6.0, 5.0, 4.0]","[13.0, 8.333, 6.0, 5.0, 4.0]","[2000, 1147, 696, 481, 350]","[1941, 1095, 644, 429, 298]","[1941, 1095, 644, 429, 298]",False,0
A2-B0-C2-batch4-r99,581432,cs090_fase5b_candidatas_v4.csv,6,0.595,0.292,6.35,5,III,0.7180348255754522,1.2495425095894441,False,0.8148549238478243,0.8148549238478243,0.8252784417775153,1.260564652164399,False,False,1.823535542260069,III,III,False,"[17.0, 9.0, 6.0, 6.0, 4.0]","[17.0, 9.0, 6.0, 6.0, 4.0]","[9.333, 9.333, 6.333, 5.333, 4.0]","[12.667, 9.333, 6.333, 5.333, 4.0]","[2000, 1191, 762, 522, 390]","[1907, 1103, 675, 435, 303]","[1907, 1103, 675, 435, 303]",False,0
