beta,t_optima,exponente_ptc,potencia_base,semilla,r_real,percentil_r_real_en_nula,media_nula,desviacion_nula
0.8,25,3,0.3,10,0.1126922605098669,80.3,0.0024072525888665943,0.13253001812047735
0.8,25,3,0.47,1,0.029145880662218536,57.9,0.0038631625344793456,0.13452891979218104
0.8,25,3,0.47,2,-0.08195523113978984,26.2,0.00298681914208969,0.13088305519356183
0.8,25,3,0.47,3,-0.08280759931259699,28.3,-0.0023064253333138314,0.13274210667034675
0.8,25,3,0.47,4,-0.013160121587127814,47.3,-0.004862378309588072,0.1317937461350901
0.8,25,3,0.47,5,-0.059760258451373394,33.4,-0.0022536957330907288,0.12846673715634938
0.8,25,3,0.47,6,-0.004203355022064756,51.5,-0.0013947803056621375,0.13545551762080646
0.8,25,3,0.47,8,0.059185615402279845,67,0.0023834581052387515,0.13225758946976837
0.8,25,3,0.47,7,0.3217317753018028,99.6,-0.00285428228256728,0.12950064307527326
0.8,25,3,0.47,9,-0.05195593907966943,34.6,0.0014086766223153932,0.12909012402669562
0.8,25,3,0.47,10,0.11006283916123545,78.1,0.009639564090802594,0.12933960771807984
0.8,25,3,0.65,1,-0.0022701482091575264,51.1,-0.0003435760060797882,0.12702768464278996
0.8,25,3,0.65,2,-0.20173341263923902,6.9,-0.0030182508423548,0.135020279087629
0.8,25,3,0.65,3,0.006939293733827917,50.4,0.001835690997281181,0.1371303962523585
0.8,25,3,0.65,4,0.08382800554225696,71.5,-0.0046900319341804985,0.13392022567163014
0.8,25,3,0.65,5,-0.021727974611104723,44.4,0.0008647309979083993,0.1329474110705521
0.8,25,3,0.65,6,0.005408026371239547,50.7,-0.00008138058420986371,0.1276616364134291
0.8,25,3,0.65,7,0.25829853793588425,98.7,0.0029500063756139,0.12824091943719124
0.8,25,3,0.65,8,0.042922932180238516,65.6,-0.007595094013017402,0.13186984303192584
0.8,25,3,0.65,9,-0.14006236259336644,15,-0.005654023122181662,0.12767233531295044
0.8,25,3,0.65,10,0.14967733083750512,89.5,-0.0064325791085155124,0.1275874283796679
0.8,25,4.1,0.3,1,0.267554676467258,98.5,0.007179041513040064,0.1300029406779796
0.8,25,4.1,0.3,2,0.20325115613164194,95.3,-0.0024478807385946576,0.12422389260102941
0.8,25,4.1,0.3,3,0.18328744955997203,90.2,0.0015132205564666779,0.13074669501907388
0.8,25,4.1,0.3,4,0.16927898722171833,90.1,0.005352504839805707,0.1309369861136802
