fase,ged_mean,lf_pct,w_prof_norma,w_rec_norma,error_rec
Fase 2,0.004897478761196194,71.15,0.0010361692778120184,0.14599664553834613,0.7980912141317259
Fase 3,0.0025819490767933118,90.60000000000001,0.0016863230009236977,0.42880874366814997,15.090131364392931
Fase 4,0.0022278883615213024,100.0,0.0020752623199669193,0.60904378526041,37.38782363520938
Fase 5,0.002206770313332858,100.0,0.0023005062560469947,0.718346212725688,56.054066816734455
Fase 6,0.002179128655791951,100.0,0.0024303471347313916,0.7846375146372975,69.26705005364455
Fase 7,0.001736320523465593,100.0,0.0024105638034607477,0.8122494252304124,60.279096677657776
