ventana,delta_struct,acoplamiento,error,lf,icr,irde,modo,plan,j,mezcla_nada,mezcla_preservar,mezcla_contexto,S_zona_voz,S_perturbacion,S_no_intervenir,S_contexto,V_nada,V_preservar,V_contexto,C_nada,C_preservar,C_contexto
10,2.0703312598351953e-05,0.15690535451237902,0.8430946454876209,0.08429342022257524,0.02461929027465535,0.7108085812498972,NO_SE,PRESERVAR,1.0,0.47870181510310855,0.5212971848969682,0.0,3.1363832894878588e-06,8.100338140628126e-10,0.15690210605177618,0.9999999991899662,0.8999999999999999,0.6252880260667726,0.8933787122859935,0.9215489469741119,1.0,1.0
11,5.685626034260784e-06,0.1412148299343621,0.8587851700656379,0.10054686849430977,0.019941628193390806,0.7375119683246667,NO_SE,PRESERVAR,1.0,0.4423309150254012,0.5576680849746748,0.0,3.3659420989669032e-06,7.150434552320727e-10,0.14121402703964858,0.9999999992849565,0.8949999999999999,0.610164060548293,0.8643732042865216,0.9293929864801758,1.0,1.0
12,7.644601193024918e-07,0.12709335643856065,0.8729066435614393,0.11719146193836087,0.01615272125081903,0.7619660083736977,NO_SE,PRESERVAR,1.0,0.4090179072829384,0.590981092717137,0.0,2.9384875756052756e-06,8.763102075578242e-10,0.12709325928075824,0.9999999991236898,0.8899999999999999,0.5951574385815084,0.8357050981743438,0.9364533703596208,1.0,1.0
13,5.9172160139634375e-06,0.1143840269541919,0.8856159730458081,0.13398103313359708,0.013083705622257302,0.7843156517138735,NO_SE,PRESERVAR,1.0,0.37848847212112663,0.621510527878948,0.0,1.9140666960780587e-06,1.2894387007333906e-09,0.11438335011919587,0.9999999987105613,0.885,0.580194309940079,0.8073526514047838,0.942808324940402,1.0,1.0
14,2.467552058480179e-06,0.1029456331500194,0.8970543668499806,0.15070687633442262,0.010597803384658369,0.8047065370846196,NO_SE,PRESERVAR,1.0,0.35049100103946684,0.6495079989606072,0.0,2.768090107704048e-06,2.7280733125357413e-09,0.10294537912631041,0.9999999972719267,0.8799999999999999,0.5652120629003268,0.7792940176640595,0.9485273104368448,1.0,1.0
15,1.997100340812466e-06,0.09265108044797253,0.9073489195520275,0.16719703726789506,0.00858422270817668,0.8232820618122316,NO_SE,PRESERVAR,1.0,0.3247957394233378,0.6752032605767356,0.0,3.309202311131642e-06,6.137961818549444e-09,0.09265089541446819,0.9999999938620382,0.875,0.5501591111803685,0.7515076867384901,0.9536745522927659,1.0,1.0
16,8.350128148600275e-06,0.08338598428143552,0.9166140157185645,0.18331373878193022,0.006953222374583811,0.8401812538117128,NO_SE,PRESERVAR,1.0,0.30119363923584175,0.698805360764231,0.0,3.6806656747369364e-06,5.0610263705704e-09,0.08338528799778097,0.9999999949389736,0.87,0.5549941216345791,0.7239728086385759,0.9583073560011095,1.0,1.0
17,3.3061502541278524e-06,0.07504739771169944,0.9249526022883006,0.19894983048172954,0.00563211190329799,0.8555373164798992,NO_SE,PRESERVAR,1.0,0.27949502490029887,0.7205039750997732,0.0,3.6654889706294275e-06,3.2775337870425167e-09,0.07504714959372642,0.9999999967224662,0.865,0.5596849491445189,0.7216694003976182,0.9624764252031368,1.0,1.0
18,7.0288031341302145e-06,0.06754266850456882,0.9324573314954312,0.2140248622649128,0.004562012068718072,0.8694766750595805,NO_SE,PRESERVAR,1.0,0.25952815973614457,0.7404708402639268,0.0,3.2484058270313044e-06,4.967114956836874e-09,0.06754219376044875,0.9999999950328851,0.86,0.5642074586794739,0.7195784955124382,0.9662289031197756,1.0,1.0
19,1.6716794306538834e-05,0.060788406959483655,0.9392115930405164,0.22848116402501678,0.003695230420671799,0.8821184165017045,NO_SE,PRESERVAR,1.0,0.24113778171138348,0.7588612182886874,0.0,1.6517964741869289e-06,5.818272222768073e-09,0.06078739077218829,0.9999999941817278,0.855,0.5685443492075051,0.7176822337428674,0.9696063046139058,1.0,1.0
20,3.5848319300745033e-06,0.054709572852672375,0.9452904271473276,0.24228015480137874,0.0029931373617218685,0.8935739916563771,NO_SE,PRESERVAR,1.0,0.22418365937563517,0.7758153406244352,0.0,2.045986204230157e-06,2.802882661582386e-09,0.05470937672804873,0.9999999971971173,0.85,0.5726840464404136,0.7159638994296696,0.9726453116359757,1.0,1.0
21,5.062112924125886e-06,0.04923862291440659,0.9507613770855934,0.25539900259542575,0.0024244419865071267,0.9039471961576939,NO_SE,PRESERVAR,1.0,0.2085392033929718,0.791459796607098,0.0,2.2899119118547765e-06,6.695868918004104e-09,0.049238373662937165,0.999999993304131,0.845,0.5766197007786278,0.7144079162240311,0.9753808131685314,1.0,1.0
22,2.2161416268293168e-05,0.044314767958686954,0.9556852320413131,0.26782767932973656,0.0019637986592322674,0.9133342627418584,NO_SE,PRESERVAR,1.0,0.19409015650937805,0.8059088434906913,0.0,2.249097868851001e-06,8.063740448540158e-09,0.04431378588066739,0.9999999919362595,0.84,0.580348303798921,0.7129998553472899,0.9778431070596663,1.0,1.0
23,3.319422337616994e-05,0.03988329982522198,0.960116700174778,0.2795664154953371,0.0015906776049485517,0.9218240779545046,NO_SE,PRESERVAR,1.0,0.18073337512455562,0.8192656248755131,0.0,2.7224096699842173e-06,7.270927662491668e-09,0.0398819759300586,0.9999999927290724,0.835,0.5838699246486011,0.7117263835807213,0.9800590120349707,1.0,1.0
24,3.120960995424585e-06,0.03589498032902164,0.9641050196709784,0.29062353387847784,0.0012884496128208495,0.9294984889547776,NO_SE,PRESERVAR,1.0,0.16837570848862077,0.8316232915114476,0.0,3.287844000726141e-06,3.4817128440201046e-09,0.035894868302188104,0.9999999965182872,0.83,0.5871870601635434,0.71057522439367,0.982052565848906,1.0,1.0
25,7.283210408410667e-06,0.03230549098265529,0.9676945090173447,0.3010136280773025,0.0010436447476304238,0.9364326627823197,NO_SE,PRESERVAR,1.0,0.1569329764601314,0.8430660235399365,0.0,2.708813299894641e-06,2.1524534978672312e-09,0.03230525569496712,0.9999999978475465,0.825,0.5903040884231908,0.7095350991835573,0.9838473721525165,1.0,1.0
26,7.449062492540623e-06,0.02907495063173754,0.9709250493682624,0.31075604474687496,0.0008453527542379767,0.9426954514907628,NO_SE,PRESERVAR,1.0,0.14632904329809773,0.8536699567019699,0.0,2.7429807403473956e-06,2.9134635626594036e-09,0.029074734050613317,0.9999999970865364,0.82,0.5932268134240625,0.7085956803826342,0.9854626329746934,1.0,1.0
27,4.023671816149237e-06,0.026167462187582983,0.973832537812417,0.31987363177574557,0.0006847360773385865,0.9483498117021725,NO_SE,PRESERVAR,1.0,0.13649498276164987,0.8635040172384175,0.0,2.0692684089882537e-06,4.237074992850445e-09,0.02616735689830288,0.999999995762925,0.815,0.5959620895327237,0.7077475254905754,0.9869163215508485,1.0,1.0
28,1.5769538100255846e-05,0.023550724229117758,0.9764492757708823,0.3283917119162927,0.000554636611715954,0.9534531881534805,NO_SE,PRESERVAR,1.0,0.12736832846659504,0.8726306715334717,0.0,2.6134066276841306e-06,5.679256828310818e-09,0.02355035284507474,0.9999999943207432,0.8099999999999999,0.5985175135748878,0.706982018085461,0.9882248235774627,1.0,1.0
29,1.1529851278646039e-05,0.02119566151559203,0.978804338484408,0.3363372496927925,0.0004492560670835493,0.9580579330358995,NO_SE,PRESERVAR,1.0,0.11889240280916245,0.881106597190904,0.0,3.0451436489967047e-06,3.882472963639498e-09,0.021195417132767003,0.999999996117527,0.8049999999999999,0.6009011749078378,0.7062913075210077,0.9894022914336165,1.0,1.0
30,8.648783128337702e-06,0.019076103982737395,0.9809238960172626,0.34373817939146684,0.00036389774316020966,0.9622116897776855,NO_SE,PRESERVAR,1.0,0.11101571755298274,0.8889832824470836,0.0,2.685618797053909e-06,2.5365413685208796e-09,0.019075938997651115,0.9999999974634586,0.7999999999999999,0.6031214538174401,0.7056682448845953,0.9904620305011744,1.0,1.0
31,1.0895905390024251e-05,0.017168503679372265,0.9828314963206277,0.3506228668763122,0.0002947575185886193,0.9659577501598441,NO_SE,PRESERVAR,1.0,0.10369143927395645,0.8963075607261095,0.0,3.1716070476189207e-06,5.485554987712393e-09,0.017168316612980485,0.999999994514445,0.7949999999999999,0.6051868600628937,0.7051063339104126,0.9914158416935097,1.0,1.0
32,2.0774093365551582e-05,0.015451662086246418,0.9845483379137536,0.3570196845888964,0.00023875386122754435,0.9693354296887348,NO_SE,PRESERVAR,1.0,0.09687691316312579,0.90312208683694,0.0,2.7142772439933695e-06,2.7570492793745268e-09,0.015451341091975586,0.9999999972429507,0.7899999999999999,0.607105905376669,0.7045996837546077,0.9922743294540122,1.0,1.0
33,2.856930743450139e-06,0.013906504497649356,0.9860934955023506,0.3629566778681007,0.00019339086734314247,0.9723803818720443,NO_SE,PRESERVAR,1.0,0.09053323908434896,0.9094657609157165,0.0,2.660671001503226e-06,2.7737820209483942e-09,0.013906464767729124,0.999999997226218,0.7849999999999999,0.6088870033604302,0.704142940916235,0.9930467676161354,1.0,1.0
34,5.840287682981988e-06,0.012515861814046804,0.9874841381859532,0.36846130819596673,0.00015664679694831548,0.9751249231688546,NO_SE,PRESERVAR,1.0,0.08462489426317381,0.9153741057368915,0.0,2.407503463940457e-06,4.792156591017119e-09,0.012515788717813208,0.9999999952078434,0.7799999999999999,0.61053839245879,0.70373125840977,0.9937421056410934,1.0,1.0
35,1.3396220209404238e-05,0.01126428333535515,0.9887357166646449,0.37356025850245955,0.00012688407905915938,0.9775983174083489,NO_SE,PRESERVAR,1.0,0.07911939746986557,0.9208796025301996,0.0,2.4119427245253965e-06,6.615112335895955e-09,0.011264132436535089,0.9999999933848877,0.7749999999999999,0.6120680775507379,0.7033602480889246,0.9943679337817325,1.0,1.0
36,1.2781384734812924e-05,0.010137862015590823,0.9898621379844091,0.37827928989542126,0.00010277624624715959,0.9798270522150654,NO_SE,PRESERVAR,1.0,0.07398701005249533,0.9260119899475695,0.0,2.217392180467631e-06,1.518198772132941e-09,0.010137732439676013,0.9999999984818012,0.77,0.6134837869686264,0.7030259411809109,0.994931133780162,1.0,1.0
37,9.996493456913007e-06,0.00912408426442252,0.9908759157355774,0.38264313943881767,8.32489136642831e-05,0.9818350803848191,NO_SE,PRESERVAR,1.0,0.06920046964358446,0.9307985303564803,0.0,2.65163228287629e-06,4.1812491617907046e-10,0.00912399305557387,0.9999999995818751,0.7649999999999999,0.6147929418316453,0.7027247376704959,0.9954380034722131,1.0,1.0
38,4.225661431132083e-06,0.008211685098462717,0.9917883149015373,0.38667545228229583,6.743177215631455e-05,0.9836440615752309,NO_SE,PRESERVAR,1.0,0.06473475281047036,0.9352642471895941,0.0,2.915148612497193e-06,1.4112314649942638e-09,0.008211650398661712,0.9999999985887685,0.76,0.6160026356846887,0.7024533898464149,0.9958941748006691,1.0,1.0
39,2.9782014946664952e-05,0.007390523036704348,0.9926094769632956,0.3903987408749978,5.461983075605804e-05,0.9852735737573473,NO_SE,PRESERVAR,1.0,0.06056686332561158,0.9394321366744527,0.0,1.9851402632890927e-06,2.854278036732521e-09,0.007390302932036806,0.999999997145722,0.7549999999999999,0.6171196222624994,0.7022089620811172,0.9963048485339816,1.0,1.0
40,1.055946728729993e-05,0.0066514764100290774,0.9933485235899709,0.393834364850087,4.424213843317316e-05,0.986741289318375,NO_SE,PRESERVAR,1.0,0.0566756431042926,0.9433233568957717,0.0,1.7614142599622895e-06,2.8509329952305737e-09,0.0066514061739815136,0.999999997149067,0.75,0.6181503094550261,0.7019888047491373,0.9966742969130092,1.0,1.0
41,1.1569816441676329e-05,0.005986334851091105,0.9940136651489089,0.397002529040533,3.5836204949388075e-05,0.9880631665027672,NO_SE,PRESERVAR,1.0,0.053041603200819874,0.9469573967992442,0.0,1.8710529120007725e-06,2.6826084886429955e-09,0.00598626559029572,0.9999999973173915,0.745,0.6191007587121599,0.7017905232808894,0.9970068672048521,1.0,1.0
42,4.983935525883272e-06,0.0053877092270507385,0.9946122907729492,0.3999222949140125,2.902741071524792e-05,0.9892536089566136,NO_SE,PRESERVAR,1.0,0.04964677255432317,0.9503522274457409,0.0,2.427248149863903e-06,3.535552868352754e-09,0.005387682375055319,0.9999999964644471,0.74,0.6199766884742037,0.7016119563583986,0.9973061588124723,1.0,1.0
43,2.8079625890516684e-05,0.0048489449468323695,0.9951510550531676,0.40261160306134447,2.3512267097411376e-05,0.9903256223734326,NO_SE,PRESERVAR,1.0,0.04647456244785417,0.9535244375522097,0.0,2.0945730388775694e-06,3.130468432619142e-09,0.004848808790272299,0.9999999968695316,0.735,0.6207834809184033,0.7014511546091806,0.9975755956048639,1.0,1.0
44,3.336857150724549e-06,0.004364057302509245,0.9956359426974908,0.4050873026269571,1.9044996139584146e-05,0.9912909303911212,NO_SE,PRESERVAR,1.0,0.04350964488197061,0.9564893551180933,0.0,2.1546322093387293e-06,2.795022810303437e-09,0.00436404274027343,0.9999999972049772,0.73,0.6215261907880871,0.7013063586245669,0.9978179786298633,1.0,1.0
45,2.2525867119727298e-05,0.003927659315058442,0.9960723406849415,0.4073651874373155,1.5426507695165386e-05,0.9921601078775782,NO_SE,PRESERVAR,1.0,0.04073784328189723,0.9592611567181666,0.0,2.3945853676342747e-06,2.9648931107493517e-09,0.00392757084112662,0.9999999970351069,0.725,0.6222095562311947,0.7011759818911827,0.9980362145794367,1.0,1.0
46,1.4765063603489856e-06,0.003534899619736751,0.9964651003802633,0.40946003670405856,1.2495515321614995e-05,0.9929426962758481,NO_SE,PRESERVAR,1.0,0.038146034144649496,0.9618529658554142,0.0,1.926584504193956e-06,3.3168720077430104e-09,0.003534894400434979,0.999999996683128,0.72,0.6228380110112176,0.7010585934026559,0.9982325527997825,1.0,1.0
47,2.039946504606743e-05,0.003181417875352061,0.9968185821246479,0.41138565760812545,1.012141969760971e-05,0.9936472856689934,NO_SE,PRESERVAR,1.0,0.03572205839680198,0.9642769416032616,0.0,2.577743135534746e-06,3.429840752172035e-09,0.003181352976129316,0.9999999965701593,0.715,0.6234156972824376,0.7009529049202544,0.9984093235119353,1.0,1.0
48,1.032927244619626e-05,0.002863284527738226,0.9971367154722618,0.41315493115778806,8.198398286785065e-06,0.9942816293428104,NO_SE,PRESERVAR,1.0,0.033454641384672336,0.9665443586153912,0.0,2.62695256085392e-06,3.789451602652998e-09,0.0028632549520922483,0.9999999962105484,0.71,0.6239464793473365,0.700857753135435,0.9985683725239539,1.0,1.0
49,9.582792193095862e-06,0.002576965034510142,0.9974230349654899,0.4147798580648845,6.640748789087759e-06,0.9948527106797689,NO_SE,PRESERVAR,1.0,0.031333320543294095,0.9686656794567694,0.0,2.8088245203478808e-06,1.8934390868845242e-09,0.0025769403399897276,0.9999999981065609,0.705,0.6244339574194654,0.7007720921672993,0.9987115298300051,1.0,1.0
50,1.5780012474485636e-06,0.0023192753490765988,0.9976807246509234,0.41627160550987147,5.379038144834406e-06,0.9953668283399916,NO_SE,PRESERVAR,1.0,0.029348379906574816,0.9706506200934886,0.0,2.134838118783708e-06,2.303092134742118e-09,0.0023192716892572046,0.9999999976969078,0.7,0.6248814816529614,0.7006949742519912,0.9988403641553714,1.0,1.0
51,1.1183699187021958e-05,0.002087356856162757,0.9979126431438372,0.4176405524055628,4.3570586449697414e-06,0.9958296433463194,NO_SE,PRESERVAR,1.0,0.02749079071789031,0.972508209282173,0.0,2.807540296401292e-06,2.759529430009559e-09,0.0020873335117915816,0.9999999972404706,0.7,0.6252921657216689,0.7006255517043579,0.9989563332441042,1.0,1.0
52,2.4897856966091624e-06,0.0018786300300035596,0.9981213699699965,0.4188963356517827,3.5292507896311525e-06,0.9962462691907825,NO_SE,PRESERVAR,1.0,0.025752157491620107,0.9742468425084432,0.0,2.7560695769275065e-06,1.0754021419541501e-09,0.0018786253526173816,0.9999999989245979,0.7,0.6256689006955348,0.7005630589223713,0.9990606873236914,1.0,1.0
53,2.0789658784638353e-05,0.0016907728191268574,0.9983092271808731,0.4200478944182131,2.8587127258982265e-06,0.9966213130744721,NO_SE,PRESERVAR,1.0,0.02412466894889946,0.9758743310511638,0.0,1.830331919409238e-06,1.3076151902706158e-09,0.0016907376685368655,0.9999999986923848,0.7,0.626014368325464,0.7005068021888793,0.9991546311657316,1.0,1.0
54,1.8225965685240275e-05,0.0015217037248512991,0.9984782962751487,0.421103512075117,2.3155822262262823e-06,0.9969589081325236,NO_SE,PRESERVAR,1.0,0.022601053318478462,0.9773979466815849,0.0,2.5520215272382015e-06,3.0328044886796887e-09,0.0015216759903314268,0.9999999969671955,0.7,0.6263310536225352,0.7004561618087985,0.9992391620048343,1.0,1.0
55,6.420841869020054e-06,0.0013695411426588968,0.9986304588573411,0.42207085866713484,1.8756429414353848e-06,0.9972627933576237,NO_SE,PRESERVAR,1.0,0.02117453755575861,0.9788244624443045,0.0,2.416601469596439e-06,2.7254351311115894e-09,0.0013695323490517867,0.9999999972745649,0.7,0.6266212576001405,0.7004105792248236,0.9993152338254742,1.0,1.0
56,7.755959727153475e-06,0.0012325974603744861,0.9987674025396255,0.4229570299032998,1.5192964993216725e-06,0.9975363243757502,NO_SE,PRESERVAR,1.0,0.01983881008039689,0.9801601899196662,0.0,3.2548705179037707e-06,4.905819733778352e-09,0.0012325879003982237,0.9999999950941802,0.7,0.62688710897099,0.7003695481548546,0.9993837060498009,1.0,1.0
57,4.589630593142226e-06,0.0011093448138058707,0.9988906551861941,0.4237685862081155,1.230645915917979e-06,0.9977825410183042,NO_SE,PRESERVAR,1.0,0.01858798668199814,0.9814110133180649,0.0,2.2227178504369505e-06,2.253065735844563e-09,0.0011093397223229749,0.9999999977469343,0.7,0.6271305758624347,0.7003326173827616,0.9994453301388385,1.0,1.0
58,5.352279631785985e-06,0.0009984157227937867,0.9990015842772062,0.42451158785150317,9.968339555218523e-07,0.9980041653883679,NO_SE,PRESERVAR,1.0,0.01741657927950601,0.982582420720557,0.0,1.6944305074240533e-06,1.3527448608871675e-09,0.0009984103789936495,0.9999999986472551,0.7,0.627353476355451,0.7002993743124606,0.9995007948105031,1.0,1.0
59,3.900632403223342e-06,0.0008985828092114659,0.9991014171907885,0.4251916289117177,8.074510650104114e-07,0.998203641832642,NO_SE,PRESERVAR,1.0,0.01631946725770015,0.983679532742363,0.0,2.7137810601116238e-06,4.244671953504762e-09,0.0008985793041702434,0.999999995755328,0.7,0.6275574886735154,0.700269450966067,0.9995507103479149,1.0,1.0
60,1.2517578439418057e-05,0.0008087316142395554,0.9991912683857604,0.42581387096159906,6.540468238705168e-07,0.9983831908183448,NO_SE,PRESERVAR,1.0,0.015291871135194472,0.9847071288648684,0.0,2.200130199049182e-06,1.4129441717584868e-09,0.0008087214908781377,0.9999999985870558,0.7,0.6277441612884798,0.7002425204588345,0.999595639254561,1.0,1.0
61,1.0724977159346783e-05,0.0007278659319232399,0.9992721340680768,0.42638307280666865,5.29788814854457e-07,0.9985447979249684,NO_SE,PRESERVAR,1.0,0.014329328342566635,0.9856696716574962,0.0,2.3410448102653752e-06,1.3794121951355977e-09,0.000727858125577745,0.9999999986205879,0.7,0.6279149218420006,0.7002182794146369,0.9996360709372111,1.0,1.0
62,5.6324272073246065e-06,0.0006550869433950804,0.9993449130566049,0.42690361963832907,4.291389034067294e-07,0.9986902552521132,NO_SE,PRESERVAR,1.0,0.013427670915696804,0.9865713290843661,0.0,2.3702260867310184e-06,4.50841457659293e-09,0.0006550832536655573,0.9999999954915855,0.7,0.6280710858914987,0.7001964587817135,0.9996724583731672,1.0,1.0
63,9.134349619891954e-06,0.0005895895476161743,0.9994104104523839,0.42737954970378217,3.476158346582134e-07,0.9988211685206024,NO_SE,PRESERVAR,1.0,0.012583004928889526,0.9874159950711734,0.0,3.4976283396710404e-06,4.359752167238009e-09,0.0005895841620991141,0.9999999956402479,0.7,0.6282138649111347,0.7001768218880707,0.9997052079189505,1.0,1.0
64,1.688821235140882e-05,0.0005306376532673702,0.9994693623467327,0.4278145811260148,2.815763190650803e-07,0.9989390062697844,NO_SE,PRESERVAR,1.0,0.01179169151234703,0.9882073084877159,0.0,2.2134228984977277e-06,4.5328893253286685e-09,0.0005306286917460002,0.9999999954671107,0.7,0.6283443743378044,0.7001591461131543,0.999734685654127,1.0,1.0
65,2.4443452200695166e-05,0.0004775813521589544,0.9995224186478411,0.42821213410125164,2.2808394792995775e-07,0.9990450653796301,NO_SE,PRESERVAR,1.0,0.011050329312094305,0.9889486706879687,0.0,2.2977851700034496e-06,6.5023726771120835e-09,0.00047756967842200093,0.9999999934976274,0.7,0.6284636402303755,0.7001432359665133,0.999761215160789,1.0,1.0
66,1.3291574716631194e-05,0.0004298312338176746,0.9995701687661823,0.4285753537998245,1.847548895652264e-07,0.9991405222872543,NO_SE,PRESERVAR,1.0,0.010355738267977069,0.9896432617320857,0.0,2.4923530057005167e-06,4.597594991961327e-09,0.0004298255206837148,0.999999995402405,0.7,0.6285726061399474,0.7001289186684752,0.9997850872396581,1.0,1.0
67,1.4358105603060454e-05,0.00038685817197628127,0.9996131418280237,0.42890713100663613,1.4965924522482043e-07,0.9992264333152927,NO_SE,PRESERVAR,1.0,0.00970494459624251,0.9902940554038204,0.0,3.1619602409420253e-06,2.4455331106050627e-09,0.00038685261742579466,0.9999999975544669,0.7,0.6286721393019908,0.7001160334131096,0.9998065736912871,1.0,1.0
68,8.061016295937374e-06,0.00034818334857998943,0.99965181665142,0.42921012183435375,1.2123164422837815e-07,0.9993037545344843,NO_SE,PRESERVAR,1.0,0.009095166875180687,0.9909038331248821,0.0,3.4761253042665866e-06,1.7397970047235663e-09,0.0003481805418683426,0.999999998260203,0.7,0.6287630365503062,0.7001044356889593,0.9998259097290658,1.0,1.0
69,3.0998580653196935e-05,0.0003133779201582488,0.9996866220798417,0.42948676550636905,9.820572084272157e-08,0.9993733423654043,NO_SE,PRESERVAR,1.0,0.008523803141814387,0.9914751968582486,0.0,3.987017956616408e-06,1.3779095500002874e-09,0.0003133682058875158,0.9999999986220904,0.7,0.6288460296519107,0.7000939977495482,0.9998433158970562,1.0,1.0
70,1.4462515765377137e-05,0.0002820499963076096,0.9997179500036923,0.42973930184229286,7.955220041713508e-08,0.9994359795595851,NO_SE,PRESERVAR,1.0,0.007988418917160933,0.992010581082902,0.0,3.081492411288433e-06,4.276812890563763e-09,0.0002820459171550913,0.9999999957231871,0.7,0.6289217905526879,0.7000846002861338,0.9998589770414225,1.0,1.0
71,1.0757519566881545e-05,0.0002538502810492437,0.9997461497189507,0.4299697863563108,6.4439965188793e-08,0.9994923638778666,NO_SE,PRESERVAR,1.0,0.007486736084616998,0.9925122639154458,0.0,1.6369079077147005e-06,8.123873222091506e-09,0.00025384755024987824,0.9999999918761268,0.7,0.6289909359068933,0.7000761401378024,0.9998730762248751,1.0,1.0
72,2.8307047718340178e-06,0.00022847285395527264,0.9997715271460448,0.4301801037584623,5.219984499445519e-08,0.9995431064919346,NO_SE,PRESERVAR,1.0,0.007016622553481589,0.9929823774465811,0.0,2.3593781586297427e-06,5.3738346579927055e-09,0.00022847220721607472,0.9999999946261653,0.7,0.6290540311275387,0.7000685305332173,0.9998857638963919,1.0,1.0
73,2.6710624601784248e-05,0.00020563480114348998,0.9997943651988566,0.4303719824194552,4.228567144131228e-08,0.9995887726833845,NO_SE,PRESERVAR,1.0,0.00657608264665177,0.993422917353411,0.0,2.9242544973219938e-06,1.5868501379875845e-09,0.00020562930850951156,0.9999999984131499,0.7,0.6291115947258366,0.7000616830660398,0.9998971853457452,1.0,1.0
74,3.0213611292140618e-05,0.00018507883040183148,0.9998149211695981,0.4305470070929477,3.4254173462915836e-08,0.9996298765933698,NO_SE,PRESERVAR,1.0,0.006163248156078606,0.9938357518439841,0.0,2.324883384725522e-06,1.231842337167523e-09,0.0001850732385019913,0.9999999987681577,0.7,0.6291641021278843,0.7000555177102971,0.999907463380749,1.0,1.0
