version	num	file	name	title_or_header	classes	functions	capability_tokens	lines
V072b_fase3_plasticidad_hebbiana.py	72	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v072b_fase3_plasticidad_hebbiana.py	v072b_fase3_plasticidad_hebbiana.py	!/usr/bin/env python3		cargar_audio, inicializar_campo_total, inicializar_plasticidad, vecinos, preparar_objetivo_audio, calcular_frecuencias_naturales, actualizar_hebb_y_plasticidad, actualizar_campo_total, calcular_gradiente, calcular_acoplamiento, experimento_fase3, experimento_fase3_sin_entreno, main	campo, valencia, amenaza, identidad, actuador	554
V072b_memoria_estructural.py	72	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v072b_memoria_estructural.py	v072b_memoria_estructural.py	!/usr/bin/env python3		cargar_audio, inicializar_campo_total, inicializar_historia, vecinos, preparar_objetivo_audio, calcular_frecuencias_naturales, calcular_memoria, actualizar_historia, actualizar_campo_total, calcular_gradiente, calcular_acoplamiento, test_persistencia, test_asimetria, test_acoplamiento, main	campo, memoria, valencia, identidad	521
V072c_fase4_5_gradiente_espectral.py	72	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v072c_fase4_5_gradiente_espectral.py	v072c_fase4_5_gradiente_espectral.py	!/usr/bin/env python3		cargar_audio, inicializar_campo_total, inicializar_plasticidad, vecinos, preparar_objetivo_audio, calcular_frecuencias_naturales, actualizar_hebb_y_plasticidad, actualizar_campo_total, calcular_gradiente, calcular_acoplamiento, calcular_perfil_espectral_modos, calcular_gradiente_espectral_diferencial, experimento_persistencia, experimento_asimetria, experimento_control_ruido, main	campo, valencia	462
V072c_fase4_plasticidad_selectiva.py	72	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v072c_fase4_plasticidad_selectiva.py	v072c_fase4_plasticidad_selectiva.py	!/usr/bin/env python3		cargar_audio, inicializar_campo_total, inicializar_plasticidad, vecinos, preparar_objetivo_audio, calcular_frecuencias_naturales, actualizar_hebb_y_plasticidad, actualizar_campo_total, calcular_gradiente, calcular_acoplamiento, calcular_perfil_espectral_modos, experimento_persistencia, experimento_asimetria, experimento_control_ruido, experimento_evolucion_w, main	campo, homeostasis, valencia, amenaza, identidad	627
V072c_fase5_mecanismos_complementarios.py	72	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v072c_fase5_mecanismos_complementarios.py	v072c_fase5_mecanismos_complementarios.py	!/usr/bin/env python3		cargar_audio, inicializar_campo_total, inicializar_plasticidad, inicializar_historia_interna, vecinos, preparar_objetivo_audio, calcular_frecuencias_naturales, actualizar_historia_interna, actualizar_hebb_y_plasticidad_v2, actualizar_campo_total, calcular_gradiente, calcular_acoplamiento, calcular_perfil_espectral_modos, calcular_gradiente_espectral_diferencial, simular_experimento_combinado, main	campo, memoria, valencia, identidad	513
V073_heta.py	73	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v073_heta.py	v073_heta.py	!/usr/bin/env python3		cargar_audio, inicializar_campo_total, inicializar_plasticidad, inicializar_historia_interna, vecinos, preparar_objetivo_audio, calcular_frecuencias_naturales, actualizar_historia_interna, actualizar_hebb_y_plasticidad_v2, actualizar_campo_total, calcular_gradiente, calcular_acoplamiento, _perfil_espectral, calcular_resonancia_actual, calcular_reserva, calcular_respuesta_lf, calcular_gradiente_espectral_diferencial, calcular_perfil_espectral_modos, simular_heta	campo, memoria, valencia, amenaza, identidad	733
V074_heta_redefinido.py	74	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v074_heta_redefinido.py	v074_heta_redefinido.py	!/usr/bin/env python3		cargar_audio, inicializar_campo_total, inicializar_plasticidad, inicializar_historia_interna, vecinos, preparar_objetivo_audio, calcular_frecuencias_naturales, actualizar_historia_interna, actualizar_hebb_y_plasticidad, actualizar_campo_total, calcular_gradiente, calcular_acoplamiento, _perfil_espectral, calcular_resonancia_original, calcular_resonancia_v2, calcular_reserva, calcular_respuesta_lf, calcular_gradiente_espectral_diferencial, calcular_tiempo_reacoplamiento, simular_experimento_control_basal, main	campo, memoria, valencia, identidad	732
V074_heta_redefinido_corregido.py	74	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v074_heta_redefinido_corregido.py	v074_heta_redefinido_corregido.py	!/usr/bin/env python3		cargar_audio, inicializar_campo_total, inicializar_plasticidad, inicializar_historia_interna, vecinos, preparar_objetivo_audio, calcular_frecuencias_naturales, actualizar_historia_interna, actualizar_hebb_y_plasticidad, actualizar_campo_total, _perfil_espectral, calcular_resonancia_original, calcular_resonancia_v2, calcular_reserva, calcular_respuesta_lf, calcular_gradiente_espectral_diferencial, medir_reacoplamiento, simular_experimento_control_basal, main	campo, memoria, valencia, identidad	747
V075_ged_detector.py	75	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v075_ged_detector.py	v075_ged_detector.py	!/usr/bin/env python3		cargar_audio, inicializar_campo_total, inicializar_plasticidad, inicializar_historia_interna, vecinos, preparar_objetivo_audio, calcular_frecuencias_naturales, actualizar_historia_interna, actualizar_hebb_y_plasticidad, actualizar_campo_total, calcular_gradiente_espectral_diferencial, calcular_respuesta_lf_ged, simular_experimento_v75	campo, memoria, valencia, predictiva, identidad	492
V076_lf_activa.py	76	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v076_lf_activa.py	v076_lf_activa.py	!/usr/bin/env python3		cargar_audio, inicializar_campo_total, inicializar_plasticidad, inicializar_historia_interna, inicializar_w_exploracion, inicializar_phi_generado, vecinos, preparar_objetivo_audio, calcular_frecuencias_naturales, actualizar_historia_interna, actualizar_hebb_y_plasticidad, lf_exploracion, lf_aprendizaje, _perfil_espectral, lf_generacion, calcular_gradiente_espectral_diferencial, actualizar_campo_con_lf, simular_fase, main	campo, memoria, valencia, identidad	655
V077_ciclo_completo.py	77	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v077_ciclo_completo.py	v077_ciclo_completo.py	!/usr/bin/env python3		cargar_audio, inicializar_campo_total, inicializar_plasticidad, inicializar_historia_interna, inicializar_w_exploracion, inicializar_phi_generado, vecinos, preparar_objetivo_audio, calcular_frecuencias_naturales, actualizar_historia_interna, actualizar_hebb_y_plasticidad, _perfil_espectral, calcular_gradiente_espectral_diferencial, evaluar_salida_lf, integrar_aprendizaje_lf, balancear_reserva, lf_exploracion, lf_aprendizaje, lf_generacion, actualizar_campo_con_ciclo_lf, simular_fase, main	campo, memoria, valencia, amenaza, identidad	788
V078_homeostasis_estructural.py	78	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v078_homeostasis_estructural.py	v078_homeostasis_estructural.py	!/usr/bin/env python3		cargar_audio, inicializar_campo_total, inicializar_plasticidad, inicializar_historia_interna, inicializar_w_exploracion, inicializar_phi_generado, vecinos, preparar_objetivo_audio, calcular_frecuencias_naturales, actualizar_historia_interna, actualizar_hebb_y_plasticidad, _perfil_espectral, calcular_gradiente_espectral_diferencial, calcular_ratio_dominancia_plastica, calcular_umbral_entrada_lf_estructural, calcular_umbral_salida_lf_estructural, calcular_tasa_estabilizacion_natural, calcular_escala_maxima_w_estructural, evaluar_salida_lf_estructural, lf_exploracion, lf_aprendizaje, lf_generacion, integrar_estructural, actualizar_campo_con_homeostasis_estructural, simular_fase	campo, memoria, homeostasis, valencia, identidad	722
V079_competencia_memorias.py	79	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v079_competencia_memorias.py	v079_competencia_memorias.py	!/usr/bin/env python3		cargar_audio, inicializar_campo_total, inicializar_plasticidad, inicializar_w_exploracion, inicializar_historia_interna, inicializar_phi_generado, vecinos, preparar_objetivo_audio, calcular_frecuencias_naturales, actualizar_hebb_y_plasticidad, actualizar_plasticidad_exploratoria, _perfil_espectral, calcular_gradiente_espectral_diferencial, calcular_pesos_competitivos, atractor_competitivo, lf_exploracion, lf_generacion, actualizar_campo_con_competencia, simular_fase, main	campo, memoria, valencia, predictiva, amenaza, identidad	606
V079_competencia_memorias_con_diagnostico.py	79	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v079_competencia_memorias_con_diagnostico.py	v079_competencia_memorias_con_diagnostico.py	!/usr/bin/env python3		cargar_audio, generar_estimulo_nuevo, inicializar_campo_total, inicializar_plasticidad, inicializar_w_exploracion, inicializar_historia_interna, inicializar_phi_generado, vecinos, preparar_objetivo_audio, calcular_frecuencias_naturales, actualizar_hebb_y_plasticidad, actualizar_plasticidad_exploratoria, _perfil_espectral, calcular_gradiente_espectral_diferencial, calcular_pesos_competitivos, atractor_competitivo, lf_exploracion, lf_generacion, actualizar_campo_con_competencia, simular_fase, probar_campo_con_estimulo, entrenar_campo_original, main	campo, memoria, valencia, predictiva, amenaza, identidad	744
V080_memorias_duales_espectrales.py	80	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v080_memorias_duales_espectrales.py	v080_memorias_duales_espectrales.py	!/usr/bin/env python3		cargar_audio, inicializar_campo_total, inicializar_memoria_profunda, inicializar_memoria_reciente, inicializar_historia_interna, vecinos, preparar_objetivo_audio, calcular_frecuencias_naturales, _perfil_espectral, calcular_gradiente_espectral_diferencial, aplicar_plasticidad_memoria_profunda, aplicar_plasticidad_memoria_reciente, calcular_error_memoria_reciente, atractor_dual, actualizar_campo_con_memorias_duales, simular_fase, main	campo, memoria, valencia, predictiva, identidad	520
V080b_memorias_duales_calibradas.py	80	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v080b_memorias_duales_calibradas.py	v080b_memorias_duales_calibradas.py	!/usr/bin/env python3		cargar_audio, inicializar_campo_total, inicializar_memoria_profunda, inicializar_memoria_reciente, inicializar_historia_interna, vecinos, preparar_objetivo_audio, calcular_frecuencias_naturales, _perfil_espectral, calcular_gradiente_espectral_diferencial, aplicar_plasticidad_memoria_profunda, aplicar_plasticidad_memoria_reciente, calcular_error_memoria_reciente, atractor_dual, actualizar_campo_con_memorias_duales, simular_fase, main	campo, memoria, valencia, predictiva, amenaza, identidad	547
V080c_memorias_duales_tanh.py	80	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v080c_memorias_duales_tanh.py	v080c_memorias_duales_tanh.py	!/usr/bin/env python3		cargar_audio, inicializar_campo_total, inicializar_memoria_profunda, inicializar_memoria_reciente, inicializar_historia_interna, vecinos, preparar_objetivo_audio, calcular_frecuencias_naturales, _perfil_espectral, calcular_gradiente_espectral_diferencial, calcular_balance_plastica_difusiva, aplicar_plasticidad_memoria_profunda, aplicar_plasticidad_memoria_reciente, calcular_error_memoria_reciente, atractor_dual, actualizar_campo_con_memorias_duales, simular_fase, main	campo, memoria, valencia, predictiva, amenaza, identidad	635
V080d_memorias_duales_olvido_adaptativo.py	80	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v080d_memorias_duales_olvido_adaptativo.py	v080d_memorias_duales_olvido_adaptativo.py	!/usr/bin/env python3		cargar_audio, inicializar_campo_total, inicializar_memoria_profunda, inicializar_memoria_reciente, inicializar_historia_interna, vecinos, preparar_objetivo_audio, calcular_frecuencias_naturales, _perfil_espectral, calcular_gradiente_espectral_diferencial, calcular_balance_plastica_difusiva, aplicar_plasticidad_memoria_profunda, aplicar_plasticidad_memoria_reciente_adaptativa, calcular_error_memoria_reciente, atractor_dual, actualizar_campo_con_memorias_duales, simular_fase, main	campo, memoria, valencia, predictiva, amenaza, identidad	674
V080e_memorias_duales_olvido_invertido.py	80	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v080e_memorias_duales_olvido_invertido.py	v080e_memorias_duales_olvido_invertido.py	!/usr/bin/env python3		cargar_audio, inicializar_campo_total, inicializar_memoria_profunda, inicializar_memoria_reciente, inicializar_historia_interna, vecinos, preparar_objetivo_audio, calcular_frecuencias_naturales, _perfil_espectral, calcular_gradiente_espectral_diferencial, calcular_balance_plastica_difusiva, aplicar_plasticidad_memoria_profunda, aplicar_plasticidad_memoria_reciente_invertida, calcular_error_memoria_reciente, atractor_dual, actualizar_campo_con_memorias_duales, simular_fase, entrenar_y_medir_error_equilibrio, main	campo, memoria, valencia, predictiva, amenaza, identidad	680
V080f_seleccion_interna.py	80	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v080f_seleccion_interna.py	v080f_seleccion_interna.py	!/usr/bin/env python3		cargar_audio, inicializar_campo_total, inicializar_memoria_profunda, inicializar_memoria_reciente, inicializar_historia_interna, vecinos, preparar_objetivo_audio, calcular_frecuencias_naturales, _perfil_espectral, calcular_gradiente_espectral_diferencial, calcular_balance_plastica_difusiva, calcular_eficiencia_regimen, calcular_tasa_olvido_por_eficiencia, aplicar_plasticidad_memoria_profunda, aplicar_plasticidad_memoria_reciente_v80f, atractor_dual, actualizar_campo_con_seleccion_interna, entrenar_y_medir_error_equilibrio, simular_fase, main	campo, memoria, valencia, predictiva, amenaza, identidad	772
V080g_seleccion_interna.py	80	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v080g_seleccion_interna.py	v080g_seleccion_interna.py	!/usr/bin/env python3		cargar_audio, inicializar_campo_total, inicializar_memoria_profunda, inicializar_memoria_reciente, inicializar_historia_interna, vecinos, preparar_objetivo_audio, calcular_frecuencias_naturales, _perfil_espectral, calcular_gradiente_espectral_diferencial, calcular_balance_plastica_difusiva, calcular_eficiencia_regimen, calcular_tasa_olvido_por_eficiencia, aplicar_plasticidad_memoria_profunda, aplicar_plasticidad_memoria_reciente_v80g, atractor_dual, actualizar_campo_con_seleccion_interna, entrenar_y_medir_error_equilibrio, simular_fase, main	campo, memoria, valencia, predictiva, amenaza, identidad	739
V080h_seleccion_interna.py	80	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v080h_seleccion_interna.py	v080h_seleccion_interna.py	!/usr/bin/env python3		cargar_audio, inicializar_campo_total, inicializar_memoria_profunda, inicializar_memoria_reciente, inicializar_historia_interna, vecinos, preparar_objetivo_audio, calcular_frecuencias_naturales, _perfil_espectral, calcular_gradiente_espectral_diferencial, calcular_balance_plastica_difusiva, calcular_eficiencia_regimen, calcular_tasa_olvido_por_eficiencia, aplicar_plasticidad_memoria_profunda, aplicar_plasticidad_memoria_reciente_v80h, atractor_dual, actualizar_campo_con_seleccion_interna, entrenar_y_medir_error_equilibrio, simular_fase, main	campo, memoria, valencia, predictiva, amenaza, identidad	753
V081_campo_expandido.py	81	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v081_campo_expandido.py	v081_campo_expandido.py	!/usr/bin/env python3		cargar_audio_dual, inicializar_campo_v81, inicializar_memorias, _perfil_espectral_region, calcular_ged_entre, preparar_objetivo_dual, calcular_frecuencias_naturales, calcular_promedio_vecinos_v81, calcular_alpha_activo, calcular_senal_busqueda, calcular_senal_mantenimiento, calcular_eficiencia_regimen, calcular_tasa_olvido_por_eficiencia, aplicar_plasticidad_dual_v81, actualizar_campo_v81, calcular_metricas_v81, simular_fase, entrenar_inicial, main	campo, memoria, valencia, predictiva, amenaza, identidad, actuador	804
V082_acoplamiento_activo.py	82	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v082_acoplamiento_activo.py	v082_acoplamiento_activo.py	!/usr/bin/env python3	ExploradorActuadores	cargar_audio_estereo, preparar_objetivo_canal, inicializar_campo_v82, inicializar_memorias, _perfil_espectral_region, calcular_ged_entre, calcular_frecuencias_naturales, calcular_promedio_vecinos_v82, calcular_parametros_actuacion, aplicar_entrada_cualitativa, explorar_actuadores, calcular_eficiencia_regimen, calcular_tasa_olvido_por_eficiencia, aplicar_plasticidad_dual_v82, calcular_senal_busqueda, calcular_senal_mantenimiento, actualizar_campo_v82, simular_fase, entrenar_inicial, main	campo, memoria, valencia, predictiva, consciencia, amenaza, identidad, actuador	877
V083_orientacion_activa.py	83	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v083_orientacion_activa.py	v083_orientacion_activa.py	!/usr/bin/env python3	ExploradorActuadores	inicializar_campo, inicializar_memorias, _perfil_espectral_region, calcular_ged_entre, calcular_frecuencias_naturales, calcular_promedio_vecinos, convertir_mono_a_binaural, cargar_audio, preprocesar_audio_binaural, preparar_objetivo_canal, aplicar_plasticidad_dual, calcular_coherencia_por_canal, aplicar_orientacion_por_coherencia, calcular_parametros_actuacion, aplicar_entrada_cualitativa, explorar_actuadores, calcular_eficiencia, calcular_tasa_olvido, calcular_senal_busqueda, calcular_senal_mantenimiento, actualizar_campo, entrenar, simular_fase, main	campo, memoria, valencia, predictiva, lateralidad, consciencia, amenaza, actuador	871
V084_campo_diferencial.py	84	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v084_campo_diferencial.py	v084_campo_diferencial.py	!/usr/bin/env python3	ExploradorActuadores	inicializar_campo, inicializar_memorias, _perfil_espectral_region, calcular_ged_entre, calcular_frecuencias_naturales, calcular_promedio_vecinos, cargar_mono, convertir_mono_a_binaural, generar_binaurales_preprocesados, preparar_objetivo_canal, actualizar_act_busc_diferencial, calcular_coherencia_sobre_objetivos, aplicar_orientacion_por_coherencia, calcular_parametros_actuacion, aplicar_entrada_cualitativa, explorar_actuadores, aplicar_plasticidad_dual, calcular_eficiencia, calcular_senal_busqueda, calcular_senal_mantenimiento, actualizar_campo, entrenar, simular_fase, main	campo, memoria, valencia, predictiva, lateralidad, consciencia, amenaza, identidad, actuador	1081
V084b_campo_diferencial.py	84	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v084b_campo_diferencial.py	v084b_campo_diferencial.py	!/usr/bin/env python3	ExploradorActuadores	inicializar_campo, inicializar_memorias, _perfil_espectral_region, calcular_ged_entre, calcular_frecuencias_naturales, calcular_promedio_vecinos, cargar_mono, convertir_mono_a_binaural, cargar_desde_disco, preparar_objetivo_canal, actualizar_act_busc_diferencial, calcular_coherencia_sobre_objetivos, aplicar_orientacion_por_coherencia, calcular_parametros_actuacion, aplicar_entrada_cualitativa, explorar_actuadores, aplicar_plasticidad_dual, calcular_eficiencia, calcular_senal_busqueda, calcular_senal_mantenimiento, actualizar_campo, entrenar, simular_fase, main	campo, memoria, valencia, predictiva, lateralidad, consciencia, amenaza, identidad, actuador	1103
V085_decision_interna.py	85	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v085_decision_interna.py	v085_decision_interna.py	!/usr/bin/env python3	ExploradorActuadores	cargar_audio_binaural, cargar_todos_binaurales, inicializar_campo_v85, inicializar_memorias, _perfil_espectral_region, calcular_ged_entre, calcular_frecuencias_naturales, calcular_promedio_vecinos_v85, preparar_objetivo_para_canal, calcular_coherencia_sobre_objetivos, actualizar_act_busc_desde_coherencia, aplicar_orientacion_por_coherencia, calcular_parametros_actuacion, aplicar_entrada_cualitativa, explorar_actuadores, calcular_eficiencia_regimen, calcular_tasa_olvido_por_eficiencia, aplicar_plasticidad_dual_v85, calcular_senal_busqueda, calcular_senal_mantenimiento, actualizar_campo_v85, simular_fase, entrenar_inicial, main	campo, memoria, valencia, lateralidad, consciencia, amenaza, actuador	891
V086_loop_cerrado.py	86	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v086_loop_cerrado.py	v086_loop_cerrado.py	!/usr/bin/env python3	ExploradorActuadores	cargar_audio_binaural, cargar_todos_binaurales, inicializar_campo, inicializar_memorias, _perfil_espectral_region, calcular_ged_entre, calcular_frecuencias_naturales, calcular_promedio_vecinos, preparar_objetivo_canal, calcular_coherencia_sobre_objetivos, actualizar_act_busc_desde_coherencia, aplicar_forzamiento_busc_a_ganglio, aplicar_orientacion_por_coherencia, calcular_parametros_actuacion, aplicar_entrada_cualitativa, explorar_actuadores, aplicar_plasticidad_dual, calcular_eficiencia, calcular_senal_busqueda, calcular_senal_mantenimiento, actualizar_campo, entrenar, simular_fase, main	campo, memoria, valencia, lateralidad, consciencia, amenaza, actuador	915
V087_coherencia_dirigida.py	87	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v087_coherencia_dirigida.py	v087_coherencia_dirigida.py	!/usr/bin/env python3	ExploradorActuadores	cargar_todos_binaurales, inicializar_campo, inicializar_memorias, _perfil_espectral_region, calcular_ged_entre, calcular_frecuencias_naturales, calcular_promedio_vecinos, preparar_objetivo_canal, calcular_coherencia_dirigida, actualizar_act_busc_desde_coherencia, aplicar_forzamiento_busc_a_ganglio, aplicar_orientacion_por_coherencia, calcular_parametros_actuacion, aplicar_entrada_cualitativa, explorar_actuadores, aplicar_plasticidad_dual, calcular_eficiencia, calcular_senal_busqueda, calcular_senal_mantenimiento, actualizar_campo, entrenar, simular_fase, main	campo, memoria, valencia, lateralidad, consciencia, amenaza, identidad, actuador	1008
V088_gradiente_energetico.py	88	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v088_gradiente_energetico.py	v088_gradiente_energetico.py	!/usr/bin/env python3	ExploradorActuadores	cargar_todos_binaurales, inicializar_campo, inicializar_memorias, _perfil_espectral_region, calcular_ged_entre, calcular_frecuencias_naturales, calcular_promedio_vecinos, preparar_objetivo_canal, calcular_gradiente_energetico_dirigido, calcular_coherencia_dirigida, actualizar_act_busc_desde_gradiente, aplicar_forzamiento_busc_a_ganglio, aplicar_orientacion_por_gradiente, calcular_parametros_actuacion, aplicar_entrada_cualitativa, explorar_actuadores, aplicar_plasticidad_dual, calcular_eficiencia, calcular_senal_busqueda, actualizar_campo, entrenar, simular_fase, main	campo, memoria, homeostasis, valencia, lateralidad, consciencia, amenaza, actuador	972
V089_gradiente_canonico.py	89	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v089_gradiente_canonico.py	v089_gradiente_canonico.py	!/usr/bin/env python3	ExploradorActuadores	cargar_todos_binaurales, inicializar_campo, inicializar_memorias, _perfil_espectral_region, calcular_ged_entre, calcular_frecuencias_naturales, calcular_promedio_vecinos, preparar_objetivo_canal, calcular_gradiente_energetico_dirigido, calcular_coherencia_dirigida, actualizar_act_busc_desde_gradiente, aplicar_forzamiento_busc_a_ganglio, actualizar_act_geom_desde_gradiente, calcular_parametros_actuacion, aplicar_entrada_cualitativa, explorar_actuadores, aplicar_plasticidad_dual, calcular_eficiencia, calcular_senal_busqueda, actualizar_campo, entrenar, simular_fase, main	campo, memoria, homeostasis, valencia, lateralidad, consciencia, amenaza, actuador	1028
V090_protocolo_ciclico.py	90	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v090_protocolo_ciclico.py	v090_protocolo_ciclico.py	!/usr/bin/env python3	ExploradorActuadores	cargar_todos_binaurales, inicializar_campo, inicializar_memorias, _perfil_espectral_region, calcular_ged_entre, calcular_frecuencias_naturales, calcular_promedio_vecinos, preparar_objetivo_canal, calcular_gradiente_energetico_dirigido, calcular_coherencia_dirigida, actualizar_act_busc_desde_gradiente, aplicar_forzamiento_busc_a_ganglio, aplicar_orientacion_por_gradiente, calcular_parametros_actuacion, aplicar_entrada_cualitativa, explorar_actuadores, aplicar_plasticidad_dual, calcular_eficiencia, calcular_senal_busqueda, actualizar_campo, entrenar, simular_fase, main	campo, memoria, homeostasis, valencia, lateralidad, consciencia, amenaza, actuador	1017
V091_capa1_accion_A.py	91	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v091_capa1_accion_A.py	v091_capa1_accion_A.py	!/usr/bin/env python3	ExploradorActuadores	cargar_todos_binaurales, inicializar_campo, inicializar_memorias, _perfil_espectral_region, calcular_ged_entre, calcular_frecuencias_naturales, calcular_promedio_vecinos, preparar_objetivo_canal, calcular_gradiente_energetico_dirigido, calcular_coherencia_dirigida, actualizar_act_busc_desde_gradiente, aplicar_forzamiento_busc_a_ganglio, aplicar_orientacion_por_gradiente, calcular_parametros_actuacion, aplicar_entrada_cualitativa, explorar_actuadores, aplicar_plasticidad_dual, calcular_eficiencia, calcular_senal_busqueda, actualizar_campo, entrenar, simular_fase, main	campo, memoria, homeostasis, valencia, lateralidad, consciencia, amenaza, actuador	1088
V092_respuesta_orientacion.py	92	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v092_respuesta_orientacion.py	v092_respuesta_orientacion.py	!/usr/bin/env python3	ExploradorActuadores	cargar_todos_binaurales, inicializar_campo, inicializar_memorias, _perfil_espectral_region, calcular_ged_entre, calcular_frecuencias_naturales, calcular_promedio_vecinos, preparar_objetivo_canal, calcular_gradiente_energetico_dirigido, calcular_coherencia_dirigida, actualizar_act_busc_desde_gradiente, aplicar_forzamiento_busc_a_ganglio, aplicar_orientacion_por_gradiente, calcular_parametros_actuacion, aplicar_entrada_cualitativa, explorar_actuadores, aplicar_plasticidad_dual, calcular_omega_orient, calcular_eficiencia, calcular_senal_busqueda, actualizar_campo, entrenar, simular_fase, main	campo, memoria, homeostasis, valencia, lateralidad, consciencia, amenaza, identidad, actuador	1088
V093_validacion_estructural.py	93	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v093_validacion_estructural.py	v093_validacion_estructural.py	!/usr/bin/env python3	ExploradorActuadores	cargar_todos_binaurales, inicializar_campo, inicializar_memorias, _perfil_espectral_region, calcular_ged_entre, calcular_frecuencias_naturales, calcular_promedio_vecinos, preparar_objetivo_canal, calcular_gradiente_energetico_dirigido, calcular_coherencia_dirigida, actualizar_act_busc_desde_gradiente, aplicar_forzamiento_busc_a_ganglio, aplicar_orientacion_por_gradiente, calcular_parametros_actuacion, aplicar_entrada_cualitativa, explorar_actuadores, aplicar_plasticidad_dual, calcular_omega_orient, calcular_eficiencia, calcular_senal_busqueda, actualizar_campo, entrenar, simular_fase, correr_protocolo, main	campo, memoria, homeostasis, valencia, lateralidad, consciencia, amenaza, identidad, actuador	1457
V094_cierre_w_rec_a_act_geom_dos_variantes.py	94	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v094_cierre_w_rec_a_act_geom_dos_variantes.py	v094_cierre_w_rec_a_act_geom_dos_variantes.py	!/usr/bin/env python3	ExploradorActuadores	cargar_todos_binaurales, inicializar_campo, inicializar_memorias, _perfil_espectral_region, calcular_ged_entre, calcular_frecuencias_naturales, calcular_promedio_vecinos, preparar_objetivo_canal, calcular_gradiente_energetico_dirigido, calcular_coherencia_dirigida, actualizar_act_busc_desde_gradiente, aplicar_forzamiento_busc_a_ganglio, aplicar_orientacion_v1_aditiva, aplicar_orientacion_v2_escala, calcular_parametros_actuacion, aplicar_entrada_cualitativa, explorar_actuadores, aplicar_plasticidad_dual, calcular_omega_orient, calcular_eficiencia, calcular_senal_busqueda, actualizar_campo, entrenar, simular_fase, correr_protocolo	campo, memoria, homeostasis, valencia, predictiva, lateralidad, consciencia, amenaza, identidad, actuador	1182
V095_diagnostico_de_w_rec_y_correccion_arquitectural.py	95	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v095_diagnostico_de_w_rec_y_correccion_arquitectural.py	v095_diagnostico_de_w_rec_y_correccion_arquitectural.py	!/usr/bin/env python3	ExploradorActuadores	cargar_todos_binaurales, inicializar_campo, inicializar_memorias, _perfil_espectral_region, calcular_ged_entre, calcular_frecuencias_naturales, calcular_promedio_vecinos, preparar_objetivo_canal, calcular_gradiente_energetico_dirigido, calcular_coherencia_dirigida, actualizar_act_busc_desde_gradiente, aplicar_forzamiento_busc_a_ganglio, aplicar_orientacion_v1_aditiva, aplicar_orientacion_v2_escala, calcular_parametros_actuacion, aplicar_entrada_cualitativa, explorar_actuadores, aplicar_plasticidad_dual, calcular_omega_orient, calcular_eficiencia, calcular_senal_busqueda, calcular_IAD, aplicar_orientacion_v1_aditiva, aplicar_orientacion_v2_escala, actualizar_campo	campo, memoria, homeostasis, valencia, predictiva, lateralidad, consciencia, amenaza, identidad, actuador	1396
