version	num	file	name	title_or_header	classes	functions	capability_tokens	lines
V033_ciclo_continuo.py	33	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v033_ciclo_continuo.py	v033_ciclo_continuo.py	!/usr/bin/env python3		cargar_audio, inicializar_campo, inicializar_atencion, inicializar_memoria, inicializar_anclaje, vecinos, perfil_modulacion, actualizar_memoria_estabilidad, actualizar_memoria_coherencia, actualizar_campo, actualizar_atencion, actualizar_memoria_configuracion, actualizar_anclaje, homeostasis, respirar_entre_experiencias, simular_secuencia, main	campo, memoria, homeostasis, valencia, amenaza	459
V034_metabolismo_experiencias.py	34	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v034_metabolismo_experiencias.py	v034_metabolismo_experiencias.py	!/usr/bin/env python3		cargar_audio, inicializar_campo, inicializar_atencion, inicializar_memoria, inicializar_anclaje, vecinos, perfil_modulacion, actualizar_memoria_estabilidad, actualizar_memoria_coherencia, actualizar_campo, actualizar_atencion, actualizar_memoria_configuracion, actualizar_anclaje, homeostasis, extraer_estado, calcular_indice_metabolico, clasificar_experiencia, retroalimentacion_metabolica, respirar_entre_experiencias, simular_experiencia, simular_reposo, simular_secuencia_metabolica, main	campo, memoria, homeostasis, valencia, consciencia	593
V035_preferencia_alimentaria.py	35	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v035_preferencia_alimentaria.py	v035_preferencia_alimentaria.py	!/usr/bin/env python3		cargar_audio, inicializar_campo, inicializar_atencion, inicializar_memoria, inicializar_anclaje, vecinos, perfil_modulacion, actualizar_memoria_estabilidad, actualizar_memoria_coherencia, actualizar_campo, actualizar_atencion, actualizar_memoria_configuracion, actualizar_anclaje, homeostasis, extraer_estado, prueba_digestion, simular_experiencia, simular_reposo, respirar_entre_experiencias, actualizar_preferencias, elegir_comida, simular_preferencia_alimentaria, main	campo, memoria, homeostasis, valencia, consciencia, amenaza	561
V036_zona_asimilacion.py	36	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v036_zona_asimilacion.py	v036_zona_asimilacion.py	!/usr/bin/env python3		cargar_audio, inicializar_campo, inicializar_atencion, inicializar_memoria, inicializar_anclaje, vecinos, perfil_modulacion, actualizar_memoria_estabilidad, actualizar_memoria_coherencia, actualizar_campo, actualizar_atencion, actualizar_memoria_configuracion, actualizar_anclaje, homeostasis, extraer_estado, calcular_variacion_A, calcular_asimilacion, simular_experiencia, simular_reposo, respirar_entre_experiencias, simular_secuencia, main	campo, memoria, homeostasis, valencia, consciencia, identidad	608
V037_expansion_asimilacion.py	37	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v037_expansion_asimilacion.py	v037_expansion_asimilacion.py	!/usr/bin/env python3		cargar_audio, inicializar_campo, inicializar_atencion, inicializar_memoria, inicializar_anclaje, vecinos, perfil_modulacion, actualizar_memoria_estabilidad, actualizar_memoria_coherencia, actualizar_campo, actualizar_atencion, actualizar_memoria_configuracion, actualizar_anclaje, homeostasis, extraer_estado, calcular_variacion_A, calcular_asimilacion, actualizar_K, simular_experiencia, simular_reposo, respirar_entre_experiencias, simular_secuencia_con_K, main	campo, memoria, homeostasis, valencia, consciencia, identidad	645
V038_silencio_ausencia.py	38	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v038_silencio_ausencia.py	v038_silencio_ausencia.py	!/usr/bin/env python3		cargar_audio, inicializar_campo, inicializar_atencion, inicializar_memoria, inicializar_anclaje, vecinos, perfil_modulacion, actualizar_memoria_estabilidad, actualizar_memoria_coherencia, actualizar_campo, actualizar_atencion, actualizar_memoria_configuracion, actualizar_anclaje, homeostasis, extraer_estado, calcular_variacion_A, calcular_asimilacion, actualizar_K, simular_experiencia, simular_reposo, respirar_entre_experiencias, simular_secuencia_con_K, main	campo, memoria, homeostasis, valencia, consciencia, identidad	565
V039_silencio_contexto.py	39	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v039_silencio_contexto.py	v039_silencio_contexto.py	!/usr/bin/env python3		cargar_audio, inicializar_campo, inicializar_atencion, inicializar_memoria, inicializar_anclaje, vecinos, perfil_modulacion, actualizar_memoria_estabilidad, actualizar_memoria_coherencia, actualizar_campo, actualizar_atencion, actualizar_memoria_configuracion, actualizar_anclaje, homeostasis, extraer_estado, calcular_variacion_A, calcular_asimilacion, actualizar_K, simular_silencio, simular_experiencia, respirar_entre_experiencias, simular_dieta, main	campo, memoria, homeostasis, valencia, consciencia	610
V041_umbral_habituacion.py	41	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v041_umbral_habituacion.py	v041_umbral_habituacion.py	!/usr/bin/env python3		cargar_audio, inicializar_campo, inicializar_atencion, inicializar_memoria, inicializar_anclaje, inicializar_habituacion, vecinos, perfil_modulacion, actualizar_memoria_estabilidad, actualizar_memoria_coherencia, actualizar_campo, actualizar_atencion, actualizar_memoria_configuracion, actualizar_anclaje, homeostasis, extraer_estado, calcular_variacion_A, calcular_asimilacion, actualizar_K, actualizar_habituacion, calcular_umbral_adaptativo, medir_asimilacion_basal, simular_experiencia, simular_reposo, respirar_entre_experiencias	campo, memoria, homeostasis, valencia, consciencia	689
V042_habituacion_entrada.py	42	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v042_habituacion_entrada.py	v042_habituacion_entrada.py	!/usr/bin/env python3		cargar_audio, inicializar_campo, inicializar_atencion, inicializar_memoria, inicializar_anclaje, inicializar_habituacion, vecinos, perfil_modulacion, actualizar_memoria_estabilidad, actualizar_memoria_coherencia, actualizar_campo, actualizar_atencion, actualizar_memoria_configuracion, actualizar_anclaje, homeostasis, extraer_estado, calcular_variacion_A, calcular_asimilacion, actualizar_K, actualizar_habituacion, aplicar_habituacion, medir_asimilacion_basal, simular_experiencia, simular_reposo, respirar_entre_experiencias	campo, memoria, homeostasis, valencia, consciencia	675
V043_seleccion_autonoma.py	43	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v043_seleccion_autonoma.py	v043_seleccion_autonoma.py	!/usr/bin/env python3		cargar_audio, inicializar_campo, inicializar_atencion, inicializar_memoria, inicializar_anclaje, vecinos, perfil_modulacion, actualizar_memoria_estabilidad, actualizar_memoria_coherencia, actualizar_campo, actualizar_atencion, actualizar_memoria_configuracion, actualizar_anclaje, homeostasis, extraer_estado, calcular_variacion_A, calcular_asimilacion, actualizar_K, actualizar_habituacion, aplicar_habituacion, medir_asimilacion_basal, simular_experiencia, simular_reposo, respirar_entre_experiencias, calcular_utilidad_comida	campo, memoria, homeostasis, valencia, consciencia	716
V044_miedo_asimetria.py	44	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v044_miedo_asimetria.py	v044_miedo_asimetria.py	!/usr/bin/env python3		cargar_audio, inicializar_campo, inicializar_atencion, inicializar_memoria, inicializar_anclaje, inicializar_memoria_toxica, vecinos, perfil_modulacion, actualizar_memoria_estabilidad, actualizar_memoria_coherencia, actualizar_campo, actualizar_atencion, actualizar_memoria_configuracion, actualizar_anclaje, homeostasis, extraer_estado, calcular_variacion_A, calcular_asimilacion, actualizar_K, actualizar_habituacion, aplicar_habituacion, medir_asimilacion_basal, simular_experiencia, simular_reposo, respirar_entre_experiencias	campo, memoria, homeostasis, valencia, consciencia, amenaza	747
V045_miedo_no_lineal.py	45	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v045_miedo_no_lineal.py	v045_miedo_no_lineal.py	!/usr/bin/env python3		cargar_audio, inicializar_campo, inicializar_atencion, inicializar_memoria, inicializar_anclaje, inicializar_memoria_toxica, vecinos, perfil_modulacion, actualizar_memoria_estabilidad, actualizar_memoria_coherencia, actualizar_campo, actualizar_atencion, actualizar_memoria_configuracion, actualizar_anclaje, homeostasis, extraer_estado, calcular_variacion_A, calcular_asimilacion, actualizar_K, actualizar_habituacion, aplicar_habituacion, medir_asimilacion_basal, simular_experiencia, simular_reposo, respirar_entre_experiencias	campo, memoria, homeostasis, valencia, consciencia, amenaza	755
V046_miedo_umbral.py	46	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v046_miedo_umbral.py	v046_miedo_umbral.py	!/usr/bin/env python3		cargar_audio, inicializar_campo, inicializar_atencion, inicializar_memoria, inicializar_anclaje, inicializar_memoria_toxica, vecinos, perfil_modulacion, actualizar_memoria_estabilidad, actualizar_memoria_coherencia, actualizar_campo, actualizar_atencion, actualizar_memoria_configuracion, actualizar_anclaje, homeostasis, extraer_estado, calcular_variacion_A, calcular_asimilacion, actualizar_K, actualizar_habituacion, aplicar_habituacion, medir_asimilacion_basal, simular_experiencia, simular_reposo, respirar_entre_experiencias	campo, memoria, homeostasis, valencia, consciencia, amenaza	737
V047_miedo_acumulativo.py	47	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v047_miedo_acumulativo.py	v047_miedo_acumulativo.py	!/usr/bin/env python3		cargar_audio, inicializar_campo, inicializar_atencion, inicializar_memoria, inicializar_anclaje, inicializar_memoria_toxica, vecinos, perfil_modulacion, actualizar_memoria_estabilidad, actualizar_memoria_coherencia, actualizar_campo, actualizar_atencion, actualizar_memoria_configuracion, actualizar_anclaje, homeostasis, extraer_estado, calcular_variacion_A, calcular_asimilacion, actualizar_K, actualizar_habituacion, aplicar_habituacion, medir_asimilacion_basal, simular_experiencia, simular_reposo, respirar_entre_experiencias	campo, memoria, homeostasis, valencia, consciencia, amenaza	753
V048_costo_estructural.py	48	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v048_costo_estructural.py	v048_costo_estructural.py	!/usr/bin/env python3		cargar_audio, inicializar_campo, inicializar_atencion, inicializar_memoria, inicializar_anclaje, vecinos, perfil_modulacion, actualizar_memoria_estabilidad, actualizar_memoria_coherencia, actualizar_campo, actualizar_atencion, actualizar_memoria_configuracion, actualizar_anclaje, homeostasis, extraer_estado, calcular_variacion_A, calcular_costo_estructural, calcular_asimilacion, actualizar_K, actualizar_habituacion, aplicar_habituacion, medir_asimilacion_basal, simular_experiencia, simular_reposo, respirar_entre_experiencias	campo, memoria, homeostasis, valencia, consciencia, amenaza, identidad	732
V049_regeneracion_real.py	49	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v049_regeneracion_real.py	v049_regeneracion_real.py	!/usr/bin/env python3		cargar_audio, inicializar_campo, inicializar_atencion, inicializar_memoria, inicializar_anclaje, vecinos, perfil_modulacion, actualizar_memoria_estabilidad, actualizar_memoria_coherencia, actualizar_campo, actualizar_atencion, actualizar_memoria_configuracion, actualizar_anclaje, homeostasis, extraer_estado, calcular_variacion_A, calcular_costo_estructural, calcular_ganancia_estructural, calcular_asimilacion, actualizar_K, actualizar_habituacion, aplicar_habituacion, medir_asimilacion_basal, simular_experiencia, simular_reposo	campo, memoria, homeostasis, valencia, consciencia, identidad	751
V050_fatiga_estructural.py	50	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v050_fatiga_estructural.py	v050_fatiga_estructural.py	!/usr/bin/env python3		cargar_audio, inicializar_campo, inicializar_atencion, inicializar_memoria, inicializar_anclaje, inicializar_fatiga, vecinos, perfil_modulacion, actualizar_memoria_estabilidad, actualizar_memoria_coherencia, actualizar_campo, actualizar_atencion, actualizar_memoria_configuracion, actualizar_anclaje, homeostasis, extraer_estado, calcular_variacion_A, calcular_costo_estructural, calcular_ganancia_estructural, calcular_asimilacion, actualizar_K, actualizar_habituacion, actualizar_fatiga, aplicar_habituacion, medir_asimilacion_basal	campo, memoria, homeostasis, valencia, consciencia, identidad	784
V051_identidad_estructural.py	51	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v051_identidad_estructural.py	v051_identidad_estructural.py	!/usr/bin/env python3		cargar_audio, inicializar_campo, inicializar_atencion, inicializar_memoria, inicializar_anclaje, inicializar_fatiga, inicializar_valor_estructural, vecinos, perfil_modulacion, actualizar_memoria_estabilidad, actualizar_memoria_coherencia, actualizar_campo, actualizar_atencion, actualizar_memoria_configuracion, actualizar_anclaje, homeostasis, extraer_estado, calcular_variacion_A, calcular_costo_estructural, calcular_ganancia_estructural, calcular_asimilacion, actualizar_K, actualizar_habituacion, actualizar_fatiga, actualizar_valor_estructural	campo, memoria, homeostasis, valencia, consciencia, identidad	800
V052_conviccion.py	52	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v052_conviccion.py	v052_conviccion.py	!/usr/bin/env python3		cargar_audio, inicializar_campo, inicializar_atencion, inicializar_memoria, inicializar_anclaje, inicializar_fatiga, inicializar_valor_estructural, vecinos, perfil_modulacion, actualizar_memoria_estabilidad, actualizar_memoria_coherencia, actualizar_campo, actualizar_atencion, actualizar_memoria_configuracion, actualizar_anclaje, homeostasis, extraer_estado, calcular_variacion_A, calcular_costo_estructural, calcular_ganancia_estructural, calcular_asimilacion, actualizar_K, actualizar_habituacion, actualizar_fatiga, actualizar_valor_estructural_no_lineal	campo, memoria, homeostasis, valencia, consciencia, identidad	820
V053_modo_dominante_y_supervivencia_global.py	53	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v053_modo_dominante_y_supervivencia_global.py	v053_modo_dominante_y_supervivencia_global.py	!/usr/bin/env python3	SistemaV53	cargar_wav_seguro, espectrograma_con_energia, correlacion_coseno, main	campo, homeostasis, valencia, consciencia, amenaza	210
V053_plasticidad_asimetrica.py	53	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v053_plasticidad_asimetrica.py	v053_plasticidad_asimetrica.py	!/usr/bin/env python3		cargar_audio, inicializar_campo, inicializar_atencion, inicializar_memoria, inicializar_anclaje, inicializar_fatiga, inicializar_valor_estructural, vecinos, perfil_modulacion, actualizar_memoria_estabilidad, actualizar_memoria_coherencia, actualizar_campo, actualizar_atencion, actualizar_memoria_configuracion, actualizar_anclaje, homeostasis, extraer_estado, calcular_variacion_A, calcular_costo_estructural, calcular_ganancia_estructural, calcular_asimilacion, actualizar_K, actualizar_habituacion, actualizar_fatiga, actualizar_valor_estructural_asimetrico	campo, memoria, homeostasis, valencia, consciencia, identidad	820
V054_coherencia_temporal.py	54	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v054_coherencia_temporal.py	v054_coherencia_temporal.py	!/usr/bin/env python3		cargar_audio, inicializar_campo, inicializar_atencion, inicializar_memoria, inicializar_anclaje, inicializar_fatiga, inicializar_valor_estructural, vecinos, perfil_modulacion, actualizar_memoria_estabilidad, actualizar_memoria_coherencia, actualizar_campo, actualizar_atencion, actualizar_memoria_configuracion, actualizar_anclaje, homeostasis, extraer_estado, calcular_variacion_A, calcular_costo_estructural, calcular_coherencia_temporal, calcular_ganancia_estructural, calcular_asimilacion, actualizar_K, actualizar_habituacion, actualizar_fatiga	campo, memoria, homeostasis, valencia, predictiva, consciencia, amenaza, identidad	885
V054_proporcion_de_energia_como_acoplamiento.py	54	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v054_proporcion_de_energia_como_acoplamiento.py	v054_proporcion_de_energia_como_acoplamiento.py	!/usr/bin/env python3	SistemaV54	cargar_wav_seguro, energia_por_bandas, main	homeostasis, valencia, consciencia, amenaza	196
V055_omega_identidad.py	55	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v055_omega_identidad.py	v055_omega_identidad.py	!/usr/bin/env python3		cargar_audio, inicializar_campo, inicializar_atencion, inicializar_memoria, inicializar_anclaje, inicializar_fatiga, inicializar_valor_estructural, vecinos, perfil_modulacion, actualizar_memoria_estabilidad, actualizar_memoria_coherencia, actualizar_campo, actualizar_atencion, actualizar_memoria_configuracion, actualizar_anclaje, homeostasis, extraer_estado, calcular_variacion_A, calcular_costo_estructural, calcular_ganancia_estructural, calcular_asimilacion, actualizar_K, actualizar_habituacion, actualizar_fatiga, actualizar_valor_estructural_asimetrico	campo, memoria, homeostasis, valencia, consciencia, identidad	826
V056_omega_antes_reposo.py	56	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v056_omega_antes_reposo.py	v056_omega_antes_reposo.py	!/usr/bin/env python3		cargar_audio, inicializar_campo, inicializar_atencion, inicializar_memoria, inicializar_anclaje, inicializar_fatiga, inicializar_valor_estructural, vecinos, perfil_modulacion, actualizar_memoria_estabilidad, actualizar_memoria_coherencia, actualizar_campo, actualizar_atencion, actualizar_memoria_configuracion, actualizar_anclaje, homeostasis, extraer_estado, calcular_variacion_A, calcular_costo_estructural, calcular_ganancia_estructural, calcular_asimilacion, actualizar_K, actualizar_habituacion, actualizar_fatiga, actualizar_valor_estructural_asimetrico	campo, memoria, homeostasis, valencia, consciencia, identidad	835
V057_contraste_estimulo.py	57	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v057_contraste_estimulo.py	v057_contraste_estimulo.py	!/usr/bin/env python3		cargar_audio, inicializar_campo, inicializar_atencion, inicializar_memoria, inicializar_anclaje, inicializar_fatiga, inicializar_valor_estructural, vecinos, perfil_modulacion, actualizar_memoria_estabilidad, actualizar_memoria_coherencia, actualizar_campo, actualizar_atencion, actualizar_memoria_configuracion, actualizar_anclaje, homeostasis, extraer_estado, calcular_variacion_A, calcular_costo_estructural, calcular_ganancia_estructural, calcular_asimilacion, actualizar_K, actualizar_habituacion, actualizar_fatiga, actualizar_valor_estructural_asimetrico	campo, memoria, homeostasis, valencia, consciencia, identidad	848
V058_excrecion_metabolica.py	58	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v058_excrecion_metabolica.py	v058_excrecion_metabolica.py	!/usr/bin/env python3		cargar_audio, inicializar_campo, inicializar_atencion, inicializar_memoria, inicializar_anclaje, inicializar_fatiga, inicializar_valor_estructural, vecinos, perfil_modulacion, actualizar_memoria_estabilidad, actualizar_memoria_coherencia, actualizar_campo, actualizar_atencion, actualizar_memoria_configuracion, actualizar_anclaje, homeostasis, extraer_estado, calcular_variacion_A, calcular_costo_estructural, calcular_ganancia_estructural, calcular_asimilacion, actualizar_K, actualizar_habituacion, actualizar_fatiga, actualizar_valor_estructural_asimetrico	campo, memoria, homeostasis, valencia, consciencia, amenaza, identidad	912
V059_espectral.py	59	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v059_espectral.py	v059_espectral.py	!/usr/bin/env python3		cargar_audio, inicializar_campo, inicializar_atencion, inicializar_memoria, inicializar_anclaje, inicializar_fatiga, inicializar_valor_estructural, vecinos, perfil_espectral_ventana, actualizar_memoria_estabilidad, actualizar_memoria_coherencia, actualizar_campo, actualizar_atencion, actualizar_memoria_configuracion, actualizar_anclaje, homeostasis, extraer_estado, calcular_variacion_A, calcular_costo_estructural, calcular_ganancia_estructural, calcular_asimilacion, actualizar_K, actualizar_habituacion, actualizar_fatiga, actualizar_valor_estructural_asimetrico	campo, memoria, homeostasis, valencia, consciencia, identidad	909
V060_diagnostico_campo.py	60	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v060_diagnostico_campo.py	v060_diagnostico_campo.py	!/usr/bin/env python3		cargar_audio, inicializar_campo, inicializar_atencion, inicializar_memoria, inicializar_anclaje, vecinos, perfil_espectral_ventana, actualizar_memoria_estabilidad, actualizar_memoria_coherencia, actualizar_campo, actualizar_atencion, simular_estimulo, distancia_estados, main	campo, memoria, homeostasis, valencia, identidad	500
V061_espectral_aditivo.py	61	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v061_espectral_aditivo.py	v061_espectral_aditivo.py	!/usr/bin/env python3		cargar_audio, inicializar_campo, inicializar_atencion, inicializar_memoria, inicializar_anclaje, vecinos, perfil_espectral_ventana, actualizar_memoria_estabilidad, actualizar_memoria_coherencia, actualizar_campo_v61, actualizar_atencion, simular_estimulo_v61, distancia_estados, main	campo, memoria, homeostasis, valencia, amenaza, identidad	584
V062_ganancia_adaptativa.py	62	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v062_ganancia_adaptativa.py	v062_ganancia_adaptativa.py	!/usr/bin/env python3		cargar_audio, inicializar_campo, inicializar_atencion, inicializar_memoria, inicializar_anclaje, vecinos, perfil_espectral_ventana, calcular_complejidad_espectral, calcular_ganancia_adaptativa, actualizar_memoria_estabilidad, actualizar_memoria_coherencia, actualizar_campo_v62, actualizar_atencion, simular_estimulo_v62, distancia_estados, main	campo, memoria, homeostasis, valencia, amenaza, identidad	574
V063_trayectoria_espectral.py	63	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v063_trayectoria_espectral.py	v063_trayectoria_espectral.py	!/usr/bin/env python3		cargar_audio, inicializar_campo, inicializar_atencion, inicializar_memoria, inicializar_anclaje, vecinos, perfil_espectral_ventana, calcular_coherencia_trayectoria, calcular_ganancia_por_trayectoria, actualizar_memoria_estabilidad, actualizar_memoria_coherencia, actualizar_campo_v63, actualizar_atencion, simular_estimulo_v63, distancia_estados, main	campo, memoria, homeostasis, valencia, predictiva, amenaza, identidad	658
V064_zona_fertil.py	64	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v064_zona_fertil.py	v064_zona_fertil.py	!/usr/bin/env python3		cargar_audio, inicializar_campo, inicializar_atencion, inicializar_memoria, inicializar_anclaje, vecinos, perfil_espectral_ventana, ganancia_por_magnitud, actualizar_memoria_estabilidad, actualizar_memoria_coherencia, actualizar_campo_v64, actualizar_atencion, simular_estimulo_v64, distancia_estados, main	campo, memoria, homeostasis, valencia, amenaza	551
V065_osciladores_corticales.py	65	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v065_osciladores_corticales.py	v065_osciladores_corticales.py	!/usr/bin/env python3		cargar_audio, inicializar_campo, inicializar_atencion, inicializar_memoria, inicializar_anclaje, vecinos, calcular_frecuencias_naturales, perfil_espectral_ventana, actualizar_memoria_estabilidad, actualizar_memoria_coherencia, actualizar_campo_v65, actualizar_atencion, simular_estimulo_v65, distancia_estados, main	campo, memoria, homeostasis, valencia, amenaza	576
V066_osciladores_bajo_amort.py	66	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v066_osciladores_bajo_amort.py	v066_osciladores_bajo_amort.py	!/usr/bin/env python3		cargar_audio, inicializar_campo, inicializar_atencion, inicializar_memoria, inicializar_anclaje, vecinos, calcular_frecuencias_naturales, perfil_espectral_ventana, actualizar_memoria_estabilidad, actualizar_memoria_coherencia, actualizar_campo_v66, actualizar_atencion, simular_estimulo_v66, distancia_estados, main	campo, memoria, homeostasis, valencia, amenaza	551
V067_firma_oscilatoria.py	67	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v067_firma_oscilatoria.py	v067_firma_oscilatoria.py	!/usr/bin/env python3		cargar_audio, inicializar_campo, inicializar_atencion, inicializar_memoria, inicializar_anclaje, vecinos, calcular_frecuencias_naturales, perfil_espectral_ventana, actualizar_memoria_estabilidad, actualizar_memoria_coherencia, actualizar_campo_v67, actualizar_atencion, simular_estimulo_v67, distancia_firmas, distancia_estados_phi, main	campo, memoria, homeostasis, valencia, amenaza, identidad	595
V068_sistema_oscilatorio_completo.py	68	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v068_sistema_oscilatorio_completo.py	v068_sistema_oscilatorio_completo.py	!/usr/bin/env python3		cargar_audio, inicializar_campo, inicializar_atencion, inicializar_memoria, inicializar_anclaje, inicializar_fatiga, inicializar_valor_estructural, calcular_frecuencias_naturales, vecinos, perfil_espectral_ventana, aplicar_habituacion_espectral, actualizar_memoria_estabilidad, actualizar_memoria_coherencia, actualizar_campo_v68, actualizar_atencion, actualizar_memoria_configuracion, actualizar_anclaje, homeostasis, extraer_estado, calcular_variacion_A, calcular_costo_estructural, calcular_ganancia_estructural, calcular_asimilacion, actualizar_K, actualizar_habituacion	campo, memoria, homeostasis, valencia, consciencia, amenaza, identidad	981
V069_saciedad_diferencial.py	69	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v069_saciedad_diferencial.py	v069_saciedad_diferencial.py	!/usr/bin/env python3		cargar_audio, inicializar_campo, inicializar_atencion, inicializar_memoria, inicializar_anclaje, inicializar_fatiga, inicializar_valor_estructural, calcular_frecuencias_naturales, vecinos, calcular_complejidad_espectral, perfil_espectral_ventana, aplicar_habituacion_espectral, actualizar_memoria_estabilidad, actualizar_memoria_coherencia, actualizar_campo_v69, actualizar_atencion, actualizar_memoria_configuracion, actualizar_anclaje, homeostasis, extraer_estado, calcular_variacion_A, calcular_costo_estructural, calcular_ganancia_estructural, calcular_asimilacion, actualizar_K	campo, memoria, homeostasis, valencia, predictiva, consciencia, amenaza, identidad	1023
V070_campo_continuo.py	70	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v070_campo_continuo.py	v070_campo_continuo.py	!/usr/bin/env python3		cargar_audio, inicializar_campo_total, vecinos, preparar_objetivo_audio, calcular_frecuencias_naturales, actualizar_campo_total, calcular_metricas_campo, simular_estimulo, simular_transicion, main	campo, valencia, predictiva, amenaza, identidad	480
V071_metricas_completas.py	71	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v071_metricas_completas.py	v071_metricas_completas.py	!/usr/bin/env python3		cargar_audio, inicializar_campo_total, vecinos, preparar_objetivo_audio, calcular_frecuencias_naturales, actualizar_campo_total, calcular_metricas_campo, simular_estimulo, simular_transicion, main	campo, valencia, predictiva, amenaza, identidad	480
V072a_protocolo_causal.py	72	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v072a_protocolo_causal.py	v072a_protocolo_causal.py	!/usr/bin/env python3		cargar_audio, inicializar_campo_total, vecinos, preparar_objetivo_audio, calcular_frecuencias_naturales, actualizar_campo_total, calcular_acoplamiento, calcular_gradiente, simular_transicion, simular_estimulo, main	campo, memoria, valencia, amenaza, identidad, actuador	484
V072b_fase15_diagnostico.py	72	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v072b_fase15_diagnostico.py	v072b_fase15_diagnostico.py	!/usr/bin/env python3		cargar_audio, inicializar_campo_total, inicializar_historia, vecinos, preparar_objetivo_audio, calcular_frecuencias_naturales, calcular_memoria, actualizar_historia, actualizar_campo_total, calcular_gradiente, calcular_acoplamiento, test_diagnostico, main	campo, memoria, valencia, identidad	300
V072b_fase2_resistencia_colapso.py	72	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v072b_fase2_resistencia_colapso.py	v072b_fase2_resistencia_colapso.py	!/usr/bin/env python3		cargar_audio, inicializar_campo_total, inicializar_historia, vecinos, preparar_objetivo_audio, calcular_frecuencias_naturales, calcular_memoria_fase2, actualizar_historia, actualizar_campo_total, calcular_gradiente, calcular_acoplamiento, test_persistencia, test_asimetria, test_acoplamiento, main	campo, memoria, valencia, amenaza, identidad, actuador	562
V072b_fase3_corregida.py	72	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v072b_fase3_corregida.py	v072b_fase3_corregida.py	!/usr/bin/env python3		cargar_audio, inicializar_campo_total, inicializar_plasticidad, vecinos, preparar_objetivo_audio, calcular_frecuencias_naturales, actualizar_hebb_y_plasticidad, actualizar_campo_total, calcular_gradiente, calcular_acoplamiento, experimento_fase3, experimento_fase3_silencio, main	campo, valencia, amenaza, identidad, actuador	547
V072b_fase3_diagnostico.py	72	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v072b_fase3_diagnostico.py	v072b_fase3_diagnostico.py	!/usr/bin/env python3		cargar_audio, inicializar_campo_total, inicializar_plasticidad, vecinos, preparar_objetivo_audio, calcular_frecuencias_naturales, actualizar_hebb_y_plasticidad, actualizar_campo_total, calcular_gradiente, calcular_acoplamiento, experimento_persistencia, experimento_asimetria, experimento_control_ruido_sin_entreno, main	campo, valencia, amenaza, identidad	451
