fase,t,ged_L,ged_R,asim_LR,coh_rel,err_L,err_R,geom,frac_L,frac_R,efic,lf
F2,0.15,0.0016368419452714982,0.0016368435649607186,4.3194292337532745e-09,-0.0012288589687499238,0.19524136993661756,0.19476211066151797,0.4351076038682664,0.8156567129919928,0.7738103856019549,0.4029062550422665,1
F2,0.16,0.001637490660721317,0.0016374923088747228,4.32111038384472e-09,-0.0012456405924339826,0.19514147696654977,0.1946559294941123,0.4351041534497268,0.8163781878325964,0.7740776499813353,0.40279981480338095,1
F2,0.17,0.0016381573778911141,0.0016381590544019028,4.32266970189626e-09,-0.0011600484817101708,0.19526693846060764,0.19481442516687214,0.43509996433200826,0.8170980081796857,0.774341804793833,0.4027040120152427,1
F2,0.18,0.0016388420112023077,0.0016388437159575375,4.324109225443159e-09,-0.0011405529882899184,0.1952352150098559,0.19479037016306336,0.4350978824885777,0.817813737393717,0.7746056699880878,0.4026179512288645,1
F2,0.19,0.0016395444741006385,0.0016395462069935143,4.325431700736595e-09,-0.001111548427038347,0.19520975231213447,0.194776263969059,0.4350973512734822,0.8185244853926761,0.7748656789430421,0.40254207541406456,1
F2,0.2,0.001640264678761104,0.0016402664396854044,4.326633173236293e-09,-0.0010271195343807737,0.19532510415801485,0.19492427140099558,0.4350937345838435,0.819238713516506,0.7751201163423066,0.4024770035961907,1
F2,0.21,0.0016410025363544284,0.0016410043252001127,4.328042653549345e-09,-0.0010721957965747363,0.19533151231704643,0.1949130936907417,0.4350906908343616,0.8199516843440796,0.7753707722395619,0.4024229987897235,1
F2,0.22,0.0016417579571640607,0.0016417597738258216,4.332857832675231e-09,-0.0011176640221324105,0.1954772157263819,0.1950407478483862,0.43508980896050775,0.8206578714749044,0.7756213991915876,0.4023790370176851,1
F2,0.23,0.0016425308503494026,0.0016425326947110614,4.337841099060852e-09,-0.0010473192038491887,0.19515682939871973,0.19474847408659218,0.43509290613454027,0.8213670398453784,0.775864792109346,0.4023462911976617,1
F2,0.24,0.0016433211239072897,0.0016433229958521393,4.34458041615871e-09,-0.0010542284060268126,0.1952776951317858,0.19486639415031573,0.4350871986510681,0.8220733739768925,0.7761102241202312,0.4023246676066146,1
F2,0.25,0.0016441286848454502,0.0016441305842475197,4.353687204535708e-09,-0.001024552724664436,0.1953269877013783,0.19492715175937975,0.4350893227845094,0.822775895538725,0.7763503764378188,0.40231008827209147,1
F2,0.26,0.0016449534391953361,0.0016449553659147525,4.362651101226231e-09,-0.0009950211527526714,0.1952205011573856,0.19483239027961394,0.4350891491016556,0.82347362036783,0.7765855657656192,0.40230583116648855,1
F2,0.27,0.0016457952917824314,0.0016457972456814004,4.3714687410791594e-09,-0.0009772975431474981,0.19525676224752245,0.1948754869587728,0.4350974504390066,0.8241742395736649,0.7768160754765262,0.40231269790870694,1
F2,0.28,0.0016466541465112979,0.0016466561274630516,4.380120608952878e-09,-0.0009504902425010769,0.19570913735596904,0.19533745138890865,0.4350972907853539,0.824864341390922,0.7770491101140882,0.40232952762247187,1
F2,0.29,0.00164752990617317,0.0016475319140377873,4.388618456917743e-09,-0.001015241764628784,0.1957010624177925,0.1953040976490058,0.4350959745000063,0.8255486499077048,0.7772770682990015,0.4023555450550995,1
F2,0.3,0.0016484224723412363,0.0016484245069747754,4.397419261868844e-09,-0.0007665930433755916,0.19551702515516026,0.19521749079335074,0.43509477410611197,0.8262355459904492,0.7775082616924175,0.40239079984182924,1
F2,0.31,0.0016493317455659002,0.0016493338068125538,4.406847742901775e-09,-0.0007572804092923029,0.19519372121201534,0.19489831215724807,0.4350980232877638,0.8269199883595809,0.7777311356731494,0.40243663189514184,0
F2,0.32,0.0016502576254083343,0.0016502597131232265,4.41611240463166e-09,-0.000797059463460154,0.19539721518708986,0.19508597686346413,0.4351016054514456,0.8272798314208607,0.7776469258021987,0.4024925794103982,0
F2,0.33,0.0016512000103882302,0.0016512021244250523,4.425211543601212e-09,-0.0008389043196067727,0.19566338935939587,0.195335378803739,0.43510550422185945,0.8276391830748296,0.777562068406643,0.40255792518468075,1
F2,0.34,0.0016521587979662741,0.0016521609381744192,4.434376247655275e-09,-0.000803976001835188,0.1959083765301024,0.19559361832149072,0.43510970941121213,0.8283188981433396,0.7777778953546644,0.40263358340638417,1
F2,0.35,0.0016531338845398255,0.0016531360507649694,4.444281114446015e-09,-0.0008306397222319548,0.19609236165862423,0.1957668678170155,0.4351145684552853,0.8289960911731831,0.77799077258684,0.4027196196730978,1
F2,0.36,0.0016541251654288577,0.0016541273575143608,4.454016658351666e-09,-0.0008153554608357647,0.19624046718974308,0.19592071642707176,0.43511978887210284,0.8296706543109046,0.7782008733806027,0.402814674366917,1
F2,0.37,0.001655132534910434,0.0016551347526966096,4.463580286275049e-09,-0.0007997538016660911,0.19577271953760453,0.19545982981884122,0.4351254832005096,0.8303425155779597,0.7784083063877455,0.40291608532800993,1
F2,0.38,0.0016561558861613599,0.0016561581294849235,4.472970618691664e-09,-0.0007844422190939604,0.19606138568396617,0.1957540291304155,0.4351314084494044,0.8310115500965584,0.7786128974263157,0.40302417351460396,1
F2,0.39,0.001657195111309557,0.001657197380005228,4.482182540734601e-09,-0.0006288907497220229,0.19621313822797262,0.1959665000811478,0.4351370951553049,0.8316785735913159,0.7788138378149215,0.403140059206341,1
F2,0.4,0.0016582501014459502,0.0016582523953370606,4.491214037047808e-09,-0.0006084322862695953,0.19652312270409422,0.19628412609158535,0.4351423616533445,0.8323434234089391,0.7790121524234832,0.40326448702129347,1
