fase,angulo,t,ged_L,ged_R,grad_E,act_busc,coh_rel,geom,frac_L,frac_R,efic,lf
F4,60.0,0.02,0.0006708118485382106,0.0006708126161798039,-1.263434326245544e-14,-0.019076679292345355,-2.190918893395663e-14,0.4463144056935667,0.6367481655169136,0.9065802534854629,0.29984486029097207,0
F4,60.0,0.03,0.000669613698572148,0.000669614460301762,-1.2634335595952073e-14,-0.018330766029156176,-2.1976212476223677e-14,0.4479269334336944,0.643029101113378,0.9005664260605699,0.29951980291967106,0
F4,60.0,0.04,0.0006684201776059179,0.0006684209333850714,-1.2634331988186426e-14,-0.01758865501072493,-2.1907579816049838e-14,0.44948375674560626,0.6493860686460874,0.8944765293674883,0.2991942406815555,0
F4,60.0,0.05,0.0006672313407898936,0.0006672320905795397,-1.2634336259701876e-14,-0.016850344872361367,-2.1974597408899615e-14,0.45098431064556704,0.6558160376304993,0.8883135832149929,0.29886902579164204,0
F4,60.0,0.06,0.0006660472426865175,0.0006660479864467329,-1.2634331988186426e-14,-0.01611583415169293,-2.1973789455622623e-14,0.4524280641312246,0.662315809812953,0.8820807752499552,0.29854148492118104,0
F4,60.0,0.07,0.0006648679372635971,0.0006648686749533461,-1.263434326245544e-14,-0.015385121289269055,-2.1972981453763944e-14,0.45381452055546057,0.6688820241778661,0.8757814559847579,0.2982133601549632,0
F4,60.0,0.08,0.0006636934778879688,0.0006636942094649291,-1.2634335595952073e-14,-0.014658204629166838,-2.197217357496992e-14,0.455143217951362,0.6755111627656973,0.8694191330061919,0.297882662311952,0
F4,60.0,0.09,0.0006625239173194997,0.0006625246427399437,-1.2634331988186426e-14,-0.013935082419593015,-2.19035531314588e-14,0.4564137293091763,0.6821995572883762,0.8629974643804658,0.29755653676688115,0
F4,60.0,0.1,0.0006613593077053807,0.0006613600269241051,-1.2634336259701876e-14,-0.013215752813488302,-2.1902748499074433e-14,0.45762566280609845,0.6889433965224117,0.8565202512752327,0.2972340262972703,0
F4,60.0,0.11,0.0006601997005747041,0.0006602004135449972,-1.2634331988186426e-14,-0.012500213869128085,-2.1901944493996242e-14,0.45877866198973377,0.6957387344533765,0.8499914298258842,0.2969114918595179,0
F4,60.0,0.12,0.0006590451468332781,0.0006590458535069235,-1.263434326245544e-14,-0.011788463550724104,-2.1901141281423405e-14,0.4598724059160804,0.7025814991390134,0.8434150622796512,0.29658800795411705,0
F4,60.0,0.13,0.0006578956967586718,0.0006578963970859793,-1.2634335595952073e-14,-0.01108049972902464,-2.1832536117819397e-14,0.46090660924288657,0.7094675022518893,0.8367953274572528,0.29626789334397663,0
F4,60.0,0.14,0.0006567513999954633,0.0006567520939253252,-1.2634331988186426e-14,-0.010376320181913534,-2.1899537886890603e-14,0.4618810222792443,0.7163924492564381,0.8301365105778098,0.2959523850889909,0
F4,60.0,0.15,0.000655612305550676,0.0006556129930306421,-1.2634336259701876e-14,-0.009675922595008879,-2.1898738027596137e-14,0.46279543099230286,0.7233519501694535,0.823442992498426,0.2956350564327532,0
F4,60.0,0.16,0.0006544784617893871,0.0006544791427657581,-1.2634331988186426e-14,-0.00897930456226087,-2.1897939606125302e-14,0.4636496569720006,0.7303415308477035,0.8167192384251531,0.29531903485453104,0
F4,60.0,0.17,0.0006533499164304988,0.00065335059084843,-1.263434326245544e-14,-0.008286463586547499,-2.1829349768202642e-14,0.4644435573547344,0.7373566447414283,0.8099697861569027,0.2950045282706343,0
F4,60.0,0.18,0.0006522267165426508,0.0006522273843462693,-1.2634335595952073e-14,-0.007597397080271129,-2.1964138254969477e-14,0.4651770247069102,0.7443926850480976,0.803199233928195,0.2946913703209999,0
F4,60.0,0.19,0.0006511089085402816,0.0006511095696728104,-1.2634331988186426e-14,-0.00691210236595341,-2.1827766440578202e-14,0.4658499868693376,0.7514449971970445,0.7964122279203485,0.29438478176533944,0
F4,60.0,0.2,0.0006499965381798137,0.000649997192583701,-1.2634336259701876e-14,-0.006230576676828137,-2.1894763423598906e-14,0.46646240676345707,0.7585088915924765,0.7896134495137952,0.2940822374712824,0
F4,60.0,0.21,0.0006488896505559623,0.0006488902981730152,-1.2634331988186426e-14,-0.005552817157435275,-2.18261913186049e-14,0.46701428216040897,0.7655796565399723,0.7828076023565574,0.2937834060621339,0
F4,60.0,0.22,0.0006477882900981656,0.0006477889308696877,-1.263434326245544e-14,-0.004878820864212097,-2.1825407210620463e-14,0.4675056454139766,0.772652571279918,0.7759993993255588,0.29349015025156344,0
F4,60.0,0.23,0.0006466925005671246,0.0006466931344340525,-1.2634335595952073e-14,-0.0042085847660846,-2.18246256020478e-14,0.467936563158457,0.7797229190504495,0.7691935494582991,0.2932021269164498,0
F4,60.0,0.24,0.0006456023250514505,0.0006456029519544921,-1.2634331988186426e-14,-0.0035421057450574223,-2.1823846639048603e-14,0.4683071359725331,0.7867860001023699,0.7623947449325025,0.2929134986015637,0
F4,60.0,0.25,0.0006445178059644205,0.0006445184258441915,-1.2634336259701876e-14,-0.0028793805968024277,-2.1890843977045317e-14,0.4686174980102376,0.79383714458919,0.7556076481706581,0.29262585017220905,0
F4,60.0,0.26,0.0006434389850408318,0.0006434395978379894,-1.2634331988186426e-14,-0.0022204060312474017,-2.1822297226908145e-14,0.4688678166001219,0.8008717252568861,0.7488368791449024,0.2923384104404326,0
F4,60.0,0.27,0.0006423659033339545,0.0006423665089893306,-1.263434326245544e-14,-0.001565178673162415,-2.1821527062615015e-14,0.4690582918137518,0.8078851698601793,0.742087002955485,0.2920571954552201,0
F4,60.0,0.28,0.000641298601212587,0.0006412991996673163,-1.2634335595952073e-14,-0.0009136950627458007,-2.1888526449371477e-14,0.46918915600467337,0.8148729732350389,0.73536251775314,0.29177408554681394,0
F4,60.0,0.29,0.0006402371183581996,0.0006402377095538452,-1.2634331988186426e-14,-0.00026595165620946215,-2.1955524447351303e-14,0.469260673318998,0.8218307089606963,0.7286678430720974,0.29149061484791566,0
F4,60.0,0.3,0.0006391814937621799,0.0006391820776408546,-1.2634336259701876e-14,0.000378055173637426,-2.1886998018845928e-14,0.46927313917877206,0.8287540405486477,0.722007308636276,0.2912143303135967,0
F4,60.0,0.31,0.0006381317657231655,0.0006381323422276486,-1.2634331988186426e-14,0.0010183291368062175,-2.1886239193184634e-14,0.4692268797393018,0.8356387321008611,0.715385143696452,0.29094323610125095,0
F4,60.0,0.32,0.0006370879718444726,0.0006370885409183218,-1.263434326245544e-14,0.0016548740255460936,-2.1885484140895213e-14,0.46912225132161334,0.8424806583846159,0.7088054669509763,0.29067914551370583,0
F4,60.0,0.33,0.0006359713755480253,0.0006359719371356857,-1.2634335595952073e-14,0.0022876937137641384,-2.1884732910446074e-14,0.4689596398212306,0.8492758142770332,0.7022722770969947,0.2903914508846715,0
F4,60.0,0.34,0.0006337471245484853,0.0006337476785953913,-1.2634331988186426e-14,0.002916792156445469,-2.1883984573226928e-14,0.4687394600944615,0.8560203235382885,0.6957894440531682,0.2897240724225205,0
F4,60.0,0.35,0.0006304511930699469,0.0006304517395226215,-1.2634336259701876e-14,0.0035421733890749207,-2.1883239421219066e-14,0.46846215532338,0.8627104468786917,0.689360700888721,0.28871164399259464,0
F4,60.0,0.36,0.0006249524414819241,0.0006249529802880717,-1.2634331988186426e-14,0.00416384152705962,-2.1882496638958636e-14,0.4681281963606957,0.8693425892911494,0.6829896364872826,0.28701046824456916,0
F4,60.0,0.37,0.0006193763676206467,0.0006193768987292418,-1.263434326245544e-14,0.004781800765152555,-2.1949504244060407e-14,0.4677380810556984,0.8759133066269513,0.6766796889675905,0.28535007256076533,0
F4,60.0,0.38,0.0006132118635085563,0.0006132123868699283,-1.2634335595952073e-14,0.0053960553768779285,-2.1881025742431672e-14,0.4672923335624647,0.8824193113992259,0.6704341398766963,0.2836110679867916,0
F4,60.0,0.39,0.0006057614005683509,0.0006057619161342624,-1.2634331988186426e-14,0.006006609713956723,-2.1812556133222187e-14,0.46679150363150607,0.8888574778047396,0.6642561091649964,0.28166475958382575,0
F4,60.0,0.4,0.0005970276728229449,0.000597028180546668,-1.2634336259701876e-14,0.006613468205734163,-2.1811834483944827e-14,0.46623616588603495,0.8952248459608851,0.6581485509462337,0.279491266638947,0
F4,60.0,0.41,0.0005873012641289141,0.0005873017639652998,-1.2634331988186426e-14,0.007216635358608059,-2.1878855093174925e-14,0.465626919084017,0.9015186253606593,0.6521142500396676,0.27703273242732385,0
F4,60.0,0.42,0.0005772854519550874,0.0005772859438606324,-1.263434326245544e-14,0.00781611575545782,-2.1810410228575807e-14,0.46496438536716655,0.9077361975540881,0.6461558192859402,0.2747398166012611,0
F4,60.0,0.43,0.0005672238959564545,0.0005672243798893641,-1.2634335595952073e-14,0.008411914055075687,-2.174197813315746e-14,0.46424920949803783,0.9138751180699034,0.6402756976228372,0.27239111269649807,0
F4,60.0,0.44,0.0005584094382974429,0.0005584099142176885,-1.2634331988186426e-14,0.009004034991598409,-2.1809020486608275e-14,0.46348205808634746,0.9199331175962101,0.634476148902186,0.2705907499369859,0
F4,60.0,0.45,0.0005504528095582954,0.0005504532774276693,-1.2634336259701876e-14,0.009592483373940253,-2.1740613603090127e-14,0.46266361880565526,0.9259081024434321,0.6287592614246059,0.26914915175875104,0
F4,60.0,0.46,0.0005433146912971343,0.0005433151510793007,-1.2634331988186426e-14,0.010177264085227011,-2.180767378564686e-14,0.4617945996015164,0.9317981543168994,0.6231269481647365,0.26784899070436785,0
F4,60.0,0.47,0.0005374224710273769,0.0005374229226879196,-1.263434326245544e-14,0.010758382082231788,-2.1739295243916907e-14,0.46087572789220266,0.9376015294300603,0.6175809476559525,0.2669566440640442,0
F4,60.0,0.48,0.000532605979258156,0.0005326064227646227,-1.2634335595952073e-14,0.011335842394811668,-2.180637720192339e-14,0.45990774976307575,0.9433166569924388,0.6121228255004426,0.2661398295025867,0
F4,60.0,0.49,0.000528920475601782,0.0005289209109237249,-1.2634331988186426e-14,0.011909650125345062,-2.1738029469369852e-14,0.45889142915568015,0.9489421371091049,0.6067539764678773,0.2656589814050331,0
F4,60.0,0.5,0.0005261091231960542,0.0005261095503050686,-1.2634336259701876e-14,0.012479810448171591,-2.173741712271645e-14,0.45782754705260503,0.9544767381305826,0.601475627143732,0.2653176924802661,0
F4,60.0,0.51,0.0005239164099718648,0.0005239168288416246,-1.2634331988186426e-14,0.013046328609031987,-2.1804534590060375e-14,0.45671690065914616,0.9599193934938111,0.5962888390866481,0.26503622824703643,0
F4,60.0,0.52,0.0005221755639451223,0.0005221759272280662,-1.263434326245544e-14,0.013609209924509535,-2.1668519963920202e-14,0.4555603025827648,0.9652691980959893,0.5911945124529957,0.2648272486274428,0
F4,60.0,0.53,0.0005208282035467097,0.0005208287688423102,-1.2634335595952073e-14,0.014168459781473741,-2.1667951095829e-14,0.4543585783036403,0.9705254042439154,0.5861933900460109,0.26473050405919407,0
F4,60.0,0.54,0.0005197422498340685,0.0005197428068042287,-1.2634331988186426e-14,0.014724083636523222,-2.1667396076301406e-14,0.453112566229249,0.9756874177784817,0.5812860603012228,0.26454270686585646,0
F4,60.0,0.55,0.000518818640972833,0.0005188191895966629,-1.2634336259701876e-14,0.015276087015432704,-2.1734563832852943e-14,0.451823117747718,0.9807547929199413,0.5764729629381864,0.2643837654360606,0
F4,60.0,0.56,0.0005180487805562599,0.0005180493208147983,-1.2634331988186426e-14,0.015824475512598024,-2.1734034860784742e-14,0.4504910964095105,0.9857272268864786,0.5717543948039981,0.26427424841061736,0
F4,60.0,0.57,0.0005173629318064026,0.0005173634636826314,-1.263434326245544e-14,0.016369254790485677,-2.1733519755086674e-14,0.4491173771117115,0.9906045545795352,0.5671305151833346,0.264080879004757,0
F4,60.0,0.58,0.000516689859759683,0.0005166903832385414,-1.2634335595952073e-14,0.016910430579080926,-2.1800722602059866e-14,0.4477028452857926,0.995386743055901,0.5626013513219311,0.2638547202458646,0
F4,60.0,0.59,0.0005160247141841647,0.0005160252292525605,-1.2634331988186426e-14,0.017448008675339022,-2.180023364244022e-14,0.4462483960897144,1.0,0.5581668041241565,0.26361904238126843,0
F4,60.0,0.6,0.000515367509479627,0.0005153680161264489,-1.2634336259701876e-14,0.01798199494263686,-2.1732057402793086e-14,0.44475493360520085,1.0,0.5538266539868556,0.2633669490924125,0
F4,60.0,0.61,0.0005147182592237713,0.0005147187574398978,-1.2634331988186426e-14,0.018512395310226526,-2.173159751058838e-14,0.44322337004099405,1.0,0.5495805667333625,0.26309960856998527,0
F4,60.0,0.62,0.0005140769761712893,0.0005140774659495982,-1.263434326245544e-14,0.019039215772689855,-2.1731151342082218e-14,0.4416546249428801,1.0,0.5454280996134595,0.2628366753086216,0
F4,60.0,0.63,0.0005134436722530193,0.000513444153588396,-1.2634335595952073e-14,0.01956246238939341,-2.1730718859710468e-14,0.43993688605453857,1.0,0.5413687073370685,0.26257848970117925,0
F4,60.0,0.64,0.0005128183585751927,0.0005128188314645368,-1.2634331988186426e-14,0.02008214128394714,-2.1797995661929576e-14,0.4378277447778238,1.0,0.5375305553923634,0.2623162911697763,0
F4,60.0,0.65,0.0005122010462949178,0.0005122015107755471,-1.2634336259701876e-14,0.02059825864366216,-2.1797589166087546e-14,0.43569109607578227,1.0,0.5341822101129498,0.2620619550114032,0
F4,60.0,0.66,0.0005115917448707676,0.0005115922009813598,-1.2634331988186426e-14,0.021110820719010714,-2.179719627018126e-14,0.43352886813257924,1.0,0.5309036899087349,0.2618144090042571,0
F4,60.0,0.67,0.0005109904629139974,0.0005109909106934002,-1.263434326245544e-14,0.021619833823087742,-2.1796816926281167e-14,0.43134190299465225,1.0,0.5276931783978638,0.2615741766629337,0
F4,60.0,0.68,0.0005103972082090981,0.0005103976476964187,-1.2634335595952073e-14,0.022125304331073625,-2.1661069400344274e-14,0.4291310454389051,1.0,0.5245500577723884,0.2613388441819827,0
F4,60.0,0.69,0.0005098119877136138,0.0005098124189483032,-1.2634331988186426e-14,0.02262723867969796,-2.166071919607313e-14,0.4268971423219751,1.0,0.5214736699675051,0.2611115301319084,0
F4,60.0,0.7,0.0005092348075580274,0.0005092352305799578,-1.2634336259701876e-14,0.02312564336670553,-2.1660382302948775e-14,0.42464104193864016,1.0,0.5184633194889974,0.2608885114953866,0
F4,60.0,0.71,0.0005086656730457232,0.0005086660878952618,-1.2634331988186426e-14,0.023620524950322186,-2.172774634770633e-14,0.42236359338996576,1.0,0.5155182761812316,0.2606723553687923,0
F4,60.0,0.72,0.0005081045886530236,0.0005081049953711012,-1.263434326245544e-14,0.024111890048724716,-2.172743493489754e-14,0.42006564596177143,1.0,0.5126377779301664,0.2604605838818816,0
F4,60.0,0.73,0.0005075515580293032,0.0005075519566574787,-1.2634335595952073e-14,0.024599745339508816,-2.179482248246433e-14,0.41774804851396724,1.0,0.5098210332965064,0.260255468541553,0
F4,60.0,0.74,0.0005070065839971822,0.0005070069745777021,-1.2634331988186426e-14,0.02508409755916141,-2.1659166679394295e-14,0.4154199425528888,1.0,0.5070672240747771,0.260054057417453,0
F4,60.0,0.75,0.0005064696685527989,0.000506470051128655,-1.2634336259701876e-14,0.025564953502532628,-2.165889545262086e-14,0.4134827026414481,1.0,0.5043787335670077,0.2598590774383237,0
F4,60.0,0.76,0.0005059408127886432,0.0005059411874030181,-1.2634331988186426e-14,0.02604232002230955,-2.1794003649872613e-14,0.41202308866542553,1.0,0.5019073224774738,0.2596724976174839,0
F4,60.0,0.77,0.0005054200154435413,0.0005054203821440276,-1.263434326245544e-14,0.026516204028492307,-2.1726074230354363e-14,0.41056386443144915,1.0,0.49967563848370206,0.25949424251237846,0
F4,60.0,0.78,0.0005049072758987078,0.0005049076347360549,-1.2634335595952073e-14,0.026986612487870265,-2.1658159148367333e-14,0.4090270198896884,1.0,0.49749691334338797,0.25932073480251483,0
F4,60.0,0.79,0.0005044025929323426,0.0005044029439582119,-1.2634331988186426e-14,0.027453552423500338,-2.165793927276208e-14,0.40789483533258375,1.0,0.49560552791035173,0.25914347362499807,0
F4,60.0,0.8,0.0005039059628956968,0.0005039063061784053,-1.2634336259701876e-14,0.027917030914186847,-2.1657732056092492e-14,0.40664695505621573,1.0,0.4941798678122398,0.2589743810959529,0
F4,60.0,0.81,0.0005034173816271935,0.000503417717241332,-1.2634331988186426e-14,0.028377055093963044,-2.1792897032449143e-14,0.4047919456225013,1.0,0.49302964803088056,0.2588098752028884,0
F4,60.0,0.82,0.0005029368415661562,0.0005029371695824709,-1.263434326245544e-14,0.028833632151572863,-2.1657355298777697e-14,0.4029056195293972,1.0,0.49240109123112263,0.258648472416126,0
F4,60.0,0.83,0.0005024643371695158,0.0005024646576590401,-1.2634335595952073e-14,0.029286769329955997,-2.1657185603891828e-14,0.4010220191216864,1.0,0.4918062653912187,0.2584914111715434,0
F4,60.0,0.84,0.0005019998633931041,0.0005020001764307271,-1.2634331988186426e-14,0.029736473925732754,-2.1657028259541468e-14,0.3991414459915676,1.0,0.4912166857466787,0.2583398745339619,0
F4,60.0,0.85,0.0005015434143539326,0.0005015437200182803,-1.2634336259701876e-14,0.030182753288691466,-2.158920542498471e-14,0.39726419944648966,1.0,0.4906323343644315,0.25819354433794495,0
F4,60.0,0.86,0.0005010949833327602,0.0005010952817060799,-1.2634331988186426e-14,0.030625614821276903,-2.17244276425735e-14,0.3953905763317187,1.0,0.4900531929862442,0.2580508516783198,0
F4,60.0,0.87,0.0005006545627766301,0.0005006548539446764,-1.263434326245544e-14,0.031065065978080675,-2.1656629514855778e-14,0.39352087085690257,1.0,0.48947924303861207,0.2579143531758138,0
F4,60.0,0.88,0.0005002221443013778,0.000500222428353304,-1.2634335595952073e-14,0.0315011142653322,-2.165652075094857e-14,0.3916553744268422,1.0,0.4889104656425701,0.25776959561769935,0
F4,60.0,0.89,0.0004997977186941319,0.0004997979957223837,-1.2634331988186426e-14,0.0319337672403921,-2.1724100244747593e-14,0.38989384954787604,1.0,0.4883468416234247,0.2576268446405212,0
F4,60.0,0.9,0.000499381275915809,0.0004993815460160207,-1.2634336259701876e-14,0.032363032511246725,-2.1656338934567003e-14,0.3889285138450601,1.0,0.487821970046031,0.2574917390982569,0
F4,60.0,0.91,0.0004989728044139237,0.0004989730676726226,-1.2634331988186426e-14,0.03278891773600434,-2.1656265705989442e-14,0.38802669389689565,1.0,0.4875683096503221,0.2573632872952757,0
F4,60.0,0.92,0.0004985722921845513,0.000498572548683559,-1.263434326245544e-14,0.03321143062239251,-2.1588528506444797e-14,0.3871274339572333,1.0,0.48733697365896356,0.25723506980300886,0
F4,60.0,0.93,0.0004981797267564681,0.000498179976581871,-1.2634335595952073e-14,0.03363057892725718,-2.1656154158744667e-14,0.3862308719345503,1.0,0.487107315182499,0.2571088227919046,0
F4,60.0,0.94,0.0004977950948409042,0.0004977953380829007,-1.2634331988186426e-14,0.03404637045606351,-2.1656115656847303e-14,0.3853371440250299,1.0,0.4868793363759103,0.25698636013345433,0
F4,60.0,0.95,0.0004974183823342265,0.0004974186190869802,-1.2634336259701876e-14,0.034458813062398175,-2.1656088545396364e-14,0.38444638464396264,1.0,0.4866530393336129,0.256870100614741,0
F4,60.0,0.96,0.0004970495743206455,0.0004970498046821442,-1.2634331988186426e-14,0.03486791464747252,-2.1656072729990172e-14,0.3835587263597445,1.0,0.4864284260901361,0.256749207735986,0
F4,60.0,0.97,0.0004966886550749544,0.0004966888791468774,-1.263434326245544e-14,0.035273683159628866,-2.1656068115157553e-14,0.3826742998305319,1.0,0.4862054986208083,0.25662574590165027,0
F4,60.0,0.98,0.0004963356080653033,0.000496335825952891,-1.2634335595952073e-14,0.035676126593846,-2.1656074604381595e-14,0.3817932337436055,1.0,0.48598425884244606,0.2565071056896094,0
F4,60.0,0.99,0.0004959904159560114,0.0004959906277679434,-1.2634331988186426e-14,0.036075252991248585,-2.1588416812309758e-14,0.3809439256589694,1.0,0.4857647086140479,0.25639674403312807,0
F4,60.0,1.0,0.0004956530606104245,0.0004956532664587024,-1.2634336259701876e-14,0.03647107043861675,-2.165612050384048e-14,0.3807970779778823,1.0,0.4855561629923228,0.25628985233980467,0
F4,60.0,1.01,0.000495323523093819,0.000495323723093653,-1.2634331988186426e-14,0.03686358706789761,-2.15884842169033e-14,0.3807970779778823,1.0,0.4855791847805951,0.2561865101767512,0
F4,60.0,1.02,0.0004950017836764089,0.0004950019779461107,-1.263434326245544e-14,0.037252811055718205,-2.172388529128425e-14,0.3807970779778823,1.0,0.4856503876715211,0.25609012126806213,0
F4,60.0,1.03,0.0004946878218364604,0.0004946880104973396,-1.2634335595952073e-14,0.03763875062290034,-2.1656270162890625e-14,0.3807970779778823,1.0,0.48572140351696136,0.2560024103195156,0
F4,60.0,1.04,0.0004943816162633291,0.0004943817994395955,-1.2634331988186426e-14,0.03802141403397674,-2.1656341193838853e-14,0.3807970779778823,1.0,0.4857922314067492,0.25591942484512237,0
F4,60.0,1.05,0.0004940831448605579,0.0004940833226792261,-1.2634336259701876e-14,0.038400809596708885,-2.1656422625780002e-14,0.3807970779778823,1.0,0.48586287044036053,0.25583966841441064,0
F4,60.0,1.06,0.000493792384749031,0.0004937925573398308,-1.2634331988186426e-14,0.03877694566160628,-2.152116113987916e-14,0.3807970779778823,1.0,0.48593331972673676,0.255757802036975,0
F4,60.0,1.07,0.0004935093122701915,0.0004935094797654803,-1.263434326245544e-14,0.03914983062144761,-2.158893934944063e-14,0.3807970779778823,1.0,0.48600357838411545,0.2556776544652939,0
F4,60.0,1.08,0.0004932339029893206,0.0004932340655240007,-1.2634335595952073e-14,0.03951947291080282,-2.1589051006182647e-14,0.3807970779778823,1.0,0.48607364553986565,0.2555996443909477,0
F4,60.0,1.09,0.0004929661316988803,0.0004929662894103196,-1.2634331988186426e-14,0.039885881005558455,-2.15891726111318e-14,0.3807970779778823,1.0,0.4861435203303298,0.25552557786477714,0
F4,60.0,1.1,0.0004927059724219238,0.0004927061254498782,-1.2634336259701876e-14,0.040249063422441944,-2.1656982126287325e-14,0.3807970779778823,1.0,0.48621320190067147,0.2554574342976685,0
F4,60.0,1.11,0.0004924533984155678,0.0004924535469021087,-1.2634331988186426e-14,0.04060902871854988,-2.1657123747983682e-14,0.3807970779778823,1.0,0.4862826894047277,0.25539272456910417,0
F4,60.0,1.12,0.0004922083821745347,0.000492208526263978,-1.263434326245544e-14,0.04096578549087726,-2.1657275024240302e-14,0.3807970779778823,1.0,0.4863519820048675,0.2553292234835034,0
F4,60.0,1.13,0.0004919708954347607,0.0004919710352735989,-1.2634335595952073e-14,0.041319342375847,-2.165743584521651e-14,0.3807970779778823,1.0,0.486421078871854,0.2552623284773461,0
F4,60.0,1.14,0.0004917409091770747,0.0004917410449139115,-1.2634331988186426e-14,0.04166970804884318,-2.1657606100313618e-14,0.3807970779778823,1.0,0.48648997918471265,0.2551866065879212,0
F4,60.0,1.15,0.0004915183936309412,0.0004915185254164291,-1.2634336259701876e-14,0.042016891223744746,-2.159010509794413e-14,0.3807970779778823,1.0,0.4865586821306028,0.25511560337065226,0
F4,60.0,1.16,0.0004913033182782771,0.0004913034462650564,-1.2634331988186426e-14,0.04236090065246034,-2.1590293296557878e-14,0.3807970779778823,1.0,0.4866271869046944,0.25504557819431656,0
F4,60.0,1.17,0.000491095651857332,0.0004910957761999724,-1.263434326245544e-14,0.042701745124465895,-2.1590490564650666e-14,0.3807970779778823,1.0,0.48669549271004814,0.2549776756885406,0
F4,60.0,1.18,0.0004908953623666438,0.0004908954832215883,-1.2634335595952073e-14,0.043039433466343535,-2.1590696789077643e-14,0.3807970779778823,1.0,0.4867635987575002,0.25491353424821506,0
F4,60.0,1.19,0.0004907024170690608,0.0004907025345945712,-1.2634331988186426e-14,0.043373974541321525,-2.16585949652682e-14,0.3807970779778823,1.0,0.48683150426555055,0.25485571630708176,0
F4,60.0,1.2,0.0004905167824958332,0.0004905168968519371,-1.2634336259701876e-14,0.043705377248816624,-2.172650327254102e-14,0.3807970779778823,1.0,0.4868992084602544,0.2548037499089154,0
F4,60.0,1.21,0.000490338424450776,0.0004903385357992165,-1.2634331988186426e-14,0.04403365052397712,-2.1591368058601052e-14,0.3807970779778823,1.0,0.48696671057511803,0.2547546858828998,0
F4,60.0,1.22,0.0004901673080145004,0.0004901674165186862,-1.263434326245544e-14,0.04435880333722908,-2.1523923668687835e-14,0.3807970779778823,1.0,0.4870340098509978,0.2547098984562594,0
F4,60.0,1.23,0.0004900033975487138,0.0004900035033736722,-1.2634335595952073e-14,0.0446808446938225,-2.1591858248338808e-14,0.3807970779778823,1.0,0.4871011055360011,0.2546732917828959,0
F4,60.0,1.24,0.000489846656700592,0.0004898467600129215,-1.2634331988186426e-14,0.04499978363338031,-2.165980268013108e-14,0.3807970779778823,1.0,0.48716799688539264,0.2546399433106734,0
F4,60.0,1.25,0.0004896970484072201,0.000489697149375046,-1.2634336259701876e-14,0.04531562922944832,-2.1592381490734822e-14,0.3807970779778823,1.0,0.48723468316150165,0.2546124490683775,0
F4,60.0,1.26,0.0004895545349000987,0.0004895546336930297,-1.2634331988186426e-14,0.04562839058904711,-2.1660343786230818e-14,0.3807970779778823,1.0,0.487301163633633,0.2545904024242693,0
F4,60.0,1.27,0.0004894190777097266,0.0004894191744988112,-1.263434326245544e-14,0.045938076852226284,-2.1525247384078857e-14,0.3807970779778823,1.0,0.4873674375779812,0.2545683692275118,0
F4,60.0,1.28,0.0004892906376702443,0.0004892907326279303,-1.2634335595952073e-14,0.04624469719161883,-2.1593226259236732e-14,0.3807970779778823,1.0,0.4874335042775461,0.2545517758110352,0
F4,60.0,1.29,0.000489169174924152,0.0004891692682242455,-1.2634331988186426e-14,0.04654826081199814,-2.1661214641401927e-14,0.3807970779778823,1.0,0.4874993630220524,0.2545312716198792,0
F4,60.0,1.3,0.0004890546489270912,0.0004890547407447176,-1.2634336259701876e-14,0.046848776949837245,-2.1593827979734452e-14,0.3807970779778823,1.0,0.48756501310787004,0.2545041073184787,0
F4,60.0,1.31,0.0004889470184526996,0.0004889471089642644,-1.2634331988186426e-14,0.04714625487286839,-2.152644681119771e-14,0.3807970779778823,1.0,0.4876304538379387,0.2544697638228834,0
F4,60.0,1.32,0.0004888462415975275,0.0004888463309806792,-1.263434326245544e-14,0.04744070387964494,-2.1526765174925674e-14,0.3807970779778823,1.0,0.4876956845216933,0.25442445671731834,0
F4,60.0,1.33,0.0004887522757860261,0.0004887523642196195,-1.2634335595952073e-14,0.04773213329910542,-2.152709069812365e-14,0.3807970779778823,1.0,0.4877607044749922,0.25437658048040024,0
F4,60.0,1.34,0.0004886650777755998,0.0004886651654396589,-1.2634331988186426e-14,0.04802055249013837,-2.1527423258167916e-14,0.3807970779778823,1.0,0.4878255130200472,0.25432628521000417,0
F4,60.0,1.35,0.0004885846036617267,0.0004885846907374107,-1.2634336259701876e-14,0.04830597084114929,-2.1527762731892734e-14,0.3807970779778823,1.0,0.487890109485356,0.2542770993689107,0
F4,60.0,1.36,0.0004885108088831452,0.0004885108955527122,-1.2634331988186426e-14,0.048588397769629754,-2.1663505907519402e-14,0.3807970779778823,1.0,0.48795449320563633,0.25423193415385104,0
F4,60.0,1.37,0.0004884436482271039,0.0004884437346738781,-1.263434326245544e-14,0.04886784272172684,-2.152846192505302e-14,0.3807970779778823,1.0,0.4880186635217622,0.2541855718434029,0
F4,60.0,1.38,0.0004883830758346804,0.0004883831622430181,-1.2634335595952073e-14,0.049144315171816055,-2.1596522091721327e-14,0.3807970779778823,1.0,0.4880826197807014,0.2541327697570002,0
F4,60.0,1.39,0.0004883290452061625,0.0004883291317614183,-1.2634331988186426e-14,0.04941782462207445,-2.1596889128497404e-14,0.3807970779778823,1.0,0.48814636133545564,0.2540837141991889,0
