ventana,delta_struct,acoplamiento,error,lf,icr,irde,modo,plan,j,mezcla_nada,mezcla_preservar,mezcla_contexto,S_zona_voz,S_perturbacion,S_no_intervenir,S_contexto,V_nada,V_preservar,V_contexto,C_nada,C_preservar,C_contexto
27,4.9503731850486024e-06,0.026167452143375146,0.9738325478566249,0.3198736382736011,0.000684735551675828,0.9483498312649256,NO_SE,PRESERVAR,0.7979810457410401,0.22403682474083755,0.7759621752592296,0.0,1.994769948281703e-06,1.7501492164415313e-09,0.026167322604721734,0.9999999982498508,0.815,0.5959620914820803,0.7077475241726641,0.9869163386976392,1.0,1.0
28,4.925364985192263e-06,0.023550712141616397,0.9764492878583836,0.3283917191345623,0.0005546360423772784,0.9534532117591444,NO_SE,PRESERVAR,0.7992587578701844,0.20905673830416216,0.7909422616959048,0.0,1.6912963469374062e-06,3.472913268773514e-09,0.02355059614576344,0.9999999965270867,0.8099999999999999,0.5985175157403687,0.7069820159787347,0.9882247019271183,1.0,1.0
29,8.112904980908376e-06,0.021195646931118372,0.9788043530688816,0.33633725784191143,0.00044925544882862864,0.9580579615865918,NO_SE,PRESERVAR,0.8004505886762867,0.19514472905740027,0.8048542709426664,0.0,1.935735125172126e-06,4.9353614349413526e-09,0.02119547497284881,0.9999999950646385,0.8049999999999999,0.6009011773525735,0.7062913025540262,0.9894022625135755,1.0,1.0
30,6.657659582897525e-06,0.01907608687504344,0.9809239131249565,0.3437381886644452,0.00036389709046420526,0.9622117233403773,NO_SE,PRESERVAR,0.8015607282996668,0.18221628648862603,0.8177827135114403,0.0,1.5028575469144957e-06,2.5700972954316846e-09,0.019075959872950854,0.9999999974299028,0.7999999999999999,0.6031214565993336,0.7056682398283801,0.9904620200635246,1.0,1.0
31,2.761723076700592e-07,0.01716848434214339,0.9828315156578566,0.35062287741413034,0.00029475685460642216,0.9659577881703197,NO_SE,PRESERVAR,0.8025934316121195,0.17019454028814054,0.8298044597119254,0.0,1.9951070999937892e-06,1.9991604957267052e-09,0.01716847960068345,0.9999999980008395,0.7949999999999999,0.6051868632242391,0.7051063304749977,0.9914157601996583,1.0,1.0
32,3.497166562560426e-06,0.015451642135090775,0.9845483578649092,0.35701969633607616,0.00023875324467091238,0.9693354689744894,NO_SE,PRESERVAR,0.8035529544504114,0.15900947873877108,0.8409895212612948,0.0,2.0131610856773856e-06,4.379075074807325e-09,0.015451588098124565,0.9999999956209249,0.7899999999999999,0.6071059089008228,0.7045996768074277,0.9922742059509377,1.0,1.0
33,1.4054589892236024e-06,0.013906485536506306,0.9860935144634937,0.3629566905929964,0.0001933903399770591,0.9723804192669644,NO_SE,PRESERVAR,0.8044435035889494,0.14859725287629238,0.8514017471237733,0.0,2.464500583037284e-06,4.159483678776276e-09,0.013906465991511201,0.9999999958405164,0.7849999999999999,0.608887007177899,0.7041429344062909,0.9930467670042444,1.0,1.0
34,2.492058960733693e-07,0.012515848343181583,0.9874841516568185,0.36846132118032004,0.00015664645974952058,0.9751249497733865,NO_SE,PRESERVAR,0.805269198177048,0.13889955718612304,0.8610994428139421,0.0,3.6758940008981104e-06,3.8588319506162175e-09,0.012515845224158382,0.9999999961411681,0.7799999999999999,0.610538396354096,0.7037312550257513,0.9937420773879209,1.0,1.0
35,1.145865174783743e-06,0.011264272195231215,0.9887357278047688,0.37356027145619797,0.00012688382808825872,0.9775983394376259,NO_SE,PRESERVAR,0.8060340407184297,0.12986307841415023,0.8701359215859148,0.0,2.80816014322314e-06,4.65840173282816e-09,0.011264259287893989,0.9999999953415982,0.7749999999999999,0.6120680814368594,0.703360246056395,0.994367870356053,1.0,1.0
36,2.0705688407311404e-06,0.010137850927455483,0.9898621490725446,0.3782793028152035,0.00010277602142730965,0.9798270741665164,NO_SE,PRESERVAR,0.8067418954222805,0.12143900485396257,0.8785599951461023,0.0,1.9272276568965034e-06,5.59135445120731e-09,0.01013782993633724,0.9999999944086455,0.77,0.6134837908445611,0.7030259352406422,0.9949310850318314,1.0,1.0
