fase,angulo,t,ged_L,ged_R,grad_E,act_busc,coh_rel,geom,geom_baja,geom_alta,frac_L,frac_R,efic,lf
F2,60.0,0.19,0.0017635106190418302,0.001763514796373239,0.460556162393492,0.030485824951099083,-2.3653844356463222e-05,0.45677455826517027,0.5287217650464597,0.4594220173816025,0.8364146869596013,0.7807518822556837,0.4261807877740003,1
F2,60.0,0.2,0.001765920455623009,0.0017659246382560336,0.739997565855655,0.03050525580636476,-2.2788909455582802e-05,0.4567164495093361,0.52889051102181,0.4591244427267017,0.837035358198724,0.7809684355852438,0.4263795988945642,1
F2,60.0,0.21,0.0017683391353108993,0.0017683433231082276,0.7632535864066007,0.030524297223810004,-1.40692624565049e-05,0.4566581659852519,0.5290590879232375,0.4588267249308482,0.8376573795300392,0.7811859289516864,0.426587307717741,1
F2,60.0,0.22,0.0017707664277343983,0.001770770620554598,0.7222279383741388,0.030542950269647373,-1.6496965130288937e-05,0.456599701088981,0.5292274762372696,0.45852886733546966,0.8382756499199953,0.7813995935696294,0.4268036586083283,1
F2,60.0,0.23,0.0017732021025383328,0.0017732063002483037,0.6302921694755361,0.030561212889141265,-2.0964770260169915e-05,0.4565410855692555,0.5293957380043427,0.4582308872626165,0.8388927948185098,0.7816118992054787,0.42702832868974716,1
F2,60.0,0.24,0.0017756459293512016,0.0017756501318224693,0.7294451303655574,0.030579095393613587,-4.70597679583136e-05,0.4564823170436497,0.5295638355300957,0.45793281568468475,0.839508062312883,0.7818221107908254,0.427259696914354,1
F2,60.0,0.25,0.0017780976778083634,0.0017781018849122895,0.5783119516995758,0.03059658162192458,-2.5714974904172505e-05,0.4564234059421129,0.5297317415298054,0.4576347014346094,0.8401233689921074,0.7820320728346707,0.4274970742138182,1
F2,60.0,0.26,0.0017805571176735487,0.001780561329275797,0.780848572192299,0.030613700870451788,-2.162555768503756e-05,0.45636436612790066,0.5298994566477191,0.45733658019658735,0.8407361205225306,0.7822394241341344,0.4277420181672081,1
F2,60.0,0.27,0.0017830240187896732,0.001783028234762306,0.7559505024827422,0.030630440662572034,-6.730893127727173e-06,0.45630520448931294,0.5300669602464125,0.4570384875933279,0.8413484582895648,0.782446193745774,0.4279949077072564,1
F2,60.0,0.28,0.0017854981511502403,0.001785502371369631,0.5553172864990807,0.030646780769464255,-8.436785971223726e-06,0.4562458944420132,0.5302341940447569,0.45674041008353145,0.841957117042307,0.7826493925274491,0.42825384002034483,1
F2,60.0,0.29,0.0017879792848201537,0.001787983509165171,0.7939518562986206,0.030662767481287267,-1.6639042786627117e-05,0.4561864429761814,0.5304011892600426,0.45644233342562446,0.8425584290702054,0.7828456425054945,0.4285203093494654,1
