fase,t,ged_L,ged_R,act_busc,coherencia_rel,geom_estado,frac_L,frac_R,eficiencia,lf_activa
Fase 6,13.950000000000001,0.0004790183966857619,0.00047906217073322784,-0.05908178175730944,-0.020694282381710286,0.4535438446252983,0.7941466510910448,0.8293903247175239,0.22431524194433736,1
Fase 6,13.96,0.00047508913316655975,0.00047513283994222105,-0.05909842562000195,-0.011801589887817598,0.4536034355166872,0.7943207035679325,0.8292524889465891,0.22333396082468537,1
Fase 6,13.97,0.0004712093987607975,0.0004712530276261728,-0.05912382211558653,-0.023582523039346666,0.45360934894159205,0.7945992558482297,0.8289461706063269,0.22236522284197155,1
Fase 6,13.98,0.0004673792914337253,0.0004674228439113666,-0.05915632551846628,-0.03322920678960841,0.4536742086756351,0.794723429885659,0.828768423777971,0.22139655910029235,1
Fase 6,13.99,0.0004635989178820712,0.0004636423897588455,-0.05918788863266422,-0.032195704475134757,0.45374762883239883,0.7947470048679068,0.8287995210500143,0.2204372521701521,1
Fase 6,14.0,0.0004598683756003895,0.0004599117583260514,-0.05923447943422283,-0.05244856161232851,0.45385460358889496,0.7947655610168493,0.8287768806187858,0.21949451487243293,1
Fase 6,14.01,0.0004561877540438031,0.0004562310441734329,-0.0592550824558869,-0.01811699500112544,0.4539229027617063,0.7945745525079193,0.8289797044281192,0.21856107370995714,1
Fase 6,14.02,0.0004525571444649966,0.00045260035147244414,-0.05928120869010045,-0.025628342893539522,0.4539857521980427,0.7948435791793184,0.8287653522588012,0.2176424126526541,1
Fase 6,14.030000000000001,0.0004489766478763864,0.0004490197726460262,-0.05930369106804889,-0.0209555208167413,0.4540638820943559,0.7949616084730543,0.8286712889773651,0.21673845634742298,1
Fase 6,14.040000000000001,0.0004454463535436276,0.0004454893989842549,-0.059323146747403965,-0.01708289149831128,0.4541569364836057,0.7951337879182042,0.8285038591159936,0.2158517295376186,1
Fase 6,14.05,0.0004419663497699834,0.00044200932238046704,-0.059311731581392746,0.02393396745595747,0.454186678762222,0.7953308509727882,0.8283175306855962,0.21497742947473406,1
Fase 6,14.06,0.0004385367252520789,0.000438579620545819,-0.059340942689772636,-0.03017294555342334,0.45429274200752345,0.7960191320799115,0.8276061087734681,0.2141129049171102,1
Fase 6,14.07,0.00043515755329386193,0.00043520037734400344,-0.059374469818265385,-0.036138961458937156,0.45437888786289937,0.7960701667536074,0.8276087585772667,0.213264573291904,1
Fase 6,14.08,0.0004318289150492246,0.0004318716722511131,-0.05939937385909211,-0.02488374201524706,0.4544611065846368,0.7960673539216746,0.8276532348695624,0.21243491695363934,1
Fase 6,14.09,0.00042855088710329353,0.0004285935816560502,-0.05943875444082125,-0.044372289742171715,0.4545599340666612,0.7961827624524848,0.8275108018422822,0.21162551880240102,1
Fase 6,14.1,0.00042532354311428496,0.0004253661773541593,-0.05950488927593106,-0.08033004273141563,0.4546492294728941,0.7960269680742855,0.8276034319169605,0.21083550242496146,1
Fase 6,14.11,0.00042214695190007876,0.0004221895223937107,-0.059542390332630646,-0.04261907819849315,0.4547269945802455,0.7954882527223885,0.8281944636650916,0.21006482495415893,1
Fase 6,14.120000000000001,0.0004190211735529307,0.00041906368407742324,-0.05956351704731122,-0.021065473851395858,0.45478171032125786,0.7954154316952659,0.8282925811459181,0.20931529534832363,1
Fase 6,14.13,0.0004159462723076301,0.0004159887220381402,-0.05961818931881807,-0.06596417298763758,0.4548250123402264,0.7955820020087112,0.8281533577639284,0.208580892519175,1
Fase 6,14.14,0.0004129223042223549,0.00041296469097398423,-0.05966901542167541,-0.061234003059681776,0.454906051159125,0.795208231468431,0.8285389818458009,0.2078653686248631,1
Fase 6,14.15,0.00040994932073964334,0.00040999164219277786,-0.05969813454571948,-0.03266673773930872,0.45499145058023804,0.794889493718827,0.82884777990344,0.20716520333326896,1
Fase 6,14.16,0.00040702737040323165,0.00040706963187585923,-0.05972671430518195,-0.03218022623931061,0.45505472952359016,0.7949009307926058,0.8287588959207504,0.20647376568871545,1
Fase 6,14.17,0.0004041565067566957,0.0004041987122844787,-0.05974407304146423,-0.01744987105021931,0.45515773623676636,0.7949496319960077,0.8287532419990072,0.20579195909251946,1
Fase 6,14.18,0.0004013367792001436,0.00040137893208539306,-0.05977515529108296,-0.035905552662706224,0.4552203881560692,0.7951614219047826,0.8285839354596554,0.20513100273569837,1
Fase 6,14.19,0.0003985682336184362,0.00039861033509429474,-0.05978015634670897,-0.0013818716153806586,0.45532288134322124,0.7951202396179243,0.8286149397717903,0.20448845545580863,1
Fase 6,14.200000000000001,0.00039585091079475326,0.0003958929636335986,-0.05979966242778917,-0.020800189326568345,0.4554015270661904,0.7955112146250323,0.8282100385607084,0.20385564229285064,1
Fase 6,14.21,0.00039318485027671946,0.00039322685352754453,-0.059831124811229985,-0.03691848812803058,0.4554888829916329,0.7956607202854468,0.8280492518613006,0.20323552688723956,1
Fase 6,14.22,0.00039057008515599166,0.00039061204080372523,-0.059845350534356856,-0.014194671843787863,0.45559284254898813,0.7956336782200512,0.8280452791982291,0.20262627103487502,1
Fase 6,14.23,0.00038800664844613006,0.0003880485558952599,-0.059881216144190064,-0.04319269129797087,0.45565884056129435,0.7959040081475394,0.8277931380498549,0.20203175390666855,1
Fase 6,14.24,0.00038549456684938964,0.00038553642688527465,-0.0599059620485633,-0.02865785849879687,0.45572922688491163,0.7957905564423406,0.8278999411448094,0.2014474499396756,1
Fase 6,14.25,0.0003830338649661722,0.0003830756726870208,-0.05994994710787921,-0.05452921481117274,0.45580893491511587,0.7958390915240632,0.8278328643139989,0.20087332152512075,1
Fase 6,14.26,0.000380624558629712,0.00038066631911512787,-0.06000543717079998,-0.07021934860676614,0.4558768946569706,0.7955694335421358,0.828049511032862,0.20032287974367613,1
Fase 6,14.27,0.00037826667045226997,0.0003783083862258963,-0.060053625901392016,-0.06091431332001255,0.4559629931208547,0.7951234356542933,0.8284747050271895,0.199794246743807,1
Fase 6,14.280000000000001,0.00037596021744814315,0.0003760018873488993,-0.06004164079153429,0.01893315482900531,0.4559850923301423,0.794823066638531,0.8287663411463924,0.19927546094355478,1
Fase 6,14.290000000000001,0.0003737052097660675,0.0003737468317921253,-0.06005392693159328,-0.013411870583151537,0.4560750146185555,0.7954486611550939,0.8280748001328813,0.19877942523357384,1
Fase 6,14.3,0.0003715016535494985,0.0003715432272861053,-0.060056272710944825,-0.00030453027319857706,0.45613160812401987,0.7956970981337854,0.8278167230684885,0.19830168032277415,1
Fase 6,14.31,0.0003693495532829554,0.00036939107545931875,-0.06007986350721223,-0.028712287536059467,0.45621344157707555,0.7961202903123714,0.8273956372851025,0.19784312960481107,1
Fase 6,14.32,0.00036724890738003594,0.00036729037275811457,-0.060075919368132835,0.0077764247368448045,0.45629770760558325,0.7961993443031055,0.8273179892778308,0.19740609323039107,1
Fase 6,14.33,0.00036519970947324743,0.0003652411219410033,-0.06009948674176341,-0.028947152540044145,0.45638123184224727,0.7966376434776015,0.8268444051012662,0.1969927171607723,1
Fase 6,14.34,0.0003632019595796618,0.00036324332566260075,-0.06014578122609526,-0.059476782950943226,0.45645713696846246,0.7967236770418231,0.8267502976046299,0.19660233422111476,1
Fase 6,14.35,0.00036125565753013705,0.00036129697890630654,-0.06018629408875603,-0.05214916602251568,0.4565561694127045,0.7963770080979776,0.8270490081500319,0.19623831986454082,1
Fase 6,14.36,0.0003593607951632402,0.0003594020786089232,-0.0602122360247761,-0.033066556376298774,0.4566393082555865,0.7961315811972363,0.8272677972732257,0.19589833432507525,1
Fase 6,14.370000000000001,0.00035751736610751915,0.0003575586258115226,-0.060234103105945125,-0.027883539277273106,0.45672754686387657,0.7961542325906624,0.8272775691352147,0.1955800859184631,1
Fase 6,14.38,0.00035572536849337686,0.0003557666058075571,-0.060263292421538495,-0.03787126618778884,0.45680903180058424,0.7961930169780396,0.8271672183127321,0.19528111812754032,1
Fase 6,14.39,0.00035398478456462714,0.00035402600150969825,-0.06030558158840399,-0.055613425520493545,0.45687872966754134,0.7961624568607456,0.8271694156094475,0.19500252005809524,1
Fase 6,14.4,0.000352295594387139,0.0003523367959353803,-0.060324658440604806,-0.02502942366235899,0.45697533808849355,0.7958840674444925,0.8274299716868161,0.19474471876075597,1
Fase 6,14.41,0.00035065777807908883,0.0003506989626691353,-0.060356726670257654,-0.042563943122205905,0.45705685383491357,0.7960205225077625,0.8273117744589745,0.19451399225078506,1
Fase 6,14.42,0.0003490713063404863,0.0003491124814715082,-0.06038501298552601,-0.03782295804643709,0.45714586776009836,0.7959185957562341,0.8274382228858127,0.19430111053926402,1
Fase 6,14.43,0.0003475361557745314,0.0003475773201209015,-0.06040623071190465,-0.028676637222842097,0.45722354142186084,0.7958510488476488,0.827480930196764,0.19409808382424368,1
Fase 6,14.44,0.00034605229101485074,0.00034609344318530194,-0.060431433117981825,-0.0342226791206255,0.4573216426705827,0.795886404321692,0.8274581863485015,0.1939078966407303,1
Fase 6,14.450000000000001,0.00034461967378160603,0.00034466082109383094,-0.06046762245026427,-0.049133596150194254,0.45738657638088215,0.7959019447604234,0.8274372602827317,0.19373527870189025,1
Fase 6,14.46,0.0003432382715569659,0.00034327940871835527,-0.06048872996515925,-0.029361920777780038,0.45747172510973466,0.7956834404009698,0.827669871492175,0.19357921453521948,1
Fase 6,14.47,0.0003419080361612132,0.0003419491638310854,-0.06052077545935464,-0.0441845707538023,0.4575347899093822,0.7957841662618107,0.8275968927889578,0.19343235713813778,1
Fase 6,14.48,0.0003406289225680109,0.0003406700403427361,-0.06054286841475154,-0.03122842687676812,0.4576631789097897,0.7956773816318311,0.8277124901179993,0.19329409526663244,1
Fase 6,14.49,0.00033940088191118406,0.0003394419917654625,-0.06058158338460762,-0.05364053526925345,0.4577677232543166,0.7956805447347359,0.8276244480929903,0.1931707489969607,1
Fase 6,14.5,0.0003382238650672677,0.0003382649684853751,-0.06058625058097228,-0.008606363719214695,0.45787204227327677,0.7954261494275987,0.827849521430716,0.19305104837381004,1
Fase 6,14.51,0.0003370978195607287,0.0003371389144612178,-0.0606042097480447,-0.026465951607518672,0.4579413295254416,0.7957459848061075,0.8274792811923363,0.19294117192725274,1
Fase 6,14.52,0.000336022686658497,0.0003360637716089179,-0.060631265269083856,-0.03882169155015205,0.4580282260453735,0.7958426901692038,0.8273727609815696,0.19283630753941927,1
Fase 6,14.530000000000001,0.00033499840572961335,0.0003350394854260974,-0.060686469207199445,-0.07664293719368387,0.458112228194362,0.795827680209215,0.8273662622309572,0.1927438233801518,1
Fase 6,14.540000000000001,0.00033402491978534005,0.0003340659998826398,-0.06072774834101097,-0.05855760411578131,0.45816607782942187,0.7953514590550677,0.827889580084676,0.19267325496670387,1
Fase 6,14.55,0.0003331021695687929,0.00033314325232343194,-0.060777421390942,-0.07014049994147974,0.4581833949914841,0.7950858194716358,0.8281701367612767,0.19261680366826014,1
Fase 6,14.56,0.0003322300895183177,0.0003322711750577233,-0.0608270030586886,-0.07046877694767664,0.45829473111241836,0.7946452808703878,0.8286006545857414,0.19257721717722487,1
Fase 6,14.57,0.00033140860919616703,0.00033144970042354766,-0.06082023126054098,0.004216513283025275,0.45841883254169813,0.7941746926145673,0.8290634754008331,0.19253435801299357,1
Fase 6,14.58,0.00033063765817344603,0.0003306787538691102,-0.06083977757520814,-0.030951882536843396,0.45849663839571597,0.7946455320613882,0.8285893883119416,0.19250736990387057,1
Fase 6,14.59,0.0003299171593298496,0.0003299582585444276,-0.06084714715484879,-0.014971072890653902,0.45855398403075426,0.7946386660057282,0.8285399352122825,0.19249952760449499,1
Fase 6,14.6,0.00032924703313308337,0.0003292881334788582,-0.060869342002193016,-0.034913013573648004,0.45861045583374194,0.794882301623841,0.8282946860507365,0.19251157771152863,1
Fase 6,14.61,0.00032862719586697125,0.00032866829676088155,-0.06089550854257103,-0.040484292862338164,0.45867225058412603,0.7948253134597159,0.8283182184922633,0.1925374960067027,1
Fase 6,14.620000000000001,0.0003280575628232795,0.00032809866102983024,-0.060904038233672686,-0.01727278259507827,0.45877468145016437,0.7947596675053554,0.8284034035760237,0.1925869654992514,1
Fase 6,14.63,0.000327538043705974,0.00032757914197388327,-0.06094115796925775,-0.055580880204788505,0.45882593458126386,0.7949813895327897,0.8281798960284431,0.19266188066181808,1
Fase 6,14.64,0.00032706855173797347,0.00032710964825672246,-0.060964802794716555,-0.03799560282575621,0.45890547742169724,0.7947451249830692,0.8284093961214473,0.19275903094019342,1
Fase 6,14.65,0.00032664899320524257,0.00032669009733554585,-0.06098533041230453,-0.034132787659857534,0.45895413193875995,0.7947054099415364,0.8284514332793423,0.1928715807795101,1
Fase 6,14.66,0.00032627928286731915,0.00032632039127976445,-0.06096694434739802,0.017477552385353354,0.4590508185394846,0.7946916695247165,0.8284249586297592,0.19299532248562876,1
Fase 6,14.67,0.00032595931995550124,0.0003260004379010844,-0.06096412345118751,-0.003291282130526991,0.45913961314632146,0.7953393070379122,0.8277855701857747,0.19313664411827347,1
Fase 6,14.68,0.0003256890095896418,0.0003257301315200501,-0.060998806799672844,-0.05341682911909879,0.45921506060105827,0.7957133992877296,0.8274114637009921,0.19328030097088533,1
Fase 6,14.69,0.00032546824348633963,0.00032550936511432064,-0.06102059328125564,-0.036593471931811686,0.45931525097878456,0.7955078540200247,0.8276478362871112,0.19343002861784916,1
Fase 6,14.700000000000001,0.00032529691201773063,0.00032533803556292256,-0.061046841452654654,-0.04283084789385954,0.4593785350053728,0.7954496432381268,0.827692764222624,0.19360336731399563,1
Fase 6,14.71,0.0003251749092952752,0.0003252160391506873,-0.061073135965131364,-0.043213014187630405,0.4594744052310881,0.795392349594342,0.8277882842970024,0.1937932292675587,1
Fase 6,14.72,0.00032510212896016163,0.0003251432744673803,-0.061142410803767366,-0.10084298695069684,0.4595577478828678,0.7952243805454318,0.8278824615372217,0.1939983541929726,1
Fase 6,14.73,0.00032507846702657656,0.00032511962873638047,-0.06117147794198702,-0.047846263461814496,0.45962978241509056,0.7944353759470426,0.8286341626140865,0.19419478586600833,1
Fase 6,14.74,0.0003251038082847218,0.0003251449880379799,-0.06118002948236667,-0.02083994272217855,0.45972391946030583,0.7942390054186927,0.8288296343467826,0.19440243183519423,1
Fase 6,14.75,0.0003251780363011175,0.000325219234488724,-0.06117418476054842,-0.0018573570020940884,0.4598233798656288,0.7943643827767247,0.8286425881015058,0.19463074462831892,1
Fase 6,14.76,0.0003253010307187039,0.0003253422535898857,-0.061194420564078644,-0.03674858974831733,0.45988809111313544,0.7947173823104479,0.8282491432558385,0.19487604950910917,1
Fase 6,14.77,0.0003254726744825103,0.0003255139111743203,-0.06124499274979184,-0.07749009941100919,0.4599715666489992,0.7947066176449035,0.828257708460045,0.1951404402012616,1
Fase 6,14.780000000000001,0.000325692831040005,0.00032573408160710226,-0.06125986016087226,-0.03038228603472085,0.4600265029511546,0.7941691854928,0.8287861516581613,0.1953912757826278,1
Fase 6,14.790000000000001,0.0003259613722006873,0.0003260026332155227,-0.06124086805805978,0.014501516941723707,0.46009609946462715,0.7942511747997154,0.8286870970152288,0.19564354460786934,1
Fase 6,14.8,0.00032627816393781595,0.0003263194355567393,-0.06127590883119849,-0.057578966749847325,0.4601749152394046,0.7948101444964731,0.8281276690984112,0.1959025796527162,1
Fase 6,14.81,0.0003266430736367971,0.00032668436015961913,-0.0613343438735397,-0.08917081218970699,0.46026323812512193,0.7945173949166087,0.8283884283234139,0.19617982580964508,1
Fase 6,14.82,0.00032705597043541283,0.00032709726720070914,-0.06134302279142673,-0.023388443323872306,0.46037776025335836,0.7938728721858926,0.8290324235131104,0.19647831069367297,1
Fase 6,14.83,0.00032751671170921313,0.00032755801690117895,-0.06137846215806397,-0.05929789359465066,0.46044231667946106,0.7940424874901276,0.8288945125966292,0.19679198661055264,1
Fase 6,14.84,0.00032802515511874084,0.00032806647153058174,-0.06141523850660663,-0.06149043707962306,0.46053117602068255,0.793734664940383,0.8291694537777983,0.19712049171901438,1
Fase 6,14.85,0.0003285811603296631,0.00032862249319268156,-0.06142271886123446,-0.022850635419289226,0.4606186541117083,0.7934374923009933,0.829495688872861,0.19747413157317442,1
Fase 6,14.86,0.00032918458697379156,0.0003292259431962376,-0.06144963705125134,-0.048995350583977304,0.46068130943491253,0.793591046656758,0.8293095546930115,0.1978445055498352,1
