fase,ged_mean,lf_pct,w_prof_norma,w_rec_norma,error_rec,eficiencia,variacion,ventaja,tasa_olvido,tasa_aprendizaje,coherencia
Fase 2,0.008454023416945778,1.35,0.001041890964212191,0.08353181355287767,0.07695606454547228,0.8053377470962632,0.01014234155219588,1.0,0.025000000000000005,0.02494303910920251,0.7482911732760754
Fase 3,0.0052728629331919704,20.349999999999998,0.0016658763988938218,0.127664136059837,0.1296565916179203,0.6442312481294482,0.007786137030997611,0.8950175804506061,0.05000786239657174,0.021291109592106068,0.638733287763182
Fase 4,0.004594087210308422,23.9,0.0020382687484838623,0.12760784567153696,0.12896948807797196,0.6018212035074689,0.007126381626313488,0.9682937338355195,0.05000791974063536,0.021291194745219847,0.6387358423565954
Fase 5,0.004602782914386078,22.35,0.002254335930287787,0.12771717418705855,0.12895358314541566,0.6126787600716477,0.007012779253400246,1.0078101960094918,0.05000055133986278,0.021295005458161258,0.6388501637448377
Fase 6,0.0045539441521590665,22.7,0.002378965157839252,0.12776139412932466,0.12897877721443468,0.6113446910358403,0.006940803892283646,0.9984949503031955,0.05000151702268113,0.02129290087449832,0.6387870262349498
Fase 7,0.003576373401143333,15.1,0.0023556676076904944,0.12628112023124116,0.1005335006868009,0.5254300699155815,0.006123165605107246,0.8913787214585999,0.050049749479495226,0.023587115276816274,0.7076134583044883
