fase,angulo,t,ged_L,ged_R,act_busc,coh_rel,geom,frac_L,frac_R,efic,lf
F5,60.0,13.45,0.00014572873453795962,0.0001457287678130542,3.703482304939776e-06,0.0,0.41684490170940774,0.7718388975183988,0.7908488202916916,0.17206315656535806,0
F5,60.0,13.46,0.00014583131215910672,0.00014583134566340534,4.029937084037982e-06,0.0,0.41687578707027073,0.7718626999579037,0.7908233551329067,0.17226045021837968,0
F5,60.0,13.47,0.0001459326111319661,0.00014593264486714204,4.354392934891038e-06,0.0,0.41690625078588484,0.7718867957396093,0.7907975462585185,0.172458326542118,0
F5,60.0,13.48,0.0001460326259791301,0.00014603265994683618,4.6768523985774024e-06,0.0,0.41693629206823474,0.7719111844105737,0.7907713941015287,0.1726565774419179,0
F5,60.0,13.49,0.00014613135126411624,0.00014613138546598484,4.997318057697875e-06,0.0,0.41696591018776547,0.7719358654947727,0.7907448991543572,0.17285550013959153,0
F5,60.0,13.5,0.00014622878159162902,0.00014622881602927143,5.366387532235173e-06,6.746161361024978e-06,0.41699510530483425,0.7719608384938912,0.7907180619663722,0.17305502275557128,0
F5,60.0,13.51,0.00014632491160782127,0.00014632494628282687,5.616427283805514e-06,-8.825653318833602e-06,0.4170238786144988,0.7719861819082984,0.7906908041213151,0.1732546635184932,0
F5,60.0,13.52,0.00014641973600084055,0.0001464197709147112,5.95064000430412e-06,2.617899487210536e-06,0.41705223482372067,0.7720116321617543,0.7906633927407705,0.17345338379491404,0
F5,60.0,13.53,0.00014651324950067885,0.00014651328465488148,6.340046963759782e-06,1.0254940992922431e-05,0.417080173784684,0.7720375052852732,0.7906355133883753,0.17365061449368194,0
F5,60.0,13.54,0.00014660544687953016,0.00014660548227550332,6.636584346186858e-06,-1.8121572931741832e-06,0.4171076939221998,0.772063756281325,0.7906072118646115,0.1738468616460315,0
F5,60.0,13.55,0.00014669632295207983,0.00014669635859124,6.846224661627431e-06,-1.3144206274351827e-05,0.4171347951816963,0.7720901537348475,0.7905787207600572,0.17404266897472725,0
F5,60.0,13.56,0.0001467858725757429,0.00014678590845945827,7.1794970114558154e-06,3.537382849491428e-06,0.41716148246079304,0.7721167053701965,0.7905500327681892,0.17423959952280008,0
F5,60.0,13.57,0.00014687409065097543,0.00014687412678055157,7.577431264893519e-06,1.2439937667887223e-05,0.417187757321163,0.7721437387990052,0.7905208219144242,0.1744370260914069,0
F5,60.0,13.58,0.00014696097212151207,0.00014696100849820995,7.845339080603253e-06,-4.572033402668766e-06,0.41721361725534967,0.7721711625908634,0.7904911820337497,0.1746350158113117,0
F5,60.0,13.59,0.0001470465119745966,0.00014704654859963663,8.053099640026318e-06,-1.2352845653222284e-05,0.41723906318077,0.7721986724454104,0.790461418402223,0.17483203463250702,0
F5,60.0,13.6,0.00014713070524128186,0.00014713074211582578,8.400284132625835e-06,6.4368001506496834e-06,0.4172640999508364,0.7722263755480778,0.790431424167709,0.17502781164885836,0
F5,60.0,13.61,0.00014721354699672563,0.00014721358412187163,8.780300082555925e-06,1.1108233425067906e-05,0.41728872812806267,0.7722545826004614,0.7904008903530366,0.17522081706043877,0
F5,60.0,13.62,0.00014729503236042844,0.00014729506973722362,9.021142440612806e-06,-7.131729822873289e-06,0.41731294521349854,0.7722831278138186,0.7903699849217968,0.17541261149394285,0
F5,60.0,13.63,0.00014737515649647733,0.00014737519412591678,9.23208108671858e-06,-1.08945316993121e-05,0.41733675278100363,0.7723117419292693,0.7903389777714298,0.17560324796572804,0
F5,60.0,13.64,0.00014745391461383587,0.00014745395249685377,9.590437477391411e-06,8.966688680728852e-06,0.41736015546965405,0.7723405935483144,0.7903077006250004,0.17578856953558436,0
F5,60.0,13.65,0.00014753130196662234,0.00014753134010409322,9.948702569873014e-06,9.25941118679049e-06,0.4173831529375222,0.7723699588562747,0.7902758791140337,0.1759674807430785,0
F5,60.0,13.66,0.0001476073138543516,0.0001476073522470937,1.0164902379483642e-05,-9.37715082587763e-06,0.41740574287336085,0.7723996081114587,0.7902437449023572,0.17613824048137036,0
F5,60.0,13.67,0.0001476819456221883,0.0001476819842709611,1.0383546636072438e-05,-8.839810595329926e-06,0.4174279275117213,0.7724293185820681,0.7902115210771661,0.17630800364029356,0
F5,60.0,13.68,0.00014775519266122095,0.00014775523156672699,1.0749319588665429e-05,1.0991510714202989e-05,0.41744971110703605,0.7724593138734489,0.7901789844143594,0.17647610125865518,0
F5,60.0,13.69,0.00014782705040872584,0.00014782708957161326,1.1082766493086815e-05,6.994632562344334e-06,0.41747109254469195,0.7724898194443199,0.7901459113531228,0.1766382766434643,0
F5,60.0,13.7,0.00014789751434841783,0.00014789755376927314,1.1277594956560222e-05,-1.119554525981627e-05,0.4174920698538693,0.7725205555406702,0.7901125832974832,0.17677572515031856,0
F5,60.0,13.71,0.0001479665800107059,0.0001479666196900543,1.1520069552850565e-05,-4.642136757133557e-06,0.4175126460852621,0.7725513548077145,0.7900791677322819,0.17689263891683024,0
F5,60.0,13.72,0.00014803424297294817,0.00014803428291126612,1.1824420785400136e-05,3.841355508794386e-06,0.41753282220025556,0.7725825060981678,0.7900453762968641,0.17699629957763133,0
F5,60.0,13.73,0.00014810049885968866,0.00014810053905739559,1.221316284627516e-05,1.536917957738258e-05,0.4175525988036287,0.7726140313355002,0.7900111879845768,0.17708564403978116,0
F5,60.0,13.74,0.00014816534334300723,0.00014816538380049016,4.519158907856369e-05,0.0043638657219692125,0.4175724715748953,0.772645965445974,0.7899765684149527,0.17716971230317133,0
F5,60.0,13.75,0.00014822877214255622,0.00014822881286019325,4.5295552228541425e-05,0.0,0.4175915441011658,0.7727291101844344,0.7898907170119533,0.17725279691066184,0
F5,60.0,13.76,0.00014829078103052417,0.00014829082200368108,4.5397656280976584e-05,0.0,0.41761030974029106,0.7727614775456485,0.7898556962500466,0.177334903352214,0
F5,60.0,13.77,0.0001483513658232432,0.00014835140704749978,4.549790914487595e-05,0.0,0.41762876269202587,0.7727941811054426,0.7898203881821957,0.17741610359837615,0
F5,60.0,13.78,0.00014841052238539782,0.0001484105638565413,4.559631873557457e-05,0.0,0.41764689747928757,0.7728272165563163,0.7897847929946443,0.17749584821744793,0
F5,60.0,13.79,0.00014846824663025936,0.00014846828834427718,4.569289297351453e-05,0.0,0.4176647089330563,0.7728605797459522,0.7897489109562423,0.1775746059737172,0
