ciclo,t,ultra_cm,ultra_vivo,eopd_raw,eopd_vivo,color_r,color_g,color_b,color_luminosidad,color_vivo,touch_raw,touch_presionado,gyro_raw,accel_x,accel_y,accel_z,compass_deg,smux_vivo,bateria_mv,energia,energia_vivo,cambio_total,veto_reactivo,volante_elegido,D_actual,contador_sin_cambio,tiempo_deliberacion_s,potencia,duracion_s,ultra_cm_post,error_post,e_R,prop_bienestar,prop_vigor,prop_acople,prop_malestar,prop_dW,d_ultra,d_eopd,d_color,d_gyro,d_accel,d_compass,presion_desacople,veto_motivo,vetos_consecutivos
17,34.287,40.0,1,250.0,1,0,0,0,0,1,1023,0,666,45,-7,200,21,1,8128.0,0.9252,1,2.0767,0,-60,1.0,0,31.89,85,0.442,38.0,2.0,2.0,0.6143,0.4626,0.0,0.0333,0.08346,0.05,0.0,0.0,1.28,0.0467,0.7,,,
18,36.171,37.0,1,250.0,1,0,0,0,0,1,1023,0,155,42,-5,199,37,1,8087.0,0.9074,1,3.1583,0,-60,1.0,0,31.89,87,0.872,37.0,3.0,3.0,0.6,0.4537,0.0,0.05,0.06748,0.03,0.0,0.0,2.555,0.04,0.5333,,,
19,38.502,37.0,1,250.0,1,0,0,0,0,1,1023,0,666,43,-6,199,41,1,8142.0,0.9313,1,2.7017,0,-60,1.0,0,31.89,90,0.91,37.0,3.0,3.0,0.6035,0.4657,0.0,0.05,0.06969,0.0,0.0,0.0,2.555,0.0133,0.1333,,,
20,41.088,255.0,1,250.0,1,0,0,0,0,1,1023,0,419,26,16,219,50,1,8114.0,0.9191,1,4.1083,0,-60,1.0,0,31.89,82,1.055,255.0,215.0,215.0,0.52,0.4596,0.0,0.1667,-0.01519,2.18,0.0,0.0,1.235,0.3933,0.3,,,
21,43.395,255.0,1,250.0,1,0,0,0,0,1,1023,0,154,42,-11,201,84,1,8114.0,0.9191,1,2.865,0,-60,1.0,0,31.89,89,0.75,255.0,215.0,215.0,0.52,0.4596,0.0,0.1667,-0.01489,0.0,0.0,0.0,1.325,0.4067,1.1333,,,
22,45.686,23.0,1,250.0,1,0,0,0,0,1,1023,0,922,42,-1,199,117,1,8142.0,0.9313,1,7.34,1,,,,,,,,,,0.619,0.4657,0.0,0.0278,0.08441,2.32,0.0,0.0,3.84,0.08,1.1,0.167,obstaculo_frontal,1
23,47.743,23.0,1,250.0,1,0,0,0,0,1,1023,0,410,43,-13,200,115,1,8128.0,0.9252,1,2.72,1,,,,,,,,,,0.5988,0.4626,0.0,0.0555,0.06245,0.0,0.0,0.0,2.56,0.0933,0.0667,0.333,obstaculo_frontal,2
24,50.101,255.0,1,250.0,1,0,0,0,0,1,1023,0,410,43,-7,199,94,1,8114.0,0.9191,1,3.0667,0,25,1.0,0,32.2,85,0.755,255.0,215.0,215.0,0.52,0.4596,0.0,0.1667,-0.01752,2.32,0.0,0.0,0.0,0.0467,0.7,,,
25,52.394,255.0,1,250.0,1,0,0,0,0,1,1023,0,155,46,-19,201,76,1,8101.0,0.9135,1,1.9883,0,25,0.994,0,32.057,90,0.651,255.0,215.0,215.0,0.5192,0.4567,0.0,0.1667,-0.01801,0.0,0.0,0.0,1.275,0.1133,0.6,,,
26,54.369,255.0,1,250.0,1,0,0,0,0,1,1023,0,155,35,2,199,54,1,8073.0,0.9013,1,0.96,0,25,0.48,0,19.46,78,0.898,255.0,215.0,215.0,0.5174,0.4506,0.0,0.1667,-0.01946,0.0,0.0,0.0,0.0,0.2267,0.7333,,,
27,56.744,255.0,1,250.0,1,0,0,0,0,1,1023,0,410,42,-16,201,33,1,8045.0,0.8891,1,2.155,0,25,1.0,0,32.2,75,0.71,255.0,215.0,215.0,0.5156,0.4446,0.0,0.1667,-0.02089,0.0,0.0,0.0,1.275,0.18,0.7,,,
28,58.844,255.0,1,250.0,1,0,0,0,0,1,1023,0,922,38,-3,200,25,1,8073.0,0.9013,1,2.9467,0,25,1.0,0,32.2,89,1.198,30.0,10.0,10.0,0.5174,0.4506,0.0,0.1667,-0.01865,0.0,0.0,0.0,2.56,0.12,0.2667,,,
29,61.482,32.0,1,250.0,1,0,0,0,0,1,1023,0,154,46,-17,201,358,1,8059.0,0.8952,1,7.1233,0,25,1.0,0,32.2,75,0.44,120.0,80.0,80.0,0.5165,0.4476,0.0,0.1667,-0.01919,2.23,0.0,0.0,3.84,0.1533,0.9,,,
30,63.243,120.0,1,250.0,1,0,0,0,0,1,1023,0,666,46,-13,201,352,1,8073.0,0.9013,1,3.6667,0,25,1.0,0,32.2,78,1.149,114.0,74.0,74.0,0.5174,0.4506,0.0,0.1667,-0.0179,0.88,0.0,0.0,2.56,0.0267,0.2,,,
31,65.818,255.0,1,250.0,1,0,0,0,0,1,1023,0,155,41,-12,201,326,1,8114.0,0.9191,1,4.8117,0,25,1.0,0,32.2,90,0.512,60.0,20.0,20.0,0.52,0.4596,0.0,0.1667,-0.01489,1.35,0.0,0.0,2.555,0.04,0.8667,,,
32,67.821,255.0,1,250.0,1,0,0,0,0,1,1023,0,410,47,-11,200,307,1,8087.0,0.9074,1,1.9617,0,25,0.981,0,31.731,82,1.112,35.0,5.0,5.0,0.5766,0.4537,0.0,0.0833,0.042,0.0,0.0,0.0,1.275,0.0533,0.6333,,,
33,70.343,33.0,1,250.0,1,0,0,0,0,1,1023,0,155,51,-13,200,236,1,8128.0,0.9252,1,5.9017,0,25,1.0,0,32.2,89,0.943,255.0,215.0,215.0,0.521,0.4626,0.0,0.1667,-0.01453,2.22,0.0,0.0,1.275,0.04,2.3667,,,
34,72.718,255.0,1,250.0,1,0,0,0,0,1,1023,0,153,43,-10,201,182,1,8059.0,0.8952,1,4.11,0,25,1.0,0,32.2,76,0.644,255.0,215.0,215.0,0.5165,0.4476,0.0,0.1667,-0.0187,2.22,0.0,0.0,0.01,0.08,1.8,,,
35,74.817,255.0,1,250.0,1,0,0,0,0,1,1023,0,922,38,-15,207,175,1,8073.0,0.9013,1,4.185,0,25,1.0,0,32.2,89,1.198,49.0,9.0,9.0,0.5291,0.4506,0.0,0.15,-0.00575,0.0,0.0,0.0,3.845,0.1067,0.2333,,,
36,77.393,47.0,1,250.0,1,0,0,0,0,1,1023,0,666,41,-1,200,177,1,8073.0,0.9013,1,3.5867,0,25,1.0,0,32.2,76,1.177,36.0,4.0,4.0,0.5874,0.4506,0.0,0.0667,0.0527,2.08,0.0,0.0,1.28,0.16,0.0667,,,
37,79.969,35.0,1,250.0,1,0,0,0,0,1,1023,0,921,47,1,203,174,1,8045.0,0.8891,1,1.5683,0,25,0.784,0,26.912,82,1.162,24.0,16.0,16.0,0.5156,0.4446,0.0,0.1667,-0.02017,0.12,0.0,0.0,1.275,0.0733,0.1,,,
38,82.542,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,40,-4,202,165,1,8101.0,0.9135,1,3.8617,0,25,1.0,0,32.2,80,0.532,255.0,215.0,215.0,0.5192,0.4567,0.0,0.1667,-0.01614,2.2,0.0,0.0,1.275,0.0867,0.3,,,
39,84.441,255.0,1,250.0,1,0,0,0,0,1,1023,0,922,42,-4,200,163,1,8017.0,0.877,1,1.3733,0,25,0.687,0,24.523,88,1.129,255.0,215.0,215.0,0.5138,0.4385,0.0,0.1667,-0.02125,0.0,0.0,0.0,1.28,0.0267,0.0667,,,
40,86.992,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,42,-4,198,160,1,8101.0,0.9135,1,1.3933,0,25,0.697,0,24.768,78,1.062,255.0,215.0,215.0,0.5192,0.4567,0.0,0.1667,-0.01539,0.0,0.0,0.0,1.28,0.0133,0.1,,,
41,89.567,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,41,-8,200,158,1,8101.0,0.9135,1,0.1133,0,25,0.057,1,9.088,82,0.58,255.0,215.0,215.0,0.5192,0.4567,0.0,0.1667,-0.01508,0.0,0.0,0.0,0.0,0.0467,0.0667,,,
42,91.691,255.0,1,250.0,1,0,0,0,0,1,1023,0,925,42,-12,192,175,1,8073.0,0.9013,1,1.9483,0,25,0.974,0,31.567,88,1.14,255.0,215.0,215.0,0.5174,0.4506,0.0,0.1667,-0.0166,0.0,0.0,0.0,1.295,0.0867,0.5667,,,
43,94.466,255.0,1,250.0,1,0,0,0,0,1,1023,0,922,41,-5,200,172,1,8031.0,0.883,1,0.2217,0,25,0.111,0,10.416,90,0.445,255.0,215.0,215.0,0.5147,0.4415,0.0,0.1667,-0.01899,0.0,0.0,0.0,0.015,0.1067,0.1,,,
44,96.397,255.0,1,250.0,1,0,0,0,0,1,1023,0,410,44,-12,200,175,1,8045.0,0.8891,1,2.7267,0,25,1.0,0,32.2,82,0.456,255.0,215.0,215.0,0.5156,0.4446,0.0,0.1667,-0.0177,0.0,0.0,0.0,2.56,0.0667,0.1,,,
45,98.321,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,37,-6,202,178,1,8073.0,0.9013,1,1.48,0,25,0.74,0,25.83,86,1.001,255.0,215.0,215.0,0.5174,0.4506,0.0,0.1667,-0.01553,0.0,0.0,0.0,1.28,0.1,0.1,,,
46,100.718,255.0,1,250.0,1,0,0,0,0,1,1023,0,410,37,-7,201,185,1,8101.0,0.9135,1,1.5267,0,25,0.763,0,26.402,90,0.453,255.0,215.0,215.0,0.5192,0.4567,0.0,0.1667,-0.01341,0.0,0.0,0.0,1.28,0.0133,0.2333,,,
47,102.521,255.0,1,250.0,1,0,0,0,0,1,1023,0,921,38,-1,199,187,1,8059.0,0.8952,1,2.6817,0,25,1.0,0,32.2,84,1.089,255.0,215.0,215.0,0.5165,0.4476,0.0,0.1667,-0.01586,0.0,0.0,0.0,2.555,0.06,0.0667,,,
48,105.018,255.0,1,250.0,1,0,0,0,0,1,1023,0,155,40,-1,199,194,1,8045.0,0.8891,1,4.0767,0,25,1.0,0,32.2,90,0.975,255.0,215.0,215.0,0.5156,0.4446,0.0,0.1667,-0.01645,0.0,0.0,0.0,3.83,0.0133,0.2333,,,
49,107.433,48.0,1,250.0,1,0,0,0,0,1,1023,0,666,39,0,199,194,1,8059.0,0.8952,1,4.6383,0,25,1.0,0,32.2,81,1.162,255.0,215.0,215.0,0.5165,0.4476,0.0,0.1667,-0.01521,2.07,0.0,0.0,2.555,0.0133,0.0,,,
50,110.009,255.0,1,250.0,1,0,0,0,0,1,1023,0,410,43,-15,201,192,1,8017.0,0.877,1,3.5567,0,25,1.0,0,32.2,84,0.912,255.0,215.0,215.0,0.5138,0.4385,0.0,0.1667,-0.01762,2.07,0.0,0.0,1.28,0.14,0.0667,,,
51,112.29,255.0,1,250.0,1,0,0,0,0,1,1023,0,411,43,-4,200,202,1,8017.0,0.877,1,0.4183,0,25,0.209,0,12.824,85,0.424,255.0,215.0,215.0,0.5138,0.4385,0.0,0.1667,-0.01726,0.0,0.0,0.0,0.005,0.08,0.3333,,,
52,114.315,175.0,1,250.0,1,0,0,0,0,1,1023,0,921,41,-1,199,206,1,8031.0,0.883,1,3.5233,0,25,1.0,0,32.2,78,0.733,255.0,215.0,215.0,0.5147,0.4415,0.0,0.1667,-0.01603,0.8,0.0,0.0,2.55,0.04,0.1333,,,
53,116.465,170.0,1,250.0,1,0,0,0,0,1,1023,0,155,46,-9,200,213,1,8059.0,0.8952,1,4.2067,0,25,1.0,0,32.2,86,0.711,255.0,215.0,215.0,0.5165,0.4476,0.0,0.1667,-0.01389,0.05,0.0,0.0,3.83,0.0933,0.2333,,,
54,118.64,255.0,1,250.0,1,0,0,0,0,1,1023,0,922,41,-11,200,202,1,8045.0,0.8891,1,5.0983,0,25,1.0,0,32.2,88,1.138,255.0,215.0,215.0,0.5156,0.4446,0.0,0.1667,-0.01452,0.85,0.0,0.0,3.835,0.0467,0.3667,,,
55,120.965,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,42,-12,200,198,1,8045.0,0.8891,1,1.4267,0,25,0.713,0,25.177,89,0.487,255.0,215.0,215.0,0.5156,0.4446,0.0,0.1667,-0.01423,0.0,0.0,0.0,1.28,0.0133,0.1333,,,
56,122.824,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,41,-13,201,198,1,8059.0,0.8952,1,0.02,0,-100,0.01,1,7.945,83,0.694,255.0,215.0,215.0,0.5165,0.4476,0.0,0.1667,-0.01304,0.0,0.0,0.0,0.0,0.02,0.0,,,
57,125.118,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,46,-3,199,219,1,8045.0,0.8891,1,0.8133,0,-100,0.407,0,17.663,89,0.864,255.0,215.0,215.0,0.5156,0.4446,0.0,0.1667,-0.01368,0.0,0.0,0.0,0.0,0.1133,0.7,,,
58,127.489,255.0,1,250.0,1,0,0,0,0,1,1023,0,410,47,-2,200,244,1,8073.0,0.9013,1,2.1333,0,-100,1.0,0,32.2,80,0.954,255.0,215.0,215.0,0.5174,0.4506,0.0,0.1667,-0.0116,0.0,0.0,0.0,1.28,0.02,0.8333,,,
59,129.917,255.0,1,250.0,1,0,0,0,0,1,1023,0,154,46,-1,199,262,1,8073.0,0.9013,1,1.9,0,-100,0.95,0,30.975,77,0.769,255.0,215.0,215.0,0.5174,0.4506,0.0,0.1667,-0.01136,0.0,0.0,0.0,1.28,0.02,0.6,,,
60,132.093,255.0,1,250.0,1,0,0,0,0,1,1023,0,922,47,-6,199,277,1,8059.0,0.8952,1,4.38,0,-100,1.0,0,32.2,84,0.836,255.0,215.0,215.0,0.5165,0.4476,0.0,0.1667,-0.01204,0.0,0.0,0.0,3.84,0.04,0.5,,,
61,134.315,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,46,-1,199,300,1,8017.0,0.877,1,2.0867,0,-100,1.0,0,32.2,90,1.126,255.0,215.0,215.0,0.5138,0.4385,0.0,0.1667,-0.01451,0.0,0.0,0.0,1.28,0.04,0.7667,,,
62,136.891,255.0,1,250.0,1,0,0,0,0,1,1023,0,155,46,1,199,326,1,8031.0,0.883,1,3.435,0,-100,1.0,0,32.2,78,0.695,67.0,27.0,27.0,0.5147,0.4415,0.0,0.1667,-0.01333,0.0,0.0,0.0,2.555,0.0133,0.8667,,,
63,138.991,66.0,1,250.0,1,0,0,0,0,1,1023,0,410,45,-3,200,335,1,8073.0,0.9013,1,3.505,0,-100,1.0,0,32.2,85,0.943,59.0,19.0,19.0,0.5174,0.4506,0.0,0.1667,-0.01034,1.89,0.0,0.0,1.275,0.04,0.3,,,
64,141.338,58.0,1,250.0,1,0,0,0,0,1,1023,0,666,46,-2,198,349,1,8017.0,0.877,1,1.8533,0,-100,0.927,0,30.403,90,0.564,57.0,17.0,17.0,0.5138,0.4385,0.0,0.1667,-0.01375,0.08,0.0,0.0,1.28,0.0267,0.4667,,,
65,143.314,56.0,1,250.0,1,0,0,0,0,1,1023,0,666,45,-1,199,357,1,8045.0,0.8891,1,0.3067,0,-100,0.153,0,11.457,90,1.108,54.0,14.0,14.0,0.5156,0.4446,0.0,0.1667,-0.01167,0.02,0.0,0.0,0.0,0.02,0.2667,,,
66,145.8,94.0,1,250.0,1,0,0,0,0,1,1023,0,154,43,2,200,10,1,8017.0,0.877,1,3.4133,0,-100,1.0,0,32.2,88,0.777,255.0,215.0,215.0,0.5138,0.4385,0.0,0.1667,-0.01324,0.38,0.0,0.0,2.56,0.04,0.4333,,,
67,147.963,255.0,1,250.0,1,0,0,0,0,1,1023,0,410,41,0,196,22,1,8017.0,0.877,1,3.3433,0,-100,1.0,0,32.2,87,0.908,255.0,215.0,215.0,0.5138,0.4385,0.0,0.1667,-0.01297,1.61,0.0,0.0,1.28,0.0533,0.4,,,
68,150.239,255.0,1,250.0,1,0,0,0,0,1,1023,0,922,45,-1,199,35,1,8031.0,0.883,1,3.0467,0,-100,1.0,0,32.2,84,0.694,255.0,215.0,215.0,0.5147,0.4415,0.0,0.1667,-0.01182,0.0,0.0,0.0,2.56,0.0533,0.4333,,,
69,152.438,255.0,1,250.0,1,0,0,0,0,1,1023,0,410,42,-3,200,42,1,8031.0,0.883,1,2.8333,0,-100,1.0,0,32.2,85,0.575,255.0,215.0,215.0,0.5147,0.4415,0.0,0.1667,-0.01159,0.0,0.0,0.0,2.56,0.04,0.2333,,,
70,154.339,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,43,-4,200,51,1,8045.0,0.8891,1,1.5933,0,-100,0.797,0,27.218,86,1.058,255.0,215.0,215.0,0.5156,0.4446,0.0,0.1667,-0.01045,0.0,0.0,0.0,1.28,0.0133,0.3,,,
71,156.762,255.0,1,250.0,1,0,0,0,0,1,1023,0,410,44,-1,199,65,1,8017.0,0.877,1,1.78,0,-100,0.89,0,29.505,77,0.445,255.0,215.0,215.0,0.5138,0.4385,0.0,0.1667,-0.01204,0.0,0.0,0.0,1.28,0.0333,0.4667,,,
72,158.637,255.0,1,250.0,1,0,0,0,0,1,1023,0,410,42,-3,200,69,1,8031.0,0.883,1,0.1667,0,-100,0.083,0,9.742,87,0.801,255.0,215.0,215.0,0.5147,0.4415,0.0,0.1667,-0.0109,0.0,0.0,0.0,0.0,0.0333,0.1333,,,
73,161.077,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,41,-2,200,78,1,8031.0,0.883,1,1.5933,0,-100,0.797,0,27.218,82,0.506,255.0,215.0,215.0,0.5147,0.4415,0.0,0.1667,-0.01069,0.0,0.0,0.0,1.28,0.0133,0.3,,,
74,162.962,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,43,-12,200,83,1,8031.0,0.883,1,0.2467,0,-100,0.123,0,10.722,84,0.918,255.0,215.0,215.0,0.5147,0.4415,0.0,0.1667,-0.01047,0.0,0.0,0.0,0.0,0.08,0.1667,,,
75,165.062,255.0,1,250.0,1,0,0,0,0,1,1023,0,922,41,2,203,91,1,8004.0,0.8713,1,1.6733,0,-100,0.837,0,28.198,75,0.703,255.0,215.0,215.0,0.5129,0.4356,0.0,0.1667,-0.012,0.0,0.0,0.0,1.28,0.1267,0.2667,,,
76,167.137,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,43,-7,200,94,1,8004.0,0.8713,1,1.4733,0,-100,0.737,0,25.748,77,0.453,255.0,215.0,215.0,0.5129,0.4356,0.0,0.1667,-0.01176,0.0,0.0,0.0,1.28,0.0933,0.1,,,
77,169.015,255.0,1,250.0,1,0,0,0,0,1,1023,0,154,44,-11,200,97,1,8017.0,0.877,1,2.6933,0,-100,1.0,0,32.2,90,0.531,59.0,19.0,19.0,0.5138,0.4385,0.0,0.1667,-0.01068,0.0,0.0,0.0,2.56,0.0333,0.1,,,
78,170.939,57.0,1,250.0,1,0,0,0,0,1,1023,0,410,41,-4,200,104,1,8004.0,0.8713,1,3.56,0,-100,1.0,0,32.2,83,0.878,36.0,4.0,4.0,0.5829,0.4356,0.0,0.0667,0.05869,1.98,0.0,0.0,1.28,0.0667,0.2333,,,
79,173.286,34.0,1,250.0,1,0,0,0,0,1,1023,0,666,43,-7,199,115,1,8031.0,0.883,1,1.9167,0,-100,0.958,0,31.18,85,0.969,32.0,8.0,8.0,0.538,0.4415,0.0,0.1333,0.01259,0.23,0.0,0.0,1.28,0.04,0.3667,,,
80,175.78,31.0,1,250.0,1,0,0,0,0,1,1023,0,922,45,-7,199,127,1,7962.0,0.853,1,1.7233,0,-100,0.862,0,28.81,81,0.777,31.0,9.0,9.0,0.5219,0.4265,0.0,0.15,-0.0038,0.03,0.0,0.0,1.28,0.0133,0.4,,,
81,177.861,32.0,1,250.0,1,0,0,0,0,1,1023,0,666,44,-1,200,135,1,8004.0,0.8713,1,1.61,0,-100,0.805,0,27.423,90,0.75,255.0,215.0,215.0,0.5129,0.4356,0.0,0.1667,-0.01266,0.01,0.0,0.0,1.28,0.0533,0.2667,,,
82,179.961,94.0,1,250.0,1,0,0,0,0,1,1023,0,410,45,-4,199,146,1,8017.0,0.877,1,2.3,0,-100,1.0,0,32.2,87,0.668,94.0,54.0,54.0,0.5138,0.4385,0.0,0.1667,-0.01156,0.62,0.0,0.0,1.28,0.0333,0.3667,,,
83,182.113,98.0,1,250.0,1,0,0,0,0,1,1023,0,410,47,-5,199,153,1,7990.0,0.8652,1,0.2933,0,-100,0.147,0,11.293,88,1.03,255.0,215.0,215.0,0.512,0.4326,0.0,0.1667,-0.01309,0.04,0.0,0.0,0.0,0.02,0.2333,,,
84,184.567,255.0,1,250.0,1,0,0,0,0,1,1023,0,154,46,-1,199,172,1,7976.0,0.8591,1,3.5167,0,-100,1.0,0,32.2,84,0.662,255.0,215.0,215.0,0.5111,0.4295,0.0,0.1667,-0.01373,1.57,0.0,0.0,1.28,0.0333,0.6333,,,
85,186.536,255.0,1,250.0,1,0,0,0,0,1,1023,0,922,45,-3,199,183,1,7976.0,0.8591,1,4.2267,0,-100,1.0,0,32.2,88,0.698,255.0,215.0,215.0,0.5111,0.4295,0.0,0.1667,-0.01346,0.0,0.0,0.0,3.84,0.02,0.3667,,,
86,188.688,255.0,1,250.0,1,0,0,0,0,1,1023,0,410,46,-4,199,196,1,8017.0,0.877,1,3.0067,0,-100,1.0,0,32.2,78,1.053,255.0,215.0,215.0,0.5138,0.4385,0.0,0.1667,-0.01053,0.0,0.0,0.0,2.56,0.0133,0.4333,,,
87,191.207,255.0,1,250.0,1,0,0,0,0,1,1023,0,410,45,1,199,208,1,7962.0,0.853,1,0.44,0,-100,0.22,0,13.09,90,0.568,116.0,76.0,76.0,0.5102,0.4265,0.0,0.1667,-0.01389,0.0,0.0,0.0,0.0,0.04,0.4,,,
88,193.185,115.0,1,250.0,1,0,0,0,0,1,1023,0,666,45,-4,199,237,1,7990.0,0.8652,1,3.68,0,-100,1.0,0,32.2,82,0.621,118.0,78.0,78.0,0.512,0.4326,0.0,0.1667,-0.01179,1.4,0.0,0.0,1.28,0.0333,0.9667,,,
89,195.111,118.0,1,250.0,1,0,0,0,0,1,1023,0,666,45,-2,199,252,1,7990.0,0.8652,1,0.5433,0,-100,0.272,0,14.355,76,0.93,233.0,193.0,193.0,0.512,0.4326,0.0,0.1667,-0.01156,0.03,0.0,0.0,0.0,0.0133,0.5,,,
90,197.52,231.0,1,250.0,1,0,0,0,0,1,1023,0,666,48,0,198,262,1,8017.0,0.877,1,1.5033,0,-100,0.752,0,26.115,76,0.909,122.0,82.0,82.0,0.5138,0.4385,0.0,0.1667,-0.00957,1.13,0.0,0.0,0.0,0.04,0.3333,,,
91,199.887,117.0,1,250.0,1,0,0,0,0,1,1023,0,410,48,-3,198,275,1,7990.0,0.8652,1,2.8733,0,-100,1.0,0,32.2,86,0.602,114.0,74.0,74.0,0.512,0.4326,0.0,0.1667,-0.01113,1.14,0.0,0.0,1.28,0.02,0.4333,,,
