ciclo,t,ultra_cm,ultra_vivo,eopd_raw,eopd_vivo,color_r,color_g,color_b,color_luminosidad,color_vivo,touch_raw,touch_presionado,gyro_raw,accel_x,accel_y,accel_z,compass_deg,smux_vivo,bateria_mv,energia,energia_vivo,cambio_total,veto_reactivo,volante_elegido,D_actual,contador_sin_cambio,tiempo_deliberacion_s,potencia,duracion_s,ultra_cm_post,error_post,e_R,prop_bienestar,prop_vigor,prop_acople,prop_malestar,prop_dW,d_ultra,d_eopd,d_color,d_gyro,d_accel,d_compass,presion_desacople,veto_motivo,vetos_consecutivos
54,116.613,27.0,1,250.0,1,0,0,0,0,1,764,0,913,88,1,187,333,1,7450.0,0.6304,1,2.7017,0,25,1.0,0,33.51,70,0.51,27.0,13.0,13.0,0.4771,0.3152,0.0,0.1667,-0.01502,0.0,0.0,0.0,2.555,0.08,0.0667,,,
55,118.572,27.0,1,250.0,1,0,0,0,0,1,766,0,657,88,-10,186,314,1,7436.0,0.6243,1,1.9933,0,25,0.997,0,33.428,45,0.573,27.0,13.0,13.0,0.4762,0.3121,0.0,0.1667,-0.01563,0.0,0.0,0.0,1.28,0.08,0.6333,,,
56,120.821,27.0,1,250.0,1,0,0,0,0,1,506,0,152,89,-7,185,314,1,7436.0,0.6243,1,2.5583,0,25,1.0,0,33.51,67,0.687,29.0,11.0,11.0,0.4762,0.3121,0.0,0.1667,-0.01532,0.0,0.0,0.0,2.525,0.0333,0.0,,,
57,123.018,29.0,1,250.0,1,0,0,0,0,1,1014,0,918,88,-8,186,300,1,7422.0,0.6183,1,4.3367,0,25,1.0,0,33.51,43,1.011,30.0,10.0,10.0,0.4753,0.3091,0.0,0.1667,-0.0159,0.02,0.0,0.0,3.83,0.02,0.4667,,,
58,125.398,30.0,1,250.0,1,0,0,0,0,1,247,1,912,87,-8,185,301,1,7436.0,0.6243,1,0.0867,1,,,,,,,,,,0.5734,0.3121,0.0,0.0278,0.08249,0.01,0.0,0.0,0.03,0.0133,0.0333,0.167,colision_trasera,1
59,127.612,255.0,1,250.0,1,0,0,0,0,1,1018,0,144,88,-2,185,300,1,7408.0,0.6122,1,6.17,0,25,1.0,0,33.59,45,1.072,29.0,11.0,11.0,0.4744,0.3061,0.0,0.1667,-0.01814,2.25,0.0,0.0,3.84,0.0467,0.0333,,,
60,130.441,29.0,1,250.0,1,0,0,0,0,1,247,1,912,88,-8,185,300,1,7422.0,0.6183,1,6.14,1,,,,,,,,,,0.5725,0.3091,0.0,0.0278,0.08031,2.26,0.0,0.0,3.84,0.04,0.0,0.167,colision_trasera,1
61,132.584,255.0,1,250.0,1,0,0,0,0,1,247,1,145,95,-8,183,271,1,7436.0,0.6243,1,7.1217,1,,,,,,,,,,0.554,0.3121,0.0,0.0555,0.06023,2.26,0.0,0.0,3.835,0.06,0.9667,0.333,colision_trasera,2
62,134.946,255.0,1,250.0,1,0,0,0,0,1,1016,0,657,89,-2,184,241,1,7367.0,0.5943,1,3.6467,0,25,1.0,0,33.75,51,0.538,255.0,215.0,215.0,0.4717,0.2972,0.0,0.1667,-0.02325,0.0,0.0,0.0,2.56,0.0867,1.0,,,
63,136.968,255.0,1,250.0,1,0,0,0,0,1,765,0,657,91,-7,184,242,1,7450.0,0.6304,1,0.08,0,25,0.04,1,10.23,52,1.108,255.0,215.0,215.0,0.4771,0.3152,0.0,0.1667,-0.01742,0.0,0.0,0.0,0.0,0.0467,0.0333,,,
64,139.564,255.0,1,250.0,1,0,0,0,0,1,1021,0,152,92,-7,184,242,1,7394.0,0.6061,1,2.5317,0,25,1.0,0,33.75,65,0.95,255.0,215.0,215.0,0.4735,0.303,0.0,0.1667,-0.02068,0.0,0.0,0.0,2.525,0.0067,0.0,,,
65,141.868,255.0,1,250.0,1,0,0,0,0,1,760,0,658,86,-8,186,223,1,7422.0,0.6183,1,3.2233,0,25,1.0,0,33.75,46,0.822,255.0,215.0,215.0,0.4753,0.3091,0.0,0.1667,-0.01845,0.0,0.0,0.0,2.53,0.06,0.6333,,,
66,144.181,255.0,1,250.0,1,0,0,0,0,1,1017,0,402,87,-7,186,224,1,7450.0,0.6304,1,1.3267,0,25,0.663,0,25.502,64,0.726,255.0,215.0,215.0,0.4771,0.3152,0.0,0.1667,-0.01629,0.0,0.0,0.0,1.28,0.0133,0.0333,,,
67,146.399,255.0,1,250.0,1,0,0,0,0,1,763,0,146,87,-12,186,223,1,7422.0,0.6183,1,1.3467,0,25,0.673,0,25.747,52,0.917,255.0,215.0,215.0,0.4753,0.3091,0.0,0.1667,-0.01776,0.0,0.0,0.0,1.28,0.0333,0.0333,,,
68,148.811,255.0,1,250.0,1,0,0,0,0,1,764,0,405,87,-8,186,225,1,7436.0,0.6243,1,1.3883,0,25,0.694,0,26.257,62,0.609,255.0,215.0,215.0,0.4762,0.3121,0.0,0.1667,-0.01651,0.0,0.0,0.0,1.295,0.0267,0.0667,,,
69,150.963,255.0,1,250.0,1,0,0,0,0,1,506,0,402,87,-7,186,223,1,7408.0,0.6122,1,0.0883,0,25,0.044,1,10.332,63,1.081,255.0,215.0,215.0,0.4744,0.3061,0.0,0.1667,-0.01798,0.0,0.0,0.0,0.015,0.0067,0.0667,,,
70,153.51,255.0,1,250.0,1,0,0,0,0,1,504,0,406,87,-7,186,222,1,7422.0,0.6183,1,0.0533,0,25,0.027,2,9.903,63,0.788,255.0,215.0,215.0,0.4753,0.3091,0.0,0.1667,-0.01671,0.0,0.0,0.0,0.02,0.0,0.0333,,,
71,155.689,255.0,1,250.0,1,0,0,0,0,1,504,0,660,87,-6,186,222,1,7450.0,0.6304,1,1.2767,0,25,0.638,0,24.89,54,0.77,255.0,215.0,215.0,0.4771,0.3152,0.0,0.1667,-0.01458,0.0,0.0,0.0,1.27,0.0067,0.0,,,
72,157.959,255.0,1,250.0,1,0,0,0,0,1,504,0,914,87,-8,186,222,1,7408.0,0.6122,1,1.2833,0,25,0.642,0,24.97,41,1.177,255.0,215.0,215.0,0.4744,0.3061,0.0,0.1667,-0.017,0.0,0.0,0.0,1.27,0.0133,0.0,,,
73,160.621,255.0,1,250.0,1,0,0,0,0,1,504,0,658,87,-8,186,222,1,7422.0,0.6183,1,1.28,0,25,0.64,0,24.93,57,1.195,255.0,215.0,215.0,0.4753,0.3091,0.0,0.1667,-0.01575,0.0,0.0,0.0,1.28,0.0,0.0,,,
74,163.433,255.0,1,250.0,1,0,0,0,0,1,760,0,661,87,-8,186,222,1,7450.0,0.6304,1,0.015,0,25,0.007,1,9.434,40,0.882,255.0,215.0,215.0,0.4771,0.3152,0.0,0.1667,-0.01363,0.0,0.0,0.0,0.015,0.0,0.0,,,
75,165.682,255.0,1,250.0,1,0,0,0,0,1,508,0,405,87,-8,186,222,1,7394.0,0.6061,1,1.28,0,25,0.64,0,24.93,48,0.889,255.0,215.0,215.0,0.4735,0.303,0.0,0.1667,-0.01698,0.0,0.0,0.0,1.28,0.0,0.0,,,
76,167.931,255.0,1,250.0,1,0,0,0,0,1,506,0,402,87,-8,186,222,1,7394.0,0.6061,1,0.015,0,25,0.007,1,9.434,43,0.61,255.0,215.0,215.0,0.4735,0.303,0.0,0.1667,-0.01664,0.0,0.0,0.0,0.015,0.0,0.0,,,
77,170.006,255.0,1,250.0,1,0,0,0,0,1,248,1,146,87,-8,186,222,1,7422.0,0.6183,1,1.28,1,,,,,,,,,,0.5725,0.3091,0.0,0.0278,0.08269,0.0,0.0,0.0,1.28,0.0,0.0,0.167,colision_trasera,1
78,172.147,255.0,1,250.0,1,0,0,0,0,1,761,0,403,88,-10,185,204,1,7394.0,0.6061,1,1.9117,0,25,0.956,0,32.748,57,0.888,255.0,215.0,215.0,0.4735,0.303,0.0,0.1667,-0.01796,0.0,0.0,0.0,1.285,0.0267,0.6,,,
79,174.43,255.0,1,250.0,1,0,0,0,0,1,505,0,403,91,-8,184,205,1,7450.0,0.6304,1,0.0733,0,25,0.037,1,10.228,58,0.451,255.0,215.0,215.0,0.4771,0.3152,0.0,0.1667,-0.01398,0.0,0.0,0.0,0.0,0.04,0.0333,,,
80,176.486,255.0,1,250.0,1,0,0,0,0,1,762,0,659,90,-7,184,205,1,7450.0,0.6304,1,1.2933,0,25,0.647,0,25.173,44,0.593,255.0,215.0,215.0,0.4771,0.3152,0.0,0.1667,-0.0137,0.0,0.0,0.0,1.28,0.0133,0.0,,,
81,178.57,255.0,1,250.0,1,0,0,0,0,1,761,0,148,91,-7,184,205,1,7367.0,0.5943,1,2.5617,0,25,1.0,0,33.83,54,0.523,255.0,215.0,215.0,0.4717,0.2972,0.0,0.1667,-0.0188,0.0,0.0,0.0,2.555,0.0067,0.0,,,
82,180.43,255.0,1,250.0,1,0,0,0,0,1,761,0,403,90,-7,184,205,1,7436.0,0.6243,1,1.2817,0,25,0.641,0,25.031,69,0.939,255.0,215.0,215.0,0.4762,0.3121,0.0,0.1667,-0.01396,0.0,0.0,0.0,1.275,0.0067,0.0,,,
83,182.827,255.0,1,250.0,1,0,0,0,0,1,1017,0,404,86,-6,186,195,1,7408.0,0.6122,1,0.385,0,25,0.193,0,14.046,52,0.665,255.0,215.0,215.0,0.4744,0.3061,0.0,0.1667,-0.01548,0.0,0.0,0.0,0.005,0.0467,0.3333,,,
84,184.877,255.0,1,250.0,1,0,0,0,0,1,1017,0,148,86,-9,186,196,1,7394.0,0.6061,1,1.3333,0,25,0.667,0,25.663,54,1.017,255.0,215.0,215.0,0.4735,0.303,0.0,0.1667,-0.01608,0.0,0.0,0.0,1.28,0.02,0.0333,,,
85,187.404,255.0,1,250.0,1,0,0,0,0,1,1017,0,915,89,-6,180,198,1,7367.0,0.5943,1,3.9817,0,25,1.0,0,33.83,65,1.002,255.0,215.0,215.0,0.4717,0.2972,0.0,0.1667,-0.01751,0.0,0.0,0.0,3.835,0.08,0.0667,,,
86,189.926,255.0,1,250.0,1,0,0,0,0,1,762,0,660,86,-8,186,192,1,7408.0,0.6122,1,1.5483,0,25,0.774,0,28.297,61,0.778,255.0,215.0,215.0,0.4744,0.3061,0.0,0.1667,-0.0145,0.0,0.0,0.0,1.275,0.0733,0.2,,,
87,192.15,255.0,1,250.0,1,0,0,0,0,1,762,0,404,85,-8,186,192,1,7408.0,0.6122,1,1.2867,0,25,0.643,0,25.092,50,0.929,255.0,215.0,215.0,0.4744,0.3061,0.0,0.1667,-0.01421,0.0,0.0,0.0,1.28,0.0067,0.0,,,
88,194.674,255.0,1,250.0,1,0,0,0,0,1,249,1,660,86,-8,186,192,1,7450.0,0.6304,1,1.2867,1,,,,,,,,,,0.5743,0.3152,0.0,0.0278,0.08596,0.0,0.0,0.0,1.28,0.0067,0.0,0.167,colision_trasera,1
89,196.846,255.0,1,250.0,1,0,0,0,0,1,505,0,915,90,-14,186,202,1,7408.0,0.6122,1,1.675,0,25,0.838,0,29.929,67,0.722,255.0,215.0,215.0,0.4744,0.3061,0.0,0.1667,-0.01565,0.0,0.0,0.0,1.275,0.0667,0.3333,,,
90,198.956,255.0,1,250.0,1,0,0,0,0,1,762,0,404,86,-8,186,192,1,7422.0,0.6183,1,2.955,0,25,1.0,0,33.91,63,0.632,255.0,215.0,215.0,0.4753,0.3091,0.0,0.1667,-0.01443,0.0,0.0,0.0,2.555,0.0667,0.3333,,,
91,200.993,255.0,1,250.0,1,0,0,0,0,1,1018,0,403,86,-8,186,192,1,7436.0,0.6243,1,0.005,0,60,0.003,1,9.471,56,0.666,255.0,215.0,215.0,0.4762,0.3121,0.0,0.1667,-0.01324,0.0,0.0,0.0,0.005,0.0,0.0,,,
92,203.122,255.0,1,250.0,1,0,0,0,0,1,762,0,147,86,-8,186,192,1,7450.0,0.6304,1,1.28,0,60,0.64,0,25.09,51,0.909,255.0,215.0,215.0,0.4771,0.3152,0.0,0.1667,-0.01207,0.0,0.0,0.0,1.28,0.0,0.0,,,
