ciclo,t,ultra_cm,ultra_vivo,eopd_raw,eopd_vivo,color_r,color_g,color_b,color_luminosidad,color_vivo,touch_raw,touch_presionado,gyro_raw,accel_x,accel_y,accel_z,compass_deg,smux_vivo,bateria_mv,energia,energia_vivo,cambio_total,veto_reactivo,volante_elegido,D_actual,contador_sin_cambio,tiempo_deliberacion_s,potencia,duracion_s,ultra_cm_post,error_post,e_R,prop_bienestar,prop_vigor,prop_acople,prop_malestar,prop_dW,d_ultra,d_eopd,d_color,d_gyro,d_accel,d_compass,presion_desacople,veto_motivo,vetos_consecutivos
25,48.775,57.0,1,250.0,1,0,0,0,0,1,1023,0,666,71,-10,191,95,1,7561.0,0.6787,1,3.3867,0,25,1.0,0,31.5,89,0.797,30.0,10.0,10.0,0.4843,0.3393,0.0,0.1667,0.00414,1.98,0.0,0.0,1.28,0.0267,0.1,,,
26,50.799,26.0,1,250.0,1,0,0,0,0,1,1023,0,410,73,-9,191,83,1,7588.0,0.6904,1,2.01,0,25,1.0,0,31.5,80,0.948,23.0,17.0,17.0,0.486,0.3452,0.0,0.1667,0.0058,0.31,0.0,0.0,1.28,0.02,0.4,,,
27,53.127,22.0,1,250.0,1,0,0,0,0,1,1023,0,666,71,-8,191,76,1,7561.0,0.6787,1,1.5733,1,,,,,,,,,,0.5815,0.3393,0.0,0.0278,0.10113,0.04,0.0,0.0,1.28,0.02,0.2333,0.167,obstaculo_frontal,1
28,55.083,31.0,1,250.0,1,0,0,0,0,1,1023,0,410,70,-7,191,63,1,7574.0,0.6843,1,1.8167,0,-60,0.908,0,29.485,89,0.896,255.0,215.0,215.0,0.4851,0.3422,0.0,0.1667,0.00276,0.09,0.0,0.0,1.28,0.0133,0.4333,,,
29,57.053,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,73,-5,191,107,1,7574.0,0.6843,1,5.02,0,-60,1.0,0,31.73,88,1.194,255.0,215.0,215.0,0.4851,0.3422,0.0,0.1667,0.0027,2.24,0.0,0.0,1.28,0.0333,1.4667,,,
30,59.574,255.0,1,250.0,1,0,0,0,0,1,1023,0,410,72,-7,191,113,1,7505.0,0.6543,1,1.5,0,-60,0.75,0,25.605,77,0.966,255.0,215.0,215.0,0.4807,0.3271,0.0,0.1667,-0.00182,0.0,0.0,0.0,1.28,0.02,0.2,,,
31,61.724,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,73,-7,191,133,1,7561.0,0.6787,1,1.9533,0,-60,0.977,0,31.158,83,1.067,255.0,215.0,215.0,0.4843,0.3393,0.0,0.1667,0.00185,0.0,0.0,0.0,1.28,0.0067,0.6667,,,
32,64.152,255.0,1,250.0,1,0,0,0,0,1,1023,0,922,71,-11,192,162,1,7519.0,0.6604,1,2.2933,0,-60,1.0,0,31.73,90,0.441,255.0,215.0,215.0,0.4816,0.3302,0.0,0.1667,-0.00091,0.0,0.0,0.0,1.28,0.0467,0.9667,,,
33,65.924,255.0,1,250.0,1,0,0,0,0,1,1023,0,922,71,-1,192,173,1,7519.0,0.6604,1,0.4333,0,-60,0.217,0,12.538,77,0.705,255.0,215.0,215.0,0.4816,0.3302,0.0,0.1667,-0.00089,0.0,0.0,0.0,0.0,0.0667,0.3667,,,
34,67.949,255.0,1,250.0,1,0,0,0,0,1,1023,0,410,71,-7,192,188,1,7588.0,0.6904,1,3.1,0,-60,1.0,0,31.73,82,0.783,255.0,215.0,215.0,0.486,0.3452,0.0,0.1667,0.00359,0.0,0.0,0.0,2.56,0.04,0.5,,,
35,69.874,255.0,1,250.0,1,0,0,0,0,1,1023,0,922,69,-13,192,210,1,7561.0,0.6787,1,3.3467,0,-60,1.0,0,31.73,87,0.979,255.0,215.0,215.0,0.4843,0.3393,0.0,0.1667,0.00178,0.0,0.0,0.0,2.56,0.0533,0.7333,,,
36,72.31,255.0,1,250.0,1,0,0,0,0,1,1023,0,410,70,-6,192,215,1,7505.0,0.6543,1,2.78,0,-60,1.0,0,31.73,76,0.675,255.0,215.0,215.0,0.4807,0.3271,0.0,0.1667,-0.00189,0.0,0.0,0.0,2.56,0.0533,0.1667,,,
37,74.25,255.0,1,250.0,1,0,0,0,0,1,1023,0,410,70,-7,192,220,1,7491.0,0.6483,1,0.1733,0,-60,0.087,0,9.353,83,0.585,255.0,215.0,215.0,0.4798,0.3241,0.0,0.1667,-0.00274,0.0,0.0,0.0,0.0,0.0067,0.1667,,,
38,76.194,255.0,1,250.0,1,0,0,0,0,1,1023,0,409,71,3,191,240,1,7561.0,0.6787,1,0.7517,0,-60,0.376,0,16.438,85,1.049,255.0,215.0,215.0,0.4843,0.3393,0.0,0.1667,0.00183,0.0,0.0,0.0,0.005,0.08,0.6667,,,
39,78.599,255.0,1,250.0,1,0,0,0,0,1,1023,0,922,71,-11,191,300,1,7588.0,0.6904,1,4.6583,0,-60,1.0,0,31.73,86,0.403,255.0,215.0,215.0,0.486,0.3452,0.0,0.1667,0.00354,0.0,0.0,0.0,2.565,0.0933,2.0,,,
40,80.174,255.0,1,250.0,1,0,0,0,0,1,1023,0,922,75,-7,191,321,1,7574.0,0.6843,1,0.7533,0,-60,0.377,0,16.458,87,0.578,135.0,95.0,95.0,0.4851,0.3422,0.0,0.1667,0.00256,0.0,0.0,0.0,0.0,0.0533,0.7,,,
41,82.118,135.0,1,250.0,1,0,0,0,0,1,1023,0,922,73,-14,191,352,1,7574.0,0.6843,1,2.2933,0,-60,1.0,0,31.73,84,0.549,255.0,215.0,215.0,0.4851,0.3422,0.0,0.1667,0.00251,1.2,0.0,0.0,0.0,0.06,1.0333,,,
42,83.999,255.0,1,250.0,1,0,0,0,0,1,1023,0,665,74,-9,190,15,1,7574.0,0.6843,1,3.2983,0,-60,1.0,0,31.73,82,0.461,255.0,215.0,215.0,0.4851,0.3422,0.0,0.1667,0.00246,1.2,0.0,0.0,1.285,0.0467,0.7667,,,
43,85.824,55.0,1,250.0,1,0,0,0,0,1,1023,0,666,73,-11,190,33,1,7505.0,0.6543,1,2.625,0,-60,1.0,0,31.73,80,0.831,24.0,16.0,16.0,0.4807,0.3271,0.0,0.1667,-0.00205,2.0,0.0,0.0,0.005,0.02,0.6,,,
44,87.777,23.0,1,250.0,1,0,0,0,0,1,1023,0,154,72,-6,191,72,1,7464.0,0.6365,1,4.2267,1,,,,,,,,,,0.5752,0.3182,0.0,0.0278,0.09252,0.32,0.0,0.0,2.56,0.0467,1.3,0.167,obstaculo_frontal,1
45,89.792,30.0,1,250.0,1,0,0,0,0,1,1023,0,922,74,-5,190,56,1,7561.0,0.6787,1,4.47,0,60,1.0,0,31.96,76,1.043,255.0,215.0,215.0,0.4843,0.3393,0.0,0.1667,-0.00023,0.07,0.0,0.0,3.84,0.0267,0.5333,,,
46,92.224,255.0,1,250.0,1,0,0,0,0,1,1023,0,922,72,-11,192,12,1,7533.0,0.6665,1,3.7833,0,60,1.0,0,31.96,90,1.014,255.0,215.0,215.0,0.4825,0.3332,0.0,0.1667,-0.00204,2.25,0.0,0.0,0.0,0.0667,1.4667,,,
47,94.399,255.0,1,250.0,1,0,0,0,0,1,1023,0,154,70,-11,192,255,1,7602.0,0.6965,1,7.7533,0,60,1.0,0,31.96,82,0.94,255.0,215.0,215.0,0.4869,0.3483,0.0,0.1667,0.00246,0.0,0.0,0.0,3.84,0.0133,3.9,,,
48,96.649,255.0,1,250.0,1,0,0,0,0,1,1023,0,410,71,-6,188,185,1,7561.0,0.6787,1,3.68,0,60,1.0,0,31.96,81,0.671,255.0,215.0,215.0,0.4843,0.3393,0.0,0.1667,-0.00024,0.0,0.0,0.0,1.28,0.0667,2.3333,,,
49,98.749,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,75,-9,191,155,1,7574.0,0.6843,1,2.3467,0,60,1.0,0,31.96,87,0.626,255.0,215.0,215.0,0.4851,0.3422,0.0,0.1667,0.0006,0.0,0.0,0.0,1.28,0.0667,1.0,,,
50,100.601,255.0,1,250.0,1,0,0,0,0,1,1023,0,410,72,-5,191,109,1,7491.0,0.6483,1,2.86,0,60,1.0,0,31.96,80,0.464,26.0,14.0,14.0,0.4798,0.3241,0.0,0.1667,-0.00477,0.0,0.0,0.0,1.28,0.0467,1.5333,,,
51,102.499,25.0,1,250.0,1,0,0,0,0,1,1023,0,666,73,-1,191,78,1,7561.0,0.6787,1,4.6467,0,60,1.0,0,31.96,85,0.494,30.0,10.0,10.0,0.4843,0.3393,0.0,0.1667,-0.00015,2.3,0.0,0.0,1.28,0.0333,1.0333,,,
52,104.348,31.0,1,250.0,1,0,0,0,0,1,1023,0,922,73,-6,191,38,1,7533.0,0.6665,1,2.7067,0,60,1.0,0,31.96,82,0.538,255.0,215.0,215.0,0.4825,0.3332,0.0,0.1667,-0.00196,0.06,0.0,0.0,1.28,0.0333,1.3333,,,
53,106.226,255.0,1,250.0,1,0,0,0,0,1,1023,0,410,71,-4,192,6,1,7657.0,0.7204,1,5.9,0,60,1.0,0,31.96,81,0.842,118.0,78.0,78.0,0.4905,0.3602,0.0,0.1667,0.0061,2.24,0.0,0.0,2.56,0.0333,1.0667,,,
54,108.273,117.0,1,250.0,1,0,0,0,0,1,1023,0,666,71,-6,191,314,1,7602.0,0.6965,1,4.4133,0,60,1.0,0,31.96,77,0.884,255.0,215.0,215.0,0.4869,0.3483,0.0,0.1667,0.00242,1.38,0.0,0.0,1.28,0.02,1.7333,,,
55,110.603,120.0,1,250.0,1,0,0,0,0,1,1023,0,410,70,-5,192,259,1,7657.0,0.7204,1,3.1633,0,60,1.0,0,31.96,78,0.696,255.0,215.0,215.0,0.4905,0.3602,0.0,0.1667,0.00593,0.03,0.0,0.0,1.28,0.02,1.8333,,,
56,112.499,255.0,1,250.0,1,0,0,0,0,1,1023,0,410,71,-4,188,216,1,7602.0,0.6965,1,2.8233,0,60,1.0,0,31.96,87,1.043,255.0,215.0,215.0,0.4869,0.3483,0.0,0.1667,0.00225,1.35,0.0,0.0,0.0,0.04,1.4333,,,
57,114.699,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,72,-11,191,147,1,7561.0,0.6787,1,3.6533,0,60,1.0,0,31.96,81,0.981,64.0,24.0,24.0,0.4843,0.3393,0.0,0.1667,-0.00044,0.0,0.0,0.0,1.28,0.0733,2.3,,,
58,117.123,29.0,1,250.0,1,0,0,0,0,1,1023,0,922,72,-10,191,95,1,7547.0,0.6726,1,5.28,0,60,1.0,0,31.96,89,0.404,25.0,15.0,15.0,0.4834,0.3363,0.0,0.1667,-0.00134,2.26,0.0,0.0,1.28,0.0067,1.7333,,,
59,118.699,25.0,1,250.0,1,0,0,0,0,1,1023,0,922,74,-10,191,64,1,7602.0,0.6965,1,1.0867,0,60,0.543,0,20.772,87,1.119,255.0,215.0,215.0,0.4869,0.3483,0.0,0.1667,0.00224,0.04,0.0,0.0,0.0,0.0133,1.0333,,,
60,121.173,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,72,-10,191,342,1,7588.0,0.6904,1,6.3267,0,60,1.0,0,31.96,78,0.821,255.0,215.0,215.0,0.486,0.3452,0.0,0.1667,0.00129,2.3,0.0,0.0,1.28,0.0133,2.7333,,,
61,123.509,255.0,1,250.0,1,0,0,0,0,1,1023,0,410,71,-6,191,290,1,7547.0,0.6726,1,3.0467,0,60,1.0,0,31.96,79,1.065,255.0,215.0,215.0,0.4834,0.3363,0.0,0.1667,-0.00138,0.0,0.0,0.0,1.28,0.0333,1.7333,,,
62,125.724,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,70,-8,192,228,1,7616.0,0.7026,1,3.3733,0,60,1.0,0,31.96,78,0.571,255.0,215.0,215.0,0.4878,0.3513,0.0,0.1667,0.00311,0.0,0.0,0.0,1.28,0.0267,2.0667,,,
63,127.523,255.0,1,250.0,1,0,0,0,0,1,1023,0,922,71,-6,191,204,1,7533.0,0.6665,1,2.1067,0,60,1.0,0,31.96,79,0.767,255.0,215.0,215.0,0.4825,0.3332,0.0,0.1667,-0.00232,0.0,0.0,0.0,1.28,0.0267,0.8,,,
64,129.573,255.0,1,250.0,1,0,0,0,0,1,1023,0,410,71,-10,191,172,1,7588.0,0.6904,1,3.6533,0,60,1.0,0,31.96,77,0.503,255.0,215.0,215.0,0.486,0.3452,0.0,0.1667,0.00128,0.0,0.0,0.0,2.56,0.0267,1.0667,,,
65,131.273,255.0,1,250.0,1,0,0,0,0,1,1023,0,410,72,-7,192,154,1,7630.0,0.7087,1,0.6333,0,60,0.317,0,15.218,84,0.689,255.0,215.0,215.0,0.4888,0.3543,0.0,0.1667,0.00397,0.0,0.0,0.0,0.0,0.0333,0.6,,,
66,133.273,255.0,1,250.0,1,0,0,0,0,1,1023,0,155,74,-9,190,112,1,7519.0,0.6604,1,2.715,0,60,1.0,0,31.96,76,0.73,27.0,13.0,13.0,0.4816,0.3302,0.0,0.1667,-0.00329,0.0,0.0,0.0,1.275,0.04,1.4,,,
67,135.201,26.0,1,250.0,1,0,0,0,0,1,1023,0,410,73,-11,191,82,1,7547.0,0.6726,1,4.5917,0,60,1.0,0,31.96,87,0.526,30.0,10.0,10.0,0.4834,0.3363,0.0,0.1667,-0.00141,2.29,0.0,0.0,1.275,0.0267,1.0,,,
68,136.998,32.0,1,250.0,1,0,0,0,0,1,1023,0,410,74,-5,190,38,1,7644.0,0.7148,1,1.58,0,60,0.79,0,26.815,87,0.81,255.0,215.0,215.0,0.4897,0.3574,0.0,0.1667,0.0049,0.06,0.0,0.0,0.0,0.0533,1.4667,,,
69,139.123,120.0,1,250.0,1,0,0,0,0,1,1023,0,666,71,-12,191,338,1,7574.0,0.6843,1,4.2333,0,60,1.0,0,31.96,89,0.714,255.0,215.0,215.0,0.4851,0.3422,0.0,0.1667,0.00026,0.88,0.0,0.0,1.28,0.0733,2.0,,,
70,141.048,255.0,1,250.0,1,0,0,0,0,1,1023,0,410,70,-6,192,256,1,7574.0,0.6843,1,5.4167,0,60,1.0,0,31.96,89,1.175,255.0,215.0,215.0,0.4851,0.3422,0.0,0.1667,0.00026,1.35,0.0,0.0,1.28,0.0533,2.7333,,,
71,143.577,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,72,-10,191,158,1,7505.0,0.6543,1,4.5933,0,60,1.0,0,31.96,83,0.738,255.0,215.0,215.0,0.4807,0.3271,0.0,0.1667,-0.00421,0.0,0.0,0.0,1.28,0.0467,3.2667,,,
72,145.573,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,72,-8,191,114,1,7588.0,0.6904,1,1.48,0,60,0.74,0,25.59,82,0.548,27.0,13.0,13.0,0.486,0.3452,0.0,0.1667,0.00124,0.0,0.0,0.0,0.0,0.0133,1.4667,,,
73,147.448,26.0,1,250.0,1,0,0,0,0,1,1023,0,410,72,-4,191,82,1,7561.0,0.6787,1,4.6633,0,60,1.0,0,31.96,85,0.427,32.0,8.0,8.0,0.5076,0.3393,0.0,0.1333,0.02281,2.29,0.0,0.0,1.28,0.0267,1.0667,,,
74,149.2,30.0,1,250.0,1,0,0,0,0,1,1023,0,410,73,-9,191,54,1,7547.0,0.6726,1,1.0133,0,60,0.507,0,19.873,82,0.84,255.0,215.0,215.0,0.4834,0.3363,0.0,0.1667,-0.00189,0.04,0.0,0.0,0.0,0.04,0.9333,,,
75,151.323,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,72,-6,191,4,1,7561.0,0.6787,1,5.2233,0,60,1.0,0,31.96,88,0.622,118.0,78.0,78.0,0.4843,0.3393,0.0,0.1667,-0.00094,2.25,0.0,0.0,1.28,0.0267,1.6667,,,
76,153.223,255.0,1,250.0,1,0,0,0,0,1,1023,0,410,71,-12,191,310,1,7574.0,0.6843,1,3.1267,0,60,1.0,0,31.96,79,0.873,120.0,80.0,80.0,0.4851,0.3422,0.0,0.1667,-9e-05,0.0,0.0,0.0,1.28,0.0467,1.8,,,
77,155.501,119.0,1,250.0,1,0,0,0,0,1,1023,0,666,70,-10,192,250,1,7588.0,0.6904,1,4.6667,0,60,1.0,0,31.96,76,0.935,255.0,215.0,215.0,0.486,0.3452,0.0,0.1667,0.00082,1.36,0.0,0.0,1.28,0.0267,2.0,,,
78,157.598,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,70,-7,192,207,1,7616.0,0.7026,1,2.8133,0,60,1.0,0,31.96,79,1.155,255.0,215.0,215.0,0.4878,0.3513,0.0,0.1667,0.00262,1.36,0.0,0.0,0.0,0.02,1.4333,,,
79,160.124,255.0,1,250.0,1,0,0,0,0,1,1023,0,410,72,-11,191,162,1,7519.0,0.6604,1,2.8267,0,60,1.0,0,31.96,88,1.102,27.0,13.0,13.0,0.4816,0.3302,0.0,0.1667,-0.00371,0.0,0.0,0.0,1.28,0.0467,1.5,,,
80,162.524,24.0,1,250.0,1,0,0,0,0,1,1023,0,154,73,-5,190,76,1,7602.0,0.6965,1,6.51,1,,,,,,,,,,0.5841,0.3483,0.0,0.0278,0.09892,2.31,0.0,0.0,1.28,0.0533,2.8667,0.167,obstaculo_frontal,1
81,164.415,25.0,1,250.0,1,0,0,0,0,1,1023,0,410,72,-13,191,80,1,7616.0,0.7026,1,1.49,0,100,0.745,0,25.942,84,0.458,34.0,6.0,6.0,0.5345,0.3513,0.0,0.1,0.04733,0.01,0.0,0.0,1.28,0.0667,0.1333,,,
82,165.998,34.0,1,250.0,1,0,0,0,0,1,1023,0,666,75,-11,190,46,1,7574.0,0.6843,1,2.5433,0,100,1.0,0,32.19,75,1.168,255.0,215.0,215.0,0.4851,0.3422,0.0,0.1667,-0.00301,0.09,0.0,0.0,1.28,0.04,1.1333,,,
83,168.498,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,74,-11,190,12,1,7519.0,0.6604,1,3.35,0,100,1.0,0,32.19,85,1.106,255.0,215.0,215.0,0.4816,0.3302,0.0,0.1667,-0.0065,2.21,0.0,0.0,0.0,0.0067,1.1333,,,
84,170.947,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,73,-9,191,261,1,7519.0,0.6604,1,3.7267,0,100,1.0,0,32.19,89,0.775,255.0,215.0,215.0,0.4816,0.3302,0.0,0.1667,-0.00637,0.0,0.0,0.0,0.0,0.0267,3.7,,,
85,173.073,255.0,1,250.0,1,0,0,0,0,1,1023,0,154,72,-10,191,193,1,7547.0,0.6726,1,4.84,0,100,1.0,0,32.19,85,0.873,255.0,215.0,215.0,0.4834,0.3363,0.0,0.1667,-0.00443,0.0,0.0,0.0,2.56,0.0133,2.2667,,,
86,175.273,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,70,-12,192,171,1,7616.0,0.7026,1,3.3267,0,100,1.0,0,32.19,83,0.408,255.0,215.0,215.0,0.4878,0.3513,0.0,0.1667,0.00012,0.0,0.0,0.0,2.56,0.0333,0.7333,,,
87,176.879,255.0,1,250.0,1,0,0,0,0,1,1023,0,922,70,-11,192,162,1,7561.0,0.6787,1,1.5867,0,100,0.793,0,27.127,77,0.999,255.0,215.0,215.0,0.4843,0.3393,0.0,0.1667,-0.00344,0.0,0.0,0.0,1.28,0.0067,0.3,,,
88,179.275,255.0,1,250.0,1,0,0,0,0,1,1023,0,922,71,-11,188,133,1,7574.0,0.6843,1,1.0,0,100,0.5,0,19.94,86,0.496,255.0,215.0,215.0,0.4851,0.3422,0.0,0.1667,-0.00253,0.0,0.0,0.0,0.0,0.0333,0.9667,,,
89,181.172,34.0,1,250.0,1,0,0,0,0,1,1023,0,154,71,-13,192,105,1,7616.0,0.7026,1,7.0233,0,100,1.0,0,32.19,80,0.416,255.0,215.0,215.0,0.4878,0.3513,0.0,0.1667,0.00024,2.21,0.0,0.0,3.84,0.04,0.9333,,,
90,183.048,29.0,1,250.0,1,0,0,0,0,1,1023,0,410,71,-10,191,81,1,7533.0,0.6665,1,2.1567,0,100,1.0,0,32.19,84,0.562,255.0,215.0,215.0,0.4825,0.3332,0.0,0.1667,-0.00514,0.05,0.0,0.0,1.28,0.0267,0.8,,,
91,185.014,52.0,1,250.0,1,0,0,0,0,1,1023,0,410,72,-16,191,50,1,7491.0,0.6483,1,1.31,0,100,0.655,0,23.738,85,1.049,255.0,215.0,215.0,0.4798,0.3241,0.0,0.1667,-0.00774,0.23,0.0,0.0,0.0,0.0467,1.0333,,,
