ciclo,t,ultra_cm,ultra_vivo,eopd_raw,eopd_vivo,color_r,color_g,color_b,color_luminosidad,color_vivo,touch_raw,touch_presionado,gyro_raw,accel_x,accel_y,accel_z,compass_deg,smux_vivo,bateria_mv,energia,energia_vivo,cambio_total,veto_reactivo,volante_elegido,D_actual,contador_sin_cambio,tiempo_deliberacion_s,potencia,duracion_s,ultra_cm_post,error_post,e_R,prop_bienestar,prop_vigor,prop_acople,prop_malestar,prop_dW,d_ultra,d_eopd,d_color,d_gyro,d_accel,d_compass,presion_desacople,veto_motivo,vetos_consecutivos
29,63.497,23.0,1,250.0,1,0,0,0,0,1,1023,0,922,76,-12,189,349,1,7671.0,0.7265,1,1.465,1,,,,,,,,,,0.5692,0.3633,0.0,0.0555,0.06842,0.01,0.0,0.0,1.275,0.0467,0.1333,0.333,obstaculo_frontal,2
30,65.72,22.0,1,250.0,1,0,0,0,0,1,1023,0,666,79,-9,188,337,1,7699.0,0.7387,1,1.7367,1,,,,,,,,,,0.5515,0.3694,0.0,0.0833,0.04938,0.01,0.0,0.0,1.28,0.0467,0.4,0.5,obstaculo_frontal,3
31,68.02,24.0,1,250.0,1,0,0,0,0,1,1023,0,154,78,-6,189,347,1,7671.0,0.7265,1,2.9467,1,,,,,,,,,,0.5303,0.3633,0.0,0.1112,0.02709,0.02,0.0,0.0,2.56,0.0333,0.3333,0.667,obstaculo_frontal,4
32,70.61,35.0,1,250.0,1,0,0,0,0,1,1023,0,666,79,-10,188,300,1,7657.0,0.7204,1,4.2767,0,100,1.0,0,32.36,78,1.014,255.0,215.0,215.0,0.4905,0.3602,0.0,0.1667,-0.0132,0.11,0.0,0.0,2.56,0.04,1.5667,,,
33,73.019,92.0,1,250.0,1,0,0,0,0,1,1023,0,410,77,-6,189,264,1,7657.0,0.7204,1,3.0967,0,100,1.0,0,32.36,78,0.926,99.0,59.0,59.0,0.4905,0.3602,0.0,0.1667,-0.01294,0.57,0.0,0.0,1.28,0.0467,1.2,,,
34,75.436,97.0,1,250.0,1,0,0,0,0,1,1023,0,666,77,-10,189,244,1,7671.0,0.7265,1,2.0233,0,100,1.0,0,32.36,85,1.023,95.0,55.0,55.0,0.4914,0.3633,0.0,0.1667,-0.01177,0.05,0.0,0.0,1.28,0.0267,0.6667,,,
35,77.924,95.0,1,250.0,1,0,0,0,0,1,1023,0,666,76,-9,189,205,1,7671.0,0.7265,1,1.3333,0,100,0.667,0,24.193,84,1.064,98.0,58.0,58.0,0.4914,0.3633,0.0,0.1667,-0.01154,0.02,0.0,0.0,0.0,0.0133,1.3,,,
36,80.483,97.0,1,250.0,1,0,0,0,0,1,1023,0,666,75,-9,190,195,1,7644.0,0.7148,1,0.3667,0,100,0.183,0,12.352,81,0.787,255.0,215.0,215.0,0.4897,0.3574,0.0,0.1667,-0.01305,0.02,0.0,0.0,0.0,0.0133,0.3333,,,
37,82.573,255.0,1,250.0,1,0,0,0,0,1,1023,0,410,76,-11,190,191,1,7657.0,0.7204,1,3.0133,0,100,1.0,0,32.36,83,0.78,255.0,215.0,215.0,0.4905,0.3602,0.0,0.1667,-0.01195,1.58,0.0,0.0,1.28,0.02,0.1333,,,
38,84.723,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,76,-11,189,180,1,7630.0,0.7087,1,1.6533,0,100,0.827,0,28.113,88,0.426,255.0,215.0,215.0,0.4888,0.3543,0.0,0.1667,-0.01346,0.0,0.0,0.0,1.28,0.0067,0.3667,,,
39,86.774,255.0,1,250.0,1,0,0,0,0,1,1023,0,922,76,-6,190,166,1,7616.0,0.7026,1,1.7867,0,100,0.893,0,29.747,77,0.664,81.0,41.0,41.0,0.4878,0.3513,0.0,0.1667,-0.01409,0.0,0.0,0.0,1.28,0.04,0.4667,,,
40,88.948,81.0,1,250.0,1,0,0,0,0,1,1023,0,666,76,-12,190,148,1,7657.0,0.7204,1,3.66,0,100,1.0,0,32.36,76,0.479,255.0,215.0,215.0,0.4905,0.3602,0.0,0.1667,-0.01116,1.74,0.0,0.0,1.28,0.04,0.6,,,
41,90.867,255.0,1,250.0,1,0,0,0,0,1,1023,0,410,76,-6,190,138,1,7657.0,0.7204,1,3.3933,0,100,1.0,0,32.36,90,0.514,255.0,215.0,215.0,0.4905,0.3602,0.0,0.1667,-0.01094,1.74,0.0,0.0,1.28,0.04,0.3333,,,
42,92.802,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,76,-12,190,96,1,7685.0,0.7326,1,2.72,0,100,1.0,0,32.36,80,0.95,255.0,215.0,215.0,0.4923,0.3663,0.0,0.1667,-0.00891,0.0,0.0,0.0,1.28,0.04,1.4,,,
43,95.173,255.0,1,250.0,1,0,0,0,0,1,1023,0,922,78,-5,189,38,1,7630.0,0.7087,1,3.28,0,100,1.0,0,32.36,87,0.736,38.0,2.0,2.0,0.5821,0.3543,0.0,0.0333,0.08105,0.0,0.0,0.0,1.28,0.0667,1.9333,,,
44,97.4,38.0,1,250.0,1,0,0,0,0,1,1023,0,922,78,-9,189,329,1,7671.0,0.7265,1,4.4967,0,100,1.0,0,32.36,80,1.166,99.0,59.0,59.0,0.4914,0.3633,0.0,0.1667,-0.01126,2.17,0.0,0.0,0.0,0.0267,2.3,,,
45,100.073,100.0,1,250.0,1,0,0,0,0,1,1023,0,410,76,-11,189,245,1,7657.0,0.7204,1,6.0067,0,100,1.0,0,32.36,85,1.191,255.0,215.0,215.0,0.4905,0.3602,0.0,0.1667,-0.01194,0.62,0.0,0.0,2.56,0.0267,2.8,,,
46,102.673,255.0,1,250.0,1,0,0,0,0,1,1023,0,410,76,-6,189,171,1,7657.0,0.7204,1,4.05,0,100,1.0,0,32.36,88,1.037,255.0,215.0,215.0,0.4905,0.3602,0.0,0.1667,-0.0117,1.55,0.0,0.0,0.0,0.0333,2.4667,,,
47,105.098,255.0,1,250.0,1,0,0,0,0,1,1023,0,410,77,-3,189,84,1,7685.0,0.7326,1,2.9267,0,100,1.0,0,32.36,77,1.178,255.0,215.0,215.0,0.4923,0.3663,0.0,0.1667,-0.00965,0.0,0.0,0.0,0.0,0.0267,2.9,,,
48,107.724,44.0,1,250.0,1,0,0,0,0,1,1023,0,410,78,-11,189,14,1,7671.0,0.7265,1,4.5033,0,100,1.0,0,32.36,89,0.594,41.0,1.0,1.0,0.5964,0.3633,0.0,0.0167,0.09463,2.11,0.0,0.0,0.0,0.06,2.3333,,,
49,109.775,43.0,1,250.0,1,0,0,0,0,1,1023,0,922,78,-13,189,304,1,7630.0,0.7087,1,4.9167,0,100,1.0,0,32.36,89,1.129,80.0,40.0,40.0,0.4888,0.3543,0.0,0.1667,-0.01491,0.01,0.0,0.0,2.56,0.0133,2.3333,,,
50,112.599,80.0,1,250.0,1,0,0,0,0,1,1023,0,410,76,-9,189,142,1,7616.0,0.7026,1,8.37,0,100,1.0,0,32.36,79,0.931,255.0,215.0,215.0,0.4878,0.3513,0.0,0.1667,-0.01552,0.37,0.0,0.0,2.56,0.04,5.4,,,
51,115.022,255.0,1,250.0,1,0,0,0,0,1,1023,0,410,77,-4,189,93,1,7602.0,0.6965,1,3.4233,0,100,1.0,0,32.36,90,0.963,38.0,2.0,2.0,0.5803,0.3483,0.0,0.0333,0.07722,1.75,0.0,0.0,0.0,0.04,1.6333,,,
52,117.397,38.0,1,250.0,1,0,0,0,0,1,1023,0,410,77,-8,189,346,1,7644.0,0.7148,1,5.7633,0,100,1.0,0,32.36,84,1.197,93.0,53.0,53.0,0.4897,0.3574,0.0,0.1667,-0.01494,2.17,0.0,0.0,0.0,0.0267,3.5667,,,
53,120.072,94.0,1,250.0,1,0,0,0,0,1,1023,0,410,76,-7,189,196,1,7644.0,0.7148,1,5.5733,0,100,1.0,0,32.36,89,1.105,255.0,215.0,215.0,0.4897,0.3574,0.0,0.1667,-0.01464,0.56,0.0,0.0,0.0,0.0133,5.0,,,
54,122.605,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,77,-8,189,105,1,7657.0,0.7204,1,5.9367,0,100,1.0,0,32.36,79,0.554,255.0,215.0,215.0,0.4905,0.3602,0.0,0.1667,-0.01351,1.61,0.0,0.0,1.28,0.0133,3.0333,,,
55,124.497,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,77,-12,189,72,1,7685.0,0.7326,1,1.1267,0,100,0.563,0,21.662,75,1.039,255.0,215.0,215.0,0.4923,0.3663,0.0,0.1667,-0.01143,0.0,0.0,0.0,0.0,0.0267,1.1,,,
56,126.922,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,78,-10,189,36,1,7671.0,0.7265,1,1.22,0,100,0.61,0,22.805,88,1.148,85.0,45.0,45.0,0.4914,0.3633,0.0,0.1667,-0.01211,0.0,0.0,0.0,0.0,0.02,1.2,,,
57,129.522,93.0,1,250.0,1,0,0,0,0,1,1023,0,154,77,-15,189,262,1,7644.0,0.7148,1,8.6867,0,100,1.0,0,32.36,80,0.468,90.0,50.0,50.0,0.4897,0.3574,0.0,0.1667,-0.0136,1.62,0.0,0.0,2.56,0.04,4.4667,,,
58,131.557,90.0,1,250.0,1,0,0,0,0,1,1023,0,410,76,-11,189,208,1,7685.0,0.7326,1,3.1433,0,100,1.0,0,32.36,75,0.604,255.0,215.0,215.0,0.4923,0.3663,0.0,0.1667,-0.01068,0.03,0.0,0.0,1.28,0.0333,1.8,,,
59,133.773,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,76,-13,190,182,1,7630.0,0.7087,1,3.8167,0,100,1.0,0,32.36,90,1.172,255.0,215.0,215.0,0.4888,0.3543,0.0,0.1667,-0.01403,1.65,0.0,0.0,1.28,0.02,0.8667,,,
60,136.324,255.0,1,250.0,1,0,0,0,0,1,1023,0,411,77,-16,190,76,1,7644.0,0.7148,1,4.835,0,100,1.0,0,32.36,78,0.664,255.0,215.0,215.0,0.4897,0.3574,0.0,0.1667,-0.01284,0.0,0.0,0.0,1.275,0.0267,3.5333,,,
61,138.522,255.0,1,250.0,1,0,0,0,0,1,1023,0,410,78,-13,189,51,1,7671.0,0.7265,1,0.8717,0,100,0.436,0,18.538,76,0.816,255.0,215.0,215.0,0.4914,0.3633,0.0,0.1667,-0.01084,0.0,0.0,0.0,0.005,0.0333,0.8333,,,
62,140.749,255.0,1,250.0,1,0,0,0,0,1,1023,0,922,78,-15,189,28,1,7630.0,0.7087,1,3.34,0,100,1.0,0,32.36,77,0.569,39.0,1.0,1.0,0.5938,0.3543,0.0,0.0167,0.09173,0.0,0.0,0.0,2.56,0.0133,0.7667,,,
63,142.722,39.0,1,250.0,1,0,0,0,0,1,1023,0,665,77,-18,189,0,1,7685.0,0.7326,1,4.405,0,100,1.0,0,32.36,78,1.139,99.0,59.0,59.0,0.4923,0.3663,0.0,0.1667,-0.01155,2.16,0.0,0.0,1.285,0.0267,0.9333,,,
64,145.388,87.0,1,250.0,1,0,0,0,0,1,1023,0,410,78,-11,189,288,1,7671.0,0.7265,1,4.2083,0,100,1.0,0,32.36,77,0.548,255.0,215.0,215.0,0.4914,0.3633,0.0,0.1667,-0.01223,0.48,0.0,0.0,1.275,0.0533,2.4,,,
65,147.453,96.0,1,250.0,1,0,0,0,0,1,1023,0,410,77,-11,189,252,1,7671.0,0.7265,1,1.2967,0,100,0.648,0,23.745,90,0.757,255.0,215.0,215.0,0.4914,0.3633,0.0,0.1667,-0.01198,0.09,0.0,0.0,0.0,0.0067,1.2,,,
66,149.723,255.0,1,250.0,1,0,0,0,0,1,1023,0,410,77,-9,189,172,1,7588.0,0.6904,1,4.27,0,100,1.0,0,32.36,82,0.756,78.0,38.0,38.0,0.486,0.3452,0.0,0.1667,-0.01711,1.59,0.0,0.0,0.0,0.0133,2.6667,,,
67,151.923,79.0,1,250.0,1,0,0,0,0,1,1023,0,410,77,-5,189,141,1,7671.0,0.7265,1,2.82,0,100,1.0,0,32.36,76,0.579,255.0,215.0,215.0,0.4914,0.3633,0.0,0.1667,-0.0114,1.76,0.0,0.0,0.0,0.0267,1.0333,,,
68,154.047,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,77,-9,190,120,1,7671.0,0.7265,1,3.7733,0,100,1.0,0,32.36,82,0.77,255.0,215.0,215.0,0.4914,0.3633,0.0,0.1667,-0.01117,1.76,0.0,0.0,1.28,0.0333,0.7,,,
69,156.374,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,78,-8,189,72,1,7644.0,0.7148,1,1.62,0,100,0.81,0,27.705,79,1.019,255.0,215.0,215.0,0.4897,0.3574,0.0,0.1667,-0.01269,0.0,0.0,0.0,0.0,0.02,1.6,,,
70,158.921,255.0,1,250.0,1,0,0,0,0,1,1023,0,921,78,-17,189,20,1,7644.0,0.7148,1,3.0683,0,100,1.0,0,32.36,86,0.579,39.0,1.0,1.0,0.5947,0.3574,0.0,0.0167,0.09256,0.0,0.0,0.0,1.275,0.06,1.7333,,,
71,160.896,39.0,1,250.0,1,0,0,0,0,1,1023,0,666,78,-6,189,323,1,7644.0,0.7148,1,5.4083,0,100,1.0,0,32.36,90,1.125,255.0,215.0,215.0,0.4897,0.3574,0.0,0.1667,-0.01429,2.16,0.0,0.0,1.275,0.0733,1.9,,,
72,163.521,255.0,1,250.0,1,0,0,0,0,1,1023,0,410,77,-9,189,171,1,7644.0,0.7148,1,8.5333,0,100,1.0,0,32.36,84,0.581,83.0,43.0,43.0,0.4897,0.3574,0.0,0.1667,-0.014,2.16,0.0,0.0,1.28,0.0267,5.0667,,,
73,165.648,82.0,1,250.0,1,0,0,0,0,1,1023,0,410,75,-7,190,132,1,7630.0,0.7087,1,3.0633,0,100,1.0,0,32.36,87,0.955,255.0,215.0,215.0,0.4888,0.3543,0.0,0.1667,-0.01463,1.73,0.0,0.0,0.0,0.0333,1.3,,,
74,167.947,255.0,1,250.0,1,0,0,0,0,1,1023,0,922,76,-10,191,68,1,7630.0,0.7087,1,6.4567,0,100,1.0,0,32.36,77,1.054,255.0,215.0,215.0,0.4888,0.3543,0.0,0.1667,-0.01434,1.73,0.0,0.0,2.56,0.0333,2.1333,,,
75,170.496,255.0,1,250.0,1,0,0,0,0,1,1023,0,154,78,-10,189,35,1,7644.0,0.7148,1,4.9667,0,100,1.0,0,32.36,84,0.505,38.0,2.0,2.0,0.583,0.3574,0.0,0.0333,0.08019,0.0,0.0,0.0,3.84,0.0267,1.1,,,
76,172.576,36.0,1,250.0,1,0,0,0,0,1,1023,0,666,78,-6,189,0,1,7657.0,0.7204,1,5.9433,0,100,1.0,0,32.36,78,0.959,39.0,1.0,1.0,0.5955,0.3602,0.0,0.0167,0.09109,2.19,0.0,0.0,2.56,0.0267,1.1667,,,
77,174.922,40.0,1,250.0,1,0,0,0,0,1,1023,0,410,77,-12,190,300,1,7671.0,0.7265,1,3.3733,0,100,1.0,0,32.36,88,0.485,255.0,215.0,215.0,0.4914,0.3633,0.0,0.1667,-0.01483,0.04,0.0,0.0,1.28,0.0533,2.0,,,
78,177.051,92.0,1,250.0,1,0,0,0,0,1,1023,0,922,77,-6,189,245,1,7685.0,0.7326,1,4.96,0,100,1.0,0,32.36,84,0.996,255.0,215.0,215.0,0.4923,0.3663,0.0,0.1667,-0.01362,0.52,0.0,0.0,2.56,0.0467,1.8333,,,
79,179.298,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,76,-6,190,172,1,7602.0,0.6965,1,5.3567,0,100,1.0,0,32.36,83,0.518,84.0,44.0,44.0,0.4869,0.3483,0.0,0.1667,-0.01872,1.63,0.0,0.0,1.28,0.0133,2.4333,,,
80,181.324,82.0,1,250.0,1,0,0,0,0,1,1023,0,154,74,-8,190,148,1,7630.0,0.7087,1,5.1167,0,100,1.0,0,32.36,90,1.155,255.0,215.0,215.0,0.4888,0.3543,0.0,0.1667,-0.01653,1.73,0.0,0.0,2.56,0.0267,0.8,,,
81,183.922,255.0,1,250.0,1,0,0,0,0,1,1023,0,410,74,-9,191,120,1,7657.0,0.7204,1,3.9567,0,100,1.0,0,32.36,80,0.821,255.0,215.0,215.0,0.4905,0.3602,0.0,0.1667,-0.01446,1.73,0.0,0.0,1.28,0.0133,0.9333,,,
82,186.22,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,74,-8,190,112,1,7644.0,0.7148,1,1.56,0,100,0.78,0,26.97,89,0.529,255.0,215.0,215.0,0.4897,0.3574,0.0,0.1667,-0.015,0.0,0.0,0.0,1.28,0.0133,0.2667,,,
83,188.272,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,74,-8,190,106,1,7630.0,0.7087,1,0.2,0,60,0.1,0,10.31,84,0.541,255.0,215.0,215.0,0.4888,0.3543,0.0,0.1667,-0.01561,0.0,0.0,0.0,0.0,0.0,0.2,,,
84,190.272,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,74,-8,190,106,1,7657.0,0.7204,1,0.0,0,60,0.0,1,7.86,76,0.972,255.0,215.0,215.0,0.4905,0.3602,0.0,0.1667,-0.01356,0.0,0.0,0.0,0.0,0.0,0.0,,,
85,192.793,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,74,-12,190,106,1,7644.0,0.7148,1,0.0267,0,60,0.013,2,8.187,86,1.142,255.0,215.0,215.0,0.4897,0.3574,0.0,0.1667,-0.01412,0.0,0.0,0.0,0.0,0.0267,0.0,,,
86,195.42,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,73,-7,191,105,1,7630.0,0.7087,1,0.08,0,60,0.04,3,8.84,80,0.442,255.0,215.0,215.0,0.4888,0.3543,0.0,0.1667,-0.01475,0.0,0.0,0.0,0.0,0.0467,0.0333,,,
87,197.27,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,74,-7,191,106,1,7657.0,0.7204,1,0.04,0,60,0.02,4,8.35,90,0.408,255.0,215.0,215.0,0.4905,0.3602,0.0,0.1667,-0.01271,0.0,0.0,0.0,0.0,0.0067,0.0333,,,
88,199.139,255.0,1,250.0,1,0,0,0,0,1,1023,0,919,79,-10,183,55,1,7657.0,0.7204,1,3.0717,0,60,1.0,0,32.36,78,0.823,255.0,215.0,215.0,0.4905,0.3602,0.0,0.1667,-0.01246,0.0,0.0,0.0,1.265,0.1067,1.7,,,
89,201.55,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,77,-5,190,32,1,7644.0,0.7148,1,2.125,0,60,1.0,0,32.36,89,0.789,114.0,74.0,74.0,0.4897,0.3574,0.0,0.1667,-0.01304,0.0,0.0,0.0,1.265,0.0933,0.7667,,,
90,203.745,111.0,1,250.0,1,0,0,0,0,1,1023,0,922,79,-3,188,0,1,7602.0,0.6965,1,3.8267,0,60,1.0,0,32.36,82,0.444,109.0,69.0,69.0,0.4869,0.3483,0.0,0.1667,-0.0155,1.44,0.0,0.0,1.28,0.04,1.0667,,,
91,205.611,109.0,1,250.0,1,0,0,0,0,1,1023,0,666,78,-11,189,337,1,7657.0,0.7204,1,2.1333,0,60,1.0,0,32.36,81,1.074,255.0,215.0,215.0,0.4905,0.3602,0.0,0.1667,-0.01164,0.02,0.0,0.0,1.28,0.0667,0.7667,,,
