ciclo,t,ultra_cm,ultra_vivo,eopd_raw,eopd_vivo,color_r,color_g,color_b,color_luminosidad,color_vivo,touch_raw,touch_presionado,gyro_raw,accel_x,accel_y,accel_z,compass_deg,smux_vivo,bateria_mv,energia,energia_vivo,cambio_total,veto_reactivo,volante_elegido,D_actual,contador_sin_cambio,tiempo_deliberacion_s,potencia,duracion_s,ultra_cm_post,error_post,e_R,prop_bienestar,prop_vigor,prop_acople,prop_malestar,prop_dW,d_ultra,d_eopd,d_color,d_gyro,d_accel,d_compass,presion_desacople,veto_motivo,vetos_consecutivos
24,49.495,66.0,1,250.0,1,0,0,0,0,1,1023,0,666,50,-8,197,60,1,7297.0,0.5639,1,0.0367,0,25,1.0,5,31.5,60,0.86,255.0,215.0,215.0,0.4672,0.2819,0.0,0.1667,-0.00437,0.01,0.0,0.0,0.0,0.0267,0.0,,,
25,51.869,66.0,1,250.0,1,0,0,0,0,1,1023,0,666,50,-7,197,61,1,7256.0,0.5461,1,0.04,0,25,1.0,6,31.5,56,1.0,255.0,215.0,215.0,0.4646,0.2731,0.0,0.1667,-0.00693,0.0,0.0,0.0,0.0,0.0067,0.0333,,,
26,54.281,66.0,1,250.0,1,0,0,0,0,1,1023,0,666,50,-6,197,63,1,7270.0,0.5522,1,0.0733,0,25,1.0,7,31.5,47,1.021,67.0,27.0,27.0,0.4655,0.2761,0.0,0.1667,-0.00588,0.0,0.0,0.0,0.0,0.0067,0.0667,,,
27,56.568,66.0,1,250.0,1,0,0,0,0,1,1023,0,666,51,-6,197,63,1,7325.0,0.5761,1,0.0067,0,25,1.0,8,31.5,46,1.157,67.0,27.0,27.0,0.469,0.288,0.0,0.1667,-0.00221,0.0,0.0,0.0,0.0,0.0067,0.0,,,
28,59.118,66.0,1,250.0,1,0,0,0,0,1,1023,0,666,50,-6,197,63,1,7311.0,0.57,1,0.0067,0,25,1.0,9,31.5,64,0.749,255.0,215.0,215.0,0.4681,0.285,0.0,0.1667,-0.00307,0.0,0.0,0.0,0.0,0.0067,0.0,,,
29,61.394,66.0,1,250.0,1,0,0,0,0,1,1023,0,666,51,-7,197,62,1,7270.0,0.5522,1,0.0467,0,25,1.0,10,31.5,46,0.981,66.0,26.0,26.0,0.4655,0.2761,0.0,0.1667,-0.00566,0.0,0.0,0.0,0.0,0.0133,0.0333,,,
30,63.807,66.0,1,250.0,1,0,0,0,0,1,1023,0,666,50,-7,197,62,1,7311.0,0.57,1,0.0067,0,25,1.0,11,31.5,58,0.736,255.0,215.0,215.0,0.4681,0.285,0.0,0.1667,-0.0029,0.0,0.0,0.0,0.0,0.0067,0.0,,,
31,65.942,66.0,1,250.0,1,0,0,0,0,1,1023,0,666,50,-7,197,62,1,7367.0,0.5943,1,0.0,0,25,1.0,12,31.5,63,0.909,255.0,215.0,215.0,0.4717,0.2972,0.0,0.1667,0.00077,0.0,0.0,0.0,0.0,0.0,0.0,,,
32,68.24,66.0,1,250.0,1,0,0,0,0,1,1023,0,666,50,-7,197,62,1,7380.0,0.6,1,0.0,0,25,1.0,13,31.5,52,0.91,66.0,26.0,26.0,0.4726,0.3,0.0,0.1667,0.00161,0.0,0.0,0.0,0.0,0.0,0.0,,,
33,70.516,66.0,1,250.0,1,0,0,0,0,1,1023,0,666,50,-7,197,62,1,7353.0,0.5883,1,0.0,0,25,1.0,14,31.5,65,0.819,66.0,26.0,26.0,0.4708,0.2942,0.0,0.1667,-0.00017,0.0,0.0,0.0,0.0,0.0,0.0,,,
34,72.874,66.0,1,250.0,1,0,0,0,0,1,1023,0,410,50,-7,197,61,1,7353.0,0.5883,1,1.3133,0,25,0.657,0,23.088,43,1.17,66.0,26.0,26.0,0.4708,0.2942,0.0,0.1667,-0.00016,0.0,0.0,0.0,1.28,0.0,0.0333,,,
35,75.299,66.0,1,250.0,1,0,0,0,0,1,1023,0,666,50,-7,197,62,1,7380.0,0.6,1,1.3133,0,25,0.657,0,23.088,67,0.837,255.0,215.0,215.0,0.4726,0.3,0.0,0.1667,0.00158,0.0,0.0,0.0,1.28,0.0,0.0333,,,
36,77.515,66.0,1,250.0,1,0,0,0,0,1,1023,0,666,51,-12,197,61,1,7325.0,0.5761,1,0.0733,0,25,0.037,1,7.898,40,1.187,67.0,27.0,27.0,0.469,0.288,0.0,0.1667,-0.00201,0.0,0.0,0.0,0.0,0.04,0.0333,,,
37,80.01,66.0,1,250.0,1,0,0,0,0,1,1023,0,666,50,-8,197,61,1,7297.0,0.5639,1,0.0333,0,25,0.017,2,7.408,61,0.668,255.0,215.0,215.0,0.4672,0.2819,0.0,0.1667,-0.00378,0.0,0.0,0.0,0.0,0.0333,0.0,,,
38,81.89,66.0,1,250.0,1,0,0,0,0,1,1023,0,666,50,-9,197,61,1,7339.0,0.5822,1,0.0067,0,0,0.003,3,7.082,48,0.423,255.0,215.0,215.0,0.4699,0.2911,0.0,0.1667,-0.00098,0.0,0.0,0.0,0.0,0.0067,0.0,,,
39,83.415,255.0,1,250.0,1,0,0,0,0,1,1023,0,922,52,-3,197,68,1,7325.0,0.5761,1,3.4567,0,0,1.0,0,31.5,55,0.895,255.0,215.0,215.0,0.469,0.288,0.0,0.1667,-0.00187,1.89,0.0,0.0,1.28,0.0533,0.2333,,,
40,85.714,64.0,1,250.0,1,0,0,0,0,1,1023,0,666,52,-4,196,72,1,7325.0,0.5761,1,3.3367,0,0,1.0,0,31.5,53,0.768,255.0,215.0,215.0,0.469,0.288,0.0,0.1667,-0.00183,1.91,0.0,0.0,1.28,0.0133,0.1333,,,
41,87.816,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,53,-6,196,73,1,7408.0,0.6122,1,1.9633,0,0,0.982,0,31.05,58,0.66,255.0,215.0,215.0,0.4744,0.3061,0.0,0.1667,0.00357,1.91,0.0,0.0,0.0,0.02,0.0333,,,
42,89.814,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,53,-5,196,73,1,7380.0,0.6,1,0.0067,0,0,0.003,1,7.082,48,0.835,255.0,215.0,215.0,0.4726,0.3,0.0,0.1667,0.00169,0.0,0.0,0.0,0.0,0.0067,0.0,,,
43,92.164,64.0,1,250.0,1,0,0,0,0,1,1023,0,666,53,-5,196,73,1,7256.0,0.5461,1,1.91,0,0,0.955,0,30.397,57,0.783,255.0,215.0,215.0,0.4646,0.2731,0.0,0.1667,-0.00636,1.91,0.0,0.0,0.0,0.0,0.0,,,
44,94.213,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,52,-5,196,74,1,7380.0,0.6,1,1.95,0,0,0.975,0,30.887,41,0.825,255.0,215.0,215.0,0.4726,0.3,0.0,0.1667,0.00178,1.91,0.0,0.0,0.0,0.0067,0.0333,,,
45,96.575,64.0,1,250.0,1,0,0,0,0,1,1023,0,666,53,-5,196,74,1,7394.0,0.6061,1,1.9167,0,0,0.958,0,30.48,66,0.563,255.0,215.0,215.0,0.4735,0.303,0.0,0.1667,0.00265,1.91,0.0,0.0,0.0,0.0067,0.0,,,
46,98.375,255.0,1,250.0,1,0,0,0,0,1,1023,0,410,53,1,196,76,1,7311.0,0.57,1,3.2967,0,0,1.0,0,31.5,48,1.086,255.0,215.0,215.0,0.4681,0.285,0.0,0.1667,-0.00277,1.91,0.0,0.0,1.28,0.04,0.0667,,,
47,100.951,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,52,-2,197,76,1,7353.0,0.5883,1,1.3133,0,0,0.657,0,23.088,64,1.133,255.0,215.0,215.0,0.4708,0.2942,0.0,0.1667,1e-05,0.0,0.0,0.0,1.28,0.0333,0.0,,,
48,103.362,255.0,1,250.0,1,0,0,0,0,1,1023,0,922,52,-2,192,77,1,7408.0,0.6122,1,1.3467,0,0,0.673,0,23.497,43,1.153,255.0,215.0,215.0,0.4744,0.3061,0.0,0.1667,0.00356,0.0,0.0,0.0,1.28,0.0333,0.0333,,,
49,105.787,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,53,-3,196,77,1,7436.0,0.6243,1,1.32,0,0,0.66,0,23.17,66,0.628,255.0,215.0,215.0,0.4762,0.3121,0.0,0.1667,0.00529,0.0,0.0,0.0,1.28,0.04,0.0,,,
50,107.738,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,52,-4,196,79,1,7367.0,0.5943,1,0.08,0,0,0.04,1,7.98,60,0.589,255.0,215.0,215.0,0.4717,0.2972,0.0,0.1667,0.00072,0.0,0.0,0.0,0.0,0.0133,0.0667,,,
51,109.95,255.0,1,250.0,1,0,0,0,0,1,1023,0,410,53,-2,196,79,1,7284.0,0.5583,1,1.3,0,0,0.65,0,22.925,45,0.978,255.0,215.0,215.0,0.4664,0.2792,0.0,0.1667,-0.00465,0.0,0.0,0.0,1.28,0.02,0.0,,,
52,112.547,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,53,-3,196,79,1,7311.0,0.57,1,1.2867,0,0,0.643,0,22.762,55,0.988,255.0,215.0,215.0,0.4681,0.285,0.0,0.1667,-0.00281,0.0,0.0,0.0,1.28,0.0067,0.0,,,
53,114.919,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,53,-3,196,80,1,7339.0,0.5822,1,0.0333,0,0,0.017,1,7.408,43,1.059,255.0,215.0,215.0,0.4699,0.2911,0.0,0.1667,-0.00094,0.0,0.0,0.0,0.0,0.0,0.0333,,,
54,117.235,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,53,-3,196,79,1,7367.0,0.5943,1,0.0333,0,0,0.017,2,7.408,68,0.413,255.0,215.0,215.0,0.4717,0.2972,0.0,0.1667,0.00088,0.0,0.0,0.0,0.0,0.0,0.0333,,,
55,119.06,53.0,1,250.0,1,0,0,0,0,1,1023,0,666,54,-4,196,81,1,7297.0,0.5639,1,2.1,0,0,1.0,0,31.5,65,1.103,48.0,8.0,8.0,0.4905,0.2819,0.0,0.1333,0.01967,2.02,0.0,0.0,0.0,0.0133,0.0667,,,
56,121.385,47.0,1,250.0,1,0,0,0,0,1,1023,0,666,51,-5,197,82,1,7325.0,0.5761,1,0.1267,0,0,0.063,1,8.552,58,0.548,47.0,7.0,7.0,0.504,0.288,0.0,0.1167,0.03276,0.06,0.0,0.0,0.0,0.0333,0.0333,,,
57,123.11,47.0,1,250.0,1,0,0,0,0,1,1023,0,666,51,-4,197,82,1,7367.0,0.5943,1,0.0067,0,0,0.003,2,7.082,55,0.927,48.0,8.0,8.0,0.4951,0.2972,0.0,0.1333,0.02314,0.0,0.0,0.0,0.0,0.0067,0.0,,,
58,125.409,47.0,1,250.0,1,0,0,0,0,1,1023,0,666,52,-3,196,82,1,7325.0,0.5761,1,0.02,0,0,0.01,3,7.245,66,1.026,46.0,6.0,6.0,0.5157,0.288,0.0,0.1,0.04331,0.0,0.0,0.0,0.0,0.02,0.0,,,
59,127.911,43.0,1,250.0,1,0,0,0,0,1,1023,0,410,51,-5,197,83,1,7408.0,0.6122,1,1.38,0,0,0.69,0,23.905,48,0.491,44.0,4.0,4.0,0.5444,0.3061,0.0,0.0667,0.07114,0.04,0.0,0.0,1.28,0.0267,0.0333,,,
60,129.792,43.0,1,250.0,1,0,0,0,0,1,1023,0,666,51,-3,197,83,1,7394.0,0.6061,1,1.2933,0,0,0.647,0,22.843,66,1.112,42.0,2.0,2.0,0.5668,0.303,0.0,0.0333,0.09215,0.0,0.0,0.0,1.28,0.0133,0.0,,,
61,132.406,37.0,1,250.0,1,0,0,0,0,1,1023,0,666,50,0,197,84,1,7311.0,0.57,1,0.12,0,0,0.06,1,8.47,61,0.8,37.0,3.0,3.0,0.5498,0.285,0.0,0.05,0.07327,0.06,0.0,0.0,0.0,0.0267,0.0333,,,
62,134.483,35.0,1,250.0,1,0,0,0,0,1,1023,0,923,51,2,197,84,1,7380.0,0.6,1,1.325,0,0,0.662,0,23.231,51,0.448,36.0,4.0,4.0,0.5426,0.3,0.0,0.0667,0.0646,0.02,0.0,0.0,1.285,0.02,0.0,,,
63,136.373,35.0,1,250.0,1,0,0,0,0,1,1023,0,922,52,-2,197,84,1,7394.0,0.6061,1,0.0383,0,0,0.019,1,7.469,56,1.083,36.0,4.0,4.0,0.5435,0.303,0.0,0.0667,0.06421,0.0,0.0,0.0,0.005,0.0333,0.0,,,
64,138.868,35.0,1,250.0,1,0,0,0,0,1,1023,0,666,52,-1,196,84,1,7394.0,0.6061,1,1.2933,0,0,0.647,0,22.843,42,1.113,36.0,4.0,4.0,0.5435,0.303,0.0,0.0667,0.06293,0.0,0.0,0.0,1.28,0.0133,0.0,,,
65,141.157,35.0,1,250.0,1,0,0,0,0,1,1023,0,666,52,-2,196,84,1,7408.0,0.6122,1,0.0067,0,0,0.003,1,7.082,45,1.159,36.0,4.0,4.0,0.5444,0.3061,0.0,0.0667,0.06258,0.0,0.0,0.0,0.0,0.0067,0.0,,,
66,143.637,35.0,1,250.0,1,0,0,0,0,1,1023,0,666,52,-3,197,84,1,7408.0,0.6122,1,0.0133,0,0,0.007,2,7.163,51,1.01,36.0,4.0,4.0,0.5444,0.3061,0.0,0.0667,0.06133,0.0,0.0,0.0,0.0,0.0133,0.0,,,
67,145.931,35.0,1,250.0,1,0,0,0,0,1,1023,0,666,52,-2,197,84,1,7408.0,0.6122,1,0.0067,0,0,0.003,3,7.082,64,0.616,34.0,6.0,6.0,0.5211,0.3061,0.0,0.1,0.03677,0.0,0.0,0.0,0.0,0.0067,0.0,,,
68,147.884,33.0,1,250.0,1,0,0,0,0,1,1023,0,666,51,-3,197,85,1,7353.0,0.5883,1,0.0667,0,0,0.033,4,7.817,41,0.402,34.0,6.0,6.0,0.5175,0.2942,0.0,0.1,0.03248,0.02,0.0,0.0,0.0,0.0133,0.0333,,,
69,149.684,33.0,1,250.0,1,0,0,0,0,1,1023,0,666,51,-2,197,85,1,7353.0,0.5883,1,0.0067,0,0,1.0,5,31.5,49,0.973,34.0,6.0,6.0,0.5175,0.2942,0.0,0.1,0.03183,0.0,0.0,0.0,0.0,0.0067,0.0,,,
70,151.832,33.0,1,250.0,1,0,0,0,0,1,1023,0,666,52,-2,197,85,1,7436.0,0.6243,1,0.0067,0,0,1.0,6,31.5,69,0.876,30.0,10.0,10.0,0.4762,0.3121,0.0,0.1667,-0.01012,0.0,0.0,0.0,0.0,0.0067,0.0,,,
71,154.194,29.0,1,250.0,1,0,0,0,0,1,1023,0,922,53,-8,197,85,1,7380.0,0.6,1,1.3667,0,0,0.683,0,23.742,55,0.909,29.0,11.0,11.0,0.4726,0.3,0.0,0.1667,-0.01353,0.04,0.0,0.0,1.28,0.0467,0.0,,,
72,156.665,28.0,1,250.0,1,0,0,0,0,1,1023,0,666,52,-4,197,85,1,7422.0,0.6183,1,1.3233,0,0,0.662,0,23.21,60,0.45,28.0,12.0,12.0,0.4753,0.3091,0.0,0.1667,-0.01054,0.01,0.0,0.0,1.28,0.0333,0.0,,,
73,158.43,28.0,1,250.0,1,0,0,0,0,1,1023,0,666,53,-4,196,85,1,7408.0,0.6122,1,0.0133,0,0,0.007,1,7.163,69,0.419,255.0,215.0,215.0,0.4744,0.3061,0.0,0.1667,-0.01124,0.0,0.0,0.0,0.0,0.0133,0.0,,,
74,160.005,26.0,1,250.0,1,0,0,0,0,1,1023,0,666,53,-1,196,85,1,7394.0,0.6061,1,0.04,0,0,0.02,2,7.49,42,0.557,27.0,13.0,13.0,0.4735,0.303,0.0,0.1667,-0.01192,0.02,0.0,0.0,0.0,0.02,0.0,,,
75,161.949,26.0,1,250.0,1,0,0,0,0,1,1023,0,666,52,-4,197,85,1,7450.0,0.6304,1,0.0333,0,0,0.017,3,7.408,64,0.998,26.0,14.0,14.0,0.4771,0.3152,0.0,0.1667,-0.00807,0.0,0.0,0.0,0.0,0.0333,0.0,,,
76,164.054,24.0,1,250.0,1,0,0,0,0,1,1023,0,410,54,-1,196,85,1,7367.0,0.5943,1,1.34,1,,,,,,,,,,0.5689,0.2972,0.0,0.0278,0.08391,0.02,0.0,0.0,1.28,0.04,0.0,0.167,obstaculo_frontal,1
77,166.15,255.0,1,250.0,1,0,0,0,0,1,1023,0,410,52,-4,197,86,1,7436.0,0.6243,1,2.3833,0,-25,1.0,0,31.73,45,0.874,255.0,215.0,215.0,0.4762,0.3121,0.0,0.1667,-0.01049,2.31,0.0,0.0,0.0,0.04,0.0333,,,
78,168.356,24.0,1,250.0,1,0,0,0,0,1,1023,0,666,53,-2,196,86,1,7422.0,0.6183,1,3.6167,1,,,,,,,,,,0.5725,0.3091,0.0,0.0278,0.08601,2.31,0.0,0.0,1.28,0.0267,0.0,0.167,obstaculo_frontal,1
79,170.245,24.0,1,250.0,1,0,0,0,0,1,1023,0,410,52,-7,197,82,1,7394.0,0.6061,1,1.46,1,,,,,,,,,,0.5513,0.303,0.0,0.0555,0.06311,0.0,0.0,0.0,1.28,0.0467,0.1333,0.333,obstaculo_frontal,2
80,172.405,26.0,1,250.0,1,0,0,0,0,1,1023,0,666,51,-6,197,82,1,7408.0,0.6122,1,1.3133,0,100,0.657,0,23.628,58,1.152,26.0,14.0,14.0,0.4744,0.3061,0.0,0.1667,-0.01506,0.02,0.0,0.0,1.28,0.0133,0.0,,,
81,174.903,25.0,1,250.0,1,0,0,0,0,1,1023,0,666,51,-7,197,82,1,7408.0,0.6122,1,0.0167,0,100,0.008,1,7.745,54,0.979,25.0,15.0,15.0,0.4744,0.3061,0.0,0.1667,-0.01476,0.01,0.0,0.0,0.0,0.0067,0.0,,,
82,177.278,25.0,1,250.0,1,0,0,0,0,1,1023,0,666,50,-8,197,82,1,7450.0,0.6304,1,0.0133,0,100,0.007,2,7.703,58,0.579,26.0,14.0,14.0,0.4771,0.3152,0.0,0.1667,-0.01176,0.0,0.0,0.0,0.0,0.0133,0.0,,,
83,179.302,25.0,1,250.0,1,0,0,0,0,1,1023,0,666,50,-7,197,82,1,7394.0,0.6061,1,0.0067,0,100,0.003,3,7.622,52,0.596,26.0,14.0,14.0,0.4735,0.303,0.0,0.1667,-0.01514,0.0,0.0,0.0,0.0,0.0067,0.0,,,
84,181.18,25.0,1,250.0,1,0,0,0,0,1,1023,0,666,50,-8,197,82,1,7353.0,0.5883,1,0.0067,0,100,0.003,4,7.622,43,1.004,26.0,14.0,14.0,0.4708,0.2942,0.0,0.1667,-0.01748,0.0,0.0,0.0,0.0,0.0067,0.0,,,
85,183.646,25.0,1,250.0,1,0,0,0,0,1,1023,0,666,50,-8,197,82,1,7394.0,0.6061,1,0.0,0,100,1.0,5,32.04,43,1.135,26.0,14.0,14.0,0.4735,0.303,0.0,0.1667,-0.01449,0.0,0.0,0.0,0.0,0.0,0.0,,,
86,186.01,25.0,1,250.0,1,0,0,0,0,1,1023,0,666,51,-7,197,82,1,7394.0,0.6061,1,0.0133,0,100,1.0,6,32.04,52,0.906,26.0,14.0,14.0,0.4735,0.303,0.0,0.1667,-0.0142,0.0,0.0,0.0,0.0,0.0133,0.0,,,
87,188.228,25.0,1,250.0,1,0,0,0,0,1,1023,0,666,50,-7,197,82,1,7394.0,0.6061,1,0.0067,0,100,1.0,7,32.04,43,0.954,26.0,14.0,14.0,0.4735,0.303,0.0,0.1667,-0.01391,0.0,0.0,0.0,0.0,0.0067,0.0,,,
88,190.608,25.0,1,250.0,1,0,0,0,0,1,1023,0,666,50,-7,197,82,1,7436.0,0.6243,1,0.0,0,100,1.0,8,32.04,66,0.921,26.0,14.0,14.0,0.4762,0.3121,0.0,0.1667,-0.01093,0.0,0.0,0.0,0.0,0.0,0.0,,,
89,192.78,26.0,1,250.0,1,0,0,0,0,1,1023,0,666,50,-6,197,82,1,7408.0,0.6122,1,0.0167,0,100,1.0,9,32.04,53,0.635,26.0,14.0,14.0,0.4744,0.3061,0.0,0.1667,-0.01251,0.01,0.0,0.0,0.0,0.0067,0.0,,,
90,194.725,25.0,1,250.0,1,0,0,0,0,1,1023,0,666,50,-7,197,82,1,7422.0,0.6183,1,0.0167,0,100,1.0,10,32.04,57,0.475,26.0,14.0,14.0,0.4753,0.3091,0.0,0.1667,-0.01135,0.01,0.0,0.0,0.0,0.0067,0.0,,,
91,196.55,25.0,1,250.0,1,0,0,0,0,1,1023,0,666,50,-8,197,82,1,7394.0,0.6061,1,0.0067,0,100,1.0,11,32.04,51,0.806,26.0,14.0,14.0,0.4735,0.303,0.0,0.1667,-0.01294,0.0,0.0,0.0,0.0,0.0067,0.0,,,
