anio,JARDIN_FERTIL_pct,CIERRE_pct,SELVA_HOSTIL_pct,COLAPSO_pct,dominante,coberturaTempReal_pct
1966,0.00,98.08,0.00,1.92,CIERRE,0.0
1967,0.00,100.00,0.00,0.00,CIERRE,0.0
1968,0.00,98.09,0.00,1.91,CIERRE,0.0
1969,0.00,98.09,0.00,1.91,CIERRE,0.0
1970,0.00,100.00,0.00,0.00,CIERRE,0.0
1971,0.00,100.00,0.00,0.00,CIERRE,0.0
1972,0.00,100.00,0.00,0.00,CIERRE,0.0
1973,0.00,98.09,0.00,1.91,CIERRE,0.0
1974,0.00,100.00,0.00,0.00,CIERRE,0.0
1975,0.00,98.09,0.00,1.91,CIERRE,0.0
1976,0.00,100.00,0.00,0.00,CIERRE,0.0
1977,0.00,100.00,0.00,0.00,CIERRE,0.0
1978,0.00,100.00,0.00,0.00,CIERRE,0.0
1979,0.00,100.00,0.00,0.00,CIERRE,0.0
1980,0.00,100.00,0.00,0.00,CIERRE,0.0
1981,0.00,1.92,0.00,98.08,COLAPSO,100.0
1982,0.00,0.00,0.00,100.00,COLAPSO,100.0
1983,0.00,0.00,3.84,96.16,COLAPSO,100.0
1984,0.00,0.00,0.00,100.00,COLAPSO,100.0
1985,0.00,0.00,1.92,98.08,COLAPSO,100.0
1986,0.00,0.00,0.00,100.00,COLAPSO,100.0
1987,0.00,0.00,1.92,98.08,COLAPSO,100.0
1988,0.00,0.00,0.01,99.99,COLAPSO,100.0
1989,0.00,0.00,0.00,100.00,COLAPSO,100.0
1990,0.00,0.00,0.00,100.00,COLAPSO,100.0
1991,0.00,0.00,0.00,99.99,COLAPSO,100.0
1992,0.00,0.00,0.00,100.00,COLAPSO,100.0
1993,0.00,0.00,0.00,100.00,COLAPSO,100.0
1994,0.00,0.00,0.00,100.00,COLAPSO,100.0
1995,0.00,0.00,1.92,98.08,COLAPSO,100.0
1996,0.00,0.00,0.00,100.00,COLAPSO,100.0
1997,0.00,0.00,0.00,100.00,COLAPSO,100.0
1998,0.00,0.00,0.00,100.00,COLAPSO,100.0
1999,0.00,0.00,0.00,100.00,COLAPSO,100.0
2000,0.00,0.00,0.00,100.00,COLAPSO,100.0
2001,0.00,0.00,1.92,98.08,COLAPSO,100.0
2002,0.00,0.00,0.00,100.00,COLAPSO,100.0
2003,0.00,0.00,1.92,98.08,COLAPSO,100.0
2004,0.00,0.00,0.00,100.00,COLAPSO,100.0
2005,0.00,0.00,0.00,100.00,COLAPSO,100.0
2006,0.00,0.00,0.00,100.00,COLAPSO,100.0
2007,0.00,0.00,3.84,96.16,COLAPSO,100.0
2008,0.00,0.00,0.00,100.00,COLAPSO,100.0
2009,0.00,0.00,0.00,100.00,COLAPSO,100.0
2010,0.00,0.00,1.92,98.08,COLAPSO,100.0
2011,0.00,0.00,0.00,100.00,COLAPSO,100.0
2012,0.00,0.00,1.92,98.08,COLAPSO,100.0
2013,0.00,0.00,0.00,100.00,COLAPSO,100.0
2014,0.00,0.00,1.91,98.09,COLAPSO,100.0
2015,0.00,0.00,0.00,100.00,COLAPSO,100.0
2016,0.00,0.00,1.92,98.08,COLAPSO,100.0
2017,0.00,0.00,0.00,100.00,COLAPSO,100.0
2018,0.00,0.00,3.84,96.16,COLAPSO,100.0
2019,0.00,0.00,3.83,96.17,COLAPSO,100.0
2020,0.00,0.00,0.00,100.00,COLAPSO,100.0
2021,0.00,0.00,0.00,100.00,COLAPSO,100.0
2022,0.00,0.00,0.00,100.00,COLAPSO,100.0
2023,0.00,0.00,0.00,100.00,COLAPSO,100.0
2024,0.00,0.00,0.00,100.00,COLAPSO,100.0
2025,0.00,0.00,0.00,100.00,COLAPSO,100.0
2026,0.00,38.63,1.92,59.46,COLAPSO,59.7
2027,0.00,100.00,0.00,0.00,CIERRE,0.0
