anio,JARDIN_FERTIL_pct,CIERRE_pct,SELVA_HOSTIL_pct,COLAPSO_pct,dominante,coberturaTempReal_pct
1966,0.00,98.08,0.00,1.92,CIERRE,0.0
1967,0.00,100.00,0.00,0.00,CIERRE,0.0
1968,0.00,100.00,0.00,0.00,CIERRE,0.0
1969,0.00,100.00,0.00,0.00,CIERRE,0.0
1970,0.00,100.00,0.00,0.00,CIERRE,0.0
1971,0.00,100.00,0.00,0.00,CIERRE,0.0
1972,0.00,100.00,0.00,0.00,CIERRE,0.0
1973,0.00,100.00,0.00,0.00,CIERRE,0.0
1974,0.00,100.00,0.00,0.00,CIERRE,0.0
1975,0.00,100.00,0.00,0.00,CIERRE,0.0
1976,0.00,100.00,0.00,0.00,CIERRE,0.0
1977,0.00,100.00,0.00,0.00,CIERRE,0.0
1978,0.00,100.00,0.00,0.00,CIERRE,0.0
1979,0.00,100.00,0.00,0.00,CIERRE,0.0
1980,0.00,100.00,0.00,0.00,CIERRE,0.0
1981,5.76,26.84,17.26,50.14,COLAPSO,100.0
1982,1.93,32.87,11.51,53.70,COLAPSO,100.0
1983,3.83,25.20,15.34,55.63,COLAPSO,100.0
1984,11.50,23.30,13.42,51.78,COLAPSO,100.0
1985,7.68,25.19,15.33,51.79,COLAPSO,100.0
1986,3.84,25.21,15.33,55.62,COLAPSO,100.0
1987,17.25,17.55,11.53,53.68,COLAPSO,100.0
1988,11.51,21.37,17.24,49.88,COLAPSO,100.0
1989,7.68,27.12,11.51,53.69,COLAPSO,100.0
1990,11.51,21.38,13.42,53.69,COLAPSO,100.0
1991,5.75,30.95,5.76,57.54,COLAPSO,100.0
1992,3.83,29.04,3.84,63.29,COLAPSO,100.0
1993,9.60,23.28,17.26,49.85,COLAPSO,100.0
1994,7.68,25.21,9.60,57.52,COLAPSO,100.0
1995,5.76,27.12,9.59,57.53,COLAPSO,100.0
1996,3.85,30.95,13.42,51.78,COLAPSO,100.0
1997,9.58,30.95,5.75,53.71,COLAPSO,100.0
1998,1.92,34.79,7.66,55.63,COLAPSO,100.0
1999,0.00,32.87,5.76,61.37,COLAPSO,100.0
2000,7.67,27.13,3.84,61.37,COLAPSO,100.0
2001,7.67,29.04,5.76,57.53,COLAPSO,100.0
2002,1.92,27.12,13.42,57.53,COLAPSO,100.0
2003,5.76,27.11,15.34,51.79,COLAPSO,100.0
2004,1.92,32.87,7.67,57.53,COLAPSO,100.0
2005,7.67,25.20,5.77,61.36,COLAPSO,100.0
2006,5.75,24.94,11.78,57.53,COLAPSO,100.0
2007,1.93,32.86,7.67,57.54,COLAPSO,100.0
2008,1.92,29.05,0.01,69.02,COLAPSO,100.0
2009,5.76,25.22,21.06,47.95,COLAPSO,100.0
2010,3.84,29.04,7.67,59.46,COLAPSO,100.0
2011,4.11,26.86,7.66,61.37,COLAPSO,100.0
2012,15.33,21.38,3.85,59.44,COLAPSO,100.0
2013,7.67,25.20,7.67,59.46,COLAPSO,100.0
2014,7.67,23.03,3.84,65.46,COLAPSO,100.0
2015,13.43,24.94,21.35,40.29,COLAPSO,100.0
2016,9.58,19.45,24.95,46.02,COLAPSO,100.0
2017,11.49,19.46,1.93,67.12,COLAPSO,100.0
2018,1.93,27.12,21.08,49.87,COLAPSO,100.0
2019,13.40,19.45,17.29,49.86,COLAPSO,100.0
2020,9.59,23.29,13.42,53.70,COLAPSO,100.0
2021,9.58,30.95,7.68,51.78,COLAPSO,100.0
2022,5.76,23.28,9.59,61.37,COLAPSO,100.0
2023,15.35,30.68,19.16,34.81,COLAPSO,100.0
2024,5.77,21.36,21.09,51.78,COLAPSO,100.0
2025,13.42,25.21,15.35,46.02,COLAPSO,100.0
2026,11.48,50.14,1.94,36.45,CIERRE,59.7
2027,0.00,100.00,0.00,0.00,CIERRE,0.0
