anio,JARDIN_FERTIL_pct,CIERRE_pct,SELVA_HOSTIL_pct,COLAPSO_pct,dominante,coberturaTempReal_pct
1966,0.00,96.17,0.00,3.83,CIERRE,0.0
1967,0.00,100.00,0.00,0.00,CIERRE,0.0
1968,0.00,96.17,0.00,3.83,CIERRE,0.0
1969,0.00,96.17,0.00,3.83,CIERRE,0.0
1970,0.00,100.00,0.00,0.00,CIERRE,0.0
1971,0.00,100.00,0.00,0.00,CIERRE,0.0
1972,0.00,100.00,0.00,0.00,CIERRE,0.0
1973,0.00,100.00,0.00,0.00,CIERRE,0.0
1974,0.00,100.00,0.00,0.00,CIERRE,0.0
1975,0.00,100.00,0.00,0.00,CIERRE,0.0
1976,0.00,100.00,0.00,0.00,CIERRE,0.0
1977,0.00,100.00,0.00,0.00,CIERRE,0.0
1978,0.00,100.00,0.00,0.00,CIERRE,0.0
1979,0.00,100.00,0.00,0.00,CIERRE,0.0
1980,0.00,100.00,0.00,0.00,CIERRE,0.0
1981,23.00,21.11,15.62,40.26,COLAPSO,100.0
1982,7.68,23.01,11.51,57.80,COLAPSO,100.0
1983,11.48,13.44,19.46,55.62,COLAPSO,100.0
1984,9.60,19.16,23.01,48.23,COLAPSO,100.0
1985,17.25,11.53,19.18,52.05,COLAPSO,100.0
1986,11.51,17.28,19.43,51.78,COLAPSO,100.0
1987,9.60,21.35,26.84,42.21,COLAPSO,100.0
1988,13.44,11.53,24.93,50.11,COLAPSO,100.0
1989,15.34,13.44,13.46,57.76,COLAPSO,100.0
1990,23.00,9.60,19.19,48.21,COLAPSO,100.0
1991,9.58,21.38,17.26,51.77,COLAPSO,100.0
1992,1.92,19.18,9.85,69.04,COLAPSO,100.0
1993,9.61,11.50,26.84,52.05,COLAPSO,100.0
1994,19.17,17.27,19.16,44.39,COLAPSO,100.0
1995,13.43,9.62,15.34,61.61,COLAPSO,100.0
1996,17.25,21.10,17.26,44.40,COLAPSO,100.0
1997,9.59,30.96,13.42,46.03,COLAPSO,100.0
1998,15.33,17.29,11.52,55.86,COLAPSO,100.0
1999,7.68,25.22,1.92,65.18,COLAPSO,100.0
2000,5.75,23.29,15.33,55.62,COLAPSO,100.0
2001,11.51,23.02,15.33,50.15,COLAPSO,100.0
2002,3.85,17.53,19.16,59.46,COLAPSO,100.0
2003,21.09,11.80,24.94,42.17,COLAPSO,100.0
2004,13.43,17.26,13.42,55.89,COLAPSO,100.0
2005,11.51,17.54,15.35,55.60,COLAPSO,100.0
2006,19.18,26.86,13.68,40.28,COLAPSO,100.0
2007,1.94,15.61,13.42,69.04,COLAPSO,100.0
2008,3.85,15.37,23.00,57.79,COLAPSO,100.0
2009,17.26,19.45,30.67,32.63,COLAPSO,100.0
2010,9.58,25.21,13.42,51.79,COLAPSO,100.0
2011,7.68,23.03,9.85,59.45,COLAPSO,100.0
2012,9.60,19.48,23.00,47.92,COLAPSO,100.0
2013,17.26,11.54,11.77,59.43,COLAPSO,100.0
2014,11.50,23.01,9.60,55.89,COLAPSO,100.0
2015,26.85,17.27,13.69,42.19,COLAPSO,100.0
2016,17.23,13.70,26.88,42.19,COLAPSO,100.0
2017,5.76,13.45,21.09,59.70,COLAPSO,100.0
2018,19.18,17.26,19.17,44.39,COLAPSO,100.0
2019,17.27,7.68,23.28,51.77,COLAPSO,100.0
2020,19.18,13.43,15.36,52.04,COLAPSO,100.0
2021,17.26,23.03,17.25,42.47,COLAPSO,100.0
2022,7.66,13.43,15.36,63.55,COLAPSO,100.0
2023,23.03,26.84,23.28,26.85,COLAPSO,100.0
2024,15.36,17.25,26.84,40.56,COLAPSO,100.0
2025,24.91,11.53,19.20,44.36,COLAPSO,100.0
2026,5.76,50.15,19.17,24.92,CIERRE,59.7
2027,0.00,98.09,0.00,1.91,CIERRE,0.0
