anio,JARDIN_FERTIL_pct,CIERRE_pct,SELVA_HOSTIL_pct,COLAPSO_pct,dominante,coberturaTempReal_pct
1966,0.00,88.51,0.00,11.49,CIERRE,0.0
1967,0.00,90.42,0.00,9.58,CIERRE,0.0
1968,0.00,94.25,0.00,5.75,CIERRE,0.0
1969,0.00,98.08,0.00,1.92,CIERRE,0.0
1970,0.00,92.34,0.00,7.66,CIERRE,0.0
1971,0.00,94.25,0.00,5.75,CIERRE,0.0
1972,0.00,82.76,0.00,17.24,CIERRE,0.0
1973,0.00,94.25,0.00,5.75,CIERRE,0.0
1974,0.00,96.16,0.00,3.84,CIERRE,0.0
1975,0.00,94.26,0.00,5.74,CIERRE,0.0
1976,0.00,94.25,0.00,5.75,CIERRE,0.0
1977,0.00,90.42,0.00,9.58,CIERRE,0.0
1978,0.00,92.33,0.00,7.67,CIERRE,0.0
1979,0.00,96.17,0.00,3.83,CIERRE,0.0
1980,0.00,92.32,0.00,7.68,CIERRE,0.0
1981,0.01,57.53,19.46,23.01,CIERRE,100.0
1982,0.00,47.96,17.28,34.76,CIERRE,100.0
1983,0.00,40.26,11.77,47.96,COLAPSO,100.0
1984,1.92,30.68,19.19,48.20,COLAPSO,100.0
1985,5.76,32.60,23.28,38.36,COLAPSO,100.0
1986,3.83,32.63,21.37,42.17,COLAPSO,100.0
1987,0.00,44.12,27.12,28.76,CIERRE,100.0
1988,0.00,46.00,26.85,27.14,CIERRE,100.0
1989,3.83,38.37,17.26,40.54,COLAPSO,100.0
1990,5.76,34.53,23.00,36.71,COLAPSO,100.0
1991,0.00,51.79,21.10,27.11,CIERRE,100.0
1992,0.00,40.29,21.36,38.35,CIERRE,100.0
1993,0.01,38.36,25.20,36.43,CIERRE,100.0
1994,1.93,44.09,23.30,30.68,CIERRE,100.0
1995,7.67,30.69,17.26,44.38,COLAPSO,100.0
1996,1.92,32.60,25.19,40.29,COLAPSO,100.0
1997,5.74,34.53,17.53,42.19,COLAPSO,100.0
1998,0.01,38.36,23.28,38.35,CIERRE,100.0
1999,0.01,26.87,11.51,61.61,COLAPSO,100.0
2000,0.00,42.20,25.21,32.60,CIERRE,100.0
2001,0.00,42.20,21.11,36.68,CIERRE,100.0
2002,0.00,32.62,15.61,51.77,COLAPSO,100.0
2003,0.01,44.10,30.96,24.93,CIERRE,100.0
2004,1.92,38.35,21.37,38.36,COLAPSO,100.0
2005,3.83,36.44,23.30,36.43,CIERRE,100.0
2006,1.93,47.93,17.53,32.61,CIERRE,100.0
2007,0.00,21.12,17.26,61.61,COLAPSO,100.0
2008,0.00,44.11,15.34,40.55,CIERRE,100.0
2009,5.74,42.19,23.28,28.79,CIERRE,100.0
2010,0.01,26.87,17.26,55.86,COLAPSO,100.0
2011,0.01,32.60,15.62,51.77,COLAPSO,100.0
2012,5.76,30.67,21.36,42.21,COLAPSO,100.0
2013,3.85,28.78,11.76,55.61,COLAPSO,100.0
2014,3.85,32.59,13.71,49.85,COLAPSO,100.0
2015,5.75,46.00,19.45,28.79,CIERRE,100.0
2016,0.01,46.05,15.35,38.59,CIERRE,100.0
2017,0.00,44.11,17.53,38.35,CIERRE,100.0
2018,0.00,47.93,17.53,34.53,CIERRE,100.0
2019,7.68,24.94,15.35,52.03,COLAPSO,100.0
2020,9.58,24.94,17.53,47.95,COLAPSO,100.0
2021,7.67,28.78,19.18,44.37,COLAPSO,100.0
2022,1.92,30.69,15.33,52.06,COLAPSO,100.0
2023,21.09,32.61,17.25,29.05,CIERRE,100.0
2024,11.51,24.92,17.26,46.31,COLAPSO,100.0
2025,13.43,24.94,11.77,49.85,COLAPSO,100.0
2026,0.00,55.91,9.59,34.50,CIERRE,59.7
2027,0.00,96.17,0.00,3.83,CIERRE,0.0
