anio,JARDIN_FERTIL_pct,CIERRE_pct,SELVA_HOSTIL_pct,COLAPSO_pct,dominante,coberturaTempReal_pct
1966,0.00,98.08,0.00,1.92,CIERRE,0.0
1967,0.00,100.00,0.00,0.00,CIERRE,0.0
1968,0.00,98.09,0.00,1.91,CIERRE,0.0
1969,0.00,98.09,0.00,1.91,CIERRE,0.0
1970,0.00,100.00,0.00,0.00,CIERRE,0.0
1971,0.00,100.00,0.00,0.00,CIERRE,0.0
1972,0.00,100.00,0.00,0.00,CIERRE,0.0
1973,0.00,98.09,0.00,1.91,CIERRE,0.0
1974,0.00,100.00,0.00,0.00,CIERRE,0.0
1975,0.00,98.09,0.00,1.91,CIERRE,0.0
1976,0.00,100.00,0.00,0.00,CIERRE,0.0
1977,0.00,100.00,0.00,0.00,CIERRE,0.0
1978,0.00,100.00,0.00,0.00,CIERRE,0.0
1979,0.00,100.00,0.00,0.00,CIERRE,0.0
1980,0.00,100.00,0.00,0.00,CIERRE,0.0
1981,24.91,19.21,13.72,42.17,COLAPSO,100.0
1982,7.68,24.94,11.51,55.88,COLAPSO,100.0
1983,11.48,11.53,17.54,59.44,COLAPSO,100.0
1984,15.34,15.34,15.35,53.97,COLAPSO,100.0
1985,17.25,11.54,17.27,53.95,COLAPSO,100.0
1986,13.42,19.19,19.42,47.96,COLAPSO,100.0
1987,7.68,17.53,24.93,49.85,COLAPSO,100.0
1988,13.44,13.45,23.01,50.10,COLAPSO,100.0
1989,13.42,13.45,17.27,55.85,COLAPSO,100.0
1990,24.92,9.61,15.35,50.12,COLAPSO,100.0
1991,9.58,23.31,15.33,51.78,COLAPSO,100.0
1992,1.92,15.36,13.68,69.05,COLAPSO,100.0
1993,11.53,11.51,28.75,48.21,COLAPSO,100.0
1994,19.16,21.10,19.17,40.56,COLAPSO,100.0
1995,17.26,15.37,13.42,53.95,COLAPSO,100.0
1996,19.17,13.44,13.42,53.96,COLAPSO,100.0
1997,11.50,23.30,11.51,53.69,COLAPSO,100.0
1998,11.51,21.11,11.52,55.86,COLAPSO,100.0
1999,7.67,29.05,3.84,59.43,COLAPSO,100.0
2000,6.01,19.21,11.51,63.27,COLAPSO,100.0
2001,7.68,17.27,19.16,55.89,COLAPSO,100.0
2002,3.85,13.70,17.26,65.19,COLAPSO,100.0
2003,24.92,9.88,17.28,47.91,COLAPSO,100.0
2004,15.34,19.17,11.50,53.99,COLAPSO,100.0
2005,13.42,13.72,15.35,57.51,COLAPSO,100.0
2006,23.01,26.85,9.85,40.29,COLAPSO,100.0
2007,1.92,13.70,13.42,70.95,COLAPSO,100.0
2008,7.67,17.55,17.25,57.53,COLAPSO,100.0
2009,19.17,17.53,28.75,34.55,COLAPSO,100.0
2010,13.41,21.37,9.60,55.62,COLAPSO,100.0
2011,7.67,21.13,9.85,61.35,COLAPSO,100.0
2012,13.43,17.57,19.17,49.84,COLAPSO,100.0
2013,17.26,9.62,11.78,61.34,COLAPSO,100.0
2014,13.43,17.26,9.59,59.72,COLAPSO,100.0
2015,24.94,23.01,17.52,34.53,COLAPSO,100.0
2016,21.06,13.71,23.05,42.18,COLAPSO,100.0
2017,5.76,11.53,21.09,61.62,COLAPSO,100.0
2018,19.17,13.44,19.17,48.22,COLAPSO,100.0
2019,17.27,9.61,23.28,49.84,COLAPSO,100.0
2020,19.17,13.43,15.36,52.03,COLAPSO,100.0
2021,19.17,24.94,7.68,48.21,COLAPSO,100.0
2022,7.66,15.37,15.36,61.62,COLAPSO,100.0
2023,26.86,24.92,15.61,32.61,COLAPSO,100.0
2024,23.02,13.42,21.09,42.48,COLAPSO,100.0
2025,24.92,11.53,19.46,44.09,COLAPSO,100.0
2026,5.76,52.07,15.34,26.83,CIERRE,59.7
2027,0.00,100.00,0.00,0.00,CIERRE,0.0
