[2026-07-28T13:05:50.238Z] Arrancando: 1130 jobs (D=20, Aprima=30, Bprima=1080), 14 workers.
[2026-07-28T13:18:42.255Z] progreso: 5/1130 (D=5/20 A'=0/30 B'=0/1080) último job 771.7s
[2026-07-28T13:18:45.114Z] progreso: 10/1130 (D=10/20 A'=0/30 B'=0/1080) último job 774.7s
[2026-07-28T13:21:09.329Z] progreso: 15/1130 (D=15/20 A'=0/30 B'=0/1080) último job 469.8s
[2026-07-28T13:26:11.043Z] progreso: 20/1130 (D=20/20 A'=0/30 B'=0/1080) último job 447.6s
[2026-07-28T13:31:17.055Z] progreso: 25/1130 (D=20/20 A'=5/30 B'=0/1080) último job 749.7s
[2026-07-28T13:33:36.614Z] progreso: 30/1130 (D=20/20 A'=10/30 B'=0/1080) último job 747.3s
[2026-07-28T13:44:05.369Z] progreso: 35/1130 (D=20/20 A'=15/30 B'=0/1080) último job 772.8s
[2026-07-28T13:44:17.197Z] progreso: 40/1130 (D=20/20 A'=20/30 B'=0/1080) último job 778.7s
[2026-07-28T13:46:43.973Z] progreso: 45/1130 (D=20/20 A'=25/30 B'=0/1080) último job 785.8s
[2026-07-28T13:52:13.467Z] progreso: 50/1130 (D=20/20 A'=28/30 B'=2/1080) último job 482.0s
[2026-07-28T13:54:40.594Z] progreso: 55/1130 (D=20/20 A'=28/30 B'=7/1080) último job 479.6s
[2026-07-28T13:57:10.632Z] progreso: 60/1130 (D=20/20 A'=30/30 B'=10/1080) último job 785.3s
[2026-07-28T14:00:46.511Z] progreso: 65/1130 (D=20/20 A'=30/30 B'=15/1080) último job 510.7s
[2026-07-28T14:03:43.602Z] progreso: 70/1130 (D=20/20 A'=30/30 B'=20/1080) último job 542.1s
[2026-07-28T14:09:26.180Z] progreso: 75/1130 (D=20/20 A'=30/30 B'=25/1080) último job 548.8s
[2026-07-28T14:10:05.014Z] progreso: 80/1130 (D=20/20 A'=30/30 B'=30/1080) último job 543.7s
[2026-07-28T14:12:33.445Z] progreso: 85/1130 (D=20/20 A'=30/30 B'=35/1080) último job 524.7s
[2026-07-28T14:17:48.013Z] progreso: 90/1130 (D=20/20 A'=30/30 B'=40/1080) último job 500.9s
[2026-07-28T14:18:29.210Z] progreso: 95/1130 (D=20/20 A'=30/30 B'=45/1080) último job 502.2s
[2026-07-28T14:20:54.241Z] progreso: 100/1130 (D=20/20 A'=30/30 B'=50/1080) último job 499.7s
[2026-07-28T14:26:30.380Z] progreso: 105/1130 (D=20/20 A'=30/30 B'=55/1080) último job 509.8s
[2026-07-28T14:27:06.863Z] progreso: 110/1130 (D=20/20 A'=30/30 B'=60/1080) último job 517.1s
[2026-07-28T14:32:05.270Z] progreso: 115/1130 (D=20/20 A'=30/30 B'=65/1080) último job 540.2s
[2026-07-28T14:35:40.404Z] progreso: 120/1130 (D=20/20 A'=30/30 B'=70/1080) último job 543.1s
[2026-07-28T14:38:56.693Z] progreso: 125/1130 (D=20/20 A'=30/30 B'=75/1080) último job 551.2s
[2026-07-28T14:41:38.671Z] progreso: 130/1130 (D=20/20 A'=30/30 B'=80/1080) último job 553.5s
[2026-07-28T14:45:08.895Z] progreso: 135/1130 (D=20/20 A'=30/30 B'=85/1080) último job 547.6s
[2026-07-28T14:48:00.855Z] progreso: 140/1130 (D=20/20 A'=30/30 B'=90/1080) último job 542.6s
[2026-07-28T14:58:54.937Z] progreso: 145/1130 (D=20/20 A'=30/30 B'=95/1080) último job 872.0s
[2026-07-28T14:59:45.126Z] progreso: 150/1130 (D=20/20 A'=30/30 B'=100/1080) último job 871.6s
[2026-07-28T15:07:08.869Z] progreso: 155/1130 (D=20/20 A'=30/30 B'=105/1080) último job 808.8s
[2026-07-28T15:12:09.285Z] progreso: 160/1130 (D=20/20 A'=30/30 B'=110/1080) último job 787.4s
[2026-07-28T15:13:05.357Z] progreso: 165/1130 (D=20/20 A'=30/30 B'=115/1080) último job 795.8s
[2026-07-28T15:22:47.904Z] progreso: 170/1130 (D=20/20 A'=30/30 B'=120/1080) último job 938.4s
[2026-07-28T15:28:26.033Z] progreso: 175/1130 (D=20/20 A'=30/30 B'=125/1080) último job 974.6s
[2026-07-28T15:29:41.132Z] progreso: 180/1130 (D=20/20 A'=30/30 B'=130/1080) último job 987.3s
[2026-07-28T15:40:35.835Z] progreso: 185/1130 (D=20/20 A'=30/30 B'=135/1080) último job 953.0s
[2026-07-28T15:44:34.794Z] progreso: 190/1130 (D=20/20 A'=30/30 B'=140/1080) último job 968.8s
[2026-07-28T15:48:08.614Z] progreso: 195/1130 (D=20/20 A'=30/30 B'=145/1080) último job 932.6s
[2026-07-28T15:56:07.870Z] progreso: 200/1130 (D=20/20 A'=30/30 B'=150/1080) último job 882.1s
[2026-07-28T15:59:33.529Z] progreso: 205/1130 (D=20/20 A'=30/30 B'=155/1080) último job 850.8s
[2026-07-28T16:02:34.810Z] progreso: 210/1130 (D=20/20 A'=30/30 B'=160/1080) último job 856.1s
[2026-07-28T16:12:38.970Z] progreso: 215/1130 (D=20/20 A'=30/30 B'=165/1080) último job 848.1s
[2026-07-28T16:13:57.963Z] progreso: 220/1130 (D=20/20 A'=30/30 B'=170/1080) último job 858.0s
[2026-07-28T16:22:54.027Z] progreso: 225/1130 (D=20/20 A'=30/30 B'=175/1080) último job 887.9s
[2026-07-28T16:27:52.016Z] progreso: 230/1130 (D=20/20 A'=30/30 B'=180/1080) último job 904.0s
[2026-07-28T16:30:17.813Z] progreso: 235/1130 (D=20/20 A'=30/30 B'=185/1080) último job 978.0s
[2026-07-28T16:39:45.766Z] progreso: 240/1130 (D=20/20 A'=30/30 B'=190/1080) último job 1011.2s
[2026-07-28T16:45:40.151Z] progreso: 245/1130 (D=20/20 A'=30/30 B'=195/1080) último job 1008.6s
[2026-07-28T16:47:32.455Z] progreso: 250/1130 (D=20/20 A'=30/30 B'=200/1080) último job 1014.5s
[2026-07-28T16:57:57.415Z] progreso: 255/1130 (D=20/20 A'=30/30 B'=205/1080) último job 1019.5s
[2026-07-28T17:03:21.565Z] progreso: 260/1130 (D=20/20 A'=30/30 B'=210/1080) último job 1047.7s
[2026-07-28T17:07:40.085Z] progreso: 265/1130 (D=20/20 A'=30/30 B'=215/1080) último job 1077.2s
[2026-07-28T17:16:44.821Z] progreso: 270/1130 (D=20/20 A'=30/30 B'=220/1080) último job 1038.7s
[2026-07-28T17:20:49.925Z] progreso: 275/1130 (D=20/20 A'=30/30 B'=225/1080) último job 984.3s
[2026-07-28T17:24:59.218Z] progreso: 280/1130 (D=20/20 A'=30/30 B'=230/1080) último job 1012.3s
[2026-07-28T17:38:07.556Z] progreso: 285/1130 (D=20/20 A'=30/30 B'=235/1080) último job 1190.2s
[2026-07-28T17:42:40.399Z] progreso: 290/1130 (D=20/20 A'=30/30 B'=240/1080) último job 1293.4s
[2026-07-28T17:54:57.528Z] progreso: 295/1130 (D=20/20 A'=30/30 B'=245/1080) último job 1331.2s
[2026-07-28T18:01:30.148Z] progreso: 300/1130 (D=20/20 A'=30/30 B'=250/1080) último job 1359.3s
[2026-07-28T18:05:43.437Z] progreso: 305/1130 (D=20/20 A'=30/30 B'=255/1080) último job 1376.2s
[2026-07-28T18:11:29.359Z] progreso: 310/1130 (D=20/20 A'=30/30 B'=260/1080) último job 988.0s
[2026-07-28T18:13:16.947Z] progreso: 315/1130 (D=20/20 A'=30/30 B'=265/1080) último job 749.8s
[2026-07-28T18:14:50.722Z] progreso: 320/1130 (D=20/20 A'=30/30 B'=270/1080) último job 552.1s
[2026-07-28T18:16:18.080Z] progreso: 325/1130 (D=20/20 A'=30/30 B'=275/1080) último job 277.3s
[2026-07-28T18:18:17.461Z] progreso: 330/1130 (D=20/20 A'=30/30 B'=280/1080) último job 282.4s
[2026-07-28T18:19:35.467Z] progreso: 335/1130 (D=20/20 A'=30/30 B'=285/1080) último job 282.6s
[2026-07-28T18:21:53.354Z] progreso: 340/1130 (D=20/20 A'=30/30 B'=290/1080) último job 277.0s
[2026-07-28T18:23:08.211Z] progreso: 345/1130 (D=20/20 A'=30/30 B'=295/1080) último job 269.9s
[2026-07-28T18:24:17.608Z] progreso: 350/1130 (D=20/20 A'=30/30 B'=300/1080) último job 270.6s
[2026-07-28T18:26:35.029Z] progreso: 355/1130 (D=20/20 A'=30/30 B'=305/1080) último job 268.9s
[2026-07-28T18:27:54.110Z] progreso: 360/1130 (D=20/20 A'=30/30 B'=310/1080) último job 267.6s
[2026-07-28T18:29:47.307Z] progreso: 365/1130 (D=20/20 A'=30/30 B'=315/1080) último job 268.7s
[2026-07-28T18:31:20.908Z] progreso: 370/1130 (D=20/20 A'=30/30 B'=320/1080) último job 263.1s
[2026-07-28T18:32:45.719Z] progreso: 375/1130 (D=20/20 A'=30/30 B'=325/1080) último job 263.7s
[2026-07-28T18:34:10.417Z] progreso: 380/1130 (D=20/20 A'=30/30 B'=330/1080) último job 263.1s
[2026-07-28T18:35:43.856Z] progreso: 385/1130 (D=20/20 A'=30/30 B'=335/1080) último job 262.0s
[2026-07-28T18:37:15.404Z] progreso: 390/1130 (D=20/20 A'=30/30 B'=340/1080) último job 259.3s
[2026-07-28T18:38:32.033Z] progreso: 395/1130 (D=20/20 A'=30/30 B'=345/1080) último job 260.4s
[2026-07-28T18:40:21.010Z] progreso: 400/1130 (D=20/20 A'=30/30 B'=350/1080) último job 257.8s
[2026-07-28T18:41:39.108Z] progreso: 405/1130 (D=20/20 A'=30/30 B'=355/1080) último job 259.1s
[2026-07-28T18:43:47.996Z] progreso: 410/1130 (D=20/20 A'=30/30 B'=360/1080) último job 258.1s
[2026-07-28T18:47:28.473Z] progreso: 415/1130 (D=20/20 A'=30/30 B'=365/1080) último job 412.9s
[2026-07-28T18:48:45.606Z] progreso: 420/1130 (D=20/20 A'=30/30 B'=370/1080) último job 415.2s
[2026-07-28T18:53:25.690Z] progreso: 425/1130 (D=20/20 A'=30/30 B'=375/1080) último job 409.3s
[2026-07-28T18:54:40.685Z] progreso: 430/1130 (D=20/20 A'=30/30 B'=380/1080) último job 409.2s
[2026-07-28T18:56:21.272Z] progreso: 435/1130 (D=20/20 A'=30/30 B'=385/1080) último job 406.5s
[2026-07-28T19:00:22.672Z] progreso: 440/1130 (D=20/20 A'=30/30 B'=390/1080) último job 406.8s
[2026-07-28T19:01:57.124Z] progreso: 445/1130 (D=20/20 A'=30/30 B'=395/1080) último job 411.0s
[2026-07-28T19:03:32.185Z] progreso: 450/1130 (D=20/20 A'=30/30 B'=400/1080) último job 417.0s
[2026-07-28T19:07:39.219Z] progreso: 455/1130 (D=20/20 A'=30/30 B'=405/1080) último job 417.1s
[2026-07-28T19:09:06.189Z] progreso: 460/1130 (D=20/20 A'=30/30 B'=410/1080) último job 416.1s
[2026-07-28T19:10:27.274Z] progreso: 465/1130 (D=20/20 A'=30/30 B'=415/1080) último job 415.1s
[2026-07-28T19:14:34.234Z] progreso: 470/1130 (D=20/20 A'=30/30 B'=420/1080) último job 406.0s
[2026-07-28T19:16:02.468Z] progreso: 475/1130 (D=20/20 A'=30/30 B'=425/1080) último job 406.9s
[2026-07-28T19:18:03.931Z] progreso: 480/1130 (D=20/20 A'=30/30 B'=430/1080) último job 406.4s
[2026-07-28T19:21:27.579Z] progreso: 485/1130 (D=20/20 A'=30/30 B'=435/1080) último job 403.8s
[2026-07-28T19:22:59.320Z] progreso: 490/1130 (D=20/20 A'=30/30 B'=440/1080) último job 406.7s
[2026-07-28T19:27:24.858Z] progreso: 495/1130 (D=20/20 A'=30/30 B'=445/1080) último job 401.8s
[2026-07-28T19:28:41.416Z] progreso: 500/1130 (D=20/20 A'=30/30 B'=450/1080) último job 404.6s
[2026-07-28T19:30:37.147Z] progreso: 505/1130 (D=20/20 A'=30/30 B'=455/1080) último job 425.6s
[2026-07-28T19:34:43.821Z] progreso: 510/1130 (D=20/20 A'=30/30 B'=460/1080) último job 435.8s
[2026-07-28T19:36:48.622Z] progreso: 515/1130 (D=20/20 A'=30/30 B'=465/1080) último job 437.2s
[2026-07-28T19:38:32.042Z] progreso: 520/1130 (D=20/20 A'=30/30 B'=470/1080) último job 440.4s
[2026-07-28T19:42:34.582Z] progreso: 525/1130 (D=20/20 A'=30/30 B'=475/1080) último job 437.4s
[2026-07-28T19:45:14.309Z] progreso: 530/1130 (D=20/20 A'=30/30 B'=480/1080) último job 490.5s
[2026-07-28T19:47:49.061Z] progreso: 535/1130 (D=20/20 A'=30/30 B'=485/1080) último job 556.1s
[2026-07-28T19:53:17.855Z] progreso: 540/1130 (D=20/20 A'=30/30 B'=490/1080) último job 636.7s
[2026-07-28T19:55:56.914Z] progreso: 545/1130 (D=20/20 A'=30/30 B'=495/1080) último job 621.8s
[2026-07-28T19:58:45.821Z] progreso: 550/1130 (D=20/20 A'=30/30 B'=500/1080) último job 583.1s
[2026-07-28T20:03:19.282Z] progreso: 555/1130 (D=20/20 A'=30/30 B'=505/1080) último job 599.4s
[2026-07-28T20:06:25.991Z] progreso: 560/1130 (D=20/20 A'=30/30 B'=510/1080) último job 613.9s
[2026-07-28T20:12:24.246Z] progreso: 565/1130 (D=20/20 A'=30/30 B'=515/1080) último job 623.7s
[2026-07-28T20:14:40.709Z] progreso: 570/1130 (D=20/20 A'=30/30 B'=520/1080) último job 633.1s
[2026-07-28T20:17:20.677Z] progreso: 575/1130 (D=20/20 A'=30/30 B'=525/1080) último job 634.6s
[2026-07-28T20:23:40.615Z] progreso: 580/1130 (D=20/20 A'=30/30 B'=530/1080) último job 646.7s
[2026-07-28T20:25:27.864Z] progreso: 585/1130 (D=20/20 A'=30/30 B'=535/1080) último job 647.1s
[2026-07-28T20:27:57.731Z] progreso: 590/1130 (D=20/20 A'=30/30 B'=540/1080) último job 653.0s
[2026-07-28T20:30:44.292Z] progreso: 595/1130 (D=20/20 A'=30/30 B'=545/1080) último job 384.0s
[2026-07-28T20:32:35.472Z] progreso: 600/1130 (D=20/20 A'=30/30 B'=550/1080) último job 385.2s
[2026-07-28T20:34:30.837Z] progreso: 605/1130 (D=20/20 A'=30/30 B'=555/1080) último job 382.6s
[2026-07-28T20:37:14.943Z] progreso: 610/1130 (D=20/20 A'=30/30 B'=560/1080) último job 388.5s
[2026-07-28T20:39:46.190Z] progreso: 615/1130 (D=20/20 A'=30/30 B'=565/1080) último job 393.5s
[2026-07-28T20:42:22.271Z] progreso: 620/1130 (D=20/20 A'=30/30 B'=570/1080) último job 390.6s
[2026-07-28T20:44:12.582Z] progreso: 625/1130 (D=20/20 A'=30/30 B'=575/1080) último job 392.9s
[2026-07-28T20:46:45.128Z] progreso: 630/1130 (D=20/20 A'=30/30 B'=580/1080) último job 392.1s
[2026-07-28T20:49:16.827Z] progreso: 635/1130 (D=20/20 A'=30/30 B'=585/1080) último job 397.7s
[2026-07-28T20:51:16.412Z] progreso: 640/1130 (D=20/20 A'=30/30 B'=590/1080) último job 395.5s
[2026-07-28T20:53:48.732Z] progreso: 645/1130 (D=20/20 A'=30/30 B'=595/1080) último job 393.2s
[2026-07-28T20:56:11.648Z] progreso: 650/1130 (D=20/20 A'=30/30 B'=600/1080) último job 391.4s
