bateria,tag,clave,potencia_base,beta,t_optima,exponente_ptc,sigma,modo,n,r_huella_acoplamiento,r_huella_brecha
bateria2,Bprima,0.8|28|3|0.47|6,0.47,0.8,28,3,6.8,parada,60,0.26757617609066037,0.9210069971369539
bateria2,Bprima,0.8|28|3|0.47|7,0.47,0.8,28,3,6.8,parada,60,0.2676565170534637,0.9206697774982622
bateria2,Bprima,0.8|28|3|0.47|8,0.47,0.8,28,3,6.8,parada,60,0.2633079282139507,0.9205415792435936
bateria2,Bprima,0.8|28|3|0.47|9,0.47,0.8,28,3,6.8,parada,60,0.27303726250056376,0.9217849484777976
bateria2,Bprima,0.8|28|3|0.47|10,0.47,0.8,28,3,6.8,parada,60,0.2665009221415084,0.9213694644660418
bateria2,Bprima,0.8|28|3|0.65|1,0.65,0.8,28,3,6.8,parada,60,0.14748709976061913,0.8891242976046001
bateria2,Bprima,0.8|28|3|0.65|2,0.65,0.8,28,3,6.8,parada,60,0.15336105892782337,0.890419650031821
bateria2,Bprima,0.8|28|3|0.65|3,0.65,0.8,28,3,6.8,parada,60,0.1528715892699156,0.8893370693976658
bateria2,Bprima,0.8|28|3|0.65|4,0.65,0.8,28,3,6.8,parada,60,0.14984429934707444,0.8887934803862073
bateria2,Bprima,0.8|28|3|0.65|5,0.65,0.8,28,3,6.8,parada,60,0.1483594664489016,0.8885782413334804
bateria2,Bprima,0.8|28|3|0.65|7,0.65,0.8,28,3,6.8,parada,60,0.1446249672119306,0.8877820433296761
bateria2,Bprima,0.8|28|3|0.65|6,0.65,0.8,28,3,6.8,parada,60,0.15096930954622895,0.8885147583748239
bateria2,Bprima,0.8|28|3|0.65|8,0.65,0.8,28,3,6.8,parada,60,0.1450391953681048,0.8878311050627155
bateria2,Bprima,0.8|28|3|0.65|9,0.65,0.8,28,3,6.8,parada,60,0.151465994101743,0.8892563126507724
bateria2,Bprima,0.8|28|3|0.65|10,0.65,0.8,28,3,6.8,parada,60,0.15014566932148085,0.8889156102683393
bateria2,Bprima,0.8|28|4.1|0.3|1,0.3,0.8,28,4.1,6.8,parada,60,0.22862504956743945,0.9559424868197368
bateria2,Bprima,0.8|28|4.1|0.3|2,0.3,0.8,28,4.1,6.8,parada,60,0.2348556093788752,0.9566478226349265
bateria2,Bprima,0.8|28|4.1|0.3|3,0.3,0.8,28,4.1,6.8,parada,60,0.22949561204814709,0.956169215464451
bateria2,Bprima,0.8|28|4.1|0.3|4,0.3,0.8,28,4.1,6.8,parada,60,0.24148264655019067,0.9561281646587492
bateria2,Bprima,0.8|28|4.1|0.3|5,0.3,0.8,28,4.1,6.8,parada,60,0.2316756258436495,0.9556129569281053
bateria2,Bprima,0.8|28|4.1|0.3|6,0.3,0.8,28,4.1,6.8,parada,60,0.22205265738783944,0.9552526117521716
bateria2,Bprima,0.8|28|4.1|0.3|7,0.3,0.8,28,4.1,6.8,parada,60,0.23365275367553243,0.9556370620689256
bateria2,Bprima,0.8|28|4.1|0.3|8,0.3,0.8,28,4.1,6.8,parada,60,0.2252767980889524,0.9552826129701233
bateria2,Bprima,0.8|28|4.1|0.3|9,0.3,0.8,28,4.1,6.8,parada,60,0.23330336426152076,0.9563450872575027
bateria2,Bprima,0.8|28|4.1|0.3|10,0.3,0.8,28,4.1,6.8,parada,60,0.2276804581470241,0.9557731479391157
bateria2,Bprima,0.8|28|4.1|0.47|1,0.47,0.8,28,4.1,6.8,parada,60,0.24220370102956307,0.9371986488350093
bateria2,Bprima,0.8|28|4.1|0.47|2,0.47,0.8,28,4.1,6.8,parada,60,0.2507272480548664,0.9380097502370143
bateria2,Bprima,0.8|28|4.1|0.47|3,0.47,0.8,28,4.1,6.8,parada,60,0.2447184569524431,0.9375599803300778
bateria2,Bprima,0.8|28|4.1|0.47|4,0.47,0.8,28,4.1,6.8,parada,60,0.25238269434948185,0.9374141715042538
bateria2,Bprima,0.8|28|4.1|0.47|5,0.47,0.8,28,4.1,6.8,parada,60,0.2468979268994265,0.9368001764521513
bateria2,Bprima,0.8|28|4.1|0.47|6,0.47,0.8,28,4.1,6.8,parada,60,0.24120478169570414,0.9365018421032554
bateria2,Bprima,0.8|28|4.1|0.47|7,0.47,0.8,28,4.1,6.8,parada,60,0.2442463733062102,0.9368444588668721
bateria2,Bprima,0.8|28|4.1|0.47|8,0.47,0.8,28,4.1,6.8,parada,60,0.24114806900434027,0.936310721389784
bateria2,Bprima,0.8|28|4.1|0.47|9,0.47,0.8,28,4.1,6.8,parada,60,0.2503601358678341,0.9375330788623915
bateria2,Bprima,0.8|28|4.1|0.47|10,0.47,0.8,28,4.1,6.8,parada,60,0.24529371662806185,0.9368956701084666
bateria2,Bprima,0.8|28|4.1|0.65|1,0.65,0.8,28,4.1,6.8,parada,60,0.21537132747309432,0.9160512822794116
bateria2,Bprima,0.8|28|4.1|0.65|2,0.65,0.8,28,4.1,6.8,parada,60,0.22656565194378683,0.9168838809465798
bateria2,Bprima,0.8|28|4.1|0.65|3,0.65,0.8,28,4.1,6.8,parada,60,0.22115631167898347,0.9163552780738305
bateria2,Bprima,0.8|28|4.1|0.65|4,0.65,0.8,28,4.1,6.8,parada,60,0.22515414746526327,0.9160395738303354
bateria2,Bprima,0.8|28|4.1|0.65|5,0.65,0.8,28,4.1,6.8,parada,60,0.221093987662645,0.9155541510990506
bateria2,Bprima,0.8|28|4.1|0.65|6,0.65,0.8,28,4.1,6.8,parada,60,0.2179390855223633,0.9154854394854927
bateria2,Bprima,0.8|28|4.1|0.65|7,0.65,0.8,28,4.1,6.8,parada,60,0.21921514922827617,0.9154455432871428
bateria2,Bprima,0.8|28|4.1|0.65|8,0.65,0.8,28,4.1,6.8,parada,60,0.21430295104368535,0.9149744547390952
bateria2,Bprima,0.8|28|4.1|0.65|9,0.65,0.8,28,4.1,6.8,parada,60,0.22397709026356555,0.9162823672929084
bateria2,Bprima,0.8|28|4.1|0.65|10,0.65,0.8,28,4.1,6.8,parada,60,0.21744322728601229,0.9157132009127945
bateria2,Bprima,0.8|28|6|0.3|1,0.3,0.8,28,6,6.8,parada,60,0.1082814600179027,0.9629782888200907
bateria2,Bprima,0.8|28|6|0.3|2,0.3,0.8,28,6,6.8,parada,60,0.10909385240726262,0.9634281937692613
bateria2,Bprima,0.8|28|6|0.3|3,0.3,0.8,28,6,6.8,parada,60,0.10423731753459245,0.9631651460211417
bateria2,Bprima,0.8|28|6|0.3|4,0.3,0.8,28,6,6.8,parada,60,0.12418563821203492,0.9633729211381679
bateria2,Bprima,0.8|28|6|0.3|5,0.3,0.8,28,6,6.8,parada,60,0.10934403847128726,0.9627246431433842
bateria2,Bprima,0.8|28|6|0.3|6,0.3,0.8,28,6,6.8,parada,60,0.0967615862806587,0.9623916537453138
bateria2,Bprima,0.8|28|6|0.3|7,0.3,0.8,28,6,6.8,parada,60,0.1141441736106512,0.9626928933348391
bateria2,Bprima,0.8|28|6|0.3|8,0.3,0.8,28,6,6.8,parada,60,0.10795390107686893,0.9625989981261903
bateria2,Bprima,0.8|28|6|0.3|9,0.3,0.8,28,6,6.8,parada,60,0.11086117200776026,0.963012688528091
bateria2,Bprima,0.8|28|6|0.3|10,0.3,0.8,28,6,6.8,parada,60,0.10445408100205095,0.96287167790057
bateria2,Bprima,0.8|28|6|0.47|1,0.47,0.8,28,6,6.8,parada,60,0.14949477920167106,0.9497296489592423
bateria2,Bprima,0.8|28|6|0.47|2,0.47,0.8,28,6,6.8,parada,60,0.1545649780176389,0.9502858374227819
bateria2,Bprima,0.8|28|6|0.47|3,0.47,0.8,28,6,6.8,parada,60,0.14985250418049226,0.9499488267384304
bateria2,Bprima,0.8|28|6|0.47|4,0.47,0.8,28,6,6.8,parada,60,0.16416905940468743,0.9500649047148615
bateria2,Bprima,0.8|28|6|0.47|5,0.47,0.8,28,6,6.8,parada,60,0.1527983217298856,0.9495180163149406
bateria2,Bprima,0.8|28|6|0.47|6,0.47,0.8,28,6,6.8,parada,60,0.14202335394816668,0.9491607465825017
bateria2,Bprima,0.8|28|6|0.47|7,0.47,0.8,28,6,6.8,parada,60,0.15490600139828706,0.9493770136135973
bateria2,Bprima,0.8|28|6|0.47|8,0.47,0.8,28,6,6.8,parada,60,0.14749291137293097,0.9492744793573814
bateria2,Bprima,0.8|28|6|0.47|9,0.47,0.8,28,6,6.8,parada,60,0.15351011547713359,0.9499773044920007
bateria2,Bprima,0.8|28|6|0.47|10,0.47,0.8,28,6,6.8,parada,60,0.14804309503095106,0.949545791080717
bateria2,Bprima,0.8|28|6|0.65|1,0.65,0.8,28,6,6.8,parada,60,0.16992543913316036,0.9365085849553657
bateria2,Bprima,0.8|28|6|0.65|2,0.65,0.8,28,6,6.8,parada,60,0.17520757217432467,0.9372120579301496
bateria2,Bprima,0.8|28|6|0.65|3,0.65,0.8,28,6,6.8,parada,60,0.17088306841692572,0.9367919236571207
bateria2,Bprima,0.8|28|6|0.65|4,0.65,0.8,28,6,6.8,parada,60,0.1803741151501687,0.9367694985170596
bateria2,Bprima,0.88|22|3|0.3|1,0.3,0.88,22,3,6.8,parada,60,0.7137083714600226,0.9764188501471385
bateria2,Bprima,0.88|22|3|0.3|2,0.3,0.88,22,3,6.8,parada,60,0.7265942445073322,0.9774462692054804
bateria2,Bprima,0.8|28|6|0.65|5,0.65,0.8,28,6,6.8,parada,60,0.17282732802452525,0.9361934063482263
bateria2,Bprima,0.8|28|6|0.65|6,0.65,0.8,28,6,6.8,parada,60,0.16465373564922187,0.935916877165854
bateria2,Bprima,0.88|22|3|0.3|3,0.3,0.88,22,3,6.8,parada,60,0.7213443611550099,0.9767737278357084
bateria2,Bprima,0.88|22|3|0.3|4,0.3,0.88,22,3,6.8,parada,60,0.7192856514316137,0.9768411712371158
bateria2,Bprima,0.8|28|6|0.65|7,0.65,0.8,28,6,6.8,parada,60,0.17425335309018133,0.9361968912669251
bateria2,Bprima,0.88|22|3|0.3|5,0.3,0.88,22,3,6.8,parada,60,0.712778825892534,0.9764527771141158
bateria2,Bprima,0.88|22|3|0.3|6,0.3,0.88,22,3,6.8,parada,60,0.7156494540474929,0.9763443704345459
bateria2,Bprima,0.8|28|6|0.65|8,0.65,0.8,28,6,6.8,parada,60,0.16673813235426557,0.9357738326651969
bateria2,Bprima,0.88|22|3|0.3|7,0.3,0.88,22,3,6.8,parada,60,0.72013776760696,0.976867078354981
bateria2,Bprima,0.88|22|3|0.3|8,0.3,0.88,22,3,6.8,parada,60,0.7137357858935711,0.9763815524440825
bateria2,Bprima,0.8|28|6|0.65|9,0.65,0.8,28,6,6.8,parada,60,0.17412994576189253,0.936978037718625
bateria2,Bprima,0.8|28|6|0.65|10,0.65,0.8,28,6,6.8,parada,60,0.16940257004677337,0.9363943011777545
bateria2,Bprima,0.88|22|3|0.3|9,0.3,0.88,22,3,6.8,parada,60,0.725627489901154,0.9773592107099577
bateria2,Bprima,0.88|22|3|0.3|10,0.3,0.88,22,3,6.8,parada,60,0.7153764886150388,0.9762963348598402
bateria2,Bprima,0.88|22|3|0.47|1,0.47,0.88,22,3,6.8,parada,60,0.47645961007849746,0.94487322520913
bateria2,Bprima,0.88|22|3|0.47|2,0.47,0.88,22,3,6.8,parada,60,0.48989541848157886,0.9462623090911276
bateria2,Bprima,0.88|22|3|0.47|3,0.47,0.88,22,3,6.8,parada,60,0.47750336627900836,0.9454071953413126
bateria2,Bprima,0.88|22|3|0.47|4,0.47,0.88,22,3,6.8,parada,60,0.4731754232124992,0.9450225298661616
bateria2,Bprima,0.88|22|3|0.47|6,0.47,0.88,22,3,6.8,parada,60,0.4827347818076233,0.9451305910589587
bateria2,Bprima,0.88|22|3|0.47|5,0.47,0.88,22,3,6.8,parada,60,0.47007021880246946,0.9448473668971413
bateria2,Bprima,0.88|22|3|0.47|7,0.47,0.88,22,3,6.8,parada,60,0.4839699564773428,0.9459432757672321
bateria2,Bprima,0.88|22|3|0.47|8,0.47,0.88,22,3,6.8,parada,60,0.4678233452588811,0.9439114962301117
bateria2,Bprima,0.88|22|3|0.47|9,0.47,0.88,22,3,6.8,parada,60,0.4818896295059641,0.9458817589078068
bateria2,Bprima,0.88|22|3|0.47|10,0.47,0.88,22,3,6.8,parada,60,0.47228957792979465,0.9447548081098096
bateria2,Bprima,0.88|22|3|0.65|1,0.65,0.88,22,3,6.8,parada,60,0.15544445401623802,0.894576594433047
bateria2,Bprima,0.88|22|3|0.65|2,0.65,0.88,22,3,6.8,parada,60,0.1659559821391908,0.8965106647427229
bateria2,Bprima,0.88|22|3|0.65|3,0.65,0.88,22,3,6.8,parada,60,0.15226534605682904,0.8950123020130524
bateria2,Bprima,0.88|22|3|0.65|4,0.65,0.88,22,3,6.8,parada,60,0.14917407065493646,0.8948255024385036
bateria2,Bprima,0.88|22|3|0.65|5,0.65,0.88,22,3,6.8,parada,60,0.1498065979731823,0.8945287398312013
bateria2,Bprima,0.88|22|3|0.65|6,0.65,0.88,22,3,6.8,parada,60,0.16175792779824863,0.8953994108234185
bateria2,Bprima,0.88|22|3|0.65|7,0.65,0.88,22,3,6.8,parada,60,0.16192669253675893,0.8960300269673056
bateria2,Bprima,0.88|22|3|0.65|8,0.65,0.88,22,3,6.8,parada,60,0.14294182476803596,0.8933614650754919
bateria2,Bprima,0.88|22|3|0.65|9,0.65,0.88,22,3,6.8,parada,60,0.15702622158869523,0.8951022652140417
bateria2,Bprima,0.88|22|4.1|0.3|1,0.3,0.88,22,4.1,6.8,parada,60,0.6620681418082363,0.9745093474163266
bateria2,Bprima,0.88|22|3|0.65|10,0.65,0.88,22,3,6.8,parada,60,0.14887627015485558,0.8943788011630514
bateria2,Bprima,0.88|22|4.1|0.3|2,0.3,0.88,22,4.1,6.8,parada,60,0.6729794198281754,0.9751702083553271
bateria2,Bprima,0.88|22|4.1|0.3|3,0.3,0.88,22,4.1,6.8,parada,60,0.6721847016117114,0.9749876720958081
bateria2,Bprima,0.88|22|4.1|0.3|4,0.3,0.88,22,4.1,6.8,parada,60,0.6700511919146539,0.9753916763271644
bateria2,Bprima,0.88|22|4.1|0.3|5,0.3,0.88,22,4.1,6.8,parada,60,0.6655127995406908,0.974898241310222
bateria2,Bprima,0.88|22|4.1|0.3|6,0.3,0.88,22,4.1,6.8,parada,60,0.6644723884462476,0.9740122908124004
bateria2,Bprima,0.88|22|4.1|0.3|7,0.3,0.88,22,4.1,6.8,parada,60,0.6650291634299903,0.9746812332162036
bateria2,Bprima,0.88|22|4.1|0.3|8,0.3,0.88,22,4.1,6.8,parada,60,0.6685836251155145,0.9748906008847943
bateria2,Bprima,0.88|22|4.1|0.3|9,0.3,0.88,22,4.1,6.8,parada,60,0.677548586028169,0.9754812033539276
bateria2,Bprima,0.88|22|4.1|0.3|10,0.3,0.88,22,4.1,6.8,parada,60,0.6684199926245903,0.9746181673843115
bateria2,Bprima,0.88|22|4.1|0.47|1,0.47,0.88,22,4.1,6.8,parada,60,0.6443386861503149,0.9674394279862698
bateria2,Bprima,0.88|22|4.1|0.47|3,0.47,0.88,22,4.1,6.8,parada,60,0.6522081455603207,0.9677368444010302
bateria2,Bprima,0.88|22|4.1|0.47|4,0.47,0.88,22,4.1,6.8,parada,60,0.6492978233306995,0.9678319907953374
bateria2,Bprima,0.88|22|4.1|0.47|2,0.47,0.88,22,4.1,6.8,parada,60,0.657146646468032,0.9685604452182978
bateria2,Bprima,0.88|22|4.1|0.47|5,0.47,0.88,22,4.1,6.8,parada,60,0.6435584068981993,0.9674498352953645
bateria2,Bprima,0.88|22|4.1|0.47|7,0.47,0.88,22,4.1,6.8,parada,60,0.6508424985875645,0.9678845381114777
bateria2,Bprima,0.88|22|4.1|0.47|6,0.47,0.88,22,4.1,6.8,parada,60,0.6464440812130298,0.9673342549258098
bateria2,Bprima,0.88|22|4.1|0.47|8,0.47,0.88,22,4.1,6.8,parada,60,0.6439625261846136,0.9672217840568901
bateria2,Bprima,0.88|22|4.1|0.47|9,0.47,0.88,22,4.1,6.8,parada,60,0.6553254620951077,0.96834059625675
bateria2,Bprima,0.88|22|4.1|0.47|10,0.47,0.88,22,4.1,6.8,parada,60,0.6468481553366633,0.967152548464214
bateria2,Bprima,0.88|22|4.1|0.65|1,0.65,0.88,22,4.1,6.8,parada,60,0.5064934254966047,0.94556454551287
bateria2,Bprima,0.88|22|4.1|0.65|2,0.65,0.88,22,4.1,6.8,parada,60,0.5187210920990438,0.9469288161766937
bateria2,Bprima,0.88|22|4.1|0.65|3,0.65,0.88,22,4.1,6.8,parada,60,0.5102726068968249,0.945771518925581
bateria2,Bprima,0.88|22|4.1|0.65|4,0.65,0.88,22,4.1,6.8,parada,60,0.5069174650352494,0.9455065410054174
bateria2,Bprima,0.88|22|4.1|0.65|5,0.65,0.88,22,4.1,6.8,parada,60,0.502335183402837,0.9454225511982475
bateria2,Bprima,0.88|22|4.1|0.65|7,0.65,0.88,22,4.1,6.8,parada,60,0.5124277043047277,0.9464153558781677
bateria2,Bprima,0.88|22|4.1|0.65|6,0.65,0.88,22,4.1,6.8,parada,60,0.5109582794932211,0.9457731617539972
bateria2,Bprima,0.88|22|4.1|0.65|8,0.65,0.88,22,4.1,6.8,parada,60,0.5002290176941074,0.9447970483044486
bateria2,Bprima,0.88|22|4.1|0.65|9,0.65,0.88,22,4.1,6.8,parada,60,0.5137401731791507,0.9462919092432058
bateria2,Bprima,0.88|22|4.1|0.65|10,0.65,0.88,22,4.1,6.8,parada,60,0.5040498862907431,0.9452765215462782
bateria2,Bprima,0.88|22|6|0.3|1,0.3,0.88,22,6,6.8,parada,60,0.4881896940670425,0.9671315936902519
bateria2,Bprima,0.88|22|6|0.3|2,0.3,0.88,22,6,6.8,parada,60,0.49570037405086353,0.9677334518791937
bateria2,Bprima,0.88|22|6|0.3|3,0.3,0.88,22,6,6.8,parada,60,0.49812038040993206,0.9677788189086195
bateria2,Bprima,0.88|22|6|0.3|4,0.3,0.88,22,6,6.8,parada,60,0.49604404782049083,0.968099047901901
bateria2,Bprima,0.88|22|6|0.3|5,0.3,0.88,22,6,6.8,parada,60,0.49455843617749146,0.9676876056990464
bateria2,Bprima,0.88|22|6|0.3|6,0.3,0.88,22,6,6.8,parada,60,0.48960029466146654,0.9667521809678769
bateria2,Bprima,0.88|22|6|0.3|7,0.3,0.88,22,6,6.8,parada,60,0.4873395542884961,0.9673360488588262
bateria2,Bprima,0.88|22|6|0.3|8,0.3,0.88,22,6,6.8,parada,60,0.4994333634100238,0.9676812021863487
bateria2,Bprima,0.88|22|6|0.3|9,0.3,0.88,22,6,6.8,parada,60,0.5021302558658967,0.9685113790896189
bateria2,Bprima,0.88|22|6|0.3|10,0.3,0.88,22,6,6.8,parada,60,0.49720506667511755,0.9674317254665316
bateria2,Bprima,0.88|22|6|0.47|1,0.47,0.88,22,6,6.8,parada,60,0.5873105542658087,0.9714505358114319
bateria2,Bprima,0.88|22|6|0.47|2,0.47,0.88,22,6,6.8,parada,60,0.5986704180976515,0.9721985628916424
bateria2,Bprima,0.88|22|6|0.47|3,0.47,0.88,22,6,6.8,parada,60,0.5982974160108882,0.9720254840323035
bateria2,Bprima,0.88|22|6|0.47|4,0.47,0.88,22,6,6.8,parada,60,0.594365983942959,0.9721774981949456
bateria2,Bprima,0.88|22|6|0.47|5,0.47,0.88,22,6,6.8,parada,60,0.5908456648140389,0.9716579473011192
bateria2,Bprima,0.88|22|6|0.47|6,0.47,0.88,22,6,6.8,parada,60,0.5903066412897536,0.9712490342597875
bateria2,Bprima,0.88|22|6|0.47|7,0.47,0.88,22,6,6.8,parada,60,0.5905001214029144,0.971633755846204
bateria2,Bprima,0.88|22|6|0.47|8,0.47,0.88,22,6,6.8,parada,60,0.5938776031138497,0.9717745522772698
bateria2,Bprima,0.88|22|6|0.47|9,0.47,0.88,22,6,6.8,parada,60,0.6027161390701041,0.972611923541774
bateria2,Bprima,0.88|22|6|0.47|10,0.47,0.88,22,6,6.8,parada,60,0.5944558811952382,0.9716215493527187
bateria2,Bprima,0.88|22|6|0.65|1,0.65,0.88,22,6,6.8,parada,60,0.5970396564296042,0.9687009513640313
bateria2,Bprima,0.88|22|6|0.65|2,0.65,0.88,22,6,6.8,parada,60,0.6099717017901476,0.9694728662110329
bateria2,Bprima,0.88|22|6|0.65|3,0.65,0.88,22,6,6.8,parada,60,0.6069929950010273,0.9691803690488425
bateria2,Bprima,0.88|22|6|0.65|4,0.65,0.88,22,6,6.8,parada,60,0.6018420190150381,0.9693068764810444
bateria2,Bprima,0.88|22|6|0.65|5,0.65,0.88,22,6,6.8,parada,60,0.5963458886339171,0.9688509983803629
bateria2,Bprima,0.88|22|6|0.65|6,0.65,0.88,22,6,6.8,parada,60,0.6016233329783879,0.9684615515412336
bateria2,Bprima,0.88|22|6|0.65|7,0.65,0.88,22,6,6.8,parada,60,0.602045508147189,0.969038454915091
bateria2,Bprima,0.88|22|6|0.65|8,0.65,0.88,22,6,6.8,parada,60,0.5996481622172928,0.9686448122383821
bateria2,Bprima,0.88|22|6|0.65|9,0.65,0.88,22,6,6.8,parada,60,0.610653695030637,0.9694905830989186
bateria2,Bprima,0.88|22|6|0.65|10,0.65,0.88,22,6,6.8,parada,60,0.6021712938948254,0.968704324669008
bateria2,Bprima,0.88|25|3|0.3|1,0.3,0.88,25,3,6.8,parada,60,0.5670982106110805,0.970468483283228
bateria2,Bprima,0.88|25|3|0.3|2,0.3,0.88,25,3,6.8,parada,60,0.5695290620787461,0.9703199772952533
bateria2,Bprima,0.88|25|3|0.3|3,0.3,0.88,25,3,6.8,parada,60,0.5707754825007308,0.97070235706523
bateria2,Bprima,0.88|25|3|0.3|4,0.3,0.88,25,3,6.8,parada,60,0.5647171882445873,0.9705883059415605
bateria2,Bprima,0.88|25|3|0.3|5,0.3,0.88,25,3,6.8,parada,60,0.560995265255921,0.970153664683923
bateria2,Bprima,0.88|25|3|0.3|6,0.3,0.88,25,3,6.8,parada,60,0.5690008920242046,0.9710009473958368
bateria2,Bprima,0.88|25|3|0.3|7,0.3,0.88,25,3,6.8,parada,60,0.5728398804790935,0.9702472662894069
bateria2,Bprima,0.88|25|3|0.3|8,0.3,0.88,25,3,6.8,parada,60,0.5599049708570154,0.9698153094442518
bateria2,Bprima,0.88|25|3|0.3|9,0.3,0.88,25,3,6.8,parada,60,0.5754366558870616,0.9712252832177626
bateria2,Bprima,0.88|25|3|0.3|10,0.3,0.88,25,3,6.8,parada,60,0.5611466153595054,0.9694349609425941
bateria2,Bprima,0.88|25|3|0.47|1,0.47,0.88,25,3,6.8,parada,60,0.39619230231415026,0.9430968596739489
bateria2,Bprima,0.88|25|3|0.47|2,0.47,0.88,25,3,6.8,parada,60,0.3959712191318889,0.9427874732553586
bateria2,Bprima,0.88|25|3|0.47|3,0.47,0.88,25,3,6.8,parada,60,0.40185561020890487,0.9434557160206907
bateria2,Bprima,0.88|25|3|0.47|4,0.47,0.88,25,3,6.8,parada,60,0.40387128391106597,0.9436898826601701
bateria2,Bprima,0.88|25|3|0.47|5,0.47,0.88,25,3,6.8,parada,60,0.3962468041469484,0.9429787572522796
bateria2,Bprima,0.88|25|3|0.47|6,0.47,0.88,25,3,6.8,parada,60,0.39960026304749513,0.9440499779916801
bateria2,Bprima,0.88|25|3|0.47|7,0.47,0.88,25,3,6.8,parada,60,0.39639644623390596,0.9428958964660105
bateria2,Bprima,0.88|25|3|0.47|8,0.47,0.88,25,3,6.8,parada,60,0.39137501626973875,0.9427030215568274
bateria2,Bprima,0.88|25|3|0.47|9,0.47,0.88,25,3,6.8,parada,60,0.401500706002304,0.9440106165671166
bateria2,Bprima,0.88|25|3|0.47|10,0.47,0.88,25,3,6.8,parada,60,0.38961381241834936,0.9420811495618214
bateria2,Bprima,0.88|25|3|0.65|1,0.65,0.88,25,3,6.8,parada,60,0.16860889528644557,0.9078769080137904
bateria2,Bprima,0.88|25|3|0.65|2,0.65,0.88,25,3,6.8,parada,60,0.16657226960927546,0.9073778185415917
bateria2,Bprima,0.88|25|3|0.65|3,0.65,0.88,25,3,6.8,parada,60,0.17442541657880659,0.90840714273934
bateria2,Bprima,0.88|25|3|0.65|4,0.65,0.88,25,3,6.8,parada,60,0.17933788084331173,0.9085049144237212
bateria2,Bprima,0.88|25|3|0.65|5,0.65,0.88,25,3,6.8,parada,60,0.17067143856576672,0.9076194940998988
bateria2,Bprima,0.88|25|3|0.65|6,0.65,0.88,25,3,6.8,parada,60,0.17313083720415276,0.9084887064789048
bateria2,Bprima,0.88|25|3|0.65|7,0.65,0.88,25,3,6.8,parada,60,0.1658520945733315,0.9076457494203635
bateria2,Bprima,0.88|25|3|0.65|8,0.65,0.88,25,3,6.8,parada,60,0.16819368825877845,0.9071861728580218
bateria2,Bprima,0.88|25|3|0.65|9,0.65,0.88,25,3,6.8,parada,60,0.17451343777023268,0.9083331038458619
bateria2,Bprima,0.88|25|3|0.65|10,0.65,0.88,25,3,6.8,parada,60,0.16326527319960155,0.9066978349271334
bateria2,Bprima,0.88|25|4.1|0.3|1,0.3,0.88,25,4.1,6.8,parada,60,0.4991052783425406,0.9719700860468596
bateria2,Bprima,0.88|25|4.1|0.3|2,0.3,0.88,25,4.1,6.8,parada,60,0.4989167461319025,0.9719953946546852
bateria2,Bprima,0.88|25|4.1|0.3|3,0.3,0.88,25,4.1,6.8,parada,60,0.5045523930229072,0.9719706304178981
bateria2,Bprima,0.88|25|4.1|0.3|4,0.3,0.88,25,4.1,6.8,parada,60,0.49329405217443995,0.9715090309736022
bateria2,Bprima,0.88|25|4.1|0.3|5,0.3,0.88,25,4.1,6.8,parada,60,0.49231223405063157,0.9715181910136028
bateria2,Bprima,0.88|25|4.1|0.3|6,0.3,0.88,25,4.1,6.8,parada,60,0.5004420115157793,0.972199524240995
bateria2,Bprima,0.88|25|4.1|0.3|7,0.3,0.88,25,4.1,6.8,parada,60,0.5084533135984274,0.9717796022206381
bateria2,Bprima,0.88|25|4.1|0.3|8,0.3,0.88,25,4.1,6.8,parada,60,0.494234139487073,0.9711575097641181
bateria2,Bprima,0.88|25|4.1|0.3|9,0.3,0.88,25,4.1,6.8,parada,60,0.5071096750687702,0.9726910021095951
bateria2,Bprima,0.88|25|4.1|0.3|10,0.3,0.88,25,4.1,6.8,parada,60,0.4951673970967257,0.9710630265874367
bateria2,Bprima,0.88|25|4.1|0.47|1,0.47,0.88,25,4.1,6.8,parada,60,0.47658505120609984,0.9596201479056501
bateria2,Bprima,0.88|25|4.1|0.47|2,0.47,0.88,25,4.1,6.8,parada,60,0.4785387210956766,0.9594694093785985
bateria2,Bprima,0.88|25|4.1|0.47|3,0.47,0.88,25,4.1,6.8,parada,60,0.4804986239472572,0.959843770342151
bateria2,Bprima,0.88|25|4.1|0.47|4,0.47,0.88,25,4.1,6.8,parada,60,0.47508907123833666,0.9595591534394691
bateria2,Bprima,0.88|25|4.1|0.47|5,0.47,0.88,25,4.1,6.8,parada,60,0.4724152828594204,0.9592664543538607
bateria2,Bprima,0.88|25|4.1|0.47|6,0.47,0.88,25,4.1,6.8,parada,60,0.47968369151044016,0.9601281189958822
bateria2,Bprima,0.88|25|4.1|0.47|7,0.47,0.88,25,4.1,6.8,parada,60,0.4843910242180506,0.9593001712405699
bateria2,Bprima,0.88|25|4.1|0.47|8,0.47,0.88,25,4.1,6.8,parada,60,0.47198418469459386,0.958862909074421
bateria2,Bprima,0.88|25|4.1|0.47|9,0.47,0.88,25,4.1,6.8,parada,60,0.48366063061338727,0.9603527936610887
bateria2,Bprima,0.88|25|4.1|0.47|10,0.47,0.88,25,4.1,6.8,parada,60,0.47313026358158344,0.9585277546314611
bateria2,Bprima,0.88|25|4.1|0.65|1,0.65,0.88,25,4.1,6.8,parada,60,0.3874636893393998,0.940161797494444
