beta,t_optima,exponente_ptc,potencia_base,semilla,r_real,percentil_r_real_en_nula,media_nula,desviacion_nula
0.8,22,3,0.3,1,-0.02330958491240536,42.9,-0.002044520919346595,0.13178421624958242
0.8,22,3,0.3,2,0.13053413875012473,83.7,-0.00023173608730491462,0.13276861110888674
0.8,22,3,0.3,3,0.02171238458856585,56.4,-0.0038082967257433787,0.1283490163496012
0.8,22,3,0.3,4,-0.25960878221146677,1.6,-0.0005516015264947925,0.12907883256240152
0.8,22,3,0.3,5,0.030618402166019208,60.5,-0.006859033077573357,0.13139281835477665
0.8,22,3,0.3,6,0.047070825650506236,64.7,0.0011545161179259012,0.1299574624970562
0.8,22,3,0.3,7,0.1291227127047495,84.6,-0.004415777790808353,0.12569944062534208
0.8,22,3,0.3,8,-0.02873899178373625,42.1,0.004113308939155748,0.1286410708767881
0.8,22,3,0.3,9,0.3529873312858908,99.5,-0.002715145573267879,0.1228289276966692
0.8,22,3,0.3,10,-0.12214494198889707,17.6,0.0020841611535313627,0.12821634243868052
0.8,22,3,0.47,2,0.10192823509572038,77.1,0.000019015977604511415,0.13334445446402116
0.8,22,3,0.47,1,-0.04344230885454732,34.2,0.009922494040923588,0.12936128428466875
0.8,22,3,0.47,3,-0.01779510649603847,43.2,0.007290422651020285,0.1341901938605136
0.8,22,3,0.47,4,-0.2502156359005193,3,-0.004131723497787863,0.12713002534777665
0.8,22,3,0.47,5,0.02296012100026523,54,0.007473137105772452,0.12684580426911052
0.8,22,3,0.47,7,0.06484747154247347,70.7,-0.0038973076101673186,0.1265373282358836
0.8,22,3,0.47,6,0.04465282926691052,65,-0.0019198740706008986,0.12575141101140846
0.8,22,3,0.47,8,-0.008031201749772251,49.8,-0.0048950800139077565,0.12665198294296426
0.8,22,3,0.47,9,0.26913690558772285,98.2,0.003910674810718134,0.12745900862131412
0.8,22,3,0.47,10,-0.10795154563766292,19.3,0.00565058875541852,0.13064357246915492
0.8,22,3,0.65,1,-0.03824520568022671,40.7,-0.007150427105439739,0.12895832255024592
0.8,22,3,0.65,2,0.08987866254275784,74.7,-0.0005099953130478314,0.13363858913060672
0.8,22,3,0.65,3,-0.06531292620800869,29.9,0.005173493790555803,0.13473270708131627
0.8,22,3,0.65,4,-0.274562851482058,1.4,0.0024731395831365365,0.12976634392262365
0.8,22,3,0.65,5,0.03388919700699232,61.5,-0.002612574392538383,0.1356587669894818
0.8,22,3,0.65,6,-0.052168128125259096,33.7,0.0032538651049978675,0.1274114793524283
