ciclo,num_estados,delta_struct,var_error,p_reinicio,i_es,i_sm,derivada,contador_colapso
125,126,1,0.0,0.0,2.819861171459626e-06,0.0010898245060309958,20.317060725479283,0
126,127,1,0.0,0.0,3.6994147908295847e-06,0.00131450868532554,20.30701732774855,0
127,128,1,0.0,0.0,3.666726055720887e-06,0.0016245387496144426,20.299291665803196,0
128,129,1,0.0,0.0,2.8536472432023283e-06,0.0013802294825542556,20.294669687864378,0
129,130,1,0.0,0.0,3.9334924529339045e-06,0.0014265637090249564,20.28783552865766,0
130,131,1,0.0,0.0,3.1781618437304567e-06,0.0016328182509695488,20.278524406855475,0
131,132,1,0.0,0.0,3.86411468421907e-06,0.0014080825612065406,20.273205061514314,0
132,133,1,0.0,0.0,3.4833005791750002e-06,0.0014952603503342928,20.278656224353227,0
133,134,1,0.0,0.0,3.5823591822943585e-06,0.0015346527229044798,20.283188564636824,0
134,135,1,0.0,0.0,3.039601380885294e-06,0.0013218740638157697,20.2845577532223,0
135,136,1,0.0,0.0,3.3353884797740286e-06,0.0012320136911343348,20.288369592003594,0
136,137,1,0.0,0.0,3.205365602535433e-06,0.0013518333777958452,20.281851633746648,0
137,138,1,0.0,0.0,3.907468396644618e-06,0.0016699268651866783,20.27380094008836,0
138,139,1,0.0,0.0,3.696182362949648e-06,0.0017338597358633,20.273267158994017,0
139,140,1,0.0,0.0,3.829793905979809e-06,0.001649694672676647,20.271301092011047,0
140,141,1,0.0,0.0,3.6145062794602174e-06,0.001668584374814644,20.276925742308343,0
141,142,1,0.0,0.0,3.7273951447074854e-06,0.0016053853159172945,20.280184525870286,0
142,143,1,0.0,0.0,3.2668953137718836e-06,0.001395206667605406,20.283740648773755,0
143,144,1,0.0,0.0,2.9830605052870193e-06,0.0012272316159714115,20.287117129803686,0
144,145,1,0.0,0.0,3.5859552336604686e-06,0.0015014345859428496,20.27510540066912,0
145,146,1,0.0,0.0,4.4082812877005845e-06,0.0017975175069303872,20.275636596152278,0
146,147,1,0.0,0.0,3.866989169283927e-06,0.0018384810547689414,20.286981605066327,0
147,148,1,0.0,0.0,3.3469205709810297e-06,0.001502000668905248,20.290800539566273,0
148,149,1,0.0,0.0,3.4965354290158806e-06,0.0012878728622816656,20.291556287378704,0
149,150,1,0.0,0.0,3.949625455073359e-06,0.0015688032543405258,20.298320639507608,0
150,151,1,0.0,0.0,3.6386081048495435e-06,0.0015545180478841525,20.308302519139698,0
151,152,1,0.0,0.0,3.836480614313328e-06,0.0015753509234256334,20.314959379125952,0
152,153,1,0.0,0.0,3.2853109217505727e-06,0.0015307329559018819,20.31280462037674,0
153,154,1,0.0,0.0,3.4839591388622688e-06,0.0013741413293148074,20.312393197617638,0
154,155,1,0.0,0.0,3.3425640982584848e-06,0.0013919155290838415,20.315367531081602,0
155,156,1,0.0,0.0,2.8928842382430456e-06,0.0012559528734810879,20.316471250748503,0
156,157,1,0.0,0.0,3.2976085667165487e-06,0.0011798026877625242,20.318942865175188,0
157,158,1,0.0,0.0,3.194547675653159e-06,0.001339881462274581,20.322137554700582,0
158,159,1,0.0,0.0,3.2643312463121565e-06,0.0015024817441742985,20.307738847892843,0
159,160,1,0.0,0.0,3.991870351555776e-06,0.0016248503079652585,20.30277921802203,0
160,161,1,0.0,0.0,3.631761652537122e-06,0.0016418083500195474,20.30791857682916,0
161,162,1,0.0,0.0,3.722621695563032e-06,0.0015166353523937935,20.312031986007575,0
162,163,1,0.0,0.0,3.3528888094758166e-06,0.0013300721049544768,20.32196207027074,0
163,164,1,0.0,0.0,3.6045617810479627e-06,0.0013808737588915229,20.338563951741417,0
164,165,1,0.0,0.0,3.8091773366836215e-06,0.0015309735933564668,20.34778817046487,0
165,166,1,0.0,0.0,3.319350952745564e-06,0.0014509052405843074,20.352809549248597,0
166,167,1,0.0,0.0,2.900926285374457e-06,0.0011801314237965522,20.36113127181176,0
167,168,1,0.0,0.0,3.6106749397994096e-06,0.0011592400734854796,20.367731595143614,0
168,169,1,0.0,0.0,3.2745329269805787e-06,0.0013481419399991022,20.3713705868799,0
169,170,1,0.0,0.0,3.387843494332866e-06,0.0013223490168556258,20.37079209251286,0
170,171,1,0.0,0.0,4.0424477413375315e-06,0.0016791680607086703,20.363814037454173,0
171,172,1,0.0,0.0,3.5597469307154665e-06,0.0016282692545660673,20.361059421554895,0
172,173,1,0.0,0.0,3.006379936674038e-06,0.0013607712694783138,20.366229295907107,0
173,174,1,0.0,0.0,3.8523798829863735e-06,0.001391418385642224,20.36999935608822,0
174,175,1,0.0,0.0,2.8041289680570274e-06,0.0013643119460100203,20.3660401217462,0
175,176,1,0.0,0.0,3.5384978321552644e-06,0.00128810494606862,20.364173628378698,0
176,177,1,0.0,0.0,3.5444344507431364e-06,0.00151615996587464,20.36205914693936,0
177,178,1,0.0,0.0,3.4472281901709886e-06,0.0014552711783733154,20.358521009775398,0
178,179,1,0.0,0.0,3.920524405359496e-06,0.0017195495979810912,20.357645524144136,0
179,180,1,0.0,0.0,3.7040619775970823e-06,0.0016510413209159477,20.35250725619924,0
180,181,1,0.0,0.0,3.0521000970228824e-06,0.0014450437973333669,20.34874425119362,0
181,182,1,0.0,0.0,3.96450317641151e-06,0.0014687067180509865,20.349260121776435,0
182,183,1,0.0,0.0,3.319415980633652e-06,0.001495187587815437,20.35503253197856,0
183,184,1,0.0,0.0,3.8770555069282235e-06,0.0014740615931253978,20.360095450973745,0
184,185,1,0.0,0.0,3.6071023620356796e-06,0.00175497049087062,20.356264509449705,0
185,186,1,0.0,0.0,3.086700500275524e-06,0.0014648770265725353,20.35309163332555,0
186,187,1,0.0,0.0,3.869799666730307e-06,0.001323064582115107,20.355903279066183,0
187,188,1,0.0,0.0,3.469247530937568e-06,0.001621827344185153,20.354121971840843,0
188,189,1,0.0,0.0,3.005285723364614e-06,0.0014106600954466217,20.34744891017142,0
189,190,1,0.0,0.0,3.373816258803997e-06,0.0013025905477444403,20.341596996306173,0
190,191,1,0.0,0.0,3.219643496069786e-06,0.0014867139358763584,20.34453330411065,0
191,192,1,0.0,0.0,3.5356203023969483e-06,0.0013705348184879676,20.34989457357117,0
192,193,1,0.0,0.0,3.622464867292923e-06,0.001446117209956781,20.35776569315466,0
193,194,1,0.0,0.0,3.461786992144937e-06,0.0015718553135782537,20.359490807240157,0
194,195,1,0.0,0.0,3.5561660070106345e-06,0.0015453891644824158,20.364033621669304,0
