ciclo,num_estados,delta_struct,var_error,p_reinicio,i_es,i_sm,derivada,contador_colapso
124,125,1,0.0,0.0,3.27801588398117e-06,0.001378838899075728,20.822838896471644,0
125,126,1,0.0,0.0,3.2662834168574357e-06,0.0012694423332758474,20.826798333402234,0
126,127,1,0.0,0.0,4.097258302248828e-06,0.0015395781806874244,20.832183484010677,0
127,128,1,0.0,0.0,3.6271561110784813e-06,0.0015715521948004645,20.837220333941836,0
128,129,1,0.0,0.0,3.904260750608636e-06,0.0014398253245801202,20.852732977744346,0
129,130,1,0.0,0.0,3.2249020700296626e-06,0.001351707175815846,20.858498874250223,0
130,131,1,0.0,0.0,3.878511867146268e-06,0.001453589170066476,20.85728589139701,0
131,132,1,0.0,0.0,2.9629110786720645e-06,0.0014322864720274137,20.85493412398363,0
132,133,1,0.0,0.0,3.4301195717830027e-06,0.0012413530106271946,20.849567154364692,0
133,134,1,0.0,0.0,3.872829818509341e-06,0.0014033695921984886,20.84965809317295,0
134,135,1,0.0,0.0,3.834209271673629e-06,0.0017486392438757835,20.853431117390187,0
135,136,1,0.0,0.0,3.635225348097247e-06,0.001625567132590476,20.853008669128304,0
136,137,1,0.0,0.0,3.402513332006189e-06,0.0015912606138541964,20.848923156732937,0
137,138,1,0.0,0.0,3.609442178489268e-06,0.0013799467767850399,20.838674182704686,0
138,139,1,0.0,0.0,3.339580216837545e-06,0.0014537350688921687,20.822926002827213,0
139,140,1,0.0,0.0,3.913008612507828e-06,0.001551863554183568,20.811208791631877,0
140,141,1,0.0,0.0,3.948018716961091e-06,0.0016713981255775485,20.800562116180217,0
141,142,1,0.0,0.0,3.740514812867745e-06,0.0016683307135313187,20.791033570364384,0
142,143,1,0.0,0.0,3.2730131607709462e-06,0.001490418628599735,20.79406268016044,0
143,144,1,0.0,0.0,3.490287754253973e-06,0.0014411698122369873,20.80056247026637,0
144,145,1,0.0,0.0,3.5105230079757665e-06,0.0013902892047091059,20.80084655049367,0
145,146,1,0.0,0.0,3.3483583174187094e-06,0.0015585706973320107,20.795632670031893,0
146,147,1,0.0,0.0,3.545261066983579e-06,0.0015136533499991054,20.79397470616993,0
147,148,1,0.0,0.0,3.085408212746302e-06,0.0012326160624037774,20.80359406675172,0
148,149,1,0.0,0.0,3.4415715879353054e-06,0.0012744557288885418,20.79872533018979,0
149,150,1,0.0,0.0,2.92754307643862e-06,0.0012714238658964475,20.79331488641191,0
150,151,1,0.0,0.0,3.3485414975368104e-06,0.0011851080256405245,20.794778010075326,0
151,152,1,0.0,0.0,3.2864793296004037e-06,0.0013058865444210061,20.786723182587558,0
152,153,1,0.0,0.0,3.6955153406013347e-06,0.0015955330748693203,20.77567918456502,0
153,154,1,0.0,0.0,3.233440331765734e-06,0.001526098902067393,20.778517153705952,0
154,155,1,0.0,0.0,3.2808289678519548e-06,0.0012201570795106744,20.776914726308114,0
155,156,1,0.0,0.0,3.623683608756509e-06,0.0013873329169967624,20.775176660639193,0
156,157,1,0.0,0.0,3.4541489328996156e-06,0.0015134190906667168,20.77211820077162,0
157,158,1,0.0,0.0,3.3840237220210835e-06,0.0014359629048923805,20.773052384606647,0
158,159,1,0.0,0.0,3.496222075522666e-06,0.0014330292275365956,20.77507590950926,0
159,160,1,0.0,0.0,3.126627286797356e-06,0.0014736226526721775,20.7659624140277,0
160,161,1,0.0,0.0,4.092180780107224e-06,0.0014016197945084829,20.756262023266085,0
161,162,1,0.0,0.0,3.639783985465131e-06,0.0019263474742819019,20.749871260715476,0
162,163,1,0.0,0.0,3.610877408558497e-06,0.0015053674295422413,20.747613796051215,0
163,164,1,0.0,0.0,3.301656447323261e-06,0.0015241192774140284,20.746330261777004,0
164,165,1,0.0,0.0,3.317539404028762e-06,0.0014331720271909027,20.74029806357489,0
165,166,1,0.0,0.0,4.057866374031399e-06,0.0016358092580929756,20.738230213559174,0
166,167,1,0.0,0.0,3.3654784526697095e-06,0.0015408225457108657,20.73991500258867,0
167,168,1,0.0,0.0,3.0766647043914465e-06,0.0014218475791491765,20.73928895413158,0
168,169,1,0.0,0.0,2.7245666974164335e-06,0.0011601292798150127,20.734789136121158,0
169,170,1,0.0,0.0,2.9725014961711115e-06,0.0012187099790554534,20.725992714702254,0
170,171,1,0.0,0.0,3.724247547825037e-06,0.001289696004710457,20.728815908707546,0
171,172,1,0.0,0.0,2.943282777903066e-06,0.0013237910259685868,20.735380401258485,0
172,173,1,0.0,0.0,3.727833751647147e-06,0.0013030904290429563,20.734215486054737,0
173,174,1,0.0,0.0,3.2217558916483635e-06,0.0015444538547068599,20.729730051280935,0
174,175,1,0.0,0.0,3.675611453869238e-06,0.0014830419825936636,20.72473084388916,0
175,176,1,0.0,0.0,3.4739484859329686e-06,0.0014764837336885537,20.71486064236809,0
176,177,1,0.0,0.0,4.05883403909955e-06,0.0016202114732366349,20.717462857776564,0
177,178,1,0.0,0.0,3.1712864725410098e-06,0.0014038099530056436,20.728014101407776,0
178,179,1,0.0,0.0,3.2538607953418706e-06,0.0013180706082796202,20.73187969341165,0
179,180,1,0.0,0.0,3.7477365781457422e-06,0.0014712586816170864,20.727013647740524,0
180,181,1,0.0,0.0,2.9432499321962223e-06,0.0013524119491706895,20.72253939997878,0
