ciclo,num_estados,delta_struct,var_error,p_reinicio,i_es,i_sm,derivada,contador_colapso
0,1,0,1.0,0.0,3.5140032564441905e-06,1.6858173638950235e-08,1.0,0
1,2,1,0.19316025,0.5,7.618440169408436e-07,0.0017259695527821152,18.502708270356123,0
2,3,1,0.17169800000000002,0.6666666666666666,6.312162769357421e-07,0.0068808031572937,15.46331842490601,0
3,4,1,0.14087025,0.75,7.908344865118895e-07,0.005938164739434891,14.184605764910714,0
4,5,1,0.11734744000000001,0.8,8.322233046848955e-07,0.005745979476176212,13.456455303999146,0
5,6,1,0.10072580555555555,0.8333333333333334,6.71389977523277e-07,0.0062151242175139225,13.198384383302562,0
6,7,1,0.08810457142857143,0.8571428571428571,7.21673203920704e-07,0.006336763292642168,12.944063663758692,0
7,8,1,0.078078609375,0.875,7.302583405946784e-07,0.00651408321841719,12.719329725346881,0
8,9,1,0.07025972839506173,0.8888888888888888,7.913723778483147e-07,0.006132226332235326,12.608184780441217,0
9,10,1,0.06375056,0.9,8.299622053149276e-07,0.005561908596074224,12.418612527982576,0
10,11,1,0.058397884297520665,0.9090909090909091,7.681224882434197e-07,0.0056021500256444486,12.294742164622786,0
11,12,1,0.05400266666666667,0.9166666666666666,8.386580994606404e-07,0.0058159660833965714,12.205545784146254,0
12,13,1,0.05013043786982248,0.9230769230769231,6.850367431206444e-07,0.006141701186499099,12.122118979242304,0
13,14,1,0.04673708673469388,0.9285714285714286,8.712118082138324e-07,0.006311810929052952,12.039981488132547,0
14,15,1,0.04379184888888889,0.9333333333333333,7.901421114760143e-07,0.0062277773908930335,11.973554210843998,0
15,16,1,0.041189109375000005,0.9375,8.551880935810426e-07,0.006394736460313832,11.962990888092843,0
16,17,1,0.03890951557093426,0.9411764705882353,7.218752491787074e-07,0.00608161878300139,11.947961677810415,0
17,18,1,0.03684891358024692,0.9444444444444444,8.172601133734181e-07,0.005349441128404471,11.862815370114864,0
18,19,1,0.034999324099722985,0.9473684210526315,6.842373595269777e-07,0.005257424621379221,11.81985609733011,0
19,20,1,0.03332616000000001,0.95,7.059475201624293e-07,0.006724877201060407,11.810327751723039,0
20,21,1,0.031789188208616787,0.9523809523809523,8.284516221166968e-07,0.006869855312061698,11.809655587090592,0
21,22,1,0.030377322314049594,0.9545454545454546,7.41761759177969e-07,0.006723732711183959,11.810591004357098,0
22,23,1,0.029108578449905477,0.9565217391304348,8.074095189404591e-07,0.0058935769680230595,11.811617485364316,0
23,24,1,0.027946972222222227,0.9583333333333334,7.678893796445498e-07,0.006408327834342387,11.770657001797838,0
24,25,1,0.026882614399999998,0.96,6.929718009666511e-07,0.00697429173693529,11.744120510138218,0
25,26,1,0.0258679600591716,0.9615384615384616,9.130601265654199e-07,0.006977939911287704,11.727525507743332,0
26,27,1,0.024922710562414265,0.9629629629629629,8.023720910676371e-07,0.00635971463515945,11.693701771831392,0
27,28,1,0.024058204081632648,0.9642857142857143,7.130918474715559e-07,0.006183874616899657,11.64976332946842,0
28,29,1,0.023249897740784776,0.9655172413793104,7.248329407881232e-07,0.005462352263577866,11.608448097828031,0
29,30,1,0.02248704555555555,0.9666666666666667,8.388600729357128e-07,0.005731667475142053,11.57163561896565,0
30,31,1,0.02177385431841831,0.967741935483871,7.81572745417334e-07,0.006798027965896895,11.587626080455864,0
31,32,1,0.021098639648437497,0.96875,8.307587041755175e-07,0.0065186550916237675,11.612237328706803,0
32,33,1,0.020468512396694213,0.9696969696969697,8.104134089615406e-07,0.006780775619620929,11.605550508478927,0
33,34,1,0.0198770008650519,0.9705882352941176,6.519374281022984e-07,0.005881979095485838,11.596930679654736,0
34,35,1,0.019327301224489796,0.9714285714285714,6.861682289061305e-07,0.005582539610380917,11.603576399875907,0
35,36,1,0.018809952932098764,0.9722222222222222,6.865669650984011e-07,0.006469047316023196,11.611112021478021,0
36,37,1,0.018311208181154125,0.972972972972973,7.522511961660215e-07,0.006132997299681805,11.610913928280999,0
37,38,1,0.017842446675900275,0.9736842105263158,7.493850251134436e-07,0.005549934287916226,11.600013118602538,0
38,39,1,0.017391364891518737,0.9743589743589743,7.902604272662784e-07,0.0060273654289960355,11.569817238497395,0
39,40,1,0.016961099375,0.975,5.900498995991842e-07,0.005862495540977713,11.551889185245988,0
40,41,1,0.016552966091612133,0.975609756097561,7.419246370819815e-07,0.00571448909683758,11.552791479742933,0
41,42,1,0.016162717120181407,0.9761904761904762,7.121852707353929e-07,0.006168000078071518,11.55518049987492,0
42,43,1,0.015797433207138997,0.9767441860465116,8.101012965110492e-07,0.006053478191521528,11.560443825309532,0
43,44,1,0.015442208161157022,0.9772727272727273,7.684314382162533e-07,0.006458253204682388,11.566500844754188,0
44,45,1,0.01510158024691358,0.9777777777777777,8.840425688506264e-07,0.00639030307540211,11.564509552175194,0
45,46,1,0.014777790642722118,0.9782608695652174,6.635795155934247e-07,0.006767292727181476,11.566498295712815,0
46,47,1,0.014466488909008599,0.9787234042553191,8.012673075571236e-07,0.006758531111412532,11.573402576399891,0
47,48,1,0.014173246093750001,0.9791666666666666,7.208555238113848e-07,0.006377086751396635,11.578594716428388,0
48,49,1,0.013884127446897127,0.9795918367346939,8.522219092594459e-07,0.006161090882440604,11.574315527562637,0
49,50,1,0.013610571600000003,0.98,8.178498492141364e-07,0.00589889008062967,11.564624196358697,0
50,51,1,0.013350079200307573,0.9803921568627451,8.580019507961165e-07,0.005859169685899118,11.548715482821372,0
51,52,1,0.013098092825443787,0.9807692307692307,5.815486051064592e-07,0.005682903200485852,11.53789774159264,0
52,53,1,0.01285302242791029,0.9811320754716981,7.740347094721394e-07,0.005998059082505435,11.543249610210975,0
53,54,1,0.012617348422496568,0.9814814814814815,8.94920127419748e-07,0.0066243384556669265,11.542488778623452,0
54,55,1,0.012392038347107436,0.9818181818181818,7.816383368608825e-07,0.006471635536633184,11.537078934298998,0
55,56,1,0.012173658163265303,0.9821428571428571,8.109088710800391e-07,0.006544624214290342,11.533674010308514,0
56,57,1,0.011961687903970454,0.9824561403508771,6.827700067533e-07,0.0058316211179250295,11.53150345769849,0
57,58,1,0.011759508917954816,0.9827586206896551,7.675227315707003e-07,0.005831809977947555,11.527459388043363,0
58,59,1,0.011566341855788562,0.9830508474576272,7.529701589180046e-07,0.006188818591918387,11.519595249827507,0
59,60,1,0.011381416388888888,0.9833333333333333,8.108636618182028e-07,0.0063848280536629365,11.503313368002006,0
60,61,1,0.011198718086535877,0.9836065573770492,7.891047379518532e-07,0.006052194887410814,11.492514057372611,0
61,62,1,0.011021790062434967,0.9838709677419355,8.269189029082482e-07,0.006650193154457088,11.481660405508034,0
62,63,1,0.010848736709498614,0.9841269841269841,7.526655021858863e-07,0.006243217528108611,11.47811227198181,0
63,64,1,0.010679945068359375,0.984375,9.293357256314534e-07,0.005903535525550055,11.472773081302972,0
64,65,1,0.010516136331360943,0.9846153846153847,9.306801687297101e-07,0.006483006099985481,11.452491121227723,0
